sl_5_86400_20270930 Coordinates.csv
2027/09/30 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:44 2024,
Start: 2027/09/30 07:47:00.00, Stop: 2027/10/01 07:47:00.00,
TIME_UNITS,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-3626 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-278.7896,537.6176,6019.5528,393.8323,-3485.8192,-176747.3675,-165492.0019,-170454.2455,-171190.1140,-165744.8999,-167485.6773,-174878.5491,-171165.6691,55256417.5072,55249290.1680,55243698.9638,55255093.3723,-172640.2962,55252156.8213,4388.1977,6874.2145,528.3623,6902.0508,2761.3871,303034.1428,325173.8870,315109.2918,315144.8558,321847.9713,320547.7650,323905.4452,321185.7968,289441750.8042,289425926.2877,289409708.1786,289412322.6743,320827.1041,289421770.2437,5091.1892,-566.7421,-3167.4043,-220.3430,-5272.0899,-47221.1771,-52785.9673,-50351.1727,-47423.5310,-45421.9778,-55278.2426,-58836.2981,-49944.4842,-95930318.2213,-95907674.0944,-95931047.4033,-95921347.9168,-50858.0076,-95930383.9936,
3600.000,-4575.9552,-2032.0635,-6366.0417,-1980.9799,-440.6198,-245910.4272,-242324.3832,-246631.9356,-246926.8422,-240324.7512,-242760.3967,-248862.8578,-248641.4198,-21597492.2945,-21605368.4649,-21603072.1996,-21593244.7179,-247385.1692,-21600567.8855,-2416.3120,-5533.7881,2351.7981,-5165.1151,-4960.9128,248900.1160,270057.6519,261451.4604,262716.0346,268616.6288,267502.7319,269976.1252,266629.9012,293883949.3158,293872374.0939,293850492.9896,293860231.8230,267337.0178,293863982.4904,-4317.2500,-3625.0692,-699.3183,4144.4403,4754.2112,-49030.9796,-54108.8806,-50953.5092,-51401.4791,-46261.2777,-53744.6352,-61584.8253,-53643.2798,-95983359.5933,-95956561.3667,-95974578.8338,-95969635.2649,-52541.5681,-95980318.6734,
7200.000,6723.0352,3695.0618,3510.2284,3941.4697,3208.5412,-299349.0630,-303591.5489,-307195.1062,-307772.9324,-299302.1140,-304990.1696,-306928.1981,-305571.1793,-96981091.6990,-96991982.1153,-96979875.8506,-96976142.0962,-306342.8112,-96983140.3931,317.4311,1882.8885,-4235.7638,1428.8040,5993.3025,179633.7609,196283.5417,191203.6051,195265.1823,198424.9211,196525.6039,199487.5619,197666.7053,278267080.6656,278258981.5668,278237225.2774,278251275.8227,196857.6779,278247644.2851,-260.3350,5525.1612,4023.6980,-5507.4275,-1148.4718,-50868.7501,-54872.6488,-51975.9289,-55684.7205,-47557.5367,-52031.4870,-63661.6495,-52832.3608,-96036186.4183,-96006216.4539,-96019022.9035,-96020318.9785,-54219.6159,-96030235.7429,
10800.000,-4476.3473,-5296.3383,1054.1962,-5614.7577,-4202.5747,-333943.5868,-348188.0931,-348254.1882,-347404.6558,-338881.4005,-349081.1701,-345577.6975,-346224.0486,-165748540.6717,-165764267.9195,-165743667.8604,-165748086.0458,-345768.0836,-165749955.1457,2053.3899,1954.9974,5165.7371,2142.0124,-4403.5779,99603.6722,111537.9804,108761.9459,117267.2861,115696.6136,112093.1285,116959.1642,113009.2494,243656141.6900,243649843.7854,243633439.5780,243646309.2200,113887.1289,243637606.4986,4584.0230,-4004.2696,-4331.4567,3415.3015,-3239.9479,-52732.4680,-54923.1623,-53593.9686,-56219.7033,-49297.3048,-55764.4915,-65096.1512,-57399.9047,-96088610.2278,-96056465.0997,-96065026.4190,-96073670.0758,-55891.9811,-96080135.1754,
14400.000,-155.5597,5498.1029,-4760.5119,5567.4785,4149.5936,-347740.0626,-369205.7946,-367113.9092,-364225.0212,-356539.8684,-367345.2514,-362523.1447,-363092.2051,-223205407.1164,-223227034.3679,-223201277.7156,-223211470.2841,-363162.5735,-223206711.5659,-4603.4698,-4196.5593,-4689.8707,-4029.7886,416.2390,13766.1449,21678.7003,19345.7982,29221.5094,25654.9820,21191.7921,27554.4867,24301.1326,192412771.7705,192405933.2810,192398158.0142,192402627.0423,23716.2300,192395265.6390,-4919.8613,-43.4072,1364.4229,783.5300,5477.1544,-54620.5307,-56070.2676,-55822.0186,-55388.0645,-51491.8772,-61062.7899,-65882.0607,-55864.4762,-96140467.5111,-96107173.5183,-96112728.2038,-96129531.0931,-57558.4949,-96130016.9446,
18000.000,3721.9198,-3269.5890,5888.2736,-2912.1223,-3868.0000,-340044.8053,-365903.4276,-362495.4814,-358351.7220,-351189.9407,-361170.4632,-356787.0405,-357335.8127,-265429153.1337,-265456771.4094,-265429816.0939,-265435848.6569,-357432.9142,-265430865.8473,5535.0364,4562.5345,2227.6198,4356.1293,3918.4119,-72634.7083,-70725.5444,-71314.3947,-61462.2090,-66036.9009,-70560.4268,-63241.5407,-68329.2346,128034072.2931,128024006.7405,128025947.7590,128016542.8380,-67909.1042,128017446.9625,926.2909,4032.6894,2615.6519,-4520.8312,-4153.5231,-56531.6694,-57607.4392,-58509.4210,-55129.5343,-54180.4510,-65394.0628,-65976.4621,-60957.7520,-96191630.3034,-96158239.6058,-96161957.2803,-96185156.4610,-59218.9897,-96179881.0240,
21600.000,-4585.8196,-883.6945,-4650.4234,-1389.4054,3022.5533,-311444.2013,-339003.7252,-334668.2994,-330009.6503,-323283.4153,-332028.0650,-328702.5374,-329078.4311,-289536922.9111,-289569564.1393,-289544984.5129,-289535509.5494,-328959.3969,-289539420.3955,-3067.3139,-4064.9314,1847.9749,-4061.9580,-6193.6119,-154377.0793,-159746.5751,-157363.4645,-148263.3421,-153679.9179,-157405.6533,-149998.5228,-155207.6114,54913905.7741,54897961.8074,54908920.5184,54892090.6822,-155154.4032,54897775.9656,3853.2184,-5532.7228,-4639.3205,5413.7096,82.8976,-58464.8813,-59285.4820,-61380.8005,-55437.0131,-57439.6238,-68851.9023,-65292.7923,-59072.5585,-96242014.4708,-96209584.8399,-96212438.3023,-96234527.0251,-60873.2991,-96229727.3873,
25200.000,3688.2370,4835.6413,2250.2304,5095.0597,-807.7905,-263750.4600,-290277.0127,-285452.9300,-280880.2781,-274951.9268,-282203.4414,-279756.3454,-279551.0085,-293882350.8925,-293918043.8018,-293898482.0342,-293875260.1135,-279570.5768,-293885769.1550,-1975.4082,3424.1514,-5608.2804,3635.5945,5539.1264,-226563.8573,-239536.0208,-233245.3087,-225413.4626,-231990.6004,-233957.2487,-227844.7972,-232228.8753,-21957021.8928,-21981065.7416,-21962954.5821,-21974810.2187,-232468.4767,-21973177.2514,-5283.7735,3558.4026,3157.4660,-2953.1121,4012.1797,-60419.3647,-61032.5991,-64109.8201,-56240.9205,-61382.0620,-71564.6396,-63723.3970,-64284.6971,-96291585.1574,-96261148.0164,-96263896.3990,-96279347.2876,-62521.2576,-96279556.0079,
28800.000,-2175.3700,-6473.1775,379.7254,-6322.9486,-2753.4257,-199877.9567,-222795.1740,-218082.9334,-214022.8600,-210828.2593,-215053.2176,-212098.9412,-212096.7831,-278167959.8325,-278203930.5116,-278190906.5992,-278162085.0269,-212425.5835,-278172158.6952,6026.4030,-2360.4414,6773.8935,-2445.9587,-3111.2274,-284900.2185,-304848.4629,-294107.1589,-287902.7531,-296360.6326,-295533.3641,-293584.1528,-295488.1220,-97331815.1637,-97365393.2944,-97342540.4152,-97343591.5145,-294936.8671,-97348516.1235,2067.6927,609.3895,688.3829,-1376.9074,-5505.7582,-62394.4394,-62818.1933,-66406.5940,-57500.7713,-65628.2151,-73604.6869,-61974.1509,-62463.8508,-96340359.0414,-96312880.6692,-96316091.5936,-96323986.3847,-64162.7013,-96329366.8595,
32400.000,-21.2874,5319.3468,-3034.2593,4950.7188,5972.4032,-123658.3809,-140816.0122,-136946.8417,-133650.6387,-135185.6188,-134884.9524,-130003.1738,-132418.2501,-243465484.4155,-243498482.1514,-243492459.0606,-243465593.7165,-131811.7284,-243470084.2113,-6057.7049,49.9598,-4595.0749,-164.3685,630.9122,-325931.0608,-351375.4949,-336128.7316,-331715.2998,-340245.3331,-338417.1584,-341900.2579,-338061.8111,-166065521.1404,-166109015.1301,-166083851.4263,-166074357.8282,-338594.3967,-166083150.1838,2934.3616,-4427.6362,-4030.6757,4819.1898,3372.1655,-64389.4158,-64626.1820,-68095.3323,-59203.1231,-66124.3680,-75001.4238,-65670.9619,-67372.5059,-96388403.2526,-96364743.7749,-96368822.5541,-96370089.2738,-65797.4671,-96379159.9157,
36000.000,3178.3440,-2649.8632,5245.9440,-2435.7286,-6733.0411,-39605.6590,-49535.0328,-47256.7437,-44837.5067,-48371.3403,-46711.7937,-40327.9089,-41799.3596,-192142742.4286,-192169449.6656,-192170065.8678,-192149855.7179,-42870.4029,-192147223.4626,2500.8149,3307.4088,489.1929,3755.9022,1128.9036,-347225.2335,-376019.1628,-356743.0494,-354062.3624,-361762.8356,-360054.1033,-364848.6755,-361135.9617,-223466295.7214,-223518904.6854,-223493499.6453,-223477218.5238,-360676.9206,-223484997.2677,-5391.5022,5455.8124,4324.2143,-5279.1920,943.7652,-66403.3346,-66446.9128,-69161.4090,-61359.2788,-65254.2572,-75748.5803,-70930.4671,-66021.9249,-96435831.0237,-96416705.3791,-96421920.3529,-96418246.7963,-67425.3934,-96428935.1503,
39600.000,-5754.6804,171.1814,-5879.7195,226.4792,4309.2889,47356.8897,45239.5012,45305.4801,46832.2258,42288.1683,44060.5546,51398.4555,47443.1487,-127702052.4978,-127719520.9976,-127725913.2304,-127713448.0309,48731.1833,-127705891.2085,1589.2770,-6182.3770,3172.6038,-6470.1394,-2679.6285,-347495.8944,-377091.4422,-354747.4297,-353561.2523,-360742.5934,-359170.7509,-363522.3017,-359638.1872,-265615640.0823,-265675412.8250,-265651258.2621,-265633014.2377,-359796.2979,-265635282.3825,3108.1387,-3106.0998,-1375.5814,2425.5295,-4670.6105,-68434.3560,-68274.0174,-69755.2379,-64008.4418,-64956.3857,-75803.2400,-75221.9199,-70239.5399,-96482794.3552,-96468738.8710,-96475240.2561,-96468804.6557,-69046.3199,-96478692.5368,
43200.000,5251.7496,1521.6726,3843.0016,1345.1871,-162.3542,132195.6882,137457.5303,134929.4029,135662.6770,130274.8377,132004.3946,139425.6438,138703.4650,-54541230.3202,-54547278.3223,-54558424.5366,-54551453.4649,137161.4383,-54544036.4550,-3773.9940,6638.9932,-4990.2449,6507.4525,4374.5977,-326647.4599,-354425.0481,-330327.6106,-330357.9000,-337107.1320,-335793.1366,-339086.4510,-335774.7847,-289635859.0597,-289699888.1420,-289677848.3619,-289661007.2895,-336027.5107,-289656068.4675,1872.2594,-1212.0257,-2625.2919,1916.4305,5313.2329,-70478.1117,-70102.9695,-70151.9196,-67227.2134,-65223.5453,-75078.8388,-78639.0033,-69709.7881,-96529474.1697,-96520821.7140,-96528654.0436,-96522033.4212,-70660.0875,-96528432.0489,
46800.000,-1045.8422,-2877.9779,412.8785,-2929.5613,-3304.9609,210088.7932,221217.0911,215995.5047,216298.5078,209746.4397,212173.4224,218295.7507,215320.5260,22346526.3402,22353016.6052,22337996.0737,22343195.2555,216795.9216,22344907.4828,4110.2394,-4120.9816,4980.5003,-3663.4294,-5510.7163,-285733.9814,-309386.9730,-285023.4196,-286286.2400,-292242.2428,-291108.2906,-293529.0494,-291595.7007,-293886496.4033,-293951247.2369,-293931657.9530,-293915322.4441,-290902.4740,-293906755.0402,-5237.8805,4741.8745,4633.5409,-5088.8968,-2502.0363,-72522.3065,-71930.3435,-70677.4722,-71128.2358,-65986.1543,-73467.7498,-81310.0447,-72929.7258,-96576068.5936,-96572934.4972,-96582043.3208,-96577762.2462,-72266.5382,-96578153.6604,
50400.000,-4089.6239,4405.0049,-4699.8671,4685.6546,4719.4541,276804.2963,291146.6400,283382.3947,283992.6806,275547.8833,281222.5210,283182.8847,283924.8387,97713388.3868,97732317.4612,97713951.0418,97717038.5058,282575.2860,97712835.4461,-3547.1109,22.1402,-3798.5639,-367.8812,4620.5424,-226765.1521,-244792.9578,-221650.5031,-225708.9124,-228938.3219,-226989.8235,-229936.3771,-226139.0689,-278076347.1273,-278138072.3903,-278120953.7613,-278098853.2446,-227311.0398,-278096128.3470,3996.8517,-5339.5797,-3166.8337,5064.9718,-1977.7973,-74522.4282,-73753.3965,-71621.4172,-75331.4381,-67203.7348,-71676.5442,-83307.4532,-73474.4086,-96622780.1241,-96625060.2151,-96635293.6238,-96633179.9733,-73865.5156,-96627857.3449,
54000.000,6369.6388,-5436.1458,6594.7238,-5701.7599,-4416.6020,329299.0757,342754.3619,332772.0178,331992.1085,323455.4467,333625.4033,330162.7479,329362.4757,166415036.7688,166445099.1796,166423482.7856,166416321.8368,330326.8317,166415184.1566,2064.5442,3401.5268,1602.0488,3427.7703,-1249.5420,-151698.8662,-164727.8437,-144170.6499,-152683.1743,-151183.9161,-147492.5323,-152389.9685,-150788.4255,-243283404.1464,-243338580.0522,-243323915.5477,-243295429.6076,-149315.6121,-243302310.2970,718.7564,2582.5631,-700.2844,-1904.7375,5131.7074,-76192.6625,-75569.8140,-73159.1466,-75782.9440,-68862.8529,-75331.3437,-84660.6077,-75507.2000,-96669802.5132,-96677183.7104,-96688288.9495,-96682291.4281,-75456.8645,-96677543.0762,
57600.000,-4587.0461,4672.2456,-5276.3333,4572.8758,3584.1720,359459.4044,372721.3483,360945.5708,358138.5925,350422.9381,361189.9819,356423.0374,357577.3371,223761763.2313,223800615.4199,223775475.4718,223755703.8432,357029.2281,223762096.9697,1023.6056,-4785.6487,1555.4050,-4566.2367,-3196.2334,-59315.7803,-74283.0812,-57489.1099,-67387.7851,-63886.7113,-59330.7870,-65735.7429,-60161.8411,-191881373.3828,-191927092.5298,-191915116.2592,-191890702.2336,-61891.2898,-191899239.7622,-4830.2865,1757.9803,4024.1064,-2471.8802,-4950.7775,-76317.8347,-77377.5413,-75304.8764,-74868.5891,-70974.8195,-80546.2833,-85363.2390,-77252.0609,-96717308.2185,-96729291.2357,-96740906.3352,-96726928.2285,-77040.4311,-96727210.8281,
61200.000,827.4881,-1510.2037,2008.5480,-1082.2303,-2590.8670,360021.7667,379119.2389,366038.6952,361977.3751,354776.6051,364717.9989,360398.4023,360955.7795,265838576.8922,265883128.5650,265854025.5985,265827930.0557,361003.6083,265838569.3392,-4751.7259,4507.4366,-4874.9122,4326.5331,6205.1814,35731.2879,20771.7924,32837.8735,22952.7950,27466.1344,32074.9840,24718.2072,27720.0134,-127377761.9598,-127412027.8511,-127403459.2925,-127391174.9143,29391.8126,-127394699.7217,4690.5111,-5030.9462,-4331.1890,5278.0330,1503.5707,-76787.3748,-79174.6634,-77907.7958,-74525.6499,-73578.8454,-84792.1896,-85372.4304,-78047.1992,-96765437.2326,-96781370.0987,-96793010.2039,-96771420.8039,-78616.0628,-96776860.5743,
64800.000,2152.0771,-2809.1456,1332.2211,-3259.8984,863.4143,336501.9729,361537.8714,347709.7617,343127.9269,336355.8207,345068.1144,341807.0730,341623.0218,289772472.6371,289819250.1858,289785898.3350,289762384.8998,342018.9565,289771720.7906,6365.4561,-3663.8031,6548.7091,-3753.9158,-6188.8608,125573.2434,114362.4754,120978.7319,111841.7441,117200.7495,121000.8781,113565.6502,120314.2219,-54174574.9590,-54196463.3073,-54192630.0551,-54194088.1956,118723.7592,-54190941.7243,-469.8248,5139.9311,1363.4656,-4815.5948,2900.2087,-77674.0110,-80959.3090,-80692.4430,-74746.8105,-76751.5360,-88162.8371,-84601.6181,-80974.2044,-96814288.0150,-96833408.3705,-96844446.4409,-96817387.4525,-80183.6087,-96826492.2886,
68400.000,-3596.1432,5990.4296,-3642.0272,6103.7772,2089.2479,291721.8093,321114.3622,307180.8477,302674.9997,296691.4517,303925.4267,301531.0446,302002.0412,293928616.0249,293974139.4915,293936796.4895,293923420.0862,301305.1868,293926947.1605,-3865.3736,2779.4738,-5134.6847,2966.5367,3702.2778,205335.5654,200503.7765,201248.8135,193381.0043,199907.8865,201935.6855,195803.5940,199234.5640,22732062.7892,22722385.7634,22719590.3428,22708358.1265,200424.8258,22715756.9137,-4188.3167,-2067.9143,2616.3405,1326.8301,-5431.4292,-78769.2146,-82729.5636,-83332.4884,-75462.4884,-80605.5099,-90786.5501,-82943.2028,-80624.9770,-96863911.1146,-96885394.6362,-96895036.8545,-96865413.0634,-81742.9190,-96876105.9448,
