sl_100_86400_20270911 Coordinates.csv
2027/09/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:03 2024,
Start: 2027/09/11 07:47:00.00, Stop: 2027/09/12 07:47:00.00,
TIME_UNITS,STARLINK-3625 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-30181 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-6375 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-4087 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-30181 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-6375 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-30181 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-6375 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2730.2584,6604.8501,5019.1859,958.2939,1481.6183,4953.6199,-4960.9065,-5936.3214,-3164.8649,2642.3149,2239.2307,-4413.3630,-2963.2134,-1990.6140,4439.2230,4200.5543,6725.6110,-3244.4700,1363.7310,-3460.6042,-2274.5292,-5808.9658,-4.5464,-2704.4392,6529.9599,-3361.7729,-26.2055,5498.7761,4219.4702,6395.3567,2288.1505,4042.3282,-6275.7335,6019.5224,6682.2621,5483.8247,-1455.3966,-6420.3149,3097.7679,-3880.6967,-6166.1031,4736.2091,-2843.0386,2282.0431,-2750.9046,5093.6889,-4406.0079,6446.8606,-4182.5802,-4577.0754,-5445.9204,-1849.8584,-5472.3013,203.9987,-2467.1858,-5101.9107,-4668.8124,5479.3563,-6005.1739,-5140.3040,-6342.7889,-1739.6337,6316.2750,789.6584,-2125.6391,4117.3489,-1267.1276,-3866.3713,361.2204,-3873.5167,4839.4017,-1210.8092,-1682.4820,-5984.8144,-3766.0675,-3012.0918,-4007.5541,-5407.8060,174.5544,4075.6073,4946.1052,-4556.3593,4833.5060,3740.8547,1954.6911,-832.5335,-5811.2918,-6484.2838,-6467.1908,-6404.6295,2836.4300,1250.3309,4087.6402,990.8370,3528.2900,-6309.9218,662.0145,2855.3655,-219.3260,-3807.8537,356669.5066,373596.5977,366790.7982,365986.5323,373283.1832,371211.9364,365292.5477,364741.9004,83669240.3427,83685556.0198,83698736.7013,83686138.0474,366431.9635,83677915.5802,4185.2088,95.2549,1551.1680,-4220.5353,-4666.2715,-594.8122,4543.1676,-1050.0925,-5996.9779,5003.1831,6388.1495,-2624.6617,-2906.6050,-6260.0353,-3093.8847,2973.1171,-90.5505,5978.5863,-6627.1288,-2056.6725,4878.7789,533.5119,5973.2381,6035.3018,2250.4694,-6056.9211,-5854.6715,4011.6083,-1058.9545,1582.4608,5819.3502,-2947.2616,2892.8678,1105.5617,115.0742,2746.7351,5344.0982,-2479.6287,-4071.5911,1603.2074,-2933.1755,4976.6634,-5619.6244,-248.5000,5728.1840,-2426.3908,2383.6202,-1689.9641,2057.4283,3159.6335,-833.4860,-5120.0319,4068.7162,6308.6180,-6421.6311,1174.9942,-1995.6785,2027.7026,3453.2647,1252.8135,2797.0306,-4487.4433,2293.4170,-5297.6192,3666.4371,1552.9409,-5338.3169,136.1672,4168.5325,-3356.6878,927.3529,-5220.3781,-6029.4815,3433.0124,-4696.8769,-3979.6430,4910.4279,-3813.4698,5334.1012,526.1764,1274.4339,1181.3474,1734.1784,-5630.6390,5643.6515,6691.6426,-3206.9523,-1517.9810,2215.0145,-2554.7661,3595.4705,-2543.2032,-4864.9119,-6789.1490,3779.2838,-2716.7277,4386.0352,4701.0275,4138.3980,4252.5960,-99896.0597,-66608.4516,-90616.3207,-90350.0768,-85728.9011,-86440.0174,-80858.6207,-84281.8975,277123349.2914,277147563.5374,277157507.4618,277140633.2862,-84501.3250,277141780.4770,-4764.8007,1999.5798,4511.0464,-5181.9477,4862.3749,-4648.7053,1523.8817,3360.9785,-1331.6284,3846.5728,1387.5483,-4662.8880,-5532.7207,1934.3553,-4349.4769,4483.9660,1517.4206,-1293.7923,-634.6782,5321.4236,4297.0687,-3716.9520,-2974.3570,-2082.1094,299.2705,165.6825,3527.1094,-439.1453,-5366.8054,-2218.7703,-2741.3786,4683.7520,-86.1149,3194.1436,-1594.9878,-3151.8892,4106.0985,760.7046,4646.2113,5298.8846,-1080.5084,731.7122,-2945.2353,6539.0561,-2692.2099,-4034.7752,-4847.6731,-1841.4836,-5116.9243,-3985.3856,4171.5090,-4251.6216,1184.3638,-2160.6049,-458.8309,4359.4618,-4657.8546,3598.9932,-313.0806,4475.1715,-116.4007,4951.4070,-1693.6574,-4396.0625,5441.3054,5260.7939,4190.2356,5773.3562,5452.8034,4659.2405,4850.4961,-4268.7540,2875.1515,732.5380,-3406.9139,4773.9922,-2492.8310,-1911.3055,4410.1854,5458.7020,-4713.7373,4995.0046,-4660.3989,-884.8177,3422.3971,1552.1736,1897.8890,1482.5126,1028.4826,-96.6081,-5059.7127,-6334.5776,2717.9636,122.1944,4613.4803,672.1298,-5282.3894,-4209.5206,5506.4781,-3875.7959,-147168.1523,-150571.3226,-150364.4535,-147325.8856,-145397.6888,-155292.3390,-158774.1734,-151475.3929,-71734342.0657,-71763699.0156,-71732886.1559,-71723627.8590,-150819.5822,-71732788.9320,
3600.000,-4428.6777,-6298.9543,-4938.5192,2718.2646,745.6894,-3798.6936,3417.9842,6819.5577,4204.7399,-4937.4711,-4046.0916,6373.7984,5897.7627,3488.6223,-3006.6958,-3981.9834,-6046.3766,547.2770,1217.6248,5296.3333,692.2556,6013.2701,-2410.7698,-620.5096,-6111.2366,4677.1683,3013.9595,-5556.0156,-1832.9997,-6779.1497,-4068.9533,-3426.2510,4125.0060,-3689.0629,-6008.8359,-4092.0571,-339.3180,5714.2075,634.9522,728.3176,6010.2410,-5101.6785,2323.0746,2915.0798,-661.5892,-1232.3470,758.7782,-5633.4698,629.3832,108.2633,3168.7954,4324.7280,3582.1781,-3106.9960,4217.9445,2414.3848,6140.9560,-6814.3813,4646.6545,2911.5605,4196.8596,4828.5594,-5327.4300,1279.4878,-770.1447,-6332.5852,3599.2379,6478.2107,-4604.8927,6353.7873,-3225.5694,3956.6348,3401.0852,5366.2583,5545.5906,5865.1143,-42.3170,3379.2566,-3978.0028,-4525.4426,-5827.2616,4974.0281,-6167.1230,-900.5218,-4489.5984,-1411.0801,6218.4360,4426.2962,3923.1693,5592.0845,-6202.2877,189.8983,-2958.9967,1739.5539,-6291.9852,5859.7820,-4536.2633,-5248.9616,-4025.0625,2870.3210,371585.0544,379415.9902,375252.7382,375269.7523,383393.0820,380759.3762,375739.5815,377765.5213,9018118.0387,9030689.3072,9040540.9628,9032982.9211,376305.8434,9025702.6748,-58.1461,1472.5271,2555.0322,5936.7254,6718.1668,4842.5864,-5268.8633,-602.5878,4576.9330,-4716.8378,-3666.4323,-481.9709,116.0656,5260.4832,6013.7499,1799.4037,1665.8886,-4970.2023,4778.5431,-2686.5027,-6850.1695,-3384.4836,-5779.3983,-5238.7304,284.6011,3709.5658,6141.8168,-708.9330,4780.6889,579.3188,-5112.3717,5875.6105,-3742.8100,2022.2324,1584.0791,951.1995,-6892.4918,-373.9127,5770.1430,-5433.2910,1121.3449,-3078.4222,2116.9522,-1558.6536,-4272.8208,-596.4128,-4326.7412,3088.9591,-4667.8039,-4151.6681,-2726.9827,5372.3097,-5380.3316,-2613.6327,4445.5607,-4993.3932,-1630.4254,-389.4163,-555.8088,-4680.9008,-4294.8681,4676.4042,830.7232,6778.1759,-6161.5052,1380.8216,5893.0585,-1550.8648,-3027.1574,660.6463,3127.5455,1507.6798,2582.4923,-740.9503,4042.2702,3438.6918,-4216.4155,1227.6994,-3732.0017,3814.3220,2323.8525,-4464.6341,1691.8091,6034.9171,-2328.6210,-6426.7669,1656.6934,-1337.5062,-3992.9307,379.5670,-2364.7709,6088.6328,6037.3000,5559.8826,-1515.9194,781.3509,-2097.8385,-4502.3519,-3922.4351,-6264.2845,-7704.9328,29576.7607,4309.2106,5605.6638,9124.1655,8811.4180,13134.1038,10388.8680,289353978.2682,289376474.4574,289394070.8600,289378695.0892,10159.8074,289372882.4256,5280.0915,2401.9353,-4143.6430,1694.1990,-1434.5082,2919.3970,2848.0726,901.0933,-3023.9803,498.6288,-4242.7100,2671.6312,3593.6710,2656.3658,1702.6381,-5255.0763,2862.6733,4775.8185,4666.7730,-3066.4578,-356.2702,418.4941,-2304.5379,4487.6591,3211.9398,-3522.9014,99.4775,3884.9213,4620.8886,-1411.5358,-1974.8141,-899.1924,4079.8906,-5485.8179,-2935.6022,5453.5629,-100.9641,-3899.4344,-3768.3670,-3976.7725,-3232.7850,3487.5452,6183.6447,-6107.3112,5364.0911,6782.6157,5395.4514,-2560.0486,5054.6029,5425.4072,-5516.6236,287.4316,2473.0046,5281.1017,-3164.1810,-3971.1397,2647.7710,755.8906,5101.6656,-4215.5149,3457.9730,-1618.1908,4342.0376,600.0570,-3027.9956,-2274.8232,-251.3915,-2017.6483,-4128.8862,-2705.0119,-5271.9665,5372.2963,-5415.9154,4322.6695,-858.1614,-1261.1012,5335.0795,5859.6181,-4279.8775,-3436.9504,2970.3879,-1602.7094,2660.9696,-3040.2724,-4681.5803,2142.0761,2493.3787,-5025.0649,-4063.6502,-4024.7570,1556.7536,3304.4783,1609.8119,-3636.0879,-2502.8506,3553.7938,4736.9066,294.9571,-4009.9069,-309.2560,-146376.4442,-149880.4883,-148360.0406,-148700.8459,-143624.6785,-151176.7928,-158939.0001,-148936.6747,-71786560.4206,-71817730.2363,-71791906.0358,-71783237.5264,-149906.1854,-71788137.3475,
7200.000,5546.9013,3147.5098,4009.9296,-4161.4860,-2240.6666,1574.3214,252.0117,-4603.8021,-4187.2431,4807.6486,5314.3745,-6275.5163,-6669.8382,-4033.5134,901.4921,3325.5983,2634.0219,3299.9378,-4449.0549,-4130.8946,1132.4140,-3897.1370,3841.7419,4318.4659,3709.3224,-5069.9023,-4605.4578,3769.7340,-43.4185,4743.1569,4201.2931,1319.0009,86.5420,940.9567,2463.8768,2331.4731,1975.7927,-3480.6649,-3507.4942,1669.9878,-3697.3130,4079.8894,-2783.9740,-6632.9081,4624.2196,-4168.9915,2306.5663,2147.0070,2107.2553,4018.0224,-902.7506,-4731.4879,60.4060,5412.1184,-5015.8365,474.4337,-5483.8415,4796.3592,443.2878,-563.5040,-334.5912,-5496.2274,3178.9139,-2586.3286,2522.5660,5725.3453,-4267.9490,-6114.6185,6667.5210,-6670.8942,1715.6711,-6020.5774,-5090.9778,-657.4281,-5000.1166,-5960.8873,4630.2429,-1200.3376,6526.4743,3596.2012,5186.5231,-3326.7600,5620.4165,-3019.2637,6146.7890,3680.9482,-4206.6196,-969.1602,71.4516,-2907.6777,6064.2309,-377.1604,92.6705,-4565.3995,6805.7192,-3353.5062,6798.8592,5267.7428,6169.8453,-535.6789,362978.3856,360809.3982,359586.5464,360233.6404,369250.5832,363372.2108,362369.0155,360831.6528,-66256807.5570,-66246418.5077,-66243139.9040,-66249515.8640,362093.9339,-66250394.6098,-3324.2115,-3132.6331,-5513.7242,-4214.5738,-5840.5956,-6553.1843,4284.6166,2287.5169,-771.5543,1854.5831,-351.1742,2794.5201,1712.1651,-1318.9758,-6596.7605,-5567.6110,-3377.5138,2939.5122,-973.3683,4797.3021,5611.8956,4774.6231,1205.1279,3457.2688,-3442.4552,239.2411,-3484.3016,-3580.3384,-6840.1091,-2855.7200,1360.9327,-5729.3794,4164.4007,-5338.6233,-3399.8472,-4940.7111,5270.1355,3799.1719,-5938.9526,6528.4817,1992.1538,-807.7902,2522.5674,126.9383,2285.2711,810.4273,5891.1281,-3843.8366,6321.0185,4685.0643,5952.7810,-3242.9298,5161.1746,-2095.9995,-479.2510,6777.1505,4014.3909,-1703.3619,-924.4723,6767.9314,5070.2003,-3157.6159,-4361.0829,-5357.9255,6287.2422,-3013.9732,-3813.8613,1570.7719,1703.2920,1659.3668,-6253.7884,1892.2384,1504.5251,-932.4234,-1405.5877,-1689.8569,2845.9790,3249.6597,1755.5610,-5716.4464,-4593.1010,5262.4608,-3943.7182,-3967.8291,-1280.7838,3730.9441,1325.1039,4743.1236,5221.3822,2955.3330,363.1485,-6716.0366,-4825.9406,-2236.4165,-710.9876,2438.3375,230.3381,2422.5999,3089.7590,5386.3086,85810.4849,124254.9601,99227.0148,103221.3446,103615.9394,103619.1611,107043.2496,103790.7015,281827874.8385,281847316.7458,281870543.9169,281854845.3410,104374.9518,281846717.6070,-2412.5312,-5292.4327,1234.3747,3221.0040,-2937.3711,1013.5672,-5408.5065,-4619.3609,5429.7122,-4515.2905,4394.9739,924.7986,584.5859,-5382.2530,1946.6665,2136.8241,-5412.2535,-5334.0752,-5047.8319,-2139.9892,-3847.9298,3124.1557,5307.2648,-4184.2608,-4716.1903,4706.9252,-3665.7741,-4420.7158,-939.9086,4189.6762,5194.1648,-3539.5468,-5520.0967,4272.8773,5426.0647,-4209.3904,-3999.6196,4616.7199,515.2204,-645.0820,5478.9922,-5523.5268,-5850.2985,2024.5994,-4586.3419,-5482.6878,-2921.0558,5317.8877,-1862.4404,-2954.0055,3395.6746,3830.8562,-4619.6857,-3291.9646,4695.6428,562.8618,1105.0148,-4614.0642,-6861.4435,1396.6496,-4723.7079,-2766.0551,-4351.6731,3533.5413,-1349.2368,-2307.5540,-3878.7817,-2936.9322,15.7624,-907.9445,2409.7130,-2667.7414,4385.2326,-6849.2456,4553.2235,-3075.8227,-4106.9054,-5952.5927,1518.3950,-1096.4050,508.7125,-2913.7047,941.9029,4638.6286,2823.6912,-4527.1060,-5319.9053,4800.0541,4521.8565,5499.6468,3090.1892,1666.6453,-4957.9129,4599.7783,-1136.5460,-5524.9504,-1117.1451,3771.4805,-101.2203,4261.9439,-145606.6472,-149178.0625,-146758.1628,-150415.4849,-142303.6983,-146825.9318,-158424.6929,-150153.1324,-71838874.3727,-71871158.4210,-71850802.2047,-71844914.5121,-148980.9607,-71843479.2349,
