sl_5_5400_20270814 Coordinates.csv
2027/08/14 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:42 2024,
Start: 2027/08/14 07:47:00.00, Stop: 2027/08/14 09:17:00.00,
TIME_UNITS,STARLINK-3746 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-2057 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6622.8606,3766.1866,-984.2388,4379.4274,3781.7800,299588.2594,331995.3764,313107.6636,312360.0102,320965.5488,318759.4414,316112.5664,316554.5677,126381116.1495,126385203.7123,126372924.3318,126374412.2434,315449.0061,126366652.6266,1560.9995,-2281.5288,-5764.1704,2968.4137,-2040.5257,-201005.9335,-182171.2926,-199154.9493,-198475.6197,-197715.0653,-197432.6712,-189713.5103,-194247.0872,244404197.4237,244431177.1928,244407664.6179,244416567.3085,-193488.9878,244413060.7154,-1179.8416,5065.3911,3653.7817,-4355.5293,5417.9631,-161913.9784,-166059.4687,-165315.1048,-162112.8044,-160299.2044,-170247.3170,-173613.5450,-164548.5288,-34287305.4189,-34253939.6409,-34258055.1179,-34277047.2461,-165694.6738,-34275919.9398,
300.000,-5717.3991,3158.1463,-2252.7467,4935.8687,2240.6102,303787.7131,335824.8907,317044.9344,316405.5148,325033.9269,322838.6511,320150.5535,320335.2846,121014032.4482,121018051.3255,121006479.4029,121006898.6998,319488.7439,120999649.6119,2606.4220,-4211.9331,-4405.7627,896.2998,-3578.0886,-194748.1793,-175174.5675,-192417.3297,-191710.5592,-191031.9532,-190725.4675,-183099.4837,-187279.9593,247107811.2764,247135379.5099,247111505.5186,247120616.3399,-186802.4996,247116681.5480,-2868.1086,4166.2043,4799.7058,-4668.8137,5477.1793,-161859.2216,-166019.2071,-165156.0810,-162215.8221,-160148.6395,-169958.6354,-173673.7057,-164157.7051,-34291936.8459,-34258583.3442,-34262591.6076,-34282114.2137,-165636.2430,-34280454.9961,
600.000,-4238.3467,2255.7406,-3347.0364,5042.9592,520.7781,307857.8242,339506.1632,320841.6859,320308.7753,328959.8751,326771.8988,324049.9350,323894.9029,115589137.1358,115593068.1383,115582211.8189,115581511.6885,323386.7934,115574834.2192,3423.9974,-5683.4963,-2623.9044,-1259.6966,-4805.0932,-188402.0075,-168097.8953,-185591.8032,-184856.1406,-184262.5975,-183928.4644,-176401.6725,-180203.9748,249693584.9318,249721745.5793,249697534.2554,249706781.6649,-180031.6512,249702465.9314,-4246.1045,2777.2065,5424.4246,-4466.0030,4947.7011,-161804.6608,-165978.8347,-164997.8816,-162323.7006,-160001.4499,-169663.6078,-173728.7014,-163883.6522,-34296563.1402,-34263229.2225,-34267137.0085,-34287170.4798,-165577.7224,-34284990.1115,
900.000,-2333.9566,1140.6249,-4163.8301,4687.7131,-1210.5194,311796.7065,343037.5367,324496.1458,324068.1032,332741.6325,330556.8107,327808.9797,327258.2702,110109017.2068,110112840.9483,110102707.4203,110100840.9761,327141.3925,110094793.2818,3948.3304,-6535.1676,-601.0380,-3282.7665,-5594.6090,-181970.0577,-160944.4319,-178681.3984,-177914.9905,-177410.0971,-177044.5026,-169622.8756,-173049.1737,252160282.9137,252189039.3296,252164514.7944,252173821.1319,-173179.4442,252169178.3527,-5165.4709,1061.5484,5460.4198,-3769.3817,3886.3181,-161750.2937,-165938.3505,-164840.6962,-162436.5215,-159857.6059,-169362.1720,-173778.5857,-163741.7299,-34301184.2607,-34267877.2355,-34271691.1508,-34292211.7900,-165519.1119,-34289525.2859,
1200.000,-195.1115,-86.0735,-4621.2317,3898.4037,-2789.4545,315602.5265,346417.4220,328006.6051,327681.8943,336377.5005,334191.0260,331426.0098,330454.8295,104576286.0425,104579982.9578,104570578.4679,104567503.7955,330750.8427,104562140.0214,4138.1379,-6674.5878,1458.7176,-4970.0040,-5859.0143,-175455.0103,-153717.3673,-171689.1860,-170889.7329,-170477.5828,-170076.4507,-162765.9337,-165843.5518,254506726.5336,254536081.4696,254511267.8450,254520549.5278,-166248.9168,254515640.0795,-5527.5842,-778.9826,4903.8704,-2655.5949,2406.9636,-161696.1182,-165897.7536,-164684.7126,-162554.3632,-159717.0793,-169054.2753,-173823.4095,-163736.4135,-34305800.1683,-34272527.3435,-34276253.8657,-34297233.5474,-165460.4115,-34294060.5194,
1500.000,1963.9577,-1312.5289,-4666.9257,2742.8529,-4071.1427,319273.5051,349644.2975,331371.4190,331148.6335,339865.8440,337672.1908,334899.4026,333515.8114,98993582.1641,98997132.5276,98988462.3973,98984143.6900,334213.5098,98979512.8021,3978.8603,-6088.5469,3350.2030,-6152.7519,-5560.0840,-168859.5857,-146419.9241,-164618.2778,-163782.9824,-163468.2171,-163027.2023,-155833.7281,-158610.9563,256731794.4534,256761750.0518,256736671.4255,256745839.3275,-159243.1428,256740729.7233,-5293.6479,-2528.0116,3815.0200,-1247.5424,668.6749,-161642.1320,-165857.0430,-164530.1160,-162677.2991,-159579.8436,-168739.8784,-173863.2211,-163861.5349,-34310410.8267,-34277179.5077,-34280824.9851,-34302230.8717,-165401.6212,-34298595.8119,
1800.000,3926.8967,-2426.1049,-4284.3096,1323.2226,-4943.0853,322807.9182,352716.7106,334589.0078,334466.9015,343205.0919,340997.9517,338227.5914,336471.5054,93363567.9749,93366951.9188,93359020.5615,93353429.3147,337527.8246,93349573.8722,3483.4900,-4844.0466,4887.7177,-6713.7933,-4714.4468,-162186.5433,-139055.3562,-157471.8249,-156597.3375,-156385.1925,-155899.6710,-148829.1789,-151369.6424,258834423.2211,258864981.0088,258839661.4002,258848621.4480,-152165.2300,258843383.7749,-4488.6029,-3980.4596,2311.8583,298.9071,-1141.5477,-161588.3330,-165816.2177,-164377.0889,-162805.3945,-159445.8735,-168418.9602,-173898.0662,-164101.3857,-34315016.2017,-34281833.6901,-34285404.3423,-34307198.6903,-165342.7412,-34303131.1634,
2100.000,5496.6462,-3323.2989,-3495.7774,-232.5621,-5335.0342,326204.0975,355633.2781,337657.8581,337635.3820,346393.7383,344165.9481,341409.0664,339348.8439,87688928.4902,87692126.0235,87684936.9620,87678053.1775,340692.2838,87675008.0944,2691.7112,-3079.9400,5923.5325,-6599.4349,-3393.4149,-155438.6800,-131626.9474,-150253.0165,-149335.3719,-149231.7307,-148696.7862,-141755.2440,-144131.5227,260813607.7798,260844768.6621,260819231.9898,260827885.9985,-145018.3191,260822597.1132,-3198.6678,-4966.7293,557.5447,1812.1439,-2829.1597,-161534.7192,-165775.2769,-164225.8105,-162938.7027,-159315.1453,-168091.5243,-173927.9882,-164432.4067,-34319616.2617,-34286489.8535,-34289991.7717,-34312131.8631,-165283.7714,-34307666.5740,
2400.000,6515.3250,-3918.7771,-2362.4350,-1782.1359,-5224.1952,329460.4314,358392.6867,340576.5236,340652.8711,349430.3432,347173.8035,344442.3761,342169.4240,81972370.0561,81975361.0836,81968916.9692,81960730.3063,343705.4506,81958521.6657,1667.3031,-990.6719,6362.4718,-5824.9034,-1716.9607,-148618.8295,-124138.0095,-142965.0784,-141999.6266,-142011.0813,-141421.4871,-134614.9175,-136902.0421,262668401.9470,262700166.2029,262674436.2534,262682683.0131,-137805.5819,262677423.4855,-1562.6011,-5372.1429,-1257.3444,3124.0656,-4213.2994,-161481.2885,-165734.2196,-164076.4567,-163077.2604,-159187.6366,-167757.6074,-173953.0279,-164825.2068,-34324210.9775,-34291147.9612,-34294587.1092,-34317025.3405,-165224.7120,-34312202.0435,
