sl_5_5400_20271117 Coordinates.csv
2027/11/17 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:46 2024,
Start: 2027/11/17 07:47:00.00, Stop: 2027/11/17 09:17:00.00,
TIME_UNITS,STARLINK-31331 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-30130 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3655.0323,-1788.7274,-4799.9090,-5073.0878,-6096.2532,-69642.9005,-91174.0729,-73589.6640,-73992.8712,-75154.6808,-75464.5419,-82886.4245,-79286.6936,688225.3801,673456.3729,695402.9170,710474.6964,-79136.7639,703806.2081,-5615.4909,-6676.4472,3535.8044,-1783.5319,1100.3796,-339173.6547,-317751.9160,-326661.4400,-326909.0689,-318357.9714,-320451.7864,-323629.8793,-324549.0058,301941032.9498,301983171.0528,301952575.0588,301950143.8938,-324100.9681,301946550.1254,1386.8102,-466.2253,3524.3293,4332.2767,3107.2181,164586.5590,162274.6597,161513.5076,164159.6494,166359.6227,156600.2506,152841.7486,159167.8758,-135954813.4751,-135976710.0838,-135985695.5265,-135956579.0251,160878.8866,-135966820.9371,
300.000,-4695.8687,-3169.5725,-3030.2031,-6209.2722,-4935.8635,-62438.6347,-84583.0082,-66851.9787,-67282.4581,-68355.1858,-68696.6970,-76018.2295,-72259.6330,-5901998.0620,-5917456.0353,-5894793.5935,-5880030.3411,-72339.7005,-5886354.7512,-4960.8641,-6063.3141,4454.0585,-497.2628,2631.3268,-340554.2551,-319474.6755,-328359.0474,-328503.9902,-319926.5608,-322018.9070,-325220.5911,-325703.8340,301885260.9613,301926674.1387,301896169.0241,301894862.6184,-325698.8375,301890729.9917,-430.7361,1076.8329,4349.8920,2984.7726,4089.1936,164543.5547,162224.6070,161574.6552,163957.2351,166407.7710,156799.6413,152692.0210,159075.6658,-135956125.3345,-135978157.5372,-135986980.5999,-135957945.7070,160841.6678,-135968073.4350,
600.000,-5257.5433,-4252.0899,-969.3958,-6735.0864,-3312.8889,-55207.8819,-77957.8983,-60085.5455,-60545.3782,-61525.2668,-61901.7808,-69117.6820,-65226.2886,-12489452.0216,-12505580.3701,-12482193.2384,-12467795.5970,-65510.4053,-12473743.7725,-3792.9321,-4857.2598,4981.7500,806.0484,3943.4182,-341780.7191,-321062.0030,-329913.0650,-329957.3240,-321353.3974,-323448.9178,-326665.7804,-326706.3601,301685668.7672,301726343.4185,301695945.1724,301695742.3937,-327154.2351,301691092.5847,-2200.3797,2504.2059,4708.9329,1314.4104,4633.3646,164500.1663,162174.2075,161634.2927,163749.8569,166452.3833,157005.2087,152547.1880,159123.3318,-135957442.3135,-135979604.3687,-135988257.9628,-135959331.4431,160804.3345,-135969325.6499,
900.000,-5298.8811,-4944.2377,1181.1424,-6592.2388,-1387.7045,-47953.9659,-71301.5392,-53293.3080,-53785.0397,-54667.8205,-55082.8994,-62187.9610,-58205.5174,-19070998.2096,-19087778.0843,-19063657.8027,-19049681.6736,-58651.8631,-19055222.6955,-2219.4832,-3171.8301,5071.0712,2014.3823,4913.9707,-342852.5692,-322513.1797,-331322.8541,-331268.3590,-322637.8307,-324741.8435,-327964.7911,-327593.3915,301342350.6694,301382273.7041,301351998.9198,301352875.2690,-328466.5112,301347732.3098,-3725.5200,3662.5518,4563.0038,-498.1613,4681.5739,164456.3959,162123.4696,161692.2355,163537.4473,166493.4892,157217.0029,152407.1990,159305.2746,-135958764.3827,-135981050.5719,-135989527.4843,-135960736.4845,160766.8867,-135970577.5818,
1200.000,-4830.7554,-5189.7487,3211.7713,-5790.1065,652.0496,-40680.2183,-64616.7415,-46478.2178,-47004.9103,-47785.7608,-48243.1788,-55232.2530,-51211.3569,-25643501.1327,-25660913.4419,-25636051.9124,-25622551.8113,-51767.0716,-25627656.1601,-392.0779,-1168.6007,4711.7537,3027.1091,5448.9016,-343769.4003,-323827.5458,-332587.8382,-332436.4236,-323779.2737,-325897.8297,-329117.0384,-328400.4981,300855469.4436,300894628.2852,300864494.1588,300866421.7797,-329635.0789,300860812.0403,-4837.3622,4427.5280,3927.6682,-2256.8985,4228.6327,164412.2454,162072.4010,161748.3021,163319.9454,166531.1167,157435.0601,152272.0058,159604.4724,-135960091.5104,-135982496.1406,-135990789.0328,-135962161.0758,160729.3244,-135971829.2306,
1500.000,-3912.7421,-4972.2668,4925.0698,-4405.2463,2609.8044,-33389.9768,-57906.3293,-39643.2325,-40208.5219,-40882.0170,-41385.7666,-48253.7509,-44252.0559,-32203829.5876,-32221855.0114,-32196244.5290,-32183273.3766,-44859.0402,-32187913.1004,1508.8379,958.6283,3932.2973,3763.0735,5491.8614,-344530.8793,-325004.5008,-333707.5030,-333460.8815,-324777.2037,-326917.1504,-330122.0091,-329158.4040,300225256.2622,300263638.8513,300233663.1794,300236610.8759,-330659.4138,300230563.0408,-5413.3676,4717.1110,2870.9000,-3771.9535,3322.8780,164367.7168,162021.0094,161802.3141,163097.2996,166565.2923,157659.3978,152141.5629,159993.8836,-135961423.6625,-135983941.0683,-135992042.4753,-135963605.4526,160691.6475,-135973080.5964,
1800.000,-2645.2479,-4315.9317,6155.2182,-2573.6077,4299.0515,-26086.5834,-51173.1393,-32791.3154,-33399.4762,-33959.5320,-34513.8338,-41255.6525,-37329.8256,-38748858.1526,-38767477.1584,-38741110.4420,-38728719.3471,-37930.7888,-38732868.2358,3291.7408,3002.7695,2798.0673,4166.5337,5030.3533,-345136.7454,-326043.5031,-334681.3965,-334341.1248,-325631.1617,-327800.2172,-330979.2608,-329889.8599,299452010.5845,299489605.3817,299459806.5580,299463739.8188,-331539.0545,299457284.8564,-5390.2348,4500.2580,1505.9620,-4880.3758,2061.1447,164322.8120,161969.3017,161854.0970,162869.4718,166596.0410,157890.0077,152015.8270,160438.9799,-135962760.8024,-135985385.3487,-135993287.6783,-135965069.8389,160653.8562,-135974331.6791,
2100.000,-1158.3964,-3282.6187,6784.4043,-476.5906,5561.2974,-18773.3832,-44420.0190,-25925.4336,-26581.4512,-27021.2612,-27630.5766,-34241.1596,-30441.3343,-45275468.6772,-45294661.5341,-45267531.7585,-45255769.7942,-30985.3465,-45259403.5605,4773.0224,4763.6629,1406.2036,4210.5551,4098.1091,-345586.8101,-326944.0711,-335509.1285,-335076.5667,-326340.7531,-328547.5894,-331688.4227,-330607.4450,298536100.0148,298572896.0031,298543293.0132,298548174.0455,-332273.6028,298541345.1711,-4770.4456,3800.1590,-20.6572,-5463.4545,578.5389,164277.5330,161917.2850,161903.4804,162636.4429,166623.3864,158126.8477,151894.7575,160901.0502,-135964102.8912,-135986828.9754,-135994524.5077,-135966554.4438,160615.9505,-135975582.4787,
2400.000,401.1114,-1966.1878,6754.4473,1677.2243,6281.2123,-11453.7226,-37649.8259,-19048.5573,-19758.2091,-20070.1708,-20739.2200,-27213.4761,-23578.8341,-51780551.7673,-51800298.5609,-51772399.3890,-51761313.3607,-24025.7501,-51764409.8283,5795.6251,6067.7686,-122.4329,3897.9046,2773.1842,-345880.9573,-327705.7825,-336190.3711,-335666.6307,-326905.6473,-329159.9862,-332249.1947,-331312.5594,297477960.1272,297513946.8141,297484559.2299,297490347.0023,-332862.7239,297483179.6326,-3622.0352,2691.8323,-1545.0776,-5458.9649,-966.0659,164231.8815,161864.9659,161950.2980,162398.2195,166647.3506,158369.8304,151778.3158,161340.7917,-135965449.8876,-135988271.9422,-135995752.8286,-135968059.4574,160577.9304,-135976832.9952,
