sl_20_86400_20271005 Coordinates.csv
2027/10/05 07:47:00.0000 UTC

Generated: Tue Oct  8 17:19:59 2024,
Start: 2027/10/05 07:47:00.00, Stop: 2027/10/06 07:47:00.00,
TIME_UNITS,STARLINK-31053 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-3979 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,546.5532,896.0809,-4204.2163,-1413.0383,6653.2873,-3608.2735,-4990.7027,-1483.5257,1950.1811,-6010.1364,1836.5285,-1269.5124,6302.4642,4123.2601,-3806.5895,96.5261,-5124.4308,-5207.6220,-3472.1343,-3484.9618,209445.2562,202093.7219,206380.5508,205671.8809,210533.4186,208909.1948,201261.1875,202452.6535,48280295.9459,48293236.7342,48282704.6476,48296673.0596,203747.3575,48290081.9679,-4228.6371,2974.8066,1541.0813,-6613.8459,514.2898,-1821.6436,-1684.4767,4492.9962,5413.7847,-3424.9563,6483.4980,6682.4876,816.9159,-4815.4617,5639.6962,-6173.1076,-4095.6846,-2740.9342,2518.0286,5914.1066,278563.7185,283893.9880,280125.7143,280111.1074,287247.7207,285816.5509,288528.5480,285354.8617,291607551.1187,291638010.3643,291590699.7646,291598081.9212,285650.6559,291591938.9379,5367.9388,6184.4837,-5280.6207,-1360.8298,1311.5112,5384.7373,-4603.0596,5036.8289,3863.1276,437.9206,-1019.8222,1354.3477,2752.4500,-2810.1049,-1237.3510,3118.8719,2263.9547,3515.3334,5375.9186,-695.2558,-177632.6434,-177022.2985,-176972.5327,-174074.3230,-172050.5225,-181897.3399,-185477.0918,-176237.7577,-101780711.2262,-101804536.3615,-101805937.8695,-101783976.2448,-177492.5242,-101789535.8597,
3600.000,3138.3467,1272.8159,4103.8035,2881.2883,-5845.4060,5291.8870,5163.8562,-900.6042,-4577.9885,2744.0881,-4012.5252,-1527.5943,-4499.8333,-420.6051,1019.2152,3128.0685,5052.2252,4806.6598,1933.6255,1461.8073,132127.7043,120875.3009,127241.8147,126867.6515,132955.2452,130612.8242,124334.9402,127289.8513,-28894844.7958,-28892493.0587,-28890867.2981,-28883954.0947,126025.7405,-28884127.2694,5494.9429,-6443.7757,-5020.6307,3953.7064,2163.2814,-2693.9803,-2102.5554,-6610.3000,-2357.2593,3647.8455,-4664.9454,-5316.9800,2435.9679,5088.6164,-4902.4821,3988.2573,3890.9372,-1600.1522,-6010.3424,-5713.4775,325110.7473,328640.2732,321776.3747,323021.7306,329450.0362,328141.9268,330089.6344,328278.4250,294172017.5248,294200254.3499,294147803.1302,294164157.8202,327581.3687,294155835.4837,-2661.4507,-2209.0462,2402.1743,4852.6334,2712.9690,-3198.9605,4218.5652,-1839.7998,-4650.3025,-5222.7605,-2938.1166,-4191.5776,-4677.2825,4679.6722,4759.0182,-4717.5834,2726.1562,-4629.4545,-2753.7261,-3583.8626,-178269.1433,-176345.5234,-176112.2228,-176588.0004,-171427.8234,-178893.8747,-186755.4231,-178718.0644,-101830797.7095,-101854341.1545,-101850035.4543,-101837921.1124,-177709.8103,-101837173.9736,
7200.000,-4698.5017,-3337.0564,-2883.9225,-4506.8350,2116.8259,-4401.3322,-4671.2560,2382.0868,6368.2932,1099.7939,4967.8662,4582.3133,1893.2819,-3562.8477,3032.6480,-5927.2299,-3088.6670,-3464.7753,-311.0179,2046.9078,43251.6397,32622.4861,39861.7571,38964.4346,47153.0368,41615.9743,39463.7217,39085.3720,-104102417.1250,-104109306.6539,-104093114.4954,-104094996.2034,40266.3275,-104090553.2494,-4621.6590,5199.7509,5979.0564,233.5957,-4508.0812,4788.3203,4957.5953,5983.4814,-807.6487,47.9840,365.0448,2616.2881,-5518.5009,-4642.7643,3214.2033,-1158.9951,-1022.0189,5368.8061,6659.1417,3590.2491,350516.8806,351161.1733,343092.5341,347112.1775,350948.9659,348568.5517,351372.8620,347619.2399,276659090.0856,276682638.4021,276629756.6814,276643581.0761,348794.8353,276642833.5754,-1916.7259,-3144.4081,1942.8645,-5222.5191,-4638.1304,-1782.3517,-1586.0295,-2530.5525,2619.1659,6834.9974,4641.2597,4495.8425,3730.1684,-3719.7108,-5325.3722,3371.9407,-6137.0113,2484.4586,-1725.0212,5512.5230,-178715.0764,-176323.7947,-175664.7287,-179385.2401,-171252.0510,-175715.2547,-187352.5468,-177155.7935,-101881276.4940,-101904040.9496,-101892583.4364,-101890560.5132,-177911.7627,-101884791.4482,
10800.000,4398.1428,2042.6892,-101.1283,5469.0260,2204.1159,326.7079,2994.9387,-3553.7967,-6132.2844,-2024.2388,-4750.6359,-6608.0236,541.3748,6043.7263,-6221.4223,6794.6668,1409.1124,1242.6071,-1957.3397,-5561.0131,-50795.1809,-58126.4356,-50184.0841,-50024.1433,-41394.8649,-51267.0977,-48178.6688,-47273.7005,-172208990.8682,-172223274.1844,-172192540.8597,-172195683.6488,-48108.4318,-172196038.8144,1114.4279,-857.9794,-4672.0072,-3585.4372,5724.2879,-4272.8794,-6028.6370,-2659.0805,3085.8340,-4988.3667,3987.3477,120.2107,6888.6206,3360.2397,-1626.4502,-1313.2767,-3386.7863,-6600.5502,-4263.6271,-1243.7552,347351.9343,350203.2060,342625.2547,351176.8685,350315.1420,345855.5626,351017.9689,349417.6366,240263107.9352,240280051.9868,240233036.6057,240239488.5257,347931.5736,240247314.1582,5139.8306,6555.1713,-5107.9607,2183.1040,2931.2016,5193.7051,-1904.3895,5297.0133,977.5064,-4371.7075,-2829.3506,-2112.9937,-518.8774,483.4096,2531.2597,52.6198,5882.5304,1385.9201,5030.0760,-3894.7596,-177811.0423,-176490.7998,-175804.1060,-178409.2731,-171509.9284,-177990.9243,-187297.8650,-178537.0867,-101931962.2511,-101953623.5612,-101933980.1863,-101936464.3063,-178098.3869,-101932388.2594,
14400.000,-3466.9256,2420.3334,3946.0266,-4411.4767,-4851.5976,4590.8570,-18.6964,4756.7125,3500.1430,-4.1510,2875.0353,6348.5930,-2660.5475,-6160.7392,6668.3129,-4999.4183,-1021.1191,1913.7726,4685.2539,6870.0564,-134308.2608,-145640.3745,-137100.7715,-135028.1521,-127066.2627,-137458.4644,-133197.2807,-133935.3393,-228565576.3623,-228585089.9350,-228543213.9938,-228544136.8739,-133505.8071,-228551852.2362,3455.8100,-2416.2972,2542.4693,4800.0761,-4648.5526,2706.1476,5458.3149,-1543.6799,-4459.4525,6892.8008,-6072.5560,-2329.2905,-5639.3137,-931.5733,112.2194,3309.5927,6510.6535,4992.0725,606.2432,-554.9450,319400.0585,326032.0300,320356.0749,330428.4702,327518.9549,322156.0351,328915.6887,323258.7498,187467394.6163,187476428.7738,187441495.3987,187444679.0750,325027.6841,187452502.0007,-4814.0937,-6029.6261,5071.8352,2245.6113,1045.0015,-4135.7634,4367.4519,-4785.7070,-4000.4453,-756.5338,-1155.2405,-1557.8141,-3028.3995,3029.4345,1821.0050,-3463.1864,-2178.2783,-4302.0496,-5013.8642,-273.5445,-176683.9724,-176737.7015,-176543.0239,-176084.4044,-172212.9202,-181789.8648,-186585.1489,-178096.7150,-101982654.9099,-102003076.0068,-101975101.2174,-101978803.4083,-178269.6901,-101979964.3832,
18000.000,2313.5461,-6344.9686,-6611.3156,913.4038,5246.2597,-6674.1791,-3506.2532,-5151.3323,495.3784,1753.7993,689.7918,-3668.7106,4517.6383,4447.7562,-4261.2838,1327.9417,845.3281,-5100.7835,-6290.7017,-4993.3809,-207044.2056,-224251.3205,-215293.3320,-211974.4022,-204450.7488,-214013.6027,-210274.7297,-210582.8302,-269325004.0150,-269347434.6541,-269300650.7010,-269300077.8006,-210516.2655,-269310999.1805,-6360.1149,2102.8215,-748.9890,-4392.4423,975.5018,-797.4546,-4044.9843,4435.8173,5163.5974,-3976.3171,5281.6209,4040.0406,2315.2807,-2464.1489,2024.3780,-4889.9839,-6272.7140,-1848.4072,2256.5225,2153.1193,274090.2004,280290.5151,277716.0558,287862.0351,283907.4233,278557.8758,286226.5063,283266.3566,121874802.7139,121875245.0602,121856265.2738,121858931.5885,281513.9324,121861036.2129,1126.1307,1822.0621,-1906.5842,-5244.8066,-4223.9267,-527.0371,-4502.1480,1271.0771,4595.3902,5391.5912,4241.0793,4274.5143,4707.2348,-4715.9436,-5061.7144,4705.1280,-2859.4645,4187.3425,1644.0383,4235.0542,-176075.5689,-177023.4765,-177729.3709,-174325.7937,-173400.3750,-184611.4703,-185171.5152,-178240.0121,-102033152.6131,-102052384.2601,-102016999.0199,-102021392.9362,-178425.6801,-102027519.7957,
21600.000,-369.6965,5992.1925,6410.0415,3477.4637,-4030.3344,4475.1874,6192.9151,3576.1911,-4039.2918,-364.9143,-4665.7383,-202.6146,-5791.6530,-2031.1472,680.2507,2434.5227,701.0023,6656.7762,5170.0232,1080.2000,-266366.5324,-288835.3059,-279769.9859,-275881.7402,-268724.5028,-277122.9292,-274444.1634,-273715.5329,-291704575.2662,-291727606.1131,-291683011.0786,-291682269.6027,-274255.7541,-291690827.7395,5989.1901,335.3276,-825.9829,3485.6280,3632.6651,-1779.8176,2370.5414,-5095.2990,-5088.5625,-1228.1624,-2789.0543,-5333.0704,1443.1333,5608.5021,-4601.5671,5724.1172,3092.1505,-1194.5619,-3581.1223,-4058.7887,213553.9282,215963.6941,217471.2796,226905.9681,222074.9073,217628.3956,225287.8526,218438.8792,47961817.4469,47953595.3266,47950777.0827,47953468.8937,220126.6971,47949129.7830,3322.2370,3452.7586,-2475.6451,4820.0218,4092.5809,4707.0995,2222.9637,3010.6326,-2431.6143,-6816.6441,-4115.9333,-4436.7017,-3524.4688,3523.8754,5105.3756,-3039.5365,6162.6060,-1153.2032,2794.8710,-5477.8741,-175704.6992,-177328.0733,-179087.0233,-173124.1103,-175148.9672,-186551.2455,-182970.4391,-178995.6370,-102083264.7876,-102101532.9629,-102060393.4407,-102065568.3810,-178566.3664,-102075054.4730,
25200.000,-2711.9823,-1405.5613,-3498.0404,-6309.1224,1908.1858,-95.9811,-6865.4598,106.4626,5783.6672,-3466.1548,6762.7246,3536.2537,5566.6257,-282.3593,2123.3128,-4806.5710,-3709.0103,-5293.7508,-1344.5030,2554.3814,-309247.7501,-335167.2979,-326475.0923,-322573.3618,-316119.4769,-323176.2877,-321255.5726,-321557.0533,-294176046.9226,-294197489.4107,-294160969.1282,-294160849.9662,-320675.1575,-294163000.5417,-3116.6218,-1267.9272,2751.3658,-2475.1434,-6481.3700,4700.2727,-480.7512,4278.3202,3631.9498,4361.3189,-60.9588,5650.0163,-4123.1513,-6922.9857,6280.6988,-4952.3012,514.0704,3423.1513,4061.6868,5573.9100,141056.4707,137213.9024,143496.9690,151657.8936,145597.4674,143034.9708,149320.5793,146054.8129,-29226990.0930,-29243370.8706,-29233143.0458,-29231174.9439,144736.3026,-29238905.8411,-5483.4843,-6669.5291,5286.9478,-1293.9572,-786.4101,-4838.1148,1236.8813,-5439.9492,-1216.6320,4118.9317,841.2731,1918.8845,170.6459,-205.0795,-1975.9360,-532.5627,-5848.2088,-2708.1210,-5398.9304,3150.2217,-175472.3661,-177640.0649,-180289.8475,-172409.7272,-177570.8421,-187737.4954,-179874.8952,-177904.6600,-102132824.4851,-102150505.0829,-102105486.8215,-102111854.0720,-178691.7592,-102122568.3912,
28800.000,5693.4499,-3586.2951,-287.5857,6126.5615,1005.2555,-3268.5176,5395.4368,-4251.9840,-5546.0922,5956.6420,-5493.8511,-5208.6137,-3248.9349,2458.6947,-3489.1878,5386.9470,6194.1935,1467.0238,-3112.3187,-4325.4443,-333358.0370,-360200.1569,-352521.1353,-349000.8603,-345130.3683,-349392.2038,-346596.3615,-345659.0326,-276569976.3186,-276587897.7569,-276562934.6941,-276562943.5474,-346817.3440,-276557864.5956,-127.4053,-1075.3918,-4946.3824,679.3723,5946.6391,-5846.2387,-1865.5355,-3129.2284,-593.5910,-3392.4788,2619.7969,-4237.0245,5168.4023,5607.3586,-5458.6414,2171.1596,-2377.3778,-4812.6348,-4279.7237,-5238.3422,60682.6274,49123.3898,60485.2789,66981.0998,58808.2186,59289.9597,61452.7752,59110.5149,-104423294.3426,-104446795.0572,-104428645.9900,-104428768.8421,60103.4769,-104434924.1084,3820.2120,5821.7644,-4835.6863,-3101.1490,-3152.2975,758.2748,-4043.2096,4460.6907,4113.3494,1022.3057,3055.2237,1735.8838,3269.0348,-3256.1140,-2423.4672,3754.7526,2035.9159,4652.6885,4394.6856,1193.1476,-175332.8133,-177952.2223,-181049.1060,-172142.3093,-180275.7470,-188242.6049,-176604.9506,-179784.9794,-102181699.1928,-102199281.4967,-102152137.8848,-102160593.8641,-178801.8700,-102170061.5262,
