sl_100_5400_20270101 Coordinates.csv
2027/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:36 2024,
Start: 2027/01/01 07:47:00.00, Stop: 2027/01/01 09:17:00.00,
TIME_UNITS,STARLINK-6086 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-3278 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5729.7599,-3705.0928,390.4290,-5.6691,-2889.4143,-5061.8689,5220.8854,2713.0291,2587.6200,-4013.2615,3207.6868,-2180.9103,-1317.6325,4321.7984,5864.1824,-1686.1925,3749.0107,-1512.2337,2346.0283,-480.0011,-5666.3117,1623.6231,4960.9013,-588.7874,510.6755,6482.5907,5235.8302,-6184.4313,72.6842,-4668.7486,1504.2586,-3727.7125,-5491.5564,-1769.8219,3725.9210,6362.4202,3366.5446,5833.9826,-5168.7955,-450.3317,1262.3333,-3583.5195,-4921.0230,-3699.1929,6698.1276,5363.6389,1660.6373,4744.5362,-286.5086,2238.1106,5684.5988,-5101.1987,-4147.1579,-1539.3548,-1586.3715,3543.5896,-2072.6465,-5385.4070,-746.0494,3107.6367,5676.6443,-2417.9676,6805.5200,4722.8388,-4923.0621,-919.8245,5876.4127,-3169.6503,6073.3255,-5697.4246,3708.1034,2773.0035,5873.3414,2412.7460,-1959.8870,-5616.5797,-5359.4087,3366.3573,4492.0377,-5106.4538,2163.6203,4353.7553,-4492.3748,2752.3149,-3162.4963,-3030.7344,447.8227,-1275.5030,-2758.2946,3235.7701,5579.8118,5027.2354,2445.1615,4515.7981,-5844.1283,-2865.7839,-3936.0374,-6.2389,-3262.4117,-1161.5278,-371874.2836,-389758.2546,-365067.5540,-364214.1994,-371323.1715,-369378.0649,-372808.3115,-369249.7009,-77210200.3543,-77238400.7166,-77185193.3956,-77200838.2802,-369757.2357,-77193485.8932,3045.3625,-3708.2386,-6370.9047,-5884.5675,3764.7656,1065.4503,-1949.1372,-4726.4745,6288.6444,2960.2447,3328.7966,-4737.9411,4768.8875,23.5740,3432.1874,5781.2048,-3551.2465,6469.3304,3508.0766,4332.3138,-3078.3096,6500.3499,-4641.3090,-6756.3876,-4935.3023,-1338.3370,2987.6947,-2492.1951,-1314.8856,3977.8144,4023.0362,-5575.9615,1183.9102,6029.8929,-3763.1649,-1386.3190,2841.6836,2316.5016,3975.8953,-5300.4951,6097.1407,-4625.8282,3519.1674,5158.3981,-1056.3704,3710.8481,6705.2965,-4720.7118,4562.2973,-5022.4893,-2074.6924,-559.6023,2883.1980,4153.3229,-5081.2395,4507.7778,3979.7200,-430.8453,-5993.2972,-5181.0194,-2515.6964,4275.1421,-187.8070,2005.4447,627.9645,4894.5994,-2964.1478,-4029.4978,2179.6412,-3014.5697,3853.0624,5987.3983,-3332.2013,3658.7450,-6572.6776,1108.4994,1766.8750,-5439.4582,-2555.2343,-3690.8562,3593.1482,-816.5769,2395.0899,4218.3891,-4855.7753,6111.2580,5751.8897,6014.8793,-3899.2382,5078.9230,3028.4881,4159.9265,5568.5593,4242.3531,-3746.8420,-4333.3525,-1844.2863,-5954.1368,2944.5366,-5178.0585,-83331.6252,-81500.9749,-78538.7191,-80702.3102,-75801.7452,-77468.2620,-85058.7271,-81506.5162,-109381318.5338,-109366277.6970,-109382791.2261,-109373864.6812,-82499.0003,-109373083.2926,-2429.9464,-4521.5314,2680.4478,3611.6267,-4831.5246,-4639.8938,-4095.6734,-4251.2764,441.6326,4631.5981,5112.5446,-4576.7464,4830.0187,-5326.9191,-1320.8933,3417.2460,-4622.6245,1860.2920,-5489.3234,-5327.3830,-2427.3010,853.7249,836.8258,-792.1585,4776.3536,-2000.0778,3428.2232,1879.1921,6673.5531,-3019.3310,5408.3355,1238.4637,4009.2768,2924.4162,-4449.0989,-2285.5965,-5249.0674,-2935.3196,2353.7002,4315.4321,-2988.8447,3490.1422,3271.3159,-2698.4034,-1336.7753,-2376.3700,20.2981,1194.5150,-5192.0508,-4198.2171,3301.1210,4482.3222,-4753.7200,-5294.9199,4436.3238,3719.6374,-5198.2951,-4314.0140,-3374.5200,3294.2837,2881.4443,4839.6263,1296.8797,4653.0439,4623.0285,-4624.8673,2111.8684,-4672.9357,-1922.3515,-2461.9953,-4432.4469,2051.3940,-1533.1615,5308.4596,842.2657,-3864.7321,-3961.2785,-2449.6124,-4633.8324,2576.1215,-5515.7459,-5296.3876,-4701.7029,4606.5380,-3848.8892,-1042.4416,3840.5326,-2651.0993,4991.3892,3390.6068,2789.9431,-2098.1864,3261.4429,3102.4137,-248.5126,4402.9955,5278.7419,-3597.6395,-5332.3059,-4445.5590,-104909.8221,-104787.5320,-105030.8771,-100530.5602,-99664.4189,-109974.6917,-112408.0992,-106245.5534,25773619.9854,25748709.5663,25755696.7806,25760354.8008,-104802.5449,25765242.1477,
300.000,6637.8244,-4098.4621,-1310.5374,-1479.7503,-1820.4907,-3326.9222,5268.5556,748.1619,3814.7305,-2480.3312,4940.7145,-4094.0307,694.5077,3621.4125,5908.3865,258.3944,1939.1834,-333.6477,3850.1645,1630.8906,-5735.8330,2676.7719,3815.6559,-2080.4458,-1164.0517,5412.2712,5348.0714,-6105.3761,1765.9384,-2887.2686,3530.6720,-4384.3116,-4039.4646,88.0469,3031.3732,6334.3232,4042.9688,6688.9003,-3920.8413,-1990.7117,2398.1016,-5044.3444,-4510.5594,-2037.8787,6512.2445,4203.6636,2740.6670,3224.0482,1602.0872,314.1531,4180.7056,-5439.1708,-2246.1655,187.2792,-3320.2625,4026.9923,-560.5930,-6150.9079,-2193.3495,1327.5607,5233.1021,-318.4041,6715.9742,5550.9819,-4382.0201,1214.2802,5496.0584,-4811.8414,5710.9851,-5489.5784,5023.2492,3992.9127,5341.4411,4300.6300,-3077.6632,-4205.5676,-3789.8371,2417.5566,3018.7135,-5104.9310,4017.6788,4383.8849,-3421.2113,4300.3648,-4264.4307,-1667.1930,16.0549,273.7143,-3694.5051,4688.9453,5831.7267,5183.1512,3900.7043,5878.7394,-5352.3857,-4221.3270,-5136.0483,-795.2920,-2190.4280,-2526.6013,-369910.0883,-387939.0502,-363149.9136,-362413.0781,-369501.5631,-367577.8701,-370907.7293,-367436.7936,-74797847.6556,-74826029.6203,-74772265.0126,-74787904.4280,-367914.5250,-74781069.1912,1716.4005,-1718.6389,-5639.8674,-4766.6228,5347.6258,1667.3209,-3596.2715,-4527.0367,5298.3091,4498.6846,2394.2554,-3975.4989,4202.5471,-2042.4175,2027.0714,5430.4789,-4717.7966,6893.2248,1939.8501,3808.2519,-1263.8107,5630.2571,-5639.1898,-6456.6122,-5739.7561,-2416.5421,1015.8163,-768.8932,-2718.2995,4716.7742,3546.5337,-4326.3940,2456.5366,5682.6149,-5362.6770,-2682.9427,774.9239,868.3610,3889.8149,-4007.6016,4812.6629,-4165.1729,4927.1267,5149.6037,-2259.1839,3437.3397,6089.8517,-5382.9502,5175.4349,-4625.4101,-3037.3730,1488.8194,3696.0604,5224.1213,-3831.4752,2677.1248,5298.4404,1094.5913,-6314.7602,-4987.3871,-4147.1746,4233.7692,-1702.2045,79.8054,2730.3565,5147.4008,-4182.0247,-2722.8668,675.2932,-1417.4078,3990.4962,5635.6423,-2530.9857,2864.2255,-6112.0276,2375.6546,2877.2330,-6368.4118,-4123.1769,-2028.1575,2568.4301,-2847.9367,4221.2348,2691.7917,-5135.7590,6108.2277,6695.5984,5308.8649,-1994.0356,4752.2555,3706.8513,2616.5998,5455.5455,3208.0886,-3957.5916,-2646.1025,-177.2665,-4601.7891,4685.0344,-3701.5695,-91723.3235,-89672.7930,-86423.0912,-88549.1142,-83580.1932,-85235.9866,-92810.7365,-88933.0135,-111039925.5387,-111025786.2657,-111041161.2293,-111032992.4081,-90297.5422,-111031626.2289,-991.5763,-5308.1757,3791.7776,4768.0315,-3734.4218,-5869.3058,-2669.0520,-5169.4172,1946.2072,4465.1041,4170.1981,-3946.7196,5445.2731,-5455.9096,-2986.0284,4285.8419,-4691.9032,70.4074,-5417.9576,-5496.9060,-3604.0096,2591.0907,-718.3074,765.4232,3627.8204,-3563.6701,4294.2674,3177.5778,5981.5391,-4019.6493,4761.5168,2923.5965,5025.8449,3965.2429,-3142.6350,-528.1384,-5479.1175,-1582.9160,4185.0884,5183.8982,-4335.8801,1913.2046,1647.9444,-4113.0963,475.4626,-4327.2112,-1773.9810,2612.8048,-4300.3603,-5135.3551,4558.9629,3826.7096,-5422.6415,-4507.8734,4723.2328,4827.2247,-4331.8466,-2958.3387,-1776.6099,4548.2479,1515.7244,5431.8226,-238.9251,4144.1119,4399.2322,-4268.3492,341.3744,-4188.6859,-3503.1313,-3934.3400,-2657.1343,275.8900,-3611.0985,4550.8127,-975.0062,-4938.2734,-4990.0172,-704.7656,-4697.3002,4015.8924,-5026.8338,-4509.6531,-4300.5539,4566.8512,-1950.5925,-2747.7374,1800.5980,-4072.4003,5485.2917,1796.5207,617.8759,-3644.8164,1637.4711,1786.6407,1975.7889,4642.6548,4512.6124,-5157.6541,-4581.7535,-5276.5666,-104880.5906,-104922.2371,-105047.4943,-100799.4103,-99674.0462,-109877.2627,-112659.0680,-106038.6313,25772569.1368,25747673.9222,25755292.5585,25759213.2931,-104920.2731,25764384.6905,
600.000,6899.7928,-4146.5426,-2915.2550,-2853.6275,-601.3957,-1266.5131,4815.7832,-1314.1426,4669.8473,-727.3242,6185.7907,-5614.4877,2665.1632,2611.3983,5388.7188,2201.6065,-34.6041,877.5031,5016.6541,3595.2687,-5267.7766,3473.3353,2280.3573,-3367.8587,-2689.6683,3805.7897,4981.7732,-5453.2593,3314.7012,-809.0284,5205.9778,-4616.1230,-2204.5504,1963.1963,2070.6206,5673.3202,4367.9397,6895.9582,-2244.7890,-3377.0743,3343.1604,-5970.1376,-3659.8936,-146.1729,5674.3705,2620.8398,3566.7070,1357.3661,3303.0115,-1669.6475,2261.8913,-5255.3600,-136.4482,1857.5322,-4763.5500,4150.8323,966.1121,-6320.8406,-3405.2204,-615.1835,4273.9952,1825.2229,5974.5490,5872.6112,-3430.8108,3211.2711,4570.5287,-6006.2427,4755.2571,-4764.5987,5809.2338,4811.9401,4200.5924,5762.8528,-3898.7628,-2395.2147,-1855.3415,1228.3020,1286.9698,-4608.6123,5494.2387,4025.5273,-2057.7874,5442.7321,-4915.8830,-110.9420,-442.7164,1833.8525,-4322.3528,5663.6600,5443.5926,4843.8702,4952.7808,6667.8617,-4294.9032,-5183.8744,-5841.1545,-1569.9704,-950.0680,-3694.8219,-367697.6437,-385947.5101,-361070.7853,-360449.4756,-367515.9943,-365614.6803,-368844.1803,-365507.5998,-72349874.4074,-72378018.1528,-72323730.9749,-72339290.5779,-365907.3399,-72333034.3653,230.0766,444.2274,-4379.3723,-3198.8649,6371.7384,2176.9856,-4867.0350,-3931.5852,3760.0285,5604.8921,1266.5631,-2867.2051,3274.3756,-3922.4960,395.2488,4586.0957,-5466.2567,6626.1560,223.7624,2961.2179,696.0963,4152.9115,-6073.0136,-5498.3822,-5993.1713,-3294.8642,-1069.3884,1052.3529,-3746.4768,5018.2670,2770.8394,-2613.1073,3536.9873,4813.0294,-6424.3649,-3705.0539,-1354.8881,-649.0359,3454.3352,-2338.1766,3057.3981,-3290.8262,5826.6810,4663.8493,-3241.6083,2740.7229,4862.0308,-5512.3797,5314.1785,-3820.5118,-3746.9320,3367.5141,4205.6495,5807.7955,-2244.2411,563.3348,6105.1421,2482.1829,-6018.2893,-4333.7969,-5351.5965,3829.1905,-3053.6926,-1829.1577,4556.2671,4911.0479,-4980.1031,-1189.7988,-936.1766,352.7643,3751.8182,4723.6295,-1496.8359,1832.9249,-5037.8624,3458.7140,3754.2460,-6641.3741,-5325.4637,-127.0023,1343.8532,-4580.5380,5652.0588,925.0241,-4913.1369,5511.3039,6908.0675,4046.0968,90.5013,3969.1726,3988.7564,781.9038,4809.8814,1879.5547,-3715.6263,-713.5737,1467.6304,-2801.0242,5974.0898,-1886.5469,-100025.4823,-97804.1350,-94268.7057,-96358.0388,-91319.8423,-92968.3773,-100518.6788,-96418.1364,-112645337.3966,-112632095.6337,-112646306.3272,-112638890.6184,-98055.0164,-112636971.0515,553.2183,-5525.9830,4495.6998,5408.6084,-2209.3614,-6477.4219,-954.6155,-5530.8830,3231.2772,3794.8145,2774.8009,-2895.8246,5474.7303,-4984.2127,-4330.4323,4694.5120,-4259.5694,-1727.1514,-4766.3192,-5067.3939,-4388.3673,4028.3381,-2193.6010,2237.1408,2084.0277,-4743.4534,4701.6011,4134.9858,4615.3931,-4572.1216,3600.7061,4280.0008,5498.3151,4581.6759,-1497.5003,1286.6782,-5104.2662,-60.6990,5568.6262,5478.5557,-5214.5757,120.7930,-155.9517,-5081.6945,2236.2273,-5817.8656,-3376.4526,3734.4925,-2946.0595,-5520.9731,5321.0473,2740.6119,-5513.8314,-3233.0285,4504.9228,5396.6806,-2989.2070,-1283.4101,12.7981,5305.0575,-18.4546,5434.8509,-1749.1542,3191.3219,3673.9639,-3427.9747,-1466.0027,-3257.4756,-4675.4139,-4980.3524,-598.8767,-1529.4576,-5301.9302,3297.0686,-2686.9560,-5478.8807,-5477.3249,1118.3475,-4260.8288,5002.0196,-4000.3551,-3235.2119,-3439.2247,4016.3258,154.5361,-4155.1290,-432.0838,-5011.2635,5387.6507,8.4617,-1620.2718,-4788.5299,-164.0782,279.4281,3989.5266,4359.4167,3244.5676,-6173.0456,-3336.8756,-5542.0907,-104852.3073,-105056.8797,-105063.8066,-101073.2943,-99687.1636,-109773.6407,-112904.7339,-105751.3166,25771514.7374,25746638.9991,25754897.2913,25758102.4118,-105037.9386,25763527.3833,
