sl_100_86400_20270306 Coordinates.csv
2027/03/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:00 2024,
Start: 2027/03/06 07:47:00.00, Stop: 2027/03/07 07:47:00.00,
TIME_UNITS,STARLINK-1008 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-1856 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-4346 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-1856 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-1856 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4314.3064,568.9506,2511.2189,-549.5753,-4425.0123,-6519.5710,-3371.1950,-3219.8622,-5014.5114,-4589.6197,-2835.1502,-672.4879,-1876.8940,4365.7510,-3715.1299,-6271.0738,4919.5552,-5808.1012,-538.0214,-2040.8524,1720.4778,-4557.1531,5558.5745,-1509.8337,-389.6897,-268.3620,4772.9879,3300.2113,1861.7735,4156.5740,-5620.8291,6606.3245,706.8956,3785.5747,-764.8250,5886.7791,-3955.9380,6274.8659,6738.2703,1040.4227,-172.5012,2616.3376,2854.6232,3381.6463,3886.4883,-2812.2825,4644.0127,-4795.9996,-954.3202,-2509.0418,-6041.0360,-5804.4886,-23.3304,-474.2302,897.4860,6472.0286,2953.0035,0.0000,1136.5923,6278.7124,-3491.1405,5141.2047,-6075.8444,3842.3180,6258.8971,4119.7773,-2351.4588,2274.4830,-5635.6857,2944.7178,-1420.7066,6921.2610,-6689.4893,3492.2542,-3425.7011,1116.8188,-1951.5727,-6597.3846,1438.6372,-3003.6126,-4370.9255,3628.2882,-4867.5021,3874.3894,1070.8114,-3854.2977,-5313.9307,-2302.7867,6237.0484,1170.5477,0.0000,-4662.6063,-4510.2625,-6347.0577,6541.1771,-4927.5222,-4871.8955,-3870.8555,2952.7886,-1178.0526,-267813.3484,-292538.2985,-281508.9754,-279574.6085,-287202.3609,-284906.8410,-279661.1255,-282065.4240,66434062.9688,66428455.1866,66428033.7522,66439583.4986,-280524.7266,66446108.4606,5185.0008,-5783.4468,5908.3453,4109.7171,-3518.0184,-364.4745,-5055.2734,-5341.9944,-103.6012,385.0146,-164.8888,5259.8338,-6336.5561,-3806.5184,3484.1244,615.6174,-4803.1246,-2681.3898,4176.4561,3789.7751,5231.4477,4473.5128,-3914.9752,6619.6955,-4336.5300,5795.5929,3678.0772,2638.6579,-4854.1356,-1933.6259,96.9184,-783.1908,5600.4900,5548.0585,-6813.5475,1724.7727,-3680.7516,-1632.4681,-678.1938,-5415.1862,-2920.5861,3210.1941,4375.0601,-4615.3105,-1714.3693,491.7297,-1848.3611,1554.8139,-6545.7357,-4883.7383,-3392.1495,410.1270,6174.6471,-5956.3240,-1726.0628,2344.2954,-6241.7240,0.0000,-4327.3309,-2844.6780,5983.5204,-4625.6253,-1804.7234,5428.4786,-3021.7613,-1576.5332,-6056.9766,3476.7018,-3118.9078,-4667.6587,-6637.1639,-190.8950,-1466.1385,2914.1445,2469.7714,4970.4488,6564.8882,-870.6069,3880.5820,-3046.4559,151.1031,-4132.4643,-2154.1524,-3796.8463,-5278.7845,3913.7102,4004.6551,5023.9934,2517.3476,-2204.3894,0.0000,-2259.9356,-3868.8374,1692.2809,-210.6908,-2729.6890,2182.1086,-5386.6471,-5091.0902,-1717.4997,278661.0723,261565.2508,275156.5487,274861.4885,270803.9212,271666.3316,265252.2998,270029.5194,-75004033.0963,-75034719.6381,-75019666.4539,-75022162.8189,269093.7794,-75015068.8649,-1477.0630,-3751.8688,-2613.7053,-5538.8562,3781.9532,-1949.6040,3153.2815,3059.6614,4740.4483,5191.7453,-6345.6559,4205.2535,2078.2899,-3783.3956,-4702.6978,-2651.5893,-680.5642,-2621.5176,-5423.8273,-5454.0215,-4174.5839,-2449.6825,1098.5088,1013.6355,-5356.1306,3786.0233,-3019.5379,-5450.7261,-4588.0366,5023.5520,-4010.3210,1512.5149,3874.0152,1633.9355,-701.6902,3225.5252,-4150.7012,-2401.3009,683.6439,4141.3326,6301.4593,5534.3953,4343.4078,3526.5932,-5425.3654,-6333.7804,-4815.7381,4692.7529,1550.2175,4208.5850,-519.5555,3784.1272,-3113.5547,3294.4366,6643.4384,690.4800,-183.9071,0.0000,-5040.9941,-650.0050,-4.1892,119.2832,-2120.7091,-813.9021,-104.0972,-5323.5624,2307.7673,5505.2416,2276.7152,-3955.3912,812.3730,530.7390,402.8320,5228.7756,5453.8832,4656.3399,-935.2660,-1901.6288,5527.0458,-5322.6945,5188.7576,-4185.2564,4402.2560,4121.3906,4348.3813,4191.2161,-1517.0939,4194.1961,-1596.9120,-6488.2959,0.0000,-4438.9665,-3573.4497,1895.6979,-2303.3485,-3999.3585,4299.7037,1766.3703,3487.5150,6604.0971,-93222.4867,-98813.0605,-97092.0874,-92957.3038,-91813.7291,-102034.1689,-104735.4437,-96891.5511,30701197.5161,30682441.0174,30727177.1051,30711790.1652,-97035.8726,30713465.2994,
3600.000,2648.6353,2612.2417,-4671.3142,-3482.8656,5032.6073,6054.5295,4908.9533,3552.4780,2593.5380,6755.6528,5529.0178,-1812.0382,3927.4471,-3727.7186,1064.8148,2976.6192,-2952.7891,4337.6277,-3958.3016,2325.7472,-4101.4645,634.5339,-2595.0977,-385.7006,4456.4508,-2465.7005,-3909.8599,-6173.0632,1369.2415,-3777.8435,6541.4613,-5484.2475,-3889.5133,-4747.9809,2289.7398,-6909.0393,6626.7244,-3143.5755,-5073.2899,885.9201,2918.5740,-5714.9248,-5536.4178,-1670.2999,-1124.5161,-2356.2584,-249.8263,3279.8893,3651.7825,5533.9824,4428.6110,2030.1065,-3191.7728,3387.0562,170.4490,-5719.0875,-707.0532,0.0000,2221.6184,-4420.4602,882.4260,-2972.0932,5890.3369,-4248.5918,-4901.9614,-3852.3754,4486.5232,-5530.9572,6245.4414,1901.4994,2917.8374,-4807.1715,5627.0472,1081.6372,1734.4173,-4820.6534,-401.6791,4452.4922,-5275.9579,5163.5206,2292.3728,638.6971,3734.5939,-2855.3407,2012.0887,3097.8729,1660.2502,-209.4817,-4822.8638,3157.8706,0.0000,6509.9485,6591.2774,5351.4821,-4327.8411,4980.4729,4880.6296,4898.6238,-1479.3379,-2988.7305,-329844.4007,-348755.9618,-338988.8482,-338009.5998,-346296.6190,-343809.1998,-338951.4064,-337741.5294,83652233.0600,83652952.3527,83646136.5494,83665880.8129,-339390.3842,83664036.4231,-5673.8674,3230.7009,-5014.0393,-4670.5801,-1138.8824,-2300.0794,1037.0192,5665.4910,-3598.6526,-1332.3645,-2493.3330,-6525.2045,5480.9131,5813.0905,-6190.2139,-2978.1715,5131.9762,-603.8426,-3746.5294,-6415.9580,-5553.6963,-4238.8311,4264.4927,-5943.5607,2573.9666,-6450.0022,1003.3184,36.0418,6367.6164,5476.4057,-2198.1515,3207.8143,-5617.4985,-4232.4112,5423.2409,554.9541,1281.9704,3170.9407,2423.7942,6842.9580,5373.6437,-527.1026,-453.0730,6364.3148,5196.8357,1390.6300,-888.9984,-5254.6982,3658.0632,3927.9184,1991.2363,-1645.9575,-3918.6806,5907.1948,-3665.8267,497.5595,5467.6459,0.0000,6234.4518,4445.7970,-5967.2000,4854.9274,-604.7904,-1679.5493,270.2905,5148.4432,5031.6304,-739.4922,1394.2800,4902.3339,4991.2347,578.8097,-586.0947,-208.1628,-5933.7308,-4159.1689,-5138.6939,-1507.5685,-2513.7171,-1204.0620,-4642.4490,4125.5759,-2015.4564,6186.5717,6407.7018,-6177.6778,-4955.0885,-6798.0198,236.1999,3474.0480,0.0000,-1145.8822,2128.0299,-3252.7469,2915.3569,-1485.2390,-4813.2347,1869.4411,6610.6973,-1878.7628,203764.6049,181527.7950,196047.0083,194705.6937,191546.5948,192033.2673,186980.2255,189622.2853,-55178885.4322,-55211294.2142,-55202920.3826,-55195594.0789,190019.9181,-55190820.4659,-2910.1962,5518.5303,-1033.5038,3716.4084,-4446.0968,-2123.2914,-4667.1025,1876.1502,-5298.5526,-900.4072,3387.3318,245.8195,1591.8209,-357.4676,2914.1502,5372.1405,-3562.6666,5338.6853,4162.1482,1295.6904,173.9516,5317.9124,-4750.2068,3404.2474,4586.3625,-628.1860,5383.4427,3060.4755,2357.8411,-1453.3326,-89.5420,2476.8110,-516.0555,2703.8830,-3587.5465,207.5390,901.4900,5268.7230,3827.2089,-150.2645,-3317.3668,-3871.6789,-3928.6440,1385.6815,4368.1109,6373.5499,6863.7765,-3032.9860,-4417.8982,-1380.6935,4954.8321,-6440.7266,4705.8765,474.0488,-5884.5425,-3870.3267,4154.5020,0.0000,1239.4900,-2944.0396,3395.9483,3922.5680,-3101.2853,4890.2013,4911.6188,2520.7858,1453.1286,-4072.0428,2387.7804,4286.0920,3640.5546,-4987.5336,3872.0106,-6852.5768,-3083.4796,-2687.6479,4596.7560,5069.9003,-3697.5044,4288.2120,-4403.1773,5494.8626,-5461.0793,208.9643,-1709.8459,-265.9519,4374.6838,-1409.7047,4936.9243,5115.2264,0.0000,1668.4307,246.7525,2734.1491,4557.3688,4536.8894,-228.7329,-4439.1076,977.8196,-5970.1620,-91739.1906,-97438.3360,-94486.8545,-93729.1060,-89363.7634,-97547.7849,-104517.6788,-96168.1540,30713592.7639,30693619.1847,30736098.4094,30719468.9373,-95601.3185,30725238.1992,
7200.000,837.1271,-5724.9975,5239.0825,5480.7565,-4294.4272,-2532.6986,-5391.7392,-2689.6340,-417.4393,-5561.5431,-6117.2195,3308.3054,-4885.1180,1357.3410,1261.8807,1073.7932,-936.6500,-2315.7918,6279.6094,-1873.4989,4558.0802,3998.3115,-1917.4639,3111.1213,-6767.8154,4150.4012,2326.4357,6523.7151,-3553.5203,1684.6116,-4456.4771,1589.6568,5183.7107,4324.2646,-3831.0780,5319.2133,-5913.8238,-932.9049,659.1802,-2381.3903,-3356.6321,6785.0847,6122.9744,-1611.7448,-926.0827,6397.9741,-4925.1466,-1178.9839,-5593.6024,-6285.4841,-1813.0066,1847.9989,5966.0286,-4790.0178,-3207.7167,3376.3214,-2831.4614,0.0000,-3724.8113,657.8127,2698.8899,-1081.8714,-1755.3007,3385.6127,-104.9760,2593.7463,-5124.4470,6795.1251,-3907.0625,-5528.7324,-4066.9609,698.4051,-2262.1255,-3111.2889,-176.5573,6424.0118,3703.0053,-1236.4394,6801.8895,-5608.1103,-296.6393,-4583.0690,-2546.4311,176.6144,-3980.7476,-1009.9798,2974.3015,2327.6614,2368.9684,-5139.3626,0.0000,-5333.8696,-6128.9039,-1336.8772,1176.4910,-4220.6265,-2463.1157,-4929.3263,-1081.9406,3526.2557,-371469.9416,-383346.0530,-374645.7651,-374531.8812,-383455.7135,-378624.9595,-376842.4999,-378140.7797,95131692.1406,95138484.1082,95129388.8197,95148401.6813,-376498.9647,95143791.2089,4197.5328,-538.6413,2066.9106,4197.8649,5011.5172,4378.4952,3123.4808,-2835.7336,6435.2134,1318.0878,2921.3200,3812.9009,-2372.8041,-5277.2855,6781.0516,5306.4147,-4036.7188,4501.7127,2769.7295,5636.2077,3400.2828,3462.5355,-4024.4983,2711.4429,-1026.0666,4720.5140,-5526.8375,-1796.0305,-5805.1884,-5738.3363,3293.4459,-4763.1841,3113.3711,607.1964,-1575.7573,-2708.2350,1488.0568,-4850.8251,-4083.0645,-5128.6137,-5879.8964,-1338.9244,-2928.1569,-4095.1364,-6811.4776,-60.1676,579.7061,6764.0072,685.9313,-1754.0549,1622.0993,4070.9318,1031.8408,-2904.8887,5945.2301,-3880.2337,-3072.0650,0.0000,-4279.0298,-5034.4558,4296.0911,-4005.9246,3617.5461,-3685.6329,921.0659,-6128.5506,-1728.2572,-1220.5691,1773.2776,-3741.6910,-658.7385,-2332.2430,3477.5070,-4388.3927,6783.5649,2334.4328,2274.7101,4501.1546,1130.2583,3886.5570,6785.2547,-3954.5707,5644.1812,-5204.4058,-5311.0886,5656.9413,4693.9698,6152.2257,-3917.1680,-4607.3910,0.0000,3538.4188,336.3762,3983.4130,-5489.2808,5013.2356,4982.3490,2556.4599,-4799.8633,5714.2190,115276.5659,90221.5860,104131.4417,100540.0308,99882.0854,99689.4654,96086.3846,98547.4613,-31558001.1142,-31590105.0588,-31589851.6446,-31565998.7621,98622.4790,-31570867.4552,5407.6173,-3845.3939,4025.5180,412.5001,1660.8346,4553.8187,2834.7457,-5751.2728,2465.9154,-3954.2205,1512.2696,-4524.7277,-4311.5518,4249.6854,639.8913,-4173.5044,5517.7869,-4711.3440,-35.3343,3589.5056,3912.4349,-4337.8287,5241.4942,-5490.6236,-872.0817,-2935.1075,-3079.8528,1310.7878,1291.5639,-3258.3624,4106.7730,-4625.3736,-3227.2151,-5364.7008,5498.2488,-3538.2139,3021.4637,-4840.9837,-5410.8837,-3961.1489,-1608.4640,-217.5784,424.5064,-5091.1273,-439.5995,-2700.1681,-4854.2740,-631.6176,3789.1196,-2321.4613,-6508.7507,5310.1295,-3341.2491,-3910.0700,1552.6667,4617.3871,-5505.6854,0.0000,3622.0095,4696.2056,-4722.7034,-5538.9304,5326.1225,-4458.5373,-6889.0932,1855.7653,-4287.4129,10.2330,-5323.8601,-1188.3809,-5459.8725,6496.7153,-5468.0782,4373.4302,-1281.2698,-1013.1391,-5378.6757,-5113.2935,-485.0432,-79.3868,122.8170,-3334.7667,3063.8073,-4407.2642,-1997.1360,-3850.7486,-3963.0969,-2235.0237,-5182.6165,-787.3284,0.0000,2343.6442,3207.9044,-5400.9559,-4078.4474,-2182.5092,-4026.4655,4029.8361,-4763.3592,1726.7807,-90296.7242,-95998.6679,-92172.5227,-95154.6822,-87380.8070,-92462.0806,-103612.9307,-93433.1917,30726744.9915,30705090.6355,30744593.8088,30733369.8043,-94158.9918,30737013.8952,
