sl_100_5400_20270618 Coordinates.csv
2027/06/18 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/06/18 07:47:00.00, Stop: 2027/06/18 09:17:00.00,
TIME_UNITS,STARLINK-5117 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-1856 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-32231 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-1856 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-32231 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-1856 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-32231 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3570.5085,5008.9227,-5948.1690,-384.2186,-2810.9811,834.4127,-4422.3322,4123.1095,3947.9453,1341.2720,907.9681,-4020.3248,-4261.2235,1239.6583,-6172.3999,-769.1714,-4432.0126,4567.6472,2484.1168,-4303.4862,3936.4962,-6418.8345,-2138.8736,1345.8649,-3768.2027,-1297.4583,1955.4564,0.0000,-5145.2039,2507.1513,3959.3177,-2360.7728,-1866.8103,-4391.3746,-1226.2391,-6215.1626,-4933.0124,-838.4395,6451.2847,-4673.6495,-3781.1022,1428.5974,-3397.9476,3976.1558,6041.3158,-83.3170,-336.3317,-2114.4597,2640.7166,-2600.4434,3154.1706,-5186.0050,-5347.6418,-5429.2968,-4553.4588,5508.4263,3354.8309,5291.5224,5145.7107,-632.9472,-4447.0202,3981.9053,6766.0663,-3457.7698,-1590.5042,-937.3124,-6707.5314,-187.0185,-5572.7297,-3524.8351,-4163.0534,-2779.3822,5318.7762,5657.4173,2379.0085,-6052.7679,-4154.2697,-4760.0911,6859.0741,4884.1522,-4859.6079,-1508.0267,-4750.3134,-1697.4053,94.2636,6699.4515,-5440.2913,-4782.2132,3904.7743,4208.5209,-1107.5642,-3807.1308,2321.7521,-4411.8740,4128.5587,6122.7392,-1724.1308,-2161.5584,-1983.9347,-4247.1737,192135.7347,213342.5822,200829.2855,200900.9743,206392.1698,205274.6495,210282.9351,206995.4504,176530720.6374,176583165.5715,176555367.7674,176538871.6955,206758.3936,176538391.9783,4946.7281,-1636.5598,198.0711,-6753.8814,-3099.8136,-6881.7950,-2562.8553,1226.7613,-5188.2626,5812.7626,-4031.7098,-3349.9722,4921.2487,-6363.1670,-1988.3205,5584.8193,-764.0931,2526.3696,5563.2969,5105.6939,-5032.6232,228.9247,3687.9694,-4988.3153,-1999.3803,6763.6565,-6647.8206,0.0000,-2614.9078,-4784.2321,-2102.7396,6293.8894,-3841.9534,3999.3295,6607.2819,2248.7712,4044.6718,5467.0570,-2480.0016,4395.4429,-3432.2448,6503.3641,4245.6096,2483.1271,-620.3657,-5149.4222,6911.3371,1889.5016,6196.5881,-4398.9411,-4987.4987,-1626.3456,-3852.4872,3917.2587,4080.9201,-3792.0231,-5301.6547,-592.6806,4583.2212,-5404.9995,-2550.8935,4898.5455,-1426.1774,-2915.9503,-148.2975,437.0549,1106.9563,-4458.4086,4062.8000,-2783.6070,-3016.6765,3005.1248,-2908.2910,1661.5250,-5138.5205,84.9920,2347.7640,493.1403,-710.6981,-3662.3005,1282.5647,4642.3204,5012.6226,-4849.4324,4140.8815,-411.8655,-119.5953,4256.8916,-3374.9001,4927.1239,5554.7550,-3653.4833,-4410.3982,-2658.6455,3237.3174,-2685.5787,3670.2549,5741.9518,148.7200,4108.2260,-280922.3257,-299915.8194,-291899.8848,-290556.9816,-297230.0302,-295219.1342,-288716.1002,-288600.6194,128836948.6818,128804470.6116,128809233.7599,128811305.7271,-290311.1753,128820281.1432,3218.4324,-4465.2064,-3562.5351,-1491.3411,5463.9118,374.3089,-4692.9947,5290.0688,-2400.5087,3357.4857,5523.0985,-4559.7993,2277.1117,2366.8080,-2282.6110,-3992.0266,-5250.0820,4555.3495,-3218.1542,1727.5769,-2653.0433,2399.3502,5437.6394,4612.5764,5319.8519,749.2583,-322.6273,0.0000,3771.5841,4265.2765,5253.4797,-1160.9862,5273.8099,3551.9501,1637.8502,-1577.5986,-2648.6522,-3984.5537,325.6693,2548.9287,4502.9539,1868.3257,-3768.8354,-5092.8471,-2785.8478,-4642.7106,414.4553,-6349.3146,-216.3947,-4680.5037,-3447.2826,4142.5570,-2046.0339,1828.4918,3244.0018,-1217.0754,2881.1547,4114.4711,-611.5065,-4271.9796,-4665.6024,-2576.8086,-49.9761,-5279.1801,6741.7000,-6866.2939,-1269.1375,5019.6647,705.3756,-5268.0799,-4675.4469,5445.0479,3354.5027,3636.7173,-4007.2794,3349.4424,4972.6151,-4993.7303,-694.8454,-3290.8522,-4553.9075,-4893.7571,-21.8674,4472.8984,5501.8523,1702.2787,-4319.7220,2588.2570,-4613.8837,2394.0141,3590.1505,4491.5396,-4510.2030,4599.9507,4532.0006,-1818.9349,-5406.5920,3162.5920,-6639.5178,-2979.0497,-178447.9820,-184244.1292,-182041.1474,-178506.4326,-176928.9601,-186980.0260,-190110.3375,-182855.6095,25127280.5853,25116845.9416,25103914.5150,25127584.8626,-182266.4408,25118295.9175,
300.000,-1803.8868,5120.1967,-6211.5597,64.0700,-4440.5603,-698.6165,-5135.8758,5037.5164,2762.6390,2827.1155,-1223.1513,-4891.3621,-2689.4318,35.6440,-5715.6090,1227.3932,-3921.3396,5058.0330,3339.9887,-2839.3568,3119.2075,-6654.3267,-32.1425,-809.1424,-5004.0838,205.2402,409.0366,0.0000,-4811.8694,883.4813,3446.5435,-971.4852,-3856.6847,-3439.3666,-32.5607,-5853.0033,-3339.0892,890.6841,5669.7677,-3074.3111,-4770.3384,2673.8682,-1432.5942,4153.5859,6279.2517,-2170.1797,1165.1738,14.8377,3639.4948,-4394.9614,1161.2851,-5016.9401,-6234.1033,-4577.5064,-2740.0801,4578.3733,2443.4287,5742.2888,5802.9843,-2096.7666,-5486.1934,5379.7714,6171.5949,-5069.4485,407.4383,-798.7906,-5855.0082,-2144.2799,-4291.3077,-4104.4358,-5562.3787,-1141.0896,4762.0681,6591.7364,309.5835,-5147.0000,-2344.8172,-5161.8758,6521.9298,3138.9897,-3852.6983,543.9503,-3641.3757,-3690.7370,2236.0060,6643.3351,-4744.6478,-4157.9283,2588.8424,5364.3517,229.4650,-4763.4894,204.4310,-4327.1926,4921.0028,4850.4544,303.9733,-1046.5440,-45.0819,-3588.5441,197920.7695,219438.1322,206871.1345,207030.8920,212471.6448,211378.5313,216285.8373,212934.4026,173677767.1267,173730548.0297,173702500.4270,173686495.1521,212824.2739,173685413.9029,4902.5228,-3384.3840,1974.7529,-6883.4920,-1734.6362,-6646.2805,-532.3756,-628.4518,-4776.1282,5985.0162,-4365.2267,-1388.3454,5097.5476,-6875.7563,-473.9250,5017.9556,1332.3916,432.2877,4014.5704,5326.0536,-6102.0409,1529.0534,4242.7905,-5030.0267,-324.4458,6880.2680,-6681.0815,0.0000,-760.9699,-5922.6216,-4047.3739,6120.7450,-3247.9090,5525.7657,6917.0189,3440.1761,4468.0764,4561.4839,-3778.2966,4707.7659,-1495.7690,6379.6070,4306.6568,358.8950,-2011.5126,-5146.9201,6741.3524,2447.6742,5436.6374,-3297.2894,-5194.4099,488.9226,-2943.9557,5208.9112,4789.1428,-5010.6258,-6347.9148,-2239.4188,3564.8966,-4076.0054,-728.7399,4025.0350,-2523.3417,-2905.9003,-1252.8886,-1828.2355,2211.1160,-4888.8230,4988.6966,-704.1456,-2925.1012,4416.1195,-4575.2606,441.0355,-5180.6708,1829.6843,3458.0141,2362.1412,-2179.8777,-4530.7748,3216.8420,4194.4095,5582.6968,-4278.1029,4073.5952,-1950.9075,1877.7019,5447.5612,-4985.6422,4307.4608,6389.7909,-1734.7790,-4970.8441,-611.1999,1241.6057,-3834.4977,4462.9331,6653.3089,-1035.2590,5407.0597,-276867.2670,-295296.3544,-287375.6494,-286106.0952,-292842.4461,-290832.7764,-284340.1849,-284385.5589,132665514.1200,132634065.2899,132638501.1309,132639893.0655,-285898.3189,132648931.6324,4500.8166,-3166.5669,-2369.7149,751.2658,4964.5028,1873.5993,-4635.2621,4553.8278,-4224.3174,1753.7970,5199.6962,-4724.6273,3783.2508,617.8004,-3792.8131,-4586.4647,-5535.6381,4714.3728,-4496.3954,3333.4476,-937.2763,650.5081,5452.9000,4692.0991,4622.7223,-796.8696,-1826.3489,0.0000,4875.7488,3395.3660,4410.6219,-2853.8451,4544.6904,2357.2998,-162.0749,239.5692,-4075.3920,-4987.3448,-1214.3944,4001.5419,4621.4017,80.7409,-4814.8074,-5526.1374,-1071.9142,-4107.4203,-1126.7441,-6509.4058,1606.4250,-4222.1128,-4287.0612,4613.0856,-268.6800,325.6005,4177.4146,336.5496,1194.9672,2706.3319,1202.6075,-5183.0690,-4173.1411,-1153.0557,-1839.7937,-3765.7729,6802.2878,-6650.5183,-2945.6672,4078.3805,2175.4969,-5530.7404,-2964.2032,5060.8676,2101.7056,2092.2566,-4602.9401,4243.3173,5479.4506,-3950.9535,851.1041,-4209.5963,-4561.5230,-5467.2899,-1814.1981,3807.9576,5083.2632,188.1174,-4715.1406,868.1771,-4044.9113,648.5955,2030.1713,4723.8243,-4520.2884,5345.2796,4722.9273,-3129.0795,-5066.5154,1520.9595,-6852.8218,-1287.9079,-178462.6581,-184254.7284,-181952.1099,-178677.7667,-176845.0925,-186765.9214,-190244.9316,-183299.9355,25125074.6870,25114260.5200,25101315.3443,25124960.1580,-182278.7638,25115913.4376,
600.000,168.9306,4749.9366,-5888.5494,494.6890,-5651.6059,-2181.8814,-5395.6604,5469.7605,1258.3674,4006.6720,-3216.3905,-5333.8317,-824.6256,-1164.8488,-4704.9812,3127.1051,-3081.0671,5103.2406,3911.7437,-1067.2769,2001.2818,-6212.1578,2061.6572,-2885.9425,-5755.8218,1695.6034,-1193.3575,0.0000,-4042.8419,-798.6766,2640.3431,547.2171,-5443.2333,-2175.0660,1166.1219,-4873.5165,-1396.6477,2569.7005,4331.0284,-1148.4348,-5313.2254,3652.1499,713.6174,3982.8178,5827.8729,-4036.8839,2564.5434,2121.7349,4262.8739,-5776.6794,-961.7815,-4384.0323,-6493.9090,-3286.1407,-656.0430,3173.4008,1300.9459,5592.9662,5891.0789,-3403.4131,-6023.4347,6222.8829,4959.2401,-6152.9968,2405.7526,-481.4955,-4420.3469,-3843.4604,-2583.5862,-4339.6939,-6384.3298,572.0261,3761.5285,6878.2015,-1800.7927,-3764.4878,-324.6634,-5087.8874,5549.7491,1090.3757,-2487.3419,2565.2710,-2154.0505,-5305.1612,4146.6525,5941.6870,-3632.9155,-3126.6408,1057.1432,5980.3570,1518.1810,-5301.1704,-1922.7058,-3869.6490,5281.2120,3104.9355,2271.8518,155.8099,1946.0555,-2535.0023,203621.5473,225431.8582,212822.4481,213070.2289,218458.1205,217390.6302,222195.7310,218782.5163,170741796.7039,170794888.5676,170766589.4991,170751098.6789,218796.0303,170749415.4300,4411.6097,-4774.1539,3543.0018,-6259.0744,-243.7280,-5772.4003,1533.1119,-2384.1734,-3919.4826,5555.2422,-4319.4516,691.2727,4798.7683,-6700.2408,1124.2002,3998.3847,3316.1146,-1696.0198,2063.4555,5042.1966,-6560.2217,2665.7511,4435.4301,-4629.3265,1343.1121,6329.3707,-6074.4612,0.0000,1199.2003,-6490.8660,-5586.7385,5329.1247,-2365.2684,6510.6724,6538.8528,4272.0529,4489.5606,3222.1232,-4719.0441,4590.6677,574.6258,5621.3966,3934.4645,-1803.3965,-3168.6243,-4684.7774,5917.9834,2842.0432,4082.3234,-1914.7027,-4916.1911,2567.5963,-1742.8033,5995.5288,5071.7237,-5714.4982,-6756.1227,-3619.6986,2180.9424,-2373.0384,1136.2697,2750.3812,-3389.8836,-2648.7761,-2137.3746,-3891.0680,3128.8224,-4829.3882,5449.1599,1432.3905,-2573.4361,5407.3952,-5789.3189,-799.6919,-4765.7315,3428.9747,4279.0100,3971.3700,-3445.4411,-5002.0073,4838.7472,3387.3142,5609.5088,-3307.4064,3654.6165,-3298.4316,3716.6624,6088.7189,-6127.1044,3263.8564,6532.8458,335.5011,-5046.7240,1513.6759,-860.5682,-4641.5558,4832.6434,6899.1772,-2023.7224,6083.1594,-272693.9715,-290550.9508,-282723.5908,-281525.4519,-288326.4159,-286313.5211,-279840.5663,-280157.1163,136430913.9200,136400501.4642,136404603.2640,136405351.6562,-281358.7724,136414414.8945,5294.6132,-1525.3373,-923.5312,2913.0846,3923.6036,3172.9381,-4083.6784,3306.8247,-5599.8873,-44.7272,4313.1132,-4386.5817,4878.1656,-1198.2447,-4887.5015,-4685.7801,-5225.7432,4368.8480,-5285.6800,4576.9305,879.5396,-1170.3048,4880.4892,4269.0679,3407.2628,-2257.5360,-3134.9931,0.0000,5450.2242,2154.5858,3091.4085,-4226.5469,3298.7439,909.1894,-1944.5652,2029.4456,-5061.9376,-5430.5555,-2623.7418,5020.6004,4218.9592,-1715.5772,-5272.0886,-5367.2628,770.0050,-3133.2419,-2547.3205,-5982.5659,3241.8590,-3311.8371,-4648.8551,4569.2143,1537.8405,-1212.0505,4662.0576,1851.8924,-620.6974,982.0338,2886.9618,-5537.7158,-3234.4313,400.5182,-3431.2892,-1853.0242,6137.5483,-5729.8022,-4304.9345,2658.5072,3412.5118,-5200.9697,-938.0003,4107.7851,623.6403,323.5135,-4707.8098,4680.6769,5391.0557,-2482.8517,2305.7289,-4679.0035,-4049.0772,-5452.3873,-3410.2124,2714.3510,4111.3524,-1346.2693,-4610.1485,-945.9158,-3041.6774,-1166.9995,230.4733,4450.8502,-4001.7963,5513.2536,4409.4532,-4104.0473,-4143.0954,-285.5430,-6336.0789,561.4610,-178477.5287,-184264.6752,-181863.5922,-178853.9976,-176764.6122,-186545.4856,-190374.3080,-183670.9320,25122864.4720,25111674.9835,25098719.6986,25122318.7965,-182290.9846,25113530.7835,
