sl_100_5400_20270306 Coordinates.csv
2027/03/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/03/06 07:47:00.00, Stop: 2027/03/06 09:17:00.00,
TIME_UNITS,STARLINK-30403 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-2717 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-5297 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-2717 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-2717 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6115.4257,-5493.7298,140.9442,0.0000,2618.7946,-1469.0736,4484.6268,-3955.9380,-3140.0014,1626.7561,2527.4717,5431.7687,-507.0789,-2298.9729,-376.6948,-4926.4957,-2451.7437,-3023.9456,-552.6392,376.1786,3816.9258,-1760.8872,-72.7335,-1692.3869,-655.1160,4965.6700,-5061.6955,0.0000,455.9106,4898.0859,-2261.5714,116.6426,3374.8505,6417.5500,3978.5524,4901.4554,5321.4613,1489.2595,3785.5316,4871.6676,-2236.7752,4159.5761,-6428.8712,5650.9774,0.0000,-205.5415,404.6119,4148.4717,2848.8124,3110.0800,6387.3043,-3356.0080,732.1660,4574.6616,3173.2608,6286.9945,-5475.8501,3613.6597,-2635.6377,-2537.4093,1671.2760,-4444.8002,5755.9852,5081.2301,2472.6353,-5931.5126,2274.4830,886.3800,3279.3177,-2709.9825,-2374.9833,4485.1345,-5516.2284,0.0000,4213.1960,-5468.2948,-3131.3867,4109.9117,3273.5640,-3328.6104,3298.5612,-995.0850,-2991.0492,-927.5699,5437.8119,1130.3352,6678.0653,5132.0393,-3009.8973,0.0000,-4426.2725,0.0000,6759.4346,-2939.3227,523.9800,5131.1282,291.6608,2951.4831,4240.3679,-2491.0689,-267813.3484,-292538.2985,-281508.9754,-279574.6085,-287202.3609,-284906.8410,-279661.1255,-282065.4240,66434062.9688,66428455.1866,66428033.7522,66439583.4986,-280524.7266,66446108.4606,1110.3500,855.5066,-6896.3103,0.0000,-6399.3541,6443.3659,-3919.5229,-3680.7516,-3628.5246,-4698.8004,5535.9251,2946.4596,4660.9985,4512.3387,4774.6599,-4708.5138,6089.8562,-3050.8688,-5159.3127,6863.2030,5688.0288,6633.6026,-5758.5780,4492.0756,-6599.2826,-4805.9546,1067.6741,0.0000,6891.7921,596.8398,5548.0759,-3059.5091,-4625.9415,-926.5934,3326.5093,-4116.7129,3933.8932,3871.6293,5246.1406,-2490.0728,-5077.2272,5302.1773,1656.8760,3917.8889,0.0000,-6739.3229,6775.5199,-5538.0661,3129.6431,-6152.8339,-1989.6473,3048.3016,-4763.0514,-4980.5548,-3947.2947,1107.2439,751.4632,5404.9822,4335.6260,-6317.6371,-1721.5633,3885.6489,3713.9517,-4623.5843,3339.4476,3267.4317,3476.7018,6662.8689,-3155.0323,-6084.3095,-6487.8227,777.3863,-1895.3687,0.0000,-2895.1592,-2980.2283,3122.5120,3203.1336,5675.5716,4772.4762,5790.7460,6246.8661,3180.8157,6825.0755,889.7614,-6245.5728,531.3700,-2728.1209,-6234.1762,0.0000,-2286.9862,0.0000,1640.6930,5035.3036,-1314.8707,714.9140,5624.0924,5799.8847,4834.6408,6430.8099,278661.0723,261565.2508,275156.5487,274861.4885,270803.9212,271666.3316,265252.2998,270029.5194,-75004033.0963,-75034719.6381,-75019666.4539,-75022162.8189,269093.7794,-75015068.8649,3050.2230,4014.7273,409.2779,0.0000,-609.2581,-1763.6067,-3516.1328,-4150.7012,-4760.2874,-4707.1059,3102.2890,3105.8179,5069.9510,4717.6042,4904.0370,1119.2767,-2039.9737,-5289.8009,-4599.9100,-747.9955,-147.9821,738.7483,3817.0939,-5029.6514,2051.0616,-236.5895,4522.3082,0.0000,125.9392,4717.2546,3480.1293,6238.4681,-3778.5787,2456.5731,-4554.1476,1887.0526,2112.8879,5523.4579,-2455.9236,4223.7851,4098.2468,1558.2575,1621.6501,774.0710,0.0000,-1614.0489,1317.7717,353.8478,5483.5652,-762.0970,1739.9243,-5204.8655,-4965.5753,1378.1065,-4434.9723,-2473.7080,4042.1424,2222.6464,-4724.4022,317.8176,-6517.6982,3565.9250,1089.7966,-107.1198,-5501.3561,1457.4898,5505.2416,814.6213,5186.4546,1127.2347,-21.1115,-5208.2475,3693.8845,0.0000,4666.3466,-3032.4164,5304.7582,-4499.6084,2190.8353,3573.9110,-1324.3043,2426.2723,5339.9731,329.8511,-4182.8654,-2801.2501,-1785.5905,3761.2363,-716.1046,0.0000,4608.1825,0.0000,-153.7469,-3282.2696,-6800.6306,-4491.4124,-3836.1608,2195.2078,2527.6276,25.5675,-93222.4867,-98813.0605,-97092.0874,-92957.3038,-91813.7291,-102034.1689,-104735.4437,-96891.5511,30701197.5161,30682441.0174,30727177.1051,30711790.1652,-97035.8726,30713465.2994,
300.000,5566.6100,-5866.9028,-1060.4513,0.0000,1055.5433,-57.5406,2700.3513,-5483.6169,-3810.9127,191.8553,4199.5327,5171.9028,1281.3339,-313.2522,1385.7473,-5727.0268,-1032.2352,-4713.2667,-2565.0747,1566.5269,4644.4714,-448.8921,-1908.2482,-1192.6807,-1232.8411,3721.1654,-3599.6688,0.0000,1633.9366,4018.0369,-281.1319,-1480.3651,2524.4028,6372.8915,4873.5688,4195.5822,5949.9263,3471.6659,4997.2040,3116.5283,-3679.3016,4967.8010,-6197.4451,5897.0580,0.0000,246.6103,1593.1326,2702.8782,4496.2468,1698.0849,5972.0734,-2406.0858,-968.2021,3195.5089,2262.3661,5586.5232,-5880.6039,4202.3262,-678.6153,-3832.2707,270.6541,-3914.3993,4912.4222,3991.7660,4199.2839,-5406.3830,3870.0317,2331.1771,2307.5022,-3810.0479,-3383.6374,5302.9441,-6520.9012,0.0000,3006.1740,-5524.5905,-2020.7444,4245.6987,3952.4112,-2038.4107,4330.9468,470.9670,-989.7977,299.1051,4558.5228,-442.1140,6852.8263,3501.9653,-3507.2872,0.0000,-4237.6104,0.0000,6605.4786,-1115.4146,2510.7935,5999.4999,2132.5143,4030.9221,5417.9742,-1252.1987,-273666.9525,-297972.8591,-287048.4218,-285202.6969,-292881.5179,-290600.7129,-285331.1655,-287682.5810,68061534.1712,68056446.8033,68055348.1940,68067643.7025,-286176.5433,68073540.1672,-722.5727,2457.9977,-6684.4813,0.0000,-6536.7024,5953.4917,-4284.6100,-2435.4155,-1611.9664,-5862.4416,5086.2039,1227.3300,5422.8786,5307.3168,5512.4460,-3799.2121,6772.8950,-1857.3182,-4399.6002,6647.1010,4754.3769,6427.2478,-6061.2165,5930.4585,-5582.2108,-5678.1991,2500.2499,0.0000,6502.5541,-1307.2875,5404.6003,-4259.1674,-5961.8075,-2539.1350,1366.1692,-5191.7360,3590.1533,3054.8454,4730.6713,-3388.5545,-3554.9169,3826.5970,2878.8364,2611.0322,0.0000,-6898.3594,6026.3518,-6101.3749,1812.6030,-6677.2241,-3477.5133,4804.8294,-5623.6304,-5305.4726,-5499.9110,-363.3445,2356.3310,3941.7381,5212.1017,-5501.8962,-3369.1517,5316.3637,3687.7728,-5263.6179,2085.7905,2482.2767,1997.7980,5929.3520,-4889.7114,-5535.5429,-5747.2431,-1033.8720,-710.1685,0.0000,-4619.1370,-1073.7129,4823.3744,1173.9096,4272.1746,6064.7283,4473.1889,5515.2086,4031.6036,6731.0129,-861.0741,-6774.3827,-1003.1208,-3946.2681,-5842.1016,0.0000,-204.9279,0.0000,967.7949,4803.9626,-2183.7348,-834.0229,4664.2674,4377.2721,4216.8874,6548.3389,273056.2049,255456.8640,269185.2409,268809.8098,264806.4397,265650.7773,259335.2035,263873.9619,-73532203.5413,-73563112.2145,-73548515.5282,-73550567.5685,263105.2037,-73543306.2866,4050.2006,2568.9316,-1400.9114,0.0000,-2088.1779,-3369.2038,-4711.3591,-3227.1341,-5343.9572,-3531.1003,1784.9455,4421.3687,4081.2045,4432.2833,3834.8041,-697.5257,-550.0405,-4556.5714,-4705.9862,1068.3582,1655.3679,2472.3245,2716.8417,-3425.3456,3933.8038,1301.1834,5290.1966,0.0000,-1669.8797,5360.5930,4324.2432,5290.6314,-2266.7737,1023.1990,-4692.2726,73.1167,16.2023,5131.9987,-717.6878,5153.2631,4624.9600,2914.6087,-188.1115,2502.6567,0.0000,625.2296,2987.1586,1856.0502,4948.6591,783.6334,227.4238,-4332.0845,-3913.1223,3040.2615,-3153.2317,-3942.2761,2604.7667,3739.9235,-4520.4976,-1233.0519,-6066.6232,2002.9321,3217.7683,-1894.5668,-5054.4363,3544.1070,5347.9882,2284.4770,4288.5269,-708.6045,-1809.2208,-4319.1576,2160.4208,0.0000,4188.9774,-4039.1104,4512.5660,-5291.5023,3718.0671,2390.9586,-2723.5744,3902.7292,5508.0327,-1475.6905,-5132.6476,-1423.2031,-277.8883,4480.4266,1405.9367,0.0000,5295.4257,0.0000,1950.8072,-4522.8435,-6096.6029,-3211.1226,-4486.9100,3426.5339,796.6441,-1770.4790,-93097.1671,-98700.4854,-96871.3150,-92992.3665,-91590.9229,-101695.4857,-104745.1914,-96302.1572,30702200.2197,30683362.2340,30727941.1674,30712321.0753,-96916.6260,30714446.2671,
600.000,4503.4767,-5660.7362,-2171.9150,0.0000,-627.0716,1394.8657,635.5019,-6456.8815,-4138.0855,-1226.0034,5435.9298,4437.4450,2909.9643,1681.5381,2975.4796,-5960.0092,484.7983,-5931.4837,-4347.2376,2612.7524,5011.7345,934.3767,-3538.3685,-617.1369,-1736.9988,2103.6232,-1803.9928,0.0000,2667.7395,2773.2315,1746.1558,-2877.5977,1442.0623,5716.2784,5333.1236,3024.7672,5972.9087,5123.3143,5706.7114,1061.0375,-4799.2534,5317.0807,-5325.4500,5575.6129,0.0000,662.9815,2656.7181,981.0449,5726.3590,114.4288,4974.1117,-1264.0880,-2539.0464,1475.1089,1144.2218,4333.8470,-5701.8945,4405.4333,1322.2258,-4746.7018,-1092.7704,-3012.4623,3558.1279,2483.2669,5531.6293,-4265.7484,5117.2079,3555.3953,1152.9048,-4509.8322,-4074.1132,5630.5056,-6877.1597,0.0000,1544.6606,-5079.2203,-757.6410,4013.8468,4277.7571,-564.8156,4942.7874,1927.7893,1088.2198,1512.3643,3268.6897,-1958.6978,6363.0969,1544.4272,-3665.9236,0.0000,-3662.3538,0.0000,5788.0778,860.7164,4264.4548,6274.1287,3786.9695,4741.6735,6050.0523,130.9432,-279404.6546,-303278.3151,-292459.4662,-290700.9070,-298431.1815,-296161.8918,-290876.6536,-293050.7983,69656410.7767,69651846.3503,69650095.0931,69663141.5891,-291700.5273,69668380.5673,-2513.7233,3787.2332,-5805.7692,0.0000,-6053.0665,4868.2410,-4276.4340,-972.3085,566.9886,-6442.2139,4135.3436,-644.8440,5677.5061,5623.6412,5718.7725,-2503.9925,6780.9013,-519.9798,-3256.5663,5766.6175,3322.7236,5587.2547,-5789.4441,6767.5401,-3997.9134,-6003.8256,3731.8855,0.0000,5463.2170,-3112.8414,4773.9912,-5076.5851,-6685.7704,-3897.3173,-711.3609,-5689.9301,2881.4138,1990.3349,3750.9192,-4007.7601,-1705.7213,1966.6010,3805.5662,1023.1924,0.0000,-6304.0176,4680.4287,-6083.4668,365.9290,-6557.2883,-4623.4445,6090.5320,-5955.2617,-5126.3614,-6459.3794,-1836.5845,3696.6334,2065.6127,5622.2019,-4119.1934,-4722.3797,6204.8903,3222.0241,-5386.0104,674.2912,1469.0269,366.1394,4577.1229,-6144.9196,-4390.7128,-4426.7353,-2709.5679,521.6269,0.0000,-5909.1193,955.5921,6058.8521,-984.4353,2431.9156,6743.4876,2687.0394,4219.8541,4537.9789,5963.4403,-2567.5753,-6651.3898,-2437.6995,-4822.2827,-4849.6624,0.0000,1916.9926,0.0000,171.7291,4089.5434,-2740.8716,-2266.2918,3260.0330,2515.3969,3186.0506,6016.3820,267327.2901,249236.8070,263091.4646,262635.8477,258688.7543,259512.6888,253299.2042,257546.3717,-72025072.5523,-72056189.1634,-72042070.6239,-72043616.4732,256997.8980,-72036244.2236,4615.2617,839.4317,-3059.7283,0.0000,-3344.5198,-4599.8924,-5400.0363,-1939.9872,-5312.7102,-1963.1996,268.0296,5260.7358,2651.4018,3671.1914,2341.9425,-2438.8401,1000.3198,-3310.9389,-4309.7323,2769.2529,3274.9586,3937.6329,1323.1018,-1457.7117,5397.2633,2698.3642,5478.1023,0.0000,-3285.1202,5404.9252,4705.2251,3782.7231,-504.5781,-519.6360,-4322.5582,-1749.6107,-2082.2397,4186.9440,1097.8660,5527.3684,4649.9908,3956.7036,-1976.8879,3961.6497,0.0000,2797.4606,4334.0979,3158.9770,3884.2279,2245.4558,-1309.6510,-2990.3566,-2439.9315,4372.4522,-1503.5915,-4972.8067,878.4333,4846.2261,-3833.6424,-2645.1186,-4972.2165,222.3640,5001.7981,-3473.8472,-4058.9801,5250.4291,4611.2776,3491.6751,2926.0887,-2462.5940,-3401.7645,-2965.4434,392.9982,0.0000,3261.9655,-4613.0756,3233.0399,-5507.0325,4843.2164,940.4794,-3813.5897,4932.0373,5079.4855,-3120.8061,-5531.2133,107.0016,1259.5758,4718.7090,3378.9968,0.0000,5380.5781,0.0000,3848.4936,-5226.7807,-4746.3749,-1575.7509,-4633.1466,4280.7710,-1020.4669,-3374.1301,-92972.1725,-98587.5791,-96650.5742,-93032.4398,-91371.5943,-101350.5797,-104749.6923,-95759.0440,30703208.4801,30684285.2569,30728701.1069,30712861.2966,-96797.3248,30715427.2543,
