sl_100_5400_20270211 Coordinates.csv
2027/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/02/11 07:47:00.00, Stop: 2027/02/11 09:17:00.00,
TIME_UNITS,STARLINK-31668 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-32231 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-2260 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-30985 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-32231 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-2260 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-32231 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-2260 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4878.5967,-2189.7656,2723.3009,0.0000,-4192.9261,-3.6101,0.0000,3900.8882,2472.9658,-5882.2457,4864.4303,6565.1337,4079.4880,-4248.5622,-1725.0040,290.3125,-1546.4693,473.7093,-1945.8262,-4303.2523,4645.8509,3803.7888,5070.1245,-5801.0395,-4549.4486,-1293.8874,987.2881,6707.1229,6632.0017,-1318.0951,-2493.8327,-5002.7673,5965.5914,-2337.8374,-1244.6522,-6701.8247,-971.9387,-5088.8440,-2290.6952,1858.8961,6401.7428,-4216.8013,2951.0475,5272.2548,0.0000,1886.4760,-4419.2956,-4745.7991,-1937.5131,4137.3088,-218.2856,507.7056,-6434.7273,1840.3556,-5457.2192,2768.5942,5737.9104,-4168.5643,4147.1010,3956.0249,489.7953,4137.1469,-1788.0296,-4309.7558,-59.5006,5937.4567,-1315.2564,3682.5781,837.2739,-1882.8717,4503.8702,-1844.1847,-892.9135,6366.5348,-5265.6043,1212.3507,5981.9935,5394.2250,-1287.5293,-6400.2245,-2180.1178,-356.9415,-4577.1722,5011.9553,1803.4869,-6709.5937,-6104.6561,-5165.9784,-6494.8860,-204.9552,5596.2150,6234.2218,-5021.8109,-2415.3045,-1734.8042,-4658.0690,-4751.1597,5309.4718,3928.3038,-469.2491,170956.5503,161074.3199,160293.7615,162102.8883,153505.7091,155995.9314,158354.1799,158592.1120,17862823.0792,17826679.6312,17874094.3437,17863518.3292,159025.0899,17865823.3889,-1288.3852,-3804.3664,-3598.7874,0.0000,-2031.5165,-5129.2560,0.0000,-5571.3195,6474.5903,2104.4327,1319.6981,2222.8034,-1258.3336,28.9520,6303.6687,6932.0923,-6199.0117,4552.3471,5501.4869,-279.1844,685.1780,-3382.4607,1431.1300,3790.6357,1149.6986,-6656.9445,6425.5006,-1332.1608,-711.1391,4591.4209,-465.9141,4681.9707,3303.6928,-5257.6337,4793.9167,-326.3140,6264.2439,-4094.8848,-5853.6531,-5285.6219,602.6069,-3554.5909,5673.5141,-652.7536,0.0000,-6564.1623,-2452.0487,-4908.3592,-4459.9288,3501.6499,4594.1097,4609.0422,-2189.4737,6541.1543,2119.9568,-6264.8343,2403.3432,4238.4177,-3647.5251,-4357.5507,-5047.1478,21.4127,-4667.0840,-5363.4363,-6177.7850,3108.1318,5193.3225,-3489.8796,-5449.7075,6149.4050,-1753.3509,5760.8146,6420.6205,-2745.6181,2284.9724,6793.1786,-2808.9476,-959.0176,4757.3582,1610.4916,4681.1303,-6447.3012,-4436.0151,-1086.9635,-3834.0728,336.2177,-1482.5203,-4233.1057,1005.8841,-4390.8888,-861.8657,291.5321,-881.0382,-3476.9177,4278.5846,4623.3620,-3814.5717,3648.5402,1425.5997,-6850.1309,359750.2725,349042.2192,354133.1799,353086.8102,352244.2586,352188.4679,344228.3062,349268.9493,-97961919.9732,-97969379.6784,-97948737.9009,-97937059.9935,348124.3881,-97944498.2019,-4587.1379,-5281.5598,-5232.2045,0.0000,-5095.7741,4662.0602,0.0000,94.0531,543.4239,2951.0224,4550.3633,-6.8227,5348.2874,5434.7391,2231.6967,-147.2734,-1926.5793,5114.8785,3693.7249,5388.0336,5056.4681,4700.9463,4298.5002,594.7307,-4936.1872,1379.0832,2052.8765,1096.7696,1891.2878,4969.4903,-6458.0929,-1058.5892,1153.5600,-3857.3745,-4808.4695,1665.1209,-2638.1056,2351.5584,2632.1753,-3939.5353,-2594.5020,4156.8395,-2697.6284,-4456.6012,0.0000,974.6327,-4717.1063,1029.4459,-4908.9445,4117.8907,-5167.0366,5119.4952,-512.5173,548.4318,3665.7797,-1061.7914,-3086.7178,-3506.4773,-3999.3291,-3645.6122,-4535.3592,5524.7172,-4636.6649,837.8405,-3150.1544,1691.7757,4170.3537,-4726.4234,-4206.3538,2519.2873,-4943.4406,-3201.4612,-2430.0826,9.1556,-3888.5151,467.8279,-2091.6526,-4214.6649,-4559.1166,-1063.6516,4575.2661,2500.6508,2714.0693,4625.2643,-5468.2731,342.3696,2672.3235,1451.0568,2102.7835,5202.4694,-4043.4974,-2710.2812,-4705.5119,-5471.5325,5130.2031,-2027.1017,3266.9437,-2226.8348,-5511.4665,793.9659,69965.4168,67915.4209,67660.2618,71926.9044,72971.1047,62717.2799,60112.2409,66418.0276,25163645.4936,25139038.9821,25138666.9750,25163989.7462,67778.4587,25153405.3473,
300.000,4331.8581,-3551.2270,624.2468,0.0000,-5498.9685,-2101.3737,0.0000,2451.9951,2983.8632,-4457.0555,5434.8270,6724.5276,3736.1417,-4462.0215,-243.9646,-167.3011,-2600.8600,2311.4834,-170.7299,-4724.9614,5478.3888,2121.6765,4926.6350,-5321.2365,-3096.2813,-2498.1716,2274.7023,5850.8394,6543.4771,749.2318,-4076.9203,-3558.3032,6003.8950,-3921.8616,286.7083,-6855.5425,275.7285,-6215.4618,-3643.1589,14.8790,5739.7855,-5694.6817,4498.9315,5212.5904,0.0000,696.8017,-5808.8103,-5199.2653,-3817.7920,5628.2064,1656.6440,2317.1404,-6364.9810,3169.8251,-5457.2814,1154.9435,4891.8071,-2357.8287,2247.5579,3266.0534,-1662.6410,4034.2451,-3671.6059,-5385.3747,-1754.8352,6683.7433,806.6156,2033.9313,-1026.0928,-344.3958,2867.6758,89.1942,823.8504,5789.8619,-4828.3805,2313.4349,4630.2214,5745.8627,215.2688,-5466.1266,-153.4830,-1973.7648,-5129.2446,5282.9502,-334.8871,-6379.1352,-6709.5022,-5975.0460,-5449.1518,-2179.3385,4030.5596,6652.5668,-5027.1557,-4236.1775,407.8421,-3901.8482,-5988.9123,5575.0534,4272.0913,-1955.8014,163182.7437,153880.7870,152987.5432,154683.7716,146059.3978,148528.0483,150948.4384,150910.7921,20002860.1864,19967339.1236,20014612.0106,20002972.2456,151607.5764,20005886.9348,-3331.0505,-2108.4820,-4092.2071,0.0000,-575.3232,-5128.4955,0.0000,-6130.6941,6080.9250,3047.6186,-714.9419,703.3342,-3315.8267,2111.2298,5790.4133,6529.0422,-5047.7101,3424.5495,4933.0184,1752.2088,-1068.5729,-4727.6889,-718.2311,4214.9539,2720.9763,-6441.7967,6423.2033,-2710.8947,-2262.0588,4112.6995,-1685.1941,5406.4772,1920.7045,-5196.5868,5842.6054,899.2744,6797.4920,-2960.8259,-5690.0637,-4712.3088,-1106.3238,-2780.0999,5121.1835,-2673.1848,0.0000,-6814.1008,-1270.2269,-3622.8659,-4311.1042,2713.6988,5204.7750,3458.9293,-881.7194,5676.8204,3666.5276,-6365.2030,1243.5975,4473.8702,-4547.1209,-5730.1890,-4727.5277,-2129.3272,-3591.2922,-4308.0237,-6449.6717,1759.6330,4926.4590,-4858.9673,-6019.9760,5632.6015,-3083.5342,5450.1153,5851.6952,-3172.3348,4102.3486,6122.5488,-3926.4582,-2601.9175,5823.7645,2662.8544,4382.0907,-6551.7281,-2664.5265,-2871.4944,-4234.6612,1539.7672,64.7861,-3301.9100,2142.2741,-3460.4448,-1475.8303,-1018.6057,1270.0341,-2432.0986,4137.2516,5645.7867,-3042.6630,1867.0913,-719.5194,-6588.0766,363268.2873,351826.9852,357363.7668,356274.8162,355500.3093,355435.3872,347555.3365,352739.0283,-97546149.7808,-97554314.8260,-97532547.2682,-97521372.9741,351378.4106,-97528646.8678,-4079.3040,-5487.1566,-5532.9889,0.0000,-4135.4742,4163.9159,0.0000,1626.4350,-1575.2137,4307.1471,4009.2239,-1531.5617,4678.6940,4820.0624,3750.9411,-2352.4319,-3507.4318,5479.7760,4827.2844,4716.3389,4060.4824,4599.8846,4629.9060,-1524.7905,-5421.8654,-426.4431,270.7395,2521.6445,392.8890,5479.2673,-5355.5469,-2488.1993,2840.0549,-2364.1204,-3664.3356,-134.1892,-919.9034,904.0066,905.9925,-4971.0556,-3730.3992,2750.2588,-1301.6729,-3709.7608,0.0000,-840.4555,-3525.6981,2735.6012,-3817.8848,2706.1444,-4244.3883,5510.3151,-2278.2346,2043.0411,2125.7704,-2490.9823,-4770.7406,-4698.1656,-4557.8502,-2100.6533,-4601.1062,5180.1968,-4483.2408,-707.8166,-1844.8173,175.5497,4600.1557,-4509.0815,-3285.5605,3978.4933,-5483.8277,-4139.2312,-3607.6440,2108.9781,-2813.8682,2228.1661,-3347.1749,-2825.8578,-3332.0843,-2781.6079,5324.6444,1072.7957,3816.4288,3400.4936,-5460.2653,-1487.0648,1265.6429,-365.5718,3646.9994,5446.0614,-5476.4827,-992.4467,-4609.7852,-4898.9570,5508.0622,-244.5417,1644.4834,-3450.1426,-5392.0963,-753.8937,70066.2112,68191.8347,67889.8972,71901.9215,73204.4947,63063.3748,60109.9200,66902.4091,25164125.5331,25139481.6508,25139608.0212,25164666.8963,67906.6552,25154032.5949,
600.000,3384.1319,-4603.8495,-1527.5404,0.0000,-6278.2781,-3986.0894,0.0000,737.7560,3211.2685,-2589.3079,5478.7964,6236.9587,3063.6410,-4281.5922,1297.9539,-574.0335,-3408.7822,3952.7569,1657.4474,-4723.4850,5795.4508,263.7272,4322.0356,-4291.0671,-1360.9154,-3458.9654,3322.6543,4425.3705,5822.3658,2764.4748,-5178.2696,-1756.4883,5464.2436,-5101.2493,1753.6013,-6326.2072,1484.9464,-6739.7248,-4608.0725,-1865.4532,4541.8601,-6600.1923,5604.5074,4682.2014,0.0000,-572.0104,-6629.6718,-5157.4601,-5303.5636,6527.9639,3338.2811,3935.0948,-5643.6628,4195.2174,-4930.6621,-590.3530,3584.3025,-295.3519,127.7636,2274.7303,-3652.1312,3587.5299,-5199.8994,-5943.5312,-3265.1999,6775.8703,2859.2546,219.9262,-2767.8000,1265.4469,977.8904,2037.6645,2489.7474,4609.1996,-3948.6340,3209.3166,2827.8116,5547.0164,1659.6583,-3925.6221,1911.1127,-3389.3214,-5218.6568,5058.0974,-2427.8632,-5356.3208,-6634.8332,-6169.6392,-3861.9933,-3957.6765,2067.6137,6376.9078,-4591.8311,-5654.8434,2520.5539,-2750.7529,-6625.1362,5300.5242,4252.1474,-3258.1855,155335.6177,146564.4050,145614.0016,147198.7274,138547.6324,140996.5730,143473.1390,143205.5310,22133256.7036,22098371.4566,22145467.9699,22132793.5015,144123.6009,22136306.3863,-5034.9849,-235.6940,-4240.8887,0.0000,897.0070,-4670.4525,0.0000,-6068.6279,5062.6651,3735.8529,-2655.4336,-898.1573,-5030.1571,3965.6377,4720.6842,5415.7285,-3337.2072,1998.9845,3913.7955,3586.0874,-2682.2366,-5648.0813,-2803.2321,4228.7997,4058.1214,-5585.6459,5754.2968,-3850.3098,-3590.2467,3279.8755,-2785.0367,5627.6851,320.9683,-4642.0700,6328.3337,2036.7230,6639.9187,-1549.4094,-4940.6660,-3702.6028,-2738.5932,-1759.1626,4083.8799,-4422.7747,0.0000,-6382.9798,-0.7413,-1956.2594,-3773.5617,1673.7567,5337.2222,2013.1939,541.9249,4228.8322,4830.9107,-5862.2906,-94.4999,4313.3971,-5028.0001,-6527.5224,-3968.1204,-4063.4283,-2189.6538,-2830.0423,-6106.2441,240.7227,4194.6111,-5788.5651,-6030.1152,4579.4740,-4161.5611,4623.3596,4732.8913,-3299.9238,5512.5048,4839.4080,-4695.8824,-3962.3901,6273.6994,3454.3358,3701.1605,-6023.6231,-623.3810,-4346.7196,-4276.3269,2593.9280,1593.2800,-2026.3984,3105.3691,-2225.5941,-2012.3531,-2210.9452,3296.0754,-1198.6740,3644.6928,6092.0408,-1985.8172,-123.1242,-2780.7677,-5680.3716,366617.0676,354446.5701,360432.6075,359300.8183,358596.2765,358518.8831,350725.4752,355943.5363,-97083628.0048,-97092481.8202,-97069582.9877,-97058967.9312,354474.3689,-97066042.4079,-3113.5317,-5090.7531,-5237.7623,0.0000,-2727.8164,3220.6551,0.0000,2974.3361,-3526.7719,5197.9021,3012.4921,-2892.2868,3490.0160,3683.2407,4864.0665,-4306.8384,-4668.7122,5242.2580,5438.9985,3534.2936,2624.8009,4006.6916,4437.3493,-3482.7985,-5297.8046,-2186.1156,-1541.8806,3675.5883,-1147.5794,5394.1606,-3682.9819,-3651.6618,4220.1695,-617.1422,-2123.2923,-1919.0495,899.7201,-639.9325,-922.2463,-5452.5104,-4467.7046,1046.2330,233.2505,-2566.4577,0.0000,-2564.3153,-1954.0160,4145.1368,-2314.5256,988.8694,-2865.1731,5306.5980,-3787.6459,3307.4855,355.9075,-3653.4986,-5948.0323,-5381.5852,-4605.0123,-329.7969,-4147.0756,4275.5601,-3826.3913,-2177.6712,-342.0744,-1359.6539,4506.9292,-3810.2526,-2013.5956,5007.2536,-5434.4503,-4617.4303,-4397.9105,3982.8083,-1438.0991,3748.0256,-4244.6465,-1131.9340,-1712.8770,-4168.3240,5497.2333,-470.3015,4509.6374,1808.1179,-4866.0019,-3142.4735,-282.8802,-2141.4019,4795.3868,5077.1709,-6331.5159,837.8132,-4022.7422,-3800.0018,5290.2405,1564.9334,-155.3721,-4285.5051,-4693.4484,-2220.3493,70166.7593,68458.5015,68119.5217,71871.8182,73434.3020,63415.5817,60112.7656,67458.7037,25164601.0941,25139924.8952,25140559.8821,25165326.3629,68034.8089,25154659.9277,
