sl_100_86400_20270801 Coordinates.csv
2027/08/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:14 2024,
Start: 2027/08/01 07:47:00.00, Stop: 2027/08/02 07:47:00.00,
TIME_UNITS,STARLINK-5228 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-4261 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,96.4324,-1055.1492,-2591.2692,4671.5958,4586.5941,-5341.1553,-1683.3663,-3170.3894,3.8653,4538.4349,377.0733,-3865.1258,-3151.9369,0.0000,-1940.5099,-2092.0626,-3523.9914,3739.2247,4474.2040,-2807.6193,5535.7414,0.0000,-4599.5812,-6803.3278,-5076.6723,-5979.7326,3682.6256,-4143.3882,-6000.8334,4835.7073,-5574.1866,4507.8549,-1236.3469,5173.5756,-6645.3987,2334.9448,5712.0538,-6750.5943,2844.7624,-809.3376,-5459.3546,-5285.2720,-4863.0749,1636.1077,6515.2894,-2338.9974,2139.4141,3778.4624,-5776.0340,6521.2718,-3581.6741,0.0000,1260.6781,-3406.8062,-4273.4745,-6200.1782,-1655.6345,1092.4729,-6099.9632,1361.0967,-795.7460,102.7830,3988.0692,-6440.6088,-1351.8101,-6839.5434,-4243.1221,-5056.6729,-4361.4528,-200.3166,2095.4171,5512.4198,6233.9093,4808.5503,-3936.9585,5.2214,-1020.6882,-3217.4434,3294.6626,5267.4698,-3976.2204,331.1329,2146.4156,-3661.9110,-6317.9053,-1784.9253,4936.0652,464.9215,4859.3960,-4594.0386,5209.6425,5740.4710,-3067.3392,-2910.9504,4073.7413,-5253.2485,-2999.4743,-5903.2046,2760.2109,-6836.5990,-228732.5609,-204041.4447,-219766.2400,-220410.8635,-211844.8420,-213960.8245,-214835.9935,-217406.4730,143814729.7728,143840219.6749,143860287.9414,143824936.3826,-216307.6816,143834541.5032,-4526.9154,-6009.5625,4470.3235,-4467.4509,-1079.5096,1065.6594,5498.3887,5312.3362,5361.6734,3807.9855,5450.0949,5556.8793,-6018.7363,0.0000,-4927.1011,1845.7963,-5945.2014,-3861.8320,1310.8925,-6214.8449,3330.0011,0.0000,1335.8707,1111.5717,-9.5885,-135.9881,-3839.5099,-2765.6086,-1066.9239,-274.1022,3988.4115,-2171.8585,5715.1160,185.1585,-1167.2068,-3683.5892,-2692.7181,1056.5465,-3300.5073,6704.6554,-1450.5160,2929.6254,-1840.9460,5636.0089,1048.4577,4005.6490,6516.8442,-5680.4754,-882.5364,-360.0141,5749.8758,0.0000,6680.6189,5978.0602,-3179.9590,2845.0004,3935.8825,-3938.4058,-1933.3305,-5038.8619,-6839.9840,5243.2876,-2226.0916,1570.3478,-4565.0293,396.3359,-1911.3238,-4026.6120,4572.7737,6888.1242,-6098.6917,3767.4581,-330.3025,1962.3825,1689.6260,-6220.9966,-4706.7677,4119.4598,-3990.4022,3575.0557,3199.2142,5051.2731,-3532.4909,-1934.1066,-1663.5659,6249.8967,788.0488,-2378.0687,-2155.3446,2133.7459,500.5880,3783.6500,6073.4391,-4342.8096,-864.8088,-1288.9616,-3505.2415,-3404.4734,3215.7506,-772.1055,238732.9904,246518.4109,243617.0746,244490.4622,243359.4008,244104.8208,252229.8190,250056.1642,222928164.4919,222930859.2793,222932857.6564,222932549.1335,248681.5264,222932973.4693,5198.1580,-3245.3043,-4586.1423,2439.8766,-4999.6536,4267.4517,-3875.8423,3066.5498,4356.3089,3438.7036,-4091.1033,-1506.3051,-433.8205,0.0000,-4449.6364,6357.6624,-109.3727,4385.0156,-5050.5516,1219.4890,-2449.0784,0.0000,-4823.3165,-546.0650,-4714.4478,-3505.8347,-4491.5697,4640.1331,-3204.1078,4864.6276,48.0386,4443.0829,3657.8745,-4608.6103,1491.0424,5353.3851,-2775.8088,78.9008,5248.5924,1251.6581,-4020.4002,-3355.9292,-4589.4596,-3643.7572,2127.0611,-5133.8110,-296.7999,-632.0362,3718.9306,1591.1497,-772.9655,0.0000,-512.4003,-57.8501,4414.7481,-77.2401,5424.4907,-5319.7916,2356.5736,4557.6013,-435.2092,-4502.9213,5139.1674,-2012.5763,5028.6388,-904.4032,5139.8174,2422.5334,-2838.5044,-479.6524,2487.7742,1581.2524,2944.4180,4578.2230,-5404.6107,-3003.5989,4931.3703,-4563.6653,-4642.9144,-2591.3693,-4691.1999,4558.9462,5519.8525,5529.3797,2263.1271,2387.8036,-4653.5972,-6529.0548,4452.3017,4700.3088,4376.4468,789.1602,-1230.5039,-4504.7919,-5512.5907,-4163.8465,5087.4441,-1331.1611,-5451.3504,631.5889,142082.4885,138285.5857,140669.6783,143948.1755,145706.0450,135734.3596,132423.0739,139824.1773,-17807965.0986,-17838805.6220,-17813755.5166,-17810059.9109,140325.0347,-17809287.8407,
3600.000,3116.6926,3181.4845,-1779.0343,-3561.2201,-1428.1240,5225.1467,-2269.2749,-508.8121,-3314.6880,-6613.7789,-3650.2171,688.7912,4794.3392,0.0000,4084.0099,-2157.6443,4145.0213,262.5552,-6511.8267,4488.4000,-6335.6762,0.0000,4826.0209,4822.9205,4513.4603,6464.8975,261.2040,6114.0400,6743.4011,-5931.7007,3030.1311,407.8751,-2233.6079,-5515.4680,4714.8965,1922.9692,-5132.2804,4707.3980,1660.4986,-956.8811,4539.9154,4912.0071,3679.5629,-3674.1654,-3642.9419,-2065.6727,-3366.1864,-967.7572,4251.2513,-3234.1784,122.1430,0.0000,-3582.9092,1035.7716,5403.4714,3533.5282,-1428.6809,4054.4525,4015.4648,2708.7778,-1396.5438,-4063.4726,-3455.9976,5620.4684,4436.8012,5717.8708,4699.4607,4407.3175,633.6155,-1610.0245,969.6755,-4657.2407,-6265.6066,-3715.1841,1165.1381,2553.5945,4072.2065,659.5346,673.2834,-6243.7621,914.4925,-3157.4374,1338.2657,5614.1017,6585.2925,-421.9877,-4941.6711,3174.1828,-2036.2538,2809.5572,-2572.7883,-6156.4771,370.5968,6061.0083,-3554.8221,4247.6362,6202.7823,3566.7041,-6080.3837,5834.9247,-279587.5038,-260937.3837,-275972.2230,-275303.7495,-266792.2218,-269024.2170,-270101.8554,-270258.5734,81145742.2270,81167493.0101,81188330.1280,81156708.6709,-271555.7852,81164852.9301,5763.1992,2728.7347,-3955.5695,5594.0368,4495.1508,-4288.3683,-4617.8233,-4220.4894,-2622.6816,-1799.2318,-2058.3003,-5422.8144,3454.7436,0.0000,1176.8503,-3574.1240,3704.4726,2380.9758,1395.1814,4683.6262,-1924.0420,0.0000,-4693.6886,-3198.8868,-3935.7440,-2492.5688,2377.9065,-1120.4673,-678.2030,3219.1592,-4475.8672,4549.4953,-3483.8195,3405.3568,-1205.6807,4710.7211,4297.5123,-2667.6058,4883.8829,-5998.0932,-2527.7774,-4771.9519,-2249.5327,-5819.0338,316.4088,-4287.8636,-4495.0309,5016.6875,-2842.7869,2848.5747,-5464.4314,0.0000,-4255.3601,-5388.5907,-814.2622,-4526.4854,-6087.5043,4030.5954,-1469.0772,4916.6186,4843.2186,-3806.7629,5619.7526,-3676.5075,4998.4926,-1917.3221,5096.6561,531.4929,-5054.1610,-5112.2713,4328.0468,-517.8808,2821.8574,2166.4332,-5150.5438,3390.4346,5357.2962,-6511.7834,2276.0939,-2111.8582,-5803.9527,-6022.6533,5702.1675,-1619.7790,132.7534,-6795.4351,3597.5883,4403.9966,5089.9268,-5563.7843,3462.6545,-1423.3875,-4994.3238,2587.0993,4838.8748,-3261.1571,2332.1758,4514.3755,-1249.2158,-938.4615,174845.0754,187076.2386,183358.3417,184494.4215,182048.7074,183405.9288,190031.5405,186457.5521,252616956.6672,252619713.2296,252630266.7438,252615785.8993,187370.4526,252622709.4761,-2169.1001,5482.2338,5363.3391,1937.6730,4980.4757,-1508.9578,4636.0914,-5451.8217,-5475.1987,171.0941,5371.6317,4255.9501,-3386.3692,0.0000,5444.0878,-5568.6954,4097.2554,-6524.4414,1682.6036,2427.8855,-1973.8025,0.0000,903.6855,3775.0308,3469.6367,147.7628,6521.8835,-2795.6708,-1213.7898,-1291.9157,-4222.7897,-4903.4411,-5528.2007,2437.0548,-4913.1243,-4682.2752,-1665.7842,4162.6153,-4482.2365,3199.2418,4578.1703,-932.9896,5417.6386,-582.7837,-5900.6416,5007.4278,-3956.4252,4553.8114,-4681.9237,-5165.4770,4065.3101,0.0000,3931.8829,4142.0957,-4256.9891,3673.7246,-2945.5821,3494.1823,-5322.2155,-4077.1927,-4722.1344,4080.8961,-1962.1703,-1699.0349,-1839.5853,-3379.0606,-421.6643,-5294.8181,4683.0505,4347.2922,-5309.5002,-5022.5106,678.6154,-5437.1811,4421.1980,5438.1848,-1525.9809,2288.8295,6517.5462,-1950.6402,3663.9115,-524.9971,-3658.1725,-3702.7991,2100.2827,1269.8191,3034.4853,4340.2794,-4258.9759,-3004.1116,-5299.8388,2815.9081,4754.1694,2028.9265,3404.3996,4220.9407,-1833.8938,-3884.0452,3009.7125,3570.0545,140746.5959,137344.1384,140812.7048,140704.8502,145628.8617,137934.1503,130343.7962,140116.5191,-17855744.0308,-17887697.2810,-17868100.7059,-17855281.5379,139354.2396,-17860110.5840,
7200.000,-4419.6177,-5357.1611,5413.5585,413.7521,-1129.8520,-3380.7473,5596.4140,4583.6185,6156.8868,5680.1563,6175.4915,3239.7981,-4897.7577,0.0000,-5814.1754,4387.7749,-4132.9395,-4650.5218,5552.1368,-5055.1969,4549.3981,0.0000,-2497.4352,-1114.3304,-3105.5466,-4503.7484,-4591.7439,-5494.9343,-4273.3662,4339.1937,1511.3113,-4141.8539,5643.1125,4272.3615,-1517.6015,-4742.5454,1921.7858,-291.2182,-4544.7156,3252.1604,-3067.4466,-2157.6787,-2529.8849,4174.2578,-53.1536,5225.2238,4151.0242,-3240.3782,-2203.6480,-1522.0667,4077.0909,0.0000,5223.3246,2763.3400,-5428.2018,1039.1854,3139.7044,-6017.2035,-1039.7722,-5583.7470,804.5460,6551.0050,1825.8014,-2509.7357,-5299.4740,-2130.0987,-1815.6783,-3272.8225,3388.4177,3962.7511,-4615.2708,2841.3278,3689.9855,2615.0610,900.1095,-5308.3218,-4936.3632,1563.1538,-4939.7533,4465.1621,1687.4677,4122.3761,-3378.7043,-5848.2594,-4091.2416,2813.7895,3332.4757,-4321.4164,-664.3962,-674.6115,23.0754,4663.1856,3439.1279,-6662.4429,2462.0885,-2342.8460,-6303.8724,191.5998,6757.5571,-2533.6787,-313058.8238,-301465.1631,-315026.5595,-312195.0493,-304910.7463,-309249.5888,-308015.3917,-311318.9491,12915335.4255,12934028.6426,12951857.8644,12931588.4966,-309896.8893,12933430.1795,-4784.9222,969.1133,3304.7168,-4636.8824,-6594.0544,5631.1986,3168.1742,2760.1302,29.1671,-1106.6031,-1190.5682,4231.0439,1135.6441,0.0000,2189.2628,5169.8420,526.9973,-1879.4826,-2898.8505,-1132.3078,-863.4316,0.0000,5110.9377,5004.5470,6189.1015,4113.0278,-1933.2959,3848.9174,2454.2278,-4272.4413,3932.9057,-5205.8769,1044.8949,-5315.6616,4260.6388,-4919.2194,-4333.3827,4219.8723,-5083.4116,2578.0918,5751.3834,4667.3691,5724.1460,3272.0976,-3266.7243,4172.6803,137.6762,-2954.8505,5950.7018,-5089.9010,3390.1738,0.0000,-117.0002,3137.7785,4041.5914,5004.9208,5991.8175,-2532.4798,5201.8545,-3955.7848,451.1442,1915.6660,-6128.0258,4763.7312,-3712.5550,3584.5917,-4882.6953,3757.5507,4810.0518,1473.5118,-1878.2435,-3781.8405,-4360.9847,-5685.8519,6809.9736,-20.6470,-3861.2180,6620.0716,-1591.4588,-893.2037,6708.1441,3754.2373,-5993.6529,3663.0570,2096.6055,4770.9362,-5898.3077,-5446.2087,-6740.6109,6858.5768,-6433.4436,-2056.9610,2804.5161,-319.8334,-6392.9439,6308.9758,-569.2209,-1549.2863,-354.2355,3286.6904,100929.4687,114729.0160,111602.4621,114324.1246,109032.3819,112626.2263,116047.3954,114666.6466,265054424.6166,265055308.9670,265074232.7991,265051259.6093,114182.5709,265060682.2595,-2284.4110,-4256.6987,-2733.8142,-5112.3986,-1551.9226,-2198.9879,-2592.3226,4363.5551,3138.5900,-3681.8868,-2648.9211,-4439.7884,4582.9106,0.0000,-3037.6381,1530.3943,-5518.3058,4789.0891,2811.7525,-4605.8019,5116.1066,0.0000,3703.6990,-4644.4689,-101.4897,3283.1085,-4865.1581,-1198.1604,4796.4074,-3189.0489,5396.5866,769.0686,3826.1778,1211.8121,5217.9409,1039.4268,4999.6111,-5371.0699,380.2771,-5478.1927,-2361.4329,4607.4069,-2984.3710,4413.4562,6105.4554,-1765.4167,5457.6932,-5269.8548,2778.7158,4113.3856,-4288.9786,0.0000,-4383.3717,-5468.4537,1455.8866,-4521.7798,-1420.5740,1519.7749,4279.1120,1119.0830,6830.9957,-1077.6511,-2552.4405,4348.3938,-2490.4583,5501.2351,-4594.4269,4773.7962,-3657.5244,-5465.6195,4786.3659,4963.7184,-3885.8992,2967.8726,-564.8857,-4421.1823,-2891.0651,1350.5908,-4627.4309,5136.6229,-410.9392,-3933.0638,-573.2751,-465.1622,-5171.4376,-4164.8616,831.9425,288.4145,1502.5011,-593.2685,2282.6286,-4686.8737,-5304.3837,1749.2357,856.5607,-1126.6530,-2690.2864,6751.0706,1347.5905,-5528.0379,139368.4944,136491.5853,140549.0927,137010.6511,145069.6805,140441.7670,128918.5762,137324.5677,-17903820.3357,-17935894.9891,-17922205.4316,-17902056.9876,138367.6711,-17910947.9125,
