sl_100_5400_20271005 Coordinates.csv
2027/10/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:35 2024,
Start: 2027/10/05 07:47:00.00, Stop: 2027/10/05 09:17:00.00,
TIME_UNITS,STARLINK-3199 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-5332 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-4008 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-5332 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-5332 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-212.2147,-5701.7370,3373.2353,-6237.3693,-6365.5642,-1893.0412,4420.8141,-924.7936,-1195.8813,-1704.5507,6252.1117,225.5447,-29.6160,-3776.5299,2507.8852,-20.9027,4702.3035,-4861.0211,5681.5861,4151.0504,6857.9350,5664.0981,5591.2983,4577.3872,4014.2905,-1248.0566,1941.2769,3541.8354,-2101.1774,6642.4434,-4134.6938,3871.1177,-2025.8638,1597.5071,3723.1321,-5964.2266,6143.2356,-1910.7241,0.0000,2208.6654,-4335.2412,3913.8314,-863.3224,6348.9989,6406.3359,1991.5180,5544.1373,-3808.4077,6689.3309,-2007.4856,-4751.0414,187.1809,3122.3283,1223.6019,0.0000,0.0000,-5221.6001,6765.0868,-561.4962,-4435.8385,1297.6395,-1129.6329,1520.9589,5369.4870,3913.3230,-5937.6054,-2048.8959,6663.0979,-4578.7580,5606.9314,-2851.1158,-1566.6905,3804.7826,4216.2164,-6473.5410,-4744.9231,3785.8411,4946.5091,1057.7962,3164.2761,146.3015,-5055.1900,5053.1171,3446.3338,-5790.6852,1918.6469,1993.2196,5028.5626,2485.4809,-4118.1215,3572.0092,5326.0155,-808.3971,769.2101,819.7093,-5483.9105,-2811.1215,-3182.6029,3182.8235,4257.6040,209445.2562,202093.7219,206380.5508,205671.8809,210533.4186,208909.1948,201261.1875,202452.6535,48280295.9459,48293236.7342,48282704.6476,48296673.0596,203747.3575,48290081.9679,-5768.3020,-2615.9047,3724.5234,-1358.4738,-2615.9117,-6644.3924,4801.8525,-3128.1145,-6684.8686,-3812.7245,-1081.1051,6159.0467,4348.9701,1734.0691,-4503.3636,6296.5343,2140.0540,-4918.1159,-3196.7273,-5482.8546,924.1857,3524.3757,-3731.8618,948.5855,3040.9336,-6349.3191,3822.1893,-2708.5541,6444.1880,1416.8942,-426.1974,-4053.8981,5388.4505,-5774.4971,-3961.7857,1408.1512,2444.3748,4324.4745,0.0000,-4770.9909,-667.0174,-1352.4561,-4036.4456,-2372.9187,-2469.3145,-5032.0270,-3813.9742,4528.2231,-499.5789,4500.0563,1022.8843,-5017.9660,5540.1204,6410.9929,0.0000,0.0000,-2495.0629,-230.5022,6646.7730,2282.5615,5717.6065,2725.6006,5653.3015,-3353.3154,-2142.2340,-1762.0344,4683.1162,-1702.3444,-4756.3132,1188.8963,3280.4030,-4058.6330,-2868.7527,1605.1724,-123.2270,-3358.2407,4739.7845,-3786.5444,-6609.5353,-4055.1730,-6220.4649,-2510.5080,-1505.4212,3970.6671,3616.7644,5515.3655,4749.1883,1616.6543,6395.4299,-179.8062,5858.7283,-3926.3672,4619.7360,-5318.0908,-5390.3208,3468.2615,5518.8615,4154.3710,-4278.0673,-2153.4784,278563.7185,283893.9880,280125.7143,280111.1074,287247.7207,285816.5509,288528.5480,285354.8617,291607551.1187,291638010.3643,291590699.7646,291598081.9212,285650.6559,291591938.9379,-3813.4954,2915.3382,-4599.9265,-2793.1384,-645.2841,-146.2208,2236.0906,6134.8000,-28.4964,5488.6076,-2513.0131,-3126.1133,-5285.0359,5517.1660,4610.4932,-2618.8494,-4432.4658,283.7438,2322.3312,-314.6460,-351.5400,-1770.6303,1921.1954,5084.4016,-4771.9456,-2481.1803,-5422.7926,-5227.9533,-743.1925,-1053.7323,5421.8655,-3845.1312,-3603.9921,-3479.9738,-4298.7597,-3281.8357,-2095.5714,4926.4612,0.0000,4463.4040,5331.1825,5525.2979,5424.3307,1359.5894,-646.9841,4084.7951,-1566.4171,-3629.0239,725.2297,-4831.9035,4664.4301,4693.7303,2690.8193,1927.4950,0.0000,0.0000,-3706.9244,-960.8354,-1836.8721,-4745.3701,3690.7278,-6285.0030,-3759.0473,-2847.6727,-5281.5337,-2982.8299,-4388.9254,854.7909,2016.8237,-3868.2650,5367.1653,-5381.0833,5000.5876,5148.0408,-2180.7614,-3683.3203,3064.0273,3028.9401,-1676.8224,4605.7216,2795.5663,-4045.1122,4489.6393,4317.9562,1089.2338,3683.7210,4599.4112,4491.8814,760.1275,5457.7520,922.3122,-1613.6187,-4839.7699,4356.9160,-4274.9118,2370.3907,3102.7275,-4552.5527,4389.7200,4982.8143,-177632.6434,-177022.2985,-176972.5327,-174074.3230,-172050.5225,-181897.3399,-185477.0918,-176237.7577,-101780711.2262,-101804536.3615,-101805937.8695,-101783976.2448,-177492.5242,-101789535.8597,
300.000,-1698.1590,-6631.1409,4665.8830,-6819.4007,-6356.6145,-2958.2795,5520.7394,-2734.9100,-2326.2779,-3664.2899,5083.1587,1576.5713,2022.1424,-2664.5685,1364.2862,1645.5898,4982.8232,-5422.1634,4204.5453,2930.4930,6649.3361,5669.1058,5436.1986,5503.2288,2300.0513,-2688.7257,3896.9180,1655.3096,-498.5988,6825.0469,-4440.9200,1904.7435,8.4778,-350.7475,2469.7541,-6443.9985,6829.7326,217.7349,0.0000,1002.0520,-5004.7855,3125.8030,-2966.9269,5273.0482,5494.0298,-136.4799,4235.0693,-3069.3683,6042.6952,72.5799,-3287.6358,-1510.7625,4155.0272,2785.2105,0.0000,0.0000,-6359.9964,6125.7403,668.0259,-4201.2222,2882.7774,1000.0736,2465.6625,6095.5019,3354.1578,-5339.7375,116.1388,5784.5080,-5203.8985,5158.6541,-828.9850,-3221.6548,3175.7187,4068.3376,-5724.1315,-4688.9591,5136.8420,3225.3741,-298.8061,2244.7804,-1179.6875,-5698.9219,4633.3538,4515.8177,-5101.1536,3468.9742,3785.8224,5045.1827,3553.6011,-4150.8276,4583.9200,3844.3138,895.5597,-1318.3171,-1245.7366,-4773.9886,-1436.8628,-1185.0411,1176.3447,3964.1825,203536.1898,195625.5447,200227.1234,199566.5791,204509.1578,202867.4252,195272.3277,196149.6460,41902926.8715,41914949.3025,41905304.2083,41918988.4243,197702.0052,41912776.4040,-6295.3014,-1214.0312,1975.5470,188.0224,-1302.4854,-6019.4535,4113.8909,-3857.1901,-6125.0446,-2970.9272,-2235.3142,5059.8494,3608.0198,3591.2024,-5884.7256,5460.1310,-8.2891,-3774.6566,-4214.6967,-5871.2929,-611.8587,2039.5971,-4396.9967,-766.1270,2345.7856,-5245.1420,3103.5259,-3775.5405,6429.9360,211.2282,1684.1014,-4738.9747,5203.7659,-5402.0897,-5488.7188,2258.1181,1031.0608,4141.4539,0.0000,-6046.9296,1269.0467,-3352.8860,-3615.5612,-3287.4706,-3417.8310,-5004.2715,-4424.0521,5866.1848,-1684.2131,4256.2921,2553.1184,-5717.7363,3996.3730,6197.2173,0.0000,0.0000,-1418.8684,-1439.2194,6884.5647,4114.2766,4463.1838,2185.9570,6236.7928,-3244.7289,-4079.9221,-145.5112,4932.4173,-3034.8409,-3121.1613,-814.6431,4082.2263,-2653.8205,-4682.4468,-555.3104,1502.3700,-1490.1696,4226.2574,-4611.6977,-6057.1288,-5597.3238,-6631.3772,-3400.2668,-3498.2273,2099.0404,4613.3680,5572.7663,4702.2807,-526.0081,5825.7692,1975.5177,4613.8090,-4778.9825,5519.6959,-4894.9586,-4940.4943,4909.5552,6538.6604,4940.8977,-4337.7934,-4047.7091,283151.8151,288362.6902,284314.1833,284397.0590,291496.3033,290088.1880,292712.4159,289442.4251,292592941.3348,292623321.0750,292575453.6122,292583869.8865,289879.1606,292577266.2056,-2308.8444,1559.2615,-4553.4859,-1414.8977,-2387.2183,1654.0033,478.8070,5094.3769,1778.6016,5032.0284,-3968.7292,-4436.6975,-5453.6643,5264.4565,3370.8185,-3740.8352,-4637.7243,2053.9603,3525.3918,-2086.8482,-1853.8904,-3370.1260,-178.9723,4105.2114,-6110.5773,-3646.1281,-4792.3382,-5496.7359,-2217.8268,764.1838,4911.7890,-4485.8339,-4365.1581,-4324.8932,-3435.6957,-1293.9717,-616.7844,5422.8754,0.0000,3165.7104,4584.3647,5164.2795,4959.4374,3023.3958,-2390.4010,4571.6883,-3201.5971,-2080.6799,2477.1198,-5432.6259,5294.5218,3506.5660,3797.9986,420.2501,0.0000,0.0000,-2180.6837,-2676.9870,-51.5452,-3580.8216,4444.3681,-6512.9615,-1844.7268,-680.6616,-4460.7027,-4327.8143,-4588.1643,2308.8130,3287.5112,-4532.5547,5507.8955,-5519.5015,3965.5411,5476.0320,-3414.9545,-4812.7323,1403.0831,4036.2440,-3295.5741,3365.7098,1091.6864,-2039.9893,3777.3629,4635.0808,-725.5151,2147.8465,3356.5084,4727.0306,-1057.7190,5064.6624,2368.9420,-2963.6863,-3760.5706,4706.5179,-4694.8546,922.9289,1786.9294,-4721.8537,5241.8739,3939.4015,-177687.6853,-176908.5315,-176891.6330,-174256.5266,-171980.7749,-181682.2876,-185611.0690,-176647.0625,-101784866.0271,-101808690.4850,-101809673.8345,-101788398.8481,-177511.2171,-101793506.4902,
600.000,-2992.6508,-6914.8482,5517.3876,-6753.7440,-5727.2552,-3746.1603,6064.4402,-4232.7024,-3232.0391,-5271.7395,3395.3826,2817.5656,3890.5989,-1341.1521,122.6645,3177.0445,4799.2036,-5461.8569,2314.5875,1396.3220,5799.1227,5134.2966,4737.3659,5911.4060,380.4275,-3902.9017,5472.6831,-371.7507,1174.4571,6315.3834,-4343.6389,-255.6217,2060.8610,-2288.7507,1009.1665,-6275.2086,6854.1512,2338.0707,0.0000,-269.8272,-5218.3174,2083.0813,-4765.2014,3664.9951,4023.3722,-2260.6027,2489.5216,-2050.7981,4747.2502,2163.5472,-1506.8293,-3025.6836,4817.1690,4057.1576,0.0000,0.0000,-6853.7798,4858.4920,1830.5605,-3581.9344,4225.1951,3051.0757,3138.7769,6162.1109,2512.0840,-4232.8107,2267.2454,4342.1509,-5347.2983,4245.3897,1254.5036,-4599.6514,2275.2191,3566.2324,-4408.2130,-4210.4160,5940.6114,1187.9553,-1660.4354,1139.4230,-2371.0982,-5707.9350,3799.9420,5164.8822,-3898.7224,4655.6163,5183.4214,4619.6652,4277.0760,-3815.2151,5170.7457,1959.4207,2468.9753,-3293.1079,-3208.0556,-3603.6423,59.6717,913.0758,-961.8960,3317.8786,197522.6636,189107.1312,193984.0529,193369.0601,198395.3015,196730.7371,189197.9985,189875.0251,35505551.1092,35516660.3264,35507926.6497,35521262.4471,191568.9273,35515467.1136,-6209.3373,291.1628,52.7128,1703.4888,164.5400,-4788.0662,3018.3115,-4252.8844,-4916.4354,-1887.4221,-3203.5065,3475.6093,2555.7929,5116.8475,-6689.1290,4084.9158,-2153.5762,-2240.5523,-4856.0473,-5682.9912,-2105.9632,323.7658,-4625.2323,-2369.4617,1323.3598,-3641.5490,2130.1660,-4517.3290,5769.4284,-1024.6557,3603.3579,-4981.2785,4521.6373,-4540.5408,-6491.4240,2862.8333,-476.2725,3592.1111,0.0000,-6725.1705,3049.5183,-5033.7521,-2877.0761,-3908.0755,-4049.6772,-4502.2268,-4626.5104,6620.7723,-2716.9841,3646.7825,3859.6446,-5865.3443,2060.0466,5349.1945,0.0000,0.0000,-223.5303,-2530.3509,6437.3118,5518.5601,2798.1074,1507.5524,6198.9778,-2774.5392,-5611.7288,1524.1929,4706.7185,-4094.8797,-1166.7728,-2760.9205,4536.3645,-1032.6905,-6027.4599,-2668.8990,3006.5393,551.1288,3283.4200,-5028.0476,-4912.1812,-6582.4251,-6357.7080,-3944.3071,-5145.9886,29.5092,5157.0742,5090.8854,4220.1907,-2621.8556,4668.2821,3919.4667,2911.0900,-5170.2684,5853.5594,-4038.1145,-4053.7988,5864.5849,6924.8496,5293.8078,-4022.9513,-5526.7993,287618.6142,292721.7369,288377.9367,288558.0457,295617.6571,294231.7322,296770.5204,293424.4431,293438869.9465,293469150.1858,293420745.0668,293430161.8406,293979.7869,293423134.2991,-555.4007,35.2299,-3994.6367,112.6441,-3871.5798,3275.2010,-1330.4831,3514.3030,3382.9920,4030.0749,-4980.1605,-5268.9973,-5017.9968,4443.7834,1768.2617,-4442.9008,-4319.9785,3602.9196,4349.1784,-3631.1122,-3157.5200,-4604.6105,-2260.5056,2682.6516,-6799.3506,-4420.8552,-3645.6812,-5163.2606,-3443.1669,2498.0072,3854.1840,-4618.4815,-4630.6767,-4706.9252,-2204.8032,831.4122,927.9997,5313.7739,0.0000,1524.3546,3341.9393,4245.5233,3938.0119,4360.5991,-3874.1132,4536.7588,-4491.0659,-310.2932,3941.2110,-5445.9714,5309.4235,1935.0303,4494.0167,-1134.5495,0.0000,0.0000,-414.7899,-4094.7780,1739.3125,-2025.3914,4722.0054,-6050.0977,265.1291,1559.0036,-3159.3381,-5198.7147,-4254.1467,3515.2055,4201.7883,-4708.9826,5054.1970,-5065.8628,2502.2855,5197.1895,-4267.7451,-5417.0207,-417.1248,4610.7749,-4557.1720,1761.5961,-734.8054,182.5419,2660.1064,4428.6027,-2462.0258,379.4328,1750.6418,4457.5216,-2760.9789,4108.8916,3560.7962,-3979.7393,-2243.9438,4550.1325,-4612.4079,-624.3800,279.4764,-4387.6119,5527.8859,2469.0187,-177742.5100,-176808.9918,-176811.8064,-174443.5233,-171914.3612,-181460.8498,-185739.9010,-177118.1477,-101789024.5917,-101812843.9535,-101813398.7978,-101792838.7580,-177529.8036,-101797476.9776,
