sl_100_5400_20270426 Coordinates.csv
2027/04/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/04/26 07:47:00.00, Stop: 2027/04/26 09:17:00.00,
TIME_UNITS,STARLINK-4656 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2290 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-5573 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2290 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2290 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4012.8003,3753.5670,-1189.2629,3729.1575,-6640.8149,-81.6831,2563.9767,2660.1791,0.0000,-6072.1952,-3240.7076,-2328.3045,5641.6642,4868.1506,4847.8263,-6428.5600,-5702.1681,6211.7594,2094.5989,-2290.6109,-3398.8562,5059.3841,5447.1292,6368.0706,-33.5093,1731.1632,-3562.4351,-1468.6869,-6660.2256,4318.0654,5271.9079,3115.2145,-854.3399,4303.9148,-6690.1363,-1588.3514,-5707.7628,6445.3203,-55.6700,-5313.7830,1042.9418,3967.7543,-6588.1208,-4333.8706,-4375.4859,755.3945,-5942.3586,4766.0385,-4950.2524,-5796.8760,-2437.6678,-6615.8585,-2863.1149,-3458.4551,3171.8806,5864.7518,1790.0253,2654.6007,6508.5963,873.9333,-5824.2871,-6885.2644,1905.0857,3136.7053,-5195.4817,-3515.7764,1754.1795,3561.4456,-4048.6811,-5921.1948,-6528.4446,-6793.3916,-4077.2992,4668.0088,-5350.3423,5352.6087,-1869.6012,-5269.8866,2724.9370,-4591.9477,0.0000,4043.3578,3230.5823,-779.2225,5001.9958,-68.9151,3530.9408,-3261.1534,-1738.4051,6110.4898,5429.5063,6079.6033,623.1724,6522.0218,333.7459,-1093.1593,1991.6621,-5498.2328,6151.1053,-3352.3992,-232061.0945,-219872.2741,-230262.6767,-228965.4420,-230799.6850,-229947.3015,-221698.2798,-224080.6053,148406093.4982,148409336.2347,148401212.8982,148401694.9430,-225161.0382,148398725.4744,-5594.3159,-2902.6914,-4805.6837,-5715.3700,1303.3345,4746.4983,-5880.2607,-3187.6998,0.0000,-2928.2576,-3292.6111,5430.0700,3702.8405,4521.1625,-4809.8689,-693.3009,-3326.9630,2110.1854,-3750.8380,-4272.7713,4589.0072,-4416.1966,-2370.9212,-2455.6267,3589.2309,5969.7658,-5874.5233,-6658.6664,1612.8178,-5280.0069,2060.1375,5509.6302,-4339.8795,5397.3759,-643.8139,-3821.7617,-2224.6115,2126.5198,5764.8392,-2345.4244,-5877.3505,3147.9747,702.8165,-2770.9283,-2651.7344,4110.2916,-669.9371,-1963.7216,-4717.0829,-789.2485,-3990.7634,2042.8308,-2689.1164,4530.0392,2943.2121,3733.2459,5242.4051,4331.6188,534.6187,-6835.2279,-717.1469,579.2890,3725.3139,-5516.6444,-1765.3612,5324.8750,-1986.6456,-2476.9764,-1031.5352,-294.7320,671.2787,13.2578,-1026.7735,-1749.6401,916.2535,-3710.7762,-4367.0174,-4436.3018,-5150.5541,-997.7966,0.0000,354.0040,-2656.6971,-6419.6092,-2992.0585,6102.7008,5019.1504,5295.6277,4082.2074,224.8636,1964.5439,-2223.5532,-5807.4003,582.5378,6076.7473,5156.7627,-6592.1755,-1356.1666,-1263.5899,-5298.7044,-278682.5891,-301496.8601,-278745.5620,-277713.9723,-286158.9995,-283942.0868,-283966.1815,-281491.7778,9048645.7417,9026000.9507,9082090.0049,9073418.9575,-282165.4604,9067572.1569,-669.6092,-4960.4457,-4818.8760,409.4364,1276.8979,-5021.6721,2248.1268,5503.6393,0.0000,1573.4193,5015.5669,-3404.3551,-1616.0791,559.8776,-1049.6233,2486.7620,2053.3768,-2147.3516,5076.3193,-4692.3038,-3873.1304,-138.0354,3582.4031,1117.1889,-5953.3886,3062.8219,279.2953,-783.0163,1054.4455,-453.8146,3871.0342,2640.9496,5278.0461,-41.6685,771.3348,5529.9039,-3259.2093,-1298.5875,-3918.1868,-3849.6416,3484.5234,4716.7715,-1651.6254,-4652.7234,4619.3691,-5498.6261,3492.7383,-4590.7131,9.5748,3732.6123,5070.5218,236.3186,5711.5855,3844.9103,-5331.3885,-246.2312,4152.2363,4712.1500,-2324.1162,-514.9982,3645.4128,120.2390,-5512.2315,-2757.0865,4173.2830,2691.1655,6396.4285,5342.8974,5500.1259,-3005.3808,2258.9928,-1182.9452,5207.0081,4641.8924,-4276.1338,2126.4399,-5023.6680,-506.3544,-3695.7281,4927.3354,0.0000,5407.2029,-5507.7253,-2446.4443,3680.0499,-2907.3116,-3187.1989,2602.6140,-5240.7088,3244.8162,3795.8844,-1190.7941,-3689.1816,2194.4334,3288.2155,-4492.2065,541.2665,3689.7913,-2976.6193,-3000.2662,-178697.6639,-178824.6011,-178303.8354,-174462.1889,-173104.5003,-183245.0993,-186157.0249,-179688.6944,41459982.0043,41437088.7413,41458134.1714,41453692.6004,-178385.4327,41457772.1167,
300.000,2938.7376,1803.0006,-3042.0924,2586.3372,-5743.6607,1803.6630,1482.2825,833.0257,0.0000,-6466.4806,-4968.7505,-331.2257,4666.9337,5547.5043,3556.5053,-6791.2979,-6586.8806,5809.8566,-101.3351,-4145.2486,-2552.9354,3813.3420,3925.2573,5341.9628,1415.3700,3128.3312,-4451.0305,-2837.3134,-6207.9861,2868.2785,6245.9663,4647.1623,-2681.3702,5019.0817,-6245.8267,-3522.4527,-6607.8316,6821.3029,712.6267,-6349.9773,-868.2966,5087.5651,-5691.2975,-5067.4176,-5800.9485,2791.5699,-5266.9876,3076.0127,-5523.6376,-4526.6278,-4321.6288,-5802.4659,-1008.1343,-1551.0751,4052.0675,5839.5013,3369.4922,4400.5493,6796.9561,-379.7725,-4894.3639,-6474.5553,3612.9094,1483.3446,-6292.3764,-1675.6750,3586.3488,1788.4436,-4641.0189,-4909.6409,-5451.0348,-6753.1839,-4896.2227,3656.3290,-4274.7278,3897.1684,-3199.7859,-5879.9222,882.4367,-3984.4711,0.0000,3980.3889,1589.1168,-2088.9708,4742.8817,1282.2560,4065.6160,-2307.1155,432.0467,5297.1094,5246.3396,4937.7139,-969.8050,5762.2837,1737.3372,373.1881,698.0466,-6249.6724,4828.6686,-4248.3183,-226028.4640,-213531.9068,-224214.4331,-222916.8691,-224828.5448,-223967.0728,-215783.2412,-218488.6304,148176942.6004,148180928.7663,148171450.5326,148171986.5227,-219178.7700,148169475.6480,-6153.7772,-3751.8638,-4987.4257,-6172.0015,2388.5737,3769.8527,-6619.1667,-4357.8705,0.0000,-2413.7417,-2360.9955,5315.3043,3582.4627,3473.9158,-5246.6416,883.2939,-2028.7057,610.0472,-4006.0616,-3982.4975,5947.1602,-5343.1154,-3669.5294,-3369.5817,2015.3872,4661.5950,-5016.2087,-5831.6981,3052.7370,-5890.4277,443.8631,4893.4574,-3165.4037,4373.8143,636.5046,-2871.7182,-740.3513,964.8496,6628.2619,-808.5564,-5320.2626,1315.6755,1876.1487,-746.4568,-1540.5370,3353.2471,1200.4531,-3120.6084,-3597.3482,199.8616,-3498.1150,3354.3349,-1725.2473,4548.6168,948.4861,2981.4706,3860.4559,3118.2934,-1035.3892,-6516.4427,889.0440,1744.6229,2382.8054,-5325.0077,-491.8590,5539.8175,-2739.2760,-3743.2891,1009.6148,1183.7282,1250.4421,1231.9048,899.9255,-3665.6266,2741.7737,-4275.9296,-2710.9985,-3377.3189,-4855.4159,1055.7831,0.0000,-1834.8707,-4076.4468,-6551.1580,-4523.3261,6524.2473,3349.4910,6277.7828,4110.3513,-1543.9093,-71.5497,-3478.4100,-4847.9492,-780.2800,6486.7186,6125.5734,-6474.8850,356.4019,-1740.7282,-5412.7233,-283773.2510,-306088.5310,-283353.7306,-282439.3915,-290886.1755,-288690.9233,-288637.4494,-286286.1731,12290928.6532,12268627.0425,12324404.1315,12316328.0958,-286866.2237,12309844.6376,1145.7349,-5459.0441,-3686.4674,-1408.5480,2949.7743,-5503.3660,477.7963,5277.4610,0.0000,-549.9834,4032.5660,-4259.0557,-3681.8911,-1279.7715,-2753.2955,1057.0293,568.6343,-3679.6109,5306.6450,-3531.4018,-2389.2338,1415.4844,4386.1409,2812.2550,-6500.9706,4059.4016,-1526.6917,-2250.1360,-488.3001,-1955.6374,2798.8847,1231.0321,5496.3880,-1832.9532,2513.9584,5202.5012,-1980.4147,510.7669,-2034.0735,-2754.8447,4323.8903,4504.9654,-3276.3077,-4676.4739,3394.3774,-5353.4053,4331.3316,-5333.7890,1808.9691,5253.4662,4085.5693,1747.1313,6635.0668,4913.7400,-5461.5167,-2328.5893,4654.2378,4351.8372,-871.6242,-2272.3539,4791.0428,-1678.6839,-5399.5950,-4162.7736,2778.9904,3799.6826,5253.4569,5491.2845,5016.5033,-4322.4985,4106.8385,630.6106,4475.2607,4427.5218,-4686.4271,3665.5781,-5496.9703,1303.0763,-4823.4834,5417.8329,0.0000,5148.3800,-5355.7537,-706.3425,2143.4353,-1213.0625,-4480.8243,865.5419,-5483.5799,4178.0051,4494.8714,-2619.0103,-4825.5862,3721.4034,1670.2352,-3207.7643,2296.6204,2553.9635,-4685.4666,-978.1907,-178702.1535,-178809.7304,-178170.0281,-174586.6667,-172972.3614,-182990.0455,-186250.5193,-179942.2534,41459843.3571,41437045.1712,41458798.1593,41454238.8180,-178353.2420,41457891.2492,
600.000,1560.9318,-314.1187,-4570.4947,1163.1919,-4266.3166,3545.9053,250.6211,-1041.1478,0.0000,-6198.3975,-6188.3623,1718.8589,3212.9725,5620.1549,1891.7567,-6497.5640,-6826.7265,4851.0634,-2282.3687,-5543.6995,-1477.9890,2149.7632,2037.4652,3776.8286,2787.9255,4259.6488,-4903.7784,-3944.2682,-5152.6297,1114.5241,6605.8250,5706.4410,-4275.8417,5248.7948,-5142.1002,-5125.8342,-6872.9226,6516.9407,1383.0349,-6788.2427,-2721.5743,5747.4689,-4210.1663,-5354.0120,-6651.4265,4567.6834,-4110.5757,1100.8393,-5541.7921,-2821.8607,-5768.5045,-4420.9184,905.6211,533.1564,4579.3774,5240.1946,4658.0725,5737.9107,6427.8831,-1620.8287,-3508.8149,-5416.8289,4998.6120,-347.5281,-6766.1130,344.7250,5062.2380,-129.8747,-4822.7137,-3371.7687,-3820.2413,-6033.0883,-5220.1005,2311.9700,-2816.0130,2028.6220,-4265.9132,-5911.0001,-1077.5053,-3019.3927,0.0000,3554.3865,-167.7168,-3182.9800,4028.1567,2483.0263,4246.3449,-1114.7063,2561.9120,3993.4913,4590.2085,3231.9159,-2510.7588,4441.8001,2951.1383,1770.2212,-689.7441,-6358.8396,3016.1381,-4702.5424,-219876.8279,-207095.9440,-218064.8779,-216765.8505,-218757.1315,-217882.5217,-209771.8871,-212842.4542,147876959.4171,147881678.5521,147870853.6857,147871401.0429,-213098.3624,147869393.8791,-6107.3163,-4280.7599,-4707.8533,-6000.9949,3266.6302,2469.3189,-6662.6485,-5139.5817,0.0000,-1644.2456,-1230.8567,4696.5891,3029.7902,2029.0205,-5185.1679,2364.3065,-537.6276,-985.5011,-3877.4441,-3304.8363,6705.8086,-5709.0008,-4653.9815,-3979.2099,291.8372,2912.9075,-3640.9230,-4420.3130,4201.2423,-5918.1198,-1191.9196,3796.7913,-1723.6713,2900.2213,1877.8635,-1691.4653,796.9253,-298.9756,6829.5707,780.8948,-4275.5894,-617.9220,2893.1526,1334.7473,-312.8589,2320.2320,2983.0801,-4022.7427,-2091.5461,1232.9460,-2701.7369,4356.1574,-496.2363,4159.7146,-1118.8346,1902.4552,2129.9522,1641.1927,-2496.8815,-5553.1455,2450.5627,2754.9519,854.1429,-4641.3003,800.3726,5248.7124,-3128.3284,-4685.0910,2925.6493,2575.9481,1756.4861,2333.8848,2695.6414,-5223.4331,4329.1430,-4442.9952,-817.8841,-1968.8211,-4121.4281,3025.6880,0.0000,-3824.9262,-5135.3963,-6032.2397,-5587.2295,6253.2981,1337.4549,6581.7410,3784.5573,-3194.3259,-2118.3492,-4365.3401,-3437.5877,-2104.7353,6260.3112,6504.0045,-5719.8006,2009.3103,-2103.1983,-4984.7998,-288736.2023,-310545.9599,-287837.1765,-287038.8451,-295486.3174,-293311.3726,-293184.6170,-291013.2939,15527525.6944,15505581.8117,15560995.4593,15553478.0963,-291440.2129,15546427.4258,2837.4094,-5357.9909,-2155.6757,-3069.4554,4300.4101,-5392.2540,-1346.7813,4478.8262,0.0000,-2614.2853,2597.2601,-4635.7402,-5355.3922,-2965.9187,-4159.5423,-486.0904,-977.4870,-4813.5700,4897.5254,-1961.1679,-645.8793,2802.3973,4721.9364,4203.9134,-6361.7510,4621.1883,-3165.3096,-3469.1980,-1978.8146,-3239.2585,1417.5049,-314.9620,5116.5493,-3425.6657,3967.0171,4313.9251,-490.0656,2264.7988,64.3277,-1368.9932,4696.8200,3809.6012,-4534.6045,-4201.3790,1800.4570,-4630.4073,4705.3916,-5500.3513,3406.3271,6214.8332,2657.7018,3070.3263,6851.0702,5444.3389,-4992.1143,-4164.4021,4656.9001,3526.0135,674.3018,-3784.2815,5419.2546,-3296.3046,-4707.6617,-5121.1285,1082.6096,4500.3480,3548.1572,5041.0132,3991.6815,-5117.5988,5516.8684,2375.4411,3213.0502,3714.8628,-4591.3575,4798.3263,-5379.1192,2971.2490,-5429.0395,5298.2225,0.0000,4297.7350,-4628.0911,1110.0535,373.6448,621.2174,-5292.2394,-972.2055,-5124.5987,4662.4163,4708.7457,-3721.2196,-5441.3403,4845.4916,-127.6036,-1579.0221,3803.2244,1123.5923,-5897.5689,1147.8466,-178706.1813,-178794.7354,-178036.4704,-174716.0810,-172843.6352,-182728.6935,-186338.7601,-180081.4651,41459703.7005,41437002.2201,41459460.9247,41454813.9599,-178320.9521,41458010.2550,
