sl_100_5400_20270323 Coordinates.csv
2027/03/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/03/23 07:47:00.00, Stop: 2027/03/23 09:17:00.00,
TIME_UNITS,STARLINK-3279 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-5303 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2820.0701,-4363.2188,-435.4386,2656.9856,-839.5133,3981.2345,1631.4339,-6213.1864,-4809.6349,4182.4669,1331.2294,-5788.6887,-4965.0315,-1098.2280,-2318.6994,-3644.0211,574.1027,6414.9744,-4213.4945,-3585.0204,-5208.9798,5421.8187,-2701.6469,2850.1587,-4881.6617,-2033.7843,-2991.1838,2763.9361,5878.3913,3726.4504,2686.7818,-3931.9011,-3977.2210,-5933.7119,-1028.8919,1447.5509,-6458.6636,-5084.1518,-2937.7240,-6723.9347,-6201.8179,756.5108,-6538.8991,1619.4125,-4583.3981,4224.2959,-5331.6940,-4969.3193,-2471.7286,5867.9762,-102.4998,5076.4262,4474.0133,4781.1581,-6825.3196,6031.2348,5713.7666,-1239.7622,-2296.7752,-6195.7670,-5615.6230,3908.2419,6618.4997,-849.4110,767.5294,-6207.7543,-1547.3272,-3139.7496,-3182.6841,-4194.6865,1941.2533,6472.2475,5352.3679,-4299.7466,4701.1905,6825.6974,-586.6957,5066.6032,1357.6097,-3829.5833,-2523.0131,-1368.1201,-4718.7596,-5494.2455,3620.7621,2497.1754,-300.2622,-3585.0238,6445.6174,3766.3611,689.0835,6124.3232,4259.9599,6004.2734,1433.5127,2006.7228,-4841.4269,-2056.1100,-4040.4953,1660.1471,110294.9786,94812.1714,101319.3900,103159.9411,97001.8854,98953.4131,105822.1684,103481.7862,98301332.1177,98296431.4890,98299277.2563,98292012.4777,103898.7926,98291523.5434,-3033.3547,-4461.1488,6238.8340,5291.1181,-3090.1685,3964.7622,-5611.3865,2039.2283,1665.5745,-281.8528,4133.8298,3787.9150,-3892.3938,6605.7924,-3735.3361,1354.2079,5315.1087,-2496.4455,-2844.4867,5495.1722,1778.0993,-88.8720,-2677.2365,-3623.8029,-3091.4131,6316.9164,-2750.0080,6242.8863,-3484.7305,5292.3922,-3178.4980,1301.4085,4844.1249,-1817.0629,4981.8494,3279.3250,1551.2989,-4140.7442,6205.8227,1201.2525,1578.3853,5017.2637,916.6741,-2490.9108,2952.7106,-163.0343,766.3589,4691.3345,-4082.2151,-521.5526,-6601.9023,3613.1696,2152.0471,-1828.5843,849.3318,819.9724,-3594.7445,6037.4199,5263.0957,3045.3125,1073.1031,-291.2832,-637.0015,5666.1605,-4974.6484,2389.8159,-6733.6825,3971.7566,-6112.2031,3097.8401,-4769.4418,-1756.7971,-2565.4823,-4637.9793,-1939.3136,-870.1906,-5291.7994,-1337.1589,4244.9499,5203.9517,5273.2198,6704.5229,-3418.7004,-4073.3686,2010.8722,-335.6691,6891.6740,-2431.6980,-275.2428,-4972.5231,4721.8081,1078.4329,1128.8082,-1337.1240,-3965.2371,3005.4681,4735.6163,-6494.5064,-1322.2675,-3487.4243,-338919.0604,-371181.3928,-350768.1890,-350541.1754,-356603.7623,-355150.9198,-359765.6032,-356546.9607,-51662779.9001,-51635596.1517,-51648621.3649,-51639236.2631,-356342.7429,-51648421.5340,-5534.3898,3014.8106,-2999.8841,-3616.0266,-6165.9656,-4063.5300,-3655.9939,-2355.0627,4662.7562,5395.8691,-5353.0878,79.6052,2707.3427,1356.8022,5308.1539,5719.9677,4379.7813,653.1477,4707.8822,-2186.8553,4006.3460,4307.4223,-5812.5938,4876.3982,-3822.1232,1598.0955,5621.9308,-965.7830,949.9240,2131.2797,5517.9071,5525.0691,2920.5034,2908.0463,4685.6502,5944.3580,1296.9343,-2260.4129,-458.2461,1170.3635,2583.7559,-4728.2153,2055.3404,6284.2738,4280.8953,-5455.7897,-4213.7874,-736.4754,-4997.8994,3624.7619,-1789.8471,-2791.5923,-4733.0525,4679.5891,-130.7775,3271.6782,-1485.2140,-2999.5709,3876.7652,625.0331,3908.1308,-5744.0156,-2023.5313,-3835.8294,4715.7264,-1570.9595,96.4159,-4613.9811,555.9898,-4513.2812,-4643.1295,-781.0595,-3583.6537,-2490.0218,-4710.5419,628.4363,4397.8088,4488.9681,-5267.6208,2494.4805,-3374.3632,-169.7952,-3571.0845,894.0615,5525.6587,6459.0559,-266.7009,5430.1430,2238.6638,-2834.4813,-5000.0008,-3071.0166,-5375.9363,3208.7360,-5343.0275,-5929.2106,485.7918,-1286.1683,5428.2310,-5781.1171,-57212.6195,-62179.7567,-60727.8588,-56689.2747,-55479.7229,-65672.5755,-68441.0629,-59015.6987,35532664.3552,35531191.3658,35505534.8482,35528220.0119,-60717.4615,35521940.0947,
300.000,-4292.9627,-5622.1412,-782.5770,3877.0434,-2657.3509,5529.7281,395.3369,-5015.9712,-3185.4177,4227.6291,3368.8148,-4864.1145,-5327.4359,247.9089,-3624.4615,-1951.1771,2082.4162,5499.0713,-5312.2725,-2649.3104,-5295.8752,4646.6818,-854.9343,717.5199,-5147.0567,-336.2048,-4738.7240,3638.5616,4748.2316,5098.1221,997.0950,-3177.6285,-2277.9095,-6714.3602,1127.4785,3218.4546,-5488.9431,-6196.9615,-1754.6835,-6383.8974,-4946.1307,2829.2276,-5523.9734,790.4220,-2878.8126,4331.3603,-5736.5397,-3743.2947,-3533.0360,6287.4481,-1353.3756,5353.8868,4258.7844,3301.8568,-6299.9153,6695.2859,4447.5957,329.5198,-739.3991,-5109.0921,-5585.2172,2174.9289,6824.3156,523.0966,-828.7940,-5822.0402,-2630.6742,-1197.4475,-4153.6606,-3739.2624,-184.9285,6005.1561,4224.2575,-4946.6171,3792.4300,6169.1178,-2097.8259,3538.1338,3367.2352,-2036.4736,-1456.6543,164.8340,-6004.3302,-5758.7584,4438.8115,538.1681,916.0929,-5243.6675,6522.3930,2067.8480,2388.9857,5569.0471,5739.0055,5924.0437,-756.4089,2304.0315,-3614.3363,-3025.8483,-4910.4049,-238.7208,117348.3251,102610.7546,108921.6152,110699.5986,104476.5793,106420.5434,113282.0241,111474.0600,99410641.6703,99405438.6067,99408781.4554,99400705.0267,111397.2135,99400809.0542,-1462.1849,-3822.6745,4916.4284,3701.0142,-3831.0095,2844.2076,-6546.7506,2373.0505,2936.2245,-2393.4630,3823.6838,4613.1330,-2057.9088,6120.2825,-1998.9929,115.9464,3996.1422,-3434.3630,-1027.9022,6373.0896,3432.1955,-2063.3889,-1666.3263,-3987.9475,-1067.0037,6143.7828,-2743.3024,5209.4593,-4235.7979,4478.3871,-4502.8928,3313.5049,4923.0905,-651.7410,5036.8347,3890.3141,2607.1490,-3007.2426,6512.0823,2675.3794,2628.3556,4500.5409,2064.1817,-4330.6444,4205.7295,-2260.5209,2417.8666,5208.9685,-2247.6702,-2002.8206,-6703.7802,1741.9299,73.9298,-752.3847,1995.7330,-480.4729,-4268.9590,5299.4774,6296.6594,4183.3354,2950.2331,-1469.6035,-1306.1177,6464.8523,-5871.1365,3568.3533,-6103.3484,4936.0944,-5383.8026,4806.8728,-5111.3724,-2895.4102,-1530.9627,-2906.3069,-3856.3128,-2007.6165,-3968.1402,-2674.7129,4066.9216,5516.8706,6348.6684,6701.9085,-2569.5899,-2749.9567,4.3618,764.1570,6531.2704,-2224.7269,-1878.1458,-4990.2272,3453.2231,-750.8624,403.5548,-3063.5691,-4104.0647,888.9475,5648.9389,-5492.0274,579.7818,-2581.0912,-336478.5837,-368995.7179,-348442.1698,-348316.0843,-354340.1901,-352909.3186,-357422.8429,-354390.5107,-49500935.4933,-49473855.5909,-49486166.6806,-49477379.3361,-354062.8586,-49486496.9152,-5216.8152,1355.5220,-4831.6796,-4405.8134,-5150.5614,-3067.2793,-2117.6888,-4186.2082,5372.5121,4806.7736,-4641.1839,-1715.2674,3806.8675,3022.2163,5510.7130,6632.3406,5238.1766,2397.7676,4328.6409,-422.4569,2559.7170,4700.6612,-6689.3283,5348.1162,-4513.6280,2950.0661,4262.3338,-2680.2409,2661.8512,646.1600,5148.7828,5158.6267,4284.9658,1223.5642,4603.4857,4766.7945,2974.6943,-800.5699,1356.9152,-370.0986,4028.6544,-4454.5171,3608.2389,5381.9349,4697.1882,-4874.7277,-2829.5458,-2473.2677,-5497.3357,2080.8761,10.7704,-3863.7999,-5376.7361,6049.9929,-1918.5278,1650.0634,-3127.9300,-4335.8605,2798.2361,2102.9161,2842.9266,-6438.6969,78.6109,-2337.0386,3527.1628,241.4357,1884.0206,-4595.7419,-1257.4643,-3235.0397,-4681.6668,1055.3092,-5281.3260,-3646.0669,-4335.7368,2372.0298,5246.2618,5284.2469,-4441.7171,3655.1514,-1765.9341,1372.2205,-2008.5446,2612.1053,5290.4756,6869.0077,-2044.0148,3979.9707,767.7389,-4216.6203,-5489.7311,-4066.3126,-3900.5802,1918.1765,-5376.7147,-6489.1761,-1072.3641,-2958.9606,4806.7947,-6450.9470,-57365.1648,-62331.4474,-60764.9451,-56983.1391,-55516.1981,-65590.8326,-68707.8694,-59128.2043,35533472.9039,35532642.8306,35506720.8073,35529556.3066,-60856.3140,35522879.1467,
600.000,-5377.8121,-6318.9248,-977.3917,4763.8810,-4170.0372,6545.3060,-856.8749,-3301.0466,-1269.5178,3891.7221,5063.6273,-3445.7787,-5192.2103,1601.3433,-4619.0805,2.3401,3433.5587,4027.6366,-5927.5651,-1454.0653,-4853.2546,3459.4585,1031.8131,-1491.0806,-4956.4408,1419.7327,-5989.9297,4177.2543,3129.8346,5944.8798,-750.1314,-2163.7353,-328.4463,-6808.8379,3170.7461,4630.3483,-3933.1431,-6706.8410,-379.7968,-5423.3015,-3199.0282,4633.3025,-3964.1200,-50.2293,-915.4936,4059.5204,-5572.6016,-2120.8364,-4301.1236,6094.4987,-2464.9371,5122.7923,3669.3145,1425.8994,-5135.5653,6696.4918,2725.7366,1906.1994,864.5546,-3519.9162,-5035.3184,263.4833,6335.4860,1818.0844,-2308.9358,-4833.0664,-3472.3114,844.2566,-4723.2587,-2944.3035,-2286.3660,4889.4559,2601.1606,-5119.0652,2557.0901,4895.5782,-3449.7811,1683.0755,5030.0591,-28.9462,-254.6189,1694.4173,-6665.6676,-5465.7331,4868.2355,-1522.1653,2063.9111,-6362.3578,5939.6989,132.6076,3895.5370,4502.6274,6644.9753,5284.5559,-2863.5837,2453.1901,-2005.7681,-3730.0281,-5332.5163,-2156.3196,124347.4005,110359.8621,116475.4545,118192.3210,111903.2895,113843.5463,120688.8397,119414.5666,100472409.1141,100466906.6154,100470714.9651,100461855.9017,118845.6626,100462548.7031,209.3179,-2820.3591,3061.8003,1765.2269,-4241.1771,1477.7090,-6828.1689,2520.7155,3969.0275,-4246.5651,3182.5998,4996.2991,-3.2870,5014.0936,-97.4825,-1054.9014,2312.0025,-4056.2598,860.4009,6614.3435,4709.3322,-3861.1999,-398.5678,-3981.4111,1069.2035,5361.7400,-2511.8749,3644.5193,-4589.8971,3211.8065,-5420.9933,5008.9520,4554.9745,566.1105,4645.6143,4160.3126,3420.4535,-1589.6007,6165.5709,3893.2417,3461.0223,3591.7382,3046.9982,-5751.9951,5092.6089,-4118.6433,3796.3799,5221.2062,-212.7308,-3264.9268,-6114.5706,-321.8162,-2029.8998,330.0353,2962.0925,-1714.8154,-4551.1418,4048.8658,6729.4456,4934.6089,4525.7393,-2573.5828,-1843.4151,6623.1097,-6202.3109,4380.5086,-4859.1883,5444.8968,-4112.0894,6024.3963,-5003.9191,-3735.0445,-394.4408,-865.2670,-5410.8654,-2971.5401,-2281.4121,-3798.7165,3531.6069,5324.9379,6742.1548,6025.2073,-1477.8072,-1128.9108,-1975.3069,1695.2627,5519.6841,-1843.9958,-3283.2837,-4539.1792,1885.5941,-2536.1042,-311.9932,-4480.9737,-3877.6491,-1311.4128,5985.4074,-3942.7521,2391.0763,-1487.5080,-333892.6169,-366644.9962,-345961.7916,-345936.0850,-351919.7668,-350512.1197,-354923.4336,-352028.5439,-47315276.6947,-47288317.9713,-47299889.3908,-47291754.5990,-351625.1790,-47300758.6577,-4337.6067,-448.9727,-6148.6306,-4725.9790,-3588.8741,-1743.0038,-348.7011,-5573.4951,5501.3099,3682.1107,-3424.9845,-3325.4688,4487.1210,4349.6788,5115.0498,6832.9375,5531.9942,3883.4937,3486.1735,1387.5213,824.1888,4590.0281,-6858.0322,5191.1149,-4722.0523,3971.1140,2448.4917,-4103.3808,4084.5335,-911.7726,4225.2665,4235.1494,5187.6214,-596.4077,4026.0878,3082.5821,4310.3841,744.9422,3023.3686,-1870.9195,5036.7477,-3705.4749,4772.0726,3910.3164,4611.4328,-3766.1824,-1129.9480,-3938.6759,-5404.6692,312.8884,1810.1543,-4503.9209,-5428.3606,6775.7210,-3496.2382,-149.8148,-4433.1871,-5193.1522,1419.9072,3355.3873,1472.7306,-6453.4801,2172.3615,-583.9270,1955.9125,2026.7940,3467.7366,-4068.7291,-2935.2507,-1605.2459,-4220.3925,2769.2469,-6415.7392,-4388.7797,-3497.4884,3858.9561,5527.9746,5507.3900,-3134.5259,4423.5219,47.3198,2761.4440,-221.5118,4046.0794,4484.2010,6547.7462,-3599.8644,2107.3005,-789.1579,-5132.3276,-5388.4303,-4627.6502,-2011.5100,422.8343,-4804.6234,-6361.0497,-2508.4378,-4315.2825,3663.8848,-6439.3254,-57517.8970,-62482.9725,-60802.1637,-57282.0196,-55556.1545,-65502.8659,-68969.4550,-59379.3286,35534276.6284,35534086.0804,35507917.3720,35530874.7544,-60995.1249,35523818.1645,
