sl_100_5400_20270411 Coordinates.csv
2027/04/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:54 2024,
Start: 2027/04/11 07:47:00.00, Stop: 2027/04/11 09:17:00.00,
TIME_UNITS,STARLINK-3626 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-31191 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-1467 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-31737 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-31191 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-1467 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-31191 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-1467 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1949.1989,3452.1513,4154.2063,-3770.4406,-1200.1637,-1447.6861,3375.6691,-4476.9834,-5029.0177,4075.5357,-137.1457,2488.7044,-3770.7261,-1990.6779,4874.4320,4448.3277,5041.1848,599.3468,-5019.7887,2029.6060,-6052.0820,-42.3359,4247.0953,0.0000,-404.9027,2733.5368,-2179.5321,2227.0491,6239.9014,1812.4848,2601.7429,2169.5427,4208.4332,-4096.4646,3429.5570,-3129.5073,4325.4768,5021.9583,-4741.6918,-2491.1492,1537.5177,1077.8631,-869.9139,4420.0952,5679.1051,52.9572,-5229.6263,-6143.6038,1677.2154,2423.7268,5942.3912,-380.8567,-6871.5559,1473.3492,5955.9884,288.8231,6275.4847,3678.0213,-5362.5739,0.0000,0.0000,-1347.3964,-5338.3090,3491.9663,2519.9544,-3904.7853,-1114.2899,-5683.0715,-4169.3984,-5594.7385,4357.5731,-1971.0582,1235.9927,5064.8528,740.9685,4149.3663,-3724.4174,-6497.4379,458.4828,3182.2589,-3579.9361,-2163.6086,-6656.1196,-4323.7465,-2538.5204,4619.6736,-227.8821,-2624.7077,4909.8875,-6735.7523,4342.0638,0.0000,-959.6456,2950.2475,4601.7499,-928.8228,-1077.7381,-1383.9834,3652.6868,-1030.2943,160133.1745,165616.0292,155747.7155,157331.8091,153436.7910,154819.7230,162801.3669,159955.4735,128780868.3960,128798017.1290,128781149.1730,128797991.7145,159893.2828,128793631.6147,-4776.6662,3077.2273,5457.9956,5799.5991,-4330.4498,4859.6709,3980.6237,3189.6716,4702.5299,977.4697,-6763.2234,3313.1151,-2618.5086,-3565.6785,-25.7180,1696.1646,-4640.3344,-6702.3638,-2405.3532,-3955.8992,2931.4909,4601.0573,1934.4197,0.0000,4084.3269,5657.1759,-5813.9320,5945.8478,-2000.1487,5207.7985,4740.8829,3565.1087,5173.6570,-4750.1220,2492.3517,5573.4887,-5185.6020,2276.6943,1831.6560,6134.6885,-6706.1183,-6137.4670,5411.3769,-1162.9411,1409.2119,6865.0330,-4516.2259,-2777.3413,4070.6159,3419.8976,3297.8690,5320.0772,-49.4411,-5846.4071,-2269.9511,4198.7696,-2400.4361,2655.3635,-3100.4562,0.0000,0.0000,-3945.0424,-2586.8845,1230.2964,4412.7020,4057.6748,-4891.5846,2849.5130,-4563.7101,-2829.9168,-1463.9966,-6623.9910,-6684.3124,3854.2627,6059.0652,-5287.1853,2733.4343,-2310.5422,-2409.4478,776.4276,3569.7579,-5166.0437,-1017.8440,493.8350,-4806.7037,3973.2367,-6741.9155,-4235.0109,-4648.6476,-1180.1172,328.9236,0.0000,4016.0845,4193.7490,-4685.8802,-1636.8240,5643.0821,-4843.9023,-3006.1131,5292.6763,308035.9076,273942.6882,294002.1829,294732.1837,287017.7110,288980.6297,286851.4288,289777.5815,-19814263.1282,-19865174.1897,-19847026.8273,-19827103.8970,289469.8914,-19826758.6371,-4583.1927,5146.8293,215.5088,-483.1096,5246.5880,4702.0985,4266.3238,-4197.6389,-102.1292,-5508.1972,1013.3289,-5309.2359,-5123.1659,5439.1292,-4908.0792,-5010.3391,-701.5366,-1610.4353,3931.2361,5286.9772,-1594.3046,-5157.2529,-5146.1868,0.0000,5452.0209,2601.0466,3075.8549,2564.6295,-1282.7088,4224.0005,-4316.6346,-5510.6306,1857.5822,2882.1358,5429.8796,2557.7798,-220.7062,-4174.5524,4674.9551,-912.2059,-687.0755,-2751.4870,-4200.0739,5161.4209,-3711.5192,-666.4943,-377.8835,-1055.3524,5310.1062,5478.6685,-1404.0612,-4410.1610,-380.3870,3373.0707,2669.2949,5463.5228,1688.8667,-4976.9211,3079.6747,0.0000,0.0000,-5504.3855,3531.5692,5858.1183,4669.6514,-3842.2032,4673.2035,-2764.3868,2922.6238,-2671.3084,5147.2870,512.5170,1353.7251,-2645.0266,-3284.1682,1169.3829,4872.9126,-69.3527,-6503.3476,6117.7937,-4578.9155,-3914.5494,1545.1196,5366.6010,-4137.7268,-3063.9133,-1599.8310,4643.4791,1489.1714,-942.2698,5362.5363,0.0000,5511.1568,4650.0029,1807.7110,-6684.6480,3859.8944,-4596.3807,-4986.5021,-4170.3223,173493.3589,171183.4599,170061.9724,173990.7260,175282.5545,165118.7418,162270.4197,168218.5424,39854420.5375,39878757.2851,39872055.0616,39858481.6593,170020.9476,39864337.3453,
300.000,-56.1867,5109.5975,5110.6101,-2276.2741,-2891.1109,686.2944,5029.9736,-2617.1421,-3970.9493,4198.6658,-1651.9030,4298.4512,-4098.5131,-3831.0329,3809.0339,5640.6068,3831.5389,-712.6898,-5081.6986,-128.1691,-5393.9541,1852.7733,5247.6407,0.0000,1777.2426,3522.5155,-3854.1585,3482.1093,5841.1904,2901.0487,3992.6375,4009.8325,4683.6433,-4465.2466,4189.9031,-1503.9613,3197.3232,4634.7034,-4733.7881,-1306.6265,35.7063,-728.0783,564.6593,3042.3767,5275.5055,1262.3795,-5684.7683,-6249.8820,3247.8580,4200.6152,6655.9252,1683.5046,-6624.2812,-177.5889,4571.7233,2366.7697,5759.0793,5230.2887,-6450.6464,0.0000,0.0000,-3375.1437,-6439.1811,4795.5368,3481.6492,-3230.3698,-3144.2123,-4188.7937,-4490.0676,-6535.1220,4250.5507,-3278.6725,-264.1094,5102.2627,2363.2496,2568.6604,-3081.1789,-6587.5847,-1736.5460,2104.5111,-1743.6892,-3790.2021,-6236.5469,-4420.3392,-4385.2205,5077.7642,-1751.1561,-4325.6251,3535.0971,-6845.2019,4846.5871,0.0000,1157.0700,4670.3722,2966.1086,1006.1940,914.2035,-3414.7419,2925.0946,1063.1944,153563.3778,159816.7760,149736.7461,151292.6563,147322.9254,148707.6461,156647.6018,153374.5359,129187566.5447,129205603.1754,129188377.4014,129204861.1620,153796.7523,129200388.5116,-4375.0329,2020.1967,4235.8294,6246.7906,-2983.1243,5153.0547,3419.2219,3816.4879,5361.3215,-1189.4891,-6617.4068,2209.2099,-494.3043,-2421.0116,-1837.0453,186.5454,-5179.0815,-6076.3300,-312.7522,-4157.0898,4317.8262,5142.1334,3021.2681,0.0000,3988.0979,4186.0856,-5486.8058,4585.8351,-3182.3742,5839.1656,3138.0020,2499.1834,3755.5324,-3094.2962,446.6228,5389.3183,-5729.3528,354.8426,3647.1729,6485.7522,-6858.8739,-5583.5173,6282.5859,-2818.9971,-573.0208,6340.7811,-3317.8701,-1145.3414,2571.2393,2254.7491,1955.4112,4777.4842,1449.9005,-5139.1189,-3170.8404,3536.5269,-3849.9292,1428.6120,-1782.3023,0.0000,0.0000,-3298.8293,-1543.6480,2404.0907,2583.9937,5522.4483,-4158.5029,3958.6990,-2870.1766,-1458.7494,-3434.4381,-5766.0558,-6925.2586,2205.7075,4978.5518,-5762.9032,4576.8282,-1071.4419,-2226.2279,-1112.9355,4733.5514,-5132.6508,611.1667,2552.7042,-4144.3203,2087.2304,-6025.9850,-2899.5931,-5060.4012,24.9697,-1663.0186,0.0000,4416.2022,2994.7713,-5276.5802,-444.8252,5151.4747,-4238.4891,-4793.6468,4903.7090,311307.9702,277233.5990,297346.6804,297962.1960,290264.5347,292204.1947,290167.3957,292975.9460,-16993434.9559,-17044493.6872,-17026720.7810,-17005430.3345,292739.6150,-17005993.7448,-5336.4946,4208.5287,1733.7882,-1974.1344,5519.0252,4560.8022,2911.6905,-5140.4667,1695.1505,-5371.8561,-540.3003,-4690.3295,-5502.6491,5072.4827,-5474.0383,-3988.2132,-2440.2719,-3234.1969,4528.3470,5515.4667,-71.1420,-4229.3101,-3404.1290,0.0000,5245.2436,4034.8760,1754.0401,3702.7689,555.9355,2401.6136,-4700.2194,-5045.1160,3443.8951,4255.9843,5450.2318,4008.2414,1600.3183,-5121.1781,3465.8288,934.0879,860.5775,-3834.4816,-2806.7487,5506.4748,-4456.2468,-2407.7391,-2141.3724,-2491.9348,5515.3557,4987.3123,126.5949,-4716.0089,1165.2849,4611.2140,4095.1514,5427.6108,174.0952,-3993.5542,1758.2845,0.0000,0.0000,-5039.6726,1961.4845,4390.5661,5367.9604,-2350.8216,4453.1023,-3853.3747,4280.4313,-1263.6576,4217.5410,2001.1643,-179.7851,-4076.1932,-4204.9021,2590.2233,3830.4802,1728.8938,-6351.1053,6517.8584,-4591.0071,-2443.0800,2904.0641,4658.7739,-3202.5315,-4047.1605,-2949.1338,4390.1405,3130.4704,876.4848,4635.0145,0.0000,5156.5127,4140.5990,3121.2481,-6857.9301,4529.7626,-4108.1363,-3962.3378,-4614.0755,173494.4161,171184.0633,170178.7592,173849.8600,175398.6438,165355.6732,162158.7940,168271.5965,39855171.7264,39879173.5063,39872362.8500,39859188.3228,170036.0142,39864931.5703,
600.000,-2081.4915,6271.6623,5569.2424,-546.9160,-4336.9326,2744.1320,6135.5694,-498.3427,-2498.8679,3966.7558,-3004.9194,5663.5738,-4075.9334,-5296.0768,2413.5388,6293.9840,2219.4522,-1989.0061,-4668.5199,-2271.0993,-4207.6615,3536.0119,5652.8191,0.0000,3773.9220,3989.2314,-5144.2611,4422.7980,4791.9171,3668.2664,5033.9672,5472.1235,4729.4782,-4433.2921,4587.9548,303.9278,1712.1139,3838.1316,-4288.8644,33.0970,-1477.8997,-2488.8208,1913.7675,1404.1772,4397.4258,2372.4751,-5592.6625,-5734.4623,4539.5156,5580.5123,6725.9733,3601.3892,-5719.0693,-1850.9210,2730.6091,4225.4813,4684.3640,6233.1161,-6909.9367,0.0000,0.0000,-5074.9056,-6895.9887,5543.3867,4154.5706,-2246.1726,-4869.6097,-2290.7652,-4394.7072,-6806.6284,3765.0540,-4286.8877,-1740.2833,4666.2955,3792.0547,709.6797,-2148.5124,-6022.5074,-3760.3213,885.9962,245.4592,-5008.5053,-5217.3210,-4127.8663,-5782.5125,5057.4346,-3132.4095,-5606.8610,1790.5608,-6269.3965,4914.8229,0.0000,3139.6667,5950.7052,1012.7786,2780.4851,2840.3174,-5099.8084,1946.4971,3065.1298,146926.9010,153951.9820,143661.5867,145190.6288,141144.4481,142535.1264,150424.5867,146760.8196,129532488.5573,129551421.6090,129533849.4617,129549875.7455,147633.4550,129545372.3295,-3591.5794,809.3944,2579.8673,6101.0764,-1385.0002,4987.4926,2523.5554,4123.0088,5493.1379,-3232.1164,-5802.0537,919.3961,1676.8157,-1077.1024,-3506.3016,-1302.6292,-5218.5586,-4857.9092,1822.4771,-4007.2574,5280.5552,5210.6546,3819.8328,0.0000,3540.4443,2271.4534,-4640.5898,2768.2651,-4017.7665,5894.5976,1253.6204,1238.2483,1947.9046,-1112.9670,-1621.9708,4695.7484,-5671.3958,-1630.8305,5081.1008,6122.8454,-6341.6845,-4483.0335,6538.7551,-4237.3635,-2522.4421,5183.3420,-1772.9839,623.2184,857.9740,916.1882,422.5859,3812.7470,2816.7154,-3953.3494,-3802.2126,2579.9104,-4924.1139,92.4331,-307.3866,0.0000,0.0000,-2380.2026,-368.4571,3367.6130,513.3916,6406.0087,-3051.6034,4721.8732,-863.8692,49.2347,-5048.6443,-4344.5348,-6494.5313,310.2164,3436.2343,-5670.7602,5921.1934,293.8870,-1901.5727,-2935.1576,5453.9995,-4591.6531,2205.9885,4342.5313,-3092.8209,-21.8263,-4733.5296,-1305.1428,-5000.1346,1237.5583,-3464.2298,0.0000,4428.6311,1542.2517,-5354.6574,875.0918,4196.2053,-3241.8501,-6096.2623,4057.3720,314438.6732,280403.2766,300560.0869,301062.0662,293382.7628,295299.3463,293352.9359,296008.7174,-14164301.7367,-14215485.7624,-14198091.2443,-14175451.5808,295881.0154,-14176921.4996,-5512.5055,2818.2195,3060.5146,-3254.0579,5196.3689,3928.7288,1218.7097,-5530.7906,3307.0263,-4659.4229,-2033.7555,-3525.5001,-5281.4038,4132.9335,-5452.0868,-2535.7405,-3912.8788,-4510.1546,4616.1951,5149.2619,1459.6978,-2845.1812,-1300.1930,0.0000,4452.0003,5011.6338,244.2381,4429.8637,2327.9953,323.8824,-4578.9511,-4036.2452,4660.0332,5168.8476,4878.1192,5020.9709,3236.0357,-5517.2484,1882.1000,2668.8450,2315.2414,-4485.6332,-1109.3970,5254.2040,-4724.2070,-3887.5277,-3674.5573,-3649.0916,5123.3426,3955.8541,1643.7056,-4515.6151,2583.2999,5351.3357,5078.7203,4803.6506,-1359.3686,-2544.7817,247.5323,0.0000,0.0000,-4030.4017,178.9504,2453.8225,5485.4748,-594.8498,3741.3318,-4530.4375,5161.2025,286.4499,2831.2841,3275.1399,-1694.0520,-5064.2046,-4676.1105,3720.0245,2338.5654,3338.9232,-5527.3234,6225.6200,-4088.4109,-698.5547,3948.7651,3448.6671,-1909.3595,-4576.3229,-3983.0259,3642.4372,4435.2215,2600.0525,3407.4241,0.0000,4240.5919,3186.7831,4082.7115,-6305.2507,4713.1734,-3158.7396,-2503.5832,-4539.6166,173495.1265,171184.4371,170295.1538,173703.8276,175511.0961,165598.6763,162052.2130,168450.8677,39855927.2361,39879588.8603,39872668.7311,39859951.6502,170050.9603,39865525.7030,
