sl_10_5400_20271221 Coordinates.csv
2027/12/21 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:48 2024,
Start: 2027/12/21 07:47:00.00, Stop: 2027/12/21 09:17:00.00,
TIME_UNITS,STARLINK-3678 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5423 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5617.6591,-11.7011,4795.2214,5950.7403,1258.6816,-6892.6249,4235.4444,1506.5892,-1812.8708,3147.4598,-340600.2313,-351979.4004,-347776.9557,-348001.5167,-353638.8353,-352817.6772,-357217.2741,-354068.8322,-27539777.3601,-27513886.1609,-27516964.1615,-27509443.4622,-353836.8262,-27520136.1934,-3321.0124,-5838.2631,-1389.9340,-61.3058,5347.6517,-158.7780,554.0380,4211.5107,5627.4028,3749.3697,-112641.7347,-112087.7171,-114203.5983,-114422.2792,-107892.8744,-109815.0943,-116546.5049,-113628.0536,312491773.8695,312487812.7632,312482599.8296,312492167.9841,-114896.7055,312492054.3862,2265.3408,-3583.7781,-4651.5584,-3518.8244,4175.5042,735.1655,-5441.5072,-5325.0045,3568.1260,4915.5345,-57428.9451,-59213.9872,-57544.7851,-55097.7060,-52765.9993,-62451.5259,-66347.8066,-57001.6780,-133705152.0511,-133693710.2797,-133724180.1547,-133702484.1255,-58270.4915,-133710766.8931,
300.000,-6477.3383,-1486.2862,4002.5810,4831.6559,3203.8847,-6431.0542,4745.4499,2921.7286,-623.0745,2878.8102,-338274.3057,-349347.0873,-345264.3510,-345565.5663,-351140.0928,-350346.3838,-354650.2245,-351521.1055,-34353302.2064,-34327676.3721,-34329857.3213,-34323093.2758,-351324.0038,-34333596.8064,-2353.1426,-4712.0403,-3392.8574,-1499.7048,5180.4254,1356.1057,-1466.6913,5016.1658,6580.7361,1856.2083,-119727.7191,-119912.8025,-121763.7413,-121912.0942,-115310.0962,-117252.3405,-123943.7882,-121453.6862,311818347.3855,311814647.3379,311809164.2089,311819375.7804,-122340.0883,311818699.2062,507.6290,-4746.0158,-4362.7252,-4712.6230,3245.8969,2201.9408,-4814.2915,-3829.1514,2006.1912,6030.6333,-57595.5028,-59238.4166,-57580.3316,-55397.0211,-52815.9863,-62345.5761,-66591.1559,-56829.2773,-133703620.1026,-133691608.5260,-133722067.3758,-133700478.3677,-58403.4413,-133709000.9951,
600.000,-6688.5870,-2856.8717,2845.0757,3256.6604,4822.0119,-5349.2810,4833.5550,4004.6049,606.2842,2393.3005,-335803.4456,-346565.8356,-342598.6660,-342977.3666,-348485.8942,-347719.7014,-351928.2239,-348784.3784,-41150542.7926,-41125193.5715,-41126467.3420,-41120497.1725,-348654.5912,-41130775.8199,-1155.9116,-3130.3493,-5061.0413,-2836.7370,4533.5228,2760.5074,-3317.6994,5347.7787,6879.7600,-249.7225,-126766.4631,-127708.1669,-129269.8820,-129350.9349,-122673.9656,-124642.2274,-131283.6145,-129286.5731,310996377.1209,310992926.6890,310987215.9031,310998032.7724,-129728.5608,310996803.0074,-1305.0145,-5383.2501,-3585.2919,-5399.0426,1964.4598,3432.8550,-3669.5471,-1927.7139,227.1437,6503.6914,-57762.1713,-59251.9844,-57617.4055,-55701.1041,-52869.3365,-62233.2831,-66829.4794,-56771.7912,-133702090.2697,-133689516.5210,-133719943.2764,-133698485.5060,-58536.3516,-133707234.7795,
900.000,-6237.2646,-3989.4628,1432.7345,1387.3066,5958.6821,-3754.8923,4478.1273,4662.4244,1772.4678,1746.9872,-333188.6305,-343644.4002,-339781.0551,-340238.5217,-345677.3674,-344938.5473,-349052.6325,-345862.8579,-47928261.0170,-47903199.0265,-47903557.7637,-47898416.4129,-345829.7874,-47908435.2488,170.6521,-1259.8516,-6221.9264,-3946.1304,3458.8251,3929.8767,-4819.7004,5153.9138,6492.1234,-2354.0282,-133755.0909,-135472.8769,-136718.7108,-136735.6932,-129981.1424,-131982.1079,-138562.7922,-137089.4613,310026253.1042,310023040.2938,310017145.0401,310028526.7385,-137058.8285,310026755.7014,-2976.6753,-5425.5792,-2405.9477,-5504.7148,470.0600,4296.1183,-2129.6823,178.2437,-1576.5003,6284.6168,-57928.9482,-59253.7721,-57656.1894,-56010.0165,-52926.0205,-62114.6021,-67062.8268,-56841.8121,-133700562.4455,-133687434.1915,-133717807.9417,-133696505.8592,-58669.2222,-133705468.2464,
1200.000,-5175.9566,-4768.1890,-102.2647,-589.0482,6508.4321,-1804.9930,3697.9447,4848.3430,2779.6451,1003.3033,-330430.8954,-340594.0997,-336812.7377,-337350.7589,-342715.7114,-342003.8815,-346024.8702,-342764.3132,-54683228.0466,-54658463.2606,-54657901.4174,-54653621.4149,-342850.8608,-54663346.3717,1512.0705,707.0700,-6753.6077,-4718.1573,2048.7604,4758.9681,-5830.1689,4434.7938,5455.3535,-4239.8663,-140690.7494,-143204.5331,-144106.9408,-144063.2940,-137228.3158,-139269.4163,-145778.1603,-144823.9852,308908435.9443,308905448.2449,308899412.2470,308911316.0803,-144327.6230,308909017.7752,-4327.1975,-4868.3590,-956.5586,-5018.2908,-1075.2978,4699.4158,-360.1199,2265.2416,-3209.8352,5396.5050,-58095.8310,-59243.3754,-57696.8623,-56323.8117,-52986.0104,-61989.5037,-67291.2452,-57042.9836,-133699036.5221,-133685361.4535,-133715661.4771,-133694539.7427,-58802.0530,-133703701.3959,
1500.000,-3617.3189,-5106.9665,-1617.5830,-2477.7783,6424.6200,309.6216,2552.5410,4564.4535,3546.3501,226.9043,-327531.3307,-337428.5720,-333694.9979,-334315.9364,-339602.1967,-338916.7034,-342846.4165,-339499.6451,-61412225.8549,-61387767.5931,-61386281.9592,-61382893.2928,-339719.1484,-61392291.2682,2749.0951,2571.8197,-6598.1341,-5070.2994,428.5499,5171.1156,-6257.3267,3245.5968,3872.8658,-5710.2840,-147570.6100,-150897.6938,-151431.3095,-151330.6944,-144412.2054,-146501.6783,-152926.5893,-152452.9743,307643456.6118,307640681.0312,307634548.4295,307646929.6082,-151531.7036,307644120.0726,-5211.6032,-3772.6805,600.3113,-3991.6039,-2504.2507,4599.6707,1448.3108,4111.5605,-4496.9113,3933.3724,-58262.8171,-59221.4685,-57739.5995,-56642.5322,-53049.2797,-61857.9801,-67514.7791,-57370.0242,-133697512.3905,-133683298.2132,-133713504.0092,-133692587.4697,-58934.8439,-133701934.2278,
1800.000,-1721.5204,-4959.1619,-2973.7202,-4095.8945,5723.0904,2383.3033,1138.3775,3859.2530,4011.4574,-521.6769,-324491.0810,-334162.1203,-330429.1844,-331136.0532,-336338.1638,-335678.0494,-339518.8103,-336082.1955,-68112048.7552,-68087905.6739,-68085495.3993,-68083025.3921,-336436.0556,-68092064.3523,3767.9953,4149.3630,-5768.3260,-4956.1932,-1254.9128,5125.1948,-6068.8344,1692.4993,1903.0127,-6609.1314,-154391.8695,-158542.0404,-158688.5795,-158534.8840,-151529.5624,-153676.5214,-160004.9826,-159942.5807,306231916.1860,306229339.2856,306223154.5163,306235966.2921,-158667.8588,306232663.5419,-5535.2875,-2259.0833,2089.6342,-2534.5136,-3662.4097,4007.5426,3100.1921,5521.3102,-5299.6315,2050.6693,-58429.9034,-59190.4937,-57784.5724,-56966.2044,-53115.8035,-61720.0518,-67733.4708,-57809.1484,-133695989.9408,-133681244.3682,-133711335.6864,-133690649.3517,-59067.5950,-133700166.7423,
2100.000,320.4681,-4324.1643,-4046.7635,-5289.8117,4479.3713,4215.6215,-419.0504,2820.1806,4138.3348,-1190.2690,-321311.3451,-330806.1309,-327016.7098,-327813.2596,-332925.0227,-332288.9892,-336043.6488,-332526.8248,-74779504.9282,-74755685.0124,-74752351.6242,-74750824.8179,-333003.0551,-74759473.8994,4470.6268,5286.6384,-4346.9943,-4371.8975,-2846.3832,4619.7778,-5294.0282,-77.0888,-257.2432,-6838.3600,-161151.7517,-166121.5404,-165875.5406,-165672.8832,-158577.1712,-160791.6878,-167010.2776,-167264.1998,304674485.5697,304672093.4982,304665901.1713,304679094.9792,-165732.9073,304675318.9507,-5263.6573,-494.8183,3343.8101,-803.6602,-4425.0424,2986.3148,4417.0420,6345.3386,-5532.1596,-50.9334,-58597.0870,-59155.0564,-57831.9480,-57294.8331,-53185.5583,-61575.7777,-67947.3599,-58338.8536,-133694469.0622,-133679199.8082,-133709156.6800,-133688725.6994,-59200.3060,-133698398.9393,
2400.000,2305.9482,-3249.7168,-4739.5511,-5950.2881,2820.0649,5630.8852,-1976.3906,1562.5744,3917.1525,-1737.9588,-317993.3744,-327364.7308,-323459.0501,-324349.8711,-329364.2522,-328750.6224,-332422.5879,-328848.7874,-81411417.9421,-81387928.4998,-81383675.9120,-81383113.9566,-329421.6864,-81391343.5668,4783.6240,5877.7769,-2478.5002,-3358.4447,-4196.4275,3694.0736,-4019.5296,-1888.8258,-2392.0758,-6369.4027,-167847.5079,-173616.3802,-172989.0103,-172741.7397,-165551.8502,-167845.0488,-173939.4468,-174396.1509,302971905.1701,302969683.6979,302963528.4727,302977054.0790,-172723.7000,302972826.5666,-4425.6093,1324.4032,4221.7389,1014.1070,-4710.2648,1645.2520,5256.8342,6496.6900,-5169.6324,-2147.1259,-58764.3644,-59121.3771,-57881.8888,-57628.3929,-53258.5222,-61425.2672,-68156.4841,-58931.0757,-133692949.6432,-133677164.4161,-133706967.1854,-133686816.8237,-59332.9769,-133696630.8188,
