sl_100_5400_20271225 Coordinates.csv
2027/12/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/12/25 07:47:00.00, Stop: 2027/12/25 09:17:00.00,
TIME_UNITS,STARLINK-31526 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-30379 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-31928 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-1174 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-2301 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-3558 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-30379 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-31928 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-1174 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-2301 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-30379 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-31928 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-1174 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-2301 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3025.3073,-4217.3455,-5853.7507,4942.4877,2637.4049,-6704.7496,4981.8022,4977.3064,5174.1649,529.9667,-3939.2542,5384.6272,3950.1876,4029.1752,-4172.7400,-2065.5671,4859.8802,4033.4666,-1858.3441,2302.7936,2409.4770,3525.0491,5784.9757,618.8119,-1855.6808,3576.9507,6593.0117,-4097.2324,-6785.9216,-6858.2014,1435.6843,3000.2027,4738.0964,2373.6395,4979.7393,-5968.1819,5260.3421,1127.2769,6392.2784,-6542.3347,-5583.1862,-1987.0126,-5809.9483,-1314.3984,4137.9187,2838.8622,-3534.6266,-4444.7543,3532.9247,-1145.6336,-5598.7511,-304.3824,-6125.7774,-6576.8838,5221.8475,-1635.6995,-219.6944,-3413.8474,-860.0712,-4525.9773,2123.9008,-5364.9466,1504.8136,5031.2553,1812.0843,1412.3142,-2342.0578,6135.7507,4725.7374,5963.9223,3948.6391,5042.8797,-4942.1955,-4546.1299,-4186.3375,5585.1584,-6430.6955,5810.1465,-599.4991,2833.1475,6353.2521,81.9333,5381.5185,-5338.6375,2299.0328,6330.4992,-1858.4306,-6433.7718,1712.0021,-5983.2490,-4258.8077,-6194.8212,-3603.8187,0.0000,-5975.2403,4775.9615,2171.8936,-1710.9015,3997.0923,-3423.1617,-285637.9653,-319033.3252,-296547.9490,-296761.0719,-302823.2612,-301882.7493,-305810.8177,-302524.0061,-31046244.1138,-31017531.0636,-31040645.6235,-31028178.7663,-302550.3851,-31033181.8975,-2760.6695,4990.9226,-3520.8691,402.3748,6370.9983,59.2190,3549.3805,-3763.4294,-678.6762,6888.3110,-5428.7108,3811.4741,-3089.7696,2536.0641,659.8727,6134.2935,3143.7962,952.2510,-5612.9436,-4069.3606,3798.2842,-2155.3912,-3306.3386,-5491.0429,-86.6797,-2666.4464,441.8885,-888.4082,-1138.6735,-600.1217,-4950.2093,3170.6513,-1821.1428,-5435.5785,-808.1605,-3526.7393,-2942.4525,-5587.5066,1069.9075,-1473.5185,1087.0391,4101.5974,-3220.1301,4958.0456,-136.3562,5096.7184,-3371.5240,-909.0388,5661.2647,-6703.7727,2688.8454,5409.1964,-2353.4033,1891.2165,44.7825,-3795.7165,4781.7310,-5677.4133,-5327.9821,2987.2591,4203.9808,-3726.7379,-6185.5499,1644.1737,5286.6344,-4667.7958,1792.6239,3028.2554,3872.2923,-94.0892,1106.7697,-510.1307,-4657.5914,5090.8332,4857.7067,3532.3272,1063.4833,-3743.3968,6745.1026,5504.8628,1606.7626,-6917.5517,3356.0219,3923.8663,6450.5885,-1803.2299,3723.8718,-2138.4303,4448.6585,3448.6776,3567.3143,2497.4540,3552.2276,0.0000,-2808.3838,2314.6700,6388.0774,4940.4174,4081.2412,2815.7349,175955.0322,181798.2014,182915.2976,182706.1729,188842.1794,186979.8767,179967.5408,181872.2486,314156419.4691,314164190.2474,314164925.6859,314160924.9327,181839.2561,314167617.8478,-5452.7163,2346.4418,133.2764,-4717.1150,-643.2330,1317.3565,-3147.0629,2859.1075,-4569.8286,61.7998,-1166.8486,1657.2298,4624.0378,-4920.6358,5301.9224,-2620.8558,3432.6673,-5448.4441,3609.9772,-4818.9491,5205.0375,-5510.0263,-1848.6160,-4044.4944,6676.6640,-5294.1443,-1941.7973,-5494.4111,805.4691,-192.7651,4590.8343,-5357.0952,4698.6549,3522.1373,-4593.4351,192.4754,-3467.6422,3938.2244,1479.7127,-1400.6341,-3870.2039,5164.8234,1880.6047,-4665.5458,-5528.7863,-3726.3860,4550.0786,-5211.9020,1650.5234,1000.4723,-3038.9271,4112.5921,-2092.7321,1116.0360,4499.9078,-5511.6566,4911.6953,1918.1450,-4346.5795,-4361.8614,-5033.7387,-2296.8670,-2715.0828,4432.0716,3995.8123,4856.6888,6263.6319,879.8710,-3235.1037,-3448.8415,5354.7533,4714.8416,316.5299,-380.4526,2575.9872,2080.2425,-2387.4175,453.7631,-617.8794,-3090.2539,2073.0129,-200.1268,-2700.1960,1792.6961,-141.5191,2157.0809,5407.7932,1375.1972,-5013.4962,474.7618,3985.1661,388.1783,-4717.7031,0.0000,2038.5416,-4332.7928,1052.6100,4507.1327,3911.8564,-5309.9002,-163580.4165,-166319.5937,-166525.0338,-164101.3862,-161753.3178,-171430.2187,-175343.2180,-169021.7943,-131455196.4279,-131463561.9248,-131485044.0471,-131470657.6597,-167261.2218,-131466212.5702,
300.000,1503.5844,-3954.3936,-6204.8534,3987.4842,3944.4321,-6061.2302,6145.6206,4485.1283,5018.0734,1697.4528,-5125.0543,5481.3803,2330.4627,4139.5581,-3195.7129,-2104.8469,6084.0270,4582.6833,-3297.2725,991.0503,3619.5122,2336.8013,4389.7245,-1394.2708,-3542.1220,1722.7530,5857.1126,-4147.6837,-6530.5197,-6664.7708,13.6527,3993.9538,3879.1603,1287.2459,4627.4838,-5363.7544,5531.6963,-884.6284,5848.4030,-6129.3431,-5875.7214,167.9306,-5715.3114,836.7686,3956.5736,4574.6576,-4833.3635,-5311.2879,4856.4072,-2330.2251,-4069.8866,1707.1048,-5790.4306,-5605.0969,5881.9757,-3576.3435,1674.4870,-4569.5669,-2847.9169,-2765.1312,4030.8126,-6295.8834,317.0319,4456.3234,2915.8169,-636.8053,-221.4372,6567.7466,4792.0016,6455.9010,4067.2620,4544.0951,-5670.5253,-3343.1208,-3415.6817,5798.7998,-5387.4708,5857.3479,924.9617,3586.6256,5838.5664,-1415.7981,5264.9506,-4699.7419,3330.4523,6024.7215,277.5250,-6322.3974,3626.7609,-4851.7047,-3275.5994,-5495.1347,-2863.2273,0.0000,-5754.8963,5845.7080,3303.5004,-372.6076,4743.5109,-1526.6603,-289206.4309,-322865.9272,-300290.2244,-300584.2915,-306588.4018,-305673.9183,-309509.3483,-306401.2932,-37895602.0151,-37866875.0915,-37889510.7646,-37876745.3082,-306299.7176,-37882460.4762,-4294.8307,5702.7260,-2324.3033,-1456.2778,5617.8270,1597.2117,2698.8186,-5065.8647,-2730.6154,6470.5956,-4462.3287,2328.8133,-4538.8647,412.8944,2631.3125,4884.7111,2219.7965,-1109.6539,-4212.2485,-5486.5701,2003.2822,-3946.2007,-4314.6422,-4890.9349,-1356.8318,-3775.7309,-882.2611,1284.1790,432.1830,619.7764,-6040.0674,1239.6380,-3764.4197,-6493.0125,-2894.3490,-3680.2650,-3933.3861,-5131.0871,-314.0075,-104.7616,2664.4521,4125.4168,-1720.3354,5063.5615,-2278.6817,4502.7636,-1611.6906,884.2783,4866.2141,-6417.6276,3482.8939,4719.5158,-844.0210,3192.3432,-1599.6881,-2873.1470,3822.1759,-5167.2304,-5247.5177,2895.4686,3882.2367,-2826.5625,-6838.1811,-288.8183,3690.6963,-4177.2940,2385.9502,1897.9150,2109.9881,-1515.6605,-1096.3620,-2601.0572,-3267.5310,5561.4893,5949.8371,1790.5142,2526.9171,-3245.0196,6668.7266,3945.3936,146.1706,-6555.8965,1697.2946,5005.6438,5747.1211,-3352.9825,4221.6841,-484.0107,4339.7045,4525.5918,5217.9493,3536.7727,5217.7082,0.0000,-1294.1102,610.9223,5928.6515,6093.7519,2161.2156,3858.6866,169975.3784,175107.1320,176392.8190,176248.6533,182461.5343,180576.9076,173611.4766,175947.6096,313406061.8900,313414137.1682,313414176.1110,313410672.5541,175433.4205,313417283.6702,-5079.4507,263.6747,-1674.4481,-5369.1995,902.8010,2715.4571,-1502.1426,1167.9409,-3933.5482,-1734.4302,387.2148,3281.3543,4527.3848,-5438.5689,5368.3905,-4526.6399,1836.7402,-4962.7801,4399.5376,-3740.6078,5495.9299,-5137.5144,-3153.3652,-4585.9463,5802.6802,-5541.2035,-3516.3387,-5376.8210,2265.1728,1612.2784,3345.0553,-5501.2697,4316.7272,1950.1006,-4093.9861,2395.6382,-1506.8979,4568.8480,3140.0845,-3061.9894,-2385.7446,5513.0568,3465.0394,-4662.2498,-5182.3139,-2589.9104,4314.0024,-4329.5392,127.6417,-817.4764,-4373.2180,4589.7646,-3635.6800,2537.7426,3223.9966,-5139.1516,5441.2732,135.7868,-3516.4259,-5692.9820,-4024.0385,-542.7999,-1006.8377,5263.2004,5005.0241,5431.5304,6494.6433,-939.0442,-4515.0146,-1864.7101,5268.0222,4528.8701,1833.1786,-2155.3772,850.8911,3337.6229,-3576.1588,-1781.1372,941.6063,-4411.1046,3619.3447,-1714.1115,-4114.2756,-1.6286,1661.8877,684.7592,5353.8559,2760.9853,-3982.2389,1967.3563,2968.1751,-1443.7796,-3525.2439,0.0000,3594.8264,-3520.7972,-773.6065,3226.2436,4555.0018,-5533.4039,-163631.3393,-166381.4621,-166472.0918,-164312.2116,-161714.9528,-171235.3656,-175497.6690,-168985.4593,-131453184.3350,-131460853.4955,-131482876.5497,-131468188.8056,-167305.5327,-131464081.6822,
600.000,-127.3070,-3291.2902,-5925.2582,2672.4786,4875.1893,-4808.8070,6682.8956,3547.4594,4413.8685,2715.1705,-5787.2298,5032.0327,505.3047,3888.8341,-1937.6622,-1860.0422,6647.0569,4714.6011,-4455.2237,-387.0361,4519.4077,966.1879,2560.2377,-3290.1413,-4799.5856,-273.0995,4543.9286,-3846.7133,-5647.0298,-5800.2005,-1375.0096,4647.0901,2683.1435,94.1183,3844.9144,-4191.6913,5254.1069,-2832.4889,4660.2861,-5102.8921,-5591.5571,2311.3908,-5075.4732,2904.3106,3439.8990,5856.9337,-5639.4637,-5684.2768,5695.8391,-3287.6482,-2134.1152,3566.8040,-4897.1242,-4087.9652,5975.0201,-5176.1003,3434.7767,-5265.7285,-4546.7450,-705.9314,5524.0163,-6599.5086,-890.9431,3487.5751,3779.4332,-2646.3846,1900.2463,6345.2122,4427.9339,6306.6316,3811.9534,3647.2987,-5827.5390,-1778.0939,-2313.3081,5475.1858,-3833.9000,5251.5609,2363.4663,4034.3802,4752.1458,-2792.1180,4657.1105,-3582.4219,4038.1527,5137.5195,2369.0915,-5608.1685,5167.1056,-3239.3704,-1990.5487,-4184.2654,-1878.0629,0.0000,-4986.5625,6347.5856,4101.4268,968.3157,5073.0472,494.1813,-292651.1342,-326556.7210,-303900.3617,-304276.0203,-310218.9944,-309330.1751,-313074.1166,-310154.9237,-44726990.9703,-44698269.7987,-44720390.0765,-44707370.1643,-309913.4733,-44713770.8682,-5419.8320,5831.2222,-871.2870,-3204.3334,4313.6291,2999.2852,1591.5524,-5844.9845,-4509.6850,5406.0079,-3034.8855,576.3351,-5558.0130,-1758.7568,4353.7139,3132.7203,1077.1903,-3034.4443,-2420.1689,-6322.2670,37.2448,-5366.3096,-4931.8010,-3838.2771,-2547.6925,-4567.6002,-2155.7760,3324.8693,1981.8734,1795.5334,-6541.9850,-787.9308,-5350.5945,-6900.3019,-4683.1464,-3403.5981,-4509.7159,-4215.6917,-1697.9847,1307.0679,3951.6953,3797.7153,-19.2672,4724.5229,-4192.0014,3493.9975,293.1056,2555.6277,3587.9766,-5478.8062,3980.4086,3584.5092,783.6293,4208.4552,-3055.0002,-1717.7093,2524.2092,-4139.8286,-4689.5352,2584.1393,3215.6780,-1651.4080,-6811.5688,-2224.5943,1735.5077,-3323.1735,2818.6456,567.4254,115.4414,-2765.4237,-3176.4206,-4445.4002,-1528.1799,5476.5193,6444.6645,-144.4440,3779.9711,-2413.2149,5905.0243,1991.2649,-1365.4058,-5556.8817,-160.5151,5577.7726,4447.4720,-4571.5617,4343.0762,1240.2888,3842.5498,5178.7559,6340.7054,4202.7317,6363.0750,0.0000,380.7290,-1125.6122,4852.2322,6650.6152,34.4447,4575.7164,163923.9275,168335.1978,169791.9733,169709.6626,176002.0299,174089.0637,167180.5997,169898.8008,312506394.2481,312514775.8339,312514138.6442,312511169.5694,168950.3520,312517643.1804,-4136.8402,-1847.2172,-3295.0981,-5426.2118,2351.7276,3809.8727,307.4780,-651.9887,-2877.3811,-3343.2050,1897.4446,4533.6709,3923.2319,-5354.4799,4822.8945,-5959.4842,26.1283,-3926.9845,4717.6992,-2222.8343,5186.8109,-4205.6943,-4118.3341,-4619.4096,4309.8957,-5194.6737,-4707.6009,-4680.1417,3481.6470,3241.0654,1737.1154,-5052.8699,3470.5371,166.3542,-3135.6860,4342.2927,613.7914,4710.2448,4419.5272,-4384.2275,-639.9289,5261.7057,4673.8899,-4161.1739,-4276.5187,-1174.9471,3563.3099,-2979.8744,-1409.2709,-2545.7439,-5236.7234,4547.9482,-4782.5230,3687.6990,1597.6706,-4207.6658,5371.1324,-1661.3582,-2309.6258,-6423.9521,-2576.8142,1269.6328,809.8447,5525.3041,5464.9211,5414.0285,6030.9232,-2656.0117,-5308.6720,-77.1283,4571.4613,3857.0294,3141.5782,-3689.8995,-966.1409,4236.9895,-4384.0734,-3825.0767,2394.1510,-5258.1159,4768.2253,-3043.7697,-5081.2802,-1795.8053,3280.6216,-861.0555,4701.1545,3849.1655,-2522.4419,3248.1705,1620.4205,-3104.2768,-1953.3151,0.0000,4762.5451,-2318.7978,-2513.2569,1596.1183,4709.4124,-5162.4913,-163682.4250,-166443.3188,-166420.6356,-164527.7379,-161679.8879,-171034.1075,-175647.0355,-168814.0482,-131451176.8537,-131458147.6638,-131480700.0941,-131465702.0512,-167349.7427,-131461950.4785,
