sl_100_5400_20270913 Coordinates.csv
2027/09/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/09/13 07:47:00.00, Stop: 2027/09/13 09:17:00.00,
TIME_UNITS,STARLINK-2133 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-4473 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2457.7305,-6079.0621,-817.3322,3586.8409,-2438.1827,3983.7866,4345.7543,-4926.7081,-1117.1570,-368.5427,-2030.9959,-5866.1616,2397.3503,5077.5607,1079.2070,4851.6641,-315.7297,-3562.3154,5499.6685,4894.9858,-1154.1233,-4908.1428,0.0000,-169.0919,4891.0607,-1743.1478,3060.7125,3065.8869,-935.9541,-3593.1670,5409.5103,4228.1647,921.5367,-463.3437,-4627.8779,943.1936,0.0000,-1682.7179,4194.9607,2538.8574,0.0000,-121.0208,309.9643,-952.2845,0.0000,-1598.7870,-2305.4761,-240.2111,-1283.7491,-5433.3603,-5622.4271,-2858.9639,-5462.3969,2156.4044,-2688.4127,-2935.1997,2996.6187,-2894.6738,-652.6339,-1937.7805,-4838.8160,-4610.5485,1400.6183,5385.1052,-910.3018,-2598.7157,-6184.3925,-3458.3071,807.4113,6068.0067,-3019.6779,4767.1248,1764.2285,-4117.4402,148.6276,-3555.1902,-4084.6500,4828.3495,555.9912,-3119.6638,4247.4502,2845.4652,-665.2552,-3417.0467,4544.9975,-3699.3486,-6555.6500,3615.0365,800.3387,899.1497,-4182.5428,3477.0845,4092.7319,-4911.4339,5478.5706,-2980.4002,6791.2857,1949.6951,3934.8102,-5895.8348,314105.2833,321582.7380,325073.7330,324272.7894,331406.9176,329363.3345,323255.2713,325750.1471,80583020.3686,80595315.2408,80606487.5163,80582569.3751,324517.4913,80585839.6718,6423.5946,-1871.0658,5280.7948,-4512.9580,5684.0095,-1163.4135,2177.7652,1759.7185,6101.8815,6154.8716,-6098.5521,-177.9203,3398.8599,-4291.2308,5362.5544,502.5943,2450.3148,-5441.8871,3395.3374,-1384.8188,-3989.1851,-4709.9942,0.0000,6631.3662,-4718.6778,5852.5401,6195.8320,-3963.3188,-6764.2135,-5502.2630,-2650.0369,-1358.2929,5723.9552,800.7441,-5079.4315,4996.8571,0.0000,6333.7077,136.2060,-3380.0583,0.0000,-4711.4459,6748.4372,6884.9141,0.0000,3814.8830,6262.7856,5358.2324,-6722.6647,566.6476,-2203.5048,-4220.0573,-2983.8650,-3935.7737,-3560.2765,2629.2743,-4309.0986,6186.6316,-5055.1384,4491.7609,3836.7984,-2957.4661,1973.1971,2827.0518,4938.1863,-2416.1310,-1609.4804,-4959.6343,-5397.9690,2921.1437,-5614.4829,1100.0675,-5899.5756,2865.7019,-4143.1768,-5245.0538,-4390.1909,1919.7352,-6899.7676,5803.9341,-244.6944,-6279.3141,5230.0548,2982.3681,-4954.7421,3460.5404,1652.3638,-2320.0252,5422.5684,-5846.6403,2863.5979,5709.7669,1965.9047,1977.0239,3088.5149,-844.0311,-47.8495,4751.1687,-5660.5623,3607.3923,-231361.3964,-221892.9668,-228198.8951,-227959.7195,-223092.0434,-223869.6444,-218498.3870,-222352.1268,278756184.4501,278786210.6733,278790358.8137,278778611.7381,-222099.0835,278775715.3097,-507.2011,-2746.3850,-4392.4944,3742.9090,3074.9907,-5533.7521,4902.7757,4533.2010,2764.2002,3070.5150,2567.0640,3688.4996,-5492.1455,1961.2005,4225.7397,-4899.1181,6473.7463,-2094.2410,2224.9259,4699.4880,5382.6914,1183.9771,0.0000,-2040.8714,-976.4184,3223.3739,-536.2965,-4566.9172,-1197.0140,2147.4452,-3360.3632,-5272.5312,3770.4820,6870.8881,678.0750,-4713.0715,0.0000,1349.2572,-5493.9157,-5225.4538,0.0000,-5049.4043,1434.5192,-139.7485,0.0000,5511.9234,577.4277,4342.5898,-1170.6025,4127.5822,-3203.6549,4548.8189,3022.7460,-5280.0552,-5280.6673,-5707.8090,-4534.3155,1157.2552,4677.2839,4872.0694,2883.4920,4178.9937,-6524.5790,-3349.4452,-4676.5886,5946.3733,2660.7804,3330.8089,-4318.0784,-1521.7402,2378.5915,-4646.9630,3122.4242,-4605.5868,-5407.9396,2478.4376,-3520.5077,4477.3640,-38.9704,1841.2590,-5444.3395,-82.8209,4455.6001,-5235.0354,-1216.5417,4751.0479,-1128.9323,5411.6316,-4035.4941,3553.8711,4677.0607,1710.5482,-5077.8161,4436.3345,-2640.8227,6201.8420,1348.0202,4512.0180,390.4003,-436.3955,-91544.8031,-94282.4864,-94620.7736,-91593.9840,-89656.7721,-99547.7615,-103038.3208,-96321.7136,-74387037.8979,-74413602.5231,-74377232.0180,-74387686.7984,-95081.1777,-74381748.5102,
300.000,3418.1293,-6782.2605,674.6724,1700.6293,-753.4889,3119.7252,4216.0135,-3665.1269,410.4969,957.7175,-3360.8509,-6248.3953,4162.2036,3502.8614,2426.5339,3995.2075,1683.5924,-4173.0842,5676.7773,4234.5928,-3059.0336,-5290.4191,0.0000,1429.4973,3982.0789,-556.7206,4302.1710,1100.7039,-2423.1035,-4200.3405,4922.5685,4019.7061,2225.0960,-2300.9171,-5169.6184,3004.3861,0.0000,-479.2516,4372.7142,435.8864,0.0000,-1983.0652,1819.0234,-284.6008,0.0000,498.0218,-1084.8460,1323.7207,-2751.2229,-4434.3133,-5435.0111,-4305.4004,-6483.5391,10.8611,-4521.7742,-4528.8455,1400.8594,-1269.1756,-2740.6031,-556.6557,-3996.8260,-4504.3870,3308.2126,5804.8342,1239.5979,-674.0181,-6808.1734,-4004.6157,-292.1174,5958.5788,-4524.3259,4081.2990,591.7306,-2196.0979,-1971.3211,-4454.7039,-3748.9290,5718.8364,-958.5163,-2082.1630,4352.4883,1336.0782,866.2156,-1463.2197,3622.5725,-3882.5329,-6206.3345,1942.7063,2603.5608,-425.7436,-2280.1366,4147.3049,5385.5618,-3529.9920,5561.2813,-2077.0317,6743.4886,3096.0763,2692.0634,-5921.7212,318948.7307,326050.8451,329612.9875,328892.8507,336087.9098,334038.7962,327944.7477,330707.0380,74477031.8318,74488907.1375,74500113.1526,74475914.4861,329171.6775,74479786.8121,5548.1173,-375.6001,6160.1746,-4561.8098,5269.0704,-3147.7003,74.9170,3500.7224,5349.2098,6675.9949,-5994.9046,1607.2653,2205.0738,-5022.6469,3918.9337,-1417.6869,3212.9951,-4007.4801,1606.1632,-3399.0972,-2892.9929,-3377.4323,0.0000,5933.1912,-5526.6773,6697.2785,5338.0441,-4909.3213,-6484.8438,-4072.3778,-4345.7403,-3374.5518,4369.6986,-509.6357,-3880.1934,4491.0978,0.0000,6657.9683,-1971.1840,-4048.2205,0.0000,-5234.5636,6037.8204,6581.0792,0.0000,4380.4856,6490.4497,6075.4542,-6362.9032,2432.1035,-251.4260,-2599.3378,-2003.9500,-4168.7349,-2708.9155,3192.0637,-5589.5449,6303.1847,-4739.4881,5764.7095,5310.0147,-988.1553,974.1435,3599.0573,5076.7698,-1465.4089,-89.9466,-3255.8959,-4034.7198,1483.6263,-4999.9175,-892.3601,-6721.5698,3663.2160,-4333.2601,-3632.1636,-2880.4551,65.2261,-6676.6285,6519.1415,-2331.9544,-6571.6483,6081.1159,3884.3651,-5759.4887,4881.2157,2820.6610,-3715.1198,4324.7883,-6597.0167,3677.1907,4397.7141,457.1349,3615.3911,1222.4068,1152.5169,-1567.2659,3045.9001,-5978.0460,3102.3222,-224808.6238,-214599.0153,-221284.9601,-220971.0995,-216166.1122,-216916.4278,-211646.3790,-215407.5188,280450385.7505,280480395.4437,280485223.2352,280472196.3911,-215184.1183,280469988.4828,-2262.8607,-1358.1553,-3071.3224,4848.5860,4398.4512,-5310.6335,5465.4305,4714.1413,4160.4835,1412.6017,841.9715,2538.5409,-5027.1705,3243.1028,5148.5370,-5461.3706,5905.8975,-3637.7371,3448.4656,4299.2805,5337.6863,2871.4901,0.0000,-3307.1520,845.4494,1597.4055,1007.7016,-4544.3702,342.2746,3678.9408,-2109.0340,-4468.9653,4873.7972,6520.6271,2421.2171,-4344.6038,0.0000,-489.3002,-4978.7588,-5347.7196,0.0000,-4045.4855,2811.5030,-2229.1187,0.0000,5297.3496,-1262.4818,2999.3866,368.2125,4614.1565,-4139.4855,4623.8847,1363.8736,-5535.7045,-4472.0325,-4170.6747,-3860.0614,2573.8523,4229.8445,3762.3803,1516.8734,5116.3077,-6043.5389,-1237.7100,-4446.6987,6732.3076,1258.0352,4580.8766,-5663.7679,-3159.8492,924.2603,-5299.1828,1474.2273,-5304.6162,-4875.4377,3637.5302,-5100.2302,3788.6789,-1562.8893,44.3715,-4832.5160,-1606.8817,3154.3980,-5545.1531,606.9208,3062.4380,693.2572,5491.8041,-4566.3889,1988.6609,5369.1687,3323.2596,-4144.9972,4708.8024,-3756.9290,6512.5532,-186.6088,5277.1745,2158.2179,1798.8877,-91415.1541,-94073.0045,-94405.7582,-91641.6540,-89451.7614,-99200.4872,-103039.9619,-95801.7038,-74391384.9643,-74418145.9091,-74382117.0786,-74392285.6925,-94966.1622,-74386332.8817,
600.000,4060.3660,-6828.2939,2068.9936,-377.6166,1041.0025,2003.2503,3726.3565,-2082.3888,1936.4959,2172.0605,-4349.3028,-6040.9200,5533.3345,1577.4757,3585.3387,2793.6677,3476.7771,-4393.5512,5306.7416,3204.5943,-4673.7686,-5169.2247,0.0000,2919.6542,2659.9017,667.1978,5134.3501,-958.0972,-3678.3025,-4429.0295,3968.7216,3458.1212,3359.1046,-3837.4281,-5215.9393,4777.5619,0.0000,782.7187,4170.5982,-1696.7330,0.0000,-3619.8868,3176.3335,440.8886,0.0000,2524.7226,269.0912,2726.7175,-3956.3688,-3023.8929,-4732.6536,-5350.8270,-6858.7688,-2133.2599,-5913.2350,-5658.1665,-298.7546,499.6105,-4558.9476,840.7503,-2760.3159,-4000.2624,4913.6526,5583.8828,3257.9484,1275.3854,-6771.5182,-4202.1364,-1428.9309,5275.4916,-5558.4441,3012.5751,-623.1224,-57.2811,-3871.5236,-4932.4388,-3092.6235,6063.5269,-2394.6740,-831.0331,4077.2088,-318.9360,2280.2041,613.6496,2319.6634,-3706.8620,-5218.3706,116.4955,4172.1660,-1686.2642,-161.0947,4437.7019,6142.1497,-1834.6656,5109.2167,-1039.5758,6039.2961,3981.1731,1160.4602,-5286.1979,323657.1566,330392.3163,334004.2315,333362.5318,340620.0278,338560.3015,332489.7903,335392.4919,68335482.6951,68346943.0540,68358154.6688,68333761.4320,333678.5172,68338170.3316,4108.9973,1143.4865,6443.5441,-4200.6464,4364.4597,-4839.4416,-2049.5305,4930.9274,4059.1237,6529.6626,-5301.8825,3217.8190,841.7245,-5296.2860,2110.7465,-3231.5751,3718.2229,-2147.1510,-365.3278,-5088.6109,-1548.9088,-1686.9312,0.0000,4674.6506,-5777.8425,6874.7598,3957.0411,-5386.8165,-5575.1381,-2224.2760,-5603.6697,-5043.4534,2601.6193,-1839.9436,-2275.9297,3592.8244,0.0000,6249.4431,-3868.3154,-4338.7382,0.0000,-5272.2756,4740.3684,5614.4742,0.0000,4563.8849,6010.1856,6203.9002,-5387.3910,4082.4666,1747.9834,-745.1350,-840.4429,-4053.3761,-1638.2439,3356.8068,-6349.4169,5822.0228,-4003.2565,6479.3676,6234.8582,1101.3062,-50.0062,3994.0030,4751.1568,-274.3398,1426.3509,-1218.2791,-2297.9846,-130.7453,-3878.9282,-2820.7293,-6872.8740,4140.3292,-4127.6308,-1641.1986,-1046.4303,-1769.3940,-5805.2283,6563.5871,-4173.0663,-6223.1595,6342.8353,4461.9772,-5972.5673,5786.5770,3707.5131,-4789.1688,2816.2981,-6693.5814,4182.8647,2632.5129,-1057.8819,4933.3498,-788.0211,3069.6204,-2935.9188,1048.3118,-5712.2751,2279.3096,-218152.9530,-207221.9348,-214269.8159,-213880.6815,-209141.3420,-209863.1313,-204695.7293,-208337.0508,282010864.3577,282040843.7998,282046351.9354,282032011.4472,-208171.5979,282030536.5994,-3772.6998,175.8619,-1419.2707,5422.6267,5246.3251,-4516.9300,5437.5159,4389.2416,5083.6194,-399.3782,-973.6696,1116.9320,-4015.3546,4177.5599,5516.5123,-5436.1457,4707.9179,-4775.4264,4287.0168,3438.3413,4689.1046,4247.6844,0.0000,-4221.0013,2574.0108,-201.4988,2443.6005,-4003.1306,1844.8548,4813.3694,-628.4170,-3179.8211,5452.4410,5476.1432,3901.7833,-3512.0301,0.0000,-2269.6932,-3927.6143,-4844.4759,0.0000,-2604.2758,3883.9237,-4082.1028,0.0000,4507.4962,-2952.7812,1331.2204,1867.7210,4589.1222,-4614.1287,4183.0939,-441.7683,-5200.0581,-3181.4989,-2188.3163,-2773.6736,3714.1356,3327.6154,2245.8372,-20.5519,5496.8874,-4925.2981,1006.0348,-3726.9714,6798.4958,-279.9665,5334.8976,-6412.4016,-4456.0232,-634.6747,-5338.7244,-333.6440,-5406.9892,-3795.0185,4385.0267,-6140.5783,2682.0671,-2918.8178,-1757.4836,-3699.3987,-2956.1466,1511.7074,-5262.1607,2362.4221,1048.3653,2438.5388,4980.1409,-4582.2302,207.8118,5479.1726,4575.1775,-2745.4309,4472.7594,-4451.6091,6129.5155,-1701.2085,5454.8541,3691.9302,3840.7312,-91285.9689,-93874.4580,-94191.7575,-91694.1934,-89250.1505,-98846.8926,-103036.4967,-95214.8171,-74395729.6934,-74422686.3050,-74387003.0379,-74396828.8534,-94851.0944,-74390917.2002,
