sl_100_86400_20271003 Coordinates.csv
2027/10/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:28 2024,
Start: 2027/10/03 07:47:00.00, Stop: 2027/10/04 07:47:00.00,
TIME_UNITS,STARLINK-3577 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-30854 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-1402 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-31229 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-1402 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-1402 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6064.2623,-4125.3952,-215.2421,2634.1336,3632.7711,-2276.8546,-3598.0908,-2154.8056,-3877.0797,-3064.1571,4372.4307,2675.1176,-846.4034,6100.0118,-1266.7407,1685.1667,-1631.8598,0.0000,-2904.7552,2905.5256,4688.1639,883.2875,-3043.6936,-4368.5405,-5175.0072,3937.4380,-3095.1782,2236.8653,3389.0474,6288.4180,-40.1038,4095.6852,2432.1075,3823.3488,-4980.6589,-4269.4282,2760.7719,-2233.3308,6716.9711,4232.3186,-3458.1752,3712.6630,3878.4683,-5262.7373,-13.5232,-5295.3468,592.5773,3254.4104,-4513.5004,-1402.4277,282.0757,0.0000,5010.3155,3698.1941,3013.6428,-5593.5606,-1860.0591,4773.8231,1462.1699,5525.2026,5220.9284,5940.5956,1177.9549,-5238.4538,-5460.6711,-3708.8221,2953.7384,-5683.9767,3556.0240,100.6677,1847.6353,-1141.7854,4544.6629,5048.4909,-5009.4689,-1599.1175,-3925.4553,-2799.4921,-2290.1063,4078.6602,3408.2904,-2192.8965,-5430.8998,-6481.0236,-1493.9552,-2450.6797,1137.0752,-3227.0732,0.0000,5822.8326,-4735.5512,2127.7008,5068.7644,447.6766,4867.1638,4833.6610,-4943.4232,797.6327,-4683.2391,4660.3996,50091.8374,56857.1061,59330.5051,58610.6313,63710.8963,62038.4132,54486.0630,58444.1482,51038112.8686,51047709.9345,51033650.5365,51046403.0731,56874.9708,51042645.1991,-723.9330,731.6079,5220.7589,-2524.3237,2680.3702,4438.7311,2382.4072,-4081.5204,1788.6823,6058.9043,-2643.0423,3152.4388,6762.9736,703.7181,-4904.9737,6688.7754,2420.2020,0.0000,4653.1687,-4777.5427,5103.5913,-5147.7407,6058.0359,-3220.2213,3920.0506,5538.6165,5663.5932,-6243.1134,4867.8856,-2115.0767,6726.0717,5498.3627,6309.5469,-2053.3486,-360.6909,-3806.2239,5100.4084,-5521.5219,23.7858,4187.7138,-4496.2328,-5739.7211,4344.6617,2318.8944,-5435.1061,-102.2605,5088.4579,3270.9238,2943.6033,-4923.8228,-4121.0582,0.0000,4058.0372,2029.6808,3078.1672,281.3923,-2810.8946,1155.4685,4854.5490,-3797.8272,1814.4667,720.9132,4821.9226,3248.5328,1162.1469,5105.0960,5249.4208,-3437.7410,5642.7910,-5011.9877,-4580.8143,-4854.7445,3805.2747,-3127.7615,-99.5611,-4841.5999,5643.0176,4790.2778,-3720.2546,1518.6690,5005.5000,-5347.0125,1176.7800,-342.2416,-4162.5305,991.8280,4049.0737,-4668.0300,0.0000,-3586.5747,3614.7886,-5996.1108,4223.3159,6899.7689,-3356.8359,-288.5643,-779.1274,4299.0590,3809.9572,-3906.3549,340758.1141,366652.3537,341882.3627,341887.4198,348855.9751,347476.0109,350449.6813,347940.5773,290787951.5742,290813498.7354,290762028.3465,290759895.3148,347489.0051,290768864.8905,3215.4718,5484.3531,-4287.4258,5882.7776,5115.1391,-4634.7264,5389.0711,-5069.3982,-5448.9246,1305.6714,-4652.6947,5524.5981,1259.2572,3085.3850,4548.0607,596.4074,6314.6347,0.0000,3915.4449,-4065.7036,-97.2441,4509.9408,1178.2692,-4321.1483,-2355.4951,1367.8024,-2511.7415,1931.4486,-3250.4002,-833.0604,1268.7991,-958.8141,-1422.5733,5427.0481,4642.6007,3899.8725,-3748.0965,-3534.3036,-1703.8246,3542.4073,-3808.6895,-1469.7933,3711.2531,-3871.9847,3967.2844,-4480.6548,4659.7276,-5131.6166,-4329.1634,4514.8018,5475.6955,0.0000,-2477.7703,-5435.1832,5387.5442,-4084.5973,6072.3790,-4499.3266,4718.1623,1651.4446,-4168.1809,3504.2484,-4368.4944,3176.4561,-3898.9296,-2860.9802,-3387.3134,759.7504,1762.0835,-4768.4692,-4835.1448,-4641.6020,3463.1173,3492.9379,4581.8953,-4706.3522,821.8514,4084.2461,5324.5061,5272.6603,3101.3204,3649.0229,4085.5034,2360.7739,5068.1244,-6412.9466,-5481.9577,-3967.0268,0.0000,1081.5846,-3569.6154,2746.0200,2015.8084,323.1132,3554.4737,4920.6520,4587.1697,-5098.5279,3405.0051,-3150.0319,-146534.7542,-148967.2020,-148717.6167,-145807.6161,-143792.9821,-153643.5144,-157214.4394,-148552.9394,-99473405.2007,-99496804.6975,-99490806.9854,-99469807.1362,-149232.3883,-99479109.3271,
3600.000,-2893.7835,3956.9209,-2518.8775,-6410.3665,-4496.4779,-1778.9762,269.2422,4823.6042,3009.2595,778.3003,-308.9190,-5738.0943,-1852.1454,-6566.2446,5201.9253,-2935.7852,-2904.5957,0.0000,1128.1447,-1620.4692,-4892.5875,1255.9945,1138.9602,6573.7656,1670.2274,-4894.1384,1032.2366,-665.6618,-4049.0941,-2735.4565,-1711.4652,-5348.8728,-3450.0932,-5516.2314,4888.7221,5158.7782,-3969.8396,4548.8348,-6266.1971,-6406.8531,5144.7653,-849.4153,-5829.3087,4592.0575,3778.2117,4000.7896,-4405.8166,-4664.9636,390.1923,4260.6466,3921.4751,0.0000,-6443.2118,-4941.6818,-6207.5482,3544.5125,4967.2050,-2433.7958,-5057.5488,-4201.2168,-4735.3266,-4240.0428,-4570.1849,5607.4128,2299.9286,-55.6116,-4819.4470,5263.3352,-4616.9602,3559.4171,2492.8506,5248.8461,-4116.6771,-1037.6941,6198.3948,5104.9334,960.9269,-1438.0074,5805.3215,-4055.2100,-4935.4146,3924.8281,1967.4993,6489.6070,5398.2317,-715.5285,-5014.1915,5954.3589,0.0000,-2983.8874,986.8875,32.6225,-5836.6384,1634.6555,-4392.8491,-2297.4265,4562.9691,-4843.1625,3388.2332,-450.3352,-36014.7988,-35997.1215,-30642.3050,-30984.7254,-24685.2251,-27067.1222,-33280.1080,-33022.7430,-26019161.5439,-26019662.8575,-26019463.8368,-26005933.8884,-31673.3714,-26013525.0629,3041.4179,-4634.3963,-6264.9732,2091.8976,2063.9011,-6019.7648,-5194.4202,195.1140,-5452.3260,-6438.8247,4339.0243,-360.6343,-5237.6781,1917.5799,3872.6767,-4472.4238,-2698.5479,0.0000,-6599.7834,6716.1455,-2944.9582,6751.3887,-3946.2430,2138.6457,-4137.6148,-2548.6592,-6748.1033,6426.3385,-180.3352,3601.8017,-5766.2667,-3476.7603,-3474.4654,4016.1550,-3903.1214,-176.9581,-1136.8998,2250.5875,2182.3617,-2636.2959,236.7485,5546.3262,-3689.3377,-5138.3506,1901.0509,-3785.2712,-3775.6387,1004.0936,-4192.4352,1096.9714,4473.7954,0.0000,-2139.6752,2248.6894,-1185.2524,-3840.1194,4071.9704,4003.1913,-3275.7253,4758.6728,2322.6224,2809.3691,-4735.3888,-3655.9202,-4669.3003,-5091.1753,-4863.0815,554.7624,-4395.9403,2602.0862,3704.7056,3386.4902,409.0805,4025.6822,-2746.1735,2971.5111,-5619.8878,-3928.3666,2722.0662,3183.0808,-763.0610,1222.3282,-3691.3162,-1233.9729,3781.6061,-4405.9265,-2195.5364,3417.9986,0.0000,4744.3133,-2523.1912,6880.7429,-2800.7441,-4795.4644,5283.6869,3923.0530,-3830.0726,-4446.8360,-6050.2678,4104.4629,339993.9737,369643.3859,344699.6305,345953.2468,352175.0042,350943.8296,353104.0050,349708.9359,294093584.2325,294117377.0392,294061624.3912,294071297.9929,350541.3283,294074143.4506,-5489.3375,-3266.1529,-212.9630,-1593.7981,-4710.9298,2623.7364,-4557.5504,4853.5272,3000.9120,2390.7003,5353.1414,-3838.5636,-4151.9721,612.6064,-2095.9830,-4401.4395,-5733.1009,0.0000,802.7972,32.6673,-3931.9367,-758.5703,-5528.8903,513.6992,5258.2535,-4203.3979,-1164.6543,2443.8853,5401.7523,4913.9355,3260.4735,-2692.8514,4864.1300,-1349.9661,-2731.6297,-4624.9499,5519.7868,4699.8402,-2000.6491,-232.9526,4475.2067,4164.9597,430.0580,732.6991,-5245.5773,4204.3524,-3795.6488,4968.7091,5466.0336,-5232.2855,-3437.6080,0.0000,-1266.9162,4209.4778,-2794.0154,4541.0202,-2667.7570,4719.8919,-3430.7799,2715.7186,4470.4126,-4724.3301,-611.6950,1801.2608,4376.1766,4686.3041,-912.6493,4078.2940,2635.7182,5315.7748,5260.0030,2703.6579,-5488.4264,-5504.3886,-476.1007,3628.2575,-3934.1127,-5485.7196,-2546.0900,-4505.2752,-4632.0429,-5470.1272,-5495.7900,2019.6749,-1388.0640,5294.0472,4199.0992,871.7697,0.0000,-4072.8800,6377.5431,835.7589,2386.1662,4704.4527,667.4117,-5211.1371,-3274.7268,1340.9462,-39.7482,5452.6286,-147062.5129,-150126.9107,-148573.4359,-149038.1231,-143886.2223,-151359.1201,-159212.0494,-151055.8335,-99524940.6767,-99547464.2355,-99533989.0641,-99516998.3244,-150167.3451,-99527709.5488,
7200.000,-711.0688,-2940.0520,3722.0079,5852.9259,4370.6276,4358.3197,2102.5319,-6172.2276,-1738.4373,2375.3479,-3139.3243,6723.1245,4721.0297,4120.7630,-6364.6326,4210.6680,5672.0112,0.0000,1661.9736,-360.0353,4020.3991,-2627.8992,2833.1655,-5926.1349,2779.0812,5054.6575,1695.0560,-1926.2834,4054.8704,-2708.9502,3632.1936,5106.8941,4421.3124,4753.0635,-3080.0315,-5213.4438,5016.9764,-6133.9605,3410.8344,6132.3227,-5489.5109,-2780.6482,5247.2180,-2338.4924,-6273.0878,-2281.1828,6613.8487,5302.8074,3357.2980,-6115.2983,-5768.8812,0.0000,5412.5364,4952.3982,6704.2704,-1207.0905,-5141.7454,-100.3538,6806.6011,535.7780,3573.7097,2002.3481,4360.8359,-2773.1699,1045.8779,4002.8520,4690.7312,-2063.2519,4289.4750,-6410.7884,-5868.3110,-6610.8147,3359.5723,-3166.7168,-3864.0364,-6864.8136,2912.9308,5319.0091,-6512.9083,3328.5260,5202.5492,-5227.4531,1395.3972,-3588.8852,-5578.2229,1956.4902,6872.8874,-6259.4107,0.0000,-1124.5368,3631.1429,-2416.1413,4426.8305,-847.1980,1737.4222,112.6511,-2676.7044,5297.6896,-803.6545,-4049.3427,-118497.6682,-126710.2912,-118727.7221,-119497.0322,-111188.4135,-116791.1338,-118858.9649,-117272.3024,-101304823.9963,-101314233.1971,-101298255.6066,-101291465.0081,-118142.9712,-101298015.1840,-5396.4655,6165.7255,3370.2761,369.7636,-5184.0801,5032.2997,6530.2030,2717.2114,6568.9595,4588.5734,-5547.9712,-1560.5179,2313.4930,-3879.8109,-1437.4147,422.1470,3570.4833,0.0000,4386.1379,-5620.8664,-1018.5405,-5344.2836,989.8851,-318.5160,4095.6878,-1546.1804,5306.1902,-4000.2652,-4467.3603,-4284.8435,1945.0181,-236.4332,-852.9602,-3646.1063,5966.0689,3810.3388,-2884.6836,1224.0593,-4046.5339,117.3647,3625.1643,-4444.3685,1241.3447,5871.1404,1527.2618,6397.9565,1981.7423,-4112.0732,5150.8024,2212.8520,-3592.2073,0.0000,-915.2480,-4769.9245,-422.7308,6448.0624,-4074.4071,-6652.0341,1311.9560,-4302.8753,-5578.4869,-5871.7312,622.0396,2747.0261,6560.5517,4324.8950,2109.1684,3829.3171,720.6931,-479.2793,-2778.2894,-978.4620,-4679.3714,-4712.2239,3882.2500,-915.6249,4265.6555,2891.9171,-1212.2276,-5961.6342,-3550.2278,2910.5376,5862.6851,2899.6518,-1343.4825,6570.5369,627.1696,-1062.4603,0.0000,-5099.4365,2341.6438,-5180.8204,-478.9150,-369.6673,-4952.7130,-6551.4455,6213.7411,1964.3920,6012.4092,-3941.3608,318440.5083,349331.8278,325713.5401,329752.9603,333320.9164,331132.2606,334001.3867,332372.9586,277326728.2369,277346425.4302,277292746.8627,277311946.6750,331400.6442,277307469.4431,4239.5183,-1047.3806,4509.7943,-3697.0886,803.5188,1402.2555,827.0189,-1224.7615,1290.5591,-4600.9990,-2666.2081,-309.7529,4510.5461,-3907.0656,-1973.0374,5469.1178,1900.4849,0.0000,-4851.2496,3994.2780,5541.0345,-3506.0467,6186.6652,3576.5353,-4820.0345,4478.8245,4103.7349,-5301.0691,-3056.9171,-4364.3933,-5470.5658,4658.0822,-5246.2277,-3545.1237,-1240.4580,2501.6984,-3768.8022,-2972.0469,4463.0061,-3235.7243,-1840.0515,-4626.1196,-4329.7995,2836.3340,1905.2608,-1399.3449,604.6642,-1602.9195,-3158.6155,2083.5271,-991.7838,0.0000,4179.6418,-160.7877,-1610.1746,-2235.2063,-2318.2024,-254.6561,40.7449,-5382.7928,-2003.0516,3101.6114,4916.6710,-5740.9766,-1483.7435,-3643.5090,4599.7368,-5084.1650,-5364.0105,-2555.1135,-2367.7098,1297.5761,3731.8150,3900.6407,-4027.4777,-377.1280,4602.5060,3288.2628,-1919.8002,477.7139,2576.8170,3304.6528,3355.8330,-5149.4181,-3530.4354,-1014.4307,-256.7443,2747.7105,0.0000,4539.7188,-5434.7395,-3927.1075,-5278.5111,-6861.4543,-4491.2939,2185.6629,-639.6987,3614.0852,-3366.7086,-3868.3493,-147697.7096,-151272.9237,-148842.3569,-152558.3234,-144427.7317,-148895.0701,-160529.5949,-149880.6275,-99576636.0056,-99598004.6311,-99576204.6830,-99566618.3005,-151088.2400,-99576290.3054,
