sl_20_5400_20270316 Coordinates.csv
2027/03/16 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:59 2024,
Start: 2027/03/16 07:47:00.00, Stop: 2027/03/16 09:17:00.00,
TIME_UNITS,STARLINK-1414 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-1798 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-32134 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1414 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-1798 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1414 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-1798 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,1677.1688,1818.9334,-5296.8738,-487.0754,3978.3434,-3901.3796,-3350.7392,2307.1385,-5901.8392,-4215.9155,2451.2965,4717.5572,-5368.4726,3168.9074,4375.6536,-6006.0964,3151.5963,3575.3876,4107.7657,-3696.1746,302364.7065,296760.3990,292910.6411,294205.4370,286797.4072,289001.3675,294967.2890,292062.6530,96125513.6119,96123838.1487,96138037.1462,96125628.4744,293841.8271,96134830.2405,4145.7374,-4685.9654,3487.6509,-3945.3831,2043.4783,1002.7414,5425.9170,-6406.6915,-2546.1042,-5221.5734,110.3677,-4615.7206,3289.8831,-6034.9402,-2039.4687,-1254.0373,3513.8899,2336.6985,208.6742,-3392.8025,161522.4267,149381.9225,154801.5625,153964.6023,149184.2389,150169.4327,145722.9605,149110.9440,-43945023.9174,-43965492.1505,-43916999.9175,-43932007.6262,148792.1082,-43927088.6771,-5270.8152,4732.9186,-2614.3334,-5248.0566,-5044.9758,5650.8266,-2428.7886,1308.1886,2572.7943,-878.5989,6476.3020,2140.0008,2922.5398,1061.3153,-4898.2165,2819.7247,4979.1324,5430.7299,5396.2952,-4589.7169,172251.1036,169244.0452,169353.7354,170955.4693,174519.8498,165723.6225,159801.4394,168464.4715,33578439.0241,33557508.9390,33592847.8669,33589159.4213,168488.6171,33581423.6780,
3000.000,3220.3829,-218.2267,-4574.5847,-2651.4211,4043.8449,-1983.6733,-1730.0713,661.3820,-6711.0466,-5063.8612,329.3231,3709.9332,-5480.3544,1796.1406,4170.4295,-5276.0429,3865.9853,4201.8004,3805.9888,-4045.1951,298891.0096,293872.6026,289859.3474,291098.1199,283616.6862,285868.3194,291741.0027,288941.8916,97066230.3390,97065305.5336,97078095.8033,97066428.8733,290671.8606,97075448.4498,2631.4733,-4291.0290,4966.6032,-3642.7110,-134.3110,1815.7276,5322.4067,-6348.7517,-1483.0778,-3834.5912,865.3373,-5827.6009,4170.1173,-6059.2219,-3922.5632,308.9358,1503.6445,250.2426,-1966.5506,-1343.0799,167937.2213,155187.6335,160921.2876,159979.3254,155279.9874,156232.8122,151893.1998,155093.3927,-41831260.6486,-41851792.8319,-41803374.2899,-41818790.6303,154908.8238,-41813318.3997,-5521.3294,5402.8933,-1199.6599,-4800.3970,-5393.3498,6396.5980,-3906.1447,2703.1807,849.7850,-2341.2192,6862.7391,666.7015,891.7178,2760.4259,-3809.7898,4199.6705,5463.7533,5478.7146,5261.9817,-5298.6088,172229.0970,169305.9645,169416.3858,170720.9388,174560.9655,165970.2363,159686.8623,168912.8232,33579174.0287,33558351.7427,33594217.3217,33589838.1170,168457.6479,33582411.7296,
3300.000,4490.5021,-2257.3845,-3403.3830,-4510.2082,3738.9765,110.0351,98.9430,-1070.3813,-6853.6034,-5403.6083,-1856.5436,2349.5716,-5041.1125,217.6321,3585.1089,-4008.3206,4248.7958,4469.9559,3165.1447,-4033.0540,295280.2213,290833.9604,286681.8910,287867.2789,280310.0795,282620.3460,288385.0939,285829.4729,97960476.0037,97960300.0742,97971689.0057,97960793.9557,287374.6314,97969595.6174,897.5434,-3524.7824,5941.2570,-2979.2312,-2301.8844,2524.9267,4702.3004,-5689.7290,-282.6001,-2035.9255,1434.2883,-6473.3933,4616.0793,-5493.9732,-5396.3009,1880.1378,-646.9720,-1843.4143,-3940.2937,850.0373,174275.8410,160934.3022,166970.1948,165918.8711,161307.8089,162227.8594,157993.6516,160999.6989,-39697364.2637,-39717944.0550,-39669648.9666,-39685428.4030,160958.0761,-39679418.8433,-5177.6503,5489.0065,347.6955,-3757.4969,-5116.7160,6462.7706,-4946.0294,3808.7688,-964.5544,-3534.8633,6516.3150,-877.8004,-1234.1766,4159.4808,-2304.1922,5093.8017,5346.9622,4936.2214,4529.3576,-5408.7504,172206.5518,169357.5571,169477.0895,170480.5078,174598.6500,166223.0780,159576.9197,169326.6615,33579910.4831,33559195.4548,33595574.9192,33590503.4797,168426.5574,33583399.7669,
3600.000,5357.3729,-4094.2441,-1887.4711,-5847.8835,3093.0833,2164.9433,1953.8130,-2728.8246,-6318.6697,-5211.2584,-3865.0183,754.9356,-4078.1755,-1420.5422,2661.6135,-2345.7265,4259.4500,4346.7065,2244.0329,-3662.4248,291534.0614,287650.8825,283379.6812,284514.4377,276878.9781,279260.0491,284901.1141,282714.8569,98807819.9495,98808390.7728,98818387.8709,98808292.5393,283951.5736,98816841.2518,-885.5718,-2465.0978,6321.1535,-2017.9978,-4225.1581,3058.5924,3640.4934,-4500.0843,956.6250,-8.4128,1759.3215,-6498.0606,4604.5012,-4406.3092,-6315.1630,3299.5572,-2718.2318,-3736.4893,-5502.9698,2956.1293,180535.3451,166621.8555,172945.6858,171779.6932,167265.1208,168152.2746,164021.5394,166843.5462,-37544356.3064,-37564967.4654,-37516844.9501,-37532939.9906,166937.2190,-37526411.5469,-4276.4499,4981.9789,1856.5135,-2247.9073,-4246.8872,5842.5248,-5432.7858,4506.6703,-2675.3499,-4322.9404,5473.8376,-2328.6878,-3228.6695,5106.6270,-545.8924,5399.0223,4641.5373,3861.4857,3281.4749,-4907.7970,172183.4734,169400.0825,169535.6716,170234.1773,174632.9208,166481.9945,159471.5762,169671.3790,33580648.5010,33560040.0844,33596920.4947,33591155.8074,168395.3455,33584387.7900,
3900.000,5725.9455,-5542.1338,-166.7632,-6508.9770,2164.8098,3973.2683,3645.4591,-4158.3250,-5163.6141,-4514.8456,-5471.5627,-932.0113,-2674.5473,-2962.0156,1473.9616,-469.3318,3888.4600,3832.1022,1124.9581,-2965.8803,287654.3126,284328.9736,279954.1784,281041.1474,273324.8302,275790.2157,281290.6736,279576.8329,99607853.9730,99609169.0884,99617785.9223,99608515.7520,280404.1765,99616777.3144,-2546.7804,-1212.6529,6076.0782,-850.9700,-5695.6095,3354.0729,2252.2426,-2899.7761,2130.9892,2039.5364,1818.4852,-5907.0183,4158.4852,-2913.0491,-6591.3560,4417.5701,-4500.0011,-5243.1389,-6488.1173,4753.5066,186712.8325,172249.0742,178845.1962,177558.1455,173149.3686,174003.8182,169974.1253,172637.6371,-35373267.5278,-35393893.9223,-35345992.3637,-35362353.6310,172843.6364,-35355327.2500,-2914.1802,3936.3832,3159.5585,-458.6040,-2884.0516,4601.5204,-5312.4303,4722.2969,-4099.2861,-4615.5648,3846.2083,-3531.5038,-4879.8986,5499.2707,1272.3315,5080.1557,3424.8653,2370.1229,1660.0797,-3851.8684,172159.8672,169434.6821,169591.9613,169981.9946,174663.7939,166746.7490,159370.7984,169916.7065,33581388.1953,33560885.6407,33598253.9101,33591795.4218,168364.0122,33585375.7988,
4200.000,5547.0281,-6451.1695,1595.9949,-6417.0511,1037.4225,5355.3319,4997.1586,-5221.5257,-3507.3000,-3390.1283,-6493.8632,-2558.4698,-961.3685,-4255.0302,122.9978,1421.3250,3159.5519,2960.9981,-93.1630,-2003.4468,283642.8192,280873.1035,276406.8936,277448.9728,269649.1395,272213.8366,277555.4409,276384.8943,100360192.5211,100362249.1338,100369499.2815,100361077.2250,276733.9834,100369018.4166,-3930.6460,118.4767,5238.2654,408.9701,-6553.0095,3365.2074,680.5788,-1045.8712,3140.3343,3895.2674,1626.9224,-4764.3834,3342.3671,-1167.7656,-6203.6650,5110.6073,-5813.2386,-6218.0395,-6790.7099,6052.3466,192805.4435,177814.0372,184666.1968,183250.4623,178958.0268,179780.3137,175848.7110,178391.9957,-33185137.3933,-33205763.0049,-33158129.9632,-33174706.2651,178674.7440,-33167205.3993,-1237.2257,2464.9845,4112.3448,1387.8212,-1185.8289,2871.2589,-4598.2707,4432.6047,-5084.3682,-4379.4300,1807.0923,-4358.6265,-6013.2461,5294.9403,2950.7145,4173.8481,1830.7202,622.9192,-150.3235,-2359.6722,172135.7385,169462.3499,169645.7917,169724.0714,174691.2840,167016.9943,159274.5549,170039.5248,33582129.6785,33561732.1330,33599575.0528,33592422.6714,168332.5575,33586363.7933,
4500.000,4824.0960,-6724.2473,3230.6957,-5584.2964,-187.9275,6177.8142,5862.7865,-5812.5274,-1517.2014,-1952.2774,-6813.2568,-3974.5260,894.7148,-5167.3109,-1271.8635,3129.3897,2129.0632,1801.5477,-1303.1652,-858.1509,279501.4861,277287.5281,272739.3874,273739.4737,265853.4656,268534.1266,273697.1413,273101.7356,101064472.8771,101067267.8612,101073166.8503,101065613.2735,272942.5917,101073202.0046,-4912.0466,1411.0007,3898.0818,1638.4236,-6703.5433,3069.0328,-918.1626,882.9883,3896.0774,5363.6613,1233.1103,-3185.5459,2252.6052,655.1675,-5198.9823,5294.9475,-6528.4375,-6570.8648,-6378.8917,6715.0696,198810.3609,183314.4118,190406.1938,188852.7351,184688.6008,185479.6492,181642.6392,184112.4748,-30981013.5848,-31001622.5146,-30954304.6430,-30971043.0433,184427.9903,-30963093.6505,573.5010,726.8156,4609.2588,3061.1132,650.5011,835.5228,-3369.5431,3668.5049,-5525.8774,-3641.4099,-425.4160,-4722.5930,-6509.3757,4515.7127,4304.8378,2784.5480,34.7315,-1191.5351,-1943.6509,-599.7383,172111.0924,169483.9362,169697.0005,169460.6075,174715.4047,167292.2352,159182.8168,170026.2791,33582873.0618,33562579.5707,33600883.8342,33593037.9353,168300.9815,33587351.7735,
4800.000,3614.9306,-6327.9584,4576.3144,-4109.9985,-1400.7267,6367.1717,6142.8117,-5867.5876,607.8708,-344.3502,-6389.1247,-5046.6866,2707.8189,-5599.6868,-2583.0765,4481.2810,882.2657,450.3641,-2398.7598,370.4433,275232.2780,273576.0115,268953.2697,269914.1793,261939.4222,264754.5466,269717.5566,269686.7161,101720355.3352,101723885.2377,101728450.4824,101721783.0664,269031.6515,101728988.5348,-5407.7013,2554.5869,2193.9461,2715.2822,-6130.8419,2470.7429,-2389.5520,2703.8217,4328.5288,6287.4911,710.6429,-1325.1982,1006.2254,2377.9755,-3686.3685,4937.1920,-6578.8758,-6274.8773,-5297.4015,6671.6455,204724.8113,188747.6366,196062.7303,194360.8883,190338.6276,191099.7789,187353.2942,189799.7005,-28761951.4988,-28782527.9735,-28735570.9403,-28752416.8292,190100.8575,-28744047.3675,2322.1361,-1090.0231,4595.2094,4352.6163,2410.9374,-1289.1237,-1763.1203,2511.6486,-5377.0320,-2485.6558,-2612.4879,-4585.0155,-6316.1111,3245.9269,5186.1309,1072.7999,-1765.1101,-2877.5221,-3516.1192,1228.3215,172085.9337,169500.1621,169745.4301,169191.9243,174736.1684,167571.7798,159095.5567,169874.6042,33583618.4560,33563427.9632,33602180.1893,33593641.6271,168269.2841,33588339.7394,
5100.000,2027.4502,-5296.8360,5496.7650,-2168.0895,-2490.7170,5916.4353,5796.3047,-5372.2649,2657.5442,1276.5502,-5263.9779,-5670.1822,4291.1724,-5497.1867,-3686.5050,5344.6501,-473.3186,-975.3360,-3283.4913,1574.4006,270837.2183,269741.9339,265050.1983,265974.5532,257908.6768,260878.8242,265618.5237,266099.9166,102327523.3650,102331784.4088,102335035.1441,102329268.7850,265002.8653,102336061.6371,-5383.2025,3455.0979,297.8080,3530.5638,-4898.0871,1605.9076,-3595.8415,4246.7498,4393.0251,6564.4963,146.7329,637.8068,-271.6976,3836.8472,-1824.6657,4059.9017,-5966.9280,-5368.5474,-3662.2046,5927.6420,210546.0663,194111.0362,201633.3868,199770.6525,195905.6772,196638.7230,192978.1032,195448.6482,-26529013.7411,-26549542.1186,-26502990.5335,-26519887.7002,195690.8628,-26511129.1161,3819.4025,-2789.0283,4071.6555,5101.5858,3890.1038,-3276.7876,41.2488,1085.8272,-4653.6356,-1044.3726,-4520.7915,-3960.4248,-5453.5285,1623.3168,5498.0894,-763.2132,-3370.6690,-4253.6611,-4689.6814,2916.6339,172060.2674,169511.6386,169790.9278,168918.5105,174753.5860,167854.6732,159012.7495,169593.8277,33584365.9707,33564277.3201,33603464.0750,33594234.1995,168237.4654,33589327.6910,
5400.000,209.9982,-3730.2053,5894.7619,14.1011,-3357.6150,4884.4342,4847.1707,-4364.0670,4430.4474,2754.3659,-3558.4967,-5779.1429,5476.1251,-4856.2548,-4473.0032,5641.5863,-1817.0188,-2347.8058,-3878.6684,2646.5899,266318.3883,265788.3798,261031.8787,261921.9466,253762.9500,256910.9703,261401.9335,262306.2411,102885683.7641,102890671.8520,102892629.0646,102887775.7697,260857.9870,102894128.2677,-4854.7681,4041.9612,-1602.2763,3999.0219,-3140.7367,539.3559,-4428.9235,5371.0312,4074.5460,6159.2593,-370.7783,2517.4095,-1460.3630,4897.7001,194.5801,2741.1945,-4762.6575,-3950.2019,-1647.3057,4563.6525,216271.4438,199401.8921,207115.7821,205077.5404,201387.3536,202094.5655,198514.5373,201048.9516,-24283269.6183,-24303734.3929,-24257631.7389,-24274522.4447,201195.5593,-24265408.1562,4903.4236,-4186.9080,3096.4897,5215.0162,4915.5915,-4916.7653,1840.9512,-456.2673,-3432.4977,517.0167,-5947.7886,-2914.8090,-4012.1062,-175.7929,5206.5829,-2510.9184,-4605.7809,-5172.4883,-5332.0301,4273.1403,172034.0981,169518.8838,169833.3467,168641.0837,174767.6675,168139.6085,158934.3719,169204.1953,33585115.7146,33565127.6510,33604735.4692,33594816.1488,168205.5254,33590315.6283,
