sl_100_86400_20270607 Coordinates.csv
2027/06/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:30 2024,
Start: 2027/06/07 07:47:00.00, Stop: 2027/06/08 07:47:00.00,
TIME_UNITS,STARLINK-2325 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-1363 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-2012 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-1828 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-1363 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-2012 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-1363 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-2012 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5249.0651,-3319.6798,2812.6942,6195.2487,48.9472,4923.4620,-5053.8601,-3781.3263,-2828.1675,3963.5995,3372.5542,-212.5447,-3962.2866,-5988.3892,-515.7028,5710.1005,-4232.8937,136.6584,2058.3919,4780.3604,3627.5719,-4456.0622,6635.6492,-1592.5687,-6439.6935,1380.7377,3136.3845,4383.3677,-5969.8564,4831.7896,1589.4885,-705.9910,-1356.8775,-6612.8142,5301.8058,-4564.3305,2484.3111,1735.6167,36.8089,3689.0548,-6192.2061,3526.9852,-3808.9371,997.9304,-1068.4504,-1999.6621,5996.2463,-4052.5094,-4750.8994,5762.6397,5505.4459,-4496.4279,1068.6864,5436.2669,-3825.5371,5854.3303,-3936.5817,-5378.6784,4378.7622,-228.4080,671.0768,-2321.6794,-2225.2050,4822.4205,-6041.0478,-236.8725,3371.6850,2369.2374,-5453.2185,1480.8244,-3492.6337,-4914.9680,6173.4022,-5832.2645,4846.6908,-371.7190,3530.9453,-5298.5297,-5176.4116,-3662.4283,945.8299,5008.9047,4412.9569,-1533.1407,-880.9311,2751.6583,-3242.0966,-4667.4017,-5668.0224,3642.5755,3335.1976,-445.0558,3257.5204,-1218.6380,3400.6179,-3685.7502,2309.1581,4780.9284,6303.4656,-600.6525,47193.3775,67295.5021,56691.3706,57007.0302,61174.4702,60428.0090,66572.4927,63244.6972,176729970.6082,176706682.0151,176707868.6920,176701838.6495,62807.5458,176710866.5212,4279.2274,-4144.1701,5241.3878,83.3701,-5375.4148,-1183.6560,810.3218,-4408.1670,-5407.8774,-1337.6672,-3707.2055,5104.6320,-5542.3014,-3399.7790,-6078.9650,-775.4182,4019.9892,6781.3601,-6313.7159,4689.7950,1265.6624,-4914.7696,944.7466,4037.9810,-1692.4891,4254.4744,6013.7230,906.6520,-2984.6587,-2590.2110,6533.1226,-4839.6267,5960.8391,-1723.1323,-2219.1968,406.0986,-4533.8580,4694.9850,6675.6847,-1864.7683,-2623.9338,-2163.7920,-5601.2327,-6485.2432,6754.6104,5444.1560,2839.6146,895.4363,-4145.6643,263.2849,2211.0334,-1571.8409,5973.1334,71.8928,2436.3607,-2221.4025,4664.1937,4225.3952,-513.3586,1186.9290,6457.9745,-4029.4715,-6305.8055,-1919.3754,-2936.8069,5486.3966,-3777.2579,-3449.8020,-2956.7528,4415.3134,2279.7181,-4423.0929,-1119.8032,-2053.8604,-4806.6550,-6396.6290,-3642.1019,4398.5377,4480.8634,2715.2822,-4083.8137,-3012.7057,4482.2268,5146.0826,-2717.1899,-3150.0724,3826.8044,5061.8972,-3876.3132,-4380.7691,2738.1593,4495.9631,-4756.9272,5664.9088,2438.1006,5529.0578,4960.1034,-2125.5181,1666.4157,-6718.9049,335723.3108,315142.9822,325124.4091,326497.2926,318925.8998,321121.0673,326577.2096,326137.1213,102879769.8931,102887953.6488,102894405.4924,102887153.1984,325656.5973,102882564.8467,1151.2701,4413.7763,-3504.3978,-3062.0479,-4348.5243,4400.0821,-4598.1260,-3768.7175,-3261.5033,-5514.8676,-4611.5318,-4696.3470,-1244.9177,-575.6889,3320.7669,-3647.5769,3718.4794,656.9756,1857.8484,-1587.5216,5763.8449,1901.2239,1741.2607,-5384.2466,-1630.0125,-5272.4468,-1216.8750,5243.7724,-1759.0871,-4051.5580,-1094.5556,-4735.6106,3041.1559,-1012.1218,3881.1883,5144.0898,4629.2003,4661.3795,1557.0068,-5491.3483,-409.4562,5527.3302,1362.0953,-2373.2542,-1135.1606,-3790.1749,-1769.9882,-5416.9611,-2217.9277,-3844.0773,-3530.1241,5011.2131,-3346.3538,4271.2080,4998.1675,-2928.5593,-3254.8249,-996.8424,5312.9409,-6832.0929,2342.6196,-4996.8861,-1661.5619,4594.0008,1316.1735,4196.7465,4638.6719,5504.8906,3027.9921,5104.4923,-5517.4519,-2011.1044,-2891.7231,-3076.5003,-1095.8269,-2563.5292,-4389.8304,-446.3941,-932.7805,5053.3503,5502.1767,3745.2837,2825.0637,-4379.0963,-6333.8131,-5510.9863,4588.3088,279.6628,-1053.7887,3974.2369,5319.0248,-5154.8706,3826.8918,3582.2618,5477.0727,1743.4909,4022.9046,4485.4686,-2306.8618,-997.9967,148655.9175,143306.7487,145466.8501,149065.8403,150595.4022,140525.9138,137442.2572,146921.2032,31788750.6336,31799847.9074,31771715.1726,31787083.7110,145271.2630,31782072.1109,
3600.000,-5559.3768,5847.1333,-3933.8469,-3954.0609,3287.7847,-671.6249,5822.6265,5783.2915,4623.7899,-2045.7512,604.5324,-3504.0528,4907.7410,5709.7808,707.7237,-5566.7719,330.7790,-1990.0807,-427.8246,-4516.2513,-4864.6446,5347.9099,-5004.0685,-1385.0151,6397.4051,-4888.7435,-4818.2274,-3506.0095,4722.8638,-927.2662,-3847.5470,3866.1089,-476.8596,6066.5646,-1419.7493,2259.7869,1131.1155,-4746.0303,-1738.3148,-1641.7829,5262.8957,-1206.7084,4169.9544,-3189.0045,-1627.0150,-1996.8065,-4599.1790,2205.7967,5647.5320,-6407.8432,-3871.4986,5118.2304,-3890.7188,-5986.0336,-685.9144,-2352.6718,2918.5739,2607.5476,-2365.3653,5155.5635,-2691.5752,5752.6324,3560.3413,-2372.3974,5967.9615,-3074.3213,-385.5395,1343.6765,6580.6277,-4544.6337,1458.3775,4478.8750,-6115.5057,4004.8864,-2029.9213,2606.5688,-365.3417,2766.6275,2423.7772,-739.1573,3218.9658,-5773.4241,-6241.6504,-2593.7217,4311.5969,-66.8068,-90.3236,2444.5805,2183.1755,-32.6334,-6380.1185,-3990.7145,-1218.0946,-3087.6886,-5265.5922,1983.0281,-4876.6518,-4907.9612,-4355.0323,2357.1854,-37942.3829,-15392.2007,-26030.5959,-24703.6534,-21549.4969,-21887.2342,-17085.9360,-20413.3154,144061651.0385,144041456.5546,144032448.3496,144032925.7778,-20097.4871,144041691.7506,-2371.1869,3637.2175,-1348.0330,3146.3708,5853.4388,4451.2353,-3573.2327,3782.0557,5042.0308,5104.7962,5946.5341,-5252.4811,2574.3611,1379.4238,6733.9912,3937.5304,-5102.7590,-5270.6391,6390.1058,-1454.0155,-4742.4553,3578.2223,1956.7224,-6192.4010,-870.3433,-4270.6675,-4206.2951,3469.5911,5.5682,5205.2247,-4826.8112,5543.5955,-6627.7521,-63.0330,-608.7860,-4273.3311,2092.1063,-4869.8059,-5922.6460,5621.1036,-130.5761,5592.4483,2616.1840,5549.2858,-5356.5370,-4716.8668,292.6306,-5164.6914,1921.9078,2546.4353,1509.8137,4652.9274,-3241.1123,3130.8232,-4948.7626,3568.6218,-6179.1116,-4401.9394,4425.2185,-1930.3392,-3564.1261,3382.4297,5191.2625,5142.1418,960.1058,-2840.4401,6357.8865,5373.6605,1645.4851,-1248.5513,-5748.5304,1141.5559,2832.5657,-1338.6808,4647.1261,3525.0901,6570.5839,-4591.7114,-4534.6608,-4867.0986,4474.5467,3708.7576,-2810.5192,-4757.1261,4289.0040,6035.3641,-6404.7625,-5145.8071,3558.0196,2528.8935,-399.0613,-2916.7530,6784.5401,-4039.6091,1461.2014,-5975.9983,-4711.1016,4801.7246,1160.5359,5302.9841,336341.2612,323317.3676,332328.3827,332779.6867,324499.4488,327048.5685,331901.7549,330695.6030,145207461.2571,145212690.3380,145220465.4172,145207227.0499,331465.5230,145209497.3214,3261.9279,-610.4402,5497.8646,4701.2997,1631.4645,-4989.4067,772.7659,-350.2311,-1017.0774,4184.9777,3250.5336,2865.7691,4143.1667,-3642.6262,1575.8600,-4.4129,-4675.8178,3825.3995,2556.3282,4974.8949,-1411.3818,2495.4647,-4376.5409,2727.8068,-2304.3672,2355.3349,-2567.0526,-4834.3034,5022.9029,4289.8082,-2885.9767,776.8623,1580.6612,-3306.6594,-6772.0549,-4924.0974,-6528.3214,-802.2085,2978.1212,3580.7883,-4208.9934,-3888.1522,-4855.3735,-2779.6834,4078.0022,4653.0213,5080.6294,3860.5179,-3015.1446,681.4703,5499.6285,-117.3860,4717.3003,-1503.3916,-4553.9603,5418.6868,-1049.4146,4637.1497,-4760.4697,4209.6290,-5271.8894,1408.9842,-2802.4171,-4010.9504,3208.2776,-5512.5652,-2589.1261,-4159.7128,1299.4097,-5070.3304,3540.5486,5125.9955,-1507.3480,5451.1260,4688.5745,5318.3923,1276.4107,4336.7203,4605.7498,-4716.2052,-4198.6716,1098.2415,850.9174,4305.4717,3339.5101,3361.2166,-2300.5118,3870.0529,5539.6663,-6477.2223,-2489.1370,4734.2616,-662.4755,-4546.2677,-4220.9558,2747.4294,443.0176,-682.1803,5233.0040,-3583.3823,147620.9352,142538.6253,145765.7180,145975.5950,150693.6910,142812.3703,135452.6425,142820.5104,31764053.8405,31781150.5948,31755605.2999,31769312.7555,144430.5138,31760198.7350,
7200.000,3907.7285,-5667.8364,4917.8810,1051.4890,-4982.3475,-2869.7457,-3923.2419,-5285.3789,-4597.1232,486.2128,-3564.7878,5556.8684,-5029.6113,-3577.0088,-1106.9050,2651.8363,3394.3942,3997.2962,-2165.3328,3563.8997,2355.6471,-4404.6072,2160.4415,3003.1964,-3570.7607,5865.5726,5075.3684,2492.1258,-2559.5185,-2659.8929,4946.9152,-4617.3455,2588.0291,-3164.5353,-3993.1666,-301.1306,-5189.3989,5128.9503,3524.8163,-83.9767,-1760.3786,-547.6102,-4099.0004,2439.2256,4583.0985,5433.1894,2195.9748,-422.3848,-3143.2692,4690.2884,1994.4608,-2062.0283,6142.0233,4431.4754,3808.3494,-1780.7586,-346.8801,1755.8543,664.1975,-6870.5812,4937.5472,-5864.3692,-4037.1099,-50.8020,-3366.6125,6030.8523,-2146.4641,-3648.0353,-4877.5752,6539.5240,152.1496,-3520.2260,3156.0553,-1761.2829,-2264.2770,-5090.3184,-2629.0173,1550.6339,1918.1379,3847.2202,-5572.4500,3408.4160,5624.7585,5658.8366,-4900.2313,-1686.4730,2798.5604,1612.2959,1291.6579,-4358.6747,6374.7143,6646.5249,-1144.7677,6305.8444,5702.2613,1400.4977,4752.3039,2897.8488,1610.6374,-3966.6082,-120222.9520,-98279.2022,-107246.4277,-103479.7070,-103143.6259,-102886.3237,-99376.5196,-101938.4866,101526747.2266,101510642.9355,101493217.0245,101502819.2342,-101960.1150,101506353.8959,-1423.7941,-1633.5686,-2773.6407,-5945.8055,-4299.2996,-5981.0131,4386.1880,-1425.5010,-2272.6393,-6896.0636,-5766.1559,4095.7718,1562.4787,2081.4367,-3980.1419,-5114.2622,5373.6688,1051.9919,-3797.0809,-3026.0107,5285.3320,-95.6277,-4964.9554,6007.3994,3619.2469,3032.8133,365.6289,-6302.7571,3920.4695,-6144.2379,561.7195,-3282.9417,3795.9069,2727.4066,613.7947,6726.3355,-600.5401,2690.3662,2240.1549,-6826.1177,3966.8823,-6887.4189,1801.9038,-1463.9407,2520.9467,3370.6364,-4280.5207,6782.8821,2493.4726,-4204.2902,-5300.7699,-4446.4247,79.9716,-4830.7338,5574.7517,-4933.7552,5083.3791,3980.0000,-6775.5521,-165.8852,-270.3887,-1339.3655,-1404.4316,-6863.6197,2403.3902,259.0973,-6411.0813,-5878.2764,810.5209,-1272.9868,6880.8887,3196.6138,-3673.6510,5062.0258,-3746.7275,161.1761,-5385.1605,3934.6369,3888.4050,5568.9276,-4099.1914,-2868.7358,-234.3110,3661.9054,-4656.5115,-6647.3380,5939.1630,3828.1870,526.0343,-1498.3087,-1394.1418,1352.9092,-6171.9139,1574.8619,-3878.8722,4032.2283,1623.0219,-5131.0292,-4611.4723,-1046.6125,315748.9529,310533.9129,318781.1946,318418.6903,309446.4425,314761.0775,316106.5991,317645.3368,177629364.6847,177633607.2038,177636648.6600,177623053.6462,316478.5157,177630303.3397,-5475.7122,-3608.0635,-3975.5808,-3362.8277,2101.7670,1037.9266,3549.6299,4223.9502,4631.5759,-270.0006,605.3668,675.1571,-4500.1530,5521.5436,-5594.2599,3636.8986,2743.6644,-5421.9893,-5342.8076,-5054.8642,-3829.5840,-5321.4463,4312.0747,1624.1103,4585.6723,2027.3477,4635.0269,1293.1320,-5075.9604,-1270.3663,4640.2367,3759.3526,-5060.4704,5489.2304,5635.3198,1479.5941,4564.0938,-3652.6030,-5441.8518,761.1731,5142.8150,-224.3105,5252.6393,6358.5736,-4551.6892,-2666.6277,-4901.6274,574.0450,5332.1619,2880.0594,-3950.1296,-4891.9227,-3206.9211,-2220.5303,255.9866,-4505.3188,4662.5957,-5376.8159,1181.7853,898.0938,4808.6990,3209.7522,5393.5866,1000.7179,-5460.7473,3366.4808,-1245.1427,224.3943,-4829.2955,1849.4981,643.7200,-5019.6256,4911.3324,-4358.5182,-5356.0568,-4661.1326,2998.4268,-5459.4009,-5385.7764,768.9822,291.4388,-5334.9866,-3993.3027,-1597.5951,1591.1638,874.1886,-1792.3222,-5504.4502,-6806.3895,5191.0986,-2113.2217,-977.3629,-2928.4765,2047.8821,218.2761,-5391.1167,-4584.9877,-3592.5336,-4900.0091,5435.2936,146539.4693,141897.7760,145690.9468,142337.5034,150306.7629,145521.9812,134120.4845,144923.2439,31739081.5750,31761208.7143,31740178.2961,31749161.8225,143573.9569,31738299.5516,
