sl_100_86400_20271029 Coordinates.csv
2027/10/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:16 2024,
Start: 2027/10/29 07:47:00.00, Stop: 2027/10/30 07:47:00.00,
TIME_UNITS,STARLINK-6129 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-30161 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-5120 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-3933 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-30161 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-5120 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-30161 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-5120 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-726.7888,4015.4240,-4232.6056,-6291.5968,377.2194,-6793.4689,6342.4360,-5579.1463,5608.0254,-4962.0244,2508.0789,4230.0016,5750.9027,1889.2809,-2521.1864,2766.1327,-3928.2530,-2709.4525,386.4106,-3783.6829,3931.6965,-4630.3760,6559.0062,3269.4872,-684.6379,-5929.1238,-4263.9625,2258.5290,-706.6997,5269.3010,-1968.8494,2323.9580,4658.9653,4831.1301,5323.2520,-2800.2420,882.7103,-5788.3854,-1326.3798,2860.6149,513.0338,-3964.6306,-5069.0979,804.1462,-4361.3644,-911.4616,-6631.6153,-5889.5842,3251.5487,6137.0611,-3281.7328,4922.0622,-5994.1770,5257.5594,-4187.5117,-1714.5719,3940.5415,-2265.2400,1879.3080,-6032.3155,-1082.7164,-2356.2963,4746.6463,5280.9629,1548.2112,-6016.7578,-5608.2131,5127.8361,-615.3271,3019.1028,-2083.6102,6733.5199,3716.5922,-5345.2876,-5422.5823,6290.0902,5987.2831,-2099.3742,-1373.2394,-3950.6137,5150.2317,6827.1525,-4253.6772,855.6553,3956.7505,4014.0946,-3257.7174,-1392.1489,-4098.6785,-6146.2735,-5303.7357,496.5378,247.2931,-6287.3600,-1306.1767,3173.7735,-4957.3234,4773.1097,4855.6048,-4339.3203,-205466.5980,-211982.8657,-204880.4700,-205422.8864,-203798.2442,-204743.2074,-212813.2741,-209032.1932,19050900.4019,19020067.0429,19041899.8297,19034195.6258,-209398.5381,19034761.4671,6869.2065,1275.9138,3916.1077,-2470.2315,5039.8900,901.1156,1485.2657,-3053.6984,-3612.0788,2443.0257,-4560.3760,4996.7383,2696.6674,-3686.4199,4398.6442,3237.9595,-5431.7069,6109.4815,6355.9776,1992.9196,5526.5213,-4904.3090,-2000.4745,5729.8073,4956.2906,3264.1691,592.9740,4817.7443,-1535.7227,-4406.2784,-3755.2021,-3394.8998,4852.4914,3765.6241,3223.7406,4855.9008,4761.1993,3304.2866,4387.7087,2657.1599,6699.6257,3979.0274,4141.7434,-6819.6315,3505.8989,5249.0333,1390.0447,1110.1730,-2897.9946,-3141.1652,2395.7419,-1023.2555,-3436.4155,-1317.5315,4299.7476,-6658.2804,2793.0109,4793.9069,-3705.4571,-2080.2076,4585.0430,-5753.5508,3496.3613,-764.2434,-4197.3751,-590.4209,-2972.4625,603.2683,5960.0635,3557.2181,-4671.5709,588.9299,2583.0900,711.4095,-3945.1798,-1581.0968,867.9702,-5561.0334,6476.8643,-3407.4307,-430.6527,124.7170,-306.6833,5601.1647,3146.9612,2118.1403,5936.7604,4117.0162,-1543.4979,-143.6238,1054.7055,4437.1801,-4235.2568,-2513.4439,6698.6781,-3604.5080,1012.6671,-127.0306,-3036.4116,611.1472,275047.1892,311201.2171,288249.1556,288061.1399,296539.8773,294618.8259,294012.8376,292826.2815,298225175.4333,298250571.5800,298234571.5893,298230915.4336,292369.1500,298222518.6639,402.3484,-5491.7007,-3646.9458,-1320.4633,-4511.3097,1075.9996,1632.0223,-1706.2298,1623.1634,3966.5091,4533.5546,2140.0050,2467.3529,5502.8324,-4711.8931,-5437.9303,-1343.8097,-1844.0626,-2693.8330,-5391.4979,-495.7638,-1388.7045,603.3576,-2250.8957,-4772.0211,1388.2293,-5325.1708,-4404.4549,-6737.7353,793.9227,5236.5063,5447.4822,1291.6950,3197.6808,-3011.9237,-4056.9003,-4922.4568,1897.3513,5071.5824,5730.4235,1096.2035,-4017.9509,-1818.9804,-621.6757,-3900.2688,-4449.9377,838.6622,3501.3887,-5284.6860,441.0709,5409.7536,-4607.3917,238.7893,-4174.1788,3072.3076,676.4488,-4822.8102,4432.4383,-5523.7506,-2541.0377,-5111.6450,-2782.4864,-3336.4045,4416.3217,-5185.4555,3378.3372,2761.9163,-4565.4623,-3385.7255,4832.9609,4638.5093,1435.5489,-5231.2699,-4351.8598,1758.6521,2500.6747,3208.9849,-3541.6150,-1212.6712,4386.4235,4534.8340,-1177.1882,-5439.7228,3965.6244,4711.8707,-5091.0729,-790.6288,5412.2215,5340.1791,-3133.6794,4259.6142,5272.3950,-5489.2115,1505.5922,-903.7732,-4960.0094,4681.4560,4991.0606,-3935.5236,-5307.1120,-106435.6999,-111606.0999,-109581.1117,-106823.4377,-104704.1829,-114501.9266,-118179.7643,-108458.5644,-125112943.9244,-125081402.1168,-125083898.9930,-125100746.1702,-110165.7346,-125100702.3179,
3600.000,-1783.8613,-4519.3781,2302.2666,4876.3035,-3353.0818,5705.6702,-5745.8163,3728.3110,-2282.4747,3785.7109,482.0601,-5292.7225,-6638.8576,1914.9183,-1205.7162,-5278.6610,4236.8949,533.8151,-2029.8573,642.0147,-4363.9108,4498.6216,-4107.8513,-2516.6613,-3251.9929,4570.2688,4579.5955,-4856.3676,-3121.4728,-2583.1528,5402.0105,1102.0381,-5188.9915,-6628.3836,-4236.0149,1511.2331,-4193.9801,4421.3772,-1489.2903,1640.8345,-2999.2230,-84.2823,3262.4293,992.3978,2540.4412,-2301.7343,4936.1972,2110.6788,-1456.6046,-4252.3503,23.3338,-2984.3882,5379.3092,-5624.5477,2674.0421,2969.5773,-4129.8129,-627.5461,2056.4743,6550.2773,886.7978,4176.6080,-4850.1466,-3288.4354,3181.5494,6660.0217,6810.0591,-2847.0237,-1232.0563,-4619.3141,4264.1408,-4618.8014,-4535.1025,3261.9861,5344.9608,-6284.6035,-3352.2636,4059.8111,-990.5776,6469.0806,-6145.6660,-5045.5077,5262.9121,-3837.2268,-6104.3695,-4080.3024,927.3022,1275.8081,6256.7548,6587.2374,5926.2852,-3899.9241,3416.4053,6590.3752,-1000.3486,-1846.9720,1693.2228,-5966.6005,-6728.1797,2157.9841,-266435.2109,-282054.8455,-272355.3808,-273098.1623,-270029.1763,-271714.6575,-278196.4875,-275793.0062,-58827855.0644,-58867659.4689,-58842230.0010,-58849232.5074,-275655.1722,-58844598.1067,-5575.8951,2954.6602,-6417.6684,-271.2124,-5878.6226,-962.5894,829.0229,-1492.4249,4085.1041,-5637.4201,6540.9227,-3752.5586,-158.6779,5453.7407,-5886.3811,339.6149,2083.4855,-6657.6138,-6385.0085,-5223.1103,-2483.2572,1789.3990,3230.1612,-2747.0482,-2990.2587,-4266.1728,-4475.8131,-4876.6012,-2300.3307,4544.8016,-40.8584,5961.8471,-1353.0943,-1940.0059,396.1297,-6748.0129,-1758.1102,-5034.2764,-6463.2181,414.1368,-5396.0675,-5205.7833,-5152.4367,5765.2367,-6310.7504,-6244.0413,-3614.4215,-1789.4859,6281.5445,3978.7627,-5837.4356,5131.9000,1104.7183,3890.3320,-5905.9361,5141.2656,2078.7315,-6625.2326,5223.2729,398.4836,-6854.2658,5000.8490,1277.1879,4354.3806,3847.5800,-1916.9782,942.3102,3254.9235,-6693.6425,1545.4742,863.9629,1598.1929,1748.9851,-4296.2194,648.2900,1672.8643,2432.8791,5556.7013,-5540.9624,2151.3983,3019.7853,2370.5831,-3350.0319,-5691.3049,164.7548,2771.9899,-5625.7598,-6706.8926,-1335.3384,-1617.6636,-3502.0456,-5178.0381,5099.8023,340.6769,-4983.2961,6462.5881,-4050.4369,3043.2196,1226.4180,-4601.4356,214902.7677,247828.2092,225658.6769,226744.8083,235050.3679,232919.9948,232207.6487,230183.3168,292985857.1472,293009692.8378,293001448.1847,292984789.0573,230570.4189,292983913.0219,-3695.3412,4315.5325,-3.3615,4845.4185,212.7081,3812.8937,3371.4618,5206.4606,-5034.3397,-565.1301,-2178.9947,2316.0275,1539.7622,-3764.7322,3417.8769,4426.4439,4933.7500,-1859.3745,-1698.6044,4419.4741,4576.8340,4887.3706,-4485.6872,5876.2848,5305.2756,2940.0179,2407.3853,524.7027,5750.7124,-4530.0330,-4046.4033,-3158.2852,-4270.7126,317.6748,5438.0462,33.6973,5182.2172,1770.6824,-1690.0865,-6733.3870,2867.2098,4522.6881,-2997.9834,-3651.3397,425.7239,1949.2736,3022.5505,-6376.1197,2286.8985,3711.4418,-3442.1984,3337.6358,-4202.9703,-90.4445,1858.4674,3526.6379,5005.0645,-1894.2015,4017.8317,-2029.9144,734.1273,-1989.7307,4539.2385,-4283.8822,4673.8000,9.7840,834.4657,5352.1667,-1006.0899,-4641.2330,-5374.2195,-4889.0305,4907.3185,4333.2738,-4377.5923,2445.6610,-5462.3900,-677.9467,-3692.0588,-231.6815,-704.2267,4102.2280,2958.1144,-901.1746,-3256.8613,4694.6830,-3741.1171,-1279.4014,-2629.6854,-1253.9714,-287.1667,-2421.0597,3215.4101,2133.2149,4634.8160,1552.5730,-5326.8116,-1719.9027,-1229.4851,4626.3524,-107846.9848,-113114.4354,-109847.0606,-110456.5171,-105212.9735,-112591.9433,-120552.7340,-113227.0895,-125144307.5786,-125115295.8949,-125117900.2789,-125138349.9983,-111494.8605,-125132763.2517,
7200.000,4445.1725,4275.1765,749.9621,-2225.1310,4202.7195,-1762.6365,1619.3395,-313.6478,-2366.7677,-810.9682,-2785.4327,4433.5961,4332.1496,-4072.7976,3857.2590,6309.0104,-3878.2034,2261.0271,3254.1058,1615.9331,3772.9815,-3681.8472,-246.6762,2537.3801,6328.0830,-796.3194,-3198.6857,5107.5472,3266.9198,-1705.4171,-6157.8660,-3105.7350,4431.2495,5824.3028,2801.7066,417.3547,6525.5763,-1113.2764,3056.1128,-3219.7192,4796.4922,3676.9225,1018.2497,-3380.5263,412.7149,4235.5614,-769.0670,2111.3381,-338.6656,146.7494,2219.8531,503.7129,-3280.4137,3012.1218,1073.5839,-3981.3246,3697.6727,2844.1283,-4324.5111,-3992.7687,-513.4439,-4216.9924,3606.8858,1062.8743,-6090.5404,-4750.1384,-5445.1780,728.8945,2777.5969,4579.8083,-5880.8511,1160.4138,4755.5671,-976.4822,-4274.6587,3022.0981,272.6491,-4368.0721,3892.4664,-5434.7952,4285.8178,1812.4182,-4633.5197,5169.9645,6342.7018,3427.2107,2851.7325,-935.3968,-6007.0749,-3936.0482,-3785.2690,5140.1575,-5083.6936,-4650.4251,4074.5629,168.2737,1148.0216,4805.5346,3924.0732,-334.7580,-310594.7090,-333855.4602,-322567.9945,-324941.0254,-318845.9494,-323089.9345,-326086.5836,-324419.9800,-132694292.1102,-132742843.9869,-132716537.4098,-132711114.4591,-324320.5097,-132711973.9618,2498.1917,-5420.3056,5717.0020,3965.3998,3187.0485,1867.7581,-3729.9841,5876.2730,-4101.5595,5913.5868,-6122.8581,264.4980,-2900.6217,-5545.5590,5742.2040,-2741.3616,2706.1534,4838.7253,3487.6421,6668.8799,-2432.5216,2693.8213,-4301.8819,-1824.4070,1208.0223,4199.4536,5625.0005,2841.3268,5964.2792,-3947.8585,2676.5388,-5909.8891,-3099.8070,-761.3482,-4483.7521,5631.0680,-741.3691,5258.4357,5377.6145,-4882.2592,1357.2348,5441.9175,3956.2167,-2366.0717,5916.4155,5220.7606,4941.0037,3672.6497,-6423.6254,-4139.5071,6254.2213,-6781.7180,2586.1381,-4407.3490,4143.9074,-1235.7329,-5545.1051,6029.7865,-5388.8667,2075.5468,5625.6153,-1153.8423,-5365.6644,-6674.5706,-3011.0996,3722.2814,1688.6107,-6328.0516,4178.7200,-4913.5256,2420.2329,-4352.7445,-4785.0272,6653.0663,3308.4162,-1779.1552,-5669.4857,-2983.4017,1363.8157,233.8632,-3987.6696,-4922.3925,4933.9997,3699.7866,-2750.3176,-5842.1128,2973.3523,5849.8117,2939.0749,2990.4663,4239.0916,4189.4919,-4613.4485,2489.6670,1661.7710,-6286.7192,6319.7269,-4203.9116,984.6114,6819.0421,141894.9161,169085.9156,148794.0039,152251.1027,158956.0897,154465.9440,156293.2152,154233.4679,267757253.1318,267776333.9697,267775903.5205,267748194.5089,154226.1052,267755599.4771,4667.5690,-473.3655,3631.5029,-5175.5977,4235.2493,-6446.6463,-5351.0705,-2957.4082,4965.0730,-3288.0813,-1583.5266,-5272.8471,-4399.0536,-450.3746,-3.4076,-598.3657,-4939.7239,4406.3577,4992.5930,-491.4104,-5112.3108,-5162.2809,5359.5218,-6229.5170,-2510.2242,-5435.7159,2218.7465,3666.7128,-1413.0315,5405.9954,-645.9849,-1469.1542,4198.0837,-3653.3996,-4458.1722,3986.0976,-2130.2091,-4384.7311,-2937.3773,3723.4364,-4645.8533,-2131.4313,5415.7796,5512.7468,3353.1085,1702.2237,-4655.6449,5497.8641,2330.7356,-5534.8647,-1361.3965,454.2597,5498.4644,4263.3078,-5219.0943,-5513.8338,-1455.9335,-1850.9878,18.2077,5176.7897,4036.6290,5210.4329,-2018.3949,1535.9971,-827.5132,-3414.2998,-3939.8305,-2628.3738,4697.9468,288.1747,2695.5031,5231.0705,-1524.0370,-1664.8792,4333.9937,-6007.8892,3828.9304,4446.6147,5306.6210,-4123.6276,-3623.3586,-4532.1034,1379.6904,-2744.6005,-254.0335,-766.5361,5421.3815,-3636.3671,-1757.7268,4801.4836,-3898.7023,-1969.3753,977.1900,-4514.6283,-5297.9617,2832.7476,2508.0209,-2656.1488,5637.1875,-856.0612,-109283.8336,-114595.5186,-110543.7496,-114321.3878,-106171.5571,-110579.5786,-122250.3847,-111000.2742,-125174890.1699,-125149323.5729,-125152539.6155,-125169406.6002,-112813.1201,-125164790.7581,
