sl_100_5400_20270701 Coordinates.csv
2027/07/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:17 2024,
Start: 2027/07/01 07:47:00.00, Stop: 2027/07/01 09:17:00.00,
TIME_UNITS,STARLINK-32158 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-2339 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-1837 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-2339 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-1837 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-2339 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-1837 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5704.2278,732.0902,-843.2116,3907.6811,4789.6292,4375.1416,4233.8642,1350.4034,-1866.5799,-4982.5707,-5534.8934,5448.7762,5143.8254,2607.6545,5211.7496,814.2591,-4902.6552,-1033.1791,-4281.8131,137.7165,107.3475,792.3595,-3426.8297,2134.8872,3331.0736,-223.3049,-4617.7666,1572.3433,-2983.3164,-3656.5818,5619.4841,-4197.6305,-3848.1543,-4582.7605,-3700.2659,-3456.6161,5254.2547,-1894.1903,5436.2794,1496.0723,-3991.2626,6484.1701,41.9230,6787.2377,-1974.2421,5560.6141,5454.0610,4543.9884,-732.5228,-4707.5465,-6777.3739,-636.4236,-1854.4330,-827.5300,4606.2614,-2298.1474,-1582.3745,4823.4534,-4469.2070,1008.7161,-5214.1712,0.0000,-1879.3981,-3796.5129,3475.7888,5433.1138,1763.7519,-2917.2782,-6042.6903,3594.3961,6048.6208,-4068.3025,0.0000,-5199.8783,685.8651,5179.3965,-6436.9364,4110.0208,329.7091,2645.9013,-5103.2965,-1703.1469,0.0000,798.7789,-2198.9882,-5974.0925,-1356.0795,-2566.8760,5265.9404,277.5939,5830.1681,-1763.9068,2650.5763,-5873.6536,-2706.8291,-3827.6144,4197.0026,4063.2398,-4971.7487,967.4320,-310297.8177,-291604.3449,-316877.5150,-317071.6841,-310239.6615,-311749.5636,-308337.2101,-311188.4416,171986982.5635,172019720.5062,172009595.8916,171987496.3555,-311414.0556,171996540.2892,-1054.6749,6530.1265,-6860.7951,4578.1913,-2604.7276,840.8612,2857.3774,6030.0330,-4478.4670,-1960.7047,3067.9159,-1878.4190,-2494.9846,-3541.1316,253.0370,5903.9654,502.4742,-4946.1115,-2800.4337,-4246.4426,-4081.3353,-6278.2711,5842.1111,-5511.8804,6030.8008,5910.4169,-3397.1781,4780.2827,6094.5160,-5876.7985,4048.0836,-3993.4346,1540.2577,4418.7946,-1997.5569,2815.6781,-576.4003,3841.7642,1029.5441,5933.8645,1846.2012,-839.0097,6865.8388,751.4259,4629.3043,4034.7957,2537.3127,4630.5616,5025.8378,-1919.1002,-1330.3811,4916.7941,-5858.1325,6600.2392,2446.7415,-3533.6963,-3836.8304,1946.5792,4611.4926,-4976.2258,-373.4659,0.0000,6377.8796,-1550.4845,4169.6687,2037.7882,-2313.6576,3717.9832,-533.8255,5049.1096,-2293.0106,-2505.3337,0.0000,-344.8235,-5355.5963,3361.4177,-2065.4768,-653.6224,6625.9407,3299.5599,-101.2282,-4950.1572,0.0000,-3905.5512,979.8527,2863.9218,-3955.3026,4653.8300,-198.1477,-6767.0333,-3429.7093,6632.7836,6189.1998,-2530.8321,-6245.2720,1053.9677,-3737.3268,-1353.3208,1418.6082,4026.8726,119327.4790,118316.4548,118715.5165,119969.1606,114677.9700,116388.6082,123841.9438,120209.6741,158925371.8128,158931999.9294,158924522.8582,158936322.4210,121510.4835,158939156.2533,3371.2743,2206.3058,-474.4977,3387.8246,-4182.2316,-5194.9155,-4664.3818,2921.2547,-4915.9461,-4075.8588,2305.2728,-3846.3174,3688.8254,5327.1546,-4531.4569,-3506.7591,-4752.6469,4700.0241,4664.7800,-5453.5012,-5403.9627,2718.1779,399.7177,-3422.5207,333.5836,3392.6215,-3669.7020,-4660.2123,915.1085,-407.9403,-384.2337,-3748.3052,5539.6580,2674.9218,-5481.7355,5267.2581,4475.1983,-5384.4866,3960.9972,-3245.8074,-5328.1677,2440.5748,960.5506,-64.1828,4724.5098,677.8118,3374.7568,2423.7799,4677.6842,-4706.7841,-51.9138,4828.4724,2640.7263,-1672.3489,4578.4880,-5436.8907,-5535.0852,-4385.9848,-2284.4989,4709.8752,-4551.0064,0.0000,2050.5535,5436.0332,4269.1458,3751.5309,-6315.2612,-4932.3630,3309.8949,-3059.7277,2480.9338,-4993.2045,0.0000,4556.4746,4328.1482,2867.5956,1366.6298,-5525.7433,-1933.6311,5448.2634,4400.2265,-4464.9971,0.0000,5287.1788,-6526.1052,2028.1625,-5539.7619,4290.3308,-4271.9610,-804.3911,-1546.6803,-267.1192,1024.2374,2723.7126,-1391.2433,-5258.8354,-4077.8069,5417.8607,-4622.3921,5306.8267,155724.7946,156028.5360,156684.2833,160143.2358,161775.4468,151747.0131,148562.5232,157587.3582,14984028.4485,14964106.2781,15008840.9234,15004317.3423,156423.8079,14995691.1948,
300.000,4325.1456,2234.1319,-2275.5461,5298.4876,3010.4375,5196.9348,4274.2718,2754.6977,-3755.7230,-6140.4140,-4072.1974,4034.1153,4635.0225,515.0282,4165.8377,2602.1041,-5344.8742,-2836.2630,-5421.8892,-1946.2080,-2048.9773,-664.5963,-2141.2738,601.7568,4177.1935,1526.4513,-5956.2202,3493.1288,-1624.9764,-4791.8245,6154.0727,-5616.4400,-2872.3289,-2831.7211,-4820.0901,-2557.1566,5208.6106,-160.6834,6320.6870,3227.0913,-2450.5752,6604.0853,664.3227,6595.2056,76.7426,6133.8768,5072.2544,5812.4689,857.4511,-5192.4338,-6681.5152,1275.0802,-3239.2346,517.1706,5667.0223,-4147.4321,-3492.5198,4973.1358,-3422.2625,-1096.8423,-5484.7916,0.0000,-964.1941,-4591.2279,5094.6037,6377.2612,-432.7848,-811.8403,-6653.3577,4117.4822,5657.5701,-4182.6333,0.0000,-4757.8408,-1241.3226,5373.7149,-6870.1777,3762.2513,-152.6179,4400.5849,-5782.0708,-3462.3233,0.0000,-1349.5562,-1539.8236,-5393.4196,-3357.2543,-448.0281,4040.4844,-967.3220,6166.8570,-488.5869,4004.6328,-6594.4979,-3311.6697,-3167.5502,2315.8136,2798.5081,-3903.0320,2901.2492,-312357.3640,-293983.7824,-319359.7351,-319452.7078,-312656.7245,-314142.4476,-310825.6856,-313589.3903,168476735.1484,168509432.6133,168500022.4707,168477633.0790,-313849.9177,168486371.1807,-2295.1840,5587.4606,-6243.5262,4057.6183,-3464.3545,-999.1671,801.9313,6134.4223,-4343.6827,-723.6303,3774.1386,-3355.7931,-4282.2952,-4118.0457,-1491.5053,5979.5681,2311.2757,-5227.6925,-1033.5172,-4496.9875,-4130.2205,-5467.3806,6055.8560,-6440.3859,5067.5177,6289.5226,-2117.8200,3785.0465,6103.4496,-4878.5969,2591.6528,-3331.6452,3465.8742,5030.1124,-208.5037,4623.1168,-2607.6701,4994.6813,-357.8535,5805.1243,3373.8133,-2146.6511,6803.9768,-783.0767,4308.0773,2961.2253,775.7341,3638.5498,5908.2215,176.7849,-87.1000,4075.1344,-5783.2005,5996.1760,679.1111,-2518.9876,-2833.0638,-210.2944,5835.7219,-5277.1349,1662.0178,0.0000,5655.1701,452.4272,3654.5871,452.5124,-2381.1438,4061.0148,801.1757,3402.1706,-3862.1211,-388.2978,0.0000,1761.5537,-5847.5844,1459.3402,-603.7314,-2760.4189,5663.9936,2144.4870,1552.2429,-5028.4508,0.0000,-4304.7495,3035.2533,4318.7173,-3200.1076,4985.0513,-1804.8087,-6256.1062,-3098.9384,6540.5459,5485.1833,-2102.1718,-6060.3982,3143.8594,-4623.0250,-3127.1946,3286.7227,2956.3752,113245.4296,112125.9071,112258.3840,113459.6008,108094.9315,109811.1611,117230.1631,114040.4410,162647461.8675,162654634.0264,162646832.4398,162657915.7842,114949.1417,162661264.0348,4583.8954,3436.3729,-1966.8177,1788.0917,-5114.4118,-4338.2778,-5379.6087,1237.2133,-3837.9536,-2653.9935,3807.9155,-4525.7228,2548.6772,5521.4135,-5309.0533,-2297.4817,-3600.0974,3503.1826,4181.4175,-4876.5954,-4961.9023,4131.2669,2178.2175,-2190.5838,2102.6946,2152.5383,-2521.5840,-4528.7792,2637.8813,1133.1148,-1883.2382,-2227.5524,5254.3201,3786.6101,-4945.3222,4441.1060,3749.1029,-4729.1880,2500.8897,-1963.6418,-5508.4145,710.3785,-1168.0506,-1595.5824,5391.3837,-1135.2069,4606.2015,985.0163,3472.3432,-4582.9753,1740.3065,5444.5470,907.4274,-3291.9049,3950.5753,-4876.4843,-5257.4098,-4638.8087,-817.7506,4349.9077,-3896.9841,0.0000,3931.8629,5009.7511,2899.5731,2626.0843,-6519.1736,-5432.3273,1695.2549,-4388.3697,1050.4501,-5487.8607,0.0000,4709.1780,3488.7544,3913.7954,-170.0883,-5106.9399,-3956.7312,4859.8805,3098.6797,-3171.2609,0.0000,4848.1487,-6067.0469,542.2779,-5163.4411,4646.9495,-5142.6635,-2541.6135,693.3442,-2044.2708,-532.5504,673.3679,732.4386,-4847.4366,-4634.6176,5484.3259,-4696.9014,5306.0380,155831.6390,156056.9133,156831.6879,160029.8470,161916.9105,152020.5109,148487.3008,157956.0058,14981094.5759,14961042.7568,15005593.5205,15001563.2027,156470.0080,14992671.6062,
600.000,2489.8781,3551.4745,-3505.9723,6151.3294,934.8269,5523.0112,3950.7612,3862.7371,-5256.0574,-6639.8786,-2160.6547,2249.2497,3674.0025,-1615.1345,2748.3730,4120.1788,-5271.2638,-4332.5715,-6063.3915,-3819.6361,-3978.4862,-2096.6213,-608.3683,-971.7963,4625.5423,3103.0071,-6685.8708,5082.1873,-74.2533,-5471.2732,6105.2644,-6465.2803,-1667.5111,-792.9518,-5501.4845,-1451.9597,4691.6766,1549.9663,6554.8084,4631.6128,-708.1045,6087.2973,1234.1174,5735.7220,2141.7039,6100.6023,4223.2098,6512.3050,2329.1129,-5216.4345,-5921.6046,3095.2553,-4258.4426,1844.7576,6206.5758,-5595.4919,-5079.0743,4659.0134,-2032.5229,-3082.8432,-5257.7458,0.0000,96.0963,-4958.7223,6196.0402,6707.2445,-2584.3874,1376.2623,-6606.5601,4279.6386,4724.3543,-3943.2920,0.0000,-3897.5895,-3026.3725,5052.2570,-6627.0481,3099.3351,-562.7992,5735.7187,-5861.0786,-4852.1029,0.0000,-3326.1225,-802.9916,-4292.8677,-5042.4273,1716.0569,2425.4160,-2140.8500,5826.9158,858.5636,4952.9573,-6643.5187,-3587.7623,-2201.9030,220.0957,1305.4540,-2496.1026,4552.0823,-314351.3393,-296232.8630,-321700.5190,-321692.7241,-314934.8910,-316396.3189,-313174.2012,-315891.6840,164885955.3032,164918598.4531,164909909.2581,164887270.3425,-316147.5975,164895669.0379,-3337.4470,4112.2249,-5019.8997,3150.2326,-4031.3480,-2703.8030,-1345.2702,5613.7527,-3816.7099,561.2202,4116.9441,-4546.6854,-5620.7706,-4346.2943,-3130.4465,5486.7046,3857.1629,-5018.9985,804.4819,-4353.2421,-3798.9000,-4127.3229,5643.9851,-6720.6833,3585.0848,6039.3753,-645.8903,2451.9930,5502.1514,-3400.9164,870.8464,-2360.2163,5069.6783,5183.5440,1563.4345,5977.3502,-4373.6935,5681.1000,-1680.5997,5125.9461,4612.1299,-3238.9581,6045.3134,-2253.5689,3614.2930,1580.7008,-1096.4104,2301.7257,6222.9583,2242.7208,1184.2784,2880.8559,-5077.6189,4793.2006,-1125.3209,-1303.1442,-1603.7191,-2347.1814,6459.6945,-5106.0619,3519.8841,0.0000,4381.0278,2379.3233,2806.5034,-1153.4161,-2294.1988,4048.3687,2037.8949,1406.0690,-5048.9506,1773.0107,0.0000,3708.7464,-5796.7251,-609.1943,919.0531,-4594.7868,4075.4924,826.2163,3009.8343,-4629.0375,0.0000,-4271.8350,4803.1355,5350.4689,-2187.5386,4857.1679,-3269.6161,-5100.2413,-2439.1171,5791.1332,4216.6381,-1468.7777,-5253.4960,4882.8677,-5107.6621,-4626.2291,4860.7597,1622.3583,107185.7725,105887.8326,105754.5029,106905.2485,101465.2083,103191.7314,110567.1233,107895.6903,166292042.8466,166299754.5729,166291659.9152,166302022.3610,108339.1723,166305866.5184,5256.5235,4298.4138,-3248.3480,-5.0719,-5486.1952,-2999.8285,-5517.0633,-584.9331,-2345.0600,-921.6948,4866.4115,-4720.9691,1120.2982,5120.1795,-5514.8460,-840.3081,-2047.9784,1926.8098,3249.6116,-3774.5916,-3951.8709,5093.6506,3707.8275,-713.4148,3643.0637,670.5368,-1088.3482,-3897.8139,4067.4056,2552.7263,-3181.0735,-464.9571,4404.8920,4488.3528,-3875.4823,3134.1614,2621.1859,-3557.3160,758.1058,-470.6446,-5094.9262,-1094.4808,-3171.7496,-2948.4155,5475.2817,-2825.2210,5337.6977,-559.4965,1891.4363,-3968.5942,3343.9276,5476.3663,-933.8092,-4548.1203,2901.9121,-3783.3297,-4415.1927,-4367.7999,741.1722,3523.8588,-2825.9573,0.0000,5396.8391,4019.6435,1216.4076,1217.0184,-6034.9872,-5326.6912,-102.5121,-5244.1200,-492.6868,-5391.5521,0.0000,4356.6511,2274.4336,4518.0624,-1688.3391,-4139.4809,-5552.9250,3744.7792,1436.8146,-1530.4517,0.0000,3816.9829,-4967.8378,-1001.7679,-4237.8509,4484.6984,-5428.0205,-3993.4360,2859.1901,-3596.5915,-2029.2609,-1448.4740,2778.0413,-3836.3854,-4698.6844,4958.8842,-4270.2711,4687.3405,155959.8427,156085.2007,156978.2914,159911.3572,162054.7773,152300.1313,148417.0723,158205.4455,14978165.7728,14957981.0189,15002342.2106,14998792.9766,156516.0958,14989651.8525,
