sl_100_5400_20270616 Coordinates.csv
2027/06/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/06/16 07:47:00.00, Stop: 2027/06/16 09:17:00.00,
TIME_UNITS,STARLINK-3279 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-3533 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-5790 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-3533 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-3533 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4711.9622,-4063.3980,2957.6649,561.8593,1855.7981,4056.3149,-4394.9267,5448.5089,3539.2644,-2937.3661,4069.3836,823.1183,-3746.7382,-587.3111,5590.6023,-4867.3008,3993.1780,4103.6805,3529.1465,-6101.1225,-240.6047,-3419.4110,-5590.3162,-5185.1502,6146.2082,1438.9857,-5949.7627,411.8704,3424.2366,4480.5135,3648.9875,1887.0628,-3934.6304,5680.0836,-3837.8789,-301.6355,3490.7076,2398.4904,-96.7217,-5130.0296,-2987.1874,-2695.2540,435.2740,3843.5886,4313.5356,3161.5091,2634.5388,-5127.3151,2208.2526,1604.8044,2986.9888,-4952.2044,3617.1001,2746.7368,5495.8069,4371.8898,-2537.4874,1024.6025,-5295.5061,1139.7531,-4427.8459,6852.9060,4305.8151,-5903.3020,4787.0099,925.4689,6121.3878,6231.7239,-4222.4780,3507.6371,1232.9886,3376.7563,2491.5117,6179.2020,31.1912,-4746.3855,-3402.5817,5840.8269,3650.6218,-4942.3397,-6099.2977,270.0121,3993.6275,458.2588,-887.2206,-5133.1310,4976.1283,5725.0917,6751.5655,5325.0219,1234.5655,1620.3261,-908.6041,2162.4049,-4384.7496,331.9811,-2706.3913,-4019.3122,5897.1340,3486.2473,297577.8992,330606.0953,308878.6451,308993.9682,314254.9393,313202.3983,318433.5934,315042.2089,176820735.2015,176866123.0299,176836171.4138,176811914.5854,314855.9620,176821739.7529,3078.9255,5187.5413,-4405.3300,6840.8401,-3282.0827,-3105.7537,975.5212,1551.0976,-5900.6159,-2937.5190,-1136.3456,-4591.9803,-4239.5590,6271.0560,-2476.5993,-3036.9004,5497.4615,-794.4614,5423.6844,2411.9068,6858.4142,5198.7893,3395.1165,2963.6961,-2620.4314,2962.6102,-3213.9747,5056.9850,3444.5547,-195.0590,-2021.9310,5318.7014,5624.5479,-3109.2605,4833.9606,-5218.4985,-3763.7676,5090.3677,6637.6229,4296.6617,-3130.4241,-3177.8897,-5050.7180,2652.3771,-5384.8653,1186.0855,-3203.7725,-3650.7338,-4089.6221,-4837.1237,-4154.1494,4590.4121,2184.8302,4476.7494,3831.6836,5115.7085,5414.7888,-4261.9294,-1505.3560,-6502.4202,-102.4735,657.0238,1316.1064,-1251.5302,4774.7925,1399.0345,383.5707,2316.7944,464.4353,-2106.3103,-5150.8528,-2231.9280,-6219.3335,1924.9998,6044.4642,-949.1065,2889.6715,3697.2529,-5749.0011,-2046.7257,-2933.6548,-5073.6331,1159.6251,-6741.9086,4381.8015,4592.5566,2701.2256,-494.1723,-1452.9602,2021.7195,6303.9755,6081.7784,-6066.9038,-6590.9412,-2080.6616,5222.0427,-6152.7541,-4092.6438,2970.9121,-4940.7833,-170853.8545,-178234.2614,-178626.1274,-177275.0378,-184131.4553,-182080.6570,-175753.0684,-177441.1829,124133740.3544,124098768.0245,124109084.3398,124118480.6562,-177228.8522,124116657.6351,-4010.9322,2130.5665,-4345.0012,771.6975,5829.4499,4678.1958,-5259.9007,-3961.1724,720.7400,-5441.0505,-5483.1619,5004.4091,4031.0058,2866.6350,3274.7903,3877.7099,78.3051,-5542.5188,-2382.5608,2171.5788,895.8993,-2997.9532,-2292.3236,3455.0272,1565.8735,6161.9209,-1537.3068,-4543.7098,-4933.8936,-5220.7918,5489.9739,-3986.0397,-942.7241,2472.1039,3236.9062,-4533.8242,4624.7335,-3832.3015,1180.6297,-1754.1718,-5391.4379,-5510.2635,-4724.5480,5123.9598,76.8420,6073.5853,5475.2532,-2930.7177,-5127.9370,4639.0283,-4669.9436,1532.1894,5457.6817,-4377.7588,1811.2579,-1280.6800,3497.8326,-5327.2025,4218.6030,23.0151,5294.9971,-368.6714,5154.0255,3378.5278,-1351.3289,6713.4574,-3107.2063,1387.1191,5410.8378,-5413.2888,4416.5937,-5397.8507,1893.2237,-2281.8947,3384.9573,-4845.2824,-5267.4162,-277.9918,-1207.0259,-4350.5266,1496.4411,-4721.1367,5555.2000,-1576.5349,5260.7019,635.7048,-3809.1187,3894.4141,-208.1704,3942.4881,2614.9253,2405.4764,3194.6429,156.6290,4898.5813,4483.7001,-1561.4226,3883.1978,2074.6415,-3401.8922,-155358.9078,-157209.6412,-158222.7222,-154676.1528,-153108.4573,-163162.5943,-166283.8388,-156700.1291,26472765.2147,26457120.7154,26444381.8517,26468171.5372,-158442.6825,26461604.9214,
300.000,4598.3906,-2903.0373,1979.3879,1748.1542,1360.4720,5340.9246,-3129.9514,5158.7059,2230.8344,-4504.2425,3003.4306,-916.8052,-4935.8384,1163.6088,4507.8965,-5131.5255,4778.8673,3612.9571,4752.1513,-5844.7386,970.4541,-1702.5624,-4090.6575,-4933.5572,5723.0907,-55.3136,-5838.3173,2507.6508,3983.9385,4849.6314,2238.4332,2957.1200,-2388.3910,4191.5769,-1944.8525,-2353.6633,1979.8811,3738.8865,1140.3188,-4419.4977,-4000.4136,-4127.3617,-1702.7850,5401.8879,3172.5926,2266.7230,754.7106,-3835.9518,811.5319,205.4212,1270.1824,-3914.3858,4834.5973,4469.1637,4473.0441,5296.2700,-1082.8776,-1129.4389,-4090.5560,-433.9972,-4895.0074,6530.3683,5342.2433,-6569.7324,5653.3514,773.5857,6649.9165,6163.6871,-4209.2517,2350.4258,-650.4325,2039.8488,1084.4920,6797.4535,1788.2320,-5697.9552,-1480.1059,6404.2322,2611.6117,-4513.0390,-6756.4034,-1868.8430,5540.2745,-1126.7602,1232.9560,-4202.9379,4694.8478,4716.7132,6062.9019,6283.8815,2687.9874,2959.0832,-2490.0468,654.2311,-5701.7618,2009.1161,-3855.6128,-5561.1584,5940.7541,1541.4960,301086.4860,334365.1290,312506.4757,312707.4725,317916.0451,316887.7559,322017.6323,318791.2576,174070538.1628,174116261.6759,174085908.8533,174061666.6569,318504.3069,174071497.3136,1156.7323,6255.3408,-5836.0469,6602.0081,-5040.0410,-3407.0280,2721.6111,-497.6348,-6067.1108,-1496.4404,-3031.7286,-5473.0180,-4385.6828,5578.2308,-1514.4262,-1000.0696,4513.5650,-2878.7808,4954.0495,3668.9874,6792.8279,5099.0827,4363.1668,4448.0944,-3782.3873,1388.0736,-3671.6797,4931.9694,1415.7601,-2172.4134,-3682.7444,3723.2301,6051.4788,-4148.2766,5225.6239,-5231.4290,-5210.1516,3503.7415,6615.4058,5319.8986,-1207.7437,-1549.3963,-5024.1431,2504.6553,-5883.5637,-785.1447,-4304.9932,-3268.7297,-5459.8214,-5984.1709,-5366.4966,5713.7045,462.4858,4175.6926,3647.7757,4308.3416,6451.3136,-3991.0436,-253.0141,-6393.7561,1871.9864,-586.9610,-395.7764,382.7441,3916.6244,3531.2541,-953.0395,633.7095,2562.0322,-3930.6737,-4426.0320,-3955.3401,-6867.3407,773.0817,5155.0725,682.4887,3882.1260,2287.9749,-6373.2935,-90.5024,-1556.1662,-4884.9799,404.5182,-6189.2737,3948.5792,5368.2864,810.8360,-2281.2187,-2833.9002,398.8205,5179.9018,6021.9879,-4943.7358,-6770.6629,-719.5046,5767.6963,-5715.6268,-3032.8259,1216.2295,-5239.5022,-164621.6149,-171293.0058,-171832.3977,-170557.5417,-177475.4953,-175426.9847,-169106.0564,-170263.5545,127969646.0371,127935685.8703,127945659.8887,127953870.6750,-170547.1694,127952631.3592,-5029.7132,655.1690,-3007.8303,-1045.7442,4579.1520,2808.5525,-5543.9653,-4574.6178,2458.3476,-4932.9742,-5450.5372,4004.3338,2167.7437,3923.9832,5045.3446,4539.2887,-1728.2514,-5182.1332,-634.0746,405.5081,-916.4922,-4338.0698,-3503.1221,1873.4148,-242.7453,6846.0885,703.3943,-3970.7942,-5483.0266,-4373.7292,5382.2733,-5014.1667,-2386.8127,3638.9930,4179.9380,-3868.5866,4084.9464,-4483.3331,-651.9387,36.1411,-5507.5387,-5319.1616,-4458.1008,3555.0125,-1717.5713,6520.3861,5299.2455,-4776.6955,-4174.4184,3415.7101,-4191.5515,7.0489,4905.6667,-3054.7961,3849.7764,536.7097,2286.2295,-5513.0762,5591.7169,1576.9599,4494.8367,-2135.8005,4261.4403,2132.4556,462.3661,5902.7417,-1458.3962,2776.2818,4801.2322,-5006.8185,5246.3609,-5071.0532,397.8268,-524.9036,4266.8903,-3737.3303,-5515.0296,1260.8158,607.1662,-5212.9160,-30.0109,-4554.6038,4161.8311,-2929.5599,5526.1963,-1178.9899,-4885.9751,4552.5026,-1722.6318,2892.1204,3745.0637,644.6872,4144.7455,-1375.2329,3813.9264,3194.7300,244.1007,2807.7006,3333.5002,-4279.3855,-155447.0754,-157293.2726,-158190.7068,-154904.4599,-153081.5266,-163005.7034,-166475.6643,-156786.9761,26470590.7740,26454637.5379,26441948.5962,26466256.4076,-158512.0903,26459323.0618,
600.000,4080.1578,-1466.4782,833.4658,2771.5391,787.3522,6061.5091,-1603.5402,4405.9529,677.9891,-5640.5589,1694.8815,-2528.6126,-5606.8118,2831.9835,2903.0763,-4940.7000,5079.2305,2826.0292,5492.4108,-5008.1141,2095.4930,211.5382,-2190.0724,-4205.2592,4715.2588,-1470.4703,-5094.7251,4338.3367,4211.6504,4774.1323,652.2737,3788.2546,-594.0789,2294.7906,144.3694,-4164.1034,309.4851,4737.6196,2262.3188,-3268.6472,-4672.4437,-5191.2185,-3670.7700,6398.0770,1698.8633,1219.1262,-1167.5513,-2165.3315,-623.1569,-1178.7578,-539.4835,-2495.8862,5608.3988,5718.4076,2994.1478,5681.3682,455.2434,-3181.3110,-2509.0432,-1974.8815,-4918.2396,5556.0222,5863.0922,-6603.4394,5954.1334,454.5565,6509.1403,5474.1993,-3825.2943,999.0137,-2504.1581,535.3702,-422.4092,6721.9026,3404.3345,-6091.1048,564.8379,6348.4907,1306.0643,-3684.1383,-6758.4951,-3827.2655,6533.8012,-2629.4913,3247.0769,-2845.4908,3977.0153,3283.8148,4778.0288,6645.2229,3916.1131,3972.2448,-3864.5273,-929.7113,-6464.3800,3457.3488,-4620.2997,-6563.2252,5429.6727,-563.5960,304465.9035,337976.8061,315996.1731,316282.8521,321436.5758,320433.9161,325460.9195,322354.7931,171237138.8777,171283173.5494,171252417.5577,171228255.8671,322010.8928,171238049.7304,-903.0440,6712.9333,-6672.5489,5702.0642,-6289.3519,-3301.8980,4239.3578,-2515.9569,-5646.6046,50.2093,-4656.4149,-5823.5235,-4109.6048,4364.4494,-450.5370,1141.6689,3044.3075,-4687.1388,3991.4857,4556.3071,6052.6442,4531.9210,4941.9403,5474.6026,-4561.1739,-393.5705,-3720.0839,4340.7726,-746.3930,-3907.7353,-5012.5306,1770.7174,5907.3868,-4820.2695,5158.2527,-4770.2007,-6167.7760,1576.0296,5881.2531,5813.8494,807.0738,190.3636,-4553.6023,2147.0824,-5805.3338,-2716.3606,-5020.5213,-2476.8778,-6309.4342,-6545.6615,-6085.0098,6281.1115,-1265.9348,3477.1771,3022.7282,3054.2658,6866.5454,-3383.2228,1087.1070,-5568.4799,3634.6533,-1795.9526,-2029.9454,1960.7422,2660.1401,5277.5158,-2177.1797,-1137.6229,4390.3600,-5365.8318,-3306.1768,-5286.3174,-6858.1893,-451.7606,3791.0051,2209.4460,4545.1629,644.7545,-6365.4799,1903.0354,-27.5695,-4268.3607,-337.7721,-5048.4474,3182.1324,5619.6998,-1191.5655,-3880.5428,-3953.8062,-1237.6353,3564.8135,5316.9421,-3356.5716,-6300.0966,673.6973,5758.3303,-4703.3565,-1705.8215,-678.6041,-5072.1747,-158317.7708,-164272.2931,-164962.6425,-163762.0959,-170742.8028,-168692.1917,-162387.0617,-163029.5938,131744630.6529,131711688.8290,131721309.1756,131728335.7040,-163790.4751,131727681.5174,-5506.8419,-890.5923,-1338.2390,-2750.0706,2842.1393,637.9903,-5234.3370,-4695.2053,3930.9044,-3878.0549,-4833.8013,2559.4160,74.0784,4559.3227,6277.4510,4714.0803,-3338.5974,-4270.8806,1183.4426,-1404.4004,-2630.3257,-5209.6999,-4339.0424,88.5170,-2024.6059,6817.7951,2868.7200,-2950.3371,-5444.9527,-3049.1570,4690.9366,-5501.7618,-3575.1025,4416.2347,4683.0274,-2787.3440,3104.3366,-4629.0156,-2408.7945,1822.5299,-5031.1758,-4554.5400,-3714.6710,1606.2555,-3325.6177,6277.1701,4542.0812,-6115.0180,-2772.4508,1820.8482,-3264.0836,-1518.8686,3823.1689,-1391.2016,5477.6778,2294.4529,829.5456,-5102.2621,6368.4107,2936.0880,3208.6039,-3670.6493,2895.9609,656.6035,2225.6521,4459.7590,350.5428,3849.3432,3667.1695,-4030.8824,5507.0278,-4157.4959,-1139.6388,1290.0442,4691.6782,-2214.9878,-5167.2130,2663.6340,2355.7776,-5510.0238,-1553.2681,-3902.0753,2325.3059,-3970.0567,5194.5901,-2866.7017,-5416.1503,4725.9709,-3050.8961,1531.7778,4475.0115,-1191.2221,4648.5367,-2760.2766,2315.2835,1558.0694,2023.0629,1431.2301,4233.8173,-4700.6876,-155535.3586,-157376.9443,-158159.2104,-155137.6751,-153057.9926,-162842.4908,-166662.2798,-157009.6200,26468411.0632,26452154.3476,26439520.2433,26464326.0057,-158581.4051,26457041.0270,
