sl_100_5400_20270911 Coordinates.csv
2027/09/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:36 2024,
Start: 2027/09/11 07:47:00.00, Stop: 2027/09/11 09:17:00.00,
TIME_UNITS,STARLINK-32271 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-31456 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-4289 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-31403 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-1737 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-31456 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-4289 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-31403 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-31456 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-4289 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-31403 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3092.5440,-3322.6624,5195.9228,-556.7185,-1498.1605,5791.4498,-5801.3203,4745.2792,-6367.7799,-5079.8823,2919.4149,3456.0961,3597.2565,4111.6510,-4218.0846,-5157.5881,3368.6812,0.0000,-5284.0028,4061.4267,1201.0325,-6514.1893,2811.8134,1098.7959,-2533.2803,-3828.6646,702.2907,1246.9369,2815.5361,-2634.0354,-555.2602,278.3311,2817.7290,-4239.7643,4040.2113,91.0106,6483.1630,3653.5080,-6008.3224,745.5059,3774.9280,3032.0683,-3058.3847,-3763.6528,-5842.7835,-4611.4325,5805.1636,96.4833,-4119.8749,-3396.0601,1833.1351,2092.0925,6010.9743,-4532.3444,-3233.0593,1247.1769,-3462.0080,-883.0946,-6846.1052,-3926.1830,654.5478,2115.2823,-5206.6335,3670.3316,-2729.5548,-2252.8045,6263.3170,2499.3893,-840.0267,-5261.9632,-2076.6880,3509.1077,5211.0254,-4846.7937,-4272.6779,-2602.6841,4847.1123,-1642.3141,6422.8463,-3886.1350,-3556.1068,6394.5244,1363.7310,-2743.6829,-3240.7315,-5342.8289,-558.2138,4368.8281,6272.4468,-3479.2528,-5719.2628,3418.9767,-600.5932,5762.2844,-6056.4697,2593.1462,-6355.4578,-337.0652,2244.9608,-2765.0748,356669.5066,373596.5977,366790.7982,365986.5323,373283.1832,371211.9364,365292.5477,364741.9004,83669240.3427,83685556.0198,83698736.7013,83686138.0474,366431.9635,83677915.5802,6029.1018,4683.6851,1114.0135,-6919.7134,6734.6889,3268.1449,836.8136,1811.9376,2442.8740,3249.0564,-3171.1337,4397.6225,-5894.2216,660.2415,2097.1551,2940.8093,-3149.6630,0.0000,-2301.3655,-1138.8550,6431.7798,702.9212,-4532.4394,6425.2011,-6270.4800,-1532.8509,-5100.2381,5070.8221,-6165.7837,3406.0035,5487.9178,-5412.3843,3065.9870,-5442.5150,-5172.3133,4147.5947,292.8575,-1825.2224,1949.1674,-628.7737,4070.9764,5626.2951,-4942.8961,2288.3593,881.4147,-1866.7062,-2443.4171,5782.0956,-325.7522,-4267.2769,-5253.0933,-6189.0695,2760.4538,2216.0591,4147.2594,2202.9419,-5953.6574,-6371.1231,201.0217,2275.8516,-6033.2203,6120.5366,1848.2127,4159.4593,6249.8983,4553.6219,2875.6720,4442.3553,-6040.0719,-4072.0907,-5785.2245,-5902.4774,3095.7368,10.3278,-4198.5469,-6047.3146,-4014.1990,4027.6499,-108.9614,820.4570,-5634.9407,-1197.8773,-6627.1288,-3610.0552,897.0133,-4020.0081,-5112.3678,-5310.8883,-2670.9433,-2254.0405,-1009.1100,-5169.0860,6430.5909,-3227.8148,-1942.2081,-5636.3642,1645.7024,4225.1197,-3928.0742,-3072.5844,-99896.0597,-66608.4516,-90616.3207,-90350.0768,-85728.9011,-86440.0174,-80858.6207,-84281.8975,277123349.2914,277147563.5374,277157507.4618,277140633.2862,-84501.3250,277141780.4770,-563.8733,-3844.6932,-4449.8660,-676.0049,-572.0999,-1993.6472,-3701.0843,4566.4560,-1246.9310,3427.7462,-5405.2142,4051.3894,111.4294,-5514.5276,5046.1845,-3582.6934,-5060.9227,0.0000,-3743.2406,5347.4836,-2234.1588,2257.2947,4418.1104,-2302.6744,1474.4238,5384.9302,4479.7353,-4551.2822,1081.0794,-5309.3627,-4090.3883,-4309.2430,5413.4621,484.9682,-1805.0374,5113.2113,2108.0038,5445.1749,2820.3806,-6876.2392,4119.4487,-2242.0306,-3724.3642,-5341.7612,3536.5302,-4640.1426,2893.8885,-3609.1439,5506.1638,3994.0750,3964.0090,-2345.0362,-1648.0543,-4666.5728,4469.4544,-6481.7702,499.3465,-2526.3901,-909.5413,5170.5286,2542.7247,1938.1929,4174.7845,-4044.6295,1199.9667,-4722.0099,526.5613,-4704.9585,3281.2766,-1829.0170,-3195.9042,-923.6742,3350.8807,4848.8965,3477.1167,1786.8767,2880.1992,5367.6682,-2661.2908,5257.0049,616.5141,-2365.4158,-634.6782,-5219.0834,6067.1407,-1710.8551,-4482.5241,-823.9842,-1271.7872,5526.8783,-3775.3406,3131.5505,2456.1549,1981.9807,2513.1279,2885.1657,2162.3354,5455.6645,5121.5512,-5492.4783,-147168.1523,-150571.3226,-150364.4535,-147325.8856,-145397.6888,-155292.3390,-158774.1734,-151475.3929,-71734342.0657,-71763699.0156,-71732886.1559,-71723627.8590,-150819.5822,-71732788.9320,
300.000,-1919.1177,-2459.9571,4969.5036,-2026.7688,66.1432,5800.2008,-4680.5058,5528.1893,-5767.8044,-5987.5348,1615.5709,3977.0168,2412.5604,4086.4043,-3907.3353,-4561.2211,2476.4667,0.0000,-6392.2275,3739.9547,2489.7542,-5430.6374,731.1090,2395.6427,-3944.9849,-4181.8104,-1329.7407,3114.2873,1680.8087,-1216.5848,1321.6296,-1671.2740,4469.9702,-5051.2709,2349.5023,2174.3878,5783.0848,2559.9851,-5963.1078,2587.6318,4645.1977,4085.3052,-3731.1028,-3039.4038,-5896.6302,-4241.6447,5399.7251,1908.9409,-4227.1153,-3904.6385,-254.8349,639.0621,6035.9293,-3506.4177,-1734.1285,2648.3030,-4390.7675,-2060.4778,-6236.4307,-2164.6352,-824.6570,3369.3852,-3809.5924,4080.5889,-1315.2390,-285.3717,6327.1853,4301.6249,-2583.1453,-5405.9338,-3407.3757,1938.1624,6361.6755,-3780.4171,-5729.8449,-3801.7190,3117.2963,118.9856,6879.0967,-3441.6197,-4486.9039,5264.1066,62.6061,-3769.3154,-4041.6818,-5487.8024,-2626.7982,3081.4224,5627.1159,-4584.7507,-6355.5865,3172.6072,793.3015,4411.7267,-5550.4437,913.7657,-6253.5628,1740.3356,822.4666,-4261.7499,358789.7282,375015.0231,368412.0784,367691.1225,375046.4895,372970.8819,367061.7109,366705.4331,77598151.3283,77614111.0057,77627157.1459,77615121.3326,368168.1108,77606745.3809,6397.4748,6014.6333,-1010.6806,-6615.7703,6611.8331,3803.4242,2517.6186,-138.7798,3833.5262,3246.9167,-4777.6490,2528.0396,-6249.1563,-1511.2203,4008.9453,4639.7276,-4898.7077,0.0000,-1182.1893,-3213.0752,6430.6406,1277.3562,-5015.4108,6459.7424,-5689.4510,638.1619,-5501.4992,4007.5969,-6616.2105,4914.1714,5971.8582,-5761.9810,1731.6976,-4537.2373,-5576.2994,3348.6127,-1346.1759,-3700.6459,3325.0152,631.7140,2163.9663,4150.0217,-3200.0659,4196.9962,2684.6342,189.4566,-4069.5028,6071.7143,1820.9521,-2362.4521,-5089.7965,-6852.1447,1047.2101,4081.6834,5529.1491,500.3183,-5167.6491,-5257.6303,1398.1477,3525.6980,-5170.5414,5861.6200,3418.2446,2256.4184,6792.0211,5363.5264,1580.5946,3335.2649,-6105.0365,-2587.4701,-4380.6133,-6216.9074,1767.4157,1835.6999,-3172.2059,-5666.7443,-4763.4163,5099.7475,-791.9253,2955.9031,-4813.8889,-2312.4751,-6362.2098,-1716.7678,2650.6569,-2552.6666,-5003.5065,-5657.9568,-4042.0160,-413.3634,722.1240,-6077.0845,5625.2178,-3932.0727,-383.6101,-5280.8927,2923.4768,4561.7666,-5324.1493,-1515.4236,-92407.1394,-58687.7377,-82857.3414,-82519.0777,-77962.4650,-78646.2087,-73166.4654,-76629.7554,278885557.9574,278909694.9891,278920317.3744,278903499.1392,-76744.9510,278904047.1455,1262.9865,-2348.0468,-4725.1348,864.7827,-2056.0361,231.2624,-4451.4792,4010.8489,290.7824,1326.9202,-4727.8093,5046.1665,-1687.7280,-5363.4762,4042.6286,-2396.4571,-4092.3966,0.0000,-2225.7956,4699.9299,-473.4125,4105.9741,4719.0983,-548.1355,-54.3225,5302.0909,3814.9899,-4714.4893,-737.6438,-4592.9278,-3120.8618,-3455.5315,4865.9086,-1326.4705,-3119.4755,5235.5756,3358.1521,5107.5188,1128.6533,-6413.3215,4638.7946,-3460.4193,-4848.1864,-4591.0430,2338.5864,-5315.8281,1533.7420,-2438.6985,5121.0203,4984.4984,4547.4697,-896.3037,-2992.1027,-4274.6890,3750.4248,-6415.0019,-1313.7616,-3985.0909,-2629.0052,5495.7509,3980.8608,137.3665,4662.7986,-5039.4776,-339.9481,-4388.5679,2282.6267,-4300.0493,2008.6879,-3422.7164,-4148.0075,-2370.0423,2096.7860,5415.4184,2259.0929,-15.7554,3933.3438,4661.2213,-604.4947,4779.2531,-1225.2358,-3857.0654,-2391.3735,-5535.7633,4979.2055,-3319.8324,-3821.6408,-2547.3503,264.7197,5152.9634,-2656.6013,1125.3071,3929.4836,3548.5983,3972.6491,4250.0242,396.0983,4889.2334,4206.4452,-5176.1740,-147101.2864,-150514.1506,-150188.7238,-147412.8140,-145231.8849,-154984.5478,-158815.3058,-151821.9442,-71738694.8969,-71768222.3659,-71737806.4231,-71728493.9120,-150743.9194,-71737401.5488,
600.000,-530.7638,-1378.1813,4306.7723,-3312.0138,1642.7392,5179.5083,-3132.0448,5782.5028,-4606.7136,-6251.9800,199.3757,4158.5945,970.6048,3715.5886,-3251.6042,-3544.5084,1377.1578,0.0000,-6853.5573,3083.8861,3525.2446,-3792.7166,-1415.9004,3447.7941,-4972.9068,-4155.3388,-3207.8342,4704.7388,367.0568,279.9111,3045.3621,-3438.9804,5688.0248,-5371.8536,400.9495,4031.8061,4507.7589,1254.0941,-5332.9076,4102.0397,5106.2838,4747.7830,-4086.5707,-2065.9936,-5384.2390,-3486.6089,4482.4671,3508.4387,-3966.7796,-4055.7447,-2332.0459,-867.1750,5464.5074,-2171.6107,-97.6302,3846.6982,-4893.2356,-3077.1666,-5007.5787,-216.5019,-2252.1630,4262.0911,-2069.1743,4134.0362,230.1092,1687.3767,5772.2844,5702.7873,-4060.7450,-5039.1609,-4446.3330,161.7702,6895.8774,-2376.4749,-6627.8064,-4606.2654,1078.1148,1830.8985,6637.2015,-2660.0308,-4935.5138,3617.2556,-1271.6514,-4478.3978,-4485.3488,-5112.6829,-4417.8476,1469.1516,4434.7963,-5280.1065,-6388.2633,2616.9236,2149.2089,2607.6310,-4500.0543,-893.2047,-5530.5864,3625.4055,-641.4832,-5365.6161,360753.4081,376265.0891,369868.6491,369228.6648,376644.1423,374559.1560,368669.6596,368614.8204,71490006.0577,71505616.2978,71518500.9744,71507006.1601,369740.0909,71498516.6823,6100.2188,6742.2490,-3047.5798,-5680.4101,5852.1753,3921.9370,3989.7270,-2051.3992,4854.6734,2874.7721,-5932.5864,402.5391,-5989.8759,-3529.6149,5511.2687,5880.8663,-6151.6300,0.0000,31.6799,-4949.5618,5790.1113,1775.4336,-5057.2416,5852.1392,-4554.1117,2729.8504,-5376.4914,2593.9682,-6395.8197,5942.4462,5881.6745,-5578.4756,268.3121,-3171.0752,-5434.4585,2223.0142,-2878.3830,-5214.3453,4360.0534,1899.1144,54.5255,2238.9817,-1136.1352,5695.6868,4206.9586,2249.0223,-5291.8326,5757.0358,3774.0068,-201.9543,-4453.1745,-6853.3289,-795.0057,5554.3267,6384.8756,-1197.7506,-3857.1988,-3628.8610,2485.5277,4474.4538,-3731.8418,4977.3966,4692.9731,117.2669,6674.4052,5691.3360,105.0547,1944.9646,-5589.6486,-819.3940,-2562.0603,-5942.8823,287.6269,3513.9880,-1859.4718,-4697.9530,-5086.5341,5701.6241,-1386.5904,4754.7749,-3454.4477,-3241.3894,-5437.5382,321.9228,4096.8232,-805.5953,-4421.7546,-5465.8413,-5023.3931,1432.1494,2361.7116,-6360.2423,4276.3143,-4280.6102,1251.5051,-4418.3992,3905.8524,4496.5903,-6193.9393,149.5446,-84871.9849,-50737.7964,-75059.0004,-74648.0603,-70159.0078,-70813.9556,-65437.6440,-68937.8719,280514788.8593,280538835.7804,280550132.3626,280533390.8435,-68952.8915,280533332.9364,2946.3893,-597.5656,-4495.4508,2314.5033,-3319.0841,2431.4322,-4726.2562,3007.3459,1797.3111,-915.6379,-3541.1732,5495.6879,-3304.2643,-4634.5223,2601.8358,-953.8110,-2669.9658,0.0000,-463.7044,3523.5082,1338.4654,5514.7419,4514.4578,1265.6256,-1577.2477,4615.5882,2723.0679,-4372.9684,-2475.0878,-3364.9485,-1807.7964,-2230.7819,3775.3844,-2994.9920,-4081.6496,4708.3131,4231.4028,4194.2698,-684.6367,-5270.6543,4658.2964,-4282.3622,-5447.9131,-3347.9153,885.4603,-5391.7993,9.3706,-993.7170,4178.0505,5401.2084,4623.1403,648.1153,-3999.6915,-3413.9529,2625.1662,-5672.2416,-2984.6496,-5013.9366,-4064.4755,5220.9855,4923.3751,-1679.3581,4650.8764,-5480.6422,-1843.3722,-3586.8736,3791.8833,-3436.4273,520.4684,-4645.4645,-4656.0102,-3562.4220,617.7001,5384.4756,798.7343,-1816.6474,4563.6128,3452.0597,1516.4986,3710.1322,-2921.3608,-4934.7551,-3876.6262,-5257.0557,3361.1850,-4569.1954,-2732.1452,-3997.5506,1772.8568,4223.5846,-1252.7654,-1000.7511,4978.1786,4729.2352,4989.5292,5142.2302,-1412.9321,3795.5654,2822.4575,-4293.2867,-147034.5871,-150456.9101,-150013.9685,-147504.5836,-145069.4509,-154670.4060,-158851.3001,-152090.0481,-71743047.0981,-71772742.1084,-71742726.5573,-71733378.6307,-150668.1740,-71742014.1203,
