sl_100_86400_20270928 Coordinates.csv
2027/09/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:45 2024,
Start: 2027/09/28 07:47:00.00, Stop: 2027/09/29 07:47:00.00,
TIME_UNITS,STARLINK-30110 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-1390 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-31780 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-5464 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-1390 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-31780 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-1390 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-31780 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-268.4642,3089.0183,-4225.4428,-3848.9772,-801.3664,-2142.3159,4453.4759,6434.3210,5324.1957,4911.1240,-6784.4139,-5407.5541,4765.7300,5062.1903,6789.0067,-5063.0982,6205.3981,4186.6813,4254.5143,3655.5421,-1509.9210,-1799.2366,-4576.1390,-5544.7074,4448.4992,1996.7794,5535.1440,-5887.4070,3032.1956,-4597.6059,-80.8048,0.0000,-5533.0828,6800.0015,-2042.4580,3905.9043,1398.0288,-158.7670,-3924.2006,0.0000,-4119.9388,5649.3514,3917.3718,-4410.8593,-4964.6650,5943.1389,-5208.8570,-863.2602,-2826.2763,3217.5869,-4664.6634,2740.6126,5108.8964,571.9950,6334.4577,-823.1019,5078.2377,-5043.1922,77.3728,-4352.5548,5108.3110,-6464.7196,5705.6060,2201.5452,-1576.3454,-2926.3216,5216.0506,5419.2851,4135.3498,-6158.8190,-1541.5105,3707.0521,-2095.2286,-6174.0657,-1815.4892,1326.5285,3727.9203,1640.4324,1200.6548,-3922.0006,2744.2283,-6801.9223,6648.4222,-5313.2784,4512.5990,3501.0414,1573.3963,1567.1641,4287.1604,-5008.7055,5406.9624,-375.3879,3208.2627,2603.0156,5077.1943,560.8336,-2400.7953,3515.6020,2665.9245,-536.7045,-287515.3103,-287942.4784,-285297.0995,-286043.2050,-280376.3915,-282159.5452,-289435.1847,-287191.6525,58119505.6696,58107884.5424,58104356.4352,58104137.4388,-287301.1184,58109857.3731,-6028.6878,6170.1715,5294.0624,3471.3317,6593.1899,3625.9625,-5194.7003,-1782.4241,1862.1641,-2181.5984,11.9649,2116.6359,1727.0292,2171.6987,574.7036,439.6759,1839.8035,-1029.2526,439.3612,5692.5950,5217.5261,5534.3574,2889.5298,4019.5949,-2112.5874,-6663.4483,2451.8511,3490.5003,710.2110,-5021.3851,5113.4738,0.0000,-1816.2155,-1099.7247,4307.3713,-1709.3955,-4684.8374,6128.5694,3569.8882,0.0000,-2589.8630,-3811.5712,-3404.3501,985.6958,-1744.2270,3207.1407,-4556.7553,4649.2184,4617.1244,2541.6174,-1995.0163,3187.0060,-4373.6389,6148.0303,-1495.7436,-4202.5455,-3454.1995,17.9369,6263.1135,-3421.5337,764.8457,-1787.1712,2564.9874,-4490.7653,5999.1641,2940.6625,-2100.4000,-798.2634,-216.6687,-3069.6981,-4890.2678,-3243.3138,-3923.3938,-2319.6561,4942.9045,5820.2844,-3312.0061,6732.8440,5686.0941,-3632.1994,4352.0519,228.2614,-1855.3199,-583.6766,5215.2388,3029.0891,-4959.8740,3949.3155,1772.5640,-2768.6690,4306.0585,4051.4782,2765.7277,5754.8589,2059.8849,-5265.3097,6336.8748,2570.2836,4249.2525,5492.2567,202713.7820,237808.1351,214655.4411,214712.0038,221229.0084,219984.2753,223592.8574,220328.1466,288461367.5418,288454447.5626,288431830.7987,288440765.4856,220440.0393,288443761.1517,-3349.1616,-349.5958,521.4870,4591.2176,-2089.8349,5282.5944,-596.5110,-1075.1247,-3642.0915,4321.7441,1361.5112,3801.1381,-4724.0774,4211.7621,-1253.8990,-4714.3135,-2431.0171,-5404.2879,5418.9095,-1490.1821,-4111.5194,-3742.2383,4302.2698,886.4501,-4829.2985,-158.0533,3415.5979,879.5528,-6105.4106,1253.0346,-4741.8497,0.0000,3530.8224,-224.4135,4973.0328,-5295.7296,4847.1888,3237.6003,-4471.4608,0.0000,-4919.8702,-21.3776,4554.5399,-5197.5825,-4296.8627,-1330.4448,448.3857,-4874.0469,4321.4858,5468.1687,-4727.0415,5479.6796,1630.9036,3002.4054,2281.0250,-5433.4785,-2548.8231,4698.3351,2899.6048,-4097.0868,-4530.3838,-1588.8057,2973.1004,-4625.6535,-3058.0956,-5535.3676,3468.4327,-4251.6717,-5525.3784,-460.5211,-4637.6541,-4850.6938,5187.3026,-1736.0598,-4486.7902,-3509.7386,4788.3886,-136.0324,-3413.1991,-4413.9861,-4624.8444,-756.9195,604.9373,4234.4763,73.6958,-5037.3306,4397.6643,5431.0351,-4915.1009,-3916.8974,-31.4308,-5336.2612,5453.4826,-2773.5948,-4122.3291,-4217.3649,693.9670,-5376.9156,-4637.0558,-4156.9792,35409.4434,33734.4835,33396.1787,36335.5127,38329.2637,28468.9447,24918.9629,31118.9907,-93517113.6411,-93489440.3165,-93506060.9497,-93518420.7056,32894.7714,-93513331.3176,
3600.000,2968.1939,-3847.0497,727.2749,1656.1101,-2014.6446,-1073.3323,-1682.7836,-4553.6155,-6567.9362,-1003.0823,4557.5507,1428.9578,-5756.1276,-4944.6178,-6271.2795,4136.3875,-4320.9295,-1960.2262,-5389.3246,-4754.1199,-2804.1645,225.5430,524.9631,3782.5218,-612.3794,-1153.3872,-2850.8971,3141.0422,-928.9212,5734.0841,-3548.8747,0.0000,6733.0715,-5042.1377,-40.1935,-587.2789,2944.0797,15.3180,1960.1082,0.0000,6682.2118,-2742.3930,370.5408,4792.5822,6440.6704,-4861.5007,5585.4488,-3829.0688,359.3986,-5747.5743,5905.5900,-5992.0032,-3739.8414,-2390.9174,-3204.8107,4714.9759,-3161.8095,4680.5435,-1760.1313,4052.3079,-6648.9381,6267.1472,-4954.6940,2185.9100,-1604.6261,-212.7012,29.3386,-5473.5363,-3994.4752,5299.4559,4122.8955,-2877.5046,5707.2338,6127.4795,-2291.6013,-4024.8636,-6537.6341,-3501.8625,-3783.7326,5441.7518,-5944.4861,4542.1170,-4468.8421,3840.0512,-4776.4655,-6528.7267,3070.3600,-5110.6143,-6601.7341,4995.1815,-5779.5111,-4690.7206,-5223.7525,-3708.2366,-6722.6180,4092.6319,-949.7129,-4866.3062,-6068.2644,-2918.4015,-328429.3792,-338001.6975,-332919.2710,-333182.4269,-326388.5387,-328856.1596,-334875.7393,-334015.2999,-18579738.1250,-18593544.4266,-18587403.4211,-18590590.2918,-333486.6024,-18588272.5022,6225.2995,-3837.5981,-5456.2160,-6285.3694,-4936.5082,-6318.9290,4907.2785,3375.9818,380.1478,4103.1662,-1960.8016,-2178.4527,2057.3546,1898.2867,1671.3781,-4304.8300,1117.3038,4797.9688,3154.2334,-2677.7495,-3150.2166,-6898.7049,-4194.6038,-4693.9631,4463.7606,5010.0127,159.6520,-4068.6233,3981.1065,3033.8721,-5093.7321,0.0000,-1029.6996,2554.4549,-6707.6034,5307.4307,3428.4104,-6710.1491,-6339.7377,0.0000,925.8476,5070.5639,4299.3102,-4479.0858,-1783.2327,-299.0820,1821.9151,-2826.2212,-6724.4819,1070.7480,-1670.3796,-1035.9938,5168.1902,-6268.1725,3139.7905,2280.5430,5092.5630,-4002.4418,-6520.6152,-939.7101,1600.7558,49.0144,1157.5603,5610.2716,-3928.0326,-5680.5458,4158.5018,3989.5818,4324.4614,648.0099,1347.5855,6132.1683,3206.0948,333.1313,-3594.2677,-5630.3969,2245.1907,-4859.4005,-1479.6466,-202.3546,-2498.6444,-2168.7720,3695.3062,-3820.3064,-2938.4360,-1315.7286,4668.8715,-1399.9075,1009.9623,-1285.1151,-1634.4264,-3402.7436,1040.1629,-2163.0884,906.1527,3620.6245,-5403.1685,1579.2817,-1779.2923,-2976.5852,125238.5858,159230.7257,135708.7299,136979.7209,142658.1569,141624.1144,144303.3478,141515.7115,293677382.9632,293674643.0096,293650045.1436,293649862.5725,141616.2713,293660039.3829,-186.3679,4256.7905,-3988.4574,-2408.5043,4470.7663,-2164.3601,4491.9115,-3690.6165,-1330.0197,-5465.0422,-4829.3080,-6446.4413,3247.9300,-4487.6089,-2425.2474,3509.3864,5268.2730,4557.0082,-2972.0674,4257.3065,5335.7412,-419.3728,-5483.5819,3364.0223,5206.8288,4673.4386,-6350.1740,-4609.9873,5484.0408,2412.5285,3168.8454,0.0000,172.5146,-3948.6396,-1611.9103,4194.2150,-5209.6095,1736.5345,2007.4716,0.0000,1510.6915,-3641.5450,-5397.8372,2072.4875,1194.9021,4853.7906,-3690.0845,4829.4533,-1650.9323,-3560.0021,3214.0265,-3299.4184,2679.8269,1473.9770,-5245.9733,4501.5202,-2868.3491,-3116.0243,1440.6649,5474.0187,609.1605,-2869.2693,-4709.1747,3172.0318,5446.2821,3922.5786,-5144.8056,1464.7058,3588.9309,4355.6872,5367.4026,1346.3338,-1989.9151,-2978.3382,5432.6400,127.1575,214.4986,3479.7578,5364.4192,4277.1130,2488.5313,4632.1401,-3798.2826,-4155.1916,4005.8995,1536.9610,-3911.4913,-4432.4433,1001.9983,4623.7513,-3425.5223,3366.2352,-4415.1881,5385.7890,968.2494,3980.5386,-4045.9625,4640.8786,2572.3946,5494.0034,33379.8574,31788.9132,32745.3656,32308.6344,37442.0224,29951.4224,22119.4627,32893.4617,-93570693.9641,-93540095.1651,-93551702.1931,-93564315.9634,31161.6461,-93564079.9487,
7200.000,-4464.9253,4177.8151,3735.1655,576.8303,4967.7014,2973.1573,-2654.9779,-293.4219,3372.2642,-2573.6898,-921.9997,2989.9184,5221.8933,4113.5862,3432.1066,-2545.9380,1710.8042,191.9084,4798.1534,5135.4804,6268.5555,1546.8469,3198.9108,168.5025,-2518.5486,-1635.2020,432.7940,1279.0949,250.9528,-5148.0164,5659.2233,0.0000,-4537.1437,1018.2142,1640.3509,-1838.5720,-6191.5733,762.0833,207.1079,0.0000,-6277.5470,-1866.1362,-4053.1133,-3440.2450,-4657.7822,2662.0658,-4669.5929,6655.1021,1851.0209,5959.3864,-5543.8521,6816.6312,234.1645,3514.1334,-919.8647,-6836.7274,-1871.1357,-3159.0833,3109.7560,-3546.1031,4954.1072,-3425.2228,3440.1483,-4940.7140,5117.7909,2230.7746,-4574.5514,3743.9858,3102.0030,-2936.1659,-6115.2786,1167.2459,-6140.7715,-3104.1180,5810.9463,5109.8644,4644.6361,4942.6298,5540.5361,-5845.1058,6801.3937,-393.9976,670.0516,-1608.5349,3956.4980,6084.9475,-6043.3341,6856.9989,4873.2662,-4291.0012,4552.9784,6291.5848,5919.0368,4753.4561,5355.3922,-6658.9815,4653.0288,5302.5890,6632.2491,6023.0339,-349032.9309,-366996.5286,-359517.9000,-359968.0210,-351400.8700,-357137.1759,-358985.9496,-357876.6048,-94014393.4758,-94032597.6127,-94016919.4461,-94017838.0423,-358488.5720,-94022109.7593,-3842.7811,-449.0668,3708.9249,6790.7138,2295.8693,5404.0914,-3435.3149,-4108.9284,-2804.9213,-5612.7829,4366.4124,3342.2629,-4544.6366,-5191.0426,-3871.6283,6442.4516,-4666.5390,-6855.9360,-4781.5512,-1446.0862,943.6886,5192.4991,5205.1427,4184.1044,-6029.6257,-1732.9497,-4066.2549,4159.7120,-6767.6901,536.6757,4069.2921,0.0000,3427.6334,-4008.9204,6075.7046,-6539.2784,-2138.9676,3871.0887,6730.3274,0.0000,661.6077,-4740.1153,-4838.9285,5449.6926,4035.5583,-3704.0975,2054.1282,938.4049,6362.9981,-3228.3587,4153.4958,-624.5555,-4375.5113,3194.6374,-4863.4078,-695.6316,-3530.5532,6113.1450,3763.9439,4942.7264,-2967.1813,2522.3561,-4844.8808,-4630.3742,1417.0818,6541.7313,-4584.1094,-5400.4897,-6130.1472,3057.3083,1725.1450,-6116.2309,-1398.9041,2708.4089,2263.5546,3279.1309,350.6096,1174.7725,-2765.7008,3390.0521,324.9779,4422.1503,-5080.2359,6563.8838,-1264.7756,-570.7893,-3126.2087,-557.2982,-2805.3244,4820.2948,-2207.8096,1591.9613,-3524.4115,-2144.6319,-3176.9135,-1112.8116,2503.5626,-4321.5882,-830.9301,507.6551,40311.7838,70499.2182,48069.9356,52141.5977,55024.9947,53320.2148,56341.8724,54043.4947,278847693.2558,278847975.8243,278826590.7655,278820672.3470,53695.3064,278831064.1671,3581.5806,-5490.4277,4286.6366,-1261.6589,-4306.6310,-2780.4811,-5327.6218,5350.9882,5068.9158,3073.8678,5278.5834,5297.3967,211.1466,2061.9224,4596.4957,-173.6828,-4810.1039,-843.7266,-1377.3105,-4421.4604,-2493.1678,4286.4568,3237.7946,-5498.4525,-2204.9199,-6540.5062,5618.9283,5345.2000,-1000.5084,-4603.5029,166.3499,0.0000,-3760.6778,5501.2248,-2827.2956,186.4339,2131.4617,-5711.4388,1652.9114,0.0000,2815.3139,4518.8444,2802.6124,2407.3118,2841.8794,-5159.9880,4690.2818,-957.8511,-2040.7994,-939.9483,240.2577,-978.3420,-5365.7220,-4970.5905,4795.2745,-765.7404,5299.7364,-505.9682,-4890.4283,-3229.5017,3709.1699,5410.0993,3557.1922,707.1780,-4432.7078,133.7455,1322.9927,2197.7044,637.5921,-5446.1800,-2723.0430,2983.9018,-2672.6279,5424.3425,-2993.6229,3316.9162,-5121.1111,-4719.1460,-2658.8995,-1542.4797,1196.5816,-5217.7016,4655.9740,956.1790,-5512.4022,3056.4215,452.8499,568.7356,3733.6848,-2537.7186,4700.0281,1678.2599,576.7923,-4518.9596,2853.9884,-451.9850,4292.7611,-1020.5257,1388.7708,-3346.1655,31319.5445,29833.2307,31666.6971,27963.1160,36088.7454,31609.8654,19982.8482,27798.8198,-93623829.6209,-93591307.7221,-93598983.5912,-93609793.9999,29425.0983,-93614812.2516,
