sl_20_86400_20271118 Coordinates.csv
2027/11/18 07:47:00.0000 UTC

Generated: Tue Oct  8 17:20:00 2024,
Start: 2027/11/18 07:47:00.00, Stop: 2027/11/19 07:47:00.00,
TIME_UNITS,STARLINK-30341 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-4783 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-3302.4173,5685.5092,6123.0609,-6014.4868,-3801.8586,-3969.6806,6871.8762,-4798.1274,-2678.1998,3999.4987,-5554.0615,3709.7239,-1785.7602,3791.4965,-965.7844,3781.3713,-5835.8316,5270.9169,4199.7768,3434.5688,334426.3134,337503.2421,330373.3824,329391.0807,334626.6374,333531.5011,339551.2895,334584.7498,-213383192.8107,-213366908.1304,-213371025.5646,-213368201.8769,335766.8407,-213369626.0505,-4624.5248,-3929.6229,2582.0013,904.3676,2876.4788,-1234.2804,912.2862,1456.4095,3520.2055,2796.3250,2139.9745,-1822.0707,-4862.4115,1676.1790,-6821.2918,4498.4993,975.5971,-2314.9584,-1560.2923,3953.2695,87280.4119,51631.8265,67444.3045,72578.3344,65604.5922,67090.5966,68443.0813,68845.7818,-214084537.9478,-214090463.9210,-214063973.4715,-214060293.0814,69313.5062,-214071979.2003,-3917.3485,199.9587,-1013.5858,3340.3919,4995.6343,5487.8110,-182.7282,-4646.7782,5074.4280,-4922.5077,3226.9260,5518.2921,4531.6762,5459.0753,-160.6916,-3622.7413,-3599.9990,-3549.5382,-5259.6499,4509.1888,140141.1637,138186.9064,135231.1076,144025.2886,137332.7206,128336.7432,137434.4096,138769.5753,-136449285.8745,-136416943.3543,-136426003.1346,-136436628.8675,137499.5367,-136440590.9652,
36000.000,6033.5259,-3348.8363,-5508.2149,1827.6345,3064.9910,4778.9114,-5791.5570,2745.6647,-2459.3154,-3688.9674,1606.8859,-1950.9302,4183.0122,-5789.8951,2460.8910,-5711.7258,5826.3499,-1142.9484,-1149.1516,-4272.1178,301680.2748,313960.3955,302340.4639,301980.1633,305331.3538,305190.9690,313062.8089,309158.0758,-150679444.8714,-150658380.4822,-150672307.3936,-150671512.0798,308249.7244,-150666618.8770,3266.5336,4396.0498,11.9424,963.1961,-5950.6097,-2975.1844,1494.6125,-5366.3735,-4511.0947,-5859.9380,-4736.9788,5534.3103,1075.1718,1925.4503,4884.2511,-3822.6083,-3728.3255,4952.2596,4790.6864,293.0485,167194.6559,133349.4392,150624.4938,153927.4830,146103.9220,148422.5259,150082.7373,151633.0534,-262039699.0536,-262049134.2428,-262025494.5989,-262018300.3670,150945.3787,-262027853.3694,712.6263,-4162.3743,-3857.2563,-6633.3135,-1725.5684,-3981.2018,3501.9132,3209.8836,-4364.1157,-43.7690,-4574.4319,-3636.9444,-5369.7895,-3145.6346,4183.5412,-628.4110,265.7847,4449.7826,4830.9643,-5434.7843,138895.7210,136999.2703,134888.6752,142499.0583,138838.8174,128283.8814,132878.8551,135155.8450,-136464858.6279,-136431419.0314,-136437181.6962,-136446225.3493,136533.8957,-136454249.4714,
39600.000,-6192.6854,-866.4738,1892.1696,3501.8323,-1438.8698,-4445.7187,2899.7664,-276.1932,5447.2915,788.7673,2571.3814,387.7539,-5947.4237,5530.2500,-4104.2872,5116.2795,-3603.6462,-2907.4900,-1172.6848,4805.4483,250373.1682,270904.2572,255198.3356,255274.7365,257572.3124,257627.4983,265736.5644,260753.6459,-77695023.1354,-77667327.6330,-77688869.4997,-77690579.9791,261208.2338,-77682445.7212,-757.3205,-4095.7340,-3734.2367,243.7974,6218.4154,5265.1201,-4176.5415,6800.9190,3964.0409,4783.4770,5876.6022,-6864.4461,2247.6842,-3824.6274,-832.4755,1249.8284,4955.3991,-5882.4610,-6673.7522,-4002.5490,236175.2859,206798.9386,224363.7663,226001.5786,217807.5703,220090.2413,222746.4933,222603.8149,-292124054.4254,-292135033.4907,-292117859.5775,-292109905.7640,223235.7026,-292113141.5674,2935.9980,5494.7531,5249.3626,5975.6948,-2658.3399,-158.7448,-4720.6690,575.9082,-164.3153,4938.0211,2171.3122,-607.5557,2642.6113,-1377.2172,-5476.1464,4450.9390,3215.0635,-1623.9795,-1340.4018,2944.9666,137608.9968,135792.7671,134973.0166,140461.4101,139732.5466,128904.1189,129277.2714,137186.6877,-136479703.0771,-136446232.2390,-136449895.1596,-136457612.2870,135554.1135,-136467866.7452,
43200.000,4277.0794,4778.5785,1639.1186,-5795.8095,-1509.4365,2006.5475,317.8302,-2508.8510,-4914.9800,932.9083,-4879.1635,1518.9037,5418.6338,-2314.3417,5370.7352,-3275.0024,-314.2163,4974.1227,2590.5584,-3996.7723,183927.9578,210935.4388,191955.7663,192348.5663,193728.6492,193987.2238,201322.6725,197757.1226,592243.4788,627596.3457,601621.9418,598700.1657,197562.8551,605108.3665,-2701.9865,3662.9339,6219.0998,-3359.6532,-4107.3498,-5100.3010,6203.5561,-4980.0328,-810.3666,219.0542,-4254.5216,5055.0278,-3844.2996,4177.8911,-2940.7723,2739.9676,-5057.3579,3786.1175,5642.2483,5474.6877,290073.2341,267368.2624,284022.6054,284271.8702,275753.2639,277853.4932,281223.3332,282161.2381,-302284601.9121,-302294484.3920,-302285765.3937,-302278567.3560,281597.4005,-302274568.9669,-4695.5571,-3405.1222,-1957.6357,-1838.2090,5340.6149,4169.5584,3074.4850,-3955.1964,4529.0221,-6864.5822,1989.2810,4437.9216,1810.5565,4918.1532,3153.3985,-5425.3092,-4721.8093,-2581.2599,-3029.5554,1366.8257,136281.6638,134570.0017,135199.0492,137836.4334,140041.6450,130285.6283,126521.3739,132886.6729,-136493739.7334,-136461303.4873,-136463879.8755,-136471278.0004,134560.2899,-136481442.7726,
46800.000,-1572.9657,-6355.5007,-3482.3459,3747.1210,4913.4238,2100.7963,-2752.2139,5082.7496,2448.2606,535.9580,5032.2582,-4011.7931,-2083.8187,-2356.3030,-4886.5823,1470.4323,4200.7486,-4879.3581,-3739.9370,1095.4403,106649.9553,137733.5483,116587.2013,117607.0001,117536.3727,118434.9857,124236.4713,121328.0234,78842609.7154,78885602.5332,78858504.9234,78855910.6734,121290.2020,78856201.3070,5791.8299,-2595.5765,-4838.1869,4728.8565,1352.3068,3638.3895,-6352.0251,1174.5462,-3839.2630,-5157.2764,3.8901,-1444.6712,4153.9603,-3991.8639,4700.3681,-6089.3213,4401.6168,790.5280,-1995.0690,-4815.9537,325768.3776,311217.9128,325882.6040,325016.3545,316163.9448,318756.3702,321629.7005,322108.3266,-291827249.4568,-291833056.8419,-291833234.4714,-291825990.4567,322310.0078,-291817784.8588,3393.0047,-842.4187,-3111.2332,-3437.2679,-4672.9065,-5468.0560,414.1168,4403.7418,-4971.2261,4580.0818,-4541.1688,-5430.3924,-5088.2870,-5064.5957,1222.1250,2887.3261,3293.5849,4603.1644,5443.2418,-4845.3484,134914.4319,133333.1880,135239.9559,134517.9482,139837.0549,132531.8754,124485.1506,135359.5743,-136506938.7515,-136476570.8831,-136478861.1712,-136487668.1683,133552.5264,-136494977.5395,
50400.000,-928.4539,5207.8069,4030.8241,-54.1140,-6789.5858,-5758.7211,4268.0360,-6179.4141,29.1969,-3273.6060,-3688.2751,5983.7892,-2463.5660,5720.9688,1861.2041,105.3853,-6288.4003,3356.9827,4842.1613,3019.5212,23428.3018,55835.6860,33770.3203,37183.6083,33648.9825,36152.7399,39555.6432,37104.8214,151718608.1454,151768096.5369,151742724.8616,151739399.8530,37175.1817,151733153.5323,-6835.3393,163.8703,-28.6972,-2015.2587,769.5384,-2069.0138,4054.4466,2422.8323,6652.3374,6088.0833,4569.5508,-1819.1788,-4053.9484,3396.1642,-4568.1961,6735.7342,-2891.8232,-5173.2040,-2209.9401,3286.3999,341347.6800,335529.6068,347330.9412,344781.3839,336423.5641,342213.2789,341400.7882,342726.6799,-261464192.4324,-261463011.8384,-261471316.5985,-261460766.3199,342757.1112,-261454807.7749,95.6040,4537.1161,5369.2188,6631.1729,1035.8391,3163.9494,-3670.2998,-1623.8185,1068.5923,456.1526,3369.3050,2910.8804,4985.5932,1673.6852,-4815.9057,1490.8487,157.8013,-2770.2491,-4404.9465,5274.6070,133508.3244,132084.3080,134814.7988,130995.3247,139159.1050,134792.4920,123098.2991,130765.0858,-136519321.8610,-136491985.4685,-136494595.5533,-136506924.7053,132530.9259,-136508471.0318,
54000.000,3096.5569,-2693.7139,-3770.1311,-1551.8662,5688.6815,6765.6499,-5095.1978,4554.2613,-2099.4462,3544.5929,1319.2316,-5755.6016,5652.9945,-6022.1186,2566.6396,-2109.4979,5955.1210,-722.0067,-4933.9041,-6204.1815,-60596.7810,-29641.2297,-51379.4033,-45774.4337,-52726.3460,-48634.4439,-47255.8991,-49558.3765,214249087.4765,214302872.4271,214281291.2850,214269732.0467,-49488.6692,214264541.8926,5050.1118,3368.8703,4790.2223,-3216.6107,-2214.3311,531.9394,-162.5708,-4512.4106,-5187.6673,-2791.0611,-6622.5745,3512.9852,3594.4273,-1616.8034,3674.0457,-4348.4962,197.8615,6575.4699,4801.6076,-1867.5628,336203.3234,338693.2536,346980.9050,340470.0072,335205.0538,345383.5946,339368.8109,342010.1965,-213265384.1262,-213254784.6109,-213269678.8778,-213253736.9591,341594.8794,-213255542.3199,-3541.3497,-5409.0337,-2836.2524,-5961.1743,3232.0339,1192.4370,4692.7006,-2372.1037,3744.5945,-5259.4981,538.8350,1462.8559,-1608.2713,2857.0683,5225.6159,-4930.0525,-3529.4656,-1405.3058,535.8958,-2424.6404,132065.3219,130825.2281,133763.8371,131329.6062,138020.9966,131429.4806,122333.0243,133272.2396,-136530960.9587,-136507507.8668,-136510877.6673,-136526746.4169,131495.5932,-136521923.2353,
57600.000,-4893.2442,364.1887,1904.6311,-26.2688,-2072.9068,-4681.1415,5200.5588,-496.6654,4109.3643,99.5933,1945.4064,2699.5046,-5983.3501,3832.6359,-5946.4371,4520.2752,-3904.6046,-2695.2707,2915.4999,6623.8635,-140384.0510,-113317.5569,-133576.5503,-128377.9287,-136187.3081,-132390.0964,-130695.5798,-132925.0888,262168274.0678,262223327.6282,262206720.5371,262179813.8137,-133231.9512,262184332.4182,-1320.8974,-6276.0994,-6038.7551,6716.8452,3671.8780,1639.3895,-3564.3761,5017.4387,538.2403,-1147.4984,5095.5557,-4027.1634,-1876.4546,-1737.7305,-2685.9578,574.9475,3240.9376,-4373.0221,-5079.1025,337.0171,311049.5041,320419.7704,324748.8636,315942.9476,312558.3589,323657.5763,315792.7298,318276.3785,-150517412.9158,-150495813.3533,-150515442.9549,-150502147.5574,318840.8023,-150506669.1061,4670.7073,2873.8020,-2261.3660,1734.4574,-5480.4902,-4790.7067,-2894.7044,4601.3962,-5317.1857,6818.4353,-4024.0101,-4915.8295,-2855.7590,-5424.9367,-2220.7918,5173.8927,4700.3410,4385.4709,3652.0780,-1965.3866,130590.0929,129557.7932,132091.3653,132752.2477,136411.2795,126790.8282,122197.0102,128806.3435,-136541973.4512,-136523105.8686,-136527535.1404,-136540805.4531,130446.6342,-136535334.1360,
61200.000,5820.0396,1266.4493,1888.4660,2218.7397,-1976.1006,1080.9819,-3993.8424,-3931.4071,-5134.2403,-5020.1740,-5120.6376,1772.8707,4008.3007,-1040.9682,6416.5584,-6103.1093,1367.2966,5646.4934,1044.3459,-4254.5572,-211353.7863,-189887.9474,-207650.5346,-203310.7192,-211494.8796,-208284.6307,-205593.1359,-209455.1960,292206740.9738,292259557.8980,292248314.2900,292212363.6572,-208754.3780,292222917.5906,-2449.8274,6641.4961,3649.5558,-5587.4294,-5069.9660,-4348.3729,5629.9072,-4394.5626,3738.4697,2158.7995,-1379.7511,4183.7415,-1421.9358,5313.7048,1094.3241,2443.9701,-6101.6262,438.1377,4007.8487,1899.8376,267867.4624,281771.7443,281891.2068,272263.9403,269931.3334,280406.9920,272309.5515,276556.7480,-77499409.3060,-77466340.3839,-77488925.1634,-77488387.3610,275876.7489,-77487527.6207,-2784.5293,1440.5222,5309.5985,3464.6374,4253.5818,5227.7423,-669.4564,-3456.4618,2245.0583,-4263.9322,4206.2747,5186.0288,5409.3167,4206.6743,-2267.3368,-2104.0394,-2977.4312,-3693.2873,-5530.2886,5102.3141,129095.6467,128283.9134,129964.5913,133563.0518,134290.7812,123106.8003,122734.7261,130931.2764,-136552514.6504,-136538752.6787,-136544420.6385,-136549805.2280,129384.1568,-136548703.7199,
64800.000,-4903.7157,-2794.2029,-5662.1365,-1677.9680,4420.8460,1912.8729,1169.2429,6322.7448,3444.6644,6861.2960,6338.2361,-5191.2510,-1487.7695,-1035.1987,-4152.7422,5243.5771,987.1258,-6089.3851,-5025.2727,799.8986,-269823.4311,-254457.2393,-268857.6566,-265399.7271,-273912.3365,-270902.1569,-267500.6981,-270223.0461,302314447.3506,302361473.0489,302355406.6856,302321007.1348,-271260.2187,302330203.0722,4764.1993,-4036.6886,-213.0647,980.7633,5300.0078,6225.7513,-5669.5766,2581.5562,-5085.5848,-143.4892,-2190.5690,-4016.6818,5082.7899,-6783.2198,1634.3233,-3827.7828,6825.5720,2937.1052,-2728.4419,-4642.3425,209812.0112,225109.0212,220982.5941,211556.5231,210140.1792,219127.0788,211806.5150,214814.6530,808741.0507,852523.3531,828408.8490,814372.2997,215365.8407,821725.5219,-928.0356,-4874.9331,-3620.1523,-6670.3129,-362.7693,-2259.4213,3810.6955,-253.5302,2762.4445,-930.0948,-968.9539,-2137.2584,-4408.5726,-87.6752,5241.6894,-2345.5437,-605.2413,-116.2515,3864.1767,-5067.7112,127628.8156,127005.6559,127668.8529,133789.8637,131583.6053,120269.0532,124034.3618,126997.7853,-136562767.7145,-136554425.6273,-136561404.1818,-136558008.3854,128308.2701,-136562031.9726,
68400.000,1835.5827,4507.8304,6193.0704,-2060.4617,-4816.9846,-3438.5456,2650.9298,-5675.5243,1060.0496,-3851.7396,-4203.8377,5967.9059,-481.2276,2587.1831,993.4640,-1726.2994,-3090.9898,3064.5732,6755.1075,1907.1269,-314221.8255,-302853.9475,-313209.3560,-310600.8718,-319453.4809,-316095.0583,-313197.2771,-318157.0643,291800639.4137,291838710.5259,291837350.8775,291812346.6491,-316762.9779,291815522.6851,-5291.7135,-15.5448,-2249.4667,2988.7079,-3211.2132,-5549.8347,4398.8480,521.8116,3916.5235,-1632.2944,4334.4091,2588.5905,-6854.5905,4846.7420,-4856.3301,4109.1397,-4889.8250,-4656.8009,1413.8871,6384.3990,141027.5005,153951.6479,145805.2631,137360.4064,137393.7628,144037.1957,138248.5264,141389.6687,79065989.7341,79118558.2402,79093843.2235,79069548.6541,141088.0795,79079779.9691,4018.4543,5235.0124,-1335.9495,5903.7726,-3781.2163,-2215.9721,-4664.7319,3757.9611,-5383.9923,5510.8911,-3078.0650,-2310.8523,474.0714,-4116.7580,-4790.8587,5259.8501,3794.9640,3814.1897,247.1477,1845.7101,126491.6616,125725.3523,125531.1783,133503.6425,128183.6183,118151.5958,126199.3675,128364.2968,-136572931.7854,-136570105.2080,-136578366.3896,-136567254.3063,127219.0849,-136575318.8803,
72000.000,2372.4659,-5625.4252,-2472.7955,5848.7473,4067.5921,3988.4861,-5838.6444,2974.2607,-5540.4361,-1438.0368,-420.8239,-4435.3660,2053.2257,-4125.6159,1423.3049,-2736.4246,4973.9380,1875.0172,-5429.4426,-3251.1581,-345661.4651,-331901.1779,-337779.7910,-335991.2714,-344363.7003,-340993.5311,-341793.0387,-340781.3536,261381067.7834,261407799.0782,261410694.4030,261398393.5535,-342339.9458,261394832.7982,4648.9468,3276.4948,3638.3212,-3340.2842,-830.8312,2078.1133,-2594.6608,-4189.5330,-1936.7245,273.3215,-4953.2335,569.1479,5394.0902,-618.8834,6638.5727,-4133.6796,1263.4330,4853.1137,640.6273,-5561.2321,59088.1521,72767.8647,61127.8657,54205.5735,57705.8872,60091.2009,56685.3227,57800.0098,151934375.7890,151992845.0505,151967969.0687,151940519.5119,57704.8229,151948490.5079,-4516.6476,-2335.7980,5072.4771,-1700.0017,5516.6259,5213.0585,2687.5098,-4509.0876,3302.9491,-6775.0496,4593.0740,5248.0662,3751.1975,5439.0171,1172.1684,-4805.1728,-4651.3712,-4319.1466,-4224.0572,2509.6732,126875.7927,124445.7417,123832.6721,132744.7260,124580.7995,116684.1457,128378.5990,125299.7454,-136583209.0905,-136585774.3482,-136595192.5264,-136578296.9921,126116.7133,-136588564.4287,
75600.000,-5712.8025,4737.9418,-2780.4338,-5901.0864,-3162.3687,-4304.7474,6856.3592,152.1799,6533.5763,4542.5973,4754.3987,2188.9825,-3829.1636,5224.8357,-2804.1924,5688.8605,-5979.3271,-5635.1030,2251.5953,3911.6559,-351993.0670,-339627.1888,-340941.8353,-339916.5669,-345210.8262,-344103.5887,-350113.2544,-347945.4122,213129290.4152,213143351.4289,213150324.4567,213149341.5403,-346320.3424,213141961.3378,-3262.5992,-4603.3603,-4374.7004,848.3125,4839.9858,2416.3670,520.3476,6553.6101,-142.5998,3488.6365,4206.2097,-4425.2777,-1545.1869,-3285.1306,-5418.3892,3703.7093,2298.6152,-3542.8075,-3527.0321,2077.0129,-32633.0518,-13300.2848,-27621.0271,-32743.7289,-25813.7705,-27290.6721,-28695.2590,-30090.4899,214443102.4754,214503965.4368,214479021.5553,214455416.5554,-29533.2640,214457002.1020,2068.1512,-2052.4894,-4283.2747,-3560.6238,-3791.3022,-4814.1401,898.0837,1922.2887,1634.3724,3882.0897,-2372.8165,-4826.3143,-5517.1316,-3005.4309,3195.3217,1235.1609,2616.2285,1182.0715,5485.0179,-5315.7924,126850.9844,123170.1724,122733.2107,131526.3241,124836.1114,115838.9249,124934.1712,125616.9469,-136593791.8455,-136601417.8455,-136611766.9981,-136591624.3430,125001.2691,-136601768.6038,
79200.000,6593.0333,-1432.7524,5680.7816,1632.2360,1976.3104,4043.0011,-5335.0507,-2676.0862,-3377.6640,-3472.5272,-6282.4900,-314.8952,5360.1134,-4456.5373,3874.9669,-5846.5482,5169.3107,6058.6796,770.9160,-4441.2365,-333010.0861,-325401.3556,-322488.1468,-322099.7022,-325517.6291,-325357.5840,-333215.2875,-326948.9726,150335366.5908,150336611.4828,150347916.2308,150353163.6443,-328394.9138,150347231.0282,1090.6530,4399.5790,3575.2573,960.1532,-6614.7558,-5441.5688,1999.1106,-5934.2499,2707.7516,-5841.9162,-1787.7813,6773.5323,-2355.0756,4987.5777,1567.0941,-1931.0292,-4489.0088,559.6116,6037.9912,2274.6129,-122652.2972,-98757.0210,-114748.2086,-118045.0714,-110250.0164,-112566.6728,-114295.4652,-114122.1928,262327615.5962,262387149.4580,262362133.3017,262346537.3445,-115116.5175,262340843.4955,1705.4902,5129.6030,-365.8635,6666.9324,-349.5952,1238.2958,-3958.4017,2063.7505,-5168.1813,1336.6207,-1804.0259,1278.9130,3620.9993,-1540.4788,-5482.2999,3108.8268,1022.4864,2935.2767,-3267.3430,4780.3353,126393.2714,121902.9112,122228.6259,129836.9953,126179.1725,115623.6337,120216.2960,123651.1312,-136604849.8053,-136617021.9235,-136627967.9231,-136607682.5946,123872.8674,-136614931.3914,
82800.000,-4951.6470,-2928.2175,-4820.9432,3677.1152,177.7340,-2240.4856,2271.4602,4503.2867,-1224.2715,363.7030,4642.5177,-1289.8291,-5244.2617,1162.4351,-4786.1626,3944.8224,-2192.9076,-3571.2956,-2599.3508,4404.9138,-291057.3720,-289985.7244,-283620.8388,-283682.5335,-286050.1291,-286086.1688,-294171.8305,-290811.8316,77281561.3865,77271001.6316,77287342.5856,77292766.8077,-289639.7586,77293094.8195,1962.3592,-3762.3401,-282.9292,310.3642,5443.6817,5714.5088,-4645.7665,2407.4609,-5129.6175,3797.4602,-2026.8024,-6040.6333,4417.3340,-4553.6672,2699.7284,-1478.8017,5175.7121,3440.3344,-6311.1197,-5178.8297,-204335.1821,-178098.7306,-194703.6951,-196339.1662,-188165.0037,-190447.1260,-193173.8125,-195012.6968,292320555.7579,292375233.8282,292350351.1954,292341466.8976,-193624.0904,292332857.7363,-4389.7846,-5012.9654,4665.7388,-5888.4008,4245.7029,3125.5977,4611.6797,-4545.6691,4186.4397,-5785.2881,4488.7770,3070.5457,648.2776,4990.9817,4149.8418,-5469.7622,-4045.6304,-4597.8962,-1057.9289,-1274.4733,125708.0897,120649.6477,122151.8529,127637.5769,126910.9816,116082.7581,116453.7539,122748.7609,-136616519.2688,-136632573.8750,-136643661.4676,-136626603.1029,122731.6249,-136628052.7774,
86400.000,2015.6082,6000.4730,1985.9215,-5823.7085,-3341.9985,-1327.2615,832.4479,-5386.1430,4083.1656,958.9358,-1445.1994,3254.5334,2508.5463,3345.9596,4617.3932,-1614.9467,-1921.9390,100.2381,3536.1839,-2718.4282,-229474.4203,-235497.3127,-226826.2351,-227215.6234,-228668.2021,-228909.6098,-236215.1524,-231732.4436,-1049658.2136,-1070022.0118,-1047630.3501,-1042871.8764,-232452.5616,-1037917.2339,-5072.8546,2963.8632,-4266.1147,-3415.7635,-2566.9128,-3994.6718,6420.0112,2049.1070,5343.0918,1544.5612,5606.7802,2690.4217,-4565.1168,3313.3479,-5113.8318,5151.7743,-4842.5030,-6323.2673,3628.8060,5581.6356,-272164.4965,-246163.9765,-262447.2083,-262697.0451,-254190.5870,-256292.2648,-259725.2766,-258491.4479,302374731.1114,302421580.9798,302397553.9120,302388355.8234,-260067.3276,302386121.8610,4209.2432,1735.4412,-4803.6328,1595.3868,-5482.2698,-5461.9868,-2493.3944,3663.1076,419.9514,6671.8145,-3523.1314,-5462.7147,-4511.4637,-4996.2778,-109.3595,4289.8419,4549.8949,2385.0102,4684.0782,-3052.2753,124873.0024,119418.3778,122217.7346,124852.1863,127059.4915,117304.5045,113538.1416,121978.6070,-136628894.2516,-136648061.7672,-136658695.8460,-136646018.3354,121577.6596,-136641132.7478,
