sl_5_86400_20270425 Coordinates.csv
2027/04/25 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:46 2024,
Start: 2027/04/25 07:47:00.00, Stop: 2027/04/26 07:47:00.00,
TIME_UNITS,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31490 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1834.5748,6326.9265,-6531.1662,802.1145,-6467.3896,-152916.0398,-156244.4692,-161742.9681,-160424.6388,-162403.8195,-161513.6024,-153265.3993,-158344.4879,147233138.7679,147233470.2261,147229757.0398,147221060.6300,-156697.5050,147228550.2366,-4587.2293,2557.5408,-1141.2463,-5397.0149,-940.8538,-318404.9312,-337087.8124,-315896.8337,-314883.0821,-323295.3934,-321091.0580,-321259.1077,-319974.8983,7025780.4255,7041171.7680,7059716.9100,7048996.8358,-319399.1407,7045686.5763,4556.9953,1213.7228,-1980.0723,-4314.5735,-1961.1928,-182582.8795,-184895.6815,-183365.0933,-179517.5646,-178164.6278,-188306.6858,-191214.1728,-183887.5597,41418486.7927,41441522.7988,41422634.4763,41428452.5878,-183443.9935,41418220.1278,
3600.000,655.6561,-6484.5959,6475.6961,-685.9135,6161.6435,-68745.8918,-67997.0461,-75962.3687,-74503.2352,-77653.6758,-76283.5817,-69380.5228,-70486.2227,140419721.4012,140422789.9600,140409775.4518,140406881.4381,-71928.7401,140414051.0286,6692.2427,-303.9501,-453.2783,6908.6957,-967.7552,-342645.4341,-364901.1746,-344111.8913,-344482.3632,-352766.9445,-350619.0167,-350262.0119,-347505.5003,44985591.5577,44997683.1337,45015695.1593,45001009.8439,-348576.8270,45005011.3408,-175.1688,2421.2456,-2399.5827,-394.7833,-2768.2974,-181502.3537,-185005.9162,-182169.0626,-181707.3112,-177149.6258,-185173.5093,-192353.5082,-183399.5703,41417229.5506,41444125.4025,41430233.3290,41430865.6739,-183403.2695,41420075.5070,
7200.000,-2670.2985,4462.8126,-3704.8507,105.7255,-2644.8286,17368.4568,24186.5663,14852.1484,17507.0299,11919.8886,15474.5856,19156.8791,16400.5797,123988347.5078,123995806.1779,123975168.8483,123979620.9747,17484.5502,123981945.2819,-4353.6071,-2645.8040,2533.8804,-4976.3709,3214.2971,-346598.4553,-369865.5904,-350497.4276,-353056.7050,-360062.9023,-356422.3598,-357623.5999,-357063.8161,79892128.5355,79902610.2466,79914914.8835,79901360.8113,-355651.1729,79910650.1421,-4383.1631,-4603.6030,5252.9995,4848.6814,5393.6590,-180786.9969,-185079.8223,-181288.8474,-184478.5680,-176591.6714,-181510.1587,-192801.9178,-183183.4220,41416138.6857,41445998.3905,41436304.8106,41430865.2770,-183347.5967,41421912.9530,
10800.000,4408.9125,-1520.2842,40.7829,2088.9782,-1544.1571,101347.4746,114447.2148,104881.7236,108613.7369,100554.3702,107880.5011,106932.4364,106460.6799,99056885.7256,99069616.1233,99044963.5247,99054709.1892,105872.9848,99050259.1290,-652.2643,5466.2177,-4930.6076,1181.4092,-5312.0590,-330145.0865,-351778.3072,-334555.2230,-342002.9698,-344677.5846,-337495.7134,-342812.5317,-338547.4060,109353342.9196,109364501.6358,109368085.3571,109361060.8593,-340150.7878,109370781.4633,5029.7539,3974.0671,-4858.0256,-6528.8922,-3997.0597,-180259.1172,-185110.6745,-180945.4399,-184100.3836,-176476.7015,-182541.6465,-192594.5118,-183872.4402,41415403.8281,41447298.1206,41440602.0749,41428667.1609,-183276.9918,41423732.4522,
14400.000,-4841.2564,-1121.8466,2661.4850,-5027.6790,4044.8955,178630.6015,197064.3217,188313.8358,190906.0203,182580.6457,190421.9758,188500.4850,187513.3014,67326016.9364,67343948.4991,67319312.9778,67328270.5012,187625.8393,67319698.0124,4506.1803,-6775.2249,6226.2402,1848.2470,5476.8011,-294208.2106,-311915.9630,-297261.8074,-307372.2320,-307537.1790,-299073.5410,-306598.8399,-304641.4839,131348221.3616,131362612.3742,131356785.7152,131360165.0903,-303035.6537,131364667.0809,-1231.3060,-947.9489,1410.0870,4426.6177,-423.5830,-179848.6541,-185088.3887,-181211.9684,-181460.9982,-176815.5868,-186198.6848,-191730.1101,-182439.3335,41415190.3898,41448144.2164,41443255.9614,41424890.5789,-183191.4727,41425533.9911,
18000.000,2374.0896,3132.3934,-3795.7378,6389.8073,-4422.2621,244838.9454,266813.4302,259764.8875,261144.3824,252771.5763,259904.3360,258694.8070,257202.2886,30963227.6007,30985279.7454,30964098.6975,30962210.9095,257546.8235,30957633.5839,-5108.6187,5579.2836,-5004.8296,-2735.8066,-2576.6671,-240827.3278,-252950.8629,-241016.1109,-251975.4638,-250919.3252,-242611.2184,-251033.1907,-245252.3022,144365461.9095,144385540.2173,144371400.1738,144384134.3097,-246638.0287,144381256.2673,-3682.3211,-2675.4439,2887.5748,206.2226,4499.5161,-179520.2417,-184996.5306,-181994.1039,-179298.0625,-177647.4402,-188925.8158,-190171.3231,-184217.2128,41415628.8516,41448628.2588,41444544.9270,41421887.9114,-183091.0584,41427317.5560,
21600.000,2411.1198,-4616.9670,4114.4275,-4517.6928,3795.3987,296125.0016,319277.0609,314666.0090,315104.6625,306683.9776,313029.2971,312897.0401,311826.9984,-7545263.9280,-7521105.6606,-7536481.6548,-7555535.2371,311184.0804,-7549939.8905,3346.0458,-2233.9707,1303.5099,2331.7905,-2213.2841,-173068.7625,-178779.4869,-169456.7815,-180206.0167,-178262.7772,-171076.4523,-179325.1119,-175589.6445,147507349.8847,147535097.3559,147514805.0584,147526139.4995,-174516.3189,147522995.8297,5305.1730,4653.4412,-5412.4319,-4747.2260,-5223.3489,-179253.1776,-184804.9648,-183055.3451,-177696.0911,-179050.1144,-190746.2971,-187837.7554,-181727.1670,41416806.3114,41448821.0927,41444761.5115,41424866.8782,-182975.7687,41429083.1332,
25200.000,-6246.1727,5534.5249,-4242.9224,182.6880,-2784.0944,329436.4596,351056.3657,349562.0656,349327.9962,341030.2074,346787.8678,347174.4747,344339.2549,-45564528.0039,-45541001.8681,-45549415.4235,-45577177.2272,345113.4726,-45568367.4028,-1114.4142,-1691.4311,3022.5140,-2374.1477,5891.9009,-94867.6961,-94266.4718,-87179.5720,-96938.1406,-93822.7941,-88675.7951,-95576.7507,-90602.1823,140551684.5396,140588279.1037,140564392.2193,140564016.0388,-91231.0426,140567714.4470,-2239.0885,-3821.6317,4541.7084,6525.1644,2007.1142,-179034.1524,-184447.1189,-184080.4055,-176591.8779,-181150.5645,-191796.0229,-184614.9608,-184374.9092,41418760.8436,41448778.3228,41444164.0776,41432673.8171,-182845.6245,41430830.7092,
28800.000,6002.3032,-5204.8840,3858.5264,3941.1566,914.2167,342721.3082,359701.8606,362300.2171,361592.6237,354563.3717,359122.6719,357936.2345,357873.8161,-80491255.9064,-80471498.3988,-80472841.4611,-80498619.0129,357157.1391,-80494593.4429,-1100.1355,4532.1900,-5676.6512,3467.7457,-6197.3691,-10815.6844,-4789.1428,595.9787,-7602.8785,-2044.6986,-376.2530,-4062.6267,-2298.8226,123967479.0240,124013054.7712,123988004.3960,123975905.9318,-2056.9570,123984314.9250,-2837.3942,649.8902,-866.3867,-4563.9286,2690.5681,-178854.0504,-183716.5485,-184759.7150,-175944.8169,-183832.2785,-192154.9553,-180862.5325,-181109.6337,41421479.0315,41448544.3013,41442968.7728,41439785.8086,-182700.6477,41432560.2704,
