sl_100_86400_20270318 Coordinates.csv
2027/03/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:30 2024,
Start: 2027/03/18 07:47:00.00, Stop: 2027/03/19 07:47:00.00,
TIME_UNITS,STARLINK-31882 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-6136 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-484.2605,-396.8714,-6230.6263,-998.7529,-1864.7290,-4860.2267,-6045.3985,-3730.8632,6038.6987,-5396.3576,-5306.8494,412.6835,4677.6979,-1759.0716,-3087.5313,4720.5469,1541.3129,-5849.5625,334.6211,1002.6478,-3631.4757,-6324.4405,6536.4506,-3735.8753,-2923.9251,-4800.2836,4746.3571,4060.0030,-5829.7064,3371.7065,2721.6482,-2654.5619,4255.9314,1108.7376,5196.9703,-2174.1598,3767.8901,2174.5756,-4124.6962,-869.8758,5703.5866,-40.4609,-3035.8474,-4038.6324,1998.1153,5057.3923,2796.7600,5086.7565,-1644.1622,6361.7451,4217.9663,-226.9187,-4878.5406,4975.2992,4837.5127,4633.9442,-2681.9025,-1368.6910,6247.8927,6338.8096,-524.3316,-4464.3748,-2573.0856,714.6194,710.1876,-5320.4162,-315.4258,-3106.7513,-4363.4394,4152.3510,1244.3480,-196.3713,-2725.6666,3574.1256,5695.7662,2484.8789,381.7917,3851.2833,3673.3086,-4392.2921,3866.4467,3115.0100,-377.4422,-281.5600,4550.7062,2238.1830,2787.9623,-4069.7998,3870.1678,-6821.7429,3299.8512,4217.9363,-5032.2407,5345.5940,-2527.7955,-3668.3550,4103.5517,-3238.8662,4389.8906,-3447.5670,336404.1603,324327.2901,331602.9145,333484.6639,326840.9664,328911.5221,335365.6884,332267.7389,89336190.2922,89323105.1622,89352055.5261,89338633.0875,333734.3307,89340823.5975,6197.0553,-4515.6371,1278.1548,466.6370,6253.3927,-4811.1185,-540.4220,2968.6120,314.5399,2272.2711,-4169.3289,6773.2569,-3810.5786,3906.9441,-4305.4224,-1553.7330,-5485.8226,3647.0219,-3704.0783,-5317.4778,-1497.2571,2751.4299,693.4277,2121.3503,6062.4693,3624.9584,-4927.9701,2203.1618,2409.1642,-2301.6239,-6199.2907,5413.5481,-3739.4154,6642.7111,4314.4047,-4379.3854,3762.1905,-4850.5388,-2986.0900,6757.1641,-2671.8749,-4168.3767,3997.6333,3275.1224,-5153.5107,525.8794,6329.5196,-4383.0609,4456.2131,-876.8181,-3438.6127,-4129.3161,-3563.5174,-3242.4802,4853.6875,-5064.5084,6101.3940,-5884.4553,-3000.2528,-1334.8292,4962.2640,-1877.8264,-4780.4811,4599.6239,6634.8382,55.7714,5387.6373,-4066.7428,-4792.5098,4941.3374,3302.6642,-5838.5420,-5761.8769,5211.3084,3185.4967,6092.3424,-4783.2445,-5389.0604,-5549.3054,-1113.9345,2950.6054,2987.6236,-6804.2735,6098.7667,-1345.8058,5347.2405,3213.0601,-503.5568,1363.9485,467.1550,690.3899,3923.4942,-1536.1519,3718.3989,3686.5546,-4869.4358,-4640.0323,3944.0405,-2678.5615,5770.0902,-77245.0988,-91989.0775,-69521.8487,-69440.6139,-74966.4309,-73673.0676,-78857.6056,-74613.1348,-59063630.0935,-59083454.5145,-59034414.9759,-59051433.7058,-75282.5405,-59043993.5190,2778.6301,4756.0720,2038.1534,6843.4834,-1995.8417,-127.6538,-3184.4340,4829.0551,3368.8046,-3654.8415,1018.5702,-1254.2132,3015.3831,5283.4164,4445.6079,4556.2379,-3811.3604,474.7314,-5876.2399,3998.7964,-5736.9489,-443.0906,1785.8300,5409.0007,-1251.7188,3398.5671,-576.9478,4986.4477,2805.9830,5332.8816,-1185.5040,3473.5140,-3959.9069,-1472.1578,-1097.1771,-4798.9315,-4321.7222,-4455.5668,-4704.6481,1288.8866,-2587.3074,-5518.8412,4239.1314,4534.2502,-4029.4655,4716.8773,663.1126,1723.3927,4917.1341,2271.2571,-4309.4310,5521.9168,3342.6041,-3577.2146,885.6185,-723.6539,1833.3740,3234.3497,17.1421,-2220.6949,4640.8054,-4511.1887,-4192.0321,5138.1686,1895.6852,-4275.2538,-4312.4175,-4639.9344,2508.6609,-2465.0866,5977.1584,3708.1951,2713.3606,-2837.6132,-2262.5296,-2237.5402,-4978.1409,1910.6305,1438.5146,5208.8885,4891.3418,5326.5251,1343.0402,-3255.0499,4978.0408,-3811.0236,5434.3560,5405.2970,5463.6256,135.2511,-6079.5678,-3782.9664,-4533.9547,2235.3139,-5152.6925,2810.8727,3106.2867,4674.9660,-4454.9460,1655.2111,132878.0678,131305.0275,132283.2364,136350.6591,137538.5889,127338.2138,124590.6964,131460.7477,34142252.0266,34118864.4819,34138630.2121,34135138.3091,132307.1607,34139039.8635,
3600.000,-2285.7637,4334.2387,2196.9622,4097.9995,-801.9501,4968.1231,3224.9789,-1006.8019,-6558.3520,1574.0989,5365.0420,-2231.4595,39.2884,-1437.5663,4266.0507,-4795.2056,332.9752,3363.1033,3125.0193,3380.0815,6571.6988,4476.0596,-3950.7585,634.8373,901.6663,861.5012,-2124.8260,-6662.3959,5390.5691,340.4259,70.3577,2882.6170,-87.9718,-2582.2449,-4708.3457,5327.9402,-6536.9741,1921.5660,5891.6095,-1327.9554,-1700.8123,4008.3126,-2966.7856,3468.9890,2301.9347,-5323.8554,-2342.2069,-3794.5182,-810.7634,-5759.3179,-2603.4782,4379.1330,6391.0798,-3882.8371,-5218.0628,-2647.3223,-227.6854,3333.0536,-4060.7778,-5441.3714,-3766.1199,6532.9633,5218.4972,-3847.7435,-2818.5829,3357.8465,-3145.5817,5861.0226,4446.8303,-5372.6672,-3816.0048,2962.7689,4474.0781,-4813.2231,-4509.7786,-2516.0595,2368.9959,-2322.2803,139.9223,6318.2416,-4279.0223,-6323.6098,861.1483,-1436.1058,-1251.9455,-4657.8139,-5277.3485,3849.6024,-5308.6894,4979.1392,-6408.8733,-4127.5266,6374.1813,-5157.2397,-2281.7946,4928.5006,-299.6390,-314.3410,-2403.4263,155.6484,348222.2459,336983.5704,341605.8588,342767.5884,335286.8071,337639.5313,343415.1962,344071.4915,101632765.7473,101629315.5857,101642082.9129,101640823.0937,342368.0114,101636317.1581,-6304.5795,4947.3766,-3469.0862,3469.4059,-6456.9489,2242.1954,-2578.0902,-4593.8048,2229.9983,-3819.3521,618.0803,-4418.2482,4050.7954,-6267.3473,194.5749,4741.9321,6822.9052,-4181.0684,579.0037,2566.4031,1300.1865,-3729.3312,2049.9480,-5161.9155,-5935.5810,-4084.1073,5720.6370,200.0764,-4027.1103,5729.1017,4898.7251,-6184.9348,4157.5152,-5665.2570,-1155.4766,4172.8160,-1488.5668,5133.7899,-599.9497,-6390.2519,3829.2111,4452.1644,-3582.7929,-5919.0671,3471.4903,3219.2566,-4169.2615,5206.6551,-6666.2648,2672.7930,6223.5300,3671.8472,2454.0456,5732.4970,-3025.3385,5298.7504,-4717.0960,5858.7432,4460.0767,3768.1666,-4989.3977,-980.7582,1145.9623,-5364.5888,-6094.0237,-4287.5170,-2795.5095,3525.4853,4745.0712,-3875.5432,-5282.6202,6242.3624,2500.1109,-1663.7063,76.8385,-5863.1637,6283.3524,5980.6415,5226.5240,-1708.0628,1493.2025,-934.5003,4203.5818,-6687.3121,4499.2090,-2139.2533,350.5402,-4218.3664,2716.6963,-2219.1651,628.8725,315.4392,-1632.3763,23.6455,-4468.2605,130.8922,5071.9183,-5845.2913,6133.7103,-5393.1128,12359.9314,-7554.2834,16250.3706,15120.6943,10353.4187,11317.2467,7383.0801,10060.4799,-33851620.7820,-33872620.1434,-33819209.0197,-33831709.2198,10264.0612,-33831502.2408,1194.3927,-65.4063,-5275.7170,-4397.8886,-2054.8238,-4138.0115,5456.1641,-4908.4040,35.6507,5517.5519,-4180.8866,4798.5810,-5401.6513,-2249.1408,-5451.4061,-254.7267,-553.8822,-4358.1640,6173.4542,-5235.1709,1852.8089,-3722.8767,-5164.7010,-4560.8825,-3299.0209,-5513.8567,-3149.9278,-1370.8574,1549.3304,-3509.2714,4810.5423,1361.2795,5508.5943,-2961.3833,4816.2473,1039.4658,1422.2650,4233.7843,3586.3858,2340.7676,5355.8374,3442.2717,-4654.9661,-783.6451,5410.4715,-3089.1154,-5053.0342,2556.1999,-1321.9304,2462.6942,1605.9958,-3882.3356,913.7366,247.4233,3365.2566,-3547.2922,-5054.7632,1248.5844,-3418.8513,-1752.2366,-2741.1075,-352.3953,4286.5030,-2140.8646,1749.1152,4097.5343,5465.8105,937.7768,2444.2826,-1958.8673,-2410.4254,-470.9278,-4671.3817,4682.1324,5218.7332,-2761.4036,1628.7801,2520.7774,-4369.7597,-2223.7101,-5212.3851,-2502.7956,-5470.3113,-1032.0103,-5061.7450,4659.7359,-4449.0593,-3685.3546,-3357.4327,4118.1580,2609.5547,5496.4650,2198.7773,-4570.3233,4606.1286,-4567.2417,-4723.7661,-3713.2100,1678.6264,-4345.3494,132900.6337,129980.9474,132311.9781,132998.6484,137403.8459,129259.6232,122241.1619,131618.1145,34150888.9221,34128673.8857,34156757.9722,34145033.3009,131166.4213,34150777.7756,
7200.000,4260.9357,-4467.2236,2852.1937,-3206.1013,3604.2389,-3598.7993,31.7725,4451.5844,4537.3897,2379.8228,-3825.8305,4434.6207,-4787.4373,3197.6522,-5131.2674,1867.5586,-2190.7549,948.3086,-6220.1062,-6461.9304,-6129.0765,-406.1432,54.8532,1609.4425,2464.9009,3367.2799,-1930.7004,5565.7555,-2279.5364,-2785.0275,-3888.7750,-1269.1481,-3949.1055,3743.3655,3139.8185,-5528.1559,6304.4206,-5028.6754,-6085.8819,3644.2654,-3006.1435,-5767.1952,6328.7183,-1512.1898,-5994.9365,4304.4740,2434.2658,409.1584,2455.9871,1836.0049,446.0941,-6349.3315,-5147.0563,1381.2060,4104.1985,-1196.8175,3998.0340,-3995.7752,179.5188,1852.7290,5883.9133,-3245.8674,-6348.1375,4963.7050,4344.2570,-861.4385,6140.0492,-5806.9844,-2995.7602,4588.5201,3869.2208,-4499.4235,-5649.4017,5405.4604,2667.8565,2186.7111,-3607.5685,-920.2372,-4446.4916,-5728.1404,4297.5828,6490.0929,-2721.2718,2806.3623,-1431.6592,6285.0792,6298.5131,-2571.1726,4802.4871,-753.7199,6494.0927,3814.1059,-5686.0384,3926.8820,5314.4184,-4478.0686,-3627.0518,3097.6614,-332.7482,3719.4902,334884.8728,328017.4450,330163.7858,330944.2076,322319.2446,327151.8190,329574.0915,327630.8270,106962938.5326,106968654.9860,106964742.8311,106967104.5007,329397.4776,106965305.4593,3169.2915,-1041.9874,4944.3170,-6116.4509,3586.8009,2177.7192,5651.5856,5013.3962,-3950.1150,5220.6260,3758.3255,526.7182,-3557.7304,5456.6135,3480.3565,-4870.1102,-4669.0967,4112.9538,1064.7447,310.0349,-1100.9988,4132.6463,-5064.5911,6671.9813,3291.6415,4385.4083,-4632.3637,-2065.6280,4260.4811,-5941.3628,-2307.8215,4143.5705,-4395.5841,1974.3518,-3350.4958,-2107.7388,-1054.9301,-4546.5801,3301.3516,3728.7291,-4598.8554,-3730.2879,1780.7606,5764.1241,-1612.7694,-5432.6689,-279.9150,-4439.0581,5501.9553,-3809.4738,-6612.8509,-2704.5530,36.0848,-5977.5481,-775.7995,-3962.6663,2419.2241,-2703.5958,-5064.8344,-4860.9858,3224.0598,3145.5183,2198.7395,4345.6175,3202.7089,6713.6588,326.4108,-1654.5493,-1815.3036,667.0772,5159.0565,-4274.2551,1359.6182,-2325.9620,-4123.5153,2438.4080,-5222.2228,-4280.0770,-3330.6079,3188.6537,-4941.8437,-824.8422,2.7375,4273.2250,-6498.9208,-1139.9491,-2768.0401,6214.0815,-4724.1099,4131.4010,-736.6980,-4468.0607,3713.7544,-4131.0191,4227.4845,4502.2200,-4780.6681,6178.8628,-6353.1760,3901.8592,102033.1567,77515.6975,101126.2183,97598.9682,95188.2020,95978.1528,92817.9446,95081.3227,-6303484.0774,-6323220.4144,-6272816.7948,-6275152.4039,95372.1190,-6283414.3038,-4274.3691,-4718.9521,3463.7604,-681.5398,4535.4443,5384.1673,-3876.2936,1091.8098,-3439.8776,-3837.6957,4213.9627,-5263.7892,3145.1806,-2534.6403,3070.8156,-4287.2448,4502.8658,5462.1209,-2915.1723,1858.4528,3077.3597,5515.5742,4553.3294,831.1770,5464.0576,4140.2061,4674.4491,-3329.4817,-4939.6772,-1470.4153,-5179.4796,-5452.1720,-3584.8161,5431.2332,-5076.1539,3437.1975,2465.4909,-1458.4225,-292.4345,-4580.7524,-4022.8427,779.8198,-196.3275,-3492.2375,-2866.7383,-396.4032,6498.1419,-5315.3800,-3251.9538,-5348.9224,2042.5432,-255.9801,-4612.1872,3211.7546,-5509.6974,5513.7921,5088.3117,-4876.4121,4717.3012,4436.0147,-1240.4593,4820.2374,-1372.6855,-2157.9143,-4368.4316,-855.6072,-3147.9560,3342.4783,-6008.3492,5110.3510,-2595.5288,-3078.4383,3767.1015,-3657.1112,-4857.3761,6119.2303,2727.8061,-5331.9227,3929.0573,-2191.2054,2176.3405,-2083.4555,6385.2160,4649.8941,1755.6901,-2706.5400,617.9832,-971.0194,-1202.6673,-5402.1837,2350.7303,-3601.2844,1428.0121,3857.3480,-601.1072,2181.3889,3462.0091,457.6417,2393.6880,4335.2227,132464.9317,128654.5676,132019.7495,128984.4897,136781.3465,131742.6627,120556.1335,129736.5465,34159515.6961,34138597.1200,34173904.6773,34161663.0179,130011.7180,34162512.7643,
