sl_100_5400_20270102 Coordinates.csv
2027/01/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:22 2024,
Start: 2027/01/02 07:47:00.00, Stop: 2027/01/02 09:17:00.00,
TIME_UNITS,STARLINK-30806 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-11192 [DTC] - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-31821 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-4694 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-11192 [DTC] - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-31821 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-11192 [DTC] - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-31821 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5063.4841,-3071.3152,6155.3417,-289.6563,5506.3238,3213.5000,-4167.9883,5351.7751,4434.0390,2389.2205,4705.8200,3353.1003,-5713.7217,6882.4125,-5780.1211,-4043.3519,3045.5661,6320.0498,-5432.8459,443.5729,4740.1956,-3653.1029,-5065.2941,0.0000,-1863.4646,1790.4131,0.0000,-2295.4762,6643.3827,6400.3238,5439.9008,-2222.0601,0.0000,-1245.0324,5974.0446,-5387.9655,6239.9890,1624.7154,-2627.3633,5848.0007,-4184.1664,6674.3725,1552.9487,-6262.0880,3953.2893,3898.0700,-5419.9507,-1092.7194,4456.3679,6214.9765,-4372.8513,1151.4728,-570.3571,-3689.8829,1310.2357,-1826.0092,-4486.0946,4068.7326,6082.7652,-4752.5345,3339.6327,-3425.8319,-4641.9036,-4548.4078,-2072.2575,4188.3075,3472.0485,5249.0679,5121.9533,-5975.0563,2513.4877,3775.2317,6214.4037,-3193.8983,-5519.9397,4971.7368,-4793.5801,5794.7125,1000.8201,5490.4004,-5526.4488,-1662.7195,5649.5313,-987.9924,-3740.2619,2525.5284,3722.2674,278.2166,5367.7036,-6822.2784,3407.1303,-4965.5937,-4954.9331,-5641.7167,2691.1235,152.2889,-3256.8690,681.7452,-6317.4015,2993.4354,-365559.6507,-390535.5311,-368703.6123,-367817.0708,-375008.2544,-373037.7639,-376336.4738,-373616.8514,-74881419.2985,-74856618.5073,-74860965.4380,-74872402.4245,-373329.3773,-74866922.6934,-733.3566,5448.9145,-3113.6633,5319.9950,1143.9740,4974.3666,-1189.2879,4033.4016,-5290.9355,6273.9226,-3240.5400,3349.8347,-1607.4511,654.9912,3621.3772,-3172.1464,6069.9987,-2781.4849,393.7125,5428.3083,1872.9018,1381.3736,969.1813,0.0000,-3649.5854,-5233.2066,0.0000,-6132.5941,995.1232,-1044.5888,-3087.4625,5990.1083,0.0000,6798.2886,-1374.0259,-4323.9239,2326.1659,5406.8102,5830.8420,2950.4122,-4228.7238,-1663.1866,5146.9288,2393.2990,3472.7847,1164.8145,-3884.3371,4033.3899,1272.7388,2785.3451,2997.0933,-6275.2898,-5004.5920,4966.9234,5425.1326,6181.5857,-3755.4831,-5111.9604,-2949.4972,-1271.1555,-5779.3633,-4238.5760,-2065.7172,-2848.3213,-6587.5253,2091.2593,4810.0805,-1839.0705,568.6543,-1421.9984,-6419.1159,3658.9441,-1475.2255,-5610.3661,1946.8436,4092.0692,-2013.8229,-1019.3000,-6830.2789,4015.2974,-3886.9084,-5265.1321,-2976.1791,5990.8920,5712.7300,5762.9867,-4962.4086,-6275.7860,4289.4841,734.5111,-5503.9999,-3606.3880,-1898.4696,558.0943,-4968.1193,-5854.0236,-5995.0458,-6085.5533,2853.0806,-4031.8142,-4618.1022,-12801.4579,-5386.1574,-7530.7344,-2751.5862,-4383.4125,-12031.0894,-11157.8852,-109595872.9168,-109588069.3635,-109594425.5187,-109576291.2915,-9421.0661,-109585234.2611,-4676.1840,2482.8954,680.0810,4261.4576,-3843.0291,3470.1745,-5394.1928,-1769.9028,339.1507,-328.6807,3888.2023,5028.0021,-3593.7073,-60.0695,-1086.3427,4634.1710,1412.6070,-162.0606,-4081.8922,-4110.7673,4679.3620,-5756.1282,-4657.3490,0.0000,5465.6876,-4155.7642,0.0000,1839.1606,-1600.6341,-2404.9305,-2944.0742,-2407.0813,0.0000,-315.6571,3137.5583,-305.9953,-1871.6687,-3884.5140,2612.1881,538.5943,3182.9737,-688.5041,-4363.2392,1243.9544,-4413.8950,5424.9597,-1901.5850,-5514.0391,5100.4478,-164.2276,-4433.9984,2608.5466,4636.3958,-2266.2306,4107.3234,-2473.2043,3568.4930,1646.8214,966.8212,4863.3906,-1530.3916,-4040.6573,4422.0090,4329.1669,-357.0053,5066.7393,3471.5444,-4122.9759,-4602.4093,3118.5291,-482.9457,-4321.9805,-2486.4431,2508.6973,3746.9047,2201.4799,4383.0426,3665.9068,-299.2471,724.3070,903.0529,4175.1627,-2630.9296,3370.4806,-991.9416,-2850.4462,-2844.8124,-2888.0772,-611.3398,-211.5269,-2417.9240,-2920.2802,4375.4537,3838.0262,3798.2205,3665.7024,-868.7388,-3193.3315,140.6804,4732.6374,-135879.0656,-134836.1409,-136117.7056,-131623.3358,-130751.8722,-141061.1110,-143499.2204,-135975.5187,25534190.2201,25538409.6308,25511836.7128,25532962.9647,-135892.1235,25524492.3845,
300.000,-4944.2374,-1420.6049,5316.4312,1756.7648,6194.1372,4693.0441,-4064.3174,6319.6692,3354.1372,3374.3030,3923.0161,3964.6425,-6505.2954,6665.9323,-5082.1468,-4957.6476,4395.0381,5485.0739,-5576.6664,2331.8797,5144.8826,-4414.2797,-4698.2626,0.0000,-3710.0300,536.3481,0.0000,-3523.3757,6897.4501,6468.5027,4538.1015,-404.9208,0.0000,10.1745,4628.1967,-5809.8900,6807.9026,3230.3221,-1572.6458,5932.5190,-4435.1753,6222.4169,2783.4091,-5655.6864,4190.5766,4372.6479,-6385.8731,1072.5773,4060.9318,6544.7159,-2670.6056,-337.0759,-2645.8556,-2779.2560,2992.6980,-668.5598,-4574.5872,3138.1380,5307.0545,-4185.1475,2297.1530,-3933.8912,-5912.6662,-4444.4588,-3375.3905,5524.3503,4005.9504,4897.2621,4190.8147,-5273.8643,1318.1473,4102.3657,4989.0203,-4689.0542,-3936.6386,6093.8282,-5745.8781,5807.5809,-246.8056,5774.3742,-5956.1229,-3282.2706,4177.6348,-385.4421,-2677.5242,3364.0760,2014.1150,-1031.1024,5733.1218,-6365.7751,2464.8531,-6090.2812,-4468.3813,-6083.4018,1658.8966,-1635.3645,-4059.2709,-631.3292,-5367.4431,1995.0712,-365595.4194,-390238.6190,-368323.9506,-367554.4916,-374726.2673,-372777.4078,-375976.0711,-373159.9359,-72464983.8571,-72440427.1137,-72443907.8635,-72456460.2028,-373025.9790,-72450417.8032,1417.3629,5260.4704,-4365.4310,4684.7889,-617.7609,4642.0473,980.1887,2830.9035,-5864.3262,5416.0945,-4946.0467,1312.7520,11.3498,-566.8204,4617.0643,-1217.7761,5367.8025,-3722.7296,2342.5781,4468.8081,-246.1386,3000.0298,3023.0120,0.0000,-2507.4482,-6325.3160,0.0000,-4890.9763,-209.7651,-2353.0221,-2071.9838,5796.1044,0.0000,6597.8861,-2498.2730,-3125.2907,1212.1884,5545.2161,6669.7407,1599.0299,-2441.3712,-2786.7881,3577.9855,3799.0296,1464.4380,-959.3385,-2667.5410,4202.6492,-835.5483,1283.1973,4293.9710,-5569.1337,-4372.6477,5953.6077,4185.3410,6829.7204,-1901.5220,-5962.5659,-4259.5292,746.6003,-6442.9428,-2331.6153,-798.3674,-850.0900,-5743.1603,676.7159,3059.8147,-3736.6467,-1253.2150,183.7408,-6649.8477,1660.6304,-2546.9361,-4984.0428,2246.3036,2945.6268,-201.7057,-2839.7963,-6588.5019,2709.0352,-2323.6777,-3924.5830,-3704.8178,6795.4430,6303.5002,4300.0730,-4969.6075,-6728.4137,3030.3229,2192.9198,-6418.2469,-2750.6612,55.3783,2099.7269,-6194.7375,-6227.6147,-4912.3465,-6696.2500,4060.3268,-5572.0017,-12322.3297,-21005.2739,-13355.6589,-15464.5485,-10616.7024,-12238.2872,-19868.3866,-18974.6029,-111203576.7454,-111195533.1731,-111202012.6170,-111184123.3016,-17305.9132,-111192885.6734,-4646.1891,3945.3003,-865.3755,4637.2339,-2763.5892,1890.5479,-5513.7602,-260.9415,-1468.4437,-2116.8396,2816.8745,5504.0457,-2410.7215,1735.6815,727.1664,4671.9402,-117.6041,-1945.8374,-3120.0172,-4599.4158,4620.3161,-4459.3470,-4131.2625,0.0000,5159.1511,-2747.5351,0.0000,3146.2452,202.9482,-660.7446,-4787.7604,-3586.3356,0.0000,-2087.7233,4442.0675,-2079.0284,-83.8826,-2400.9702,895.3965,2326.0656,4456.5159,1127.6205,-5233.9682,-306.0288,-5241.6120,5093.8195,-403.5771,-5389.8473,5503.6009,1381.0168,-4711.2845,4043.2508,4556.2453,-479.4048,4640.7533,-739.3013,4731.9959,-170.5549,-588.8898,5456.2118,281.8715,-5012.2220,3130.0028,5200.7078,-1860.0254,4078.8863,4669.5353,-3158.8867,-5348.7203,4423.9468,1329.4411,-5170.9356,-3951.5928,1082.2800,5264.6891,724.1120,3634.3134,2508.2847,-2073.3796,2465.0698,2359.5026,4661.9222,-4065.8815,1395.8060,823.0050,-4232.9121,-4223.1071,-1202.9425,-2357.7685,1330.2276,-674.3764,-1232.1468,5226.1149,2342.4136,2292.3451,2509.4782,-2591.4258,-1561.0811,1657.4940,3552.0555,-136015.3796,-134948.1241,-136113.9583,-131871.8696,-130741.1903,-140943.2341,-143729.7284,-136556.2109,25533212.8707,25538017.5375,25511402.0917,25531896.5039,-135989.4682,25523678.1119,
600.000,-4391.3533,414.9766,3957.7564,3645.0173,6263.0723,5683.5261,-3620.5516,6672.9259,1927.0338,4017.0096,2783.7027,4243.6903,-6677.1257,5786.7232,-3870.5736,-5430.9619,5320.2208,4094.2707,-5174.1420,4012.0343,5092.6915,-4774.9509,-3919.3534,0.0000,-5200.2018,-740.8634,0.0000,-4420.0709,6460.7701,5895.2107,3103.0153,1478.0760,0.0000,1287.3230,2825.7383,-5669.5190,6697.5071,4486.1897,-371.1628,5340.8942,-4260.1289,5145.6064,3793.7106,-4470.4716,4062.6408,4442.6016,-6731.1509,3123.8637,3318.1941,6209.3752,-730.9368,-1831.8450,-4466.3837,-1553.6582,4419.7091,547.5378,-4246.3009,1867.7921,3989.0649,-3258.5960,1015.5211,-4086.3047,-6555.9690,-3951.2197,-4366.4039,6328.2455,4187.1129,4097.8074,2888.9944,-4072.5244,-23.1923,4061.6747,3258.0825,-5722.2809,-1948.3016,6587.8940,-6131.4846,5276.8522,-1492.8430,5482.6191,-5793.3491,-4618.4286,2282.1528,237.7565,-1337.7644,3915.3128,71.9720,-2224.5406,5542.5959,-5270.7635,1283.5345,-6570.7038,-3582.6100,-5916.6610,480.2354,-3244.1643,-4478.6519,-1864.2353,-3890.8661,837.3757,-365473.2622,-389768.0588,-367780.7274,-367127.3462,-374278.2468,-372351.9176,-375450.7198,-372531.9432,-70014041.3895,-69989740.7852,-69992351.0025,-70005997.6095,-372556.0716,-69999407.8680,3432.3297,4537.6005,-5201.0295,3614.3559,-2293.6643,3855.8092,3057.1974,1355.7678,-5863.6876,3963.1146,-6163.4906,-845.3409,1607.8232,-1751.7705,5157.3817,836.0951,4145.7180,-4312.7418,4034.0861,3090.4280,-2331.2053,4278.8106,4783.1558,0.0000,-1160.6681,-6796.0087,0.0000,-3145.3390,-1396.0318,-3420.2239,-886.1204,5038.9011,0.0000,5747.6016,-3420.7764,-1598.2177,-21.6789,5135.7750,6841.8063,37.1372,-374.7400,-3644.5622,1677.4252,4819.5322,-701.1032,-2962.9699,-1195.6291,4016.0871,-2878.5888,-362.9737,5210.9099,-4326.2204,-3344.5326,6252.0231,2568.9134,6793.5692,166.6131,-6171.7820,-5141.6649,2717.4151,-6445.6596,-175.5890,519.4470,1252.8470,-4333.9547,-763.8314,991.9381,-5260.6730,-2989.8381,1811.2333,-6221.3303,-517.3324,-3403.7623,-3881.8353,2387.3093,1503.5796,1603.7989,-4369.9654,-5694.2946,1102.6030,-506.2870,-2230.4485,-4109.5663,6908.8273,6266.1258,2406.3611,-4504.2208,-6513.8358,1448.2267,3444.8809,-6688.9268,-1619.4752,2033.2554,3403.8485,-6775.2433,-6007.2053,-3322.0183,-6641.8386,4888.5965,-6559.8575,-20033.6269,-29202.0426,-21318.8716,-23392.9404,-18475.4454,-20090.2776,-27694.0666,-26644.2274,-112758008.3857,-112749734.8757,-112756296.9010,-112738713.8193,-25182.1123,-112747261.6195,-4119.5862,4946.6066,-2318.1821,4493.4387,-1372.3838,102.6114,-5041.7782,1275.9870,-3117.5094,-3656.8794,1441.5335,5386.9472,-970.2489,3343.8546,2461.8121,4208.0129,-1635.2706,-3519.1518,-1805.5380,-4573.0628,4064.9229,-2690.7202,-3166.5672,0.0000,4277.3796,-1043.3336,0.0000,4096.7932,1984.4874,1154.7315,-6116.1936,-4364.2985,0.0000,-3635.1142,5262.0328,-3628.0001,1712.9240,-651.3344,-918.2330,3821.5373,5213.7925,2821.7933,-5544.0280,-1821.6101,-5494.3145,4182.1792,1137.6465,-4686.9770,5308.8505,2770.3183,-4480.7524,5037.8511,3971.0058,1366.9467,4677.6846,1074.8084,5372.0354,-1968.1097,-2078.6813,5462.9511,2062.7536,-5413.5554,1473.4570,5507.8225,-3162.5061,2648.9574,5355.4587,-1855.4214,-5518.5787,5247.1674,2997.9282,-5437.1379,-4979.9725,-460.3035,6224.0596,-835.1843,2474.2893,1082.3555,-3623.5268,3930.9764,3550.1471,4648.3783,-5061.4883,-727.4035,2548.4408,-5158.2876,-5128.7425,612.1237,-3848.2778,2725.1469,1142.1376,596.0295,5505.3181,586.7705,527.7182,1082.0753,-4030.3395,240.3306,2996.6937,1986.6497,-136151.5990,-135060.1127,-136109.8956,-132125.4209,-130733.9829,-140819.1485,-143954.9185,-137091.9297,25532231.3598,25537615.5874,25510977.9159,25530817.1767,-136086.7346,25522863.9891,
