sl_100_86400_20271105 Coordinates.csv
2027/11/05 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:17 2024,
Start: 2027/11/05 07:47:00.00, Stop: 2027/11/06 07:47:00.00,
TIME_UNITS,STARLINK-6326 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-2458 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-1926 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-1112 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-2009 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-2458 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-1926 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-2458 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-1926 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-493.4869,-6023.2239,1907.9487,5448.2380,4942.8376,4417.1178,-5032.3613,159.8155,5752.2317,5112.4121,640.6829,4243.5746,5025.9596,3210.0443,4702.2783,2947.5829,1664.0616,-1332.3502,3806.0377,4271.5790,0.0000,2146.4151,134.9741,-6106.8521,-157.0516,-1587.8278,-1714.5984,6382.9894,-2340.3420,-3641.8501,-4213.1605,-2839.1226,-1909.5121,-2143.5058,1822.7511,1304.4270,-2583.9271,1266.4178,1003.6470,2185.5584,2305.7038,-3853.2301,-4090.5395,-4831.5299,0.0000,4621.6738,1765.3158,2880.7193,-3325.8616,-3238.5912,-4701.9979,4228.2043,503.3757,-3178.3857,2575.2836,4370.6800,5276.9928,-4767.8583,-361.1152,-60.8195,-1491.8714,-5032.6055,-4211.4007,2959.1799,2426.5465,2832.0611,-5283.2085,2935.1554,-4798.3017,-2606.2647,5558.6610,4186.6254,-4877.5730,6418.9318,3538.5473,4310.8888,-1536.1359,5583.6833,4708.8790,1796.1049,5751.4320,-4762.9718,1154.4685,-814.5122,-169.9758,3989.2952,-6598.7675,-5222.3315,2765.2692,-4770.2280,1541.2624,-3703.6308,0.0000,-1375.2981,5383.4261,-1977.1757,4286.0478,573.4490,2558.6749,-4247.5968,313312.8017,292184.6921,307429.5301,306938.9313,307550.4921,306832.4908,298900.6664,302908.8545,11852984.2159,11836189.3149,11856228.2468,11859842.4271,302480.9657,11851921.8718,4252.7123,2687.7393,-4774.5527,-4213.7130,3128.7528,-1106.5885,-760.5868,-6925.3153,2110.4636,-493.4608,6178.4176,228.8509,4571.4252,-2833.7886,-4296.3096,-3148.2515,-5307.5564,4805.6562,4185.2868,-4504.9832,0.0000,-3584.3995,5134.0057,-340.8604,5739.8835,3794.2959,4565.9925,-2492.5094,3799.6689,-2345.3713,-4716.4042,-3009.4216,2714.9148,-3950.5676,-6523.5120,6109.3346,-4291.1092,4979.0749,-5253.7459,-5212.3034,-4995.7146,-2997.5081,-4349.6613,-1760.3335,0.0000,-4890.7756,-1606.1187,-2396.7603,2457.9610,2551.2945,4163.0737,-4539.8308,-4712.4654,-2693.0112,-3278.8323,-1426.8157,-4488.3936,-184.6330,6479.0692,2375.6314,6219.9499,4279.4742,4901.2812,-4204.3337,-5295.5330,4437.9103,-2123.3608,-5421.6594,-3092.8281,3439.8666,1990.5109,3198.9171,4179.7742,-401.8464,4831.7606,-5402.8096,-6582.6702,-4010.0507,3761.2661,-3735.0588,-2460.5641,3939.3733,6731.9289,-6144.1248,6169.4825,1263.3009,-2057.1692,3651.7691,5021.9735,4700.4995,5896.4687,4313.1006,0.0000,-4487.2951,4210.3784,-4181.2170,-1503.3391,4124.3992,6400.1330,-733.7286,213802.8809,243660.0319,224123.2959,223905.5924,232515.2766,230510.1399,228941.8375,228090.3708,299589872.3655,299605811.1646,299560470.7610,299570535.1947,227711.8097,299570527.2954,-5531.8049,2066.3277,-4627.3132,-525.7926,3711.5299,5176.2925,-4693.8442,-273.3435,2931.8283,-4651.6952,3053.4863,5373.8674,1344.9695,-5373.5903,-2660.7245,5355.1911,3973.5187,-4644.9557,3930.4935,3076.3177,0.0000,-5438.1343,-4649.6256,3199.9078,3879.0056,5471.6075,4866.5388,444.7350,5274.0566,-5322.7257,-2590.7691,-5529.9514,-6105.0716,5241.1332,1362.9952,2936.3118,-4627.2113,4613.2625,4230.9024,3966.7571,4202.5684,4432.9622,3457.8786,4613.1090,0.0000,-83.8584,-6532.5389,5843.1569,5227.0781,5474.5966,2882.7457,2866.5539,-4882.6418,-5505.3884,5394.0997,5140.8141,227.6248,-5007.7742,2201.9674,6525.8074,2675.6424,1532.6061,2514.2513,4597.0250,-3533.7702,-4293.4210,-3814.2277,3032.6649,3895.4376,5378.6218,-3468.7939,4464.9206,-2250.9613,2558.5706,-3519.1716,57.8603,-780.3722,-740.8703,-3377.4055,-5533.3589,2960.5032,-3132.5409,-29.8586,-3090.4511,3079.9911,5426.4399,505.3410,2454.3928,3898.3825,-1790.5644,2907.2286,-3879.4874,0.0000,-4995.9697,-962.4584,5111.8481,5237.8982,-5586.4978,-286.7756,-5415.5120,-136519.2553,-138644.8334,-138342.9970,-135626.5068,-133475.8021,-143259.9447,-146968.4198,-140615.1549,-130008994.2249,-130027807.7339,-129991283.1399,-129991924.5049,-138945.7877,-130002511.9213,
3600.000,-155.0431,5158.1230,2309.8860,-2910.2928,-5882.5016,-4792.5368,5523.6573,2092.4846,-4456.4693,-4864.0276,1753.5949,-5169.6723,-6011.3967,644.7748,-3642.6214,1128.8827,1346.8177,-2997.0423,-5945.2779,-488.2788,0.0000,2104.3922,-4079.9102,3409.8921,-2644.6701,-2624.4972,-2690.5066,-3866.6057,66.9457,4747.0108,6081.7992,5778.8667,-2766.0179,5558.4176,1212.4382,-3007.1995,5876.4976,-4882.3913,1227.2807,1759.5148,1817.6353,6533.0787,5866.6036,6848.2923,0.0000,-1431.1318,1024.1404,-4025.5071,-1035.3346,339.6363,3820.9366,-95.4009,2565.5605,6023.9542,1649.2191,-4557.0863,-2698.2099,2732.0722,-2225.5638,-4192.9725,-309.6434,1268.7380,2504.8288,1457.8144,309.4717,-6168.5718,4601.8604,862.5754,4045.0146,-1511.9608,-3624.8518,-5473.5359,3318.4020,-4032.9254,-4073.9698,-1679.7892,3801.9070,-3742.5497,-6295.4292,1854.9685,-4988.8218,1047.1628,-3458.7290,3643.2974,-2545.6091,-5675.6083,6230.0470,1255.8252,-5500.6254,2927.0998,-4449.3407,2673.8061,0.0000,4627.1539,-4901.7983,5302.2389,370.2275,-1984.0113,-3597.4963,5661.1738,249962.7061,222016.8053,239717.1662,238875.9060,240953.6884,239515.7064,233179.4258,235430.2569,-66127656.9614,-66150906.3625,-66121517.1150,-66123921.0117,235894.1285,-66128222.6376,-6797.2686,-3985.7121,3684.0077,4478.8443,-3448.5667,4498.2005,-3020.0318,5779.9786,2216.5071,4173.1174,-6304.1691,3601.4973,-2541.9859,5253.0954,5586.5180,5062.7641,6677.2787,-5446.6344,-3484.5403,5058.6153,0.0000,5126.3897,-4088.8238,-2471.7616,-6364.2258,-5110.8813,-3638.8738,3553.6044,-6469.0618,-2140.3311,2795.4664,64.4242,-2278.4960,3397.5662,5331.1916,-6053.2553,1220.4030,-4222.3518,6714.2862,3776.8280,4978.0641,781.6024,3552.2070,-108.0018,0.0000,4785.0369,4964.8013,5254.2710,-5536.3319,-5790.5340,-5577.1207,4164.2115,6207.4217,-132.6923,5260.4894,4777.0570,5303.4072,-3732.5909,-3801.6341,-3001.2631,-3264.1239,-4308.1854,-6376.7421,4105.3290,6799.2284,-2574.0500,-2298.3383,4097.3202,-980.8312,-4979.5955,1918.0815,799.4748,-5371.7357,3195.8493,-1043.3929,5781.1193,4682.4433,4643.3387,-2691.0787,5555.6820,4766.0581,-4956.8157,-4657.8290,3518.6584,-3382.9960,2435.1039,-337.7682,-4873.3034,-4149.4442,-5984.4792,-2180.8481,-6327.9164,0.0000,1057.0004,-1431.4215,3969.6186,-1034.4958,-6477.1955,-4437.3759,-2705.7452,287129.9100,310323.1468,292179.1846,293199.8051,301804.9932,299491.6547,298023.1633,295886.5168,292445756.6013,292456006.9138,292423838.2757,292433912.3462,296690.9917,292427381.1232,1628.5598,2301.2410,5367.0779,4372.6884,1222.0021,-2111.9003,2861.8528,-3209.0100,-4633.0973,2614.0139,2268.1676,-2714.3559,2315.5477,4367.8681,-1776.1936,-4530.2703,-657.9102,2774.7239,201.3489,-4720.8952,0.0000,4025.0013,3807.7183,-5483.7814,-788.7665,-3740.7805,-5207.9171,-4433.9850,-2446.6273,4456.0546,-1376.6886,3765.8657,5941.6910,-2316.1697,-4232.3513,1414.3035,3220.6460,-2476.5350,5.8862,-5516.0989,-4470.8236,519.2386,786.9252,-958.3271,0.0000,4501.9990,4750.0883,-2113.0132,-3583.7118,-3668.9207,1445.5502,-5426.5248,1057.2510,3354.2649,-4031.4659,-2026.4110,-3560.0704,5130.1876,-5258.6666,-4667.7926,-6118.3036,-5088.6022,1088.6686,-5358.3013,-210.4746,1185.8681,4513.5728,-5456.0774,-5524.9439,-4539.6788,5469.6572,-4151.2128,-2543.1715,-4639.8619,5517.3718,3387.7756,-3152.5008,-3500.3096,-911.3528,3657.0052,591.7405,4713.5793,-3608.5005,4709.4005,-5454.3603,-2990.7640,3010.7546,-4622.9854,-832.9702,-1913.8712,-4598.1491,-365.0831,0.0000,4931.8834,4633.2556,-1944.4302,-6856.8583,1619.8106,-3872.5945,2909.1011,-135829.4843,-137880.5575,-136293.7705,-136941.5585,-131669.9119,-139024.3978,-147015.1288,-136379.6917,-130037593.1804,-130055555.8619,-130013555.4253,-130019575.0271,-137954.2094,-130028682.3788,
7200.000,173.1270,-1707.6016,-5794.7924,-1401.9365,3987.1013,3490.9357,-4497.6060,-4325.0225,2025.0911,3377.8212,-2091.3440,4167.7495,5126.1978,-3195.2548,530.7928,-3830.4126,-3557.1011,5372.9294,5342.5175,-3456.8700,0.0000,-4541.1011,6440.2112,-266.7057,4296.1879,4850.6816,6008.9485,-642.9095,1537.4767,-4752.8287,-5236.1972,-6632.5349,5938.5456,-6283.4582,-4550.7731,3775.5701,-6593.6495,6370.2414,-2821.5866,-5489.7998,-5145.1931,-3748.8598,-5115.2411,-5834.6428,0.0000,-3521.9170,-1883.2711,3750.9809,3657.7431,1692.3631,-890.9508,-4434.6751,-3835.0926,-6552.7774,-4165.6925,3177.7958,-1250.7445,-960.5777,5076.3506,5913.8513,3646.7801,3683.8456,405.8889,-5135.0594,-2924.4681,6151.3641,-3038.8314,-4949.6847,-3135.7281,4210.4656,1363.7066,5521.2200,653.5567,803.0357,4563.9122,-2168.0757,-4979.8846,-213.6934,5145.3474,-3881.1042,2180.6329,2890.0345,5062.9771,-6007.8862,5390.9408,5159.9307,-3859.8317,3206.3599,6085.8960,366.7707,5959.9580,-269.0460,0.0000,-6499.8682,3410.3362,-5945.3478,-5349.6265,1892.6201,4140.5241,-5221.3515,169610.3618,137193.2793,156364.5070,153609.0881,158903.2177,155191.1752,152021.8980,154284.4219,-139599646.9211,-139627449.6969,-139595079.9452,-139602865.7837,154022.6490,-139600252.9596,6256.3865,4171.4791,-2578.0853,-3997.6680,1591.1261,-5476.7942,5206.3885,-2640.2256,-5908.4592,-5959.2502,2157.7119,-5119.0561,-907.7086,-6067.6044,-4671.7500,-5679.1776,-4923.0394,4006.8533,1077.1323,-4889.3431,0.0000,-5130.0936,2466.1082,5422.9502,4672.8287,4798.3519,2611.2660,-4239.7655,6459.2842,4920.7063,764.0518,1872.4588,2755.5989,-1978.0192,-2755.5019,3101.0900,1613.1161,2375.9199,-4526.0418,-2214.8776,-4187.5051,2304.9120,-918.2028,1659.3594,0.0000,-2880.4631,-6685.7937,-5093.3933,5364.4494,6610.9652,4811.7640,-3296.0565,-4329.6388,1946.9660,-5397.4693,-5636.4924,-4923.6905,6534.4430,102.7460,3659.9294,-89.5842,3426.9432,5616.2271,-3762.7748,-4848.1828,-302.3728,5802.5036,-2323.7020,4939.4132,5415.4903,-5685.3854,-3980.1633,4144.7500,-5696.5854,-3027.5671,-4577.4162,-297.5647,-4150.8881,172.5137,-5694.1865,-5366.9501,5291.1419,419.4209,-322.1017,91.9023,-4246.1784,3313.3766,5002.7988,1885.4619,5309.4452,-2083.3888,5324.1399,0.0000,1664.1243,-2745.2173,-2456.2177,427.5675,5869.3942,256.9729,4319.7357,342314.0361,357208.4575,341599.0324,344791.0165,352148.4461,347155.5100,348656.7028,347886.0436,265351548.8139,265354935.6783,265337589.5447,265342610.2736,346802.6681,265334194.0457,3107.0399,-5247.5932,-2759.0286,-5460.6412,-5446.0709,-2337.6833,735.2011,4719.7936,2670.5986,1014.6126,-6243.7268,-1868.8102,-4576.9472,-379.8723,5041.6022,661.3130,-3147.1203,1205.6091,-4225.8591,3482.1716,0.0000,205.6783,-631.8266,4265.1757,-2799.6671,-659.1060,2142.2528,5355.4030,-1935.8356,-496.7628,4314.5617,394.8723,-2319.9409,-2095.1093,4400.8145,-4885.1383,618.6330,-1248.3663,-4266.8602,3555.7426,1990.9414,-4924.5588,-4548.6179,-3322.4060,0.0000,-4963.6767,-244.2207,-2883.4090,-1546.3659,-714.9737,-4887.9742,4017.8643,3567.1483,939.7511,-355.1939,-2411.4965,4704.6127,-2050.7290,4597.9650,86.3373,5893.6305,4540.6900,-4058.8258,2660.6216,3775.5117,2849.8099,-2010.3545,4156.3205,3679.0484,766.8827,-3563.0229,1197.8558,5347.3314,3843.9828,-4273.0882,-4709.4758,4616.3094,5514.6994,4594.6259,513.7789,-3800.4875,-3418.0605,4554.3117,-3431.9129,4299.3151,-1555.6206,-4714.4070,3358.9587,-2753.9245,4428.6726,2396.6642,4340.0945,0.0000,-1391.5377,-5338.7005,-2501.3750,4392.7737,3227.3164,5502.8418,1387.5144,-135155.4823,-137105.9110,-134678.5033,-138470.0639,-130313.3669,-134708.0358,-146386.7937,-138314.0791,-130065578.4640,-130083107.2221,-130037498.8245,-130050064.4151,-136951.5968,-130054816.2472,
