sl_100_86400_20270622 Coordinates.csv
2027/06/22 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:14 2024,
Start: 2027/06/22 07:47:00.00, Stop: 2027/06/23 07:47:00.00,
TIME_UNITS,STARLINK-31681 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-5134 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1142.4474,-2780.5247,-4019.5171,1157.9034,-5068.6444,5322.4363,-1349.1922,3812.4836,-1452.8000,-5383.6273,3412.9620,-4447.6958,-3572.6004,3258.4342,-55.0405,-5790.8895,-4686.4134,-3287.9543,3888.7662,-5007.8155,198.7571,6686.6821,6586.4640,3924.5421,6810.4255,-2517.6553,0.0000,-6086.8708,-3241.7016,1123.7220,-5399.7523,4573.0895,-313.0591,-3123.0359,-2175.9578,4054.9960,-5457.2916,4995.6663,1502.8690,-3642.1830,-6883.0826,4629.1890,-160.5487,-5520.6486,-6482.3285,529.3779,1798.5629,3840.5857,2135.6156,-692.6430,2101.2084,-3114.9649,4911.4598,4503.2946,6317.5377,-1159.4907,922.3430,3578.1361,5523.5840,4607.3623,6677.5993,-5417.4598,-3771.6026,2395.3161,1748.4902,-5441.8519,60.6458,-4115.8553,-3945.2611,-4017.9162,3461.0401,-1833.0839,4261.3873,3484.5615,-6194.6150,-797.3674,2700.9078,6049.2625,5516.8936,-5243.0512,-2079.8685,-4806.4208,4691.3882,722.2481,-2706.1196,-5796.2134,-6787.1146,1681.9349,-5953.0358,2301.2091,3481.3298,1995.3836,-1662.5755,4633.9848,2633.7871,1848.4850,2888.1170,-1489.9699,6074.9030,5862.3537,-87125.3239,-70042.9098,-87251.3049,-87265.2741,-81330.0156,-82574.3779,-78032.6497,-81305.1446,175618812.5277,175680686.1962,175656320.8665,175626710.2392,-81437.8995,175636528.6984,6536.2912,-4237.7713,-1293.4696,-2714.5867,4010.4792,-4402.8122,4134.7337,3706.7435,-4866.6153,-3732.5813,5001.8488,911.5307,-3621.5987,2904.4783,-5153.0868,3791.7999,-1612.6465,-3679.5827,-3530.5011,-3612.5488,6764.4543,-1174.7224,-2122.1603,-4531.2328,-613.6614,-5644.9319,0.0000,1117.3373,-2642.7690,4121.9215,331.7647,4520.9869,4456.8060,4069.8131,1041.2838,3149.8127,4211.6826,-1305.8730,-6172.5446,4999.4254,26.9963,-1045.2985,-6732.6440,2116.0350,-2429.5644,5236.3718,-6659.6628,3437.3501,2889.9079,5804.0967,-5119.0925,5905.2585,1628.1733,-2489.2614,-586.4406,4110.0598,-6631.2869,2047.5952,-2184.2469,-1921.9615,-1475.6473,2570.5757,1793.1279,4586.8427,-3919.3014,-1797.0791,4266.3199,448.0537,-2002.6470,-1085.0429,-3770.8152,-4035.4583,4437.3488,-4384.1583,2077.9233,4129.6432,6344.4631,-3291.0952,-3891.3477,-4239.1450,-5942.7264,-1464.0820,-73.2928,-4609.4046,-6308.1796,1835.1462,-256.4905,6008.2477,1920.2128,-5598.4464,-4703.8653,4504.9481,-4697.9365,285.6686,-6270.0135,-25.1057,6142.4370,6640.8818,1346.7969,-3211.6995,-378757.2342,-371737.4387,-376728.1620,-375406.2265,-381686.9596,-379761.3123,-372928.6258,-375451.3396,138197299.9701,138176042.2846,138171709.8149,138187284.3076,-374758.9762,138187375.2711,1607.7656,4372.9125,-5239.3344,6289.7862,2435.2334,262.1539,-5375.1062,-4244.3613,-4541.1909,2283.8371,3248.0825,-5218.6408,4695.0048,-5286.8739,-4643.9703,-315.7858,4617.2719,4827.8928,4336.0372,3150.1438,11.3296,1378.3672,201.5072,3399.9147,209.6174,3074.3918,0.0000,2839.0385,-5243.2422,5328.2306,-4154.8082,-2548.2111,5129.0928,-4637.6915,6496.1633,-4662.5124,57.8190,-4258.3937,2709.9537,2966.6110,-640.5386,-5037.5981,1551.4258,3404.0778,547.8889,-3953.1875,366.6576,-4435.6476,5917.6980,3484.3980,-4151.1724,1768.3256,-4605.2232,4635.1830,2743.6482,5420.0813,1703.4758,5465.6528,3553.7200,4672.3403,901.9032,3183.7100,5536.5792,4578.6214,-5475.3073,3776.7228,-5261.9175,5529.1497,5294.0132,5298.4906,4659.9549,-5321.2307,3184.7984,-4057.0626,1869.7439,5463.2647,615.4833,537.9956,1109.2492,1606.4235,-2980.9110,-4725.7714,-4843.6852,5104.9902,73.9682,3301.4591,767.8170,-2790.8835,-2915.1880,-3306.7999,3695.2536,4847.8710,4604.3210,5094.3538,-303.1602,6672.9685,259.4108,1413.0758,2756.4299,-1768.7054,-132788.6435,-130736.2700,-132089.1652,-128577.9972,-126982.0321,-137026.6317,-140174.5048,-130710.5537,22260936.3174,22263324.4706,22252218.0292,22266167.0503,-132325.1795,22258696.1794,
3600.000,-3501.4710,6330.3329,5948.8546,153.2449,1519.9318,-3217.9584,-3032.4042,-6310.1330,5361.4413,1406.7312,-5211.6261,4939.4095,6214.2771,-4951.1377,3977.9870,3581.7395,5468.5723,6145.9756,339.1694,5077.5941,-2257.2776,-5701.7296,-4502.1499,122.7966,-5077.1717,4232.7478,0.0000,5791.3625,6432.0474,-5056.5287,3055.0143,-5730.1781,-3160.6622,-669.2884,-38.6463,-5766.7966,3070.7631,-493.5661,819.5844,2312.6188,4993.1511,-5221.4678,1684.0162,5240.8290,5265.9891,-3619.9073,108.4436,-6461.8406,-5113.6241,-1368.1509,604.3225,107.7919,-6246.8743,-2900.8131,-6355.9284,-2170.7272,2030.9257,-5317.5871,-2290.9624,-584.3014,-4227.7083,1378.3109,1822.9627,-5406.1164,-1839.4276,4497.4061,-4106.7036,3728.1328,4383.5268,3879.0728,-805.4835,4913.8399,-6264.1731,-2473.0366,4952.4181,-2867.7099,-4320.0343,-4198.1911,-2173.0076,6220.8889,4344.4916,3413.0160,-5703.1151,3438.0244,4388.9404,5359.6871,4613.6389,-3492.2744,2476.2693,-801.5461,-1572.9741,-4414.1877,5578.1341,-6060.5848,-141.5806,3353.6626,-4626.2044,287.8076,-4235.3505,-4690.1456,14741.5713,27603.0835,9381.0468,10570.7294,15683.5609,14744.0010,18150.5593,15051.1352,133832132.4932,133896370.1142,133872162.6522,133843859.7756,15342.4826,133849836.0620,-5355.8013,1811.5049,-2515.3045,6137.7933,-4171.6451,4771.2650,-4116.4764,-2535.6567,3678.5474,2739.3326,-4331.8680,-4294.2235,939.7286,1439.1506,4145.7794,-5009.6848,-2864.6154,2862.0332,5511.4736,-205.5541,-4651.9812,3198.4407,3880.4846,4166.1699,3003.5776,5314.7794,0.0000,-3054.1843,-363.4557,-3889.7273,-4396.5692,-3401.8059,-5774.7584,-5738.4489,-4928.4355,511.1033,-4594.5225,4409.7416,6793.4682,-6277.8471,-1798.5515,4168.8420,6098.0270,-4212.1475,1717.7501,-5319.6669,5786.0475,-2102.1371,-4127.3190,-6571.3392,6780.7089,-4730.6729,1742.0081,5740.5916,2219.2287,-5872.8802,4953.4634,2035.8123,4541.6151,4433.6552,2890.5893,-4805.1526,-5335.2686,-1732.4161,6560.9656,-2478.1342,-4980.7684,-4492.2463,-2404.6042,-3963.7073,6329.3677,972.1543,-2951.7159,6452.7787,-3641.0489,-5442.3047,-4528.7970,4099.5456,4948.8584,2253.5998,5425.5301,-2791.9142,3502.1206,3241.1141,3865.9165,-4377.5633,-1901.5781,-2306.1235,-3478.7566,6764.8748,6729.4354,-849.0693,2281.6662,2701.3113,5422.1000,-1698.1253,-3506.0913,-4232.2447,2629.6934,4345.9363,-387425.7010,-378028.4520,-384144.0201,-383458.6882,-390690.8301,-388290.9010,-382411.7159,-383163.6439,179036462.0288,179027865.1403,179019535.1874,179021684.5556,-383578.6412,179027703.4807,2374.3549,-1248.5326,1861.6331,-3283.3831,-5298.2680,3823.1631,4638.9034,-124.2458,2014.0234,-6224.5403,1156.1971,2214.1476,-2923.5711,4504.1226,3871.8231,-3183.0677,-2809.9546,-1350.9334,-4004.6628,-4727.9246,4357.3017,2283.6798,-3557.7302,-5497.3955,3448.5537,1245.6979,0.0000,1873.9197,1841.8967,-2462.3305,4210.2060,-1846.2518,-1742.8660,3785.0371,-4893.2572,3803.3203,-4124.7941,4995.3822,953.1887,1531.5394,4422.0949,1776.9244,2781.3144,1167.4997,4185.8890,-1378.3600,3766.3917,179.6097,-2224.8551,1131.0304,1202.8539,-5036.7903,2415.8460,-2590.7782,1581.0671,-2926.4424,-4377.7273,-3819.5088,-4706.8741,-5184.5098,-4625.9138,-4605.8445,-4055.9005,-3955.6005,1359.3101,-4565.2336,2035.7258,-3713.7515,-4770.9885,-3847.6227,-2706.0272,4768.6023,276.3946,14.0317,2897.3331,-3138.6582,2948.4986,3639.5572,-4201.4219,2058.4846,-466.4294,5290.6777,789.3863,-5063.4476,-3600.1364,146.4390,-4678.6707,5390.9473,5409.4333,-1060.5148,-452.1582,-5263.1574,-3136.8201,-1903.9327,-4117.1085,-5828.0126,3518.9698,-5510.2899,-4643.8769,-2628.6784,-131982.4944,-129715.1892,-129836.1884,-129713.3953,-124934.4301,-132766.6575,-140190.5360,-132957.6895,22232922.9323,22229906.7063,22217826.7091,22238035.9257,-131203.9268,22227702.5822,
7200.000,4829.3668,-5795.9737,-4296.8035,-304.4791,2895.8995,-851.7735,5779.8467,5199.8749,-6381.4326,1875.9099,4754.9249,-3795.7962,-6750.9650,5340.7928,-6387.3002,279.3627,-3947.3638,-6121.0173,-3766.0373,-4430.5502,4395.3787,2451.1976,660.2116,-4361.4001,1079.1245,-4376.1261,0.0000,-2094.0623,-5318.7026,6035.7497,-298.7907,4694.5200,4436.9224,3557.6964,657.7064,6046.2938,1217.5290,-3229.9824,-3087.8824,613.8467,-1309.7547,3927.8925,-3323.4577,-1907.3121,-2187.4805,4035.8473,-3010.2823,5328.6910,5013.9270,3056.0313,-2742.2055,3828.3675,5560.7003,837.3978,3486.0290,3853.3360,-5048.9328,5283.9201,-1161.2562,-2745.4651,40.0322,2846.0304,-268.7499,6800.3671,1485.8208,-2753.8070,5221.6490,-2771.4767,-4226.9470,-2531.1924,-1527.4397,-6674.7823,5927.9547,378.0723,-594.2928,4613.0897,5024.8297,113.4380,-2384.2096,-5186.5256,-5153.7092,-2042.4734,3209.0305,-6368.9285,-5058.0976,-2796.2278,-564.8562,5109.3090,1628.4244,-1367.4721,-853.5419,6114.2910,-6722.6646,5025.6027,-3512.7947,-6776.3039,4926.9282,2649.0000,1320.1363,1089.8117,112732.1059,123522.6901,105661.3394,109448.1802,111953.2601,110866.7121,113944.2796,111564.9531,82877241.9919,82940081.6664,82916037.6662,82895456.2868,111335.3481,82894422.9206,1451.5308,1421.2295,4094.7883,-6754.7972,4048.5971,-4071.5784,3660.1375,-104.4884,-1190.6157,1682.6279,1288.1804,5356.7310,1424.7518,-4259.1117,-2584.5946,5058.4057,5360.9724,-1127.5461,-5649.4528,4069.9113,45.6787,-4604.0197,-5034.5198,-3533.8546,-4934.8685,-2360.5657,0.0000,3903.4613,2463.9453,2323.0945,6722.9259,368.9501,4205.3628,5900.2520,6896.6937,-3327.7086,4000.6148,-5768.0912,-4692.4007,4674.6989,4062.6232,-5077.8168,-2788.6736,4366.7428,1092.6521,599.8348,-2844.0481,-367.1387,3851.8510,3612.2066,-5837.0777,2667.3230,-3927.4645,-6802.3494,-3363.5363,5547.2625,-2004.7689,-4333.5735,-6152.6293,-5956.2561,-4364.8871,5692.8765,6934.3512,-939.4223,-5811.6724,5893.6524,3231.8747,6319.3190,5329.2200,6183.6335,-6696.1360,1313.8353,255.2888,-5610.1944,4062.8847,4986.5806,769.6784,-4143.3500,-4803.2710,1016.8129,-2952.1085,6125.2269,-4432.0078,-1949.4016,424.4976,5265.9218,4440.9641,-2044.2526,5039.7564,-4838.9372,-6142.7501,-2181.0866,483.9158,-3989.2830,-2310.1473,174.5411,-1200.0384,714.4019,-5992.0052,-4238.7130,-365809.1043,-359245.3971,-366788.2673,-366267.7993,-374892.9843,-369600.6981,-367502.6810,-367748.0747,207656435.5761,207660735.5271,207648178.8467,207640637.7283,-367780.9351,207648665.2702,-4609.8106,-3052.7702,3152.6288,-1639.7873,4781.3354,-5526.3565,-992.9494,4372.1009,2045.0251,6458.0989,-4800.9114,2159.1934,-654.5721,-556.2809,-769.9858,4717.5734,-1293.3308,-3007.0902,621.9418,3444.6223,-5150.5584,-4566.7609,4697.1122,3994.9695,-4617.9194,-4800.3158,0.0000,-5179.8932,3240.9553,-2222.7805,-1090.0243,5053.2599,-3005.7212,-554.5902,350.2348,-649.2596,5470.4946,-1028.5917,-4030.1227,-4993.1975,-5442.2154,2568.9165,-5386.5717,-4892.2635,-6507.1166,5150.8787,-5535.5916,4194.0621,-2846.5822,-4902.1321,2483.8521,5084.6495,1249.5998,-1049.0312,-4940.6822,-1452.5267,4263.2725,-546.8837,2954.1145,1948.0904,5332.1242,2367.2356,146.7886,832.9997,3507.5467,2192.5182,2842.2989,-452.6893,1186.6670,-934.4212,-924.6037,-1290.6359,-3590.3387,4010.6060,-5423.7249,-1227.9013,-4705.2191,-5532.5067,4241.6995,-4492.1709,3624.3265,-2426.5541,3925.7544,1874.8372,4612.2393,-3523.8938,5158.1088,-4055.4137,-4426.5336,4706.6706,-3089.9700,2382.0756,-840.9942,-2543.5762,5342.8927,1455.5360,-4524.9626,6375.1214,2943.9944,5340.0567,-130036.3430,-128722.8380,-127939.6120,-131344.8575,-123345.4394,-128087.9186,-139524.1258,-128319.9107,22204546.7086,22196451.9744,22183732.6674,22207492.5348,-130072.5240,22196684.2275,
