sl_100_5400_20270619 Coordinates.csv
2027/06/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:45 2024,
Start: 2027/06/19 07:47:00.00, Stop: 2027/06/19 09:17:00.00,
TIME_UNITS,STARLINK-3147 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-31806 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-30327 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-31806 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-31806 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1793.9676,5994.7651,-2046.5065,2715.6295,6221.0981,2048.4602,-5420.6826,0.0000,2677.7253,1774.5379,-4270.8482,-2237.0690,-416.6708,3084.7459,6588.5406,-3603.4848,5378.5143,6136.3326,-2350.3554,-2366.9564,3887.2562,499.8541,-4561.3681,3528.4220,6066.7261,-3784.6006,5463.4301,4156.6470,6662.5429,-2772.7845,-76.9885,5701.5340,4559.0548,3837.2214,-6052.5070,-1086.2800,-3608.4569,5970.4792,-1826.1396,3816.2409,5281.2591,5152.3971,-1639.6470,4222.4957,-4904.4675,-2176.9333,4423.2227,-2606.4497,-3081.3355,3813.3642,1537.7983,-2973.1140,-6428.9015,6338.7726,-2470.4167,3725.3802,-4409.5036,-628.8089,-6510.7759,5318.5440,-2564.5349,1796.1966,5249.6392,3619.2620,4541.9814,-2647.1409,-1530.7728,-6214.4033,6447.5365,124.7466,4859.4752,4934.5784,5926.6406,93.5872,6045.1335,-2888.8953,-4652.2859,2099.3992,1320.7001,-821.1134,3905.3207,0.0000,4354.1034,4207.9270,-3423.2700,5175.3632,6037.3817,2741.8894,-6755.2297,-3883.2737,4579.4201,-1819.6158,-587.4738,-6351.8822,4689.8602,-2940.4850,1112.0346,222.5062,-5524.0378,4856.7583,128038.1482,154539.1209,133537.2118,133587.2454,139191.6829,138042.0312,142936.1235,139586.8889,176344012.7450,176348748.6808,176372717.8650,176344867.5372,139439.7822,176354742.4288,-5913.3813,3330.6162,-6378.3639,4721.1828,-2852.1044,-6438.2578,1656.3478,0.0000,-6068.6571,-819.8626,4052.3565,-3718.7675,-4963.9747,5602.8864,602.2673,-4277.0218,-4060.4886,2822.0891,4143.9521,-2518.8326,-4734.1424,6625.2771,-1603.5573,3539.7553,-172.8255,-4489.6173,2203.1577,3742.1573,1087.9690,6330.4749,6522.8925,2898.5723,3765.0992,-5281.9289,2026.4159,4456.7807,3647.3479,3326.1463,-6555.7735,1922.2032,1210.8209,-4234.2773,-5372.3682,-5283.1562,-4281.5055,-6492.6365,3480.1920,5571.5858,6010.5732,3355.5199,-3806.1891,-4121.4392,449.8627,2373.3301,4760.1863,3586.9498,-913.6833,2297.4089,271.1402,-1189.3702,3432.7563,-6699.1307,-455.3226,3570.0899,-778.3321,4763.8948,5354.2302,-1599.2000,72.8160,-5607.4319,-1903.7759,-1852.8568,-1545.3174,3686.8865,2418.6546,4340.1326,4320.4404,-5800.9624,-3934.2346,-4055.0766,5493.3999,0.0000,834.0182,2233.7202,2336.9447,1028.9658,-3067.4720,-4060.8438,-373.2360,2207.8231,2104.9184,-2330.8791,-6287.4365,-1814.7898,2129.5973,-3445.0307,-6760.1887,6789.8417,2373.0092,1850.6955,-321269.8463,-341162.8663,-332790.5904,-331452.3477,-338030.3903,-336040.1775,-329451.9410,-331561.4242,131183364.3124,131166019.1670,131155199.9654,131168564.6468,-331106.3184,131167699.7794,3096.2069,706.0386,-1842.3279,-4144.3893,-1041.6327,774.6313,-4005.4782,0.0000,1921.7016,-6479.1535,3601.9357,-5380.3009,-4738.7605,2298.9013,1615.9961,-4109.5913,-1473.5408,1535.3500,4894.4775,-6026.5937,2988.3744,1644.7651,4942.6477,-4752.8995,-3313.5067,-3563.0899,-3638.6677,-4016.6046,-1682.1566,415.3962,2024.8010,-2628.1591,-3627.7208,-1684.2841,2667.7553,-5183.7156,4534.5146,-1128.6413,1176.5078,-5346.5205,4129.3236,1448.0187,-4064.5022,-1104.1137,-2386.0341,-940.2112,4078.0606,-2835.5939,903.3963,-4720.3092,-5452.7960,4516.8972,2457.9238,-402.4550,-4362.9522,-4441.3920,5235.9970,-6524.9758,2349.3261,4219.6831,-5428.5745,622.2384,4389.3738,4708.9718,5109.8341,-4219.2650,4103.6606,-2321.4780,-2624.3055,4068.7298,4563.6132,4479.5338,-3192.6141,-5879.9665,-2020.9710,4530.1917,-1791.9340,3012.3981,5508.7865,-5566.8782,-1638.2593,0.0000,-5119.1157,5016.9619,-5502.5188,4508.6357,990.3034,4860.8567,-1046.8026,-5267.2903,4249.7632,6287.3321,2736.3599,-1792.9294,-4630.3848,5210.8095,489.5832,-1367.8531,3361.7985,4566.1676,-177906.3012,-183053.4943,-181378.1269,-177849.3228,-176267.0686,-186316.5655,-189451.3530,-179908.8392,24432493.3040,24400917.7022,24412319.4466,24431983.7554,-181606.0917,24424951.6290,
300.000,-2816.9103,6439.5431,-2407.0492,4022.5856,5495.3172,552.5567,-5174.5171,0.0000,1601.3167,348.8692,-3677.1454,-3632.3749,-2194.1312,3793.5156,6746.7291,-5248.3557,4059.3607,6778.2291,-221.5460,-498.8060,2145.7119,2045.2360,-5603.0490,4013.2644,6515.4773,-5227.1024,6509.9766,5627.8645,6924.5198,-1229.5144,1189.9089,6587.8517,5035.8856,2340.4030,-5746.0770,1015.6122,-2189.4828,6208.5074,-2984.6828,4140.3702,5986.8058,4160.6781,-3229.3368,2864.9435,-6081.2073,-3292.0298,3796.4443,-919.4901,-1666.8818,5107.0462,-523.6564,-4362.3429,-6633.8235,6527.0934,-491.0850,4707.1283,-5267.2518,1528.5048,-5653.5171,5593.2014,-519.1878,507.9563,3960.9600,5031.1774,3276.6279,-1586.8082,546.9028,-6786.6364,6911.1927,-1808.8908,3414.0356,4380.1021,6029.9442,1443.9828,6723.4879,-1868.8199,-3146.6900,441.5665,-753.0135,-511.4589,5167.9852,0.0000,3862.8357,4189.5749,-1928.4476,3828.3246,5243.9610,1624.9248,-6728.4336,-3301.3218,4211.1982,-3831.3694,-1842.1440,-5933.9834,4384.9812,-4727.1489,-406.1520,1733.7244,-5430.4682,5689.0340,134653.2002,161613.7444,140459.6642,140598.9332,146153.9348,145028.7487,149822.0820,146622.4004,173439786.4159,173444234.0426,173468649.1049,173440689.0520,146388.0246,173450502.6227,-4508.1796,2202.5219,-5326.8778,3054.7244,-4177.0560,-6734.1675,3535.6054,0.0000,-6718.5527,983.2081,5470.8560,-2053.4174,-5453.1759,4159.9348,-940.5859,-3283.5061,-4625.8241,1434.1750,4147.1033,-1447.8184,-4805.9804,6532.7411,-2563.9264,1515.9848,-1568.4819,-3980.6226,1074.4302,3018.1402,487.7070,6537.5635,6723.8192,1890.1120,1816.1190,-5391.2253,3641.8130,4024.8711,5171.2473,1718.7289,-6197.4578,-239.7147,-625.2414,-5411.2037,-4030.8967,-5560.5784,-3192.3889,-6012.6615,1903.4537,5226.6981,6576.8715,1666.4397,-4474.6976,-2444.5095,1755.6745,1146.6251,4494.4358,1657.2248,897.9751,2665.8020,1850.1532,-2860.3849,4172.6788,-6527.4436,-2016.8919,1984.0168,-2515.2038,6077.8418,5105.1574,-415.8764,-594.0216,-4830.8001,-830.8360,-3812.0352,-2984.7870,2042.3026,988.9965,5794.7042,4701.4484,-5292.0494,-4513.2815,-5661.4652,4622.6806,0.0000,-1291.0527,110.9373,3915.2425,-180.2822,-4364.6469,-5567.0950,1148.0646,4136.3148,60.8491,-2134.9087,-5176.6611,-375.7760,103.8742,-2545.6337,-6775.6821,6119.2205,3858.1381,-39.6084,-318534.2769,-337861.8929,-329684.7198,-328418.3448,-335060.5566,-333071.0368,-326495.1322,-328070.2488,135007345.3854,134990097.6132,134979888.3023,134992053.3504,-328111.4482,134991771.8788,4413.9015,-1112.4040,-3757.5694,-4618.3969,502.8645,-785.5792,-2980.5875,0.0000,136.2987,-6685.7016,2052.3046,-5511.3795,-3565.4128,3803.6269,84.1199,-3135.2605,-3118.9643,10.6055,5421.7505,-6776.1890,4327.3208,118.4663,3143.2224,-5400.9811,-1699.2083,-1998.2595,-2097.2325,-2573.3177,432.9012,1912.9690,242.1317,-909.0631,-4411.9375,-3307.2649,1265.9980,-5539.7718,3919.4462,-2549.3464,-639.4950,-5444.8849,3193.9968,-92.3229,-4625.6155,-2801.9658,-941.9908,873.2706,5498.3046,-4210.1741,-654.6283,-4383.8836,-5127.1117,4606.7011,718.0422,1425.1703,-5231.1222,-4643.9449,4377.2475,-6230.1377,3546.1802,2840.3501,-5491.2459,2364.8047,5220.5247,4333.8474,5501.7247,-2834.9335,4634.5799,-560.5183,-565.9122,4625.5271,5973.8718,3761.7251,-1555.8597,-6475.5103,-523.4846,3264.7152,-3395.7872,4348.3148,5161.0023,-3972.1036,-120.3290,0.0000,-5410.4863,5503.1558,-5330.3450,5783.0441,-563.2627,3745.0623,505.8648,-4437.2253,5069.9389,5390.1237,4140.3125,-3393.3240,-5360.8334,4342.5809,-1060.1804,-2754.4119,1760.9486,3938.7453,-177879.7089,-183050.5289,-181259.8865,-177991.4796,-176154.0433,-186073.1647,-189556.6439,-179836.4065,24430265.6416,24398761.0758,24409644.8830,24429897.9412,-181589.1835,24422519.0699,
600.000,-3609.1832,6242.8982,-2571.8657,4965.3955,4231.1186,-1007.7656,-4454.6867,0.0000,366.4512,-1191.4480,-2737.5043,-4716.0315,-3722.6275,4147.4904,6214.0228,-6386.9523,2317.9691,6761.4159,1939.6777,1369.7861,157.6018,3383.2127,-6008.7375,4158.2073,6322.8904,-6128.5307,6912.7466,6526.1387,6484.4085,449.7878,2331.0248,6815.6163,5068.6555,566.3166,-4887.7740,3035.7444,-585.1086,5859.7056,-3851.6717,4102.7060,6101.2164,2744.8460,-4543.2638,1192.5733,-6665.2305,-4087.7417,2844.1406,898.4297,-75.9881,5935.8315,-2506.6179,-5339.5119,-6176.0265,6027.3512,1560.9572,5251.6592,-5636.5537,3513.0421,-4259.8001,5329.9503,1556.9336,-854.8687,2303.3626,5981.5944,1727.5468,-399.0487,2587.0352,-6654.0489,6675.8258,-3593.7552,1559.5364,3435.2765,5540.6088,2717.6748,6713.9970,-699.2555,-1260.7218,-1297.8652,-2729.0156,-90.7644,5929.2045,0.0000,3023.3355,3817.7797,-286.7414,2130.7103,3918.4431,387.2000,-6022.0525,-2440.4883,3415.9297,-5451.7354,-2956.5845,-4926.2204,3703.5691,-6050.1195,-1894.0685,3102.7890,-4804.9374,5996.0289,141211.3349,168616.8510,147321.4324,147549.8638,153053.0286,151953.4426,156644.9571,153553.5114,170452655.7600,170456810.0127,170481649.6112,170453643.7362,153272.0143,170463354.8130,-2659.5666,841.8111,-3725.1743,1100.7893,-5098.9047,-6338.7722,5061.3963,0.0000,-6696.6248,2609.6889,6333.9415,-222.8957,-5420.9282,2271.2045,-2386.2203,-2003.0810,-4759.6060,-92.9514,3784.7051,-142.9168,-4422.4926,5781.7995,-3281.7356,-657.1158,-2790.3195,-3087.5538,-137.2526,2018.5291,-167.8270,6116.7202,6230.4078,703.3311,-314.0701,-4950.2620,4893.1771,3254.8784,6191.8727,-74.2052,-5217.1946,-2368.9720,-2373.4305,-6037.9399,-2325.5074,-5292.9444,-1802.2019,-4928.6837,91.7679,4364.4502,6472.9664,-152.9095,-4734.8696,-544.5996,2877.5830,-217.6996,3836.7260,-423.9241,2586.4370,2844.4147,3281.3182,-4222.1157,4557.5660,-5728.2671,-3422.0328,238.9073,-4041.0573,6783.4810,4400.9449,804.2148,-1193.3844,-3622.1834,257.9503,-5396.7962,-4111.5185,239.9253,-536.6878,6675.1963,4579.8949,-4278.9125,-4695.2145,-6651.3501,3304.9064,0.0000,-3298.6326,-2032.2122,5139.4068,-1437.1087,-5226.0379,-6526.2620,2558.4887,5652.4488,-2016.1312,-1793.7967,-3555.6524,1135.9237,-1954.4977,-1440.9806,-6116.4832,4860.7549,4941.1426,-1900.7474,-315663.8876,-334413.7237,-326431.8863,-325235.4412,-331943.1796,-329949.8725,-323395.5178,-324433.5308,138767041.0206,138749877.1138,138740294.2738,138751258.6667,-324970.8077,138751557.4591,5255.2926,-2809.8438,-5273.9125,-4579.8484,1993.2030,-2256.7688,-1637.7535,0.0000,-1663.8882,-6127.7507,280.1987,-5049.4206,-2001.1924,4876.5914,-1457.2726,-1826.4912,-4425.9600,-1515.2970,5344.2639,-6808.8252,5179.5068,-1421.0259,1005.2883,-5463.9972,98.5091,-213.4066,-330.3881,-848.9373,2501.9985,3204.7422,-1567.6493,908.1759,-4725.6415,-4546.2499,-272.1217,-5302.2299,2869.8270,-3696.6669,-2386.3083,-4939.8619,1899.0063,-1622.3327,-4692.7871,-4189.6842,602.9381,2592.2867,6335.6793,-5103.0542,-2138.9246,-3579.2593,-4228.2789,4175.1695,-1099.8787,3089.0863,-5536.5315,-4325.0038,3045.6859,-5275.3805,4362.5979,1152.0353,-4963.9175,3857.2802,5475.9544,3495.1867,5293.2023,-1141.8513,4667.0648,1263.3902,1552.3574,4687.3572,6746.7547,2639.2757,249.4195,-6383.9739,1032.9646,1646.3886,-4580.4019,5205.5796,4253.9305,-1953.1779,1410.4596,0.0000,-5083.3077,5398.3824,-4578.6298,6442.1059,-2054.2038,2223.7954,2002.2146,-3127.6961,5263.4424,3921.8444,5091.6208,-4616.9616,-5517.7273,3004.8807,-2493.3150,-3845.9897,-31.9474,2887.8889,-177853.4483,-183047.3554,-181142.1730,-178138.5345,-176044.4072,-185823.4349,-189656.7198,-179902.5795,24428034.3030,24396610.4066,24406973.2373,24427796.6129,-181572.1752,24420086.3371,
