sl_100_86400_20270619 Coordinates.csv
2027/06/19 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:59 2024,
Start: 2027/06/19 07:47:00.00, Stop: 2027/06/20 07:47:00.00,
TIME_UNITS,STARLINK-3758 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31677 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-31393 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-32045 - X-Coordinate,STARLINK-4264 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-6249 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31677 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-31393 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-32045 - Y-Coordinate,STARLINK-4264 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-6249 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31677 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-31393 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-32045 - Z-Coordinate,STARLINK-4264 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-6249 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4449.2903,-4512.1989,-5307.8426,3406.1817,1629.3225,6838.1000,-968.5608,6434.5664,-4947.0642,4022.1472,4210.4649,-155.9850,3669.9728,-4859.7646,-2842.0212,5057.1382,543.8752,-2710.1933,-381.0610,2088.0819,3274.5336,-3462.7152,2984.6860,3285.4833,4464.6321,-1780.8854,-1098.4388,-4893.8391,2380.1670,-5157.3278,5477.2618,5086.3908,2736.9057,-2354.9228,-2525.5146,3312.5434,-4920.2178,3359.3150,3222.7492,3402.2775,1906.3673,-3441.7260,5437.1001,788.3461,-6832.5059,-6485.4193,-3650.7224,3222.2628,1472.9340,-2916.4601,-990.2084,-581.2805,-697.7466,663.8570,1537.7983,1794.1409,-4436.0229,-6469.0505,-5027.1854,-4731.5328,-6406.2303,5049.9994,3113.5517,330.3612,-2906.6527,-4023.6001,4793.1660,3812.3248,-3031.0051,1444.3103,-4734.3885,4477.9092,-1183.1480,5492.9174,4997.4239,423.2726,2886.8820,-3352.1944,5116.3882,-3613.8190,-3478.8123,1294.9360,3800.5172,2967.7248,-2594.2398,4121.2521,6200.4344,4974.4880,-5180.6021,-3987.2993,4329.4769,-4149.5652,-1374.0404,-4631.1197,5406.8016,6557.1393,-3107.4684,1493.3861,4612.8774,-89.7825,128038.1482,154539.1209,133537.2118,133587.2454,139191.6829,138042.0312,142936.1235,139586.8889,176344012.7450,176348748.6808,176372717.8650,176344867.5372,139439.7822,176354742.4288,-811.8802,1127.1286,4133.2987,3663.6436,6179.6900,-403.8651,6544.5927,1769.2430,2129.9594,965.2382,-220.4724,4132.2555,5155.7396,4773.4428,-5764.9344,780.5829,4236.6380,5609.0375,5232.6028,4161.9862,3033.9692,5896.4230,-4955.9730,-5292.8491,2265.8221,-6377.4475,6796.0473,-3058.2205,3490.6509,4598.4077,-3936.5904,-4464.9671,3351.9174,6094.7366,-3301.6772,3583.7249,1814.1503,-4930.4890,-3980.1397,-4242.1900,6242.1040,-5202.1767,1377.4726,-6816.0606,-883.3801,-735.4886,-5645.4394,3065.7063,4886.2829,-3363.5217,6337.2447,-4224.9150,-6876.0261,6685.0573,-3806.1891,-5083.8546,1732.7244,1949.2182,-2473.4642,-4833.3252,1025.8551,881.5378,6066.2732,4439.9477,3054.3198,-5461.9940,2195.5609,-4832.0367,2659.6355,-4325.9730,-4523.6701,-4453.5853,6339.0925,-1972.1046,-3560.8800,-5293.6131,3055.5368,-5986.7380,-3236.9626,-5607.1033,2184.3487,-4001.6663,-2841.0806,6108.0687,1068.8246,-5063.6730,-1826.3134,374.2922,-3488.9767,1862.0303,-203.9749,-1465.4253,-3906.4453,-5080.4955,3260.0392,-1910.4076,4205.6777,-6713.7048,-3442.8453,5079.0381,-321269.8463,-341162.8663,-332790.5904,-331452.3477,-338030.3903,-336040.1775,-329451.9410,-331561.4242,131183364.3124,131166019.1670,131155199.9654,131168564.6468,-331106.3184,131167699.7794,5216.3275,-5023.7268,1548.4445,-4798.6462,2345.6941,-421.8476,-1980.0492,1695.7411,-4310.1501,5525.4612,-5409.6065,-5522.8836,-2834.7623,-1268.8942,-2205.2271,-4676.3065,-5444.6517,2710.0507,4358.7515,5124.9272,-5265.1307,985.6560,-3813.8441,2849.7344,-4624.5387,1942.1221,-982.4042,-3835.1240,5467.6372,574.3753,1517.8164,579.1582,5319.3298,-2102.9667,-5510.1669,4882.5078,4519.2049,-3365.9270,4668.8221,4287.8833,2325.0251,-3024.5282,4052.9684,880.2816,-525.0095,-2276.2373,1624.9478,-5303.6534,-4696.5617,-5294.0254,-2439.9125,-5424.1112,-123.4447,1707.2152,-5452.7960,-4183.2214,-5010.9969,1066.1209,-4098.6204,1495.4147,2438.9942,-4637.3493,-140.8813,-5173.6297,-5410.9935,1430.8195,-4473.4078,-3160.7168,5377.0219,-5107.7642,2187.1157,-2564.9941,-2541.9069,-3657.6681,-2988.4377,-4345.6290,-5485.1061,-614.6409,-3405.5493,1482.3200,-5478.3992,-5487.6985,-4989.3172,1352.0878,-6367.9191,1896.9142,-2436.2923,4765.7010,3025.5868,5218.8883,5281.5703,5317.8126,-5527.8156,805.8130,-2615.4918,1166.4466,-4526.8990,-937.1956,-3529.6685,-4721.7595,-177906.3012,-183053.4943,-181378.1269,-177849.3228,-176267.0686,-186316.5655,-189451.3530,-179908.8392,24432493.3040,24400917.7022,24412319.4466,24431983.7554,-181606.0917,24424951.6290,
3600.000,-1943.2683,4861.0790,2177.3536,-6180.0510,-4160.0867,-4771.6339,-1534.9242,-4601.8749,4020.8962,-5008.8137,-4623.3827,-4060.6183,-4838.1174,3248.9584,5068.6144,-4839.9436,-4322.6842,100.4709,-3309.3088,-5321.7054,-4846.4377,771.5885,-821.1596,-1821.5266,-5625.8702,3187.8138,724.8564,6834.2089,-5383.2060,2431.1105,-5611.2771,-2228.5801,-6166.7116,608.9543,5840.9927,-4461.3817,2376.5411,-1967.8304,-434.1721,567.9553,-3975.1320,5026.1794,-4508.0478,1261.2656,5235.0411,6512.6203,4772.4060,-4860.6700,-5053.4929,4927.2444,-1914.0214,4644.6809,2204.1652,-2774.8590,2648.9044,227.3893,4533.2243,4767.7565,4589.2253,5206.7296,3831.2720,-6703.1479,-3990.4403,-3981.7174,-1039.6987,5407.7769,-6854.6802,-2725.4219,-387.3900,1401.7557,5684.7733,-2375.7292,-2063.1359,-1689.8157,-3984.0769,3829.8188,-5408.2240,4675.3673,-1420.5706,4103.4603,1037.1877,2965.1419,-2971.8335,-4418.3451,-881.0267,-1653.1196,-2975.1042,-2758.6023,6723.6057,461.6854,-2489.5915,6267.9629,5239.7918,5269.8296,-6306.6233,-4115.9935,-1224.6648,1182.7474,260.5119,-3739.6570,203073.9832,234055.0839,211937.7786,213158.3588,217896.6941,217075.9035,220784.7044,217670.2448,136353288.8739,136354363.2308,136382136.7036,136356947.2872,217921.0374,136363628.4747,4462.8260,-4560.9403,-4293.4151,-2828.9148,-2816.2984,2183.3268,-4359.5367,977.7758,-5392.6171,3000.6810,4215.9982,-4056.9364,-1617.5249,-5327.1083,4095.2216,3255.9347,-4459.6445,-6662.2398,-5783.8236,-3924.3677,1142.8482,-5054.4449,6849.5838,6381.3117,2108.4688,5604.7635,-5728.6917,915.4900,-459.2216,-5293.0346,1390.9595,5497.7402,-1729.6897,-6365.4030,885.9474,698.3835,-5039.1367,6455.6938,6353.7078,5321.9124,-3369.1653,4600.9934,2635.0603,5029.5423,-1092.4104,-864.5803,2517.2815,990.8291,-3776.5481,-549.2028,-3895.1842,2507.5650,5218.8423,-6040.0269,5312.9164,6815.2999,-4920.9166,-4017.8580,5102.0076,1656.4388,-3497.9498,1369.5478,-3432.7909,-5216.3544,-5337.0263,3724.0523,-547.8172,6253.6939,-6021.3795,6462.5698,3240.8736,6217.9150,-4719.0828,3774.4541,5271.5153,3899.6843,438.3601,3253.5933,2449.4728,2184.4262,-5809.9038,4535.6339,5999.7856,-3287.0416,-4056.3084,6220.2484,3288.6332,3473.5308,1666.8978,-5070.0911,4550.5355,-1417.5298,2267.4471,2185.8603,-1614.2579,3776.2406,-4101.1453,5569.6757,4071.1522,-4942.9881,-279820.2954,-292211.6927,-286157.1444,-285516.8047,-293000.8440,-290558.6680,-284857.4661,-285704.1498,172449180.4559,172432081.0237,172429487.0873,172429108.4828,-285881.1735,172434503.6163,-4911.7198,1537.5411,-4953.8363,1333.7181,-4605.0300,4413.0245,5119.8796,-5033.5256,1506.2268,-3702.4582,2793.2335,3811.0869,4682.8242,-3012.3816,-1926.0451,3729.6487,3033.5416,1331.1386,-1486.9393,-2088.6121,4766.3417,-4650.9976,619.4245,1710.6727,3202.1104,2459.8782,-3872.3286,654.2588,-4325.1027,-3770.3990,3782.1384,3301.5180,-2472.1593,-2493.4067,3553.2176,-5236.0101,-4124.5994,-1158.0948,-2754.0491,-4409.2278,-4577.0767,-1256.7190,-4554.9666,-4584.0425,4366.8647,-2144.4826,-4337.2744,4811.5157,2865.6404,4807.8370,5304.5695,4427.8599,-3963.5809,1960.1538,3351.5155,-134.0571,1713.6225,2806.6672,-1055.2970,-4268.4968,-4607.3174,942.7341,4329.3412,1858.3241,4165.9036,2218.8992,662.2452,-1137.3729,-2989.1055,1755.4342,2203.6362,-1468.2186,4624.7979,5494.2023,-1701.3150,4134.8570,4262.8278,3863.9887,6331.9937,-5015.9329,3458.5231,4277.0590,1578.6214,-4206.7358,5569.2762,2186.3398,5284.0980,-5297.9647,448.9587,-4563.5012,-4462.5187,-2550.6588,3869.5060,-3927.5986,-2082.1426,-4108.9548,5419.3294,3956.4114,5365.2836,3096.2110,-177607.8314,-183003.6809,-180035.1466,-179894.9838,-175128.6469,-182970.5963,-190381.5155,-183194.1485,24405499.5175,24375447.8523,24380434.7843,24405893.4709,-181396.5914,24395749.4608,
7200.000,-92.8753,-3081.2819,2270.9218,6167.1616,5761.5529,667.6203,4623.5909,1624.8625,-1806.5202,4695.8810,3485.2497,6070.7922,5374.3983,299.5199,-5068.3092,3723.9736,5793.2137,2954.9567,5104.0856,6039.6839,5466.4939,3128.9369,-1473.4689,-1083.9366,4699.9981,-3896.3610,1236.4038,-6126.0038,6693.5482,1556.6214,1246.2276,-2306.5826,6533.6129,2152.9174,-6808.4189,5083.0097,152.2929,-759.5542,-1896.4193,-3914.2326,5620.0691,-4713.9165,2983.7323,-3970.4945,-1860.1646,-3677.6823,-5131.9834,5608.2646,6604.8652,-5921.6773,5150.6092,-6801.7243,-3896.5475,4357.4201,-4693.4675,-2143.7065,-3051.6368,-653.9172,-1268.3848,-4737.0407,-392.6575,5416.0350,4091.8971,5041.5939,3521.6108,-5237.2849,5822.5320,151.9138,2630.2529,-2979.1261,-4537.3421,-1242.6249,5281.8285,-2224.3296,443.6914,-6518.2999,6338.9485,-5058.6521,-3219.2975,-4011.6103,853.1921,-5420.2942,1212.7661,5235.9927,2474.6646,-2193.0096,-1178.8993,752.2195,-5824.8526,2146.0793,736.1909,-5940.5510,-6853.1617,-4802.1654,4137.9908,279.7232,4954.9456,-4250.5118,-4779.5469,5852.4168,265844.5567,298777.9662,277023.4630,280822.7477,282896.2595,282082.5410,285260.6218,282784.2096,87022198.9904,87019884.0626,87047571.8214,87031854.8560,282644.0901,87031757.8114,-6746.7222,5297.9586,3965.7299,1180.0309,-1457.6610,-4242.4834,1130.6548,-4418.1245,6255.0870,-5045.6925,-5629.3165,3251.6546,-2350.5448,4284.9360,16.0970,-5819.5716,3563.8484,4319.9817,3779.7380,2562.6920,-4035.7015,3045.2174,-6093.1407,-4467.2280,-4884.6982,-2080.6411,2273.1494,1385.9704,-1676.2083,4874.7542,824.3455,-4456.8513,7.9340,3734.8616,878.4568,-4096.5701,6823.4071,-4784.6551,-6620.8554,-5417.1756,-372.8620,-1791.2381,-5832.7190,-1657.3726,3803.0665,2702.0249,1648.2127,-3825.0447,1983.9882,3318.6312,607.1095,-992.2769,-1405.4190,3044.7872,-4790.9877,-4809.3647,5602.4303,4968.6002,-3952.6602,2442.4252,5661.9477,-2700.5980,-1361.4853,3616.7710,5882.3247,-243.6185,-1118.4717,-5064.9280,5841.5227,-5465.8171,15.7582,-5076.0050,2232.2015,-5367.6991,-4506.5017,-1868.8546,-2723.2818,1014.1926,-2617.0395,2621.2535,6711.0604,-4271.3128,-6134.8956,-768.1899,6304.2077,-4531.4780,-4844.2403,-6417.3885,903.5787,6465.9708,-6788.3994,3005.1772,-793.9064,1896.6103,-1473.0324,-5228.6622,3836.5823,-2958.6666,-3970.9656,3691.7152,-221259.5024,-225130.6930,-221169.4288,-220828.9034,-229567.5647,-224242.9998,-222288.2411,-222168.7943,201946989.0039,201928133.2096,201934651.5295,201924868.2910,-222434.5252,201932928.1184,1483.2179,3034.8909,5164.9998,2922.0836,3318.8187,-5355.4010,-5007.4260,5017.4596,2269.8407,-488.7348,1768.8388,360.3625,-3697.2353,5425.5102,4513.4457,-516.1616,1251.3596,-4341.8959,-2512.9020,-2239.7888,-1208.7391,5344.9342,2936.2484,-5089.4363,655.5988,-5310.6087,6441.1466,2909.4718,461.0655,4670.8727,-6754.8460,-4584.3563,-2110.0778,5328.2989,682.5058,2253.3893,1191.8009,4829.9968,-839.5076,1831.1815,4031.6745,4742.4296,2238.7118,5406.7396,-5465.8539,5178.6998,4329.0627,-1345.0143,688.9198,-1321.5352,-4496.6980,-573.7819,5522.3062,-4456.2932,1239.9831,4325.6479,2646.6878,-4662.2070,5553.7554,4420.0847,3975.9352,3324.3309,-5289.0783,2826.7072,-14.3430,-4543.9868,3541.3944,4698.4638,-2066.5398,2836.8159,-5210.7403,4363.7821,-3894.2009,-3699.1645,5094.1180,-1039.4471,-347.3919,-4569.1855,-5576.6812,4865.7921,1027.9367,-382.9086,2865.5540,4459.2736,-1596.7981,-4578.1076,-4784.9595,2425.9413,-3675.8220,543.1262,386.0540,-1856.8900,249.9265,4602.7800,5223.1712,4531.3142,-2928.6242,-4624.7527,-2642.1384,394.2732,-177349.0068,-182919.9919,-179042.6433,-182437.8397,-174444.7065,-179195.3425,-190624.8023,-179427.7898,24377849.2985,24350944.1498,24349101.8436,24377395.3384,-181172.7042,24366522.2948,
