sl_100_5400_20271108 Coordinates.csv
2027/11/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:40 2024,
Start: 2027/11/08 07:47:00.00, Stop: 2027/11/08 09:17:00.00,
TIME_UNITS,STARLINK-3283 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-5886 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-2752 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-1363 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-31909 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-3288 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-5886 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-2752 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-1363 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-31909 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-5886 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-2752 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-1363 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-31909 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4263.2423,-1435.3128,-3343.0719,4474.2516,-3160.5783,-1315.0279,-4032.7736,-2568.4103,-1381.9179,-5382.1856,-5656.8593,-3702.1402,-6616.7433,4429.4914,-6479.3751,6398.6333,3640.6498,1586.7269,5135.8438,2942.4335,-5693.8053,-6266.4766,-166.8674,-4141.1103,0.0000,691.4586,-3908.5872,-4618.9799,6581.2173,-5036.9372,5621.1703,-305.3658,3338.8858,1383.1956,-6712.9100,-5460.3660,3555.7335,-1706.4282,304.8953,4683.5602,-757.2500,-5563.5634,6009.6095,-6351.9097,6599.7637,1840.5431,-1609.8573,-1791.1995,-4237.3925,-543.3227,-3010.5904,-1196.9634,-5272.0684,-2510.5875,-4819.7249,-4652.3573,4188.6908,3782.1819,-6229.4605,883.8133,3451.5361,-3476.9415,289.3412,-1511.6647,5133.9912,4199.9883,4448.0842,-4340.6745,3407.3643,1078.2905,-6921.3957,1296.1233,-2317.0116,3878.9773,1782.1729,-1603.2304,-1390.3470,-4146.8613,1740.7513,-3876.0359,4535.4695,1095.4821,5008.2655,-1935.8615,-312.8114,1787.2330,1133.4899,1416.4423,-2785.1874,2282.6498,4974.2682,5540.0746,-3904.9278,6646.0923,-4723.6226,3136.5765,-380.0410,-290.4781,6164.6260,-5339.8571,402786.9635,397016.7212,402395.8676,401927.4117,402097.7437,401480.1623,393643.6297,397533.8308,8930879.1192,8933211.5646,8939947.0452,8946464.3794,397280.1288,8938713.7382,1388.5507,-6485.6129,-3264.3238,-2821.2866,5666.1244,4766.4998,1108.2916,-5404.1154,-6780.2381,-3823.0033,-3716.0770,1914.4556,-1448.3939,-4955.3985,-36.8231,2731.8413,-5526.5806,-4805.9090,365.0514,-4650.5220,1473.0875,-2144.4924,6019.7411,-4476.2309,0.0000,5157.6133,-4799.6983,4254.7668,-2178.8157,-3653.0442,-507.5262,4802.9806,4319.9851,4894.1850,1330.8927,1503.1608,2522.7210,-3796.4443,5233.8008,2289.3179,-1471.0020,3962.8666,-1310.5427,-2386.5427,846.8714,5532.1814,5518.2334,4676.6773,4401.9408,4904.2767,4598.8710,6312.8661,3876.3510,5910.4175,2662.9586,-2293.4410,-3664.4832,-1743.7764,-2771.1588,-4249.2181,-5961.3268,-4750.4626,-6328.6087,4171.0027,-3297.6141,3338.2724,2982.0600,2461.1757,3749.5602,4018.7814,334.8256,4970.0068,-3827.2728,1920.9258,5191.5566,-6582.8485,-268.0938,-1082.7169,-6521.0080,4156.2422,-2462.1970,3957.5578,-904.2305,4265.2553,4134.0073,6039.9282,-2726.2766,6626.7185,4253.0801,4621.3319,-3692.0387,-3564.8071,-1797.1687,247.8658,-1013.4661,2730.7786,6800.4755,-4875.3475,-2990.9370,4360.3533,25972.3148,56079.0572,38666.8739,38438.9947,47067.9415,45034.7628,43057.4367,42211.2394,300158057.7251,300141629.8092,300124545.0960,300140159.5103,42011.3544,300139214.2734,-5265.5907,1745.3739,-5048.9242,-4275.4748,2394.8840,4809.1531,-5508.7367,-3545.5342,-410.3115,896.4151,-1527.4800,-5519.8795,1330.8505,1922.2142,2459.1535,-424.4632,-2050.9448,-4715.9654,4584.8439,4174.8003,-3678.4441,1947.1481,2629.2800,-3294.7959,0.0000,-4545.8308,-3028.9048,2958.1843,-311.0828,-2991.1471,-3854.4248,4951.5215,-4274.9531,4700.8815,923.0859,3978.7189,-5186.2039,5526.0591,4417.8927,-4396.6998,6724.0242,-399.4775,3183.1854,639.5950,1086.0689,3686.0978,3652.2858,-4664.7817,3206.2776,-4850.2507,4160.0503,2290.4687,2272.6608,2572.5335,-4065.3075,4609.5484,-4120.1795,-5358.1030,-1062.2364,-5230.7157,492.0725,-2954.8009,2501.1352,5238.3353,3268.5460,-4384.4938,-4009.8588,4728.8551,-4696.6694,-5484.3023,-104.6367,4623.2391,-5178.4848,5373.2944,-4247.6019,-849.0027,-6796.4772,-5392.6099,1500.8622,-3876.2641,4578.1008,5464.6617,-4668.3954,-5097.4366,-5489.3732,2874.2119,-6135.1268,-1368.1613,-4724.3377,-4505.1741,3085.9577,1897.7564,5384.5196,1857.1463,-4959.6550,5516.0471,-214.8777,4560.5868,-880.2801,321.1958,-41182.4248,-47094.1001,-44337.3563,-41638.5145,-39474.1685,-49252.4906,-52974.1928,-46684.6847,-131793247.5864,-131769292.3509,-131792179.1752,-131781741.5173,-44947.8840,-131792286.5227,
300.000,5301.6679,-2502.3230,-3973.6853,2612.6735,-1569.1288,696.7785,-3063.8068,-3555.8891,-2762.5574,-5996.1856,-4704.8351,-2392.2302,-6883.1966,2772.2320,-6674.9182,6760.4904,2393.0213,-513.4741,4128.1271,983.4391,-4396.1268,-6829.0312,1182.4729,-5607.8257,0.0000,2215.8849,-4329.7646,-3239.9314,6138.2572,-6163.6843,4339.7335,1604.9876,4437.5477,3397.2382,-6379.0354,-5269.2669,5050.2963,-3614.8114,2311.8471,4986.7475,1224.0873,-4661.4209,4786.9923,-6291.6358,6114.0701,3391.8329,46.7677,279.8675,-2485.6013,1141.0577,-942.0492,19.5667,-4720.6832,-1444.2457,-3042.3537,-5469.6152,2290.3331,3068.8236,-6660.0308,-1013.6323,2043.0380,-3987.7547,-1397.8144,659.2933,3453.2040,5611.1723,4367.7128,-4034.9053,4759.7062,3036.7112,-6534.6119,3327.7498,-3557.1336,5078.9626,3389.0801,-3036.8242,611.1967,-4057.7340,262.2357,-2737.6580,3614.4349,3105.0631,3607.5407,196.2584,1855.1111,3155.0815,2537.8811,2479.2936,-931.5424,3302.9349,5781.6909,4991.9440,-4156.6593,5891.2567,-6061.1449,4479.4416,1147.2316,-2068.7081,5532.1837,-4381.1797,402250.7100,395830.1570,401348.4116,400868.5002,401130.0958,400482.2229,392740.5438,396826.4080,2377831.2806,2379941.5049,2387496.7310,2393330.6199,396305.5988,2385751.7536,-332.2429,-5445.7908,-1220.2811,-3594.1008,5505.4928,4194.5148,3053.4812,-5758.6423,-6066.3111,-2748.3193,-3610.2642,3645.4736,-257.9695,-5462.7332,1565.3094,1270.2197,-6475.8408,-5239.7838,-1419.8968,-4523.9646,3014.6192,-1011.1702,6405.4421,-3532.6012,0.0000,3809.4094,-3121.3951,3981.1903,-2683.8069,-2812.7543,-1936.0316,3891.5443,2516.1011,4230.6292,2493.4075,3389.1930,1126.3709,-2803.6755,4450.6156,151.1771,-335.9028,4800.9108,-2810.8838,-1058.2524,-468.7982,5610.4368,6337.2953,5256.1946,4606.9522,5712.7378,5004.8245,6803.3739,5045.7138,6713.8988,3485.4643,-3295.1530,-4096.3642,-3736.4577,-1633.6172,-5035.7389,-6513.9131,-3028.2156,-5572.9589,4078.3227,-4288.2378,1919.6123,987.2313,4282.6357,2073.2800,3065.0588,1807.8970,4477.6380,-2048.6544,242.5547,3829.6520,-6073.0718,-1359.4155,1095.0357,-6911.0135,5653.3365,-4324.5558,3113.1283,-2417.6908,4176.4435,4002.8026,4745.1633,-4035.1786,5698.3243,5295.2009,2845.6870,-3690.3339,-4700.9343,368.4514,-1050.4804,-311.8022,1053.5936,6489.8142,-5406.9624,-4027.8169,5123.1303,34488.7023,64374.4106,46997.5835,46875.8908,55517.2236,53491.1074,51473.8126,51027.9803,300282168.2889,300266027.4804,300248781.3138,300264932.3357,50432.1488,300263375.8851,-4428.4315,3349.7259,-5481.4153,-5149.6414,3877.0970,5429.6388,-5397.2739,-1596.2765,-1907.7455,-952.0622,-3605.0102,-5369.3246,-480.7818,3212.0375,1025.5981,1113.0734,-566.8175,-4487.1971,5334.2963,5124.2404,-4440.3898,167.5253,884.6687,-2025.3614,0.0000,-5322.2871,-4359.7376,4670.4143,1802.5733,-1320.8841,-4912.7969,5472.5052,-4697.6934,4304.8337,-895.1344,2945.2930,-4373.2823,5190.7150,4673.7627,-4649.6290,6806.6333,1417.6523,4138.3575,2391.0911,2796.7411,2150.6794,2497.8245,-4374.9418,4492.5301,-3732.1103,4644.6017,526.9260,517.4724,847.4252,-5044.6481,2723.0879,-5091.8280,-4761.4546,752.3061,-4450.4403,-1053.8935,-4280.7317,3654.5786,5481.8420,4192.7918,-3582.4502,-4971.2094,3558.8442,-4557.8869,-5364.4920,1425.8035,4079.6189,-5475.4932,4665.5986,-4693.0363,708.0112,-6780.3644,-5457.4094,-27.2069,-2802.9143,3979.8036,5234.4251,-5369.9416,-5517.5578,-5277.8912,3929.4654,-4862.8071,-3031.4414,-4388.6074,-5278.1159,941.8637,104.8452,5482.1214,3441.3025,-3330.3443,5153.2510,-1737.8603,3341.0985,933.8644,-1487.1514,-41055.0574,-46970.3059,-44110.7398,-41675.3771,-39260.1576,-48888.4800,-52959.2632,-46394.0972,-131795467.4103,-131771147.2557,-131793593.8480,-131783744.1394,-44819.8789,-131794245.8391,
600.000,5847.2387,-3353.3606,-4265.4261,484.8647,208.5776,2666.6063,-1847.0145,-4165.5888,-3893.7025,-5947.7064,-3268.8634,-895.6883,-6461.2880,829.5921,-6226.8885,6480.9274,917.9529,-2550.0949,2751.3122,-1095.2425,-2694.8895,-6708.2591,2384.1812,-6525.9988,0.0000,3569.7534,-4363.9674,-1498.5581,5060.5397,-6668.9037,2637.5548,3390.4616,5149.8649,5086.8637,-5404.7144,-4590.9299,6033.8746,-5186.0851,4108.4011,4828.3533,3023.2729,-3269.3409,3114.8951,-5588.1607,4978.6879,4585.8432,1676.2623,2305.4187,-466.0718,2679.9157,1220.1822,1227.9084,-3706.4533,-243.9192,-959.3891,-5671.1919,159.6096,2087.4239,-6425.1496,-2773.2022,425.1351,-4090.9197,-2973.5567,2770.0566,1439.1056,6490.7946,3863.1799,-3360.1058,5678.9703,4713.8112,-5512.4493,5033.1430,-4487.2937,5805.9053,4704.8511,-4168.0236,2591.0823,-3623.3515,-1242.1092,-1354.7096,2376.5689,4814.2281,1882.2091,2319.0772,3835.0543,4252.9778,3704.5701,3329.7112,985.4476,4043.5343,5962.4538,3934.4026,-4053.6174,4558.0044,-6779.4806,5417.3655,2574.2465,-3591.0947,4341.3527,-2972.9558,401533.8198,394470.5082,400119.1495,399625.4901,399982.0244,399299.8394,391659.5538,395882.4687,-4176375.5570,-4174500.8443,-4166119.9395,-4161000.2829,395152.5460,-4168371.3252,-1982.8242,-3852.5098,935.8759,-4051.0123,4829.3795,3258.2401,4720.7025,-5541.2132,-4762.4298,-1357.6132,-3070.0170,5048.9355,963.6554,-5464.5503,3006.4398,-322.6590,-6794.0639,-5204.6642,-3103.9691,-4000.6503,4302.6172,221.3464,6050.7570,-2265.1737,0.0000,2116.5159,-1115.9131,3354.8925,-2937.2845,-1705.1260,-3215.7254,2643.6049,485.1930,3197.9117,3416.4034,4932.5843,-343.6711,-1588.1202,3262.5767,-2000.6353,917.5430,5157.6217,-4075.1218,405.2082,-1765.7494,5143.7325,6518.3610,5345.8944,4398.4186,5981.3970,4963.2667,6588.1162,5711.7134,6848.7164,4008.6628,-3970.3427,-4180.6809,-5343.8766,-324.0075,-5335.6098,-6432.3127,-946.6330,-4264.3797,3634.3326,-4902.2111,346.8773,-1136.6654,5659.5672,224.4857,1859.2741,3119.1467,3587.3910,-91.9425,-1419.7150,2126.9174,-4942.9505,-2220.4884,3165.9662,-6625.7417,6590.4565,-5768.4985,2006.0767,-3740.4459,3736.3801,3528.2208,2998.2371,-4836.4930,4201.4666,5859.7631,795.4431,-3272.8750,-5355.6050,2491.0453,-2281.5220,378.2995,-686.5028,5517.6410,-5370.4549,-4671.2671,5385.8316,42995.4800,72642.6492,55307.4861,55290.3323,63943.6245,61920.5908,59870.7449,59785.2477,300263221.1620,300247357.4765,300229996.0070,300246640.4225,58830.5027,300244483.0211,-3114.7150,4585.3144,-5315.5545,-5442.1471,4941.5047,5461.7272,-4705.9491,522.3366,-3200.9894,-2686.0801,-5298.3396,-4641.8993,-2240.3182,4155.9124,-517.8453,2533.1668,978.1524,-3775.9378,5504.7335,5520.3850,-4728.9136,-1630.2783,-970.6450,-538.8732,0.0000,-5525.2325,-5216.5042,5885.3379,3723.6190,492.6526,-5424.1070,5402.4741,-4619.1160,3447.4843,-2616.4489,1595.3885,-3060.2623,4298.0665,4413.5405,-4381.0930,6162.0028,3076.7383,4649.5863,3873.1048,4181.8973,381.7239,1061.6467,-3599.4749,5291.6822,-2212.5086,4624.4603,-1295.8147,-1293.2546,-968.9855,-5464.6884,546.3684,-5518.0799,-3623.0101,2485.0537,-3165.9974,-2485.7810,-5076.3703,4395.8110,5123.0762,4666.5983,-2396.6122,-5343.3615,1998.9441,-3927.1348,-4660.2447,2803.2467,3095.9416,-5165.4014,3452.7414,-4638.9657,2185.6082,-6045.3778,-4928.7290,-1552.3614,-1422.5129,2950.0077,4421.8067,-5491.9368,-5346.5283,-4490.0088,4562.6891,-3042.9569,-4367.8357,-3585.4605,-5466.3123,-1303.5423,-1699.6922,4983.9595,4652.6965,-1341.7092,4234.7467,-3065.0939,1723.2849,2646.8329,-3134.2263,-40927.9782,-46846.1485,-43885.4478,-41717.0740,-39049.5470,-48518.1556,-52939.2925,-45977.4748,-131797686.4199,-131773008.3676,-131795009.0477,-131785764.7235,-44691.8481,-131796204.8935,
