sl_100_5400_20270510 Coordinates.csv
2027/05/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/05/10 07:47:00.00, Stop: 2027/05/10 09:17:00.00,
TIME_UNITS,STARLINK-5703 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-5444 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-1306 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-4727 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-5444 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-5444 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3083.4269,1848.5017,2229.4154,-2168.3862,-3961.8730,-2588.3532,-5878.7202,-4075.1879,-4184.0417,-2290.2222,-117.7065,-2736.7816,198.4346,-4923.2063,-5065.0376,2065.3092,-5475.3449,711.7232,4650.9910,4814.5350,-6545.9698,1885.0215,1552.4310,1213.2202,-4293.1462,-6889.2585,-4707.0028,-5838.1197,-4079.5935,1983.6996,3996.2131,4647.3249,5158.5427,3822.3176,-5344.2895,4398.0962,-5579.2714,1635.1628,-2593.1003,584.8792,4333.3859,-2780.8978,2625.6950,-927.1610,-1377.0955,-3904.6677,-4938.0215,6468.9664,-262.8732,-5116.0696,3599.3928,3578.7388,570.5726,0.0000,1616.9557,5366.5947,-3358.7199,-2422.5720,-3220.7734,3617.0293,3162.3911,3818.3370,4146.4178,5051.2238,4742.1577,-652.9969,480.6742,-915.8155,5999.5925,-6381.1086,673.2860,-2748.4195,-4239.6880,4903.1145,455.5093,-6586.2292,1107.5535,1918.6468,-629.4432,2321.1427,-797.4090,-325.4739,944.8486,-810.0358,6728.5128,-3467.7642,5900.7155,1824.3606,1535.2320,4122.4569,1604.4647,-6571.1494,-900.4240,4983.4426,4448.3574,-6533.5599,2181.9549,2404.6872,-5643.7131,-6121.9179,146867.8965,151307.7931,148972.5063,149953.0503,150180.8017,150496.4412,158496.6533,153764.2890,162558966.8487,162581146.1120,162562275.1163,162548120.8777,154712.3069,162556020.0671,5440.7273,-4158.6513,6061.2503,4173.5388,2698.8711,-4301.4548,-3691.5224,-1450.7324,4081.8666,-5040.0039,4941.8088,-5536.9228,-6138.5461,4160.4958,-579.7554,3801.9141,-3975.4914,-5671.0726,-3804.3989,-1755.0443,-1872.5235,6320.2166,5912.2725,6625.5603,4081.1374,176.8694,5092.3181,1983.9162,4808.0114,6009.3758,-2060.2289,3495.9305,4545.6546,-1914.0236,2027.4155,755.8433,-3250.5237,6653.0068,-5039.6272,-5543.7063,-4395.2931,-5170.7700,-6350.1496,6755.8443,-5865.8818,3896.0668,1899.8683,821.3529,-4469.7172,-2195.5305,-5899.2525,2290.1295,6434.9565,0.0000,-5428.9523,1194.0742,-4625.3120,-3795.3135,6088.1235,-5670.3500,-5459.5654,3209.6601,367.9480,-3631.5180,-1567.4228,1375.9487,5511.3000,-6169.0861,2809.5539,-1726.8602,4904.6104,6154.0807,4742.8881,3661.3436,-6633.3225,901.3214,6330.7471,6625.6474,6111.0859,3994.2042,-6263.3648,-4150.3289,-6434.5988,4207.3936,-1205.3921,-2910.2569,-1906.5348,4734.8819,-4834.4265,-533.3436,5609.9732,-284.5744,5505.0296,-1766.4434,4950.2387,1833.2455,5649.4305,-6497.0728,-358.2573,-2105.4212,308458.5834,289319.8677,293978.7725,295209.3939,286569.7236,288907.3785,290877.1135,291342.1858,38653608.6979,38594977.7134,38615634.8209,38633826.8435,291794.8641,38635153.4108,-2990.3557,-5069.6788,-2432.6448,4992.2830,-4984.7444,-4678.0130,-10.0279,5368.4537,-3722.8892,-3949.0951,4820.2601,3088.4089,3148.6238,-2545.9108,-4671.2488,5376.8232,-1463.3283,3926.6437,3282.2971,-4687.0395,1193.8625,92.4930,-3079.0732,857.7000,3550.9139,134.1738,-509.4923,-3185.6357,-2821.0433,2663.4466,-5249.0305,3781.6747,-682.3864,5257.0117,-3726.1409,5264.4934,2401.2070,-1003.5346,-3986.3882,4029.3646,2888.0691,3529.6497,-863.7760,682.2304,3424.2962,4057.1950,4468.2880,-2378.5100,-5263.3993,-4083.2282,425.8636,5455.5355,1900.0126,0.0000,-3961.4512,3914.4873,-3864.5045,-5246.4000,476.9593,1567.8140,-1941.8571,4653.2718,5497.8215,2980.1267,-4627.3207,6761.6681,4187.4771,3007.6851,1758.1022,1934.9714,-4823.0595,1009.0745,2749.8506,3192.8281,-1848.1740,-1876.9640,2536.7142,593.2382,3157.9126,5121.4898,-1889.8143,-5453.3717,-2303.9801,-5264.2817,208.4268,5211.9097,3072.2947,4666.0347,-4719.4692,-5519.5079,-3706.3038,2172.1055,4010.4233,-4273.3107,1473.6131,1325.7545,-3383.4339,-260.0832,4022.0507,-2441.5193,163089.5901,158291.9294,159569.6157,163330.9895,164743.7261,154627.0628,151659.1767,157966.8085,40831757.7461,40822672.2778,40809285.1602,40834358.2144,159449.9884,40823505.5085,
300.000,-1186.6318,-311.5458,3146.7854,-30.2371,-3431.7862,-4308.8806,-5325.1066,-4100.0037,-2285.6987,-3691.0853,1618.2389,-4147.5221,-1236.5137,-3247.0878,-5267.0521,3557.3359,-5630.6781,965.2920,2846.9506,3696.5182,-6395.5441,2950.3246,2984.6225,2392.5423,-3698.1782,-6549.0799,-3906.2984,-5568.3908,-3316.8831,3343.4937,2334.8132,3160.0926,5825.1506,3222.5907,-5356.2561,3908.4631,-5444.4154,3069.1745,-4397.5030,-870.7149,3656.1663,-3543.1777,1182.6304,-286.5771,-3145.5960,-1968.7942,-3595.0536,6836.8846,-2245.6418,-6287.7126,2199.7227,4257.7157,1849.4883,0.0000,-186.2127,6292.3964,-4903.2363,-4315.9455,-1936.9500,2170.0891,1584.4150,4095.3318,4313.2861,4608.9433,3741.1913,-2634.9222,1217.4473,-2468.9916,5819.8077,-5919.3434,2295.0617,-1118.2368,-3176.1435,6097.8276,-864.8408,-6560.6856,2579.4609,3230.1598,867.8508,3506.0644,-1989.3024,-2420.3900,-279.4069,1357.3086,6225.2216,-4051.1043,5650.5090,3641.5621,-577.4893,3511.9790,3427.8978,-6772.6507,918.4916,3616.9751,5162.3284,-6082.3850,3506.1286,909.8265,-4935.7218,-5675.3983,140311.1800,145264.6868,142890.5057,143898.2656,144050.2015,144380.9186,152298.2223,147402.3428,161680224.3538,161703315.5953,161684053.6984,161669545.5553,148586.2765,161677318.5708,5528.4372,-4080.9830,4740.7095,4154.2801,4532.6815,-3012.2383,-3864.5317,727.3168,4784.7354,-3477.2284,5614.1205,-5334.9256,-5128.5702,4883.4340,1519.0725,2215.6615,-2559.6135,-4062.3186,-4604.4616,-3593.2754,-242.4647,5577.6445,5991.9703,6282.3612,5485.7057,1366.1352,5146.1847,3684.6770,5951.9250,5924.1953,-3439.3781,2938.9581,3533.9671,-3898.0252,3607.1770,-1353.2465,-1648.5339,6181.1629,-4464.7505,-6314.4543,-5627.3502,-3488.5628,-6787.8323,6692.3101,-5776.1686,4193.5108,3569.1397,-736.7765,-4806.3223,-1037.1041,-6471.1769,220.7499,6476.5265,0.0000,-4776.8289,-169.3621,-4233.0894,-3141.5563,6234.8148,-5717.9634,-5358.7383,1141.1032,-1767.1315,-4966.3091,-3494.4535,2229.6202,3947.7538,-5064.4207,1327.6621,-278.8154,3590.4628,6257.1737,6009.5534,2838.0838,-5924.3860,2153.2218,5241.7421,5758.8880,5201.2788,2205.0569,-5236.3397,-3535.6198,-6870.3302,3869.7699,-2340.0701,-833.0897,-3595.8061,4727.7229,-5212.1768,-2615.6696,5426.9621,1283.6371,6113.6729,-3425.3141,3417.1482,3285.3820,4198.2364,-6751.0950,1590.7862,-566.9678,311461.1222,292843.1040,297276.7152,298394.0637,289734.5043,292053.9840,294082.1447,294250.9514,42198136.7035,42140095.2362,42160648.0070,42177825.8921,294987.9831,42179761.9752,-4011.3186,-5446.6872,-3907.2692,5456.3430,-3936.2984,-4409.1555,2203.8557,5494.6908,-4462.8638,-4531.2453,3682.8297,1434.6501,4446.6442,-3694.4812,-4214.1317,5482.9763,-3112.6912,5532.5152,4189.7323,-4653.2754,2606.1491,1913.5375,-1420.2792,-971.1817,1990.1276,-1667.5311,-2573.5210,-1888.8556,-1125.9749,949.0157,-5521.6088,5426.9152,1134.1123,4511.0129,-2200.9220,5524.2938,3881.6085,541.5262,-2954.8838,2590.9541,1197.1053,4708.9641,682.5802,-1454.7428,2190.6924,5039.7078,4720.9946,-933.8737,-4427.0485,-2653.3093,-1116.5516,5444.0835,93.9099,0.0000,-4993.9738,2442.1237,-2372.9768,-4392.2846,2238.0487,3202.3906,-3516.7502,5333.0249,5083.0968,1308.3627,-4488.8762,6011.2617,5571.5727,4021.5937,3363.3615,3506.0743,-5441.9405,2451.8077,1362.8394,1561.2487,-3434.6271,-88.3787,3685.8680,2074.9969,4458.5376,5514.4494,-3474.9825,-5358.2790,-548.1237,-5409.0229,-1601.8395,5526.9892,1749.5932,3455.1788,-4527.8295,-5344.6064,-2563.1670,701.2688,3000.1187,-4626.3628,2847.5337,-210.7559,-4267.9930,1276.5316,4609.4497,-3918.5645,163033.7691,158316.8864,159626.0507,163128.4970,164797.4460,154805.6294,151489.1087,158251.7511,40831495.9453,40822015.4265,40808611.0725,40833936.8758,159404.7396,40823051.6362,
600.000,843.2946,-2448.1465,3793.9184,2119.9591,-2604.8988,-5620.1041,-4209.0687,-3776.9611,-166.1813,-4753.0609,3162.5914,-5132.6820,-2593.3390,-1247.9308,-4993.9893,4740.6912,-5253.6193,1036.5679,754.9132,2261.7880,-5631.1406,3698.6426,4096.5586,3330.9673,-2755.2008,-5550.3470,-2685.7095,-4774.5662,-2234.2470,4354.3908,477.7916,1370.9089,5917.4752,2335.0408,-4831.4169,3088.8608,-4794.3585,4209.0800,-5767.7604,-2211.6097,2610.9225,-3997.1423,-381.9776,403.8056,-4595.4443,178.9500,-1935.6541,6546.1031,-3982.4630,-6834.7254,576.6680,4572.7082,2927.4853,0.0000,-2007.4955,6552.9516,-5944.6779,-5781.7676,-437.4848,479.8165,-204.7215,4009.9338,4105.0870,3716.9337,2398.2999,-4368.1960,1902.3329,-3817.6796,5068.2650,-4880.7053,3735.9330,646.3621,-1817.3511,6678.0328,-2135.9034,-5878.9986,3833.1617,4246.8153,2322.6174,4396.2569,-2994.4982,-4284.1790,-1469.4703,3393.8330,5077.6796,-4292.2561,4862.7475,5075.6830,-2622.4062,2611.3374,4902.7951,-6318.2114,2623.4812,1909.4863,5373.7937,-5036.0488,4531.1747,-685.0103,-3787.9007,-4692.3727,133693.7494,139160.6112,136746.1612,137782.0286,137855.6969,138205.1273,146032.7955,141073.0126,160724201.2716,160748189.6511,160728531.5408,160713720.9146,142394.3412,160721332.8583,5115.1999,-3641.9811,2944.4467,3774.3025,5911.2448,-1459.7988,-3591.2557,2833.5521,5067.4512,-1577.6892,5755.3028,-4611.8812,-3627.7362,5167.8853,3456.9270,450.0201,-865.8857,-2015.8375,-4982.3276,-5108.1529,1433.6333,4187.3142,5464.8086,5275.2845,6334.5717,2437.0443,4702.4011,5017.9311,6495.7938,5242.9485,-4527.8075,1999.0249,2158.8123,-5472.2408,4795.8048,-3345.6665,149.1647,5105.1504,-3484.0594,-6459.9915,-6267.6148,-1449.2106,-6566.4547,5921.6230,-5142.6814,4118.6788,4924.2526,-2215.0404,-4709.2593,195.3257,-6418.7453,-1850.4423,5818.8032,0.0000,-3693.2784,-1487.3622,-3440.8148,-2225.1463,5770.6414,-5219.1019,-4675.4795,-1050.2147,-3712.8560,-5794.7075,-5081.5425,2765.8825,1997.7128,-3483.2381,-320.6757,1232.2880,1959.4638,5733.8582,6689.9946,1748.1600,-4634.5842,3188.7989,3649.7257,4327.7480,3797.7181,224.0611,-3613.2920,-2621.0768,-6616.9051,3187.5538,-3251.9032,1315.4243,-4923.6995,4281.4964,-5126.9027,-4451.0645,4734.0636,2720.6154,6132.5328,-4766.3412,1522.0199,4418.2877,2353.8694,-6354.0241,3412.0916,1063.3387,314323.1873,296254.2138,300444.8701,301450.4463,292771.4997,295075.2024,297155.6090,297077.2499,45722710.6360,45665280.2295,45685724.6285,45701880.4765,298052.5726,45704417.6963,-4603.4985,-5211.7849,-4958.7484,5319.2656,-2463.8690,-3654.5356,4182.4298,5024.9907,-4725.6283,-4600.8629,2147.1516,-374.4094,5262.7980,-4447.7456,-3303.1025,4996.2310,-4427.8584,6547.8653,4632.2430,-4125.0047,3736.8190,3497.1870,396.5914,-2689.5743,214.0388,-3287.7622,-4364.7283,-390.4050,691.0408,-869.9452,-5199.7434,6493.3826,2827.7707,3249.6775,-428.5939,5186.7323,4938.7556,2028.3021,-1606.6440,868.9506,-628.6979,5366.7211,2155.5198,-3430.6192,722.5171,5463.6147,4467.7500,610.4735,-3113.0096,-935.8075,-2539.0245,4847.3290,-1723.1845,0.0000,-5488.8546,686.8956,-623.7297,-3064.8972,3756.3243,4490.0754,-4658.3281,5415.4036,4117.3350,-505.4967,-3844.4482,4619.8520,6362.2141,4603.6975,4596.0652,4694.5131,-5474.9675,3618.0993,-170.1582,-239.5650,-4648.9468,1709.7534,4436.6340,3333.4977,5277.2329,5309.9667,-4630.0063,-4673.4382,1267.3018,-4939.3603,-3233.6433,5244.9362,238.6970,1868.8591,-3851.5662,-4593.6633,-1143.2331,-844.8335,1660.3005,-4455.7050,3900.7125,-1724.5524,-4697.4615,2676.2918,4705.6328,-4974.4395,162977.5894,158348.6978,159681.9472,162920.8595,164847.5440,154990.2882,151324.0675,158621.8142,40831230.1704,40821358.4568,40807940.4406,40833498.3991,159359.3736,40822597.6080,
