sl_100_5400_20270214 Coordinates.csv
2027/02/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/02/14 07:47:00.00, Stop: 2027/02/14 09:17:00.00,
TIME_UNITS,STARLINK-31092 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-32155 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-5929 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-32155 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-32155 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4080.2316,-1623.1405,-5036.7006,-3798.5499,5572.4739,6479.6657,6528.9310,2781.2132,3088.3696,-470.8554,4852.3105,-4709.9098,193.5558,5650.4804,-6132.8161,4628.3337,-4373.9103,105.2853,5879.5485,6237.7664,-2441.2235,6372.4308,-5340.2076,638.9903,6427.6930,5554.6522,5285.7526,4421.6127,-6209.8219,1433.5811,6433.8833,5665.7772,-729.0434,-5699.5028,-538.0042,4169.7988,-5437.1308,262.9046,-1432.0688,-399.8205,4106.5391,-4332.6361,4484.2207,3782.1207,1225.1726,-2276.1269,3013.7989,5355.4732,-5127.0867,5438.5291,-4166.4576,-3172.2269,3804.8688,-3473.9102,-5304.5555,5390.9500,987.3528,-4516.2281,90.4530,4099.4590,4265.4360,5267.6611,4039.2244,-3763.6492,5739.6077,4968.7047,5181.1433,-3778.3242,-819.1358,-4081.2729,-6755.0956,-5457.4805,-3333.4371,-4192.7013,-3778.1639,4037.6627,372.6466,2118.8878,-2342.1098,878.8340,-2147.7189,1858.4028,-3617.5785,3613.1485,6588.4674,-1809.3411,6840.2074,116.9276,-4170.4547,3178.6645,-5749.3235,-6470.2777,3827.5920,5020.0240,-4901.9444,3659.3920,-664.7991,2792.1013,-3554.8550,4758.3449,314973.0783,283786.3489,299852.8045,301694.4753,293151.3257,295638.7988,298408.6060,298524.9824,24509914.0910,24515858.7925,24502334.0570,24499755.6581,298876.3286,24502970.7281,-4653.7919,-5570.8087,-1558.8060,-3612.4809,3983.7078,-640.6742,2268.4247,3385.9933,-5652.2762,6668.5719,-4136.8743,-2485.3537,-6719.4583,-2671.4386,-2834.1141,-5064.0847,-807.5269,6380.4720,-3393.6414,-2812.8692,-3861.6424,-2769.6619,-4320.2983,-6342.8703,-912.3913,-3881.0624,999.2452,4118.0263,-3004.7772,-3616.9515,1067.6728,-931.2046,6804.5862,3534.4868,-6807.3793,3249.7713,-3088.6419,6049.5433,6436.6372,4579.8655,-2749.6260,2994.4932,164.0652,-4442.1090,5075.5322,5373.1419,-6206.8558,-4376.0008,-2325.3333,3463.1471,3205.1753,-2616.5041,4904.1025,-3170.9428,-362.8423,-4175.6862,-4720.5319,-4952.0123,4688.9990,-660.4417,3550.7708,-1721.4761,-5227.0479,3412.8834,3324.4978,1026.5565,-1484.2416,-5164.8455,3076.0700,2156.5226,116.0762,-749.1215,5839.6288,2192.0684,4943.6540,-5582.8889,5096.9579,-5245.2454,3876.5816,3932.6518,2195.1298,4731.4590,-5662.6147,-3760.9460,-407.2921,4793.4407,515.7009,6165.7791,-537.6800,-4050.8655,3721.5533,1784.3485,1517.4374,343.8491,-1559.0630,5651.7573,-4501.6959,6317.9909,-3758.4272,-1880.1138,175325.9777,154718.9483,173851.0325,172902.6736,171620.3633,171688.6797,163864.0244,168755.3076,-95586741.3568,-95561742.2677,-95578720.6674,-95564749.7134,167787.7472,-95571918.8328,-2921.5319,-3761.3832,4418.9874,4349.8975,858.2274,-2489.2516,-639.8093,-5331.5089,2237.8250,-1789.7367,2529.4896,-4435.1594,1686.9134,-3016.1624,-1554.7807,-935.4937,-5281.1501,-2709.6894,1318.8417,713.9473,5114.2914,389.8605,1096.3191,2527.5841,2396.4655,1331.1104,-4280.6738,3236.2840,258.6901,5756.0789,-2351.6840,-3875.0474,352.1749,-1762.2198,-1076.8893,4500.3031,2408.7866,3343.0257,1680.1316,-5170.4370,4827.3170,-4540.8303,-5023.6905,3559.7561,4521.9924,-3538.3993,-381.1571,402.0228,4000.6067,2520.1930,4479.9399,-5445.7393,3031.7274,-5065.2471,-4406.2221,1171.4978,-4996.3338,-1627.5656,5037.7915,-5538.5325,-4151.9468,-4171.5883,-1922.3311,-4496.3685,1933.7087,4707.4092,4341.3507,-2232.0309,-6161.5460,-5153.4801,-939.7847,4160.9444,1780.9865,4795.5670,2990.2015,712.2833,4337.2508,3962.2858,5214.2638,-5237.6087,6203.5320,-4697.5948,1682.2735,-4570.2525,2037.5172,-4679.8400,666.3000,3147.0620,5479.2067,4628.8974,838.2459,-1166.8337,5465.5430,-4708.7207,4466.4870,368.4399,-5240.0962,254.5215,4566.0972,-4705.5069,157864.5264,154067.6614,153901.8590,158151.8637,159206.8976,148957.9996,146341.5593,152499.7130,25738310.8287,25725416.0217,25707020.0022,25736740.9788,154012.0598,25726085.3199,
300.000,2228.9862,-2741.6895,-6134.1662,-5336.3320,5817.2707,6825.4645,6834.7633,3866.5673,1286.2417,838.0305,4243.1030,-5821.9347,-1342.5134,4663.6157,-6185.1060,3430.5024,-5145.2487,-351.2237,4675.9314,5596.4492,-3577.8263,5490.9586,-5719.9723,-628.9990,6524.8192,4862.2996,5894.2577,5816.8230,-6503.5048,-393.3117,6856.4281,5685.6402,523.3022,-6105.8879,-1706.1553,5518.2147,-6337.9212,1670.4003,80.1864,1610.1873,3654.7072,-3293.7380,5063.7208,2625.3529,2977.5624,-256.6818,1736.4627,4079.1883,-6307.9027,5628.8907,-2241.6087,-4531.1659,4257.8778,-4017.1480,-4273.8265,3993.6171,-353.5129,-5483.3218,1964.6511,3493.7479,4892.4031,3912.5738,2531.7205,-1761.0224,6506.0140,5274.3022,3932.8336,-5156.7928,-933.8021,-3649.8510,-6138.4409,-4936.3192,-2877.5106,-2383.5209,-2961.7781,2530.6502,1984.8775,262.5402,-201.1230,2878.0582,-3914.2892,3068.2303,-4932.0621,2207.0204,6700.4357,163.6586,6413.3759,1817.4030,-4577.0824,1562.2657,-4615.7493,-6102.1996,4399.1563,4034.2975,-4953.4294,4538.9125,-291.1724,3726.3688,-5122.5874,5438.0087,311181.5557,280396.1280,296338.3909,298069.5792,289495.7891,291962.3180,294789.8273,294604.0746,26596487.7979,26602287.3178,26589531.4547,26585797.2204,295249.6724,26589601.8827,-5122.6727,-4068.9126,-192.2997,-2284.1156,2666.8635,-1342.5412,793.4696,1506.0017,-5732.3919,5976.8786,-5333.4510,-803.7867,-6798.8602,-1719.8295,-1157.7612,-5981.5948,1065.4678,5176.8072,-4126.0179,-3849.8873,-2028.9962,-3689.8349,-3826.5390,-6784.4594,-2218.7724,-4883.0447,-893.6001,3059.3721,-1484.3719,-2575.6880,-474.9107,-2798.6966,6491.3762,3246.8443,-6098.0962,3204.0848,-2084.8039,6486.3478,6804.2133,3830.4231,-4556.3611,4752.1545,-1747.5397,-5848.9643,5322.8341,5262.9353,-6336.9688,-5264.7981,-1204.5675,1648.0140,3841.9366,-951.6453,3238.6603,-1111.4449,1360.9175,-5020.6087,-3336.8900,-4177.1199,5212.6617,-2737.0072,1552.3106,-3320.7304,-5355.9159,3924.1801,2326.7385,-1079.4251,-3206.4645,-4330.3141,893.1944,4079.8975,1333.2690,1290.6714,6327.0781,3337.6715,6095.7329,-6065.4383,3809.8716,-4756.5997,4148.0744,2949.8091,2889.5634,3063.3928,-4863.3540,-5265.0590,-1670.9433,5515.4095,-734.1377,6423.7803,1535.1327,-5371.0875,4439.3008,2951.0884,-581.4567,-1479.0281,610.6165,4771.2486,-5968.3653,5454.3263,-2402.8649,-3117.2676,181970.1498,160644.6080,180046.6364,179050.2030,177834.6609,177892.5664,170151.3236,175217.6004,-95026497.7793,-95001256.0293,-95018329.3277,-95004675.2274,174001.4984,-95011622.5658,-3955.0207,-4873.9443,3112.3028,3566.8377,2583.2689,-420.1732,904.5477,-5514.6944,3458.1308,-3389.5242,798.0993,-3672.0365,172.2064,-4844.6520,-2911.5641,610.4504,-4479.1499,-4599.6688,2984.1968,-1102.5330,5486.1580,2152.0835,-1028.3909,795.7221,652.5519,-481.4915,-3423.0783,1952.4410,1770.0716,6439.7769,-902.9416,-2795.6068,2124.5406,472.8522,-2777.3088,2743.8948,648.2721,1734.9465,152.0622,-5532.5362,3692.2912,-3862.9821,-4083.2369,2371.6848,3246.2646,-4337.1308,-2145.5507,1900.3761,2547.1776,3674.2915,5281.5337,-5012.4445,4366.5569,-5514.8674,-5251.3036,2586.7677,-6079.4010,171.5505,4045.0504,-5312.4849,-4658.0529,-4666.8120,-3500.6898,-5247.4382,149.4990,4350.5706,4705.3143,-755.8617,-6814.7046,-4230.4326,-2662.1028,4649.1744,-330.2677,5342.6594,1324.8546,2182.1161,5143.4669,4997.9649,5517.5662,-5165.8131,4926.8959,-5396.0966,166.9261,-3935.7453,260.6394,-4207.2426,2407.8880,1841.4499,4940.2320,4082.1690,2561.9238,661.4198,5209.4338,-5388.3917,4636.4214,-1459.8861,-3528.6764,2027.5971,3951.1261,-3001.5719,157922.2530,154112.5958,154065.5308,158060.7238,159374.0375,149238.2564,146273.3680,152869.2572,25738976.5130,25726698.4184,25707803.4499,25737465.7641,154074.2115,25726782.5488,
600.000,141.9541,-3641.6868,-6624.7699,-6339.6663,5499.2370,6484.0219,6482.1780,4621.6809,-668.2416,2100.5310,3208.8406,-6389.6346,-2746.6906,3139.4957,-5656.6277,1893.5991,-5442.9681,-705.4385,2995.0498,4383.6537,-4406.8992,4064.5673,-5528.2951,-1823.7399,5976.9822,3680.3250,5941.1047,6625.3085,-6166.3246,-2228.6098,6615.6685,5175.0567,1746.1562,-5842.1993,-2735.8793,6291.8982,-6542.8475,2894.0216,1582.6518,3488.4873,2879.9807,-1975.4016,5136.8665,1226.1122,4410.5578,1807.0106,264.9436,2395.9134,-6862.2838,5301.8687,-97.1555,-5460.5554,4334.0099,-4223.5124,-2858.3180,2195.6990,-1724.1107,-5900.6669,3613.6579,2601.3745,5090.7803,2206.8962,743.7132,425.8712,6622.5168,5107.1892,2334.3927,-5994.2606,-852.3025,-2903.9032,-4888.2543,-3971.7271,-2126.1745,-342.6738,-1863.6234,762.2132,3429.2514,-1652.7373,1957.2001,4575.1070,-5286.4643,4030.5762,-5766.2017,621.7941,6144.3049,2098.6077,5345.6969,3326.1650,-4580.0173,-173.6448,-3006.3040,-5094.1323,4576.2028,2690.8971,-4544.9700,4944.4900,163.2305,4310.3897,-6202.7995,5590.6065,307248.6818,276883.0474,292694.2274,294316.3485,285712.2859,288159.9243,291038.8212,290591.3006,28670276.8204,28675915.5368,28663936.9178,28659066.3964,291493.9428,28663445.8031,-5112.8658,-2176.5231,1160.3384,-755.8547,1061.0740,-1903.6842,-766.6479,-495.4217,-5254.5608,4703.6214,-5981.0069,926.4416,-6219.1395,-641.3936,652.0417,-6319.7862,2800.5989,3406.4879,-4479.4193,-4508.8542,-17.2584,-4272.2310,-2934.3024,-6535.1130,-3297.9600,-5400.9651,-2674.7240,1712.6650,196.9608,-1343.7505,-1962.9546,-4378.6409,5517.0911,2610.5190,-4783.7078,2866.2482,-860.1992,6286.8680,6472.9905,2757.8853,-5901.3790,6061.3411,-3442.8455,-6663.2476,5068.6209,4656.8341,-5847.4369,-5656.9002,7.5999,-346.0035,4155.7212,768.8696,1237.0882,1050.4277,2992.3410,-5398.2270,-1661.0486,-2980.8965,5248.4583,-4554.9878,-592.8594,-4635.3014,-4975.2534,4083.8785,1098.4345,-3067.2906,-4649.0599,-3051.1772,-1384.7201,5593.3197,2442.6952,3224.3056,6175.2829,4182.1433,6633.6922,-5972.6458,2143.4410,-3840.0608,4069.0968,1687.8113,3207.8275,1116.7517,-3592.7725,-6275.9849,-2764.8579,5739.0633,-1937.1784,6066.7077,3434.4158,-6192.6220,4738.0016,3816.9069,-2599.9042,-3193.3959,2719.8647,3368.0683,-6784.8728,4038.2118,-846.6862,-4007.3582,188531.7162,166496.7404,186160.1629,185115.4546,183968.6391,184012.8897,176361.2704,181502.9644,-94420706.0602,-94395232.0778,-94412362.3601,-94399083.2767,180136.8936,-94405775.3063,-4549.4048,-5462.2846,1465.1980,2382.0475,4028.0435,1693.1789,2352.2984,-5101.6141,4289.6195,-4625.1355,-1021.4493,-2515.8093,-1360.9681,-6157.7062,-3956.9147,2090.6986,-3192.8025,-5998.6388,4327.5806,-2798.3334,5253.3375,3686.2559,-3044.2019,-1024.1146,-1161.5914,-2241.9921,-2190.0567,452.5133,3089.3538,6441.6797,642.5334,-1416.2019,3661.2056,2657.2104,-4178.2283,695.5026,-1188.9378,-60.0219,-1393.2331,-5300.9600,2158.6257,-2775.8307,-2667.7182,918.8555,1619.7513,-4650.2650,-3678.2283,3194.6536,818.2771,4433.5281,5512.7783,-4018.2398,5229.3443,-5371.0892,-5529.5063,3723.3196,-6517.5932,1951.9639,2610.8751,-4517.0014,-4666.3095,-4664.3575,-4696.2945,-5401.7555,-1650.9020,3526.6852,4564.0231,806.9352,-6743.4986,-2852.5192,-4085.6172,4634.4083,-2406.5740,5268.6953,-484.0720,3417.5559,5343.2820,5493.5956,5225.4375,-4459.4083,3122.3374,-5516.2059,-1366.3521,-2880.7530,-1544.4534,-3286.1897,3886.9151,338.0178,3868.0466,3097.6460,4007.2141,2414.9551,4375.5193,-5482.9414,4284.6539,-3118.6058,-1441.0594,3581.4354,2908.0348,-978.8875,157979.5930,154157.4220,154229.1131,157964.4012,159537.5337,149524.5651,146210.2777,153324.9557,25739636.7602,25727980.9646,25708595.9420,25738173.1344,154136.2572,25727479.8543,
