sl_100_5400_20270517 Coordinates.csv
2027/05/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:26 2024,
Start: 2027/05/17 07:47:00.00, Stop: 2027/05/17 09:17:00.00,
TIME_UNITS,STARLINK-31984 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-2555 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-2375 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-32266 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-2555 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-2375 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-2555 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-2375 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6383.7678,4781.8063,-1195.5369,-3001.4024,-3736.2151,-1213.9599,-5226.3988,-790.5731,6811.6772,-4208.9476,-128.9538,-1588.6624,-1767.4480,4778.6073,477.9045,416.2500,-2138.7829,-2047.3969,6252.9980,4011.4530,997.9417,3347.1485,-4716.7784,-1645.9471,897.4810,417.4275,-1265.7239,134.7801,-4033.2141,1946.2018,2653.1058,1988.9112,-5545.4182,-1589.5774,-3344.6000,-1245.9674,-1217.4308,629.0853,-4567.6331,1316.6165,3910.3438,-999.4756,1571.0292,4445.2366,865.7008,-4780.5701,4186.6204,2279.4326,-2067.4666,-5765.8184,-6736.1249,3747.5059,-5449.8738,4957.1169,-4624.2506,-4211.4288,-4317.9788,3439.1776,3324.5372,1568.8063,-5683.6600,3535.7233,-4143.6867,-3151.4421,5717.3097,-2361.3299,-2166.8860,2549.5195,48.7697,-1131.1045,-5443.9278,-4488.8302,578.3864,-5549.9803,4854.8450,5452.8587,2476.0046,4505.5809,-5910.6799,-12.8101,-2063.1605,-5129.1392,0.0000,-3889.6340,-855.4712,-3569.9621,-3339.4365,-2517.6129,-1491.0158,4502.8362,4315.8980,-5127.7124,949.3681,-4549.7238,-5034.1309,-3122.1292,-2490.9707,5156.4394,5043.9388,0.0000,330992.6830,350748.9323,337691.4491,338508.3953,339747.7042,339795.6290,347498.9739,344916.2990,167943706.0229,167962779.5643,167963822.0023,167955465.8998,343637.3274,167959237.9435,-2392.5872,-3008.8261,4956.2719,3428.5938,-5773.0993,6787.9804,276.0663,-4623.6444,726.9446,4996.5570,-6095.9193,5523.9323,-2527.4757,-682.2720,-4078.1496,-6571.3986,-4904.3552,6376.1542,-795.4637,1334.8950,-6827.9197,4216.2257,4078.4730,-5328.0249,5243.9122,823.9590,-6034.0221,-4666.6015,-5231.2749,-6440.2726,-5666.5799,-3874.1711,193.5475,-4851.8661,5797.9905,-3964.9319,-6181.1838,-5768.0304,-972.4899,-5066.6833,1600.1166,-4517.5893,-3842.2047,-4530.0664,4123.1120,42.0079,1220.6197,2090.3345,-5317.9350,2561.9853,-707.2074,5776.6253,-1107.7196,-3987.6107,-4784.1062,-428.4189,5016.2420,3889.2525,-3712.1347,6521.1996,-3770.8975,-5551.6894,1276.6064,-2598.2910,-3660.4108,3435.6949,-4241.7442,4462.6014,-4127.0041,-4213.5401,-3965.8129,-2932.8667,6494.2904,-3680.7260,3367.2317,3946.0922,3354.1523,3806.9655,-1321.5859,-6126.8236,-5320.3338,912.9258,0.0000,-2282.8949,-6539.9644,-5007.1144,5329.8991,-3325.2236,-5978.9933,-3760.8959,1444.6592,-1331.2224,-1662.0916,3932.8157,-1339.9153,4949.7011,4736.1422,-3964.1777,1020.1805,0.0000,-141673.0568,-168307.0482,-150368.1106,-149072.3143,-157625.8910,-155276.3120,-152368.2492,-150685.7451,54197383.8764,54173376.3631,54159320.5039,54193563.3923,-151903.1623,54184909.7064,521.9639,3999.1144,-4688.6016,5176.8256,-1008.4452,-470.7692,-4547.5391,5043.3344,97.8216,2290.6124,-2887.5767,3840.2643,-6218.4260,4914.5287,-5331.3857,-1199.8152,-4284.8241,1406.5836,2658.6561,5485.5607,-346.6895,4219.3725,-3024.3820,-4141.9418,4430.5160,6859.0916,-3112.4180,-4961.0657,2015.9917,1070.1481,2400.6569,-5173.6711,4116.2413,4585.9923,-1442.4375,5497.2703,2663.2329,-3817.0211,-4951.1192,-4540.8165,5498.1917,4659.0357,5476.3956,-2505.1538,-5382.6577,-5001.3796,-5361.3632,-6208.7172,-3921.4945,-2831.0129,1442.0400,427.0012,4081.1464,-2723.5623,-1853.4330,5467.6536,1588.5927,-4592.4878,4778.5494,-1345.6887,-525.4788,2096.2808,5347.7501,-5417.6585,636.9087,5486.7376,-5011.5913,4602.2117,5516.5841,5420.4370,218.4997,4353.5837,2333.1175,-1474.2962,-3634.9363,-1359.6303,-5509.9593,-3423.7879,3399.6045,-3230.4194,3941.4001,4564.9895,0.0000,-5216.6094,-2143.2784,-3129.7076,-2919.8002,5414.1458,-3006.8742,3624.7333,5117.5466,4290.3332,6659.0497,-3255.7095,4420.0183,3757.1877,4213.7108,2082.8189,-4557.6289,0.0000,-73996.2395,-77406.7371,-75810.6763,-72089.6412,-70648.7869,-80753.5015,-83749.7109,-75605.4913,39581670.1795,39554794.4091,39586858.4184,39586770.8034,-75949.3304,39586201.7461,
300.000,5498.4528,3063.7813,869.2851,-931.6612,-3915.4454,56.0713,-4524.5715,-2486.7523,6562.8588,-3095.3060,-1495.0803,183.3260,-3757.9094,5118.6097,-1623.6662,-878.4054,-3855.1478,-643.6775,6429.9719,4196.2658,-257.1968,3894.1920,-3827.9425,-3253.3408,2781.8551,-1589.8081,-2689.8103,-1783.7430,-4535.7565,578.7245,1584.5627,-193.7710,-6113.8465,-3434.4142,-1678.9723,-3279.9069,-2872.1811,-1299.4172,-5509.9313,-829.6739,5060.3051,-2921.0537,-415.7896,2825.0444,2806.4332,-3744.6648,4054.3129,2375.1088,-3511.1341,-5577.2217,-6261.0696,4507.1174,-4630.7807,4408.4223,-5613.7372,-3894.4354,-3150.5049,4634.6811,1273.1342,2618.7074,-6134.7837,2579.2431,-3878.3921,-4449.3240,4910.1138,-649.3082,-3363.6644,4325.8487,-2107.9282,-1818.9474,-5916.0152,-4419.2687,2113.7881,-6264.2877,3386.5740,5622.7916,3964.5811,5884.7014,-6755.9940,-1744.3090,-3511.0870,-4877.4517,0.0000,-4144.4667,-2429.3935,-4941.4776,-2089.4064,-4292.2033,-2583.9803,4000.4355,4051.3898,-5850.3849,888.5617,-3643.4008,-6082.0465,-1111.1043,-860.4814,3570.4111,6008.3065,0.0000,333902.4392,354132.9576,340843.6638,341700.3921,342866.2128,342931.7632,350545.4454,347983.2347,166723818.6339,166743031.4218,166744697.5755,166735080.4870,346757.0790,166739443.3834,-3356.6080,-4171.8097,5396.3064,4027.0384,-4881.1206,6544.5245,2304.9733,-3324.9489,-511.6448,6138.2734,-6468.6340,4851.7872,-2536.3405,-2553.7242,-4461.4115,-5969.6004,-4853.1985,6080.5333,-2146.2830,-833.1909,-6574.8402,2298.2578,5522.9830,-3994.3648,4233.3317,1849.2985,-6188.1558,-3709.6007,-3785.4367,-6192.1157,-6483.0941,-4059.4054,1754.9401,-3712.9527,6010.2665,-3284.5311,-6081.3112,-5115.0843,726.9647,-5006.9037,2733.6781,-4706.5146,-4645.6786,-4781.6129,3108.8665,1888.3426,-946.5420,-96.2951,-3849.1136,3924.1779,889.0645,4737.0711,658.5746,-5233.7706,-4020.0420,1726.4666,6035.6230,2100.8756,-4079.4736,5557.4039,-2258.3891,-6402.4177,3319.2609,-862.7805,-4581.8945,4698.8907,-2491.4825,4196.7378,-3980.3821,-2308.9260,-2804.5258,-934.0425,5565.2342,-2671.9631,2891.8318,2533.7485,1771.4396,2658.4777,-764.7205,-5249.0989,-3852.7982,2959.2988,0.0000,-138.8141,-6459.7037,-4578.4752,4710.7742,-2163.0900,-4634.0131,-5221.2112,-699.3236,546.7092,614.2318,5438.1520,79.4606,5194.3180,5879.6973,-4766.1635,-487.7847,0.0000,-134756.2897,-160816.5121,-142958.2326,-141771.5392,-150353.6838,-148019.9563,-145064.3942,-143280.8181,57856342.9867,57832700.3488,57818411.2754,57852434.3121,-144602.2624,57843898.4722,2284.6433,4593.9413,-4254.3796,5519.9969,-3027.7311,-2227.9031,-4721.3436,5494.3400,1890.5942,833.7972,-1190.5161,4917.6849,-5256.5598,3841.5438,-4768.4573,-2899.4357,-2926.2639,3066.8638,938.2158,5446.4061,-2113.7743,5129.4945,-1690.7609,-4660.5404,4718.4982,6478.1715,-1466.4301,-5428.5197,3572.0610,2774.7163,635.4429,-5405.3690,2702.7979,4636.8847,-2820.7309,5094.6805,1256.1388,-4515.7677,-3927.7540,-4719.0451,3879.0530,3529.4033,5047.3053,-3965.4055,-5402.2933,-5503.0459,-5516.2392,-6516.8957,-4560.2402,-1137.9245,2816.9311,2192.6150,5067.7055,-1021.0926,-63.3228,5446.9643,54.3828,-4706.8249,5421.0917,-3012.6904,-2020.5658,328.0788,4621.4810,-5048.9394,-1188.8628,4999.6419,-5503.1773,3361.6880,5214.3267,6304.5424,-1604.4558,5223.0865,3533.6198,343.5491,-5320.0074,-3023.0461,-5374.2494,-2192.2519,1428.5335,-4169.8803,4572.3214,3930.1880,0.0000,-5510.1789,-669.7152,-1486.3217,-4640.9761,4859.7915,-4344.4260,2080.3240,5476.1266,3458.6341,6843.6624,-1976.3450,3114.7780,4485.8493,3331.0547,3338.4940,-3303.2986,0.0000,-74153.9885,-77549.4513,-75838.1665,-72376.3586,-70679.4885,-80658.3898,-84003.2679,-76219.7333,39581138.0154,39554079.6600,39585773.5680,39586517.8750,-76078.5082,39585425.4195,
600.000,4038.5024,1062.0085,2832.9519,1219.6217,-3732.2961,1344.9141,-3427.3561,-3977.3918,5643.8950,-1688.1104,-2687.3995,1974.7749,-5355.3178,4980.9618,-3529.6257,-2110.0374,-5160.0931,857.4829,5949.9992,4028.0895,-1510.0883,4100.3529,-2582.8063,-4583.9264,4422.3194,-3466.8134,-3830.9390,-3552.3816,-4622.4686,-878.2993,349.8400,-2354.2935,-6090.3872,-4960.6262,175.2951,-4995.7629,-4226.8090,-3129.4459,-5906.1547,-2900.0975,5630.0259,-4482.5645,-2331.3863,891.5227,4487.2239,-2387.2160,3581.3794,2315.4777,-4652.9317,-4841.3581,-5186.3513,4836.1659,-3389.7719,3430.9903,-6041.0165,-3252.4016,-1660.3074,5420.5810,-906.3839,3434.0335,-5979.0937,1368.8926,-3275.3072,-5321.4347,3584.6291,1086.9238,-4282.6532,5656.4306,-4050.9440,-2404.2908,-5761.7050,-3965.6927,3476.0106,-6328.7204,1589.2044,5246.4088,5100.9406,6662.2884,-6913.0238,-3339.2966,-4658.6499,-4189.9778,0.0000,-4047.3649,-3762.1200,-5808.0954,-581.2269,-5646.6383,-3462.7549,3118.6538,3434.1881,-6000.4722,635.6273,-2387.1358,-6516.6639,1016.0718,829.0667,1612.5465,6382.1319,0.0000,336669.1483,357356.4104,343844.4322,344741.6948,345831.4902,345918.0000,353436.0859,350802.3603,165424229.5176,165443567.3191,165445866.8623,165435015.4173,349721.7041,165439946.1293,-3999.6870,-4971.3528,5350.2655,4284.4522,-3474.5580,5655.4952,4128.8726,-1736.6955,-1719.3663,6679.9867,-6150.6604,3738.2705,-2355.9332,-4144.6349,-4415.3038,-4718.9474,-4334.5986,5176.1115,-3266.4118,-2912.3649,-5671.0110,142.9772,6425.9418,-2303.8574,2848.9628,2593.1487,-5732.3517,-2419.2681,-1945.4356,-5311.8077,-6587.7072,-3876.6309,3116.1513,-2241.6209,5637.0567,-2331.8852,-5374.4347,-4004.7430,2315.5470,-4507.7587,3615.2232,-4386.8106,-5029.0956,-4578.8795,1830.3577,3585.8112,-3025.7191,-2271.9754,-2026.9590,4885.7208,2424.3682,3209.7798,2399.0436,-5953.2071,-2854.1650,3718.0139,6435.4525,132.9315,-4101.5985,4020.3737,-502.5896,-6612.7989,5021.6744,922.7208,-5038.3099,5530.5276,-521.4438,3546.9855,-3493.8340,-190.3034,-1325.8127,1176.4092,4106.0269,-1381.6046,2039.1731,840.0288,56.5795,1260.3065,-148.9739,-3885.6680,-2033.5392,4711.3746,0.0000,2016.7563,-5756.1849,-3704.6454,3652.8054,-830.1904,-2824.1515,-6148.4806,-2785.7383,2344.5072,2818.6444,6388.2177,1457.5724,4983.0625,6437.8259,-5115.6952,-1913.2698,0.0000,-127780.7375,-153257.0387,-135485.1978,-134405.9961,-143016.5124,-140695.7656,-137699.6837,-135913.5933,61487864.4524,61464587.9335,61450090.7346,61483813.4149,-137237.3628,61475453.3059,3792.2069,4695.5016,-3364.2920,5264.9713,-4725.7308,-3744.6014,-4391.0850,5347.5183,3473.4545,-712.6473,644.8447,5465.0494,-3735.8591,2350.3486,-3649.1615,-4254.8295,-1243.8140,4385.6949,-886.6992,4824.4344,-3652.4799,5469.2971,-175.8406,-4684.3362,4500.3742,5404.1098,338.4508,-5285.9678,4741.3617,4166.2030,-1205.0158,-5016.3017,997.4078,4177.0165,-3885.9856,4138.7171,-290.9027,-4734.7769,-2460.8862,-4392.6958,1846.0617,1958.3978,4065.2839,-4981.4383,-4820.8845,-5414.1343,-5077.1226,-6132.2070,-4709.9790,678.0045,3889.1018,3719.7998,5504.7869,791.3680,1733.6197,4840.6999,-1485.9982,-4318.2132,5477.8150,-4344.6000,-3290.7313,-1475.6393,3391.5880,-4105.8132,-2880.9824,3969.3489,-5402.9798,1756.6918,4345.3390,6523.6109,-3240.6570,5528.5603,4354.6222,2122.7066,-6438.6614,-4353.9689,-4659.2891,-714.2305,-694.5583,-4662.6007,4715.0437,2874.3435,0.0000,-5206.6276,875.5310,318.5582,-5866.9944,3764.2335,-5202.4875,309.8981,5228.7087,2238.2448,6298.5119,-476.5248,1461.7425,4739.3065,2073.0323,4220.3761,-1686.5650,0.0000,-74311.8851,-77692.0035,-75866.0660,-72668.0510,-70713.6430,-80557.0157,-84251.6379,-76823.5439,39580607.6264,39553367.9675,39584688.4780,39586260.1165,-76207.6377,39584648.9294,
