sl_100_86400_20271002 Coordinates.csv
2027/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:31 2024,
Start: 2027/10/02 07:47:00.00, Stop: 2027/10/03 07:47:00.00,
TIME_UNITS,STARLINK-4591 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-2258 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-2349 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-2258 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-2258 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3417.7484,1350.6653,-9.8068,6074.3572,-1202.1145,5852.4993,-2790.3492,4344.5559,-4562.4272,-1808.5061,5432.3162,-5228.1311,-3151.3697,5350.4561,74.3957,-3789.4522,6048.9951,-3573.9288,-2681.0073,2828.9808,-3127.0065,3293.3900,487.8254,-2497.3433,2309.3433,-4550.9041,-5122.2565,-1157.2392,-5494.2578,4282.8409,847.5861,-3067.8526,-6315.8537,1104.6647,3443.2449,3657.7100,284.6062,-5091.6449,-6472.2918,-5180.3799,1513.3819,-5300.7287,-2164.2636,57.4439,1231.7354,-2696.6196,6081.8748,4831.9922,5171.6226,1988.2115,-4655.9123,-366.5018,1036.2955,4311.1456,-5398.7240,-6641.6153,3422.0737,1744.2525,-5385.4794,1579.6663,1997.3154,-2839.4022,1203.2798,-2850.6894,3892.8965,5513.6568,-4664.9984,-1749.6731,-377.6982,5541.6041,-5246.7183,0.0000,-2321.7405,-4159.8408,-6359.0487,-2764.6668,400.4857,-3123.7700,6363.4935,-5237.7801,0.0000,448.4662,-4328.7115,-6502.1895,6149.4195,6159.5742,-23.1400,431.8163,-2117.5094,-2975.5218,6516.0863,5167.2012,-4986.9897,-4116.6359,-324.7399,2882.0531,454.1686,-5467.8557,-1633.4036,6018.4213,-28849.9054,-17648.1324,-19707.6380,-20432.9402,-15215.9373,-16911.7779,-24413.1022,-23540.3405,52433625.0354,52432156.1395,52425952.9685,52442423.2722,-22073.7435,52435256.1340,2492.0654,6420.9570,-4027.5969,-2963.8387,-6620.7541,3208.4767,-6188.5417,-4494.5849,-3047.1989,-27.9170,-1082.6409,-4416.5596,5087.7775,-4204.6569,-6187.3950,2132.5767,23.5898,-4368.1487,3842.6573,5637.6149,6008.8214,5846.7305,4101.9195,6251.7991,5314.9464,4840.1426,1218.0729,-6401.5987,-4202.8434,3090.4742,-568.0677,-4092.5901,-2620.9799,-4059.6983,3743.4441,-3853.8708,4099.9298,-1314.8085,-552.9934,1963.4734,6519.8955,3565.0538,-5443.2305,6083.1705,-6675.0171,-5754.0139,-992.0127,32.4724,584.3603,-5943.7721,2215.2729,-5236.4683,-6083.2228,5450.6812,4241.5741,-203.5119,-3930.3183,-1739.1164,-3220.7213,-5303.6004,5771.4564,-5348.4180,-4110.6100,4205.3028,-2919.9588,-4173.4392,3817.0717,4767.8920,5715.4526,-2418.1272,-1932.4709,0.0000,-4256.7879,-4009.9339,-1110.3431,5077.0717,6532.9192,-4433.9082,-2391.8206,991.5493,0.0000,-6512.8932,-4239.5834,559.5559,-2463.1078,-138.5523,6831.7093,4215.5358,-6123.0111,-2905.4728,1088.1638,1845.0145,-926.8923,5296.2998,5426.6615,-6219.6023,-6877.6123,3389.9817,-5405.3296,-128.4424,343371.6788,375080.9741,350044.2903,350059.3889,356941.2339,355587.4375,358690.2342,355417.1893,290355259.4904,290332603.8946,290326110.0353,290340629.8287,355689.4943,290335273.1623,5469.1723,1865.1500,5664.8246,-537.0639,-1602.4050,819.4849,1102.6074,-2949.1002,-3733.6354,-6702.9069,-4181.0187,-980.0514,-3351.7922,-556.0642,-3038.8621,5341.5693,3377.2270,-4013.2949,-5134.4651,-2658.8737,717.3506,-1050.3194,-5477.3209,1490.3821,3596.9312,-1986.4625,-4328.9452,2401.6776,214.2415,-4456.4992,-6863.5380,-4649.2098,210.0664,5460.2758,-4755.5574,-4298.9667,5452.8353,-4577.1909,-2090.7205,4129.0958,-1779.9777,2031.3922,-3599.9078,3318.0776,1448.0472,-2720.7598,2940.8417,-4827.0306,-4568.1743,-2731.4288,4619.4674,4490.9534,-3265.0271,-248.7215,-746.9288,2005.1392,4394.1687,6492.9231,2859.6361,4179.0920,-3071.6166,3417.7913,-5336.1799,-4726.6664,4903.4073,-419.3157,-3370.9814,4706.2575,-3814.8406,3324.5551,-3888.7147,0.0000,4795.0878,3767.7684,2208.4918,-3781.4980,2134.2012,-4301.8875,-1026.4217,-4397.1063,0.0000,-2223.6881,-3358.6783,1374.5616,-1645.1017,2866.0159,1116.7952,5448.3932,-2404.2382,-5316.8495,-2040.9482,4026.8863,4720.2980,1875.7985,4244.8980,726.5392,179.7703,2314.6397,-4029.9918,-3077.4422,-119203.9174,-123676.7775,-122248.6314,-119332.7408,-117322.6023,-127175.0118,-130741.5724,-121703.4735,-98303022.4715,-98286975.3462,-98315372.0862,-98300802.3143,-122760.7782,-98306929.7436,
3600.000,-5154.0531,-3154.4353,1192.3297,-3018.6210,2751.1437,-5415.4895,3709.0696,-3327.1864,6615.6603,4470.3353,-2985.5778,5493.3097,-954.3669,-2993.6764,2585.2227,493.2145,-3896.4711,4140.0026,-1461.2009,-3840.7034,157.5095,-4733.3344,-4790.6543,-295.4919,-3964.7325,2734.4721,2321.2791,3351.1749,5746.7891,-4065.5791,-4081.1555,5835.6231,5492.6665,3229.8801,-5060.4591,-2550.7186,-4693.6689,1910.7637,3784.2150,1433.1660,-3583.5270,872.1245,4678.5070,-3267.4254,955.7185,4487.4110,-5944.6801,-2218.5062,-4431.4708,612.2555,3281.4694,3588.8685,-3453.2980,-3553.2068,2732.3643,3728.8417,-720.1134,-235.7376,6754.9430,1169.9293,-3676.1374,3308.1587,2299.7989,-639.9502,-3289.8050,-2905.9941,3934.8487,-2141.6316,-1634.0173,-5342.8917,6706.8019,0.0000,5521.4454,6118.5167,6400.3090,-1221.1889,-2750.7280,5579.3596,-3584.3138,5940.7310,0.0000,1213.4637,6401.1624,3295.4303,-2755.6265,-6166.1889,-2470.0425,-4229.5576,4147.8117,6358.1314,-4385.9724,-6655.8401,5241.1505,948.9131,-3121.1412,-319.1649,1321.6916,1693.9341,4530.3371,-2502.6245,-112779.6180,-110173.7274,-109258.1389,-109584.7131,-103182.3031,-105582.8701,-111760.7921,-108784.7460,-24559525.8769,-24560385.1486,-24561829.6513,-24555540.6408,-110196.6441,-24556738.8146,1398.1600,-3153.1452,6615.4581,3907.5283,3968.9738,-532.9398,3291.2982,5884.2798,-222.3755,3904.8003,4343.4802,2577.5648,-4006.4449,4753.9679,3322.9574,-5130.4687,3251.6836,272.4745,-2026.2828,-1767.9469,-4937.4909,-2406.5764,-3205.9625,-4810.7135,-1096.2410,-6140.3733,-4998.0636,5947.7876,1473.9042,1257.3973,-3345.3103,3560.7622,271.2869,4327.3872,-4774.9730,6337.0856,-3422.0761,-1433.8017,-2170.0264,-3937.4077,-5601.2364,-4056.2632,1967.4305,-3882.2784,6516.7880,2405.7979,2912.9843,4049.3436,3482.8122,6699.3980,-5560.7732,2339.5750,5779.2577,-4031.9908,-4452.2409,-708.4876,6597.0665,5548.0789,1145.8099,6704.1169,-1872.1339,5944.2117,5943.8704,-5984.0985,5891.9015,5097.6332,-5593.4486,-5558.5956,-6665.3681,4268.0780,-1107.0222,0.0000,3887.8912,3175.8418,-1526.8460,-3946.6779,-6085.3778,4065.1459,3477.2172,-3481.0835,0.0000,6403.8686,2641.7760,-3751.3149,3618.1205,2141.8805,-5012.2606,-4530.9936,3050.7258,158.4178,1443.1506,1276.4033,-2975.5673,-5328.3684,-2811.6175,5182.2777,5496.8075,-4779.7568,2550.6764,3196.6460,323717.7919,358314.3375,332842.7993,334100.2543,340216.4756,339024.1163,341289.3976,339401.8137,294036472.5891,294018078.4037,294002520.8208,294024780.5109,338700.5926,294016251.0080,-4411.2529,-5168.9770,-1798.4111,4636.4386,4939.4420,3942.9837,-4771.6086,-1429.4991,-434.7685,3580.2837,4502.3762,-3316.0154,5472.4427,-3883.1463,5444.5532,-4585.6334,-4726.2018,5529.0136,6469.4843,5371.7601,-4696.7791,4224.1019,3702.2977,-4938.7953,-5451.3949,-1704.5229,3996.9547,1222.4455,-3569.7052,5429.0379,4498.7507,977.6639,4061.9528,-4305.0662,237.0425,84.4674,-3611.7592,6533.2475,5234.8001,-5504.9275,-1938.6915,-5272.9466,4626.1273,-4729.2542,2183.2388,4662.8307,1682.7361,5019.5987,4010.2641,-1208.9071,-2517.6653,-5433.6239,-1843.9882,-4423.6239,4506.6768,-5823.3985,-1569.5988,-4190.8683,805.7252,-1359.1731,5439.4540,1438.3352,2470.0106,3441.3057,-1527.0495,3673.1255,-937.2569,-3546.0985,-463.5528,953.1682,374.1720,0.0000,-1000.6579,375.8647,1799.4072,5521.3006,1674.6040,425.6439,4715.5215,517.8461,0.0000,-2248.3716,-84.8745,-4429.1857,5078.6236,1893.4601,-4092.5919,-3065.2807,4596.6964,2237.8258,5134.3451,-677.7680,-3435.3763,-4390.2784,-5484.4260,-4539.0114,3937.9157,-4599.0343,4580.7552,5392.3668,-120318.4631,-125132.7642,-122418.8115,-122877.9411,-117730.0851,-125206.4302,-133055.0746,-124793.5903,-98355152.6186,-98333692.9866,-98358324.8543,-98355977.0259,-124010.8362,-98355989.5835,
7200.000,5691.3343,4849.4792,-1213.8619,-2040.1225,-4553.3946,2255.3796,-4312.6004,484.6985,-3861.9522,-3095.9228,413.8377,-4047.2216,5121.7505,-1530.9433,-5391.1873,1904.4308,1214.8368,-4571.7951,5485.5659,4583.2143,3939.2232,4892.0925,6561.0388,3985.7279,5132.9009,439.5061,618.8363,-4603.1333,-4499.3365,3691.0782,3299.2070,-5824.1441,-2576.6507,-5708.9829,4101.6043,121.9122,6455.6391,525.9960,2.4527,2148.8230,4731.6775,4310.5679,-6183.9861,6006.6896,-3351.4062,-5659.8525,2476.1228,-103.3596,3022.1065,-3228.0062,-1274.5774,-6242.1058,3079.8190,2400.4243,1626.5626,294.6453,-1946.9737,-9.1260,-5408.4303,-3181.6555,5089.3988,-2600.7090,-3942.0940,3237.0638,1635.0766,-1123.0920,-1207.2617,4782.6544,2969.8970,2527.7296,-4766.0576,0.0000,-5579.4960,-5345.7900,-3328.5552,5152.7657,4397.8885,-5484.5665,-917.1158,-4041.2537,0.0000,-2977.2917,-5995.0956,1602.8516,-2017.5292,2560.1367,4947.7854,5737.4741,-5659.8099,-5854.0005,1267.1641,4820.8884,-4316.5620,2909.5588,6113.1971,-3372.8486,-3668.5613,2755.6105,-6505.7524,-1459.9503,-188776.4866,-195433.5352,-191904.8556,-192610.2782,-184245.2088,-189878.1252,-191903.1461,-192529.8481,-99880520.2275,-99883046.8047,-99875614.7146,-99880918.8171,-191230.5701,-99876585.1490,-3892.3029,-1371.5224,-6095.7091,-4090.9910,54.0066,-3585.9372,1239.9087,-4867.0318,3444.9099,-5987.4143,-6590.5731,1058.1213,2569.2293,-3851.0878,63.8907,6573.9125,-6028.9484,3705.3810,1351.0576,-2813.5645,2241.7318,-2404.7989,1881.5043,2236.8917,-3123.2557,5378.4279,6755.5128,-3152.6215,2355.9199,-5031.5464,6077.1768,-1711.5319,3292.8110,-3860.4244,3517.8046,-5403.6998,2068.2591,4973.0337,5146.7177,5613.8560,2395.1248,3592.8726,1653.6600,1139.4701,-4061.4740,1534.4763,-3827.1619,-6659.0420,-6150.5152,-4267.5885,6715.0921,321.4508,-2069.8409,-10.1107,3972.1346,3109.4634,-6064.5339,-6933.9370,1629.5093,-5727.6146,-2465.1628,-3369.6249,-5147.3666,6133.4953,-6095.2751,-4979.2574,4981.1030,5011.0109,4363.3733,-4439.3802,3453.3934,0.0000,-1675.0236,-763.9375,3937.0789,2660.7368,2978.9750,-2031.2771,-4372.8338,4228.5165,0.0000,-3359.7378,-22.8381,5641.9178,-4478.0566,-3565.4433,1702.1803,3634.7076,839.4916,1914.4146,-4585.6281,-3590.4842,5427.7470,4533.6628,271.7519,-2705.9104,-1930.1508,5162.8709,372.8713,-5770.5231,284281.1579,318991.8618,294575.8670,298623.6453,302056.2247,299963.7739,302864.3668,299072.4672,277648829.4281,277634386.1294,277614766.8243,277630990.4588,300253.3044,277628913.0313,603.1054,4589.2773,-3138.8996,-5011.7553,-5211.1833,-5228.3847,5202.2045,4868.3319,4139.7547,1631.3306,-2129.9425,5491.6111,-3769.0916,5414.7454,-4298.0264,817.4677,3190.6593,-3651.3062,-4043.2689,-4236.5386,5077.6029,-4055.6848,650.3306,5154.1294,3227.7313,4343.9881,-624.6228,-4126.9056,4693.7362,-2968.6700,520.1390,3289.2647,-5419.3593,353.0779,4375.3156,4169.6571,-888.7316,-4854.5228,-4484.0095,3404.7701,4443.7929,3661.7609,-2512.5457,3262.8505,-4527.0655,-3660.4382,-5094.5387,-1504.4715,-980.4245,4242.0345,-1142.7119,2946.6277,5900.1222,6517.2749,-5415.9324,6193.3432,-2470.5699,-565.0681,-3967.6530,-2291.9738,-3841.8406,-5509.2115,2167.0694,-97.0523,-2835.4419,-4687.5527,4613.8872,206.3487,4400.4662,-4652.0001,3411.3373,0.0000,-3563.5210,-4305.7809,-4476.7889,-3754.8809,-4388.8778,3687.4904,-5230.3656,3662.2933,0.0000,5221.8914,3457.8826,3169.4189,-4741.7617,-5197.1263,4526.3163,-1284.2405,-3876.5104,2740.5846,-5021.7873,-3209.0402,58.5786,4411.9563,3185.1472,5358.0086,-5516.0763,3538.2502,-2376.1341,-3206.7796,-121482.4832,-126567.2025,-123003.5289,-126717.1699,-118587.8174,-123057.2808,-134690.3892,-124733.2289,-98407318.1099,-98381456.3299,-98400884.9992,-98410526.9222,-125248.7729,-98405030.5640,
