sl_100_5400_20271215 Coordinates.csv
2027/12/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:36 2024,
Start: 2027/12/15 07:47:00.00, Stop: 2027/12/15 09:17:00.00,
TIME_UNITS,STARLINK-30805 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-2604 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-4293 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-2604 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-2604 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5074.0913,-2913.5869,3948.1241,1416.7169,-2356.0110,-4515.3153,-2955.7235,-1845.0952,4184.4922,4656.4582,652.4879,2824.9298,-5041.2067,-290.2143,939.2809,383.9972,-5986.6552,400.3499,-4823.7780,5391.6376,-3351.0712,-6635.8264,-3398.6314,-6600.5284,-4812.3065,-5803.0966,4018.8409,-4901.7695,4343.0829,335.6171,6619.0955,-3907.7383,3458.6950,965.4032,0.0000,-1319.6474,-1654.2514,-2741.9251,-3278.9169,-2665.1729,-996.4340,0.0000,-1610.5585,-5062.4409,2032.9274,5315.8931,-1105.3979,-487.5401,1838.7751,678.8327,830.3601,3901.7458,882.5316,-1973.0378,-3861.6713,4969.0945,-6856.8378,1413.1214,1744.0607,336.1676,-6409.2293,-6477.5467,-5171.8757,-6420.0255,-4897.2863,-4982.5029,4089.3851,-4892.3896,-937.4251,-388.0013,-2025.0131,415.6194,-2910.6503,-238.7364,1399.4982,918.3298,-3996.8859,-2581.6561,5227.9749,-425.2855,1931.6847,4948.2127,5293.4729,-2339.3121,6360.0077,-1740.0894,4440.0056,-1458.8703,-5888.2121,2094.0617,5169.1015,-644.9513,891.5927,2389.5620,4140.4562,3060.6485,2135.6325,3974.4596,4311.0503,1294.6697,37298.3037,13548.7137,26825.5743,26580.0723,21631.3746,22263.7575,17191.1323,20643.0592,-22450334.9703,-22450611.0591,-22427333.6188,-22426804.4892,20725.2223,-22437702.2939,-2778.4586,-3167.1869,-1557.3626,6360.3534,-6134.7337,-1933.3211,-5345.7391,6529.7031,4907.2724,4307.1871,-1410.5356,-4697.4166,3702.4100,-4747.8843,6005.8753,4395.6882,250.6808,6495.9938,1893.1239,-4027.0740,4420.6806,335.2385,-3891.5207,-2025.5031,-2891.9227,3732.6513,4212.7935,4856.5716,-2501.6474,-5314.5407,-200.8542,-5581.4851,458.5137,-5309.9631,0.0000,5261.6591,6347.1079,6270.4706,5370.0453,-5207.9887,2156.5014,0.0000,6705.7254,936.4338,-4160.0740,2907.7210,4870.3976,4175.7356,5415.1058,4448.7316,5386.1774,1576.9288,-5590.3732,-4251.2076,4547.9827,-2063.0149,735.7674,-4055.9488,3906.6704,-5739.1108,1520.1095,-1108.0280,-1185.8554,1981.5651,4375.9986,-4746.2926,-3876.0057,-3914.1937,5232.6559,-6864.8771,-3639.7170,-6901.2936,3304.8183,-6785.0667,-4937.3621,2170.8956,3824.0900,5543.6712,-1204.8581,-1313.1947,4933.8195,-1531.1113,4292.6983,5016.4419,-862.8259,6483.5031,2818.2814,-6133.9658,-1813.1183,4530.0674,4038.8081,6126.3241,4203.4160,-3382.1981,-4511.9246,4294.1991,-5126.7295,2695.6589,3990.6196,-4976.3345,-340004.2606,-335066.2977,-331947.2225,-332180.0783,-325114.7800,-327107.5652,-333353.7573,-331177.5575,310141031.9257,310127198.1992,310118932.5428,310124212.6572,-332057.2408,310126012.8125,3806.1004,-5425.3783,-5354.5113,-2197.5050,-1791.3644,4814.8036,3041.5245,-1362.9189,-2547.2597,2732.8952,-6767.2393,-4080.7128,2800.2699,4983.7228,-3334.8442,4987.3461,-3478.4701,2361.1972,4508.1096,-1204.3938,4149.7939,1870.1623,-4638.4828,-160.9406,-4095.4406,-153.8249,3698.6702,-239.2411,-4670.6737,4370.3595,2070.6047,1196.2765,-6006.6241,4171.6857,0.0000,-4249.1942,2081.8111,458.7553,-2911.2345,3536.8846,6521.6916,0.0000,124.5022,-4643.2782,5099.0693,-3285.4922,-4675.8976,-5481.1637,-3885.3863,-5254.5486,4085.6008,-5525.7004,3908.1153,-5141.3139,-3262.4354,-4194.7132,-696.3370,-5246.7523,-5438.3989,3817.3446,-2090.9430,-2088.1075,-4466.9518,1074.4785,2128.6561,220.9202,4016.5535,2895.4986,4440.1924,434.9239,-5518.1127,3.3070,5310.6097,1239.1797,4467.5571,6509.3844,-4100.0257,-3283.4786,-4494.0876,-6804.8545,4454.4895,-4584.7751,1208.4475,4150.8349,-2106.7095,1293.6347,4457.3295,-2501.9357,2909.7061,4634.8799,2287.0632,-2896.2964,-5182.2119,5527.0435,-3269.5377,4495.8343,-4139.6758,-4925.7346,-3608.5755,4580.9804,152292.8999,150331.1936,149460.6142,151942.7644,154254.6201,144555.0208,140681.2264,150338.0017,-136293696.2554,-136264066.4242,-136279416.2489,-136280362.6997,148751.6157,-136288019.7869,
300.000,4484.8224,-4000.3430,3437.4849,2993.4329,-3832.6677,-5785.5427,-3666.8987,-371.5558,5539.7468,5813.7289,2607.0765,1819.2814,-3353.4764,-2087.0155,2532.7123,2375.2896,-6230.6309,1963.7071,-3144.5881,4417.8077,-2002.1950,-6719.6510,-4995.3756,-6659.4638,-3993.8375,-4831.9701,5551.5762,-3856.8914,3073.9827,-1233.4337,6886.7409,-5107.4238,4893.4050,-1123.7692,0.0000,57.0307,79.4782,-1441.4236,-1997.9985,-3468.3565,1004.9128,0.0000,-373.8153,-4711.1880,579.3960,6403.7439,433.5530,1589.5672,2910.6714,2505.2843,2785.7787,5057.7923,-500.9716,-3386.5995,-2727.6507,4948.3697,-6514.5786,-780.4640,3730.9777,-1098.5097,-6313.1898,-6885.9495,-5801.1018,-5407.6941,-3394.2660,-5519.9252,3022.9540,-6131.7178,1007.3576,-1564.2427,-3863.6459,-804.1484,-1679.1634,-1448.7365,-773.2002,724.8753,-3385.1252,-855.5869,4130.9096,1521.5378,3878.6894,5077.1295,5792.5727,-724.0640,5307.8464,-249.3218,5673.4966,-2538.2100,-6674.6621,3978.7508,4789.5731,999.4250,2952.3846,487.8662,4058.7079,4359.6721,41.9681,5483.2994,4495.1613,-645.9294,44458.6621,20303.8251,33758.5755,33443.5383,28564.2217,29167.2914,24194.0312,27595.0425,-29213282.6742,-29213955.3112,-29190197.7985,-29189815.4582,27669.3541,-29200642.8979,-4535.9652,-1285.3704,-3582.8455,6147.0008,-5622.1649,-562.6504,-3744.6513,6907.1541,4012.8854,3589.0742,-2306.1018,-6027.0634,4550.5072,-3612.6639,4869.4680,4719.4823,2014.6124,5604.9037,3060.6457,-5203.1548,5811.1739,1585.3448,-2556.8416,-792.2416,-1403.6338,4532.8407,3201.8709,5505.8559,-4241.4240,-6057.8607,-858.5505,-4655.6829,-779.4807,-4893.8800,0.0000,6258.9445,6014.9374,6324.6367,6452.8296,-3536.7304,3026.7269,0.0000,6682.0751,2994.2969,-5477.0981,1926.7458,5873.0987,4552.7447,3847.6801,3301.2690,5374.5655,2707.6459,-6417.3481,-4913.2970,5903.1299,-3764.0630,2203.7020,-4029.7670,3267.1332,-6410.1796,2789.4804,99.4401,737.8025,3275.6408,4763.1327,-3592.0223,-5455.1741,-2777.4490,5780.3534,-6336.0276,-2538.5286,-6626.6384,4927.3799,-6082.1946,-4926.3923,4194.1018,5364.1937,5170.3201,-3024.6200,-128.5690,4371.8618,-3309.4053,2733.6078,6091.3688,-2040.4369,6829.7338,1196.5407,-4886.8399,-642.6865,3498.1316,2869.9536,6555.6471,4165.5601,-4419.4490,-5483.2490,2588.0635,-5132.3600,1529.4881,2150.3041,-4310.8938,-339103.3861,-334674.0982,-331580.2239,-331735.0521,-324604.2708,-326613.5812,-332830.4695,-331147.0394,309578906.2892,309565019.7618,309557453.4507,309562763.9085,-331574.1077,309563982.4242,2700.0778,-5504.1187,-4693.4291,-725.1982,-272.2114,3680.6302,4366.1557,171.5645,-1126.4747,1026.9362,-6007.4883,-2655.0951,3871.4575,5481.6682,-4237.2299,4055.8850,-2260.3442,3555.0553,5282.4156,345.4484,3199.7298,81.2872,-4087.8258,1640.6352,-5511.4757,-1938.7091,2554.9485,1565.7608,-4415.3147,3044.7212,-30.0482,-344.3949,-4868.2290,4615.6061,0.0000,-2879.2168,3338.4645,2222.0332,-1554.2259,4708.6829,6165.3359,0.0000,-1676.2234,-4110.7630,4138.8799,-1664.5487,-3481.2820,-4945.4533,-4952.5508,-5539.3002,3125.3540,-3913.6310,2429.7522,-3575.7798,-1985.0366,-2807.1065,849.4897,-5397.0219,-4824.7165,2314.7362,-317.9187,-313.0261,-3728.4720,2509.1903,3663.9918,1999.4447,3001.0206,1534.8103,3683.5006,2200.9894,-5140.0383,1792.0277,4529.8156,2916.1888,4628.6212,5461.9574,-2676.1135,-4551.9065,-4770.3881,-6773.0453,3712.0820,-3332.7666,2618.3482,3203.2878,-3648.3828,-252.8190,3730.9905,-3961.9776,1222.1338,4281.1819,4129.8147,-1531.7718,-4386.7939,5285.6821,-1279.5529,4723.5670,-4651.9696,-3861.3336,-4765.2664,5329.9794,152221.1954,150277.2775,149497.0393,151715.4832,154276.9283,144732.4349,140509.4317,150460.8497,-136292709.3860,-136262841.3461,-136277744.0607,-136278873.0824,148690.5509,-136286802.1973,
600.000,3484.7653,-4746.2642,2626.6885,4266.3581,-4914.1658,-6487.6953,-4048.4609,1139.9474,6353.1269,6385.2894,4318.9446,656.3227,-1324.9056,-3715.0782,3917.1389,4079.4453,-5883.2289,3368.1945,-1168.1614,2993.4722,-489.0064,-6131.0714,-6127.1421,-6057.5103,-2824.5935,-3365.9143,6536.1762,-2413.0391,1534.2840,-2649.4427,6450.9365,-5811.1721,5863.4482,-3115.9749,0.0000,1397.3703,1831.7483,28.9369,-538.1863,-3968.8293,2867.3327,0.0000,918.8946,-3943.4838,-890.6981,6845.0493,1893.4269,3488.5133,3748.1706,4120.9100,4441.3512,5635.5653,-1807.7895,-4425.3042,-1332.2420,4441.3178,-5538.0881,-2894.7918,5353.7289,-2399.3377,-5588.0909,-6601.9048,-5897.1369,-3836.8051,-1533.2876,-5516.3796,1691.2409,-6766.2564,2832.6266,-2608.0092,-5341.7793,-1964.0589,-327.7189,-2546.5453,-2869.6971,375.8386,-2461.4258,987.5394,2681.7256,3254.2913,5445.3307,4733.1097,5746.9503,934.1415,3695.0073,1269.0750,6367.5719,-3395.8040,-6766.6149,5470.5414,3962.7176,2527.2723,4681.5379,-1429.2378,3576.8577,5275.2755,-2065.8556,6449.6951,4280.3174,-2554.1679,51596.4235,27054.4654,40676.8968,40291.2228,35484.6926,36057.7486,31184.4778,34561.7495,-35962383.0886,-35963453.1332,-35939249.0523,-35939020.2275,34602.3933,-35949740.0430,-5844.9105,692.9794,-5240.3271,5325.7443,-4534.6012,825.9702,-1750.5168,6610.8189,2739.1012,2523.0932,-2878.3686,-6735.1329,4979.5187,-2162.3425,3281.7048,4560.7531,3566.0908,4180.6660,3974.5456,-5853.9993,6646.0489,2675.7936,-1011.6650,538.1948,275.8269,4898.1920,1900.7239,5616.3062,-5576.4127,-6211.2355,-1428.8884,-3273.3873,-1882.6441,-4022.1044,0.0000,6638.0774,5105.3814,5744.6089,6908.9460,-1502.6270,3662.3578,0.0000,5992.8043,4758.7554,-6265.8436,770.6659,6292.3622,4528.7367,1910.7513,1877.1788,4840.4557,3590.2888,-6605.3755,-5112.5949,6648.3681,-5056.8378,3465.7290,-3641.8853,2358.0809,-6450.9398,3777.0247,1293.4064,2567.2874,4257.7341,4711.2828,-2059.1472,-6504.3018,-1382.6596,5795.4589,-5168.8332,-1238.5865,-5692.9414,6076.4486,-4774.0517,-4456.2650,5759.4883,6355.7225,4328.6109,-4588.0571,1150.0751,3420.7526,-4738.3322,892.2591,6587.3222,-3042.5301,6485.0101,-512.1443,-3128.4632,580.4493,2148.8447,1371.6752,6317.7364,3728.1484,-5066.7190,-5885.7343,655.5064,-4684.1950,251.3049,77.4666,-3263.4688,-338051.2371,-334143.8137,-331068.6194,-331148.3136,-323950.0369,-325981.7810,-332159.3114,-331001.2347,308869317.9381,308855361.1469,308848518.0692,308853849.7188,-330945.8120,308854489.1543,1304.3365,-4993.5999,-3508.9047,826.7030,1277.6736,2143.8941,5201.3119,1687.5422,414.9464,-790.1614,-4610.1704,-932.7916,4513.9782,5383.6847,-4687.0448,2637.0934,-799.7108,4366.9233,5476.9497,1856.6484,1906.8760,-1716.4279,-3102.1108,3264.3415,-6343.7923,-3513.3877,1133.7759,3200.8638,-3671.2671,1387.4642,-2127.5183,-1847.9856,-3213.0787,4541.9866,0.0000,-1195.4286,4229.8119,3739.5177,-30.7152,5355.8763,5154.3763,0.0000,-3294.8811,-3138.8420,2728.0523,137.8081,-1899.3441,-3875.9545,-5486.6967,-5229.3749,1812.9290,-1885.4060,685.3531,-1631.8150,-482.4481,-1104.3485,2304.1795,-4932.5006,-3692.7833,561.1749,1489.4778,1496.1252,-2591.7764,3659.6894,4802.2891,3559.2138,1662.8014,7.7180,2532.1135,3726.7825,-4208.6967,3387.1007,3258.4025,4276.6037,4266.9545,3829.7829,-959.8210,-5335.9018,-4551.0861,-6023.3602,2571.2095,-1721.7991,3746.4431,1911.2245,-4769.1407,-1771.0998,2599.2119,-4970.1802,-603.1421,3445.3848,5533.5143,6.0167,-3079.8431,4474.0221,846.9483,4446.1017,-4666.1544,-2374.4428,-5404.7066,5498.5777,152149.1432,150221.9551,149531.8183,151483.2775,154295.7181,144916.0372,140342.5166,150455.3969,-136291719.5287,-136261620.4267,-136276081.3201,-136277395.6279,148629.3756,-136285584.2909,
