sl_10_86400_20270716 Coordinates.csv
2027/07/16 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:49 2024,
Start: 2027/07/16 07:47:00.00, Stop: 2027/07/17 07:47:00.00,
TIME_UNITS,STARLINK-30213 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-5495 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,4902.5916,2097.4889,-1493.8909,-3688.8459,6296.4741,-4328.1733,-1178.9239,-4406.6167,-3770.5180,-5030.5357,-5560.2347,-27535.2887,-19556.0310,-13984.7334,-22504.9864,-20677.5291,-22629.2387,-19901.7973,-249848977.2622,-249892095.8518,-249866142.1573,-249854303.1942,-20051.1058,-249863105.0996,-3718.7716,-5111.4328,-6739.8206,5276.0580,-1653.6116,-4700.6100,-6671.5972,837.1273,-5467.9371,2721.5518,354534.2144,358405.7274,365631.1779,363564.6979,362532.0005,362875.4750,357495.9672,359800.8001,-22402141.9899,-22392866.5357,-22392830.1948,-22410399.0983,359966.4701,-22410786.5177,-3171.5011,4121.2605,-220.7609,-1992.7619,-1692.9292,-2686.0941,-1260.2510,-5251.7501,1725.1899,4006.5244,-179898.1551,-179937.3611,-183828.3695,-174807.6103,-182074.1824,-190766.1506,-181085.4497,-183306.0029,74640.8697,104546.8011,100902.7595,96645.9220,-181505.6417,86601.5103,
36000.000,-1187.1226,-486.8886,2798.4418,-413.0968,-4731.4698,559.2017,3330.3088,4879.3583,5419.2646,6049.9997,-95176.7947,-119132.2474,-107365.1226,-103729.0961,-112038.1604,-109867.3600,-112890.6091,-109769.4923,-235544015.0000,-235594139.2027,-235569599.4400,-235554322.8208,-109515.4219,-235559090.4667,4917.2495,6879.2954,4723.9365,-4190.2347,3434.2763,2609.0282,5479.0606,-4310.6939,3615.4925,-3458.7494,343298.0903,341072.4879,349158.9280,347350.1253,348633.9422,347484.1662,340201.2742,343411.1208,-86402205.0863,-86399703.8722,-86392253.3917,-86404276.4856,343714.2744,-86410714.1111,4712.4991,-106.0131,4182.1481,5251.0616,-3327.4812,6387.3813,-2528.1537,2286.6277,2154.8404,568.3588,-180016.4022,-179622.3589,-183107.1231,-175027.8009,-179282.6944,-189675.2713,-184516.5600,-179509.2164,31426.9408,58258.6437,53843.7030,53151.2589,-181246.7367,42276.2435,
39600.000,-2744.2698,-1339.1625,-4132.5321,5067.3328,-201.1024,1591.8240,-4724.5166,-3721.6994,-5133.6241,-4158.5060,-179776.4694,-203098.0726,-188566.0491,-186664.5301,-194780.3993,-192657.8429,-195054.8864,-191978.0875,-205137281.6169,-205192316.8372,-205170958.5604,-205155492.2177,-192126.5377,-205153291.4051,-5409.5601,-5460.0281,-651.1577,2027.6183,-4045.8261,2517.9501,-1909.8436,5409.7622,212.6332,2780.4034,309584.4511,300917.4832,310504.9164,309048.8844,311487.5473,310183.9905,302004.3366,306114.9473,-144518248.0045,-144525073.5435,-144511565.5695,-144518678.5506,305581.2023,-144527160.3484,-3337.3574,-4001.7429,-5499.7041,-3956.9550,5357.5609,-6261.0791,4627.4310,2124.5244,-4557.3511,-4889.1775,-180146.4383,-179398.1980,-181873.0047,-175737.7266,-177020.6359,-187887.5920,-186988.8642,-182689.4732,-11104.0784,11812.2713,6308.8809,7194.7865,-180973.5388,-2068.7379,
43200.000,5220.6656,3699.6766,5174.6139,-6688.5539,4851.6376,-413.1029,5363.8021,407.9438,3697.5725,2.2670,-253779.0410,-274050.8897,-258012.1588,-257560.0099,-265528.8462,-263655.7387,-264983.2591,-262467.7992,-160701455.8856,-160758437.0560,-160741244.8017,-160726448.9101,-262622.9906,-160718121.3974,4540.0018,1904.9319,-3161.7201,123.9063,3844.2575,-6511.2164,-2269.2152,-4533.4844,-4365.7156,-2390.4091,255069.2124,240641.0581,252008.8020,250921.9180,254262.8164,252995.4914,244919.2151,247034.6524,-192776968.3092,-192794866.5847,-192776873.1247,-192781493.2211,247961.8529,-192786745.9232,-133.3116,5491.8905,3298.1561,-805.9239,-2634.1369,2327.5184,-3686.9569,-5194.0087,3783.9621,6557.3343,-180285.7540,-179219.0514,-180383.5691,-177014.8490,-175319.1047,-185319.6081,-188567.8314,-179158.3129,-53069.6520,-34762.2278,-41544.5328,-41229.5894,-180686.0783,-46433.4218,
46800.000,-5658.1146,-5769.8227,-4714.5626,3979.8572,-5957.3602,-1911.2968,-4621.8118,3789.2682,-1650.0898,4079.9488,-312084.2381,-327393.4814,-311225.0200,-312117.6761,-319700.4317,-317891.2551,-318605.0421,-316985.4091,-105268540.8129,-105323968.3183,-105311251.7972,-105294167.3496,-316505.4426,-105285390.9624,-1886.1110,1574.8246,4949.6339,-2451.3651,-1922.0666,5954.5068,5100.8446,3009.2734,6651.4098,3096.4421,182748.8912,164210.2699,177289.1783,176295.7613,180870.5892,179007.0897,172300.3779,175455.5649,-227877433.7751,-227907064.6185,-227886028.8353,-227889785.1266,174492.7320,-227888340.5239,3500.8031,-3440.3897,984.0769,4844.1342,-2461.7849,2981.0942,293.9004,4914.8564,-402.2254,-4767.2472,-180427.1405,-179063.0545,-178960.9741,-178979.7586,-174111.1518,-181859.6791,-189385.7066,-181816.4244,-94625.1397,-81439.6571,-89580.1868,-91590.9898,-180384.3867,-90817.7962,
50400.000,4662.1340,5856.8908,1899.5662,756.4136,3568.5631,1830.9102,2009.6467,-6543.9455,-1053.9718,-5805.6663,-350314.0567,-359650.9334,-344709.5640,-348081.4950,-353775.8007,-350576.1324,-352616.8468,-349332.7139,-42622951.6392,-42673211.5422,-42664830.2790,-42640096.6113,-350323.7154,-42639446.1013,-2012.7498,-3541.2251,-4733.1498,4789.6496,-1969.0392,-1484.8332,-5714.3059,-1611.1042,-5941.7230,-3870.8118,96748.3292,76614.9077,91061.1758,89130.0546,96092.1831,91565.9567,88516.3810,88830.9285,-247416839.6938,-247457640.5941,-247434640.8060,-247433541.0390,89823.2404,-247428872.0515,-4706.6824,-866.1584,-4661.8577,-4683.5813,5338.7538,-6519.8972,3274.1173,-1503.1952,-3277.7778,391.6823,-180546.3025,-178917.9357,-177905.6514,-181394.0176,-173356.2397,-178027.8368,-189518.6069,-178930.9823,-135953.7341,-128198.5590,-137675.2026,-140844.9961,-180068.4962,-135221.8491,
54000.000,-2995.8081,-3122.7098,2371.2096,-4086.9468,-247.6676,1622.0514,1967.4349,6267.9067,4067.9928,4764.4690,-364689.5136,-368707.0211,-356231.0362,-364453.5442,-365521.8835,-359415.6497,-364804.3871,-363197.7945,22956857.8743,22915051.6153,22919402.9728,22948313.6389,-361897.7089,22941187.2681,5481.0981,4087.2522,3654.7612,-5338.8141,5753.0679,-2850.4456,4646.9890,-84.3024,2951.0873,2988.2275,1987.7945,-16448.2556,-1150.5334,-3143.0465,5373.0886,-3246.0199,-1317.0008,42.3419,-250054953.4618,-250105169.5109,-250080819.0008,-250066214.2468,-678.0495,-250067841.2826,2968.7517,4586.6128,5350.6664,422.9236,-3478.9318,6095.7814,-4696.2934,-2896.2837,4666.0596,4143.8023,-180523.3430,-178776.0204,-177415.8003,-180306.1784,-173040.7166,-179319.2258,-188998.7525,-180716.8787,-177254.5966,-175020.3500,-185713.8333,-183512.2432,-179738.4404,-179645.5685,
57600.000,949.6834,-1318.1852,-5846.4418,4630.8722,-2149.6210,-5547.8596,-5536.6823,-3416.9139,-6233.1210,-2546.6820,-349594.7026,-353943.8964,-345004.7143,-355367.1703,-354118.7135,-346930.4697,-354226.7849,-348786.5128,86990588.2006,86959796.0680,86960301.2184,86981439.1128,-350458.0595,86976014.9761,-6828.0657,-4152.1996,-2553.9321,2524.5152,-6192.3613,3634.2442,-2783.6252,2562.3586,519.0395,234.5345,-93543.8033,-108940.1383,-93391.8307,-93807.0856,-85492.3925,-94623.3128,-91631.6461,-91618.5203,-235606002.1740,-235662877.2789,-235637367.5152,-235610487.4736,-91263.3095,-235619279.3343,599.6512,-5351.7859,-2651.7397,4184.8210,-1505.9912,-2018.9220,3002.3067,5414.8827,-2834.3402,-6512.6466,-179337.1740,-178632.1080,-177534.2798,-177429.4844,-173175.7982,-182664.8755,-187822.4258,-178778.8623,-218729.9581,-221888.6593,-233581.7957,-222250.2791,-179394.2533,-224088.9424,
61200.000,1646.3366,5017.9978,6591.7138,-3496.2231,3608.7379,5962.3954,6834.2841,-41.2463,6026.6220,1078.8359,-311481.9341,-316281.5937,-311759.3670,-322592.5151,-320188.5684,-313108.1368,-321298.1817,-318415.7845,145102153.4390,145083915.6693,145080406.6847,145087634.1111,-316697.4536,145088685.0017,5537.9087,3931.2884,1084.0713,2554.4830,2416.2615,-1233.0161,565.8533,-5255.2903,-3138.2233,-4323.5257,-175001.2532,-194867.3788,-179710.7664,-178849.1447,-170722.8231,-179082.9251,-176721.4908,-176285.9301,-205051713.4439,-205111811.0953,-205085085.6181,-205054694.1259,-176170.0789,-205064839.8437,-3814.5019,2627.9038,-1759.8188,-5167.2014,5124.3540,-3313.2953,657.8734,-4480.8809,-982.2101,5373.7324,-177586.1686,-178482.4375,-178137.1317,-175082.5628,-173800.8003,-185051.8415,-185949.4882,-179442.6894,-260572.0215,-268788.8144,-281160.8874,-261605.0919,-179035.9703,-268551.9586,
64800.000,-4447.8891,-6103.1137,-4527.2315,1842.9207,-4460.9497,-1872.1113,-5284.6291,2437.7213,-3043.8203,-881.0222,-257394.4547,-258116.8397,-258663.6790,-269017.7459,-265710.8807,-259676.6171,-267758.3581,-261018.9462,193318706.9511,193313391.3761,193305225.8497,193299518.6038,-262729.1636,193306082.8514,-2550.5488,-2670.2507,1363.3817,-6270.0826,2784.8592,-860.0878,2087.7873,6424.5345,4580.9163,6794.5240,-244138.2828,-268667.5822,-254581.9471,-252920.2106,-244937.2126,-252334.6753,-251042.2149,-249352.8346,-160474602.0895,-160534203.4004,-160506230.3965,-160481252.4222,-249987.4947,-160487105.0398,4637.6751,1779.5917,5026.3115,1629.6983,-4196.5417,6608.1060,-3902.3846,653.2487,4097.9273,-1407.7298,-176400.6820,-178324.1302,-178966.8105,-173296.3710,-174993.1875,-186545.7109,-183296.4328,-178640.5574,-302950.5133,-315707.4322,-328323.5465,-302964.2903,-178663.6276,-313034.6053,
68400.000,6392.5984,4689.2609,1320.9935,425.7855,3686.5729,-3572.0329,1958.3739,-3514.6733,-1369.8552,719.0040,-189082.9991,-183166.0912,-189137.6746,-198319.5269,-193776.7810,-189754.1009,-196463.2755,-193365.5528,228342210.2151,228349016.6028,228335100.2617,228322065.8881,-191955.2510,228329970.6088,-588.5216,-295.3749,-4458.2043,5850.7128,-5602.2626,-74.2892,-4777.3078,-4743.1875,-5103.0618,-6091.4156,-298385.6153,-325566.3782,-313269.9118,-311223.0582,-303621.0882,-310091.2087,-309406.2032,-309036.3795,-104916038.9182,-104971555.4728,-104942650.2998,-104928933.4575,-308000.8795,-104927636.8597,-2591.1198,-5054.3289,-5111.4874,3307.3908,-495.0450,-5942.3307,4552.4991,3571.0594,-4387.4258,-3359.1609,-175472.5938,-178154.8628,-179701.2144,-172003.9538,-176873.5318,-187278.7237,-179751.6378,-178062.4373,-346001.6911,-362632.0880,-374927.1711,-346667.4072,-178277.2624,-357536.8703,
72000.000,-6170.0399,-2300.1661,1273.6043,-3510.2364,-329.0109,5981.3076,1381.2828,4085.1639,4930.1248,812.1765,-110004.4140,-96223.5248,-107592.2910,-115106.9293,-108168.2510,-107536.0360,-110593.1037,-107799.3699,247774991.4849,247792099.5518,247771076.5327,247758251.8042,-108852.6214,247762597.8489,2940.3441,4108.3744,6508.0387,-2037.1503,4766.9138,3076.0013,6379.4436,697.1619,4490.9108,2928.0695,-334741.8810,-361883.0317,-352101.8259,-349971.6035,-344248.6010,-348780.5671,-346752.0072,-345111.2512,-42168772.2646,-42217113.3058,-42188248.6676,-42187073.1747,-346492.7601,-42179448.3955,-1087.7106,5031.9033,1923.1268,-5382.9205,4722.2044,1660.0744,-2212.2107,-5524.8725,1618.1311,6284.5095,-174692.2164,-177972.6602,-180040.0183,-171164.7792,-179202.9739,-187326.9919,-175835.6965,-178448.8687,-389819.5184,-409551.0376,-420808.4329,-392833.4980,-177876.9127,-402058.7417,
75600.000,3463.9910,281.3904,-2727.4725,5809.8666,-4284.5619,-3901.2262,-3669.2014,-4469.4215,-6066.7764,-3739.6228,-24536.3490,-2850.0126,-19140.2323,-24726.1398,-16214.2716,-18038.8760,-16132.5910,-19251.4766,250283875.3818,250308701.2079,250279315.1892,250273144.5663,-18690.3471,250270851.8485,-4388.4020,-6662.9177,-5842.5510,-2005.4651,-2060.4058,-4455.9889,-5607.1848,3500.3364,-2277.1657,437.8502,-351031.9646,-375264.8776,-368649.6523,-366631.1617,-365527.1964,-365885.4021,-360487.5309,-364439.4675,23481950.8986,23443104.2893,23470073.6381,23462366.4784,-362981.1047,23471944.3824,4068.9842,-1765.8680,2468.9283,2751.4248,-4760.9028,3592.9162,-1608.8715,3919.4135,2256.0500,-5898.1806,-174010.2139,-177775.7547,-179785.1698,-170765.2016,-178029.5530,-186722.7329,-177044.3805,-176653.0428,-434449.5785,-456452.9803,-465778.9313,-441467.0266,-177462.6177,-446600.2074,
