sl_100_86400_20270921 Coordinates.csv
2027/09/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:27:00 2024,
Start: 2027/09/21 07:47:00.00, Stop: 2027/09/22 07:47:00.00,
TIME_UNITS,STARLINK-32081 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-1763 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-5444 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-2576 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-31005 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-1763 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-5444 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-2576 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-1763 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-5444 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-2576 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4069.8021,-4376.3906,-3231.4495,2160.0740,-4963.0414,6874.4470,2323.1440,-4746.2825,-6099.9535,4031.1763,-3826.0153,-4032.7062,-4124.6164,-2194.2817,-6791.8097,-4500.8799,3082.0176,2981.9970,-4947.7263,6417.3358,6544.9302,-3956.3978,5289.9846,-483.7136,-2066.9819,3291.3991,-2842.3082,3992.0726,-5973.0287,-2451.0690,5423.3371,6250.0729,535.9094,-3651.5376,5423.1150,-6347.6596,-4105.4646,-3675.8484,5126.8023,-3902.1791,-6100.3450,111.7251,5378.6389,-4608.2717,6762.4153,3860.7406,-5678.7352,787.4594,5017.6922,-2689.7569,2514.8633,-643.6162,2044.2946,3186.2869,3230.2108,-6799.6534,1013.1023,2270.6367,-5950.7833,-20.1586,-5109.2506,-2508.8713,5885.4271,2569.0600,1268.9629,4197.0549,5260.3951,1275.4255,-887.4257,3717.4099,4136.2731,6189.4282,-5814.2765,-0.3342,4260.2670,-3949.8229,261.6473,5032.7371,-4451.7121,-5991.8671,749.9730,4859.7690,4294.3156,2307.7104,1347.1031,-2846.6012,-2754.0062,5378.3484,3248.7494,-5903.3641,4863.9830,-5890.4677,-4551.3030,404.3631,4484.4860,3811.2829,6578.5501,5203.3282,-773.2850,4886.0733,-188628.0754,-172940.0906,-179583.8216,-180361.9007,-173963.1131,-175877.7551,-182668.6223,-179946.9546,68417230.5502,68413115.3101,68411935.8744,68401344.0921,-180926.5836,68401109.1549,-3392.8940,-1850.4898,4950.6172,3516.4021,-1077.6829,-300.9548,-4917.0535,4891.1019,-2363.9565,2809.7755,-1758.8052,4724.2774,-3949.6900,-3528.8905,-719.2376,-1255.8902,-5446.2192,-4399.3837,966.4189,1857.9372,365.1392,1430.0216,-3240.0198,-2527.9068,6584.8816,-4291.1084,-2974.1226,-1339.0218,2832.2761,-2242.0364,589.2107,2057.6423,4400.5490,-5891.1286,-3924.7618,2030.1157,4795.3162,-4046.0521,4477.4260,-3221.6028,2176.1309,-5034.7457,956.4229,2427.3282,-457.9694,-3213.2289,3369.5644,3872.8792,1951.5362,4704.3441,-3976.3074,6003.6626,5867.3725,3100.0731,-3825.2262,998.6215,-4922.6775,-4778.9448,887.2227,-6252.2615,-309.1649,-5779.0627,2828.4249,4167.3674,-3964.0814,-1295.6030,-4363.7012,4025.9482,4092.1600,-3683.1118,-2141.6861,1616.8708,-1863.5144,-5742.7166,921.0444,1415.3566,-4136.8353,-1964.1648,-2461.3788,-3489.7241,-5381.2771,3567.0872,4770.2080,5814.7312,-5221.9321,-3027.0908,-6355.8403,3607.1718,-3276.9903,-694.4435,-1591.3371,1425.0987,-5171.2571,5061.4454,-819.3728,-3206.4305,233.5340,4188.1193,5797.6334,-1741.3807,-310131.4291,-276048.0990,-300212.3026,-300076.1357,-294276.9002,-295312.1554,-290848.4898,-294097.8301,284468246.8658,284499106.1793,284473721.0341,284460958.4735,-294237.8680,284471309.4257,4319.6551,5049.6019,3569.3645,5221.5785,4573.5735,598.4792,4181.4808,1250.6004,-1724.2441,-4870.2808,-5479.0327,-2880.5271,-3922.9509,5512.2860,189.8294,5079.6882,2982.8470,4436.8865,-4608.7250,-1749.2554,-2159.8951,5475.3159,2858.4439,6445.8825,-441.0026,4297.8681,5445.9173,5475.1616,2137.5483,6069.2168,-4220.0005,2185.2925,5306.9713,56.8571,1633.2826,-1491.8622,2856.8205,-4330.9491,-1328.4550,-4712.1169,2490.5386,-4732.1159,-4225.3787,4460.1451,-1337.7447,4613.5778,1941.8487,5684.2157,-4472.5495,-4183.7778,-5021.2797,3373.0137,-2870.5733,5283.6145,4752.9886,-717.0474,-4678.4720,-4374.1994,3491.4354,-2499.2860,-4526.2320,2893.0828,-2264.0235,-4869.2993,5438.9855,5254.5873,-843.4384,-5480.9021,5417.1399,4429.0123,5143.2786,2643.5880,3219.2065,-3835.1081,-5346.6055,-5227.6606,-5473.7904,-4345.9352,-4731.0467,-184.8249,4232.9003,3165.6960,-2617.9108,2953.5818,4310.2767,5509.2060,338.9053,-2495.5517,5084.4343,-3340.4206,-4664.5260,-3361.8915,-63.7649,4700.6586,-5190.8302,4791.4399,129.0935,-1163.0825,-3661.4825,4582.7321,165883.6024,161220.1428,162614.1614,165594.0916,167564.3892,157688.9216,154165.0741,163613.3874,-84789051.9740,-84806928.3027,-84759265.6087,-84768786.0051,162132.2913,-84776882.2611,
3600.000,534.7288,4827.2990,-719.3008,-5620.7750,5823.9647,-5602.4320,2024.9725,2725.5696,5974.3343,-6639.6840,4819.9234,-25.7028,4158.8403,5539.9064,5061.9932,6517.9527,-1117.9332,-455.6248,1406.0732,-4653.1195,-4057.8666,1758.3503,-1306.5672,4489.6152,-104.2853,-2240.5993,5674.3677,-3350.3093,5234.2745,-2169.6436,-6239.5274,-5110.2069,-4393.0380,4862.3855,-2198.5876,3198.0088,371.6443,4908.0038,-6065.7414,6170.1345,6054.5079,2482.8402,-6418.8648,3135.9366,-4386.1794,-305.5915,4502.2174,1561.7677,-6621.5706,-134.0488,-576.0729,-1896.4808,-3615.6484,-6295.7700,-2080.4218,5425.6749,3113.2302,2165.6783,6731.1552,3017.8247,5424.5049,4749.0537,-5134.2065,-4503.1098,2524.3036,-4086.2380,-3874.0639,-5086.4104,-3645.8273,849.0184,-5754.8735,-6825.7333,6812.5197,3012.5123,-3709.1592,3031.6375,3871.2118,-4302.1534,5887.9986,2875.0022,2927.7974,-4913.1711,-6046.2104,-3956.5839,2538.9026,5686.5653,4299.7288,-1309.9657,1148.5945,6413.3872,-3749.8859,3002.5533,4803.0020,-4290.9946,-1883.1587,391.0752,-3954.6459,-4589.4579,-3039.4072,-2505.6872,-104296.9566,-98023.9379,-101830.0791,-101979.2582,-94568.6688,-97125.9386,-102793.2242,-102505.8312,-7607434.8468,-7618806.2130,-7611682.2410,-7617326.4898,-101733.2937,-7623319.0195,4239.7801,4972.4255,-4089.6380,591.6142,-2810.5489,1847.4147,3685.7778,-5903.1679,164.6389,-1310.6614,-2450.8836,-4176.0553,-130.8383,957.1212,-1443.8939,-1296.1353,6824.9225,6641.4998,-4226.4635,821.2850,2012.1206,-5105.1271,4827.4941,428.8097,-5406.9141,6527.5766,-570.1276,5132.6767,-4061.6820,-832.2993,2627.4158,1218.2043,-2397.6605,3544.1671,4201.1248,-4144.3770,-5090.4363,4943.7932,-2415.1809,-7.2774,-2279.2219,6343.5258,2159.4538,-5818.3131,2254.2361,5941.3182,-4552.4720,-6639.6619,719.5902,-6756.2054,6658.2479,-6655.8006,-2073.2067,-1475.0347,6479.9065,-2419.1531,5368.8100,3675.3213,-1141.5962,5739.6699,-3638.3144,5015.0423,712.8782,-133.6533,5582.0571,5022.8335,1025.4225,-3445.6376,-4112.4049,4232.8783,3798.0895,628.0304,357.0475,2849.8094,3517.6226,-5689.5987,4664.4349,5165.4333,-1148.1301,3828.8012,3013.4200,937.7242,-3227.1388,-5524.7494,3366.5339,-37.8763,4449.1440,-2567.5719,4675.8068,-2258.7548,5157.6130,-4079.5932,2812.5705,-4121.6628,4448.6444,4417.9307,2472.7584,-683.7815,-4083.3892,5079.5453,-347576.9252,-310433.2582,-335591.4767,-334303.3432,-329462.7126,-330204.7198,-326817.4443,-330010.1219,292487001.9334,292518009.6645,292500486.5583,292484715.9398,-329653.0268,292490952.4918,-5346.6915,-258.6466,-5530.7670,-3535.1463,-2239.4264,3585.8820,-5430.2247,2393.5004,-3172.3001,1404.1903,4284.4801,5414.2773,5525.0247,-4020.5523,-4361.0315,-1900.9056,530.0379,-1930.3176,5162.9226,5023.2706,5193.6580,-4324.9491,-4658.3277,-5295.1587,4299.2878,-435.7538,-3770.5964,-3210.7630,2091.5835,-6531.2716,1290.5880,-4532.1391,-4789.6673,-3444.2173,-5009.1945,4376.3894,-4694.7239,-303.6522,-2338.2464,3103.9183,2499.6297,1123.0748,1328.4803,-1861.1741,4825.1414,-3350.7243,2523.7749,-1262.6170,2157.8446,1067.8495,1609.9401,52.3780,5414.5581,-2454.9181,-1209.9957,-3534.4286,2916.9153,5365.9021,1336.1039,-1810.8215,1981.6238,641.7125,4558.9796,5216.0077,-3087.1899,-2263.9110,5582.4265,3162.3420,-4104.2224,-5339.7101,-831.0156,982.9575,1073.9873,5507.0357,4614.7740,1811.4307,3204.7860,1675.5086,3489.1133,5006.2130,-5471.5398,-4630.1865,-1024.1050,1315.6135,-5480.9570,-3931.1450,3128.0076,6298.1326,-4913.2149,-476.1200,2681.8374,4718.0353,-4066.0616,-3550.2558,4921.2906,-5316.2281,4637.3741,4931.7545,4644.6954,-3993.8929,166332.2519,161536.6384,164219.9462,163822.9387,168936.6137,161419.5543,153615.2958,161062.7711,-84842230.8062,-84860973.2442,-84813711.6472,-84819564.0214,162653.2543,-84830005.1481,
7200.000,-4471.1364,-1880.8211,4774.0347,5599.3307,-4370.7212,1965.1689,-5782.2463,765.3486,-2613.6835,6257.1705,-4814.2809,4497.3898,-4075.4308,-6846.1354,-1165.7904,-5819.7195,-1421.5160,-1783.8979,1636.3712,1823.7499,573.3019,-10.0570,-3007.4258,-6871.3169,3321.5638,287.6340,-6180.4973,2157.1153,-2073.8855,3623.9705,4654.1718,2982.2960,6761.3344,-5055.5889,-2322.0147,1268.4333,3605.6475,-3824.6196,5115.3972,-6414.8027,-2706.1209,-3620.5942,5026.0329,-727.7587,526.1943,-2642.0408,-789.5059,-3266.8962,6331.6993,2580.4924,-1111.0988,3730.7309,4991.0187,6635.1581,329.9509,-1649.0928,-5429.6057,-5851.1706,-4141.6653,-4704.5561,-3557.9933,-5348.3666,3397.1149,5751.2018,-4379.7156,2541.4097,-1367.2823,6424.6226,6011.5991,-4696.3755,4607.3637,4834.5446,-4772.4995,-5852.0246,2874.0670,-636.4372,-5583.9074,2341.4878,-5843.7373,943.0077,-6108.8228,3777.5665,5631.0523,4251.1631,-5948.6452,-6585.2777,-5033.1100,-2011.4838,-4315.0522,-3677.9705,1878.7611,276.0145,-3900.2646,6459.6169,-203.4813,-3845.0614,-1554.2213,2714.7502,6119.8548,96.7589,-13296.8878,-16916.3945,-17973.1697,-17969.6298,-9136.1723,-14989.3952,-16503.5491,-16035.3961,-83116809.9096,-83134757.6339,-83124073.1401,-83125220.4765,-16323.9269,-83132995.4087,-4534.0205,-4728.0663,3012.3661,-3219.4047,4969.9098,-3669.8992,-2276.5454,5135.1936,3097.4465,-317.5564,4936.6415,3163.3299,4155.9426,919.2991,4129.2543,2757.6159,-5668.3052,-6457.3907,6349.3588,-4281.1356,-4832.2450,6899.4914,-5338.6070,187.4988,2589.0576,-5818.3775,2832.2936,-6480.6607,4212.4294,5081.2767,-4442.1093,-4698.6481,712.0110,386.1580,-4023.8390,5403.0568,4641.6789,-3394.9771,-972.1025,2529.7083,2082.7010,-4945.0335,-4069.9372,6511.7216,-4444.6650,-6280.1004,4281.3309,4656.9294,-2684.9107,5679.9129,-6149.0430,4691.9526,-2314.1263,-90.1497,-6156.4412,3805.0053,-4105.7183,-2421.0389,1310.5899,-1675.2935,5466.4640,-2246.2366,-4524.8945,-3102.7149,-5072.3434,-5923.8651,1166.7579,2297.3321,3291.9649,-4316.9612,-3313.4670,-2907.2337,1666.0690,128.6368,-6203.1735,5811.5817,-3778.4555,-6206.5975,3748.1251,-215.6759,-676.0572,-5063.4764,258.7412,2616.3908,-1518.2923,2082.2570,-701.6000,-1847.1686,-5165.9254,4188.1371,-6592.4577,6141.8153,1426.0266,2487.9040,-6732.1679,-5170.5636,-4751.9272,-4030.1225,1811.9038,-6861.0158,-362349.2567,-325053.3837,-349673.3574,-345596.3821,-343717.8861,-344724.1426,-341507.8722,-343860.3854,280538215.2637,280567369.9642,280559376.7160,280543945.9352,-344193.4996,280543051.9663,2493.2908,-4724.1484,3976.8797,-1643.9410,-1738.3313,-5518.8896,2906.8535,-4596.0846,5405.7232,2914.4443,-379.7298,-4081.7564,-3759.8261,-40.4592,5308.5709,-2513.3293,-3740.3319,-1774.3493,-1908.1399,-5106.4010,-4897.7632,429.0203,3017.1181,1038.5950,-5491.1097,-3731.7489,-695.2578,-1093.2144,-5131.5696,3000.8514,2466.8601,4129.4434,1292.7616,4716.1417,5081.2486,-3967.7256,3666.1002,4725.9002,4569.5712,455.0483,-6049.7118,3173.9721,2405.4314,-2051.9292,-5267.0326,-427.4085,-5340.4832,-3969.7207,1298.3106,2802.1349,2861.6943,-3463.9645,-4073.5185,-1949.3501,-3129.4107,5515.1314,859.2730,-2652.3504,-5445.1225,4503.3045,2016.3345,-3807.4265,-3970.6904,-2224.4138,-1456.8936,-2344.2568,-6647.3952,1113.5070,-123.7787,2518.2158,-4014.6834,-4021.3064,-4713.2114,-3665.0910,-891.3619,3261.7515,1268.2271,2000.3332,-191.6926,-6872.3641,3112.2930,2542.6891,4021.5148,-4802.3884,3161.9750,-166.9698,-4725.2519,-6380.4415,1380.2540,3914.5554,950.5017,-3200.3992,5485.5341,197.5348,-1524.4951,2509.6253,-4289.3911,-4731.9452,-2621.4322,939.6468,166728.3523,161847.1595,165390.4466,161706.9733,169830.1132,165331.7425,153716.7925,164896.8873,-84894605.8223,-84914762.9392,-84868978.1291,-84872648.8175,163158.8025,-84883115.9792,
