sl_100_5400_20270313 Coordinates.csv
2027/03/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:58 2024,
Start: 2027/03/13 07:47:00.00, Stop: 2027/03/13 09:17:00.00,
TIME_UNITS,STARLINK-5952 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-31001 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-5196 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-31001 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-31001 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1908.9022,1619.9936,4823.4071,3978.2138,-3180.9418,-728.8956,-4258.2172,-4375.1988,1030.8515,4683.1799,-392.3679,-4028.5144,0.0000,-3032.3375,1148.1394,1908.5301,-4989.4460,4340.4202,480.4321,-249.7190,5071.0351,-6551.7917,-4284.1132,1297.3922,-6481.6634,-4296.0820,-6440.6350,-929.0844,2677.3709,3573.2249,3745.8387,2920.4156,-6476.8018,-926.3294,5262.2785,-1241.4142,-5320.0510,5085.9447,1641.9656,1394.6333,-6096.9794,712.5907,-5682.5572,-6201.2894,-5891.7647,-5695.6527,2958.4849,-3402.7699,3685.5171,0.0000,3456.4250,-6552.4596,4256.7545,-4966.8409,-1210.6195,4385.9717,-4523.6075,-5123.3704,-4678.8283,6189.6364,-5280.9613,-5345.2144,-937.0412,-3971.4352,-3552.0877,-2383.2053,-2770.9410,-6202.7544,3386.5094,6209.3916,-814.5453,-222.7837,-4794.3344,-6187.3107,-1167.2946,-2878.5486,-314.0654,2801.4835,-4373.3824,-923.0871,-1403.9832,-5508.4095,-4918.7454,-405.5185,-4648.3544,725.9274,3268.9650,3321.4650,3902.5422,-5695.1708,4765.0845,-6262.1300,-2329.1156,-1601.4407,-1807.9531,-6369.7582,-1528.2787,3567.0120,923.3261,-371.0699,186280.8994,168519.1044,176305.8255,178218.8846,171132.2376,173305.0821,179290.9759,179145.5028,80018321.9650,80030248.7078,80034435.1052,80025417.9317,177970.6137,80034357.4240,-6623.1098,4968.2877,-4959.3432,-3357.4350,6150.7877,-5577.2597,4369.1950,-4909.4012,5098.1766,1108.9612,6027.2796,-1047.0921,0.0000,-4094.7340,-6655.0254,-5878.7291,1321.9113,4617.6939,-4105.3065,4743.5150,4379.1446,1192.1133,-2045.7387,-6097.0556,-540.6476,-3324.2880,-2207.0425,3076.4696,3063.3097,-4686.0335,-4436.0298,-4216.7697,-133.7612,89.0772,2134.3031,5515.2319,2392.5163,-2104.8879,2023.7435,-4036.5282,3040.5700,-4068.6028,1315.9274,2651.3047,3577.4055,203.7546,-5845.7454,3363.3790,2480.2831,0.0000,-4943.5919,508.7589,-3157.1425,-3846.9116,1505.9221,3480.5298,-805.6402,4378.4678,-4.1011,-969.5286,-2670.7404,3778.7600,3844.7021,-1302.8766,-2325.2110,5251.7626,-5001.7135,-2757.8738,-3771.4883,1007.1897,-6829.6198,-6701.2590,2778.9752,2676.6101,5984.1272,-4354.6431,6381.3678,-4697.6564,-2568.7541,-229.6325,-6444.9208,1063.5234,4422.1980,-6784.1130,-5003.7855,-6873.5279,-4269.0056,-2395.6254,-2522.0078,2389.8172,1669.2581,-1385.3784,-4438.9619,4748.8854,6635.0649,2134.1623,-6526.9427,-3635.2648,-99.4830,-2733.2369,314704.3678,280567.1265,304095.2923,304024.2759,299080.5944,300201.4404,294478.3765,297913.8101,-66019119.0348,-66024869.2662,-66001340.9871,-66006808.0570,298182.9188,-66008096.3828,-768.1092,-4543.4092,70.2313,-4584.6726,420.0639,-3723.8637,-3294.2945,2215.2983,-4585.5105,-4874.8512,-3401.1188,-5423.4920,0.0000,-4537.5486,-1504.2086,-2980.9572,4665.4741,2788.8496,5524.4117,-4926.3612,1671.2445,1815.2743,5019.6419,2977.6146,-1723.0871,4234.7587,-150.3562,-6155.9489,5404.3557,-3293.5439,3773.3813,-4681.5877,2440.7269,-6878.0822,-3979.8210,-3982.9086,-3620.4685,-4217.8080,-6436.7244,5419.8459,-1312.5565,5519.2868,3730.9753,1607.9445,565.5916,-3912.7469,2162.6365,-4973.1857,-5284.7329,0.0000,3181.6070,1930.0110,4462.0882,2673.6347,-6688.0148,4046.9771,5160.4043,-1599.2884,5063.3397,-2831.6115,3413.3049,1748.1005,5698.3549,-5519.8409,-5314.2309,-3650.4185,3908.4092,-1533.4437,4698.1224,-2451.6433,701.1137,-1711.3593,4146.4054,17.9994,3226.7296,4462.4271,2614.4106,-4223.0934,4718.9993,-6876.2813,2119.8150,4024.6885,2070.9546,466.2522,-1186.9327,-600.1123,-4359.8441,5460.0822,-5105.5094,-2974.7099,4584.4096,2280.3478,-4611.5027,-4670.2786,751.1150,1632.8404,1341.6178,4686.7157,6861.0176,6356.9417,153014.8661,149286.1994,149721.2513,153816.6059,154986.8078,144777.8161,142049.1641,148409.2109,32708420.2971,32738671.3348,32730212.8900,32724719.0495,149758.6376,32714644.9070,
300.000,-3300.9440,3385.4612,3740.6650,2212.4417,-1746.2478,-2098.4284,-3240.2528,-5055.5697,3071.2445,5688.1855,-742.4393,-4120.0453,0.0000,-4749.9353,-54.1746,756.0416,-3219.5680,4976.1816,-1681.1319,1661.7338,5951.5878,-6459.8319,-5596.1539,73.6882,-6688.8222,-4365.4939,-6531.8218,-967.4781,4185.7434,1750.9822,1778.6088,941.7980,-5706.1376,-819.1113,5197.7642,517.1617,-5229.7038,3621.1591,-297.1634,-783.4379,-5377.8030,-1432.1537,-5594.6775,-5616.3136,-4847.0920,-6235.2980,1415.4276,-2549.0370,5137.7508,0.0000,2590.3953,-5692.5881,3202.3869,-6052.7654,-3204.6724,4931.5101,-3947.0155,-3612.8838,-5233.4233,6361.5550,-5291.3600,-3952.1711,706.6494,-4324.4480,-4142.5814,-342.4795,-3999.1481,-5734.7393,1728.0206,5476.3505,-1987.0365,-1448.8100,-3129.7960,-5364.1261,424.5670,-4246.0360,1067.3408,1787.6730,-5205.7283,-788.3141,-2964.8931,-5454.8391,-3302.3660,-1896.3697,-5365.5661,-813.4067,1243.2915,1875.4413,3342.4624,-4205.5423,5026.5993,-5829.7022,-4035.7703,497.8844,-500.5127,-5260.2072,-2887.7497,1780.5394,829.1045,-2084.9985,179526.3574,162530.0905,170090.6578,171925.2675,164781.2455,166942.1684,172939.0886,172472.5262,81445807.4271,81457850.8868,81461266.4564,81452602.7104,171645.7211,81461748.6067,-6047.4653,5076.1310,-5560.1756,-4582.8065,6621.7661,-4233.9731,5784.6333,-3272.0499,4783.8947,-500.7557,4588.2753,1138.5684,0.0000,-2900.8366,-6910.7250,-6692.9375,1836.3157,2859.9894,-4161.1201,3807.5706,3503.5697,2436.8715,-630.8819,-6785.2149,706.3086,-1344.0301,-960.3435,894.7321,1485.1968,-4680.8320,-4962.9581,-5062.2857,1506.6217,-2163.6673,69.3834,4741.3677,3935.0083,-3614.5396,909.0597,-4126.0234,4375.7312,-4301.5865,3150.6545,4067.8420,4351.7078,1717.4760,-5649.0814,5072.8462,1065.5292,0.0000,-6120.4344,2032.2691,-4888.2273,-3016.9498,2150.5834,1467.0369,1263.4918,5122.9934,1865.8404,-2342.7605,-670.0327,4356.2793,2547.5135,835.4065,-212.1807,5208.5405,-3349.5304,-1837.6730,-5104.4287,-467.6251,-6529.1617,-5895.2965,4056.6746,3646.8797,5206.6170,-2687.4444,5486.5776,-6041.2915,-587.7674,-2463.5947,-6231.0137,2974.4941,5100.3598,-6453.7974,-3539.1714,-6570.0727,-4918.7615,-4022.3587,-4395.6183,3263.0547,-490.9163,376.1264,-3092.2237,5223.4211,6434.2066,3084.4408,-5557.0462,-4843.2542,2158.9296,-1337.7881,318536.4991,284041.5299,307761.6851,307600.8283,302705.2919,303806.1588,298183.8557,301781.1548,-64252651.3163,-64258818.6024,-64235085.6861,-64240905.8271,301819.7388,-64241620.7853,777.5062,-3273.6546,-1725.5238,-4714.1933,-1121.0142,-4814.5675,-2024.7043,3443.4171,-3969.6757,-3783.0381,-5142.9645,-5335.5212,0.0000,-3945.7410,297.6276,-1305.9095,5886.4579,3869.4588,5240.8683,-5438.0512,-124.4907,22.7721,4005.3407,1306.2037,95.2266,5153.2122,1660.8103,-6817.9886,5102.8738,-4538.7407,4487.2069,-4659.9178,3614.8941,-6543.6241,-4590.3217,-5007.8263,-2069.9652,-4681.3588,-6877.6361,5474.6497,222.0553,5193.7487,2596.5494,88.1045,2317.7537,-2439.7186,3695.6532,-3922.8063,-4486.4278,0.0000,1539.9317,3218.4361,3723.5540,953.9820,-5794.0756,4609.0200,5527.7706,-2949.0998,4084.1485,-1136.6948,4266.3017,3358.1922,6413.5178,-5342.1245,-5390.6728,-4398.2846,4554.3267,-3490.2016,4328.0437,-3922.7694,-1114.7402,-3323.5047,4651.3650,1828.1888,4502.1736,4680.6811,4048.0134,-2837.2016,4533.4620,-6441.1919,643.4156,3015.1186,3330.2391,-1089.0249,-2599.6264,-2080.3119,-4709.8186,5186.3490,-4142.4339,-4320.6745,4582.8427,3489.9993,-4532.6855,-4403.7315,2485.9269,3253.2334,2736.0021,4612.7787,6526.7394,6472.0635,153068.3504,149339.9509,149893.6581,153732.7755,155160.6427,145068.4913,141991.3520,148211.4011,32709192.3818,32739631.6175,32731422.7688,32725556.0334,149829.3976,32715641.1608,
600.000,-4380.0085,4795.5284,2272.4000,257.2247,-132.9951,-3294.9825,-1927.3627,-5278.7717,4808.7520,6135.6498,-939.9197,-3849.4867,0.0000,-5996.4550,-1254.5271,-458.6723,-1132.3355,5164.4110,-3667.3315,3438.5725,6238.0205,-5721.2450,-6370.8913,-1142.5963,-6170.1968,-4052.7823,-5946.7581,-806.6311,5288.5912,-282.3925,-364.6423,-1108.9522,-4395.6575,-532.1595,4673.1860,2263.8095,-4625.0133,1831.8740,-2152.3434,-2881.0585,-4136.6701,-3420.5192,-4983.6992,-4487.8233,-3307.8779,-6168.2716,-300.6236,-1484.7457,6101.2674,0.0000,1472.8224,-4268.2222,1873.0041,-6508.3947,-4885.0433,5039.5170,-3036.2746,-1739.9043,-5300.7357,5893.9852,-4804.1085,-2125.0975,2336.8303,-4308.8823,-4361.2355,1748.9158,-4880.7896,-4710.0042,-67.4480,4178.7929,-2974.0210,-2568.1104,-1179.6541,-3954.5099,2015.4712,-5228.5232,2384.7089,627.6708,-5572.1890,-478.5985,-4232.6144,-4891.9221,-1354.1249,-3203.8090,-5584.5459,-2293.6183,-895.8661,284.1419,2495.4279,-2286.5383,4821.5047,-4819.6614,-5356.2101,2532.2543,883.0989,-3622.3552,-3981.6678,-152.3715,553.2490,-3640.7386,172692.6109,156469.9998,163802.3263,165559.9627,158357.9028,160510.4150,166509.8056,165655.5383,82834310.5705,82846488.1204,82849126.0027,82840840.5351,165246.6621,82850157.6304,-4882.7727,4712.2502,-5622.2770,-5404.3959,6457.0663,-2460.1387,6635.9337,-1307.5690,4044.6577,-2023.5211,2650.7380,3202.3645,0.0000,-1448.8014,-6478.9040,-6824.5985,2242.6451,815.2741,-3860.4115,2533.0336,2276.6809,3437.3580,805.9052,-6798.0295,1877.8294,786.9082,404.9867,-1378.4605,-205.0403,-4222.7681,-5051.1269,-5461.7420,3031.7314,-4179.6730,-2015.8029,3537.8043,5061.7027,-4812.3743,-384.2672,-3865.7486,5289.0305,-4161.4661,4664.8216,5089.5933,4716.1846,3036.6380,-4914.6643,6278.2178,-410.7944,0.0000,-6657.7432,3381.8027,-6151.6457,-1885.1454,2489.9171,-689.4622,3229.9352,5396.0523,3520.9301,-3466.8017,1415.4537,4508.2688,1052.9628,2877.4043,1906.9209,4676.8841,-1386.9901,-691.8943,-5966.4192,-1933.2348,-5576.1908,-4511.1973,4980.8406,4243.9907,3937.6497,-778.4567,4060.5287,-6784.0270,1429.4598,-4428.1107,-5415.4567,4579.2549,5313.8495,-5461.9187,-1718.9416,-5636.1030,-5135.6805,-5269.1005,-5827.4564,3852.9470,-2595.1691,2126.9781,-1465.9865,5214.0598,5603.3165,3764.1548,-4024.4402,-5616.3691,4180.0773,127.7848,322222.4754,287389.0443,311290.3021,311039.9411,306194.5975,307273.5741,301754.6211,305500.4368,-62455321.3892,-62461905.6715,-62437998.2005,-62444154.2568,305322.4309,-62444286.8103,2239.8431,-1652.4680,-3335.5207,-4341.1036,-2542.3866,-5348.1745,-538.3439,4303.9188,-2929.6741,-2272.0198,-6335.7401,-4654.1830,0.0000,-2911.5419,2067.3488,513.3663,6486.1123,4534.4928,4390.0646,-5346.7621,-1906.7693,-1772.2236,2558.8438,-506.4763,1902.3468,5510.5383,3284.2157,-6757.8073,4215.9248,-5259.5392,4719.6740,-4143.0348,4400.5166,-5514.5970,-4710.9236,-5494.1861,-291.2408,-4645.3531,-6589.9722,4937.1268,1732.8979,4304.6435,1183.4074,-1441.1851,3819.8002,-703.2848,4827.4613,-2447.2888,-3202.8181,0.0000,-274.7616,4149.7331,2586.2910,-872.5224,-4289.9406,4673.4236,5299.3699,-3982.7157,2661.4435,683.0673,4642.7119,4583.3402,6446.7606,-4592.1273,-4858.6385,-4653.9912,4712.1033,-5078.1253,3491.3430,-4940.4478,-2810.3279,-4578.3758,4656.8121,3425.3843,5289.0805,4384.7258,5043.0746,-1144.7051,3862.6509,-5322.4633,-901.9953,1679.2391,4232.7175,-2521.5400,-3734.1958,-3338.4443,-4554.5713,4333.0206,-2730.9923,-5189.4197,4067.2799,4305.1719,-3943.5752,-3649.6308,3952.7205,4522.4245,3824.8209,4043.7200,5494.8794,5897.0269,153121.5171,149393.6281,150065.8412,153643.7814,155330.8482,145365.2395,141938.6253,148131.6267,32709967.3779,32740588.3920,32732620.4546,32726377.5199,149900.0562,32716637.4101,
