sl_100_5400_20270413 Coordinates.csv
2027/04/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/04/13 07:47:00.00, Stop: 2027/04/13 09:17:00.00,
TIME_UNITS,STARLINK-2750 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-30338 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-3599 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-5616 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-30998 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-6214 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-5543 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-30338 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-3599 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-5616 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-30998 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-6214 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-30338 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-3599 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-5616 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-30998 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-6214 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3424.1996,-5954.7939,2196.2432,4321.2180,-2945.1273,6475.8788,-6403.6204,4453.9080,3337.2945,1375.4601,4338.5236,1216.8046,5699.3798,-984.3648,3307.8427,5363.7622,2956.8774,-4688.9534,84.5146,-6163.2726,-2430.9790,310.2718,5233.9037,-1277.7683,-6028.5658,5177.4059,1752.6284,2240.6713,3033.3608,-195.7592,-2575.4536,4837.8800,2007.7959,-5485.7638,-4957.9472,2085.9335,3538.3566,5788.0535,4433.4440,-389.5986,4245.8764,-943.9474,2908.9408,424.0772,1072.5437,707.1264,-3123.8028,-3487.5498,873.5394,3705.6051,-2776.7764,-5920.7969,2813.8434,-4046.0972,4061.9374,-4663.2583,1249.9405,-5020.2171,2461.2172,2103.5682,-5013.1675,-4349.8452,-940.7918,-4747.5548,-312.3839,-3816.4733,-2578.6854,-4446.4387,3652.3490,1392.7382,3841.6894,-1539.9883,-3602.1015,6160.2886,-4518.4796,-3519.9555,2305.2320,4372.5909,-1608.8400,395.1015,-4041.3584,2843.8279,-1727.6863,-2910.3359,-2297.2596,2764.4965,4105.2446,-4668.3976,5216.0724,-3081.4020,3471.5179,504.7163,-5938.2284,3979.3194,-6093.7582,1410.4664,-2733.5740,-206.3375,677.8646,-5958.3755,288888.2710,279109.4662,280657.8608,282206.7172,278575.2428,279892.4107,287941.6156,283292.2179,131637751.6498,131659066.0615,131641458.1317,131647773.3245,284946.2831,131653278.5031,4054.2392,1221.6066,-6417.4641,-2975.3933,-3391.7079,63.9442,1230.1455,5123.0419,-3460.5265,-4973.0112,2737.7251,-5789.3346,-488.5362,-3619.1856,-3692.0616,3566.0045,-4108.4018,2703.8207,5518.2000,2396.7149,2373.3020,-6066.0593,-2713.1003,6474.6503,-2449.5490,-1409.8026,-5225.6006,6370.5035,-3699.3700,-4213.2147,4895.1172,4278.4847,6503.8254,-3630.2312,1864.7278,6076.8802,4550.4309,-420.0586,-3022.3504,-4125.4932,3493.1318,6647.3462,4038.4923,-6103.9695,6694.5942,5141.8967,-2816.7149,2308.3462,-1507.1313,-3458.8660,-4666.4306,2978.0058,4411.7354,-3078.9860,-5112.5715,-228.0041,6585.0439,3746.3800,4888.2674,5075.5022,-3237.8637,-1068.1373,5164.4283,1723.1922,-6446.9019,-1778.7977,-999.5020,-3056.0952,-2016.7191,-6628.3936,3342.7419,4094.8225,-3106.7833,-2525.3424,2006.2178,2397.0879,-5266.0625,2039.7573,4991.6864,-6543.1513,2213.9037,-2915.2160,1834.1356,3395.4737,5089.4426,-4504.9376,3744.2739,975.6032,4362.1290,-1009.9074,-5857.3417,5195.3768,-2941.2121,-3573.8309,3299.9891,-4786.7710,4313.0452,-4041.8676,6223.7157,-3466.8596,190570.0492,166485.8673,179371.3710,180146.0577,172303.7648,174309.9645,172457.7598,174623.1304,-16151049.2823,-16192474.4706,-16174542.0566,-16150821.0584,174974.0589,-16157337.1028,-4395.2107,-3411.2822,1298.5043,-4533.2656,-5176.5102,-2376.4454,-2237.1847,-667.5156,-4966.5449,4500.8602,4659.8740,-3381.2316,-3686.5183,5846.3199,4809.4946,-2342.1486,4715.7888,4318.9347,4164.3888,-2050.4700,-6045.4118,-3308.0918,3600.2580,-1681.2062,2167.1551,4369.2472,-4203.3356,-1594.7190,4954.3489,5458.6029,4201.8617,2504.0799,468.7105,2102.6034,-4409.6720,1835.2701,-3702.0474,3654.1554,-4254.8322,-5534.8394,4301.6285,1631.9860,4780.6539,-3261.3931,719.9525,4551.6775,5348.0015,5419.2641,6694.6269,4724.1112,4143.0818,-1909.3502,-4357.5488,4431.8196,-2280.3617,-5091.5782,-1775.7551,-2940.8212,4233.7339,-4034.3199,-3467.0543,5235.4931,4482.0522,4586.1307,-2429.4960,5471.6942,6363.0430,-4313.8179,-5517.1739,828.9500,4649.0366,5210.5464,5001.2393,1973.5154,4697.6211,-5378.3297,3669.6999,-4998.3385,-4503.2016,2102.0581,-5136.5528,-5628.7790,6467.6949,5258.5159,-4112.5869,4524.6536,-3951.8231,-4865.8649,1233.7930,-6149.6619,-1121.8593,4466.1492,-1142.8002,3999.7938,393.2189,4372.7664,4519.7902,5369.8478,2923.5367,-705.8874,162507.4227,156810.5947,158731.7990,162649.3240,163948.0786,153787.8701,150932.0752,159256.6825,40179339.4527,40208019.2845,40202799.0801,40200256.5257,158685.3458,40191033.9261,
300.000,-2601.5813,-4746.4113,1039.5528,3278.4128,-4729.0763,5695.2120,-5290.1481,5028.7019,1293.0301,-789.7438,5077.8631,-715.7222,4432.6438,-2580.4496,2429.4739,6295.0750,1080.8546,-3919.6950,1650.3116,-5695.1288,-4132.6059,-1044.6010,3566.8534,398.8062,-6713.9753,3962.9135,13.3521,3688.9248,945.4469,-2299.8558,-2293.4319,5310.1610,3098.6493,-6354.7376,-4987.3907,3334.3393,4022.7431,6241.6906,2560.8818,-2507.8859,4913.9421,262.3630,3710.1090,-1369.4093,2242.7464,2687.6709,-4067.9130,-2427.9800,913.3576,2079.2469,-4063.1163,-5497.1158,4624.6366,-4169.0257,3221.1197,-5297.5575,2775.1922,-5782.3409,4319.4658,3986.5485,-4872.1296,-3987.8086,553.5509,-4024.4363,-1615.5486,-4247.2083,-4123.6316,-5872.0144,2650.7445,77.6721,4140.7990,645.1602,-4061.0468,5042.8650,-4392.7617,-1825.6636,258.4553,5320.7527,-250.3421,-851.9939,-3595.4932,2888.8576,312.5779,-847.4914,-210.6742,693.0974,4774.3130,-2845.9304,5982.9529,-2176.6455,2094.6514,2073.1265,-6436.8072,3391.3524,-6085.4982,-584.4168,-1014.3317,-2362.6900,1924.2943,-5219.8512,284780.5086,275580.6548,277034.6390,278559.1344,274852.2907,276172.1875,284176.3856,279836.4570,131963619.6368,131985736.4756,131967724.9443,131973288.1934,281239.8859,131979179.5135,5588.1298,2765.8057,-6810.3808,-4736.2989,-2483.0419,-1564.2752,2339.8837,3926.1851,-3996.3738,-4955.6178,712.4998,-5282.7194,-1892.2174,-4517.3329,-5328.3273,2641.0696,-5151.2687,4533.3244,4340.8561,3893.9068,3031.1066,-6622.9202,-3500.5464,6092.2586,-1355.2132,-3160.9226,-6104.8865,5874.9406,-4083.6657,-4291.1558,6114.1753,2519.4208,5928.8767,-2689.3175,3608.6439,5792.9385,2734.3510,-1909.2231,-3714.7503,-3697.8459,1497.1258,6904.5475,2113.4303,-5351.8688,6344.6289,4289.4989,-833.0031,4146.7704,775.5806,-4854.5731,-2977.6588,4161.0464,3485.1803,-1013.5551,-6096.4872,1619.2652,6347.2411,3717.5770,4257.2844,4614.1703,-1428.1862,1065.6784,6097.1878,3709.8975,-6667.4263,357.6878,370.5309,-2114.3706,-3894.8923,-6320.8087,1300.4347,4036.8312,-1030.6207,-2792.5402,3855.0143,3776.2589,-5197.6472,3102.3988,6111.6187,-6825.2751,4130.5294,-4658.2914,2683.0225,4048.6052,5145.2333,-5043.4830,1759.7449,1648.4737,3414.6999,967.5219,-5944.1284,3896.3380,-1810.6794,-5157.5425,2790.5145,-4159.0373,5497.7668,-3593.7861,5062.9489,-3542.7750,196682.4474,172515.1522,185390.9112,186050.3679,178222.4167,180205.4539,178444.1185,180499.5423,-13268603.8848,-13310188.9887,-13292690.0250,-13268927.6440,180916.2037,-13274964.7546,-3077.4803,-4290.6144,-510.7822,-3858.8027,-4293.7821,-3566.1489,-3751.9855,-2418.6127,-5489.5108,4657.7199,4662.8123,-4244.4312,-4805.4484,4605.3753,3665.8582,-586.3804,4490.3701,3471.8204,5120.0638,-565.8753,-4671.6453,-1692.6577,4766.2789,-3019.0693,396.5344,4709.7419,-3281.6707,-74.3317,5463.6169,4888.8927,2374.5746,3662.7007,-1349.9963,334.8158,-3097.3283,18.1878,-4824.6653,2112.5521,-5152.1016,-5276.0904,4726.8065,-168.9618,5420.6270,-4190.6284,-1108.0923,4693.6869,5390.0214,4877.0136,6812.1539,4486.5795,4611.9723,-121.6772,-3581.8943,5202.4813,-524.1265,-4126.2673,-267.4803,-780.6602,3333.8030,-3044.9299,-4675.8244,5516.5198,3193.3788,4073.5502,-690.1209,5432.0628,5568.9686,-2958.6965,-5063.9557,2562.9801,5356.7247,5437.7100,5484.2323,3868.1548,3518.4115,-5428.4038,4406.4055,-3212.2970,-3218.3398,327.5393,-4197.7771,-4268.6079,6394.3033,5526.3826,-4645.0707,4742.5856,-4538.6863,-5966.8151,-576.2212,-6531.3209,-2813.6817,5262.5875,696.2280,2556.2124,-1837.4192,5134.8162,3906.6129,5169.2935,4287.0986,-2871.6979,162458.4593,156762.7150,158779.6219,162439.3818,163995.0228,153955.9317,150751.5534,159636.7900,40179962.6817,40208394.5233,40203090.3735,40201027.9435,158631.4035,40191573.4587,
600.000,-1552.1763,-3105.0022,-226.5987,1954.8450,-6037.8679,4369.4918,-3650.0191,5104.5088,-873.3321,-2878.6665,5367.9169,-2601.5830,2727.4868,-3874.3124,1350.4970,6579.0383,-875.0841,-2803.3142,3099.8935,-4675.5144,-5416.5429,-2277.4244,1545.1595,2060.8170,-6713.3465,2396.2809,-1701.3692,4779.6242,-1235.4570,-4161.3680,-1808.8560,5299.4046,3882.8822,-6587.5370,-4545.3673,4213.6057,4150.9961,6071.0825,430.0602,-4383.6300,5161.6974,1444.3468,4201.2681,-3061.3287,3192.2768,4425.1199,-4644.4786,-1172.7971,757.9395,283.4422,-4978.9040,-4521.7376,5964.7788,-3905.4490,2064.7352,-5440.0793,4029.0139,-5915.1459,5752.4882,5453.7250,-4290.3869,-3286.8270,1960.5054,-2932.1347,-2748.9590,-4314.8984,-5290.7887,-6711.7063,1440.3645,-1273.6749,4086.1602,2768.3779,-4176.9521,3398.7325,-3849.3646,15.1830,-1830.8317,5667.0385,1098.9756,-2009.3330,-2837.3728,2694.8555,2287.0037,1285.2109,1905.7262,-1437.0365,5001.9031,-733.5005,6156.9174,-1128.8337,483.3852,3480.3773,-6238.7222,2457.5369,-5404.3729,-2545.3676,777.8413,-4271.6347,3025.8824,-3932.1824,280543.0125,271923.5621,273290.1926,274791.6211,271007.6081,272334.4044,280284.8572,276367.7295,132226384.1405,132249313.0977,132230912.0330,132235732.9938,277409.5968,132241980.6183,6558.0581,4083.5655,-6524.0845,-6046.2232,-1369.3848,-3070.0860,3257.3601,2305.7876,-4197.1971,-4485.7652,-1365.8384,-4269.5014,-3148.9738,-5002.6680,-6435.7523,1451.7568,-5728.1602,5921.1867,2765.3146,5007.5089,3302.3393,-6526.7235,-3993.1940,5100.4464,-127.1104,-4635.7243,-6410.7374,4811.1929,-4119.9991,-3994.3326,6704.4507,502.0563,4734.1194,-1483.3829,4971.2142,4868.2342,631.2667,-3182.7622,-4086.4217,-2962.5096,-634.4232,6472.7234,-10.4311,-4108.3051,5332.3638,3057.6952,1210.7425,5579.4905,2973.1990,-5809.4381,-1006.8152,4924.8222,2237.0818,1171.5300,-6470.5549,3275.7306,5494.9478,3271.2837,3243.7611,3710.3737,550.8371,3107.7638,6437.7045,5323.3609,-6220.3365,2444.9053,1642.0623,-995.0614,-5405.6648,-5366.3928,-876.6288,3620.7233,1143.6332,-2824.8774,5288.8539,4819.9450,-4640.4104,3865.7031,6635.6094,-6419.1021,5628.8593,-5913.3415,3336.9819,4359.1193,4747.7571,-5144.7302,-401.3401,2223.6971,2121.4456,2886.1945,-5456.1669,2237.8687,-475.5860,-6162.4418,2000.6079,-3116.3615,6146.5032,-2817.6190,3410.4570,-3197.6651,202704.7490,178473.0522,191329.3379,191874.5570,184062.4361,186022.6461,184349.8547,186343.3159,-10379633.8162,-10421358.3483,-10404299.0858,-10380532.9926,186779.9163,-10386066.3798,-1424.3684,-4718.7606,-2264.8035,-2771.9031,-2936.2815,-4368.9840,-4859.0546,-3898.2643,-5421.6218,4298.2920,4167.2749,-4630.2297,-5382.3492,2875.7345,2126.1937,1234.4000,3782.3280,2252.3085,5524.4427,979.5896,-2799.3869,105.3705,5417.4476,-4016.4428,-1417.9295,4544.3406,-2008.7226,1453.9842,5378.2704,3789.7013,294.8283,4428.4292,-3017.2511,-1469.2427,-1447.6936,-1801.0979,-5413.6626,337.6027,-5479.1289,-4449.6907,4657.3455,-1951.6719,5474.1641,-4672.2295,-2811.5642,4328.0108,4824.1679,3794.3706,6199.5972,3769.0905,4565.8363,1679.2134,-2402.1545,5370.7706,1288.6538,-2715.1566,1269.4312,1463.5883,2075.4347,-1712.8587,-5378.6133,5198.1326,1558.8941,3104.4254,1124.3563,4805.8477,4182.5527,-1283.5014,-4066.4199,4009.1129,5483.3430,5051.3215,5374.2703,5350.9281,1944.4435,-4880.9391,4648.6086,-1084.7174,-1586.1139,-1482.8041,-2804.0664,-2455.1977,5642.2823,5197.1287,-4681.8748,4459.3635,-4616.1434,-6398.1200,-2324.0136,-6223.0994,-4200.4360,5481.6703,2453.5013,807.2270,-3872.1775,5273.6997,2854.9971,4364.8037,5187.6070,-4730.1232,162409.0130,156715.4760,158827.0485,162224.2802,164038.3380,154130.0734,150576.0812,159938.0894,40180591.0631,40208768.6188,40203378.3756,40201781.3628,158577.3472,40192112.8936,
