sl_10_5400_20270302 Coordinates.csv
2027/03/02 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:50 2024,
Start: 2027/03/02 07:47:00.00, Stop: 2027/03/02 09:17:00.00,
TIME_UNITS,STARLINK-5242 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-2191 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,77.6199,-4737.6170,-2773.8604,4515.2260,-405.9018,-1340.1391,1667.2881,-629.2035,-3527.8260,0.0000,-348354.2329,-361675.1161,-351434.1422,-350290.7386,-358619.4823,-356246.5325,-351514.5246,-352055.1693,72901419.6036,72891812.1823,72881037.5152,72904111.6747,-351878.0081,72902217.6164,-6186.6788,1766.1867,-5882.3344,-4146.2960,-5913.2147,-3918.7003,-4686.8462,4147.7831,5620.7996,0.0000,-61931.3499,-94706.0817,-71405.7237,-72530.7875,-75421.8084,-74963.4561,-80732.0492,-77031.6026,-66764449.4587,-66794937.4169,-66797669.2632,-66774575.6936,-77475.8223,-66783377.0955,3037.7243,-4580.5019,2324.7018,2807.2480,-3607.0820,-5487.8829,-4789.2833,-5232.9701,1952.1540,0.0000,-182541.5779,-185051.4879,-183596.2187,-181911.1563,-178397.9006,-187233.9736,-193099.1568,-186188.4424,29600213.5140,29576036.0602,29610906.6326,29614066.6006,-184424.4475,29607861.2791,
3000.000,-1317.6034,-4005.7994,-4039.5064,2819.1510,-2199.4246,-3286.8199,-370.7212,1548.6901,-2011.8067,0.0000,-347092.7028,-359648.0283,-349623.4375,-348559.9370,-356940.1410,-354530.8463,-349861.3032,-350802.0890,74346923.3667,74337746.3983,74326910.5328,74349060.4985,-350183.4024,74347766.9623,-5161.9805,3745.3817,-5575.2734,-4463.4874,-6114.9164,-2956.5403,-4254.9906,3769.5074,5602.4209,0.0000,-69321.4549,-102268.7045,-78831.2680,-80045.2786,-82841.9739,-82425.9411,-88068.5164,-84276.7686,-65152701.6890,-65183208.7692,-65186591.3823,-65162881.5533,-84878.1588,-65171709.5165,4370.0200,-4057.3268,572.1851,4189.8074,-2428.4674,-5265.5100,-5426.5618,-5327.2133,3519.5161,0.0000,-182546.1833,-185043.2994,-183477.3278,-182089.4235,-178300.0840,-186932.5574,-193158.7223,-186013.1657,29601371.2478,29577014.3988,29611551.5293,29615422.0606,-184399.6233,29608812.4447,
3300.000,-2626.2226,-2906.2196,-4896.4704,802.0291,-3763.3244,-4923.8406,-2395.9523,3569.7005,-268.1423,0.0000,-345674.5908,-357462.3941,-347656.7538,-346671.6811,-355103.8775,-352647.8915,-348055.2646,-349354.8677,75756801.3956,75748051.5219,75737181.5971,75758383.9233,-348333.1123,75757694.0711,-3638.6752,5347.4620,-4715.3346,-4346.7048,-5741.3501,-1751.6357,-3455.9485,3042.4215,5055.8880,0.0000,-76687.7502,-109787.0708,-86223.3651,-87531.0216,-90225.9315,-89855.2738,-95369.6680,-91546.2063,-63509674.1635,-63540186.5978,-63544221.3389,-63519953.0547,-92243.5139,-63528760.6122,5226.8590,-3079.1734,-1242.2847,5085.4611,-990.4457,-4467.1770,-5478.1181,-4794.4449,4707.6641,0.0000,-182550.8880,-185034.9729,-183360.0915,-182273.3996,-178205.4826,-186624.6712,-193213.4236,-185722.2821,29602532.3787,29577995.5643,29612195.8415,29616758.9617,-184374.6977,29609763.6426,
3600.000,-3725.3244,-1540.7651,-5275.7117,-1321.7440,-4955.7931,-6080.8759,-4205.6420,5210.8187,1538.2629,0.0000,-344100.2907,-355119.1952,-345534.9088,-344626.8982,-353111.5249,-350597.2760,-346097.1324,-347682.7887,77130377.0202,77122050.4435,77111173.5462,77131408.7349,-346327.9431,77131322.2018,-1775.0667,6406.9968,-3376.0110,-3819.0052,-4818.2109,-417.3966,-2370.4598,2039.4901,4046.3417,0.0000,-84026.9407,-117257.8471,-93578.6907,-94985.6214,-97570.3346,-97248.1251,-102632.3865,-98841.1344,-61836154.2213,-61866658.3585,-61871345.6049,-61846576.3289,-99568.6141,-61855317.5722,5515.2770,-1755.2502,-2922.4503,5390.3750,553.4954,-3179.6631,-4938.5037,-3696.8969,5388.8627,0.0000,-182555.6920,-185026.5074,-183244.6855,-182463.0917,-178114.0792,-186310.4571,-193263.2967,-185334.7686,29603696.8118,29578979.5917,29612839.6405,29618077.0695,-184349.6707,29610714.8730,
3900.000,-4506.9898,-35.3171,-5155.6519,-3323.7888,-5672.0351,-6634.0406,-5615.7798,6288.9513,3232.2098,0.0000,-342370.2645,-352619.4837,-343258.7918,-342426.6397,-350963.9834,-348378.5460,-343987.6933,-345759.6839,78466990.9685,78459083.4538,78448226.5860,78467478.9131,-344168.7687,78467992.0057,239.0674,6813.6197,-1680.2982,-2941.0060,-3424.5681,924.8491,-1101.2248,857.0552,2680.8467,0.0000,-91335.7367,-124677.7215,-100893.9336,-102406.8173,-104871.8574,-104601.1851,-109853.5647,-106157.0429,-60132943.8351,-60163426.1549,-60168765.3049,-60143551.9910,-106850.2034,-60152182.2231,5203.9839,-233.9449,-4287.1038,5069.2093,2038.1600,-1543.4246,-3865.5704,-2163.1632,5489.9985,0.0000,-182560.5952,-185017.9019,-183131.2819,-182658.4633,-178025.8577,-185990.1366,-193308.3752,-184876.2709,29604864.4506,29579966.5163,29613482.9970,29619376.2176,-184324.5422,29611666.1359,
4200.000,-4888.8145,1471.4908,-4562.1927,-4986.3407,-5853.5497,-6519.7512,-6479.7970,6681.7905,4645.1835,0.0000,-340485.0427,-349964.3813,-340829.3631,-340072.0978,-348662.2210,-345991.1669,-341727.7966,-343565.9424,79766001.6836,79758508.5609,79747698.6068,79765955.9525,-341856.5319,79767061.8425,2201.9009,6524.1219,210.9472,-1803.8042,-1686.3478,2156.5593,236.4802,-393.7922,1096.7718,0.0000,-98610.8548,-132043.4057,-108165.7975,-109792.5025,-112127.1952,-111911.1678,-117030.1074,-113483.9704,-58400859.2266,-58431306.3539,-58437295.8332,-58411694.7731,-114085.0447,-58420170.6438,4326.6445,1313.6773,-5189.6840,4159.0832,3304.5376,262.3231,-2374.6213,-373.7553,5000.1881,0.0000,-182565.5975,-185009.1552,-183020.0488,-182859.4172,-177940.8031,-185664.0372,-193348.6909,-184377.6664,29606035.1974,29580956.3742,29614125.9813,29620656.2964,-184299.3124,29612617.4311,
4500.000,-4822.7328,2840.8902,-3564.0986,-6126.0811,-5492.6654,-5742.6328,-6704.2162,6342.5190,5632.1097,0.0000,-338445.2236,-347155.0792,-338247.6545,-337564.6276,-346207.2723,-343434.5021,-339318.3545,-341090.2840,81026785.6313,81019701.7987,81008965.4923,81026219.1766,-339392.2431,81027908.0885,3919.7958,5567.4791,2114.5076,-519.6457,235.1352,3172.2459,1524.8917,-1597.1261,-552.0666,0.0000,-105849.0202,-139351.6364,-115391.0025,-117140.7438,-119333.0668,-119174.8166,-124158.9327,-120807.1518,-56640730.4752,-56671129.1946,-56677766.4634,-56651833.1485,-121269.9212,-56660112.7746,2978.3935,2713.2766,-5533.6737,2765.4571,4217.0538,2039.2035,-626.4962,1459.8626,3971.9155,0.0000,-182570.6986,-185000.2662,-182911.1499,-183065.7725,-177858.9020,-185332.6272,-193384.2733,-183873.2807,29607208.9529,29581949.2022,29614768.6632,29621917.2451,-184273.9812,29613568.7588,
4800.000,-4301.2279,3946.6998,-2264.7449,-6614.8356,-4632.0063,-4376.0913,-6259.4072,5306.0076,6086.4601,0.0000,-336251.4734,-344192.8371,-335514.7683,-334905.7755,-343600.2386,-340707.7913,-336760.3417,-338331.1632,82248737.5989,82242057.5264,82231421.4197,82247666.0424,-336776.9805,82249925.4361,5226.5867,4041.9663,3842.4729,788.9061,2158.3622,3888.3070,2653.8524,-2642.5892,-2110.2677,0.0000,-113046.9671,-146599.1765,-122566.2866,-124449.8021,-126486.2149,-126388.9108,-131236.9736,-128108.0302,-54853401.1202,-54883738.3904,-54891019.9515,-54864808.9462,-128401.6381,-54872852.0197,1305.7854,3807.1718,-5282.4236,1050.1917,4678.1460,3591.7871,1189.5462,3120.5005,2515.6245,0.0000,-182575.8986,-184991.2340,-182804.7443,-183277.2328,-177780.1419,-184996.5631,-193415.1498,-183398.7466,29608385.6165,29582945.0374,29615411.1120,29623159.0433,-184248.5486,29614520.1189,
5100.000,-3359.9752,4686.8061,-791.3777,-6394.6503,-3359.2463,-2555.2299,-5183.8116,3685.2714,5952.1846,0.0000,-333904.5262,-341078.9828,-332631.8774,-332097.3169,-340842.2874,-337810.1285,-334054.7952,-335297.6207,83431270.9863,83424988.7195,83414479.1505,83429712.4362,-334011.8894,83432527.1838,6000.0312,2104.6918,5220.5050,2000.4684,3898.8974,4249.5035,3530.0311,-3435.2074,-3435.4967,0.0000,-120201.4408,-153782.8167,-129688.4078,-131718.1533,-133583.4079,-133550.2733,-138261.1794,-135365.6161,-53039727.7560,-53069990.7243,-53077912.1323,-53051476.9592,-135477.0237,-53059244.8429,-509.0567,4472.2796,-4462.7903,-787.2234,4638.5946,4749.4407,2876.4724,4411.4371,788.1003,0.0000,-182581.1971,-184982.0573,-182700.9863,-183493.3432,-177704.5118,-184656.7523,-193441.3462,-182988.5317,29609565.0863,29583943.9177,29616053.3966,29624381.7050,-184223.0147,29615471.5113,
5400.000,-2076.1956,4992.3121,717.0953,-5485.0182,-1797.9650,-463.0106,-3580.7767,1658.6192,5230.9212,0.0000,-331405.1837,-337814.9119,-329600.2244,-329141.3042,-337934.6519,-334740.4449,-331202.8142,-332009.3692,84573818.0868,84567927.2518,84557570.3134,84571792.9608,-331098.1817,84575145.5186,6173.5454,-45.0438,6105.2803,3005.9306,5287.1120,4232.5387,4084.3420,-3903.5624,-4411.5921,0.0000,-127309.1987,-160899.3772,-136754.1454,-138944.5036,-140621.4409,-140655.7787,-145228.5171,-142558.1375,-51200579.6221,-51230755.6389,-51239311.5100,-51212704.5443,-142492.9309,-51220160.3572,-2268.5186,4633.9127,-3162.4354,-2533.2255,4102.6589,5385.1737,4251.2110,5179.9784,-1024.4108,0.0000,-182586.5941,-184972.7351,-182600.0247,-183713.4309,-177632.0017,-184314.4380,-193462.8858,-182673.2386,29610747.2591,29584945.8818,29616695.5857,29625585.2727,-184197.3795,29616422.9361,
