sl_100_86400_20270327 Coordinates.csv
2027/03/27 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:27 2024,
Start: 2027/03/27 07:47:00.00, Stop: 2027/03/28 07:47:00.00,
TIME_UNITS,STARLINK-5292 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-6324 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-4581 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-6324 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-6324 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4028.6372,-2640.7865,3452.8947,-1956.9784,-6652.4521,-479.4440,-6895.4688,-181.3438,-340.2160,-6080.0631,-5319.2977,4079.6759,5940.7142,-793.7603,5145.9176,470.1067,-6658.5159,-6076.4874,3626.7010,-2712.7709,6020.4662,-4703.7155,-1514.1177,2853.2866,1319.6143,-5178.4554,2897.6688,6480.3375,-6597.9237,-6161.6546,-1110.1231,-623.8457,5088.2561,1313.2931,-5466.1699,429.8809,-685.1260,4700.0674,-1945.7391,-1386.0914,-4246.0342,-1386.5166,-2812.7086,-5392.8384,-4059.2679,-4972.2923,4527.8500,-5458.9683,5729.9011,5061.7200,-5464.4918,-2128.1062,1741.0852,0.0000,-4755.4517,-1373.9800,-6076.4916,-2669.2018,3973.3270,-3835.6818,3302.5087,0.0000,-2143.7137,-6671.2112,-6090.2804,-6813.8373,4234.9614,-1511.4808,479.1604,3348.0398,-5553.3227,-5819.2779,1655.5401,4541.2515,4894.3032,5863.0663,-5136.7220,2622.4201,4957.1611,-5740.4180,5867.3195,242.7526,5487.6765,4639.6946,2002.2443,5997.4402,-6675.6301,-5066.5477,1807.2595,5953.2345,-2616.0113,4577.5877,6701.0241,320.4810,2977.8205,-2560.5806,4614.6451,1602.7653,-2759.0317,-1708.2954,-182346.6391,-191311.2852,-192117.6482,-190317.0143,-196049.5997,-194206.7057,-187039.8419,-190240.9990,105202318.0698,105188117.3013,105186375.6813,105187153.8370,-189186.9233,105186083.2797,1601.2398,3199.8058,-4818.0844,3697.6836,-702.7249,-6593.3411,-663.7572,-949.5226,-4426.1708,-1059.2337,-2184.6431,-1713.3390,538.4827,-2372.6496,4569.1184,6762.4624,180.8757,383.3412,3601.7292,-3117.7837,-2605.3189,-4967.8130,-5073.5395,-3065.6725,-3909.3523,-300.6092,6155.1110,712.6265,-1515.8026,372.5310,-6001.9314,-6069.6476,129.1312,3925.8882,-113.9466,6149.4991,-4242.5839,1984.0038,4893.1652,5609.7855,5402.0278,-6713.5830,3039.0118,-3509.5157,3443.1920,-4540.3508,4615.1700,-854.5698,1625.6410,-2360.0452,-1086.9780,6552.8867,-4130.1119,0.0000,3568.4699,3746.9332,-2312.2038,-4607.1689,-4485.6680,3354.3898,-5368.0493,0.0000,-6517.9763,1186.6707,-123.1965,-1262.1606,-3337.8712,3879.8860,-5805.1001,3980.7805,412.0913,660.3162,-4871.8720,-4510.7041,2766.9015,-3437.9224,-3584.7838,-4770.2880,3105.3207,1138.7436,3374.6654,-5694.8822,-1972.5072,-3416.7829,6121.2501,2391.8862,1236.1408,-819.8817,-5800.4592,3156.0093,-3769.2192,-2045.8681,901.2624,-4294.1400,-5952.2558,4828.0047,-2974.4920,-6188.4319,-3336.4900,4090.9821,-297644.5629,-298538.7091,-295025.4390,-294683.9994,-301149.9762,-299577.5909,-303707.1444,-299994.4014,-45429727.0308,-45411835.5700,-45437648.6547,-45433448.1259,-300423.5803,-45427527.5415,-5451.3684,-5529.3704,3578.1872,5492.4274,1382.0392,2010.7624,252.2264,-6879.9247,-5200.2657,3190.9677,3688.4941,-5321.0256,3311.3828,-6489.8214,-701.9517,1396.6237,-1551.9253,3271.1489,-4690.2069,5524.1851,1992.7598,-1040.7207,4376.4946,5489.5864,-5430.7189,-4494.1212,-1165.5370,-2055.2144,-1417.0272,-2971.6341,-3041.3703,3285.9174,4672.2002,-5532.8793,-4262.8645,2573.7585,5400.4958,-4677.6114,4492.0841,-3802.9357,-396.1751,-536.9592,5521.2809,-2293.2154,4355.3249,1795.6312,-2154.3271,4036.3411,3373.7554,4063.8717,3908.0226,697.7908,5229.9409,0.0000,-3533.2053,5321.2886,2413.2760,4422.7551,-3113.9470,-4619.6514,2789.5022,0.0000,833.5187,749.0725,2910.1530,-33.0775,4138.5699,-5496.3609,3695.1317,4573.4896,-4133.0305,-3719.5667,4631.9755,2016.2574,-4062.4243,-913.1201,2488.0142,-4082.2282,3715.1041,-3694.3701,1517.9347,3728.9104,3635.0728,3615.8934,2553.6786,2501.1970,634.7750,4340.5319,3081.1439,-1283.4736,-5166.8847,-4672.3553,-1520.3545,5400.5293,1970.0588,-4138.9975,-4126.0197,2861.1501,-5393.6435,-5302.8452,-172611.1556,-175361.9019,-174708.0850,-170693.2450,-169463.3577,-179651.0417,-182437.9513,-176137.7510,36590748.2973,36570792.8050,36559217.1481,36573340.3474,-174708.5260,36578542.7900,
3600.000,-6631.8146,-796.5524,545.0539,-1260.1112,6052.2335,3105.5795,5926.7650,-4862.7631,3993.2642,2890.1394,6816.4537,-3690.6117,-6394.6806,4836.0891,-5870.3921,-1920.4390,3978.4170,3073.8255,-6253.3189,5759.2297,-2580.3962,5202.4511,4052.6678,-260.2042,2670.7728,5609.7382,-3722.9535,-6263.4769,6270.6127,2945.1715,3932.7244,3601.6057,-2629.6635,-5211.3582,6043.5638,-2670.7397,4630.6894,-3742.3898,-2174.6904,-293.8054,2017.7735,2834.1101,-80.9460,6514.5485,3385.5518,6122.7273,-5024.3706,6386.8489,-3552.5378,-1171.8722,3978.6822,-252.2762,2755.6963,0.0000,3447.6019,-3552.8001,6829.8309,5781.4894,-2386.6085,291.2218,327.8192,0.0000,3260.1386,4137.5291,2711.2681,5927.9041,-3434.4453,-2104.9450,1383.0571,-6229.8148,5863.7334,6002.0655,1726.9875,-131.5802,-5046.7314,-3949.4609,4029.5401,335.0962,-6832.8893,2389.5914,-3662.0066,3817.1538,-1631.3861,-2989.4447,-4088.6957,-6827.6487,4188.6697,6456.4731,906.9801,-6322.4357,5900.9546,-2363.9528,-5118.7387,3926.1809,306.7522,-243.3968,-3176.4031,1525.9889,6083.6961,-2712.1772,-101804.8877,-104819.9897,-109683.2551,-108413.8240,-115094.2411,-112905.9160,-106617.3495,-106724.2066,113426568.2077,113409304.5271,113415444.4385,113414958.9464,-108079.1013,113410474.2792,-1622.2819,-5604.8498,5060.8919,-5936.3452,-1870.9943,4244.6909,-1633.7019,1723.3719,5183.3053,-733.9554,-536.9676,5259.0131,2350.6454,2900.1290,-2209.5756,-5982.0501,-2374.4486,-2863.1473,-967.0163,306.8479,3672.9127,3231.8119,1337.3758,6030.4682,5532.8839,-3444.0299,-3343.3838,1906.2530,-154.4660,-2952.4530,5496.6608,3575.1574,3481.8868,-2581.1040,-3043.3005,-5536.5636,2364.4361,2259.2711,-5097.9186,-6902.0221,-5354.5051,4403.6966,-5887.4733,1098.4476,-5977.5052,2838.1299,-553.6359,-2336.8065,2080.0894,3992.8501,-3375.8715,-6293.4608,4085.5551,0.0000,-5990.2695,-4923.2482,207.6589,3321.6796,6040.2199,-5815.6052,4289.5761,0.0000,4044.5679,-3583.1990,-3037.5738,-1200.2065,5866.7792,-5669.6424,6743.3319,-1939.7971,-3486.0307,-3436.1778,6202.0553,4152.2751,1303.0124,4352.0251,-753.2544,6751.4623,-1073.0295,-3403.0402,-4597.7779,3434.0395,3784.4969,6116.2657,-3141.1018,-256.0715,-3595.2795,-1880.9837,6707.4689,-592.9187,2917.1075,5675.4520,1882.0228,3432.8994,5321.6851,-6773.5170,5999.8462,4969.8516,1746.1495,-4186.9279,-330844.5104,-337289.2608,-332284.7868,-333244.6879,-339075.8923,-337785.7950,-340790.6047,-338165.7098,-16576366.4860,-16556862.5387,-16578377.9640,-16569562.6383,-338098.2803,-16573258.7157,1366.8456,3953.8207,-4704.6810,-3311.2418,2559.0053,-4490.0254,3199.0729,4638.5903,1960.7817,-6283.1768,-152.4811,2556.6806,451.7064,4061.7048,-2919.7485,2897.6236,5018.7540,-5497.0856,2824.6780,-3803.1284,-5189.8741,-3227.7968,-5394.0066,-3371.9872,2942.2137,1921.3917,4742.5684,-1957.6039,-2920.2345,5421.9429,-883.8554,-4729.6769,-5368.5407,3718.5517,1482.5939,2614.9036,-4553.3725,5352.7491,-4161.6045,-329.9150,-3831.2938,4445.1016,-3617.9874,-1725.6140,-416.2190,1751.4437,4560.7005,-810.1714,-5481.2275,-5522.5397,-4382.6878,2874.2713,-4825.9763,0.0000,129.7873,-2742.5790,1203.3514,-1890.1222,-1843.3272,3642.9117,-5394.2227,0.0000,-4565.2739,-4068.5608,-5394.2307,-3385.2046,239.8441,3298.2853,482.4658,-2350.3721,1217.0363,491.5443,-2571.7568,-5277.9567,4563.1687,-3540.0694,-5359.8946,729.2778,-512.1942,5518.9800,3680.4295,-4487.9849,-5508.6481,59.4164,-4636.8585,1138.6725,-4008.3403,208.7446,803.6408,-2599.4234,2085.4192,3011.9794,4266.2550,-4544.2189,-4452.4653,997.7492,1008.4115,-4692.3065,2774.7047,4771.1635,-172571.6366,-174367.1077,-174102.3598,-173469.2444,-169024.7025,-177141.5572,-184199.1714,-174137.6346,36601451.0080,36588334.5627,36570123.6556,36584581.0005,-175268.1476,36589256.4271,
7200.000,5889.3687,2921.9331,-4303.3872,3108.7083,-2638.2373,-5490.9104,-2970.7083,6925.8634,-5084.6266,485.3835,-5053.5002,2426.4906,3678.5224,-6060.9326,4849.7622,3426.6022,140.5194,333.3012,6764.7397,-6705.1554,-2020.0855,-4200.1928,-5964.2732,-1519.4550,-4496.6004,-3913.9772,4314.7216,3046.8862,-3442.7880,831.4677,-4985.6368,-6067.9874,406.5093,6782.2409,-4569.2607,3941.0185,-6820.4081,2759.3405,5218.9255,1921.0524,1925.9531,-4307.6158,1977.8152,-4660.3127,-1186.9289,-5460.8761,4282.9434,-4433.1888,995.4033,-2584.0558,-1658.0637,3220.6001,-5743.8192,0.0000,-816.9980,5249.8944,-5093.5771,-6574.5245,-1222.4248,2598.9688,-4472.7822,0.0000,-4296.0888,220.3692,1250.6792,-3147.3001,588.5955,3983.2902,-2780.6399,6801.7007,-4164.5673,-4002.1700,-3964.7624,-4867.6512,4474.4724,-359.8394,-2034.7581,-2890.9129,6116.7296,1107.0813,-99.1495,-6540.9781,-2338.9407,-225.8274,5705.9834,5097.4264,173.2081,-3532.7875,-3416.8698,4177.0685,-6359.2131,-106.4079,2244.9418,-6429.3165,-4023.7353,2640.7483,596.9153,-4757.1834,-6726.9301,5609.8257,-16608.3589,-13934.6160,-20204.4853,-18943.9174,-27123.2400,-22420.0310,-19597.1395,-21633.2921,113880029.6991,113859528.9970,113870070.3074,113862411.4785,-20150.0075,113863540.9566,1322.0681,6260.0484,-4561.3785,6094.9276,4275.8503,-787.5359,4115.6436,333.9057,-3678.6548,3912.2381,2983.0256,-6225.2290,-4235.0577,-3333.1332,-1487.8072,2611.6441,4816.5884,5427.3339,-1331.1223,1616.2020,-4519.8156,474.2942,2038.7742,-6684.8045,-4809.6533,5270.8791,-1071.7749,-4123.1919,2577.2266,5480.5717,-2136.8907,-576.2740,-6357.1614,1225.3016,4725.6060,828.4213,-756.7234,-5735.9320,4373.8322,5113.1208,3667.4829,-121.8759,6592.6643,2256.9869,5601.6421,190.7205,-3981.4700,4265.1916,-5689.7468,-5377.4291,6435.6574,3948.5577,-3600.0324,0.0000,5994.5240,3188.8273,2300.2437,-1214.4251,-4106.9441,6360.1640,-2734.9828,0.0000,182.9385,5288.4893,5750.5454,3970.8605,-5110.2655,5525.9362,-4563.4980,-258.1153,4980.2270,4789.3063,-5580.6507,-2732.6961,-4767.7167,-4091.8558,5320.5878,-5267.8968,-1258.7565,5591.7163,1719.6029,-559.3103,-5338.8025,-5708.9091,-582.6001,-2290.7921,5252.3529,3423.2216,-4249.3394,-2825.1404,-1386.4351,-6803.2599,-4844.8115,-2410.3281,-3699.3413,5647.3962,-6239.2861,-3148.2085,-241.1094,3841.2449,-343439.9182,-355638.4820,-348507.6829,-351911.6129,-355555.6988,-354045.2212,-356816.8911,-354680.3372,13432906.8837,13451442.5224,13438396.4683,13446006.5211,-354308.6255,13436866.7860,3461.9275,106.3850,2934.5618,-983.3918,-4638.7998,4114.1801,-4727.9050,293.7613,2691.5402,5718.6002,-3512.8866,1780.6258,-3896.9447,687.5806,4691.8932,-5422.0455,-4855.7201,4264.6078,735.7848,-365.8731,4737.6437,5469.7075,2736.0047,-895.9394,1751.0689,1979.3463,-5281.7043,4506.9319,5407.0014,-4025.1802,4118.9975,3295.6218,2683.6826,443.6415,2185.8847,-5338.8826,796.7186,-2714.5079,1263.0242,4232.2695,5491.0438,-5360.9830,-604.0756,4440.6983,-3824.6413,-4333.1216,-3505.2999,-3015.1683,3674.5490,3482.4084,1478.2840,-4696.6091,1254.0305,0.0000,3335.9980,-2579.5340,-4116.3879,-1819.9219,5207.1902,-200.8016,4471.5719,0.0000,5404.0415,4285.9259,3306.9068,4717.7204,-4458.1451,1041.1491,-4373.5732,-1318.5427,2421.6387,3014.8773,-1077.5673,3717.5939,-2315.8201,5479.1007,3604.0962,3176.4262,-3020.0934,-3923.3144,-6724.6595,1820.4374,3639.8580,-3707.4363,3881.3642,-4099.3398,4335.1599,-4593.7667,-4095.5621,4638.6565,2302.0992,780.4217,-4421.9289,815.5349,4270.8664,2833.4984,2790.4697,4059.2842,1568.5802,-1231.8689,-172695.7588,-174359.8842,-173794.2117,-176866.2834,-169044.7215,-174055.7862,-185267.6835,-176800.8557,36611357.3570,36605964.3044,36582269.8170,36601319.4097,-175812.9180,36599963.4501,
