sl_100_5400_20270921 Coordinates.csv
2027/09/21 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/09/21 07:47:00.00, Stop: 2027/09/21 09:17:00.00,
TIME_UNITS,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-4363 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3925.3830,4279.1801,4940.3003,5514.2465,-1439.8510,-3647.7051,-1495.4810,5302.5417,-3262.2427,1505.7144,651.4794,0.0000,2558.5183,-5876.9697,6188.0981,3993.1350,-2035.7756,-6309.8775,4028.8757,-4848.1583,-3003.8215,279.3878,892.1179,-4063.0742,-1640.5475,5286.9792,1331.4472,6631.4229,2069.8049,4208.3622,-2277.8769,2657.1858,2551.2019,-5879.3460,-5815.1506,-6316.2216,-5134.5196,1647.2538,-2685.8393,2463.5932,2792.2782,-513.9656,-6028.5548,-6129.7860,517.8940,3207.6043,-6270.6552,4431.0330,6278.7285,-4744.8344,-4069.1825,-2747.6959,1777.8860,3926.6727,-2936.3821,3611.4984,762.3201,5767.5853,1576.9083,2946.1970,-5274.7769,1936.4435,-5253.9284,2734.5940,-489.3506,-6542.7713,4052.5294,-2530.5022,-3853.6579,-2448.4391,1382.0819,885.2765,-2639.4263,807.2416,6294.1176,1620.7790,2412.6168,2857.5292,-2598.8823,-764.4459,3933.4034,2850.2847,2595.5449,2545.1713,-4829.8553,-6751.2803,6629.8032,-3143.4420,-2630.7650,-6016.3902,5030.1621,622.2783,-3503.3920,5019.6304,-3200.7337,4848.6920,3761.9079,5641.4024,-5955.2488,-3542.4431,-188628.0754,-172940.0906,-179583.8216,-180361.9007,-173963.1131,-175877.7551,-182668.6223,-179946.9546,68417230.5502,68413115.3101,68411935.8744,68401344.0921,-180926.5836,68401109.1549,640.6225,159.8954,-886.8239,-4137.6407,-4658.1888,5639.8677,5657.2597,4222.6650,5931.4146,5290.9553,6782.4685,0.0000,-1355.8364,-627.3368,-503.8306,-2079.2774,-4287.9767,515.5484,-891.2692,-4214.8062,-4081.6211,-4524.1763,5762.3446,3750.7526,3830.2321,-2105.8749,-4885.4472,-909.3489,-4647.0866,3179.8537,5546.5702,5577.5101,3934.6130,-3629.0639,-1799.1484,-2798.4105,-4146.4427,-6513.6147,-3908.3222,2999.1880,-4239.5961,5166.6275,498.6178,-3116.1671,4570.5020,-3945.1812,-852.0259,2952.2288,-2508.0425,-3422.5353,-893.0636,5554.6918,-6640.8398,-3745.2433,5795.2645,-4165.8494,-6331.1486,-1069.9143,5072.6602,3409.0297,4011.5176,-3957.9490,3993.4205,3079.6766,4285.1739,-1854.6305,3549.3849,4992.9882,-3036.5442,6303.2742,6175.8291,-6137.4189,-6253.7748,-5696.0518,-2392.0142,5748.0368,-5559.7616,-4599.4005,-2437.5028,4098.7877,-3113.8257,-5116.3722,6129.2904,-4898.9972,-1193.2681,1643.7245,1868.2779,-4015.0091,-3152.3459,2468.4524,4027.1428,6874.3975,-2059.1874,-3514.9561,6109.2721,3767.9154,-2375.7247,-2326.8385,-3311.3441,1071.6831,-310131.4291,-276048.0990,-300212.3026,-300076.1357,-294276.9002,-295312.1554,-290848.4898,-294097.8301,284468246.8658,284499106.1793,284473721.0341,284460958.4735,-294237.8680,284471309.4257,5295.4891,-5321.3194,-4645.6677,-36.9951,-4910.0806,1208.6763,-3715.9127,-1272.9932,862.2800,-3955.4264,1086.9594,0.0000,6308.8412,-3612.4828,-3024.8066,5257.9020,-4916.4031,-2585.1070,5319.4483,-2506.4579,4573.8124,5119.3568,3730.7274,-4225.2399,5118.0627,3907.2016,4694.1497,1667.8702,4701.4039,-4455.8212,-3441.0465,-3156.0008,5071.7983,-138.2718,3251.6058,-200.5643,1680.7510,-1434.7573,-4994.1006,5732.1017,-4714.0591,-4602.2224,-3081.8793,-920.8908,5129.0170,4701.8080,2724.9645,-4210.9765,-1427.8047,3715.5537,5500.1492,-3129.2727,59.8479,4324.0625,-2486.1769,4035.7691,-2572.1826,3687.0870,-4468.6877,-5246.6925,-2000.0339,5328.1692,1790.9029,-5480.2601,5377.0644,402.4730,-4329.6348,4020.9103,4836.3131,-1520.3591,-2978.9624,-3090.1070,-1052.0627,-3629.6102,1096.5159,3461.3512,3368.9022,3970.1061,-5956.3016,5484.5164,4773.9127,3656.0302,1836.9346,4151.2461,-4792.9412,233.2603,743.7746,4700.7775,-5452.6949,2440.2728,-2164.5846,-497.0438,5363.8514,2637.1232,660.0758,-3187.8270,-5193.7056,3206.4810,-1240.2569,-5873.9707,165883.6024,161220.1428,162614.1614,165594.0916,167564.3892,157688.9216,154165.0741,163613.3874,-84789051.9740,-84806928.3027,-84759265.6087,-84768786.0051,162132.2913,-84776882.2611,
300.000,4172.8641,3648.6543,4455.9801,4511.9222,-2864.0201,-2246.3048,162.0319,5548.8170,-1668.5538,3146.8318,1813.8595,0.0000,591.2117,-6388.3451,6503.2918,2004.7902,-3277.8262,-5342.9276,3720.3641,-5925.0971,-4749.9612,-1729.7442,2728.6479,-2375.6383,582.3419,5287.5960,-642.5603,5706.0380,-15.9558,4299.8755,-1176.3243,4081.4514,3616.7349,-6242.4600,-5205.9809,-6440.9241,-5324.7234,460.5112,-4527.6551,4248.9689,844.6380,1610.7227,-6166.0625,-6340.7125,2339.1667,1336.1762,-6805.3517,4363.4629,5170.0202,-3261.0907,-4511.3005,-1361.7239,528.3180,2021.4423,-1831.6176,1607.1317,-826.3505,4576.9568,3555.2030,3876.3283,-3733.3672,315.9132,-3845.6068,4290.8504,1641.9566,-6707.3197,5581.1850,-1448.6101,-5437.2286,-776.1059,3055.1807,-741.9112,-3732.6669,-945.6570,5661.8103,3117.6682,676.1330,1862.8018,-684.3793,1329.9916,5244.3428,1863.8702,3446.3116,1458.6937,-5861.0685,-6333.3427,6872.5005,-4581.9791,-4086.6439,-5134.3191,6126.8080,1799.1082,-4263.0973,4534.3263,-1788.2043,6049.8291,1968.2184,5548.5284,-6175.3580,-1766.2712,-181996.5074,-167052.0380,-173462.0983,-174170.3741,-167702.2920,-169627.0606,-176388.9876,-174158.8870,62189953.9679,62185223.5079,62184902.8936,62174672.8128,-174690.8626,62173872.1181,-1541.2460,-1934.6854,-2966.9205,-4883.5807,-3113.8940,5753.6392,6433.0088,2845.6696,6194.2027,5456.7428,6044.7813,0.0000,-2346.7349,1107.5936,-1879.4355,-2300.3447,-2557.1206,2098.0671,-3001.5792,-3438.9841,-3598.0123,-3721.2752,5809.7650,3378.8703,3968.0384,-3715.6855,-4269.3332,-2051.9163,-5184.8763,1163.4963,6554.5395,5398.8050,2082.8004,-2448.0045,-133.8174,-1543.3497,-2668.0554,-6842.4345,-3341.1376,3201.3097,-5148.5301,4834.4360,2228.3796,-1529.7737,3426.1081,-5011.6850,402.3664,947.3372,-3396.8119,-2904.4104,1200.9496,6559.1879,-6632.9706,-4674.6699,5159.0303,-4811.3561,-6726.9002,-2702.5905,4651.6539,1463.5271,4823.5001,-5193.1825,4522.4924,1590.2509,3830.9618,-334.9154,2779.1400,6227.3417,-2038.0804,6256.0366,6075.0719,-6655.9664,-5712.7386,-6267.2859,-3780.7372,5868.7060,-5131.6987,-5942.8725,-1481.4699,4514.2433,-3452.7240,-6305.5886,4900.1970,-6169.0311,341.6657,2177.5984,380.7256,-2412.5943,-1526.6488,1636.0861,2861.4686,6550.2938,10.9840,-4813.9154,6636.4555,2973.5927,-3600.1479,-3779.1261,-1687.6758,-86.4530,-314067.8319,-279623.9127,-303931.5947,-303710.9338,-297966.0415,-298974.9039,-294609.3167,-297785.5441,285894725.6614,285925678.2891,285900831.9969,285887666.0524,-297941.5313,285897855.4903,4907.5063,-5440.3910,-4255.7147,-1829.8429,-5476.0122,2897.5538,-2575.1207,-2950.1410,2323.0416,-2493.6642,2782.8293,0.0000,6506.1604,-2436.2905,-1359.9401,6211.6314,-5424.4244,-3717.7564,4741.8679,-771.0108,3334.3956,5468.4027,2596.3937,-5601.3529,5241.0878,2433.1496,5386.6228,3283.1862,4593.4651,-5276.4195,-1851.5246,-1519.5376,5502.7872,1661.6120,4524.8521,-1981.3809,3297.9996,375.6059,-3970.0878,4434.1583,-4557.7720,-4709.0620,-1757.9557,-2367.1019,5499.2911,4588.8360,1016.3512,-5113.0959,-3083.1177,5378.4435,5081.5358,-1819.3170,-1736.5984,4710.9527,-4293.4626,4575.9211,-1151.5949,4442.2622,-3729.4383,-5537.5400,-3274.7573,4555.8441,3388.6905,-5104.6213,5489.8974,-1151.2421,-2979.9789,2579.4749,3711.0354,-2882.9588,-1638.1015,-1770.9647,766.5298,-2467.1737,-457.4660,1876.3844,4610.6899,2515.4997,-6745.8289,5032.7617,2928.9715,2113.8455,3428.5614,2748.9100,-3639.3048,-1874.8857,-802.4361,4613.4374,-5249.6879,4379.2066,-681.4551,1310.4571,5207.4235,897.6276,-885.6126,-1550.8909,-5471.5480,1576.7794,-2645.7575,-6714.0742,165923.0735,161246.7958,162757.9758,165475.0790,167697.8135,157965.7149,154092.9364,163878.9610,-84793514.4982,-84811441.0854,-84763765.4978,-84772937.1540,162176.2920,-84781309.6283,
600.000,4005.1082,2701.8263,3563.6851,3044.3897,-4056.6802,-586.9126,1781.7261,5263.7265,113.2053,4434.5440,2826.0311,0.0000,-1398.5402,-6291.8802,6174.1474,-190.5026,-4238.4039,-3850.4240,3066.9729,-6402.4422,-5996.6593,-3590.1526,4283.9082,-417.1058,2736.4969,4781.4460,-2582.7365,4211.0334,-2086.5496,4021.3483,21.5867,5091.5020,4379.8143,-5992.0161,-4110.4374,-5933.7161,-4989.2340,-777.4184,-5910.3136,5579.2690,-1163.0815,3588.7470,-5675.5846,-5952.4146,3964.4001,-640.5874,-6657.2528,3893.8540,3539.2223,-1462.0781,-4557.0914,138.3308,-793.7684,-65.9686,-495.9505,-556.7579,-2322.1044,2966.0716,5184.8510,4480.6840,-1819.5888,-1294.9051,-2025.0255,5444.5084,3623.2411,-6188.0166,6550.0545,-250.5646,-6480.2886,993.7437,4428.5191,-2281.3005,-4453.8637,-2580.8996,4450.2916,4286.3541,-1161.0494,695.1144,1255.1639,3271.3718,6002.7834,715.2805,3990.8937,257.8232,-6328.6976,-5267.3285,6449.2143,-5609.5580,-5162.5280,-3670.9649,6589.1554,2811.8410,-4619.3188,3553.6318,-194.2437,6644.0763,4.0891,4911.0994,-5812.5556,244.5191,-175282.2702,-161090.5118,-167265.8429,-167906.7915,-161367.4731,-163307.6374,-170030.9587,-168335.5827,55932998.7347,55927653.7386,55928163.5949,55918310.6517,-168379.4646,55916953.0242,-3534.2555,-3849.5296,-4749.1806,-5155.9750,-1295.1151,5293.0355,6596.2243,1160.9064,5840.1284,5065.3180,4702.4116,0.0000,-3176.9702,2715.3392,-3052.9774,-2368.2713,-591.7618,3502.4078,-4785.9369,-2325.1975,-2780.0173,-2592.1451,5311.5411,2732.9253,3716.2125,-4936.9128,-3280.7374,-3025.9572,-5262.2569,-981.7576,6909.5107,4700.1118,47.8463,-1006.3045,1583.2318,-114.3890,-887.3477,-6475.7765,-2482.7177,3130.9149,-5596.6685,4080.5043,3713.4493,222.7366,1987.2063,-5629.0624,1604.7644,-1176.2324,-3981.3781,-2006.0832,3155.1845,6931.9932,-5958.7593,-5196.7117,4034.4494,-5014.8926,-6456.3643,-4109.1545,3817.5488,-604.5554,5196.5554,-5944.1313,4621.2422,-14.1393,3053.8610,1230.1075,1765.4147,6838.6403,-876.7823,5619.0768,5411.7145,-6534.3579,-4586.1836,-6207.3512,-4788.0470,5416.2118,-4237.2707,-6639.4523,-284.9931,4530.6198,-3378.7810,-6863.5494,3174.3342,-6826.9080,1807.0716,2514.5882,-1151.3602,-608.5183,213.0821,682.2525,1406.9169,5573.0069,2055.4567,-5571.2702,6522.6270,1900.2127,-4509.6313,-4839.0629,118.9753,-1152.6509,-317861.1700,-283075.1439,-307515.2528,-307209.8003,-301522.0106,-302503.9949,-298236.5414,-301373.4653,287184901.5177,287215932.5610,287191650.3325,287178109.1369,-301513.0870,287188100.3541,3919.8176,-4952.8853,-3392.1620,-3423.6774,-5454.4943,4261.2390,-1158.5456,-4306.9965,3522.9884,-746.0935,4176.3355,0.0000,6013.1938,-998.6132,452.3036,6500.0339,-5328.6728,-4436.4396,3612.4477,1048.3748,1721.8637,5209.4711,1183.1140,-6386.8097,4718.8799,695.5782,5497.0538,4541.6474,3993.6495,-5527.2576,-62.0035,279.3637,5340.0940,3281.6511,5307.6584,-3548.3123,4542.9661,2144.5698,-2513.2055,2661.0373,-3913.5624,-4314.1583,-233.6125,-3560.6115,5271.6755,3984.1262,-803.0449,-5434.3401,-4405.6336,6466.3327,4112.9290,-315.3164,-3342.5976,4595.7627,-5646.8129,4605.4984,395.4446,4721.7067,-2592.9357,-5233.4086,-4197.7321,3293.2591,4608.5328,-4165.6625,5006.9496,-2575.1389,-1308.4366,857.3638,2181.8212,-3936.9778,-126.3868,-261.7720,2500.6312,-1025.2242,-1960.0843,88.1031,5359.7950,765.0666,-6819.5328,4033.8702,770.0543,342.7955,4648.6931,1049.4473,-2092.2952,-3784.2257,-2262.6008,4033.8527,-4459.9595,5852.4957,879.0988,2976.7050,4444.0764,-949.5799,-2336.3480,253.2021,-5141.6044,-224.4860,-3767.4195,-6842.4891,165962.1589,161273.3944,162900.5761,165351.0465,167827.6825,158248.6726,154025.7406,164014.5157,-84797971.4201,-84815952.2772,-84768272.6710,-84777102.2001,162220.1861,-84785736.9118,
