sl_100_5400_20270217 Coordinates.csv
2027/02/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:54 2024,
Start: 2027/02/17 07:47:00.00, Stop: 2027/02/17 09:17:00.00,
TIME_UNITS,STARLINK-31436 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-5401 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-1091 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-1281 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-2305 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-30145 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-5401 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-1091 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-2305 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-5401 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-1091 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-2305 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5380.8765,0.0000,-4828.6475,4757.8319,0.0000,5063.5067,3234.3442,-3372.1130,367.1912,-5818.8065,0.0000,-4703.7785,3762.7515,6416.6830,5160.2773,-158.0351,3549.2018,-2190.1934,3.0219,-5593.3643,-2493.5361,1310.6397,-5574.6410,4165.1396,6339.1885,5565.7142,2384.4230,-5059.3440,1807.1878,-3128.7665,-627.3211,-4087.6630,-5274.5635,49.2311,-1226.6254,-4835.8861,-5212.0790,4785.8705,-3873.8686,-6740.1330,-4847.4986,5093.9362,4350.9362,2928.1462,-5962.7964,0.0000,-5104.8006,-3660.7927,5333.7603,-1849.5999,-2069.8288,4328.9984,-2117.5210,1274.1472,3861.2336,1953.2475,4948.3666,3648.7649,-1520.8393,-594.8278,-5543.6084,-6749.6937,234.4982,-1496.2992,5330.2144,5110.4271,4202.0194,-3157.5277,846.7318,6746.4825,-4176.0889,-6082.5101,-6291.6348,-4926.5807,-5674.4859,3477.9591,-280.3202,5193.8247,-1037.1469,-1780.3950,4834.5293,6525.2834,1001.2280,4153.8156,-3119.0319,-3050.6798,319.6772,-1133.5753,6348.7931,-1955.2679,4626.6803,4320.0003,-4422.1784,-4432.1565,5085.8485,18.1545,3131.0138,-2664.1462,569.0564,6280.7281,320236.9911,304690.9983,314409.7598,316278.2604,307810.8626,310289.7966,313460.2634,313481.9276,31073606.6431,31021995.4282,31049417.8993,31054646.8814,313725.1969,31058737.8033,3399.1900,0.0000,-3267.7967,-514.6322,0.0000,-2775.8132,3558.7462,5034.3707,4324.8262,-237.5192,0.0000,-3497.3609,-5575.5618,1846.0817,-2920.5341,-5737.3777,5772.5904,157.2353,6813.6553,-3838.4487,5368.4645,5971.9253,2814.1679,4168.8458,-959.1017,-2919.2443,-4309.1660,3054.8032,-4232.4851,5843.6667,6397.0354,-1151.1030,390.1816,5519.1406,-6821.1293,1299.2360,3277.0030,1468.7283,1814.7405,-1467.6274,1620.8132,-4605.7216,-3658.0901,-5594.6993,930.7481,0.0000,3201.8155,5856.1539,-4434.1144,3868.7199,-4817.3880,3140.4118,-6362.5937,5650.2296,-5540.8422,-4970.1441,867.1740,-5865.5372,-4919.7992,-6862.0178,-170.3416,-604.9437,6737.4261,6588.0646,-3586.8987,-184.9361,-3861.0455,5306.7943,-4093.0512,147.9567,-2834.8139,-2105.2115,-701.3607,4485.5090,1461.5602,2269.9578,5668.4960,-2042.8491,-6096.1145,-6492.7910,-2922.0971,2188.9145,-2270.9248,1339.9701,2848.5767,-514.9644,-6832.2351,4705.2405,-2695.3728,6502.7287,-4835.5269,5189.7108,64.6964,-4149.9280,-674.0321,4412.9864,-5016.6347,3201.0236,-5098.3353,-2340.8652,-87023.1708,-84233.2602,-78648.8003,-79499.2970,-81214.4299,-81023.5396,-88692.7852,-83967.4026,-93016162.2885,-93038923.0849,-93016847.7853,-93001326.1412,-84752.0786,-93008134.5455,2541.6875,0.0000,3700.8721,-4979.0510,0.0000,3828.0159,5002.8904,-3362.5786,5264.5126,-3553.5672,0.0000,-3711.8766,-1594.5707,1748.7339,3538.9870,-3889.9167,-1459.8625,-6589.7724,-702.8814,1267.9054,3421.9108,3171.4720,-3036.3132,-3669.3163,1462.6885,-2809.5231,-4814.3252,-3616.3328,5107.9699,-1698.3861,2225.3422,-5439.1985,-4313.3740,-4057.2105,299.4352,4635.8096,2980.4661,-4765.9978,5426.9206,664.8810,-4663.0604,672.4212,-3477.2193,2605.2305,-3420.7932,0.0000,3415.6199,-560.1676,67.7116,5395.1985,4205.1633,-4207.4586,1585.9531,-3614.2598,-1598.7687,4284.6232,-4609.0312,3.1662,4626.4848,259.7643,-4151.0026,-1361.5775,-956.4643,-1404.0420,2655.8889,4638.0298,3676.6502,2975.1673,-5441.3735,-1502.4814,-4692.7896,1832.2901,-2823.1807,-1499.7514,3717.4003,5309.4400,3766.7175,-4133.4097,-2919.4837,1634.2438,3972.3890,758.0760,6485.7085,-5318.3325,-5109.0167,6225.5480,-1129.7203,-4973.5247,-929.6237,943.7990,-1879.5540,-1035.4295,5155.5758,-3174.2103,-4607.7744,-5345.5885,-3653.4224,-5530.1354,4634.9909,-1665.7487,165906.2623,162195.1808,163856.0279,168089.4328,169155.0603,158911.1784,156283.4643,162324.5337,26367485.6094,26350343.5750,26337122.2562,26366701.4262,163958.2287,26356002.8607,
300.000,-3858.5493,0.0000,-6111.3942,3540.0611,0.0000,3417.6653,2900.4598,-2106.7889,2344.6422,-6417.6220,0.0000,-5095.4950,2316.7961,6870.0861,3475.8096,-2000.9902,4839.1956,-208.6515,1211.6310,-6275.2293,-706.1941,2457.5520,-5065.0336,4832.8884,5383.7157,4049.5490,1142.8023,-4784.0806,263.1478,-1649.1585,1064.1870,-4839.2498,-5345.0984,1614.8466,-2645.5311,-3939.6660,-4848.6846,4255.7717,-3232.8152,-6589.0666,-3245.5934,4164.2238,3418.6796,1285.9463,-4823.6608,0.0000,-4447.2478,-2147.7368,4110.3528,-117.8388,-3804.5477,5774.8264,-3066.7608,2476.6402,2214.4474,-185.6367,5265.5135,2447.4311,-3526.6320,-1755.1722,-6213.4272,-6868.9114,1742.7454,144.2561,4006.5163,3931.6493,2292.8212,-1435.5582,-1198.4598,6772.5309,-5665.9983,-6627.3404,-5637.0955,-3881.0206,-6263.2110,4808.9366,1633.4848,3504.3723,-2734.0956,-3266.9576,3054.2578,6528.1559,-1195.9191,4054.0042,-2011.5410,-4456.6374,-1191.5457,896.8186,5272.3634,-608.7558,4317.8039,5130.1673,-4854.2799,-5709.9885,5500.7363,2024.3772,2906.0158,-937.2814,-1575.9512,5100.2516,322248.7628,306590.4430,316234.4495,317995.1350,309493.7299,311952.4153,315176.0162,314870.8265,33102567.4258,33051698.3959,33079024.5034,33083122.7492,315436.9551,33087777.7586,4013.2409,0.0000,-1956.0746,-2248.1492,0.0000,-3988.8693,1654.7369,6254.1578,3390.5915,1180.6590,0.0000,-1515.0788,-5660.1441,683.1981,-3640.2966,-4835.8226,4960.8286,-931.0156,6646.2084,-2825.0383,4977.1694,4632.8875,4431.4125,2270.6332,-2113.6001,-3659.8007,-5704.6628,4563.1538,-5462.2931,5755.7554,5763.9717,808.1267,2403.8877,4348.0203,-6293.7382,3276.7880,4647.6738,-539.1261,3796.5696,102.5685,2911.5532,-5384.0701,-5248.7388,-5351.9779,2539.4396,0.0000,4844.8320,6263.6286,-5354.8748,5016.3318,-4767.1445,2227.7609,-5261.6360,4219.3469,-5880.5983,-5016.4607,-1235.0841,-6209.5523,-4344.4396,-6343.5593,1352.7222,607.1642,6127.5850,6312.1457,-3551.7112,-1873.4484,-4629.9934,5124.1080,-4646.8144,-1380.7087,-1783.1659,-945.4696,1051.4226,5617.7003,2396.7594,621.2042,4887.6448,-2302.4751,-6069.6286,-6110.1543,-3646.3313,601.5419,-2489.3729,-832.6648,4608.6686,893.5557,-6815.2756,4139.1885,-3875.5009,6286.6069,-5440.1737,3773.2599,2042.0705,-3460.5643,-2426.4949,4780.3191,-6073.5472,4479.5296,-4854.6826,-3560.6045,-80202.9278,-77726.6449,-72092.4543,-72996.3429,-74646.1435,-74466.8872,-82049.6868,-77124.7279,-92313260.5774,-92336781.1629,-92314073.3180,-92298685.7269,-78182.8632,-92305217.5058,3993.7139,0.0000,2557.1908,-5486.7842,0.0000,4515.9914,6081.5247,-2111.2813,5436.3654,-1986.8792,0.0000,-4458.3980,-3225.3174,-43.4345,4724.2737,-4548.1900,68.9113,-6879.9384,1119.9788,-542.8753,4631.3574,4461.7554,-1705.4418,-4436.3148,3124.1371,-4196.7467,-3685.1146,-2070.0730,4169.3932,-3314.5754,3447.7468,-4852.6662,-3496.3077,-5041.5219,-1237.8667,4507.1139,1305.7708,-5420.4723,4785.2459,2139.3236,-5372.7279,-1144.8113,-2270.5737,4042.0408,-4290.6855,0.0000,2179.6865,-2044.7649,1588.6261,4725.6164,2829.7242,-2825.2617,3218.4395,-4762.3172,-2948.0259,4654.8365,-4150.6416,-1786.4732,4077.3228,2038.4744,-2747.1026,449.5161,-2406.8644,-2786.4206,4430.6395,5354.8229,4401.4243,4317.1097,-4903.7751,25.9722,-3493.8829,20.1686,-3894.8701,37.4308,1796.4795,4684.5531,4452.7491,-5536.5402,-1560.4762,115.7696,5003.9225,2223.1468,6372.5116,-5496.3782,-4319.0629,5263.1926,411.7573,-5498.2151,-2373.1230,2659.7959,229.4946,-2474.2938,4292.9359,-1532.0037,-3376.3264,-4593.4341,-1720.7625,-5194.5624,4663.6297,-3004.1478,165928.8885,162164.4969,163915.7686,167894.1664,169217.9774,159087.6241,156111.4262,162534.9608,26368336.5365,26350903.3645,26337797.7537,26367466.7874,163916.3620,26356762.6299,
600.000,-1930.8568,0.0000,-6798.5462,2014.7267,0.0000,1453.9092,2347.8451,-657.2412,4108.9191,-6359.0849,0.0000,-5037.9300,614.6458,6635.9188,1442.6765,-3680.7562,5659.9335,1838.3626,2308.8011,-6331.6214,1186.6950,3406.9611,-4080.3102,5077.8200,3806.5463,2120.0445,-173.7795,-4054.9424,-1267.1895,28.8185,2676.3002,-5153.8745,-4903.0978,3063.3753,-3820.2099,-2685.0251,-3998.2421,3358.1082,-2324.3134,-5805.0747,-1349.1334,2808.1162,2134.6874,-521.0123,-3239.4497,0.0000,-3377.4115,-410.8257,2479.4346,1586.5950,-5109.1905,6615.9439,-3743.7724,3476.0990,336.0659,-2312.0994,5084.1232,984.9057,-5190.1669,-2762.1306,-6284.3977,-6302.1227,3095.9879,1794.6914,2252.5479,2401.5621,148.6364,462.7086,-3097.5404,6135.5233,-6592.3371,-6443.5017,-4459.0189,-2440.4220,-6223.8546,5658.4363,3408.9472,1453.4359,-4142.3463,-4435.2301,971.1084,5905.1016,-3261.3560,3608.2635,-726.7209,-5453.0518,-2591.1171,2864.9475,3686.0675,827.9754,3567.2399,5441.3089,-4820.7205,-6395.9963,5392.6476,3808.9278,2406.7777,842.1182,-3572.4775,3418.3107,324107.5637,308356.0475,317921.1777,319575.4814,311040.3293,313481.0050,316751.0966,316152.4838,35115639.8352,35065529.3968,35092746.0157,35095727.1657,317011.2435,35100928.1996,4261.5689,0.0000,-477.2843,-3800.7149,0.0000,-4856.7342,-443.4435,6867.2908,2161.5159,2455.1998,0.0000,620.2936,-5207.5066,-548.4931,-4050.3637,-3498.5258,3666.9947,-1833.2646,5795.8089,-1523.3689,4115.7763,2838.0973,5612.0655,152.4220,-3061.3403,-4079.3215,-6538.2456,5607.2468,-6165.4926,5101.4564,4554.7897,2657.1012,4158.0860,2765.2254,-5155.2870,4937.0800,5530.7836,-2520.6277,5405.9066,1682.3031,3968.5611,-5632.1459,-6260.3774,-4590.5476,3938.7909,0.0000,6009.5725,6075.4842,-5769.1366,5697.8543,-4228.3742,1114.8243,-3626.4704,2368.3121,-5674.7958,-4603.6996,-3196.5390,-5944.8589,-3386.4263,-5185.5879,2715.4137,1763.8295,4893.3185,5428.2773,-3209.7718,-3420.1088,-4964.3857,4457.7168,-4778.7100,-2774.5092,-591.6273,317.9143,2732.6772,6178.8165,3066.1575,-1051.4065,3640.7856,-2401.3260,-5438.3127,-5134.6990,-4063.7047,-1063.6380,-2539.1482,-2927.0047,5863.6405,2155.6701,-6136.3929,3223.5100,-4706.8003,5439.8650,-5493.3483,1962.3210,3780.6132,-2432.7606,-3910.2625,4723.2909,-6505.0270,5357.9609,-4182.5371,-4460.5640,-73334.1127,-71177.2622,-65505.3291,-66462.7511,-68045.2294,-67880.7452,-75371.2239,-70336.2319,-91566104.1013,-91590365.4550,-91567016.8560,-91551818.5727,-71579.1165,-91558042.0491,5003.6528,0.0000,1136.8375,-5402.2987,0.0000,4720.3781,6513.4487,-633.6034,5000.0758,-196.9659,0.0000,-4729.6722,-4508.3306,-1830.9182,5398.5467,-4720.7761,1590.2790,-6441.8993,2818.3875,-2294.7905,5324.9343,5265.6152,-192.7415,-4731.2296,4395.6183,-5126.2362,-2154.0464,-301.7513,2774.3886,-4562.3373,4279.6647,-3740.7957,-2287.3986,-5468.2443,-2642.9339,3873.8603,-514.3693,-5491.5753,3627.8046,3384.3037,-5505.7980,-2837.8389,-790.7306,5027.0335,-4702.9732,0.0000,709.9522,-3310.2155,2939.5685,3542.6025,1122.6009,-1123.4304,4499.9881,-5378.2006,-3982.9552,4508.9272,-3226.0077,-3382.9273,3090.6470,3594.9058,-1048.5237,2211.9654,-3585.5938,-3866.5886,5735.4743,5492.7305,4625.3830,5181.5339,-3826.2146,1551.5990,-1914.6323,-1794.3797,-4550.0426,1570.3982,-316.0080,3516.1981,4637.2839,-6352.1878,-27.3386,-1415.1402,5494.5945,3449.1694,5584.0706,-5074.6952,-3003.3284,3744.3075,1909.0750,-5438.2029,-3565.6058,4081.2068,2314.0989,-3636.5490,2943.2804,280.1856,-1777.9252,-3350.4181,394.7867,-4302.2462,4190.1055,-4017.6568,165949.1848,162134.7400,163975.3868,167693.7008,169277.2355,159270.1076,155944.4693,162844.1288,26369182.2985,26351463.4226,26338479.5784,26368214.9899,163874.3719,26357522.4673,
