sl_100_5400_20270502 Coordinates.csv
2027/05/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:13 2024,
Start: 2027/05/02 07:47:00.00, Stop: 2027/05/02 09:17:00.00,
TIME_UNITS,STARLINK-3823 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-5085 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-294.1589,-6798.5752,6601.5772,2756.1166,-5972.3531,3980.9656,3119.0851,-5943.3800,4502.0325,6675.0105,-1213.1828,-5863.6432,-1689.8632,-3120.6050,-4248.5979,-6093.5300,-5612.3825,-2567.1087,6060.0276,-4859.0586,-2145.8101,5956.3369,-5752.6424,-4062.0927,-3325.2460,39.6737,-600.4171,-3742.5220,3231.1062,-5250.7948,482.9063,-569.1593,-4785.8759,-6162.0275,1621.9301,4112.4860,6600.3085,-2942.0563,-3499.3065,5405.3733,1591.4199,3700.8711,5092.5900,-3943.7641,-2617.9289,1993.1365,-3180.9906,5643.4183,-5030.5428,-722.7028,3322.9203,-5279.9250,3216.6883,-2710.7797,3857.0679,-3465.4835,4949.0138,660.5966,0.0000,-350.0871,1503.0377,-5224.9497,-4087.7083,-5130.5727,4306.5922,-531.8892,3134.9098,3593.8085,-163.2389,-2407.2430,-4908.4026,-368.1772,-4868.7221,543.8283,5360.5299,-526.3798,4166.6679,3786.8493,-4353.4240,2630.6452,-2653.2923,4376.7795,-4983.6711,-5047.1347,-5280.6557,4299.2765,-1596.3811,5287.5067,4739.1073,2497.4828,-5406.2224,-5009.2365,5612.3450,-1173.9997,5611.2313,-2608.2943,1946.8809,-698.4550,-2374.4490,-2316.5236,-383199.1111,-372696.0421,-387151.1917,-385985.8031,-386939.1756,-386315.8475,-378114.3546,-380435.8702,155002458.7879,155003267.7238,154992029.0430,154986980.9555,-381740.7093,154985675.9233,4472.9711,53.8736,325.0696,4424.4292,-386.2036,-4623.6063,-4978.2218,-1569.5666,1335.6407,119.1199,5001.1981,3617.2103,-5994.6569,4356.2521,-4497.8780,1764.9757,3368.4293,4059.8649,-1845.4227,1741.3123,5912.1918,-2155.6946,-2710.7781,2445.0478,5780.3945,6441.0545,4258.5338,-1853.5540,3975.4528,1128.8891,6538.6143,6101.1589,3682.6845,-2410.1311,-4729.0176,996.7680,-1728.6875,5301.7256,-4962.6771,-2272.2924,5183.0759,-5768.2736,4102.5368,-2282.0272,-3724.5945,-5226.0007,-5971.9793,2542.4492,4641.6240,-6719.6437,-5625.6742,-398.6548,-2598.1894,-1461.1362,-4631.6935,-2740.6254,-4141.4942,-6190.8361,0.0000,6162.9975,3935.6409,-394.4323,3226.7283,-4497.0125,-1405.9928,-6263.8335,-3513.5495,-2100.9510,-6463.7336,-6220.0333,3738.3843,-1261.7721,-1481.3779,6460.3043,4084.9116,-6903.5325,853.6596,1314.4856,4575.1380,6320.7287,-3657.6259,-3274.3206,-4180.9269,-330.0836,-4028.2412,2428.3088,6149.8698,2340.1925,1949.2811,3681.9060,-1684.9062,764.6123,1996.3040,-3899.3919,-617.6948,3582.7392,5611.5920,-4922.4869,-4484.3035,1022.0436,107114.5350,73409.4704,93911.1370,95039.8895,86450.7257,88732.5714,89572.6127,91892.4080,21459511.2634,21419370.5457,21465004.2512,21470398.5676,91004.9046,21462895.1766,-5270.8285,-1324.3656,-1439.7990,4384.3378,-3507.9322,-3111.2742,-3658.2038,-3185.1978,5053.1828,1807.9739,4636.3812,692.1846,2492.2902,4399.5635,-3024.6660,-2720.0534,-1921.9591,4980.2864,2545.1199,-4564.4369,-2863.5391,-2538.1245,-2726.3129,5010.7440,1872.0370,2535.2778,-5407.0922,-5442.0089,4650.6455,4170.9169,-2135.7351,3047.4993,-3368.0201,-1994.6883,4575.4795,5312.5068,-1215.1315,-3301.9812,-3295.5328,3677.2661,4253.3889,1038.1852,2294.8622,5162.6668,-5181.9434,4097.1759,877.7353,3039.7320,1083.5787,1532.2991,2260.2245,4440.7318,5525.3536,-6218.2030,-3232.7386,-5286.1696,2507.0087,-3016.4412,0.0000,-3154.5949,5339.7009,-4536.1505,-4596.7919,665.8820,5219.6689,-2929.4935,4714.0709,-5528.3487,-2524.6948,1781.5287,2716.8086,6791.8912,4703.9817,2389.5217,1493.5980,-240.6183,-5439.5611,5669.7801,-2611.6397,53.3049,-4987.7923,-4284.0278,2418.0801,-4636.9319,1974.4194,-4720.0198,-2764.0865,-3810.5317,4653.2816,-5077.0241,-3980.0747,-4721.0907,-3394.4773,5428.4639,3986.0885,5338.5257,-2871.5707,4614.8800,4520.9801,-6476.8310,-4297.7665,-7981.4058,-8012.4848,-4205.6224,-2822.1422,-12953.1611,-15890.2543,-9010.0598,41478933.7230,41455075.9686,41450128.6789,41464916.8063,-8110.3149,41467786.2946,
300.000,1630.4710,-6740.8258,5934.7956,4579.3345,-6404.4005,2226.1138,1115.5837,-6735.6478,4100.7330,5906.5611,808.6739,-4923.3456,-3326.2854,-1076.4980,-5522.2448,-4778.7277,-4240.6619,-1351.6624,4746.5590,-4907.9178,-528.0483,5587.1849,-6633.3466,-2229.5304,-1608.3506,1653.6980,1402.4034,-4252.0249,4862.6362,-5095.6385,1762.6084,1227.0526,-3973.4746,-6781.1853,-542.4714,3954.3413,5642.6725,-984.4112,-4907.2289,5011.6244,2793.7844,2123.3102,6209.8435,-5340.0421,-3692.5371,1568.2454,-4271.4184,6593.1792,-3583.4724,-2242.7735,2349.7701,-6050.7116,1757.4120,-2278.2064,2072.4446,-4097.7891,4065.7066,-815.0384,0.0000,-713.2732,3540.6184,-5513.9207,-2883.9944,-5536.4314,4169.2703,-2207.1703,2181.7892,2400.6047,-1771.9524,-3607.5686,-4080.2273,1598.1675,-3625.3897,1848.5814,6141.9174,-1985.5302,4036.2618,5396.2268,-2708.5672,3614.1720,-3656.3178,2592.5796,-5714.0920,-5140.4160,-6300.9934,5706.4896,-69.4870,6322.8374,5541.0328,3621.0775,-4777.3431,-3652.8771,5060.5811,-3213.3869,4300.7120,-711.8164,3386.1194,-2782.3646,-4256.5686,-2065.9505,-385465.5486,-374189.8115,-388924.2726,-387746.9116,-388777.5192,-388142.3434,-380014.2819,-382568.5424,154500861.8902,154502505.4604,154490279.3251,154484739.4454,-383570.6702,154484014.8952,5052.8513,1571.4710,-967.2890,3500.9925,1345.2942,-4739.0872,-5203.1348,-363.0269,-762.5333,-1154.0752,5526.6524,4795.9110,-5732.8906,4961.2156,-3881.9194,2780.2106,4039.4415,5533.1221,-2840.6839,3525.9989,5430.2240,-3755.5455,-1675.4715,3525.6863,5941.5289,6631.1039,4811.1931,270.7219,2655.4671,3105.5186,6654.3093,5385.0223,5246.0522,-1303.5252,-5012.5101,-1195.7488,-3053.2496,5381.7021,-4562.8195,-4054.9683,3604.3465,-6116.2070,2965.5428,-864.0521,-1859.4527,-6371.0935,-4777.1226,1489.8974,5371.8651,-6559.1075,-6484.9806,1167.3170,-4185.4269,685.1573,-4714.9776,-664.9546,-5501.0939,-5312.6489,0.0000,4798.1774,3426.1054,1633.7616,4903.0440,-3236.8890,-3397.2451,-6381.7795,-5175.3342,-3888.8033,-5613.9708,-5888.5057,5205.4779,-96.5737,-94.8134,6628.6385,3140.4670,-6403.6111,-1319.8194,594.7713,4798.2759,5548.0980,-1729.0913,-4401.6068,-3927.2511,1785.9428,-2846.4755,1220.9013,6788.6140,803.3763,10.1216,1812.3681,127.6125,2320.1173,268.3284,-3149.2806,-2025.5313,2907.7191,5539.2806,-4294.8445,-3556.8398,3126.5837,99026.0134,65446.6183,85895.0235,86907.4134,78308.7456,80570.2176,81480.0715,83708.9048,24842722.9291,24803068.7734,24848837.4425,24854079.7706,82890.3182,24846158.3304,-4435.8135,211.1457,-3100.7569,3631.4741,-2298.2798,-4416.2409,-4425.2104,-1552.6717,5493.5589,3404.1507,4098.5242,-854.2697,1048.5491,4721.5842,-1358.2931,-4134.1023,-3500.7248,3932.2521,3997.1674,-3308.0081,-4242.8893,-1108.5503,-1021.1308,5493.2352,3171.6340,1112.4599,-4755.2131,-5376.6151,4146.0607,3264.1480,-368.6593,4038.5387,-2118.3828,-218.5711,4528.9299,5390.4621,-2623.8884,-4212.1991,-1677.3487,2524.0919,5164.5052,2470.3084,839.3408,4263.1598,-5521.3717,2246.8634,2336.4730,1377.4512,2509.8553,7.7230,506.7335,3133.0128,5199.3065,-6518.6572,-4501.7187,-5498.2777,1080.0749,-4356.9352,0.0000,-4953.1124,4690.6675,-3867.0443,-3985.7190,2413.6013,4343.8631,-1575.9557,3588.4416,-5196.4354,-3679.0646,-12.5206,1313.8485,6730.1528,5903.1189,648.1600,-313.9307,-1751.1935,-5444.6253,4331.9396,-4044.7477,-1748.7116,-5379.2579,-4704.9249,340.1473,-4179.4140,483.2301,-3549.2750,-1378.9363,-2705.3467,4150.0023,-5400.6906,-5007.5427,-5407.4265,-4619.2409,5080.7531,5013.5543,6257.3949,-1165.4062,4453.6451,3928.1836,-5858.2178,-4155.6118,-7861.3173,-7773.1703,-4224.8422,-2584.8897,-12592.1649,-15877.8103,-9256.9055,41478709.0850,41454775.5474,41450198.6572,41465296.6815,-7972.5826,41467674.7137,
600.000,3365.6653,-6026.6061,4644.3121,5937.7602,-6229.0692,221.8456,-1007.2332,-6861.3848,3348.9631,4559.7669,2732.4912,-3499.2998,-4597.6084,1064.8100,-6231.6252,-2989.6052,-2417.6358,-44.7939,2943.2757,-4495.5120,1178.5426,4656.1139,-6852.4824,-198.0121,285.1124,3096.8899,3240.1341,-4388.6346,6037.8665,-4446.7627,2861.1316,2930.4927,-2792.1936,-6722.6494,-2643.3017,3444.0956,4137.0042,1086.2302,-5814.6682,4152.1212,3771.0724,322.3371,6722.3627,-6221.4897,-4455.1375,1012.5994,-4948.2908,6880.2064,-1775.7217,-3545.1296,1148.2776,-6238.5051,170.4943,-1698.1744,53.0465,-4379.7808,2796.2035,-2253.1625,0.0000,-929.7128,5209.8371,-5301.7469,-1439.1590,-5395.7385,3665.3317,-3656.0036,1028.7572,1022.0084,-3241.9931,-4447.0157,-2832.7070,3341.4867,-2059.6965,2961.9788,6310.4157,-3268.7420,3565.3648,6467.6941,-763.6381,4245.5220,-4324.2022,575.8129,-5858.8179,-4759.5673,-6708.1702,6534.8368,1451.2012,6752.0710,5836.7234,4414.7432,-3719.4532,-1972.4230,4031.1813,-4928.6608,2587.8768,1294.2615,4425.7298,-4587.6405,-5707.1649,-1683.8708,-387561.0498,-375513.9021,-390521.4714,-389331.0987,-390441.2535,-389790.3238,-381743.2059,-384596.1486,153925419.5256,153927883.8498,153914656.0008,153908628.6308,-385228.1102,153908505.7631,5173.4172,2938.1841,-2191.8756,2255.5577,2928.3116,-4415.6460,-4963.4830,862.1806,-2803.9298,-2350.0069,5550.6237,5514.7155,-4862.7802,5131.6263,-2887.9736,3564.5554,4330.4891,6471.2943,-3588.1910,4936.9559,4439.4018,-4964.7835,-484.8593,4311.6809,5548.1863,6180.0925,4932.2649,2351.2405,1113.5239,4750.5415,6102.0847,4151.0050,6290.6177,-69.0937,-4820.4656,-3268.1889,-4107.0602,4971.7463,-3723.0987,-5432.2733,1684.1318,-5887.0435,1548.7135,597.5697,165.4690,-6861.0769,-3087.8377,303.5664,5601.1704,-5762.2769,-6697.0379,2587.2322,-5389.8301,2781.3441,-4360.9571,1462.4738,-6320.7592,-3931.1042,0.0000,2911.9065,2613.2525,3486.5818,6119.6822,-1626.3001,-5039.0100,-5889.7862,-6266.1843,-5318.4860,-4237.7738,-4967.7968,6116.6195,1160.0583,1363.2896,6138.4017,1878.7156,-5281.6904,-3364.9124,-129.0381,4568.7235,4198.8301,362.9780,-5147.6396,-3276.5724,3712.7605,-1392.8804,-73.0955,6770.4006,-787.0542,-1906.0919,-223.1048,1963.4889,3695.5146,-1523.7081,-2125.6668,-3282.5980,2010.9281,4839.8846,-3266.2721,-2301.8247,4916.9087,90887.8738,57454.3824,77840.5142,78737.8967,70130.5624,72373.4779,73348.0044,75415.1341,28214261.8074,28175111.3428,28220990.3508,28226010.0506,74739.0573,28217745.9233,-3124.0049,1723.9391,-4404.7395,2469.6110,-842.9658,-5232.2256,-4717.0276,246.8725,5338.9748,4633.3450,3121.7011,-2308.9789,-518.9302,4539.3790,456.5048,-5100.7286,-4686.9689,2461.8070,5001.5958,-1691.1082,-5164.6891,445.5291,794.1078,5380.8028,4130.7204,-429.9661,-3590.1869,-4719.2976,3195.9435,1987.8411,1438.5441,4580.6970,-640.0985,1581.1695,3964.8935,4857.0742,-3751.7010,-4666.8249,122.3725,1099.6381,5514.1388,3637.6505,-706.1106,2899.1566,-5262.8463,156.2963,3532.6860,-434.5692,3666.9426,-1517.7030,-1301.4551,1487.2612,4311.0092,-6126.7476,-5270.3197,-5112.8205,-462.9348,-5229.1416,0.0000,-6222.8818,3511.7177,-2784.0581,-2950.9519,3893.8360,3000.0289,-53.7760,2032.1731,-4306.8987,-4441.6005,-1805.2425,-241.9299,5947.4031,6471.6724,-1163.2792,-2087.4643,-3073.9956,-4861.8009,2533.7642,-5027.0094,-3356.5722,-5143.9940,-4625.9053,-1774.1003,-3261.3230,-1059.7826,-1981.8059,154.1963,-1309.5775,3201.3074,-5100.6327,-5497.9536,-5515.0639,-5334.2655,4155.3293,5500.3261,6510.6387,684.9850,3784.9684,2890.0723,-4620.7190,-4013.8140,-7741.2296,-7534.2300,-4249.0883,-2351.1417,-12224.9611,-15860.2109,-9410.8555,41478479.3173,41454475.4184,41450278.7005,41465692.4482,-7834.8448,41467562.9926,
