sl_100_5400_20270420 Coordinates.csv
2027/04/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:36 2024,
Start: 2027/04/20 07:47:00.00, Stop: 2027/04/20 09:17:00.00,
TIME_UNITS,STARLINK-5339 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-4325 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-6158 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3156.3311,-6252.9938,1476.9919,-3500.5653,4072.2509,-4122.1746,-316.0892,6562.2677,-4270.6393,631.0452,-5002.8808,-5333.4544,-2259.0995,-328.7817,4206.5260,1249.5375,-1822.0886,-3709.0585,-4775.5165,-4180.2058,-5709.7648,-5051.4120,3161.5379,2353.0289,-191.3033,5002.4595,-2470.9612,-79.5216,4318.6734,2065.1535,5072.6656,-5122.5096,-5867.4178,2035.4503,-475.3115,4938.5506,524.0350,-6409.9726,6426.1676,2422.0131,5630.6729,-1248.0622,4119.7404,-4130.2009,-4861.7343,-673.1787,3275.1527,0.0000,-1494.7345,5827.3594,-6354.8790,5025.2919,-4289.4454,-4583.6906,4271.9047,5791.1014,-4714.5443,-4878.0871,-403.5480,-496.5888,5305.4068,4852.1405,643.0017,3421.8595,-1733.2717,-1307.5196,3155.2851,-4464.4412,-2369.3265,4140.1889,1389.4846,-5165.9864,5992.1766,-5221.5068,-73.0679,-829.7807,3371.5640,6722.0075,-6376.3159,2379.0274,6233.7531,-2801.8331,-6371.4803,4221.4473,-5747.1941,5489.8367,1155.5555,-6519.2544,4364.8813,-95.9523,5619.1608,3774.4463,-6571.6966,-210.2502,-3053.9922,5108.0801,-4123.3694,-4923.4938,-6408.2845,-4457.6872,214176.8462,219075.5152,213208.3765,214627.3229,211939.9555,213015.5690,221223.0214,218690.8632,141067982.6104,141081289.7482,141071731.3849,141081579.5596,217956.6406,141077491.2312,4562.2749,2534.5754,-4317.9651,5936.4222,-5623.2820,172.5085,-6289.4207,-1805.7090,-2050.6111,4087.8285,919.5659,-416.9960,-6260.8945,-1237.3452,2844.1217,5662.1292,-6183.7954,4786.7651,4911.7335,1013.7071,-3905.2643,-3425.6520,-6086.1699,3416.1238,-4137.1762,-2993.7706,6102.1732,-4163.6172,-3701.2967,-3589.5898,2632.8120,-4649.3304,-1217.9883,-6588.6615,-5158.2964,1509.1777,-4820.6127,1353.6445,-2337.0307,3968.4015,-2855.6318,-6695.1069,2637.9768,-283.8793,-3864.7312,5815.1832,5481.4964,0.0000,5255.5585,440.7582,2234.5019,152.0909,-5143.5762,-4262.8772,5267.0850,1734.6296,-4891.7279,-4481.4210,-5089.2816,-6199.4274,-1284.2738,-4310.8875,-4948.5089,2210.9867,-6044.7642,-3942.4790,5547.1765,-2384.3648,-3390.7009,273.6020,4387.5965,661.4565,416.0699,1898.7057,-4372.9050,569.8417,-5011.8530,-1665.6395,432.4661,-6157.7098,1351.4051,3395.5008,-1525.6087,1233.0447,3298.5021,-26.9633,3999.9800,1930.3105,-2086.1381,-5481.6124,16.3237,1832.8431,-1257.3868,4819.3296,5751.3138,860.5999,-3439.4760,-1741.9598,832.8269,3608.3515,-282705.5310,-320082.1796,-296885.1798,-295966.0911,-304180.1713,-302046.2338,-302925.5009,-300299.1242,-2880457.7634,-2900146.8244,-2862975.4539,-2860939.7163,-300781.1759,-2864546.2743,-4153.9470,739.0085,-5217.6369,-698.9268,348.2950,5478.2454,2780.1266,-827.0724,-4902.6538,5513.4110,-4710.3430,4276.3936,1944.3806,6801.2806,-4694.5924,-3802.6012,-2484.8904,-2941.1612,7.0303,-5335.0860,-520.4330,3254.8193,1014.0158,-5531.3329,5520.1106,3648.3491,2162.2421,-5446.7989,3951.5996,-5533.6970,-3724.1086,-424.5310,-3435.0895,-374.2722,4560.9663,-4627.3505,4911.8172,2114.1748,-475.5033,-5121.2785,2794.0175,-649.5928,4870.7057,-5532.8595,-3005.8777,3696.7662,-2424.7551,0.0000,4249.7683,-3692.6084,952.6573,-4614.9266,1345.4622,-2996.9659,-1412.4515,-3117.2128,338.6842,-1978.0965,4503.9245,-2850.9343,-4233.6467,2394.7779,4650.0341,5344.3098,-2956.7694,-5515.6527,2714.4797,4692.1449,-5447.5351,5513.7525,-5181.2308,-4587.3813,3452.9427,4011.4781,-5352.5282,-6872.3903,3391.1479,227.3324,2719.3021,-1170.0253,-2668.9308,-5333.4380,2196.7179,-5065.7607,-2046.9871,4127.0492,5489.2388,1328.1556,-4991.7623,-4139.5027,-4034.8894,5507.6032,1870.5405,-4942.1150,-2367.7907,4613.7476,-4248.2706,-4532.9336,-2510.0063,-3895.8945,-82146.8997,-86324.8696,-85272.8242,-81395.6433,-80067.7020,-90216.6637,-93101.2955,-86939.2972,41060768.0577,41042214.1605,41086439.3734,41064306.1993,-85338.2463,41069358.2392,
300.000,-1109.7795,-5650.9879,-660.0536,-2118.2346,3427.7770,-3907.7598,-1944.8359,6008.1519,-5595.0422,2743.1167,-4514.4975,-6094.4173,-3751.9926,1639.0192,5315.4056,2866.6258,-2819.8025,-1954.4615,-3661.8045,-3019.8181,-6185.8485,-5300.8696,1805.7038,3966.3380,-2333.9464,4740.0007,-707.3490,-2205.6940,2451.3990,101.2334,6257.9640,-5754.9366,-6655.0172,818.1959,-2069.9641,5595.5244,-1197.2467,-6353.5820,5567.6508,4308.8464,5365.4003,-2692.8346,4195.4647,-4126.6609,-6030.4326,1241.1201,3928.3607,0.0000,305.1181,4819.0073,-5727.0403,5036.5328,-4797.9275,-4201.0358,5437.5072,6619.1682,-5611.8645,-5849.0455,-2451.1687,-1864.6052,3812.3044,3296.7354,-1518.7112,4218.0205,-3117.6548,-3279.5023,4181.0476,-4312.6000,-4130.3654,3951.9624,2954.8012,-4347.9692,5236.6883,-3598.0256,-2092.3300,-2646.0066,1417.4149,6087.2758,-6820.0484,969.1778,6845.0551,-1509.4704,-6890.1076,5222.7919,-5060.8246,6107.2996,3217.0943,-6048.6732,2454.6871,-1662.5857,4476.7382,4319.1790,-5809.9507,-621.4604,-1257.7894,4935.0007,-5628.0456,-4415.0454,-6391.9407,-2621.6709,220011.9020,225720.1064,219574.5620,220982.3718,218218.0704,219299.7851,227451.0884,224529.4270,141101256.5592,141115215.8957,141104750.7451,141114526.1164,224248.4754,141110702.2814,5009.9541,3601.0811,-4101.2469,6538.7798,-5786.3861,2322.7466,-5355.4249,-3218.4677,-661.5269,3689.8297,2983.6017,1126.9588,-5816.1585,-77.2099,1036.0769,4423.6980,-4916.4820,4812.0012,5499.3913,2863.6020,-2417.3734,-1491.7971,-6113.7367,1972.4005,-3920.8774,-4520.5975,5993.4702,-3662.6862,-4584.6965,-4486.6377,1588.8873,-3603.2063,50.7770,-6703.4234,-3878.0991,-464.9054,-5616.0596,2634.3117,-3316.4457,3453.8945,-4207.3603,-6221.8992,538.2531,1870.2776,-3069.1291,5158.5518,3998.5521,0.0000,6046.5910,-1120.8208,3625.0870,-1973.4722,-3810.3657,-2901.7022,4287.7457,546.3953,-3650.2714,-3676.6977,-4356.9463,-6478.1877,-2577.0349,-4683.2210,-4979.9444,150.1937,-4759.4357,-3057.5590,4002.8699,-319.4855,-2169.3272,-1891.2611,2923.7500,2648.5657,-1415.0527,2974.3592,-4706.6640,-717.4752,-5265.2237,-3043.9243,1143.2551,-5980.8615,148.8080,4970.0044,-343.5729,-527.5460,4706.6815,-1584.3919,3463.2573,3374.2409,-2310.5413,-6077.5820,-1537.6715,-271.8414,-433.4623,2958.4286,5810.2649,-1285.5963,-2629.1804,223.8840,2451.9177,4526.1274,-278140.6918,-315339.4458,-292117.5318,-291315.3529,-299523.6901,-297412.3153,-298207.1295,-295712.8723,204736.5226,185260.8529,221583.1994,225001.7665,-296099.4483,220584.2605,-4658.4839,-1093.2061,-5548.9120,847.4561,-1764.6666,5135.9345,3860.0615,727.0508,-3838.0324,5136.1284,-4332.9001,2920.1404,450.9438,6723.2412,-4300.2780,-4505.2242,-3952.4618,-4284.2417,1802.6728,-5444.6135,-2007.9088,4183.5795,2719.8731,-5308.0330,5178.4893,2104.0356,3402.0692,-5359.8011,4574.5089,-5256.0583,-2198.1874,1379.8684,-1844.0533,1435.4809,5319.4594,-4067.8044,3833.2937,341.9178,-2237.9001,-4163.8634,1100.3565,905.5428,5454.6421,-5217.1318,-1342.0008,4446.4838,-3904.3608,0.0000,3358.8781,-4828.5734,-606.1472,-4160.3784,3015.0768,-4701.1188,119.2276,-1460.5419,-1214.2913,-197.0086,4621.5565,-1159.0331,-5152.4329,3876.9306,4407.1946,5229.6991,-3989.6990,-5250.3685,3817.2970,5377.5277,-5001.5856,5332.0924,-5544.8132,-4716.5761,4308.3036,5014.1282,-4608.5398,-6381.7380,4270.6385,-1308.2506,667.8289,-2872.8931,-954.3847,-4564.8818,437.1354,-4176.2507,-563.0153,2719.3109,5013.8469,-206.7927,-6079.4480,-2734.3777,-5045.1040,5405.2558,3780.5800,-6208.6109,-3560.7354,4702.7073,-2877.1261,-5317.9769,-1083.4109,-4551.0951,-82292.2611,-86468.2921,-85298.5272,-81679.4304,-80094.7802,-90121.6580,-93354.8923,-87231.4017,41060909.2645,41042420.1021,41086876.2554,41064957.3193,-85465.7155,41069684.6907,
600.000,1044.6431,-4447.9576,-2744.1094,-522.3872,2416.5416,-3354.6386,-3414.6691,4847.7732,-6356.2468,4583.6870,-3631.0413,-6248.9744,-4878.0358,3379.9000,5936.6658,4242.8303,-3581.3785,35.5676,-2157.9524,-1603.6191,-6076.3199,-5071.7336,246.1700,5222.2356,-4242.6531,4018.4309,1148.5472,-4119.0504,353.0824,-1842.8501,6793.4203,-5828.0463,-6781.6758,-496.7162,-3505.9357,5743.6620,-2766.6576,-5657.7523,4133.2198,5764.0367,4572.6824,-3873.8836,3914.1315,-3771.4834,-6589.3464,3062.1541,4219.9653,0.0000,2050.2196,3362.2082,-4507.9427,4575.9368,-4840.4242,-3441.0824,6074.8722,6754.5518,-5940.6034,-6235.2002,-4265.2395,-3028.4254,1962.9185,1395.7885,-3520.0840,4613.8519,-4239.4390,-4943.7783,4839.1539,-3788.8818,-5492.7407,3429.8722,4276.1818,-3152.0621,4001.9907,-1621.0130,-3882.1515,-4127.5604,-686.8259,4858.5612,-6571.2096,-576.1628,6774.6705,-114.3623,-6721.6841,5688.3208,-3887.9654,6122.0891,4961.1906,-4989.6732,293.1742,-3034.5571,2922.3849,4495.7366,-4472.6932,-877.4538,681.3641,4330.7806,-6552.3162,-3521.4080,-5760.7157,-539.1273,225750.0489,232261.9263,225843.1478,227241.0344,224397.7912,225489.7427,233576.4889,230252.6435,141067066.8432,141081670.9642,141070335.6735,141079944.8791,230439.7552,141076452.7553,5017.6558,4299.5058,-3542.1956,6508.5203,-5375.7738,4235.5996,-3908.1264,-4314.5537,755.7172,2980.5423,4760.9615,2526.8338,-4810.8425,1172.2646,-844.8562,2781.7362,-3160.5092,4362.4619,5537.8192,4455.8552,-681.0434,601.1107,-5554.8004,380.7342,-3372.1226,-5577.1869,5326.0392,-2849.0329,-5066.9038,-4989.2853,405.2905,-2188.6253,1294.0379,-6151.7672,-2247.5687,-2371.9990,-5879.8791,3645.5444,-3981.5924,2643.3417,-5129.6310,-5117.0463,-1623.7542,3832.0539,-1980.0355,4033.9589,2092.6780,0.0000,6270.3923,-2616.5232,4648.4307,-3889.2948,-2065.6489,-1208.7214,2890.3301,-682.2704,-2024.9622,-2506.9306,-3221.3193,-6095.0916,-3666.8900,-4630.4111,-4548.0019,-1901.9660,-3027.2018,-1924.1997,2070.5689,1794.5119,-776.9199,-3868.5111,1212.9622,4399.7095,-3139.2249,3802.1293,-4619.9299,-2001.4324,-5047.0498,-4138.9369,1728.9324,-5166.6937,-1057.8896,6072.0170,867.6885,-2194.3134,5655.1056,-2955.0145,2635.9596,4492.1457,-2381.4416,-6073.7998,-2986.6540,-2331.8309,482.1784,766.1240,5333.0638,-3312.7004,-1581.9606,2196.5300,3824.1724,5049.6280,-273456.7866,-310457.7698,-287220.6560,-286534.2549,-294735.5746,-292645.8859,-293359.6391,-291042.7201,3290015.5879,3270766.7071,3306216.3899,3310974.8217,-291286.1343,3305797.3082,-4664.9714,-2800.8865,-5287.9270,2302.7617,-3690.3629,4227.7431,4518.2599,2200.6005,-2342.0746,4201.3029,-3492.3802,1240.2570,-1090.7484,5925.7156,-3442.9770,-4726.8489,-4993.3598,-5128.3927,3398.1361,-4952.9973,-3280.9336,4661.9676,4134.4157,-4513.6132,4276.8248,329.2498,4277.2695,-4681.7807,4707.1342,-4412.3054,-425.2576,3036.2138,-53.3154,3089.5797,5502.4933,-3073.6071,2339.8984,-1467.7347,-3752.7143,-2758.2908,-712.5175,2359.6859,5449.0443,-4339.0931,467.7089,4719.0831,-4947.9289,0.0000,2107.3075,-5444.6131,-2096.3447,-3239.8500,4347.2375,-5904.8637,1638.0770,361.7111,-2629.7585,1605.3486,4218.2253,662.0313,-5515.4252,4941.6461,3670.2880,4503.0490,-4599.1129,-4417.8900,4512.1568,5481.1708,-3999.8901,4573.7010,-5316.1645,-4343.6080,4702.2168,5462.2814,-3367.8025,-5215.0015,4692.4583,-2703.6060,-1454.7480,-4236.3546,863.2292,-3304.9944,-1369.7100,-2795.1306,981.2106,1012.6540,3993.4659,-1719.5751,-6524.3388,-1028.4783,-5513.3175,4724.0959,5288.5962,-6805.7282,-4372.3919,4290.3160,-1186.3799,-5531.2989,459.2771,-4720.2438,-82437.7803,-86611.5977,-85324.4930,-81968.2030,-80125.3149,-90020.3983,-93603.2750,-87396.9526,41061054.3260,41042627.0954,41087302.0702,41065651.1905,-85593.1291,41070011.0289,
