sl_100_86400_20270914 Coordinates.csv
2027/09/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:12 2024,
Start: 2027/09/14 07:47:00.00, Stop: 2027/09/15 07:47:00.00,
TIME_UNITS,STARLINK-31501 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-5805 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-30290 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-5805 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-5805 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5637.5167,-1068.8853,2679.0240,3132.2267,1943.5810,3280.3462,5147.8714,-6040.3473,2121.9407,-5154.3505,-5604.7260,2362.1562,-5258.7856,-2491.1266,-5998.3113,4493.4078,2834.7828,4475.0245,5363.6714,-5072.3732,-2524.1087,-2066.3616,-6054.7168,-5731.9144,-1693.9634,2891.4176,-4989.5972,3172.1294,-1969.8337,-4984.3861,4051.8390,5881.2522,6102.7591,5886.7467,-6198.0350,3653.7550,-3480.4115,-2830.1222,-993.8961,-4311.3076,-5500.5598,3213.4614,6325.1527,2253.1527,5021.8508,-1383.2143,-256.3360,2882.2756,-4247.7258,-347.7203,685.0528,-4682.6175,-2715.8847,-2580.6397,-5316.8130,3219.5424,-3290.9801,5008.9996,-6112.7588,3564.6717,-3065.6506,-3460.9571,-5390.0902,-1099.5733,1315.3793,827.2732,-3716.8943,6662.9001,-6669.4860,-1532.5707,6042.1771,-4977.2632,6845.7427,-2531.0664,3667.6980,-4868.4811,-5468.7890,-6095.5217,0.0000,-6081.7950,-1199.3711,5366.6811,-5432.2541,-4905.9280,290.7842,2435.7200,3946.8307,5166.6247,655.4301,2011.9614,-1388.2014,4208.0999,-3364.9887,6518.1421,966.3534,2309.7573,-4395.2571,-1339.6057,0.0000,3059.7966,275915.7775,295228.1147,285068.1857,284269.2524,291318.8388,289289.8543,283090.0532,282638.9995,79045342.6826,79058631.3472,79065290.4832,79053474.9682,284413.2614,79045082.8976,-1323.4938,-6463.5524,-5228.5055,4524.1422,-6602.2854,-6080.9915,52.0091,1777.6679,-4803.0678,-2760.3690,3864.7790,-3648.0598,3243.9234,3450.9274,3420.0978,4679.8718,3140.5122,3846.0107,-4027.9096,-3257.9948,-6221.4630,6474.0350,1029.2997,3360.8063,-3912.1140,-715.3182,292.9478,6055.0090,6638.9153,-4755.2492,-2763.1540,1897.9509,15.1585,2284.8402,620.9501,-2847.7150,3752.5345,-2485.5660,-4381.9897,2948.0760,-2404.4134,601.6856,1843.9211,4419.1220,860.6408,-4350.0585,-6932.7710,3026.2771,-244.5871,6887.3577,5609.6875,-2468.0091,1859.1341,-4194.9957,2426.4769,-936.1407,2525.1999,-3512.4865,-3015.7487,-2843.2330,5490.8430,5977.6136,722.7643,-1746.6289,-4683.8975,5914.3128,-1468.1659,-1494.9011,-1555.8725,-6694.1687,3244.3028,-913.2792,590.9224,-4628.2301,5291.1989,4176.2176,-2063.3209,2216.6086,0.0000,3096.2466,3920.5474,-3729.9072,-3608.6579,3953.7795,1252.2713,4547.4726,-3645.5866,1189.6276,-3166.9522,-6233.3968,6245.1220,1697.7945,-5288.1430,-141.4969,-4037.0318,6505.6750,-1341.5307,-6457.2173,0.0000,-2756.5480,-283131.3027,-271631.6656,-285303.0466,-285077.2330,-280088.2076,-280898.7374,-275635.1551,-279060.8041,279540948.6607,279598382.0567,279573957.6577,279559944.3170,-279213.2404,279560147.2662,-3570.3321,2042.6911,3632.4680,-4225.6420,-318.7117,679.4199,4501.7544,2898.9150,4492.5753,3736.0349,837.6063,-5384.5828,2916.7629,5426.1931,431.5632,-2454.7252,5316.1852,-3644.1869,711.0088,-3295.8278,-1795.7562,783.4857,2976.6282,1989.2183,5431.7083,-6266.1580,-4645.1652,50.7419,589.5049,779.1011,-4414.5639,-3145.6287,-3076.4116,2501.8096,2765.5959,5154.2881,4660.2244,5809.0663,-5120.4055,4547.5152,-3453.9280,-6128.5071,2191.9466,4801.4832,4688.3728,-5206.6005,121.4593,-5409.6810,5424.6275,400.1533,3952.4808,-3932.4832,6097.6532,-4834.9622,-3666.4832,6054.9720,5511.6942,-2991.9552,-1167.6377,5080.2500,-2270.0910,-296.6431,4257.9473,-6633.5330,4891.2545,3625.0511,-5340.3262,-1231.5068,917.0889,-152.1439,-813.6693,4714.0639,-140.2505,4462.6488,-2519.8190,2562.7920,3524.4295,2259.3326,0.0000,1163.9815,5441.3058,2251.5889,2298.6949,2925.6892,-6824.4226,-4457.6538,4324.4391,4154.9483,6149.4421,1356.8662,2584.1694,5236.9320,2738.2113,-2266.0782,5516.4848,-398.8256,-5138.7923,2018.8250,0.0000,5486.4056,-57409.5645,-62139.7598,-59589.6780,-56568.7730,-54627.1007,-64516.2438,-68011.1404,-60463.7457,-75706789.9236,-75687579.1738,-75693058.9699,-75690983.1703,-60052.7243,-75699809.4773,
3600.000,4034.8922,3411.0184,1181.9876,-5202.1747,119.3517,-476.3663,-5360.0680,5559.8588,2060.8402,4396.8863,2490.9987,157.6727,1143.8471,-1571.9665,4111.1313,-6105.4487,-5287.6471,-6595.2686,-1880.4249,4072.2642,2448.6933,-1130.6491,2477.7665,6057.3083,5112.1930,2198.5857,1903.4928,-4706.6218,264.3385,5421.2963,-2749.2047,-4755.2560,-3548.0780,-4616.6069,3248.5749,-6693.3153,833.6881,-1782.9920,4702.2741,2615.8380,3992.7680,-6323.0521,-3666.2536,-5193.7547,-4977.6577,4772.2633,573.3335,-6208.2084,3401.8084,-1338.3381,-2818.3589,6443.5137,-1816.8772,5586.4737,1425.5532,1789.7864,394.8463,-775.6402,5022.7045,-2352.1507,731.0944,1349.7403,2211.5154,-2923.7241,996.0471,-1048.6781,5007.4740,-4043.1974,6043.1851,2935.6362,-5141.9018,5381.1901,-5482.3726,5148.0262,-5014.2409,3876.4762,4485.3164,2665.4850,0.0000,3302.2857,-3301.8089,-3915.8821,6209.5540,5110.5661,3469.6998,-5552.1071,-3253.8626,-2703.0579,3464.0143,508.0147,-1569.0631,-4863.8586,4947.3867,-3825.3556,2861.4165,-3337.9661,3668.4212,2832.8134,0.0000,-229.3776,338151.8693,353924.9405,344919.6945,344887.0935,352820.7024,350203.0977,344973.5362,347260.5793,3927032.0416,3929644.5728,3941557.1987,3932569.6995,345688.8632,3925930.4137,-3077.2399,5663.3290,3977.4894,-997.4838,5695.5549,5781.3799,3782.2986,-4098.2201,3746.1583,5185.0193,-4952.1121,6328.5569,-3996.6865,-5042.2196,-4156.8044,-3060.1040,1037.9920,-2098.9838,4350.6793,-772.1511,5678.3235,-5402.7714,-3324.8402,-959.3293,1261.6602,-1494.9738,-4047.5613,-3360.5647,-6009.4496,1881.9998,5965.9689,1760.4224,3518.4490,1886.3576,-3792.4312,1766.5638,-6326.8923,-482.8597,4622.1324,-6010.2777,-1212.9085,942.1066,-157.4947,-4370.7037,3143.8634,4485.9315,5045.4424,-566.8774,-4046.2222,-5650.0798,-6298.7789,-14.9510,-3127.3032,3836.4973,-3872.5589,-1401.7101,-5597.0014,4917.8299,374.8676,6189.2693,-5951.5263,-5596.0344,-3578.3519,-1976.4748,6675.4524,-6830.8667,-3410.6544,1537.4527,-187.5191,4712.3803,-683.5897,-2967.9088,2016.5742,4564.1630,-4370.2345,-5426.3922,-2357.5384,-3520.8601,0.0000,-4486.2216,-4716.2337,5508.6479,2260.7245,-4254.0566,2580.7237,-1087.7486,6072.9538,3354.1353,1079.0986,5578.6464,-4092.4269,-4915.1960,4343.6676,2366.0870,5208.3017,-4276.9928,-3132.5579,5814.3922,0.0000,5915.5289,-207006.5848,-190630.1822,-204562.2409,-203266.2372,-199340.5610,-199782.1539,-195726.9965,-198358.0989,290487304.6025,290549505.8650,290527630.4379,290513816.5486,-198669.1168,290507268.1170,4516.9220,1842.1798,-5534.9624,4466.1267,-3879.6605,-3819.6866,-1960.6128,634.2355,-5444.3454,1413.4027,-4047.3182,2771.5163,-5430.6949,-4454.2388,3689.0867,-1199.2839,-4155.8845,361.8731,-4808.2371,5465.4135,-3181.2564,-4048.7690,-5431.0331,3244.1235,-4486.4350,6391.7853,5137.3469,-3645.3622,3471.0351,-3895.2973,-592.3487,4717.4558,4651.3354,-4621.0305,-4648.8501,-415.2359,-2706.1463,-6686.9830,1686.3478,-2261.5654,5511.5171,2696.0458,-5907.3018,-1304.3328,-3663.1289,2219.1474,-4739.8893,2789.0012,-4445.3191,3733.5569,132.2895,-1392.0263,-5929.2090,1276.9593,5513.2390,-6553.4449,-4034.4626,4633.9393,4725.1743,-1699.9144,-2959.5660,-3835.9441,-5492.2948,5968.2897,-1470.6023,1038.2517,2771.3281,5408.5281,3336.2166,-4050.2312,4547.0921,-3193.6987,3618.5883,-726.4658,-1881.6261,1803.0274,-4582.4132,-5270.3035,0.0000,-4117.7964,-3662.5269,1457.2994,2040.6041,2008.8780,5418.9807,3790.6413,-434.2825,-5193.0072,-5943.3615,3649.3432,-5339.2376,-539.6011,1861.1830,5221.7714,-3538.0219,4275.4300,4907.9785,2392.3271,0.0000,-3487.4923,-55456.5069,-60607.4863,-56970.1566,-57327.7809,-52239.4397,-59781.3107,-67556.3788,-57781.7743,-75758827.0533,-75744674.2595,-75751455.0352,-75750351.7655,-58522.1056,-75754628.8304,
7200.000,-1562.9718,-4731.5938,-5090.2380,6252.6613,-3151.3963,-3112.9054,3479.1042,-2884.8845,-5653.0239,-1014.3416,1964.7722,-1791.0290,3443.2336,4178.8648,-62.9955,5580.5743,5710.6974,6176.7119,-3285.6383,-2722.9153,-2190.4096,4632.8377,1634.4630,-1932.1952,-6838.0913,-6367.7953,813.3874,4960.8241,2482.6333,-4703.3495,-1044.5108,2949.2992,257.0256,2073.3147,521.5419,5137.0770,1496.1591,3444.8459,-5444.2098,-483.4357,-2261.2552,6457.8807,412.3710,5602.0887,3923.8826,-5721.1730,-2186.2039,6443.4555,-2345.9463,3547.1431,3720.5764,-2795.7558,4622.4011,-5806.8994,2574.5968,-6195.5961,1615.5751,-3580.3412,-2789.9813,405.5614,3042.1995,2196.5123,813.2531,3338.2794,-2452.6022,1151.8880,-3407.2183,-463.9808,-3093.3024,-4146.8423,2960.5893,-4409.4633,2064.3107,-5363.5339,4547.2709,-740.6462,-2550.2018,1774.8919,0.0000,771.5590,5464.8770,643.2021,-4595.4883,-2342.4994,-3401.2419,6502.1513,1164.9662,98.0856,-6552.3033,-3871.5856,4945.5159,2009.8369,-4451.1259,163.1997,-4809.6328,4203.9953,-2760.2511,-3770.1667,0.0000,-1721.5181,380087.6517,390653.4009,382459.4028,382916.6432,391904.0091,386015.3044,384856.8112,383340.3758,-71466026.8110,-71475521.4341,-71459527.6265,-71468420.2444,384716.3276,-71468263.7614,6327.4525,-2200.1872,-2519.3114,-2221.5599,-2693.1550,-4075.7779,-5544.3296,5034.7245,-2639.6219,-3718.2635,4863.8997,-6494.3274,4371.6125,5462.6790,4150.5042,60.9717,-3684.7978,-331.3406,-3463.0119,4956.1874,-2031.7480,2491.8114,5392.1981,-953.0280,740.9547,403.2866,6532.0677,-1145.0213,3403.5270,2097.9700,-4239.7853,-5250.7706,-6224.7032,-5686.7386,6094.4086,682.3926,6701.9924,4877.4263,-2747.3310,6768.2698,5030.4077,-1078.8698,-3203.4064,2670.0414,-5698.2255,-3259.3859,-941.5474,-1298.3862,6464.9910,2168.3402,4065.3194,2979.9653,4680.0181,-2074.4384,5154.1536,441.4612,6715.8332,-5116.2868,3400.4583,-6152.7368,2610.7496,3504.6072,6041.4349,5807.1994,-5762.2725,4546.5232,5157.5087,-2679.9857,2815.2501,-440.9248,-3133.2507,5326.3374,-4646.9267,-2627.1318,1160.9270,4656.3489,5926.3939,4715.9063,0.0000,5186.0822,3983.2864,-5406.3516,631.0391,3007.4059,-5989.0896,-2028.4224,-5672.3936,-6516.5169,-363.9379,-1510.1637,1231.4761,4863.3475,-759.4324,-4928.8200,-4917.3873,91.8200,6141.5352,-2354.2926,0.0000,-6582.2881,-117210.9694,-97827.8909,-110513.0509,-106483.0805,-105642.9887,-105940.1232,-102569.1552,-105952.1149,281600123.0346,281663750.4166,281644998.3927,281628167.0160,-105251.3933,281620397.8374,-1945.5808,-4465.2212,3930.6013,-2024.3246,5491.5175,4669.3827,-2011.7207,-3804.5534,2979.2274,-5783.1900,4411.5699,1551.6726,3960.7121,607.5344,-5541.0931,4105.6312,-259.5963,3120.6301,4757.7855,-3903.9697,6262.2463,4364.9564,3847.8458,-6602.5248,694.5537,-2716.0029,-1788.9269,4552.6545,-5534.5979,4631.8592,4932.2411,-3440.0658,-2808.2337,3079.5973,3005.1644,-4619.7477,-923.4697,3514.7624,3018.3887,-1419.6350,-4189.1181,2290.3225,6140.5563,-3048.7644,386.9096,2118.9907,6507.4298,1860.6734,585.1109,-5523.5799,-4162.4953,5161.1432,2207.9883,3080.7078,-3795.4071,3070.8881,-39.7143,-2717.7983,-5340.1930,-2953.2248,5337.6322,5528.9106,3251.6761,-1821.4875,-2919.7433,-5190.5008,2486.5488,-6385.9327,-5507.1908,5447.0973,-5400.2899,-323.4016,-4621.8070,-3494.6457,5062.0292,-5059.2826,2226.9223,4661.3733,0.0000,4512.8333,-890.8934,-4269.3889,-5139.3069,-5818.3466,-840.4231,-252.0430,-3764.8982,1720.8756,2308.3296,-5248.7139,4645.1204,-4526.8997,-5148.7443,-4832.5231,-698.0186,-5494.5768,-1467.9291,-5282.1438,0.0000,-932.5912,-53624.2173,-58985.4819,-54761.8826,-58426.8268,-50310.8454,-54826.2928,-66429.8320,-57953.2570,-75810584.1103,-75801828.3034,-75809945.5026,-75811598.0403,-56986.8158,-75809439.9968,
