sl_100_5400_20270120 Coordinates.csv
2027/01/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:49 2024,
Start: 2027/01/20 07:47:00.00, Stop: 2027/01/20 09:17:00.00,
TIME_UNITS,STARLINK-4025 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-31210 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-5901 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-31456 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-6181 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-31210 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-5901 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-31456 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-31210 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-5901 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-31456 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3195.9190,2667.3778,-4994.6514,-5226.9682,-6581.8698,-3953.5772,5764.9038,-3769.6202,4895.3090,-8.3626,5802.3657,4280.6873,2873.7790,3887.1285,-4242.8763,-2887.6582,6061.5954,-960.7556,920.9642,-3923.7829,3126.8101,3475.5750,3991.8401,3883.1185,3226.8417,2526.0847,2131.3594,-646.0317,116.0439,-1046.3556,-6177.7378,3903.4664,-4853.3282,-4958.3797,-6708.8975,2159.3500,-6239.5305,6338.2981,-3800.7858,0.0000,4499.2738,5239.8315,1212.7817,5830.4319,-5009.6657,4503.1844,1122.8182,-72.0794,-6126.5016,-5197.3499,-2237.9884,-2787.1608,-3331.7204,-4006.6460,3369.3658,-3694.4911,810.0180,1056.6659,-3673.3123,1199.2249,3145.6395,4544.8112,-1024.2312,-5589.0196,-4079.6215,3513.3240,2865.5284,6318.7564,-4646.2981,3820.4847,6304.1326,-2214.5227,4036.5825,747.2861,-5175.1567,6570.5968,5599.6622,162.7589,-2828.8699,4881.7999,-5565.9794,-1456.8761,4450.7393,-521.3365,-1133.5905,-4376.0398,3548.2608,4773.4137,-5881.0865,1782.0788,-1318.6294,3482.5518,-4333.0026,-5370.6494,4062.0597,-3325.3649,4859.5731,-4464.9720,-5064.9307,-4711.4167,267016.7626,270558.2379,271694.2205,273100.7918,264794.2071,267136.1187,266363.6769,268352.8352,-32614548.1370,-32644021.9637,-32654252.8772,-32639452.3505,268423.2258,-32629512.2062,5620.1690,-3662.6961,4447.1550,-2512.1236,-1509.2565,-3428.5259,-1112.5061,-4008.2641,2370.0526,-6530.7346,-721.8803,-4637.7476,-2967.5488,-4409.9514,192.4642,-3134.2548,3310.3743,6379.0166,-4559.5354,5218.4638,5643.8519,-3818.7623,-1152.6100,3584.6267,-2719.7895,5427.0117,-6543.7290,6019.1968,-5898.8744,-5779.1795,1105.3566,2674.9167,2668.8658,3951.6524,-976.2956,3554.1528,-1325.8263,2324.7839,-1929.0345,0.0000,3120.5511,3872.1326,5625.3711,3139.2293,-90.9883,-4757.4129,-4989.9894,-6912.7783,-106.1003,-1236.6242,6366.7218,-4254.3373,-5595.3606,3544.9705,-2707.2108,5523.2459,4915.2857,5334.8876,5576.0486,5034.2943,-3262.8172,-490.2434,-3317.7434,-1456.5567,-774.0804,3895.9886,4836.4653,-1032.7552,4252.6853,5400.2962,2443.0389,6385.3425,-1005.6054,-5030.7324,-2579.6408,1789.7073,3679.9785,6507.3698,5268.6008,-2782.1659,3785.5896,-4435.3810,5163.7061,-4845.3069,-2347.0805,5066.8322,-5498.6824,4704.6045,-445.3158,6692.5764,-5405.4126,2798.3352,-5201.2603,-3768.0849,529.8004,4660.9573,-3522.5180,35.3172,431.7039,1966.2645,-174186.1826,-173570.9890,-166937.3849,-168649.1342,-166284.0425,-167244.9160,-175526.4298,-173321.1798,-109129880.3928,-109140502.5196,-109134319.6375,-109136345.8944,-172133.3608,-109141764.4210,-2463.2198,5191.8747,1335.3021,3767.6805,-1195.0735,4579.0881,-3805.9507,4124.7652,4287.0185,-2165.4154,-3532.1904,2854.4370,-5472.0567,3629.2867,5493.2963,-5395.3973,-566.3697,2580.3996,-5125.1386,-2185.0656,2179.2165,4400.5034,5479.2835,-4465.6836,5463.8351,3445.9069,-143.7912,-3201.4643,3609.3778,-3532.1160,-2873.0971,4920.7088,4201.2193,2800.2350,-1370.5651,-5481.3005,2647.8383,963.3518,-5375.1466,0.0000,-4259.6001,2310.8933,-3847.5953,1972.5742,-4689.1824,-2265.9040,-4549.3678,-359.5394,-2990.3079,-4413.9313,-1539.5518,4586.6891,-2345.3255,4374.1214,5372.8426,-1949.7312,4642.4334,4285.5275,-130.8718,-4489.8282,5202.6448,5109.7426,-6018.8947,-3787.1110,-5275.1955,-4517.2614,4023.1768,-2372.5799,2463.9963,-1777.5904,-857.8175,-1342.4500,5505.7735,4524.2927,3655.6072,-501.1124,1793.3996,2321.1500,-3468.4965,4042.6542,53.9874,4996.4890,68.0885,4892.2568,-6377.8415,-1127.3123,2327.7625,1305.3290,3653.4264,-38.5707,-4028.2467,5246.2957,1404.9197,-2161.8871,-5464.3420,-3558.1965,3364.3512,5284.1757,4709.5929,4686.1843,166452.7495,166906.1000,166206.2657,170599.1539,171545.5967,161261.7102,158750.0124,167682.2655,23253340.0226,23228879.3808,23261987.0396,23266896.4397,166383.7639,23260566.8531,
300.000,3877.8361,1396.9107,-3645.6400,-6378.7423,-6341.5421,-4873.0067,5746.1058,-5327.5539,5082.3330,-1280.4492,4507.9462,2472.1591,1326.4548,3176.7903,-5457.4384,-4013.7716,6378.6283,-363.7551,-1141.4983,-2361.6157,4587.0374,1505.7770,3392.1095,5460.4831,1457.2250,3367.7297,871.3546,677.0792,-1709.7524,-2549.4846,-4947.2360,4104.0745,-3227.7345,-3258.3909,-6210.0817,3806.4692,-6844.8867,6668.1409,-4186.5699,0.0000,5827.0825,6207.0639,3073.7998,5703.1077,-3932.4231,3455.5419,-1043.7786,-1563.2934,-6423.4571,-4994.8399,-795.0488,-4559.7362,-3987.3166,-2058.5008,2346.0096,-2448.4055,2895.6201,2853.5196,-2465.9683,2587.9607,2095.8973,4864.4112,-2754.7880,-4871.2999,-4704.1507,5125.7955,4084.7117,5191.0616,-3033.1663,4397.3247,6209.9843,-1063.5621,3153.6029,-1417.1097,-6327.1047,6674.1072,4575.2252,1440.1081,-1433.5287,4216.5598,-4593.6254,-3402.4608,5374.5271,-2357.6222,-1110.7752,-2822.0711,2409.3753,5812.6039,-5146.1235,3134.7239,-2990.2610,5067.0792,-5290.4720,-6275.8782,4154.0505,-1443.3306,4442.4259,-3633.2660,-4775.1576,-3856.3851,270916.3894,273974.4463,275320.1208,276605.1232,268296.9663,270615.2788,269931.6778,272044.6151,-30217719.7190,-30246939.7044,-30257683.7765,-30242990.0344,271952.2748,-30232715.4129,4165.9823,-5199.9653,4913.3908,-1440.5933,118.8695,-1488.3724,-2945.4757,-3400.3475,260.0279,-6746.6098,-2044.1078,-5148.7465,-4451.6108,-5774.1077,1377.1151,-1265.2191,1775.3259,6922.2984,-4000.7671,5298.5692,4987.7727,-4730.7273,-3208.8697,2831.8355,-3993.0314,3822.2925,-6551.4258,6631.5512,-5056.1383,-6050.4989,2271.4782,549.7687,3995.7088,4728.8185,347.5839,2132.5744,-118.9017,1148.6194,221.0780,0.0000,1675.7376,2996.5025,5554.9766,1626.1545,1686.6994,-5952.9024,-4924.3336,-6483.1906,1580.9015,886.2429,6874.5822,-3123.8215,-4154.8638,4011.0423,-4501.5043,6460.2824,4354.0900,4212.8334,5967.8234,3534.0921,-4958.8100,-2442.4289,-4098.0406,281.4738,1245.8028,2638.3905,3149.9406,-2182.5131,4587.4744,4021.4820,1092.2804,6789.3551,-2994.1699,-4801.8582,-1522.1868,562.1627,3526.1829,5571.3754,6377.3661,-4574.0353,4597.0039,-4394.9178,3930.5270,-5268.8537,-4334.4996,5622.6704,-5006.2827,3579.0496,1428.3540,5976.9350,-4147.0296,1553.1555,-4436.7068,-2854.2870,-1639.0390,4599.7949,-4953.5902,2033.4063,2535.6571,3895.3239,-168995.0789,-168388.9800,-161362.7953,-163074.7051,-160637.3742,-161596.6705,-169828.9843,-167994.5447,-109814592.8819,-109825545.9248,-109819754.9033,-109821607.9809,-166499.0288,-109826564.5044,-3935.8599,4303.2909,3007.1586,2257.5511,-2610.4232,4730.9774,-2692.3810,2715.6507,4695.7147,-399.1746,-4709.0969,3915.9379,-5043.1980,2081.0917,4071.6427,-5437.2668,-2050.3566,517.2496,-5531.5544,-3710.5156,699.4192,4623.2696,5048.9446,-3165.5280,5440.2573,4661.1034,-1931.3417,-1564.3763,4396.6526,-1961.4966,-4245.3966,5426.4063,4682.6579,3877.9732,-3029.3730,-5320.1677,932.4962,-864.6161,-5429.9589,0.0000,-3369.9367,561.9472,-2757.5747,3540.4797,-5365.7719,-806.2054,-4638.9075,-1861.7780,-1646.0457,-4721.7638,-14.2351,4045.9029,-3842.4881,5234.8936,4669.1605,-455.5381,4362.5238,4694.6656,1695.3356,-5268.8049,4318.5084,4171.4939,-4887.4390,-4888.9873,-4624.2636,-3832.7767,4600.8008,-3863.5969,3932.8603,-3380.6641,-2589.9656,472.0357,5358.4397,4611.4731,2117.2856,1317.9196,3834.2844,3822.4948,-2247.9793,3038.8991,-1761.5290,3986.0800,-1472.0931,3793.5827,-5239.3605,-2556.0049,4163.5382,-241.3946,4425.9519,-1562.1899,-4587.4203,4406.4621,-400.5537,-398.4730,-5167.0962,-4712.3113,1763.8137,5524.0445,4335.2879,4241.0499,166579.3427,167002.8576,166288.5894,170428.0725,171633.3204,161459.1048,158598.9695,167287.6358,23253476.6349,23228839.0880,23261601.2541,23266473.7917,166364.7249,23260490.1922,
600.000,4218.6865,31.8983,-1899.2362,-6897.5663,-5476.7575,-5367.7064,5206.6343,-6339.4533,4821.3639,-2418.5431,2768.4278,412.5176,-310.3723,2172.4812,-6143.9925,-4787.9262,6088.3187,263.2742,-3114.2934,-536.1105,5572.8669,-604.2211,2507.1510,6492.2668,-420.6077,3926.4087,-497.2153,1913.4167,-3399.7913,-3773.2827,-3232.1225,3943.6019,-1312.9577,-1236.7697,-5105.1814,5106.8803,-6767.5274,6307.7882,-4208.0389,0.0000,6603.0925,6553.7453,4620.9797,5033.7384,-2500.7091,2079.5329,-3108.1046,-2920.2596,-6072.0035,-4353.2604,725.3462,-5886.1379,-4290.0675,97.1224,1138.9568,-968.0691,4690.5331,4403.7959,-968.0451,3765.6259,884.3999,4730.2676,-4168.8264,-3707.6442,-4864.3573,6251.5704,4946.9064,3533.3206,-1078.0860,4559.9772,5483.8009,199.9893,2012.8228,-3442.5308,-6829.0165,6089.5504,3081.2520,2615.8227,80.5807,3170.1058,-3113.2667,-4982.7201,5760.7706,-3933.0270,-891.4356,-961.0163,983.9865,6262.5643,-3945.5946,4197.3689,-4399.3472,6161.4298,-5724.3026,-6551.8284,3876.6640,617.5151,3594.1987,-2497.7626,-4064.7794,-2668.0610,274738.5408,277253.4083,278825.7278,279990.3795,271681.7723,273976.8209,273379.0846,275621.5386,-27806550.8897,-27835508.6956,-27846749.2414,-27832149.5701,275363.1493,-27821574.7356,2289.3930,-6233.5150,4898.4786,-251.4978,1758.1760,577.3270,-4485.8763,-2478.7959,-1879.2925,-6280.5110,-3206.3003,-5195.9723,-5517.5825,-6556.1148,2374.8770,699.6098,51.9387,6761.7740,-3104.4059,4878.7708,3826.0981,-5196.7621,-4949.1903,1833.3769,-4917.7505,1837.9011,-5905.6525,6567.9656,-3749.7811,-5715.3582,3257.9813,-1635.5076,4979.4396,5084.6754,1669.4396,544.3801,1089.2612,-156.4829,2338.0958,0.0000,99.3057,1828.4408,4966.0014,-78.9958,3335.1232,-6567.4566,-4408.8196,-5423.9105,3092.2448,2933.4909,6712.0238,-1717.4301,-2292.2790,4137.3971,-5859.7392,6767.0096,3390.5516,2715.3596,5708.5357,1702.1928,-6170.9887,-4122.8100,-4515.3507,2030.5411,3103.0228,1159.4143,1171.8234,-3150.9334,4475.7774,2216.2753,-398.5799,6509.9402,-4705.3751,-4126.7434,-332.7015,-738.5111,2942.9840,4091.2969,6865.7722,-5915.4426,4928.7351,-3945.9119,2286.8060,-5201.4719,-5848.6333,5617.4986,-4040.9801,2087.9759,3193.0602,4677.0351,-2503.8739,198.9233,-3227.2031,-1659.1770,-3630.2400,4094.6948,-5874.3074,3857.7010,4392.1192,5455.3031,-163660.6732,-163104.8277,-155719.0625,-157431.7535,-154920.7168,-155882.1190,-164056.9655,-162468.9700,-110446677.8212,-110457950.4120,-110452571.9863,-110454264.5882,-160792.4227,-110458738.6621,-4985.4445,2946.9139,4340.7850,504.2178,-3737.3511,4381.9313,-1298.3243,1009.1061,4601.0973,1410.8017,-5360.7317,4557.4256,-4057.9711,307.9976,2217.4329,-4884.6304,-3314.7085,-1600.9108,-5345.0067,-4831.2381,-859.3343,4319.4348,4066.6128,-1524.5894,4829.0432,5372.4823,-3507.8962,246.5202,4710.6082,-173.4843,-5158.3148,5325.8346,4667.7539,4540.5456,-4362.0858,-4578.4359,-883.7699,-2595.4269,-4887.0605,0.0000,-2120.4592,-1247.6713,-1371.0725,4725.5310,-5452.3621,739.9216,-4213.9221,-3163.9423,-116.4662,-4524.7620,1512.5930,3056.9067,-4927.1326,5531.1948,3459.0794,1087.6209,3591.0676,4600.3372,3318.4129,-5465.6113,2966.7264,2772.8293,-3237.4846,-5463.1160,-3429.8867,-2736.7760,4682.5793,-4922.7496,4948.9955,-4609.2175,-4030.6519,2234.9513,4631.4976,4178.5196,343.3755,2989.1386,5465.3358,4910.8767,-784.7085,1708.7292,-3371.3305,2532.1367,-2846.7016,2284.8640,-3531.3920,-3693.7572,5556.2972,-1761.1159,4726.3150,-2918.1649,-4642.9350,3087.6084,-2162.8474,1408.0885,-4293.2275,-5319.5782,-29.6509,5170.7379,3497.2271,3342.2649,166701.1750,167087.2494,166370.9288,170251.7730,171717.3692,161662.5133,158453.0231,166818.7259,23253616.5487,23228801.8418,23261215.3526,23266040.4935,166345.5566,23260413.6617,
