sl_100_5400_20270209 Coordinates.csv
2027/02/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:17 2024,
Start: 2027/02/09 07:47:00.00, Stop: 2027/02/09 09:17:00.00,
TIME_UNITS,STARLINK-5700 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-2263 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-31710 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-1833 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-5396 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-2263 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-31710 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-1833 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-2263 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-31710 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-1833 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5140.0669,3165.6781,382.2345,4563.6218,1577.5355,-4053.4513,896.4411,-3811.8231,-577.0334,-6313.2802,1253.9968,3282.1015,-5948.0953,-6115.5047,6472.9054,-949.0027,5257.2038,-2673.8251,-6399.1097,-6123.5309,-666.6970,-4761.0765,-4038.5902,1505.4563,-4491.8835,-1690.3083,-5427.3781,-3209.8595,-3475.4594,3326.7024,4002.2163,-3218.4965,-5981.8815,-3109.6891,6013.9240,2052.0760,4729.5129,3317.6799,-3865.8061,-5257.5783,-3433.6573,-4236.1171,-671.2588,-533.9224,-5950.9556,-5946.8054,5763.4741,652.3362,3620.3106,904.2861,1917.4444,-5308.1416,-2428.1084,-1749.8758,-1099.1416,1452.9541,-2863.6964,-5608.7119,3670.6576,3488.0082,-4507.6106,-2345.6486,3084.8697,-4044.2221,5755.2227,-5799.5073,-4501.5656,4685.9940,4609.9039,6050.5159,-2495.1833,-406.5084,-4315.3580,6886.5203,3542.9040,-4979.7302,3632.6523,-5090.9984,1914.3044,3027.3243,4781.8729,1377.4260,5415.1435,-4843.5364,2413.8470,2798.5603,-5709.3557,-2179.4232,-3449.8911,4373.2768,-5624.3852,-2804.0747,-1517.4734,-2675.3373,4426.3032,-6615.4119,-5184.4942,280.4762,-3719.6485,5353.8247,29759.0042,12919.0641,28547.4739,30331.6730,21710.9145,24199.8637,26278.8273,28046.8564,13389611.6697,13359898.3217,13411905.4210,13405851.0515,27084.6850,13399049.8358,-3623.5796,-2977.2240,-6667.6068,3060.6712,-6543.5674,5272.6635,6852.8185,-4899.2270,5107.9741,2045.9315,-5791.0398,-2557.3931,-3320.3675,9.5109,964.1091,-1686.2066,-3582.5202,4421.1311,2638.5005,-2946.3163,-4072.2347,-635.2845,-884.9792,3695.3476,4312.8563,3940.3545,1136.5455,2602.2760,3752.5432,4266.5643,5013.3430,-4666.8495,-2688.1057,3486.0603,-2796.5369,6373.7397,491.4082,4227.9887,-2861.2838,1427.5888,-3960.2446,218.3510,-4645.3692,6281.9778,-3556.8713,3246.5564,2870.8992,-3714.5338,2716.3902,6595.0082,-6333.2574,-3878.7963,5326.7397,-4483.2911,3999.8169,4076.4878,-6296.0365,-3816.3553,-1828.7427,2278.8829,315.3076,5548.6900,-6186.5110,3059.2946,440.4599,-3739.0137,701.3341,-3412.3341,-2408.4750,-2644.6107,-4427.7647,-4741.6493,2605.3295,134.3717,2490.6554,2101.7483,-2868.7037,4317.3992,1996.8429,-3222.7913,4743.6816,-5530.8658,-2732.0251,-1730.8868,-6368.1863,4936.0427,-3438.6028,-4540.5159,4233.6006,-480.0271,-3659.8874,3198.7706,6304.2450,6209.0251,5311.2842,-2012.7936,4216.8878,6223.8252,-1895.2647,4215.0054,402939.0621,381896.0234,400639.0456,399527.5843,398980.8551,398841.7377,390802.8856,393281.8183,-99434934.0750,-99440995.3298,-99420627.7222,-99419161.8184,394674.6457,-99418484.4523,2920.2780,-5394.6187,1872.9507,3888.9539,-1155.8676,1879.6567,-485.5210,3074.1586,-4653.1462,1585.9759,-3640.3093,-5541.8234,-202.0026,-3287.4118,-2223.1813,-6674.5879,-2728.2174,-4584.6281,349.0270,990.2891,-5446.4902,4949.1062,5491.9374,-5699.8299,-2788.2017,-5428.4365,4117.2700,5507.3396,-4681.6855,-4316.3948,-2617.8504,4014.8453,-2177.5162,-5105.0647,-1983.9263,-1777.4126,-5015.9216,-4385.1832,-4972.4777,4115.3598,-4505.1288,5112.5811,-5076.6600,-2895.1983,-21.2935,-1392.9869,-2263.3567,5794.1773,5218.9197,-1767.9077,-1993.3211,-2137.2388,-3720.4606,-4798.6768,-5538.1309,-5400.7433,-354.9097,218.3569,5300.9355,-5502.2698,5219.0055,3336.1035,-514.0944,-4721.9322,3606.5431,194.1982,5184.6268,-3801.5156,4576.8316,50.0587,4661.8462,-5015.8380,-4721.1534,528.8345,5408.2618,3744.6353,-5045.1837,1585.2529,6359.0397,-5295.4701,-1720.4955,-3881.9143,-3292.5044,-4612.4652,-321.8405,-3885.9778,861.8526,4727.3342,-4231.3650,5299.8384,1741.0578,-5374.7298,-2413.8045,-663.8446,410.3180,574.4108,-904.2856,-2911.4120,5553.2469,-1063.3101,-10601.0865,-9905.3022,-10626.7069,-6348.9103,-5312.2257,-15569.2376,-18166.5192,-11048.6208,24814206.2694,24789529.6898,24797710.4641,24803266.0588,-10503.1740,24806609.4604,
300.000,4397.2575,1247.3767,760.3500,5918.2533,378.5336,-2558.0493,2323.9330,-4626.8756,-852.2627,-5998.5148,685.8283,1766.0534,-6340.1478,-5238.6330,6889.7865,962.8144,3632.0563,-632.4774,-5446.5776,-6111.1065,-2784.3909,-3974.1168,-4350.0567,2067.8981,-2818.7816,471.2514,-5726.2957,-1630.8255,-1641.3389,4969.6756,4772.9445,-4377.4471,-6701.5880,-1046.0976,5640.3910,3323.6860,5491.1989,5018.5926,-4145.0332,-5455.2067,-3955.2919,-4510.2450,-2412.1301,1092.8840,-6424.2058,-5376.4583,6554.6783,876.3531,4108.2210,2153.8250,771.3309,-6221.9928,-405.8078,-3066.3951,1036.5811,3178.8386,-3846.0989,-6043.9289,2223.6310,4381.7377,-4854.0785,-1257.3416,1545.4706,-2548.3129,6417.3725,-6114.3689,-4690.9628,2903.0724,3148.6168,5224.7521,-4292.8464,-2177.2562,-2464.4457,6705.1934,5203.9472,-4922.9775,2899.6766,-3708.9200,2471.5309,1848.4091,5353.2896,-381.2373,3816.3199,-4360.5208,908.1789,4389.6722,-6232.5093,-3280.8421,-1479.7323,4557.7832,-4612.0649,-811.0332,-27.2528,-1340.8503,5195.6135,-6610.3268,-3940.5371,1606.8835,-5377.8178,6206.7206,21007.8419,4748.9471,20282.0241,21951.8682,13306.2421,15773.2412,17917.2271,19661.0093,15562948.9380,15533805.1274,15585515.5958,15579573.9750,18708.7176,15572390.4691,-5129.7990,-3991.9524,-5679.1209,2126.6534,-6784.4567,5402.6861,6221.5625,-3164.9387,3309.4515,3248.1348,-6704.8628,-4096.3738,-1813.1278,1747.6892,-254.2410,-461.6431,-4482.1237,4336.5953,3862.2809,-1578.0019,-3752.3459,1330.3838,1254.1114,1688.1846,4597.3848,4178.5408,2767.3915,4094.4928,4881.2227,3793.3957,3345.1137,-4951.8698,-1626.5462,4030.1169,-4005.3433,5232.3846,-1276.9167,3178.1282,-765.5194,3095.9080,-2002.3431,2276.8544,-3412.8120,6675.8229,-2103.5852,4329.4573,1831.0223,-1610.3240,613.8744,6540.3285,-6862.5632,-2986.0136,5294.7575,-2820.1419,4333.4999,2756.5672,-5570.9034,-2647.2980,-3506.0476,300.5969,2284.2885,6549.3506,-6455.3029,4596.4857,-972.1297,-2515.6902,2683.6917,-4398.1078,-3988.7893,-3630.2361,-4149.8593,-3574.1112,3531.8041,-1067.4603,2312.2429,3748.4918,-4684.3106,4787.1240,-141.1121,-4880.2236,4413.9813,-4795.8349,-3511.6047,259.5257,-6643.0252,4716.5597,-2321.5242,-2783.9955,4359.6900,-2509.5676,-3519.0218,4096.3043,5721.3644,6208.1931,4364.9965,-445.0644,4797.7042,5144.7382,-1447.3431,2963.2537,403326.6103,382087.5495,401090.4276,399940.1282,399462.2026,399314.8395,391353.7542,394006.4873,-99116415.9786,-99123161.5099,-99101551.9312,-99099906.0105,395152.9792,-99099874.0652,1565.6012,-5522.7564,3902.0351,2409.4329,669.1956,3463.6338,-1976.9080,4066.7607,-6033.5032,-226.6851,-1705.7484,-5303.4316,-1725.9862,-4208.6925,-461.3929,-6867.1841,-3826.6053,-5340.0985,1851.2277,2700.0833,-4985.5504,5475.6605,5173.4090,-6425.0793,-4180.7048,-5493.0081,2698.3901,5289.8992,-4643.0448,-2967.4800,-3747.3061,2149.3115,-411.5952,-5527.5655,-208.3958,-3095.3824,-3997.4945,-3580.6683,-5486.0029,2701.7433,-5303.2615,4315.5350,-5508.4351,-1535.2988,-1545.0654,412.6274,-496.9825,6663.3865,5518.7778,25.2830,-213.0262,-368.2969,-4462.7289,-5370.0441,-5294.0411,-5495.2800,1451.5950,-1598.5441,5261.4854,-5324.0477,4346.7724,1725.3046,-2002.5345,-4515.4702,2056.0393,1976.2242,4294.9647,-4504.0763,4708.7374,-1775.5814,3455.1826,-5504.4393,-5399.9536,-1284.7747,3952.3654,2232.0884,-4065.1287,3219.3024,6478.1876,-4512.0563,394.6439,-4941.8187,-4554.7871,-5353.2862,1229.0111,-2402.2883,-978.9554,5401.7122,-5152.1003,4515.5279,3789.8350,-5435.6427,-3892.7399,-2415.2275,-1396.6038,2056.7792,-2637.2367,-4272.5060,4158.3848,483.5384,-10500.5473,-9782.8857,-10386.3408,-6363.0368,-5067.9212,-15212.5029,-18158.1831,-11351.3964,24814575.3031,24789929.6210,24798752.1870,24804345.1854,-10364.2009,24807185.9079,
600.000,3242.2564,-766.3406,1000.9865,6632.1742,-867.4156,-782.6868,3544.8488,-5031.9885,-950.7912,-5060.3682,70.4500,122.0065,-6093.3589,-3881.4031,6619.0935,2717.1940,1650.2221,1488.5079,-3959.6354,-5493.8328,-4615.0115,-2843.1169,-4279.2809,2505.1329,-834.9778,2579.8323,-5475.1401,67.4002,326.8948,6109.9891,5116.3596,-5072.5271,-6750.7359,1112.4858,4707.9196,4302.6259,5738.4272,6239.1598,-4075.7925,-5112.0994,-4144.0816,-4326.4542,-3955.7839,2600.3979,-6282.9790,-4267.8627,6664.3149,910.8802,4249.2908,3186.3594,-449.5032,-6513.2421,1671.2128,-4116.9236,3055.3134,4628.9164,-4461.7897,-5852.5471,581.9475,4891.5226,-4759.9130,-62.0951,-159.9585,-839.7584,6418.5819,-5829.5046,-4456.6791,846.8586,1414.1112,3793.5233,-5648.2029,-3773.3945,-383.6186,5854.2592,6324.1645,-4318.5258,1916.2476,-1930.5316,2860.3926,532.7685,5383.6690,-2140.6761,1834.8313,-3497.9001,-701.8297,5522.0989,-6083.4763,-4113.0965,651.6288,4332.5325,-3124.9205,1239.4848,1503.3532,158.9731,5462.3250,-5973.6909,-2256.7528,2816.9695,-6491.1534,6449.6959,12252.3984,-3422.6015,12007.4916,13564.3622,4894.4110,7341.1904,9544.4757,11181.8068,17728762.5479,17700200.9872,17751570.8686,17745684.3361,10324.6512,17738203.6437,-6132.6420,-4668.8813,-4074.0798,991.3961,-6323.5007,5024.4765,4985.7452,-1120.3616,1152.5767,4115.6980,-6937.5504,-5269.8660,-106.2208,3350.1445,-1442.0513,891.5708,-4982.7376,3878.7099,4728.0562,-23.2084,-3103.4885,3194.7913,3251.6253,-473.8177,4450.3692,4064.6104,4100.0121,5215.5595,5575.5789,2975.9419,1345.4845,-4754.8915,-406.9700,4237.3214,-4814.4328,3583.3357,-2886.2984,1855.1722,1407.2758,4423.3246,154.1299,4059.8075,-1887.6921,6429.4659,-433.9478,4985.0127,606.6488,671.4044,-1540.6191,5825.5596,-6706.0757,-1798.9927,4791.6216,-891.8616,4296.2329,1212.6412,-4285.8791,-1183.8499,-4840.1079,-1679.2330,4002.4058,6890.0807,-6108.8493,5715.3609,-2261.1339,-1021.8143,4378.5915,-5001.2258,-5215.1033,-4220.6235,-3493.6292,-2098.6428,4165.9312,-2177.2598,1949.1245,4945.3388,-6021.3438,4800.8367,-2243.4605,-6066.8246,3631.2892,-3621.3623,-3992.1138,2251.6359,-6242.8560,4042.8835,-941.8645,-771.3952,4108.7626,-4268.7177,-2949.3188,4633.3939,4593.8444,5568.8978,2976.1580,1183.9419,4889.2522,3562.0861,-907.6225,1415.0566,403518.0535,382105.0106,401360.3707,400170.9379,399763.7073,399604.7006,391728.1184,394638.5213,-98750394.8484,-98757809.3666,-98734960.5403,-98733131.5182,395453.5240,-98733760.1435,43.4562,-5060.4222,5513.9080,648.7408,2419.2262,4673.3224,-3256.3466,4623.3487,-6771.1217,-2013.9319,409.8744,-4498.4218,-3055.6201,-4682.2353,1350.2751,-6334.1204,-4514.1277,-5519.6920,3154.8713,4112.3402,-3968.9341,5408.6143,4288.7587,-6473.1121,-5104.8418,-4967.7711,987.7317,4496.3495,-4108.6917,-1299.4129,-4475.4823,55.3663,1398.8472,-5357.2155,1589.5418,-4081.6197,-2547.8074,-2393.7769,-5410.6187,985.8034,-5530.4447,2996.5431,-5347.9041,-11.2823,-2903.4956,2173.6827,1325.1709,6816.4923,5223.4586,1815.6836,1590.2903,1440.4320,-4728.9734,-5333.8627,-4481.7858,-5000.6145,3102.0035,-3233.2942,4601.3585,-4570.1093,3004.4732,-73.8066,-3276.6315,-3825.8437,273.2653,3543.7112,2940.5169,-4725.3796,4336.7023,-3382.3843,1873.5024,-5401.2500,-5496.1809,-2959.4764,2073.7974,441.2165,-2634.1518,4497.7523,5908.0424,-3239.5437,2467.7800,-5465.9200,-5324.1337,-5517.1133,2641.4217,-655.1428,-2704.8757,5493.1038,-5517.3990,3239.7482,5432.8778,-4896.7365,-4953.2937,-3892.3004,-3053.6924,3319.3563,-4064.0131,-5166.1690,2322.4683,1977.7197,-10399.9043,-9660.5007,-10145.9274,-6382.2363,-4827.1527,-14849.6102,-18144.6310,-11578.5404,24814941.0867,24790330.2350,24799802.4122,24805448.1526,-10225.2227,24807762.4465,
