sl_100_5400_20271106 Coordinates.csv
2027/11/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:54 2024,
Start: 2027/11/06 07:47:00.00, Stop: 2027/11/06 09:17:00.00,
TIME_UNITS,STARLINK-30616 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-31546 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2603.6592,4337.0215,-5824.1178,-5996.6847,2468.1621,-3708.5291,6923.0759,-5292.2784,-2655.4584,-1672.2144,-3763.5369,2398.6487,-1566.7291,-5129.7101,6453.5807,-1804.6188,5893.3903,-4991.1867,2315.6438,4351.7896,1501.1266,5325.3056,5745.4109,-4755.1435,5406.2061,1943.7830,-21.2273,-6892.5704,6551.0635,-337.2214,-3459.5003,-1603.8500,6057.2048,-6147.4146,4291.7649,2733.9410,1894.8210,-2141.9388,3913.7421,5209.4028,-6211.3081,1427.9514,-6346.3762,-1108.8710,-585.9021,6153.7670,6546.2329,-49.0092,6304.9170,-585.8306,5105.9649,3583.0470,1371.6089,5201.0467,-823.1877,6409.4498,-6038.0944,5234.0219,-6837.5005,2994.3730,-4268.7142,1208.5272,-5069.0813,-4746.9544,-4620.1413,1062.4806,-2953.6091,-2103.3926,2167.5908,-4732.4824,-2952.7744,1187.9302,4979.0431,2547.3027,-3691.3998,1564.9364,6287.6971,-2052.8557,4227.5478,2246.3503,553.4031,-3328.9086,1974.4730,2896.5208,1791.6092,6055.3049,6604.1912,6721.1362,5278.7142,-250.1750,5211.7551,5288.0122,-3719.4185,-826.3821,6097.8611,2877.7075,-5369.8136,-5012.3377,1955.4975,3880.5091,358041.8595,337622.5288,353322.8010,352839.5961,353304.4471,352619.7340,344717.2624,347182.2160,10868519.3254,10861715.1766,10873918.2346,10874077.8270,348317.3021,10870499.2599,-3910.4567,4692.6836,-3449.9534,718.6206,4580.7259,-4099.7392,350.0130,4397.8860,3353.0434,-3840.7141,-2671.7713,4896.3757,-107.4408,-4028.2634,-1181.6944,-3891.5427,-1576.2446,-131.6343,6256.8046,4336.5832,-4933.4041,3476.2071,-1254.6640,1931.5456,846.8380,6556.4448,-4722.6352,-146.4262,-497.8940,6447.6953,-2346.4493,-4985.0038,3362.6610,-1419.2242,1213.0830,-4304.9496,-5457.8108,5888.5229,-1449.9021,-682.8040,1940.1648,1919.4633,-2343.4585,-5327.6111,-4814.8527,-2642.5847,-550.6050,4513.6629,-2582.1311,6849.9193,174.7023,5372.2682,-4931.4218,-4527.6174,-4044.3692,1957.4235,-458.8954,-3927.7037,967.5969,4038.3624,3012.7807,4356.7414,33.1563,3341.4720,-3141.8243,4645.0770,-4020.3454,3590.6423,-2453.2852,-2105.0801,-5858.6229,4866.0132,1345.1069,5632.3152,-2345.8006,4437.9963,759.3520,6581.8897,-5424.6886,-6398.2300,-6271.2240,-5377.5082,-5624.2093,4341.4012,6632.8721,1425.0098,2032.7381,-548.1180,-232.1584,4542.9381,4104.3282,-750.9898,-4922.1062,5649.9168,-1728.2261,2478.1110,-3066.4169,-1493.3461,-5798.1128,-3164.3691,155722.2278,180210.8649,168006.3395,167785.0745,176403.6768,174388.6562,172683.6813,170154.4010,299779367.6284,299767651.2347,299747204.4419,299748701.9407,171514.5561,299759595.5208,-4953.0700,2387.2777,-1405.2383,-3296.3537,-4417.6920,4170.0962,139.0476,-840.8411,5417.4435,5279.3930,-5086.1337,3983.0600,6740.9230,-2194.5584,-2130.0032,-5429.2108,3268.3591,-4716.8857,1397.3392,2951.9014,-4326.4547,-2756.7379,-3612.1488,4544.6717,4204.0551,-815.8998,4917.0748,76.0448,-1806.1578,2468.8038,5467.6199,4497.4911,229.4881,2793.8641,5106.7797,-4703.8923,-3816.7475,2831.8919,-5500.4350,4454.3936,2312.0766,6527.2254,-1404.3644,-4236.7004,4837.5799,-1816.0281,-1795.6442,-5233.4343,-4.6013,-584.2734,-4521.3948,2510.0347,-4669.0964,-227.1305,5515.3303,-1326.7465,3121.8443,-2243.4755,-566.1845,-4750.6756,-4265.2755,-5234.2699,-4624.7438,-3788.8496,-4074.7421,-4994.6962,4619.9025,5502.0430,-6139.2856,-4567.3672,2198.7954,-4473.3108,-4624.2682,3032.5387,5244.4188,4846.1171,-2771.7264,-576.4322,779.8279,-1289.9779,-2953.8051,2762.6374,-3480.6172,-4564.0269,527.1634,-2963.6062,122.6726,1591.0161,-4502.8182,-5218.8530,1940.4065,-4365.5751,-3148.0649,-3910.4760,2755.6408,-5800.2605,-3050.7891,-4524.3264,-3355.2876,-4648.2698,-109152.9625,-110894.3797,-111673.4232,-108962.8164,-106807.5676,-116589.7715,-120302.6535,-111837.3526,-130625216.6292,-130596530.6996,-130612524.7930,-130618661.5794,-112278.7950,-130620470.6635,
300.000,474.3981,4985.1074,-6464.7523,-4911.2610,4343.5002,-5327.3926,6630.2556,-3932.9334,-636.9947,-3692.7238,-4103.2196,3306.7692,392.1149,-6091.8923,5374.0487,-3424.4863,5742.9395,-3934.5040,3239.5059,5730.7700,114.5447,5531.5368,5680.2672,-3059.7672,4511.9390,3065.5675,-1857.4653,-6549.8397,6486.7140,932.4158,-4742.1393,-3372.9006,6441.9374,-5478.7684,3956.9466,910.4451,701.6779,-515.0675,3232.7617,3860.3350,-6075.2962,3249.6740,-6789.5187,-2771.9682,-2431.1237,5598.5192,6562.7532,1932.0082,5411.0350,625.7733,4620.8508,5030.1415,-778.1790,4109.3468,-2903.7295,6114.6710,-6453.9778,3750.8411,-6174.3893,3750.5511,-2355.2234,3205.2017,-5696.5942,-3967.3278,-5987.6179,2972.4474,-4610.3240,-280.1133,-2.4202,-5999.8044,-4033.8646,2992.2370,5569.2751,3377.6811,-4112.5324,3491.9828,6810.2608,-562.5093,2945.2595,863.4962,-1076.1017,-4642.9909,240.7284,4297.1673,3180.4345,6763.8548,6658.5298,6611.7502,5354.4897,1759.6390,6115.2208,4304.1111,-5244.4103,850.7277,6089.0878,963.2213,-6416.2272,-5020.9932,427.0290,2423.6312,354751.5916,333710.8010,349563.1051,349071.9808,349628.2926,348913.7557,341104.5554,343517.1837,4323237.9083,4316112.0713,4329125.7075,4329422.5151,344633.3172,4325288.3599,-4103.2132,2983.8262,-2412.1685,2356.5070,3758.1448,-3024.0106,-1157.7844,5228.2741,4175.0124,-3253.8499,-550.3539,3144.8910,-1283.6251,-3168.5011,-2290.5115,-2440.8907,-3312.5404,1662.2607,5154.2311,3328.5766,-6026.4559,1627.8533,-3068.3214,3095.3058,-909.9526,6083.3628,-5304.9193,1059.6933,-2060.5997,6812.0715,-657.6408,-3760.9867,1869.3798,121.1943,-939.8809,-5373.8629,-6487.9100,5407.8998,-3463.2323,-2197.2371,3238.8516,743.6716,-1206.7016,-5631.3920,-5212.1151,-4085.3263,-1813.2876,3662.2516,-3843.0677,6758.1646,-1941.3650,4642.1238,-5076.4206,-5167.7134,-3466.1981,564.1965,1229.5826,-4436.4573,2388.0291,2108.8402,3696.4152,4299.3068,1738.3274,5015.0253,-2231.4285,4812.0262,-2658.2358,4697.1633,-2386.1443,-852.9426,-4451.0136,5081.7584,-651.6681,4112.3868,-203.4452,4385.1719,-502.6481,6825.4481,-6218.4374,-6175.0252,-6678.9363,-4997.8753,-5068.3200,2712.1990,6028.9137,208.4495,798.3463,-2076.4895,-2263.9391,3773.9462,3221.3215,-2645.2858,-4130.4844,4746.8928,-3097.9605,1597.7943,-2102.1699,655.6712,-6640.0593,-4734.8057,163337.0806,187476.4631,175271.6802,175157.0163,183784.9484,181778.1839,180029.7179,177430.4079,299945688.0295,299934190.9560,299913951.2237,299915206.6194,178867.5881,299925982.3350,-5435.1615,3570.6739,404.5131,-4204.5869,-3688.1091,3231.7786,1655.6451,-2296.5929,5459.5077,4605.2843,-5480.2840,4974.4477,6789.4250,-428.0064,-3669.9527,-5495.0098,1992.5245,-5379.1244,3060.7074,1599.4893,-2995.2967,-3847.9796,-2437.3513,5294.8683,5139.0982,1000.8061,3862.2450,1866.4066,-288.6043,731.5528,4945.5433,4703.3969,1740.3687,4189.2220,5424.2949,-4292.5632,-2313.0575,4212.4241,-5022.9906,5262.8107,562.5787,6101.7052,405.9215,-2856.3006,3725.6871,-311.5985,5.3510,-5533.8097,1532.3480,1231.5950,-4629.1275,1083.7209,-4650.4255,-2007.6157,5197.4319,-2996.9204,1808.6726,-3756.9617,-2050.2806,-5416.2352,-5127.1736,-4368.1388,-3406.4290,-2674.8599,-2642.1983,-3957.0429,4232.4806,5045.3874,-6535.1610,-3310.2127,3430.2043,-3211.4584,-4067.0210,4365.7381,5447.3526,3772.3546,-1070.7533,969.5640,-767.1688,-2964.4976,-1606.1474,1059.8776,-4680.4092,-4716.8947,-1020.9058,-1292.6476,-1676.5231,69.6549,-3794.0822,-5531.7166,161.0966,-4697.2975,-1842.0660,-4964.2247,1057.1827,-6677.8796,-1393.8678,-4710.0988,-2101.6187,-4288.4536,-109068.0732,-110805.0471,-111472.3977,-109025.2646,-106619.0877,-116251.5675,-120313.5421,-112218.4858,-130627565.5511,-130598619.2943,-130614165.7847,-130620337.4081,-112176.4678,-130622579.3877,
600.000,-1706.9526,5158.7873,-6462.2176,-3360.2180,5779.2566,-6431.4974,5695.7472,-2181.2919,1421.7192,-5319.4481,-4089.9412,3919.2581,2355.8863,-6435.5447,3759.8515,-4747.2459,5047.8707,-2524.9472,3861.0892,6520.2426,-1251.4306,5235.0460,5075.4081,-1074.2225,3208.2137,3888.7232,-3472.4071,-5549.3526,5758.9304,2100.9557,-5585.5959,-4840.3893,6210.3790,-4287.8992,3266.5131,-973.3247,-535.2303,1200.1889,2285.6723,2156.5143,-5335.5838,4781.9738,-6555.0506,-4134.3056,-4002.5997,4503.3583,5893.6379,3750.4817,3957.4249,1788.6486,3710.2362,5983.1978,-2848.6936,2591.7025,-4702.2974,5204.4252,-6218.1640,1880.3983,-4911.5950,4195.4895,-193.4006,4870.1596,-5770.1740,-2828.3189,-6757.7307,4565.0654,-5813.4822,1534.1646,-2178.4959,-6678.0397,-4754.8181,4449.2215,5652.4115,3917.5783,-4171.9249,5030.5855,6655.8424,991.9497,1369.9263,-635.2282,-2588.1845,-5484.3158,-1553.4752,5318.5873,4264.5692,6792.7738,6054.7390,5860.7337,4947.8222,3622.9039,6408.3767,2934.7063,-6252.9446,2486.2193,5480.0977,-1009.0351,-6815.2350,-4585.8955,-1122.7759,756.9142,351298.5425,329644.3348,345644.9189,345143.5452,345794.9606,345046.4484,337337.3155,339778.5622,-2224124.5063,-2231583.8832,-2217769.4283,-2217330.6487,340794.0711,-2222006.4445,-3935.1427,960.0991,-1129.4317,3796.4003,2590.0352,-1685.6953,-2569.2221,5571.1743,4638.0545,-2371.5112,1623.8765,1065.7859,-2237.5913,-1992.4624,-3211.5087,-794.5674,-4713.6058,3329.0659,3508.8501,1995.8677,-6480.3447,-395.3952,-4565.9160,4000.2910,-2616.9873,4992.3371,-5371.2663,2180.5467,-3409.6229,6499.3850,1055.8580,-2203.6723,180.4095,1689.2590,-3008.8705,-5954.8584,-6878.7021,4411.8335,-5140.5389,-3540.9688,4208.4088,-436.7508,55.2354,-5393.3816,-5111.1780,-5130.4448,-2886.6638,2502.4374,-4724.5367,5988.6544,-3872.0023,3470.1446,-4774.2908,-5307.8472,-2598.5738,-918.0330,2776.4737,-4544.6457,3596.4628,-19.3565,4044.1386,3862.6151,3237.6802,6197.2168,-1128.8103,4538.1673,-1059.8603,5378.0668,-2164.3597,448.2679,-2606.9377,4775.7050,-2564.3273,2176.6911,1950.9396,3905.7496,-1702.6234,6404.6132,-6410.5214,-5350.5237,-6451.2602,-4127.0486,-4045.1235,848.4061,4826.4966,-1014.5342,-533.7435,-3402.5831,-4063.4897,2688.3564,2018.9510,-4306.3390,-2953.6623,3410.4929,-4148.8980,463.5376,-942.2426,2743.9612,-6856.8250,-5848.8421,170883.5090,194655.7478,182459.6762,182450.0453,191086.7542,189084.4276,187299.6420,184733.7751,299969108.9468,299957818.6474,299937826.4363,299938858.7101,186141.5325,299949472.1676,-5310.2034,4353.0355,2170.5215,-4653.4091,-2545.5106,1946.7521,2994.8165,-3506.6273,4911.4782,3396.4211,-5273.3481,5391.1534,6111.5198,1385.4193,-4811.7668,-4971.2413,502.4299,-5451.3512,4379.3268,67.0198,-1314.2331,-4527.7331,-998.0797,5460.6196,5517.6076,2708.0851,2373.8626,3453.4255,1261.4977,-1084.6985,3884.1100,4400.4058,3064.6392,5130.1439,5123.4961,-3423.5275,-560.8134,5131.3395,-4002.8254,5498.3979,-1247.8536,5031.4829,2172.2344,-1165.4230,2201.4171,1226.1200,1805.7120,-5238.4207,2896.3312,2913.5501,-4218.3453,-458.8154,-4134.0917,-3570.2250,4314.3330,-4332.3805,291.6420,-4866.3187,-3314.6607,-5500.0613,-5395.4338,-3032.0360,-1812.4214,-1274.4607,-924.6988,-2490.9493,3365.9624,4042.3068,-6242.2312,-1694.8029,4292.3103,-1572.3054,-3073.9831,5222.4719,5042.4710,2263.4800,745.8923,2410.9835,-2231.6795,-4317.9125,-88.0037,-757.8524,-5373.9107,-4366.0949,-2457.7379,519.3267,-3294.6637,-1459.1966,-2681.2949,-5252.1842,-1635.6345,-4519.8818,-338.2064,-5485.2943,-755.4797,-6844.7418,414.7956,-4389.1025,-627.2480,-3450.1026,-108983.3284,-110715.8743,-111272.6505,-109092.5134,-106433.9722,-115907.0131,-120319.3519,-112596.4387,-130629911.9615,-130600712.3572,-130615815.7977,-130622018.2899,-112074.0784,-130624687.8551,
