sl_100_5400_20270909 Coordinates.csv
2027/09/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:31 2024,
Start: 2027/09/09 07:47:00.00, Stop: 2027/09/09 09:17:00.00,
TIME_UNITS,STARLINK-31123 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-30929 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-31506 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-5992 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-30929 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-31506 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-30929 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-31506 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5219.0029,1454.2986,-3851.9201,4858.8029,213.7109,-2256.0999,-3734.5113,3722.5969,-5120.5116,1260.1771,5157.6642,6094.5175,527.2804,1369.9521,-1983.9151,-3816.9385,4084.1485,4489.3791,-4838.3463,-6352.3251,-1636.0501,3031.4424,217.0129,-5870.6840,-4611.9753,-2855.2988,-5082.6074,-5059.6794,-495.4763,5666.2117,4027.6866,4182.9374,4588.2365,-5792.6050,6734.7828,-2341.4818,6410.8119,0.0000,-5293.3000,-4097.7085,-986.7250,3805.7638,-6783.5577,-4593.0538,-6701.8733,-1088.7270,6399.9097,-5667.3093,-6710.7446,-5378.3061,-3801.2336,0.0000,246.8951,5603.7877,-5819.3500,-3761.7020,5011.7854,-6303.8113,-69.8643,-5411.5030,-3251.1489,-3994.6365,-6348.5459,2708.3244,-4377.7997,2422.8023,-465.2581,-1923.4281,1808.2692,-6513.4053,-673.7895,-1158.8651,-4066.0262,3605.5125,4447.6051,-3383.2370,-4111.2364,1997.1245,3966.1295,-5588.5145,-4419.3556,5479.0460,-1330.0172,-2931.3095,-4961.1371,571.3749,-5993.3478,-5057.9015,4513.6353,2483.6291,-3927.9026,5027.3672,-3842.4687,1790.5486,5051.5048,-2665.2844,1293.2326,-2129.5983,-1200.2857,-5083.3968,346991.0949,365688.8923,353265.8652,352459.2379,359909.5514,357812.6682,352088.6248,353136.6477,86767442.5388,86786256.3267,86801001.9165,86777394.5910,353104.2985,86780962.6998,-1526.2169,3132.0728,-3318.1133,4452.8856,5099.5461,4668.3671,-5674.9870,2143.5231,-1346.2617,3979.6439,628.2191,-1956.0166,-6183.5486,6436.9065,5086.5410,-3510.4215,-984.9979,1088.4891,1784.9641,2205.1773,-2104.0555,5899.6412,-6775.1362,1822.9910,-1120.7498,-6287.1330,673.1002,-4242.8051,-2355.3635,3245.4084,1052.1859,348.3834,885.0628,-3355.7330,95.4744,635.4144,944.1838,0.0000,-303.9237,268.1976,-4574.3627,3830.1641,942.2686,4950.5716,949.6523,6853.3880,-175.8073,1594.0797,115.6929,3735.9844,-3402.3635,0.0000,-5450.8231,930.4332,1192.4996,5557.5449,-1861.3507,-216.9131,6919.1744,2417.5675,-3911.0268,-3647.4672,-605.4234,-5715.6066,-5142.0170,-4612.3844,-4117.7408,124.9280,-3707.7570,-740.7130,-5227.7242,-6700.2110,-1288.7003,2070.3219,-5308.9493,4811.6213,230.9248,5227.2990,-3132.3723,-1960.8309,-3587.3829,1211.9133,-5021.2466,-6121.0297,4821.5469,-6892.6398,-608.6789,382.4430,2253.0152,2431.8209,3256.8167,4542.6734,5468.8253,-3804.6941,-2428.8973,-3144.5517,-4883.7691,-6484.3827,-6603.9021,-2690.5592,49727.2293,77175.7674,60294.2499,60587.9906,64957.8916,64314.0335,70098.4334,66563.0126,275404142.9433,275420356.7013,275435351.8667,275409082.2058,66418.0226,275419279.5167,-4305.4402,6018.0933,-4713.5387,-2082.9586,4661.7627,-4585.3983,1213.3169,5402.0834,-4294.8999,-5498.3757,4523.0574,2559.0046,-3103.4911,1227.1542,-4200.6002,-4602.4610,5337.3727,-4859.8276,4625.5877,-1097.2360,-6418.5628,1775.2047,1458.7527,3202.0214,-5020.0073,301.1792,-4656.9351,2039.9576,6516.6045,-2282.3985,-5513.7591,-5497.5418,4854.7834,-1829.1730,1378.4085,-6514.7685,2399.2408,0.0000,-4433.3699,-5478.0023,-5073.3246,4358.1402,-1088.5064,1101.2311,1152.9427,324.6307,-2606.7624,3534.4886,1658.3286,2117.2286,4689.8316,0.0000,4259.6262,3928.0024,3524.3879,-1750.9205,4383.6039,-2554.1989,-424.9749,3437.1511,4510.7088,-4301.0260,-2094.0587,2866.6348,-680.4583,4560.4177,-5538.2965,6641.6153,5434.2325,-2071.9471,-4477.1550,-1226.0071,-5377.1661,5500.9870,-426.2274,-3628.4022,-5491.1691,-4058.7228,4331.6919,3286.6523,3732.3541,4015.8938,4660.3056,-1432.3377,-451.4125,-428.1015,3181.8795,-4725.1887,-4756.8837,5990.1306,4686.0081,-1346.8862,-1661.4725,-5463.6848,-4082.1062,-5441.9395,-4702.2995,-994.7510,1177.2039,3880.6088,-176911.4848,-181323.7894,-179015.1492,-175964.7881,-174045.7601,-183944.0210,-187417.0483,-177674.6436,-69066505.7460,-69098014.8512,-69073552.0032,-69062324.0749,-179465.0179,-69068844.5411,
300.000,-6274.1407,2153.6419,-4989.3119,5102.0544,2317.3712,-236.0958,-4735.0930,5000.3588,-5846.1861,3168.5037,4817.9776,6003.4155,-1249.7103,2577.7669,-75.1794,-5276.0835,3000.2243,3928.2885,-3638.8101,-5296.1241,267.0648,4194.7854,-1340.4397,-5648.7904,-5610.2372,-3834.8811,-4353.9483,-6011.5020,-2527.3762,6512.3374,4212.7684,3899.9359,3922.1086,-5967.2859,6054.3280,-2102.5177,6875.5136,0.0000,-6027.7903,-3778.4142,-2925.0642,5104.9801,-6015.3089,-4908.9650,-5890.2124,422.7538,5407.2060,-5799.3385,-6003.0775,-4578.4404,-5168.3551,0.0000,-1689.8632,6442.8716,-6056.8005,-2511.3570,4522.1256,-6667.0188,1429.9883,-5307.8948,-4516.8857,-4236.2669,-5586.9822,2316.9757,-5211.3659,318.7484,-2577.9871,15.8760,-309.4683,-5812.2237,-2370.8160,-2256.7178,-4949.8132,4341.9543,3148.8054,-2527.1078,-3845.7234,3635.9241,2154.0791,-6520.0189,-4482.8771,6403.9488,-2699.9590,-4043.1218,-4371.4741,-954.7941,-5282.9002,-4710.4486,5851.1643,572.3160,-2267.4965,5848.5641,-2380.9855,-344.3135,3804.3095,-4056.5628,-677.3380,-3254.6567,-2605.9299,-5660.6840,345981.6992,363982.0279,351695.4903,350974.5766,358481.3452,356381.2705,350663.6373,351195.4980,80733181.9957,80751710.5258,80766170.2714,80743612.0004,351648.6104,80746611.0351,-193.6268,1090.0538,-1494.0948,2933.3229,4989.8891,4391.7234,-4987.1428,507.8972,529.9782,2936.0217,-1502.0202,-3289.7754,-5466.2720,6150.0878,4591.9376,-2040.7210,-2898.2124,-997.6049,3576.2386,3462.9504,-938.9086,5438.6720,-6183.7975,3537.1911,523.3855,-5552.3038,2701.2723,-3404.3565,-1513.8576,2265.9218,-1111.7134,-1807.3970,-1160.7507,-1651.3117,-1154.9882,2772.9116,-282.4284,0.0000,1279.0351,2411.5103,-4728.8355,3942.9645,2367.4248,4628.8226,2081.2606,6828.9035,-1476.1126,3114.0018,1657.6726,5101.4579,-1792.1774,0.0000,-5804.4927,-443.3583,2690.1700,6458.8466,-3808.1678,1083.4653,6507.4041,3922.8639,-2139.1966,-1676.9471,786.3771,-6496.9150,-3774.1927,-5065.1761,-3678.1921,-1071.5724,-4269.0156,636.3379,-5662.9873,-5848.8984,598.0995,21.7969,-6079.8511,6085.7257,2375.1834,5261.0445,-4371.2680,-791.1988,-1685.6963,-139.8580,-3507.3618,-4887.9805,5111.7342,-6589.7824,1223.5432,2488.6003,1004.6465,1434.3564,4631.8023,3643.2282,5568.2194,-4241.9646,-1323.7163,-1457.8461,-4257.6351,-6022.9024,-5733.7284,-3567.3871,57042.6886,84761.7468,67728.8828,68091.9019,72395.4502,71778.9996,77461.4411,74073.1569,277234628.0106,277250694.5982,277266351.8857,277239520.3186,73846.4291,277249803.8905,-2947.2952,6504.4161,-4576.0870,-3627.4341,4186.1077,-5345.0707,-602.4554,4732.0563,-3466.5348,-5384.7603,4688.4046,830.1169,-4088.5210,-613.9871,-5134.9909,-4008.7863,5360.6456,-5341.5779,4685.8987,-2528.6997,-6880.6027,-22.6683,2830.6676,1909.6771,-3996.0099,-1505.1247,-4660.5678,263.8414,6292.2328,-526.5008,-5361.2980,-5418.8107,5353.6650,-3137.5331,3040.6267,-6017.3880,654.6549,0.0000,-3128.0004,-5175.0612,-4087.6850,2566.7526,-2514.2604,-1157.4967,2843.2558,-1212.6362,-4047.4614,1964.0563,2997.6577,636.6771,4254.8604,0.0000,3374.4740,2454.5023,1954.9002,-240.8942,3586.6122,-816.7280,-1921.0686,1846.7241,4607.6983,-5196.8146,-3638.3935,830.2390,-2164.2098,4709.3797,-5259.8052,6832.4931,5313.4641,-3619.0343,-3181.6710,-2908.3266,-4716.8603,5357.1912,1114.5454,-2078.9461,-5164.9543,-2621.2858,4533.5021,1665.5908,4833.8765,2572.7491,5393.1528,-2808.9420,1668.1129,-1924.3793,4121.3092,-4435.7141,-3580.1872,6750.4143,4625.7626,465.3399,-3283.0012,-5423.9518,-5644.7022,-5294.0889,-5390.0459,820.6029,2597.0679,1847.5037,-176912.7390,-181312.3182,-178892.8946,-176105.1655,-173933.3557,-183689.9056,-187511.8670,-177709.4573,-69070885.9191,-69102503.1051,-69078487.7018,-69066615.0792,-179442.9011,-69073480.9417,
600.000,-6721.1478,2716.9872,-5679.8915,4872.3122,4187.5927,1829.4524,-5266.6512,5812.7836,-5999.4329,4787.6644,4047.6596,5314.3952,-2936.8692,3508.9031,1872.3649,-6243.1856,1656.2920,2996.9853,-2123.8076,-3695.0822,2087.2291,4931.5606,-2794.2068,-4893.5811,-6076.5066,-4447.6988,-3245.5617,-6362.5455,-4332.0549,6708.1166,4038.8473,3291.3940,2891.2070,-5588.7690,4766.5823,-1730.2064,6655.2458,0.0000,-6181.5237,-3131.8832,-4551.2968,5867.0516,-4666.4501,-4657.3256,-4479.2686,1905.0297,3890.4219,-5356.7938,-4716.2885,-3329.8187,-6059.9518,0.0000,-3442.7021,6648.5754,-5703.0721,-1019.7420,3625.4778,-6334.2917,2809.6832,-4676.9859,-5356.4272,-4114.8237,-4233.0419,1700.3589,-5523.7850,-1809.2007,-4441.4900,2001.4804,-2376.6300,-4538.2798,-3806.6691,-3162.5584,-5373.1838,4700.1270,1536.6954,-1442.0269,-3248.8097,4894.1648,128.9416,-6761.9401,-4131.4221,6697.6008,-3861.8875,-4790.5840,-3317.9307,-2406.5743,-4059.5029,-3950.0563,6623.2228,-1350.9143,-417.1368,6087.8254,-654.3360,-2430.9036,2104.3970,-5074.0352,-2610.7429,-4061.3228,-3770.6648,-5607.9496,344818.4453,362116.8838,349968.4525,349330.9474,356895.4531,354787.2400,349085.3963,349128.7667,74660363.0522,74678615.0466,74692763.6215,74671276.8108,350036.6797,74673699.6834,1126.6065,-1039.3818,448.3878,1099.8774,4433.1628,3736.9141,-3795.4787,-1136.5360,2327.7621,1654.5315,-3494.1738,-4285.0454,-4246.2664,5184.5058,3685.7288,-407.5733,-4538.2741,-2999.6329,5046.7162,4391.3907,406.2276,4424.3329,-5000.9117,4896.7062,2079.2602,-4256.9202,4482.3241,-2229.2164,-597.1605,1066.3891,-3156.2967,-3789.8236,-3109.8720,232.4306,-2322.5758,4632.4974,-1473.3985,0.0000,2705.3078,4310.6093,-4452.5252,3683.5081,3587.6640,3794.3455,3033.6377,6148.4805,-2673.3922,4300.4049,3065.5582,5957.5932,-41.0306,0.0000,-5619.8951,-1746.6727,3901.4860,6733.3972,-5377.7774,2261.2378,5467.0689,5012.5616,-172.8536,470.3726,2132.6870,-6613.5562,-2004.2430,-5071.2373,-2933.1424,-2068.1245,-4447.5141,1987.4144,-5560.4773,-4413.9939,2390.8902,-2005.1162,-6268.9108,6748.7664,4278.8868,4793.8842,-5171.1798,442.8330,411.2515,-1449.9071,-1683.8033,-3177.1834,4893.5904,-5650.8600,2961.1950,4354.8856,-304.2087,200.8336,5591.2308,2374.9578,5134.4825,-4314.6637,-142.8773,337.8480,-3259.7899,-4952.4921,-4277.7322,-4077.7792,64339.1631,92309.0434,75135.3958,75568.4161,79802.5806,79215.1402,84793.5083,81514.1565,278932922.3018,278948830.1199,278965140.5099,278937803.4093,81243.0219,278948133.8731,-1274.0834,6299.5131,-3949.8484,-4780.7944,3259.3308,-5531.7132,-2352.9054,3550.2149,-2248.4452,-4689.2707,4343.4085,-989.1368,-4637.8350,-2382.2498,-5510.9094,-2986.7226,4776.3394,-5194.0697,4244.5706,-3675.2921,-6615.5218,-1818.0736,3899.5364,412.8770,-2540.2844,-3148.9576,-4165.0365,-1540.8022,5401.7624,1286.1839,-4630.7645,-4757.8925,5231.1978,-4111.4505,4368.9920,-4883.6084,-1160.6993,0.0000,-1484.8062,-4298.8375,-2659.2211,501.7695,-3671.3176,-3287.5675,4220.1331,-2620.9277,-5052.0057,177.4907,4013.3357,-913.5297,3364.7112,0.0000,2126.9568,715.5556,174.0042,1294.9009,2403.1290,1013.2278,-3211.6124,51.6796,4182.9390,-5532.7964,-4755.1725,-1294.5610,-3401.3846,4353.3922,-4416.1007,6290.9178,4598.2816,-4769.6556,-1543.2087,-4276.5526,-3537.5478,4632.6459,2536.1421,-304.7411,-4270.7867,-900.7794,4189.4013,-146.3583,5389.8797,850.6795,5560.7321,-3885.5919,3608.7661,-3214.4895,4596.4791,-3672.2337,-2020.6629,6789.6574,4070.3510,2227.1181,-4546.6501,-4795.8923,-6605.7187,-4554.9282,-5495.0522,2546.5952,3724.1211,-382.6989,-176914.0863,-181300.5648,-178771.5860,-176250.3680,-173824.3032,-183429.4212,-187601.5279,-177873.1862,-69075267.2281,-69106986.9549,-69083422.2784,-69070918.8835,-179420.6832,-69078117.3049,
