sl_10_86400_20270727 Coordinates.csv
2027/07/27 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:56 2024,
Start: 2027/07/27 07:47:00.00, Stop: 2027/07/28 07:47:00.00,
TIME_UNITS,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-1921 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-5632 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-1921 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-1921 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,2509.6046,1944.1387,4417.6545,-3730.7103,2324.1331,-640.5570,-858.7151,-493.9599,3795.4565,-3868.7274,334662.9350,311047.1848,317228.6905,323026.3653,314830.2305,316566.9524,315656.0341,318142.7780,-257254869.7234,-257274185.9323,-257228407.8605,-257243224.4919,317736.8620,-257237865.9958,-5902.1964,3761.5889,-2539.3845,-3497.1000,-5548.6658,4119.0644,-4807.2183,6584.4917,5656.3875,3937.1862,-159672.6671,-155951.3051,-147258.8932,-148245.1534,-150832.2431,-150169.3230,-155862.9078,-151209.5954,-45968018.8658,-45958697.4050,-45990149.7983,-45971172.3938,-152924.1065,-45979321.6566,1884.9327,-5457.2175,-4374.9952,-4653.2678,3379.0847,5253.8237,4865.8603,-2036.7638,183.2476,4201.8648,144364.3200,143041.3603,139171.2787,148174.3722,140956.8035,132238.1559,141867.0851,141416.9938,-12263300.8595,-12284752.0419,-12259394.0440,-12259603.8881,141489.9416,-12262593.2306,
36000.000,1494.1607,-5262.0512,-3717.5907,4283.0114,-890.3595,-4493.3047,3804.6045,-1854.1503,-4427.3848,-46.7787,363027.7822,336599.1604,346406.3722,350255.8472,341842.9570,344179.2677,342603.0513,345342.9754,-236587316.9058,-236608638.0576,-236558790.3564,-236577239.0661,345249.6265,-236570003.2598,3860.5596,-941.4937,5584.4683,-856.6687,6785.5889,-3247.3293,5586.9567,-4216.9237,-3098.9962,-2434.3697,-69861.2011,-73035.6237,-62853.5224,-63932.4932,-64229.2083,-64947.7486,-72690.3133,-70401.3418,-111072774.7565,-111072500.5026,-111087678.4376,-111081688.7725,-68597.8972,-111082938.3130,-5255.8976,4361.3310,-223.8247,5344.9506,897.2121,-3792.5765,-1389.5085,5140.2956,4141.6430,-6509.0284,144987.7718,143997.8132,140532.3256,148572.1031,144370.3525,133961.8490,139069.4613,142087.0212,-12315478.0102,-12335667.3860,-12302535.6155,-12314910.9582,142374.3828,-12311693.7860,
39600.000,-5597.8174,6798.4804,442.4024,-4526.5164,-1242.0932,6452.4422,-4696.4383,4703.4737,3902.1721,4485.0235,367595.3484,341170.3742,353453.2181,355537.3486,347103.3016,349412.2875,348625.4883,350275.1379,-199749567.9943,-199770539.8086,-199723845.4622,-199731720.8571,350820.9579,-199732484.4626,-499.4890,-1098.5483,-4862.1366,4485.8739,-4980.7573,1474.6036,-4065.8995,804.4816,-1647.8385,1871.4054,23863.8852,13124.6116,25239.1278,24197.5244,25064.9873,24186.2439,15697.3641,21340.2474,-168606142.7581,-168614718.6768,-168613622.5869,-168619759.2283,19758.2268,-168615185.1822,3614.5872,-492.2545,4597.3127,-2675.3630,-4620.6078,-1132.6946,-3008.4096,-4999.6614,-5342.4697,4946.1898,145569.1670,144827.0034,142373.4089,148452.6936,147220.2384,136354.7599,137205.9083,143790.0292,-12367426.4434,-12386467.8853,-12347082.2669,-12366611.5604,143245.1935,-12360810.6985,
43200.000,6207.9201,-5253.6707,4178.3253,3444.2939,4044.6379,-4142.6677,4225.8678,-6444.3867,-2950.1776,-6603.2057,348255.0481,324543.3261,338003.1782,338600.8468,330147.3924,332203.9877,332440.9651,335120.5822,-149254083.8826,-149272561.3645,-149234925.1414,-149228684.1290,334185.4397,-149237690.6144,-2019.0643,2509.6915,2090.2089,-5742.5137,1568.1887,1657.4262,244.1448,1841.7709,5621.7084,-2090.9842,115258.9499,97246.2799,111341.3571,110402.1906,112187.4238,111287.3371,103115.7511,105222.4008,-214634780.2593,-214651447.0718,-214637467.4237,-214644019.0064,106540.9775,-214642984.0568,1442.1037,-3715.6600,-4824.7975,-1714.7801,5361.4536,5007.6970,5439.7845,1668.0550,2467.3433,-509.7302,146108.9042,145579.6238,144434.3889,147738.7215,149481.6302,139500.6866,136206.0388,143244.9456,-12418962.7695,-12437137.2790,-12393370.6434,-12411666.7391,144102.2648,-12409943.9539,
46800.000,-2275.1564,1368.9309,-6654.2441,-437.6157,-6203.8252,43.6799,-3462.0044,5503.6848,1178.6591,5296.6553,306520.3053,287888.1373,301180.2168,300444.7608,292145.5841,294265.5394,294826.2585,295395.3737,-88547301.3283,-88561462.9993,-88536219.3306,-88522868.2529,296482.5325,-88531858.2137,3616.9988,-3898.8181,575.4006,4746.6131,1409.4502,-5110.9766,4061.5799,-3177.6287,-6316.6116,1384.4419,198284.5905,174192.5790,189953.7730,188854.3851,191939.5659,190425.6326,183728.1126,187119.3161,-246010361.3096,-246033868.1041,-246012395.4331,-246012457.7536,186270.4375,-246018199.2107,-5147.9325,5522.0877,658.0226,4992.5650,-2684.9064,-4358.6225,-4377.3374,2702.3652,2260.0137,-4277.0733,146607.2877,146279.2155,146392.5132,146310.6237,151221.9014,143510.5928,135938.0013,146040.0527,-12469931.3463,-12487657.4049,-12441324.5984,-12455086.6107,144945.4889,-12459093.5379,
50400.000,-3073.1478,2602.4686,4642.1904,-3599.6695,5944.5060,2911.4897,2436.0144,-1898.8817,1936.8165,-2052.5290,245418.4931,233630.6860,245482.8304,242473.3033,235607.2098,239638.6063,238158.9481,241343.7203,-21774375.5595,-21782831.3912,-21770505.1629,-21756618.8868,240178.1183,-21759874.3366,-4432.4531,5137.2089,-2599.2363,-2916.0890,-3054.0402,6044.2083,-6438.2327,3905.6690,3836.7090,1276.8585,267522.1616,239292.3911,256140.8122,253634.9372,259451.1671,255555.4924,252221.2585,253482.2842,-260584947.4473,-260613637.9066,-260590528.6811,-260583713.5749,253935.7533,-260592958.3751,3943.6540,-3812.5188,4083.7607,-5131.4962,-1737.1878,-267.2447,466.6243,-5376.4675,-5292.7080,6496.4322,147064.6879,146938.7503,147948.8840,144425.8622,152481.5362,147839.5242,136326.0906,144442.9543,-12520214.3574,-12538007.7295,-12490687.6980,-12499868.2577,145774.7584,-12508259.4362,
54000.000,5677.7986,-4752.5518,376.4356,6492.3187,-2821.4268,-3947.2817,-441.8787,-2453.5289,-5276.8100,-599.3391,169278.4277,165277.7050,174565.8358,166822.4742,164201.0466,171850.9445,166152.5452,167984.5449,46503897.2188,46502004.1992,46503295.0037,46514076.1265,168902.6550,46517730.5802,3389.3226,-4995.9814,4301.5494,1253.0755,3794.1000,-2825.7369,5786.9303,-4502.3260,-366.5027,-4862.1205,318547.6124,288629.8303,305840.2565,302393.6290,310579.1358,303240.9473,304127.6457,305351.5949,-257358042.2846,-257389967.4313,-257370332.0874,-257359159.4207,305309.4923,-257366689.9788,988.4165,-360.7201,-5144.0566,2001.1732,5021.2216,4629.1444,3722.8990,4621.8849,4286.9020,-4928.8202,147481.8892,147566.2241,148908.5339,146057.6354,153274.0867,146966.1317,137338.3809,148097.8242,-12569739.4420,-12588164.7621,-12541172.3900,-12546799.3821,146589.9673,-12557441.6345,
57600.000,-4426.8641,4794.1195,-4489.6584,-6477.4841,-1613.5912,3921.9628,-2737.9594,5226.4368,6477.5945,1456.4074,83433.0282,87187.0054,92965.6934,82862.2556,82529.7035,91320.4535,83570.7512,87941.1602,111622635.5437,111627545.0148,111621363.6588,111628336.4221,87216.6012,111636268.8066,389.1518,2508.9048,-4749.3906,338.2772,-4362.1509,-2570.5598,-3099.0877,4418.0302,-2114.8385,6774.5700,348239.2799,319283.3743,336077.2344,333785.5925,342197.3779,334582.0974,336124.6769,337417.8986,-236545259.6174,-236578327.8396,-236565741.5556,-236553210.7441,337210.9839,-236554810.9624,-5001.0821,4279.4933,1521.3133,2371.8636,-5105.5502,-4809.7692,-5527.0262,-951.8079,-46.6327,413.6536,147860.9639,148166.9871,149232.6478,149387.7038,153588.2467,144085.2929,138978.8413,145733.7409,-12618484.3796,-12638101.3144,-12592518.6941,-12596118.1362,147391.0103,-12606640.1185,
61200.000,1407.2928,-3843.5368,5216.2041,3712.4449,4926.0184,-2892.0163,5784.7823,-5479.7384,-4077.8964,-1403.2533,-6135.2099,4290.9665,5809.8414,-4972.6345,-4141.2520,4388.4429,-4103.8153,65.3634,169131613.6513,169142901.8620,169133644.7660,169138286.5174,318.3030,169145585.5030,-4965.4902,1713.8256,2411.6903,-2506.6060,4445.9991,6028.1224,247.1810,-2557.5558,3429.4086,-5262.4756,355005.7520,329500.9821,345092.0896,343961.9874,352399.7612,345524.3781,346274.2323,347428.0923,-199563895.0671,-199596062.7380,-199592178.5634,-199579904.0424,347702.2953,-199574350.0126,4242.6616,-5477.1395,3459.9841,-5266.5228,1897.8955,605.2238,3744.6656,-3344.9869,-4253.1156,4296.3146,148207.8410,148744.8624,149048.9373,152153.3291,153384.6385,142137.9551,141287.8876,149912.5548,-12666478.5287,-12687785.5549,-12644507.0183,-12647938.4757,148177.7833,-12655854.8737,
64800.000,1200.8195,2781.6173,-3362.8757,-30.9402,-5677.5002,107.1228,-6681.1839,4022.7112,-656.1427,2148.5688,-93159.2430,-78211.6412,-81471.2200,-91916.1647,-90167.0100,-82854.4335,-91024.6953,-86272.6409,215099401.4501,215115998.2849,215108057.4433,215112328.8433,-86286.9243,215114180.1058,6556.5869,-5473.2744,2333.6715,4954.6639,-3017.5962,-5287.0563,1663.8908,-1112.6749,-4220.0171,1094.6193,338945.8010,318801.6095,332406.5078,332142.7203,340603.6909,334475.0480,334202.6583,336442.4143,-148936373.8116,-148965866.6494,-148970382.4521,-148957030.2913,336204.8387,-148947465.2507,527.3294,3150.8177,-5324.5574,4807.5139,2505.2613,4128.1653,436.9790,5496.7673,5300.2793,-6517.7995,148541.8171,149302.7439,148617.3863,154329.8274,152585.8484,141053.6292,144349.3318,147154.8303,-12713800.9238,-12737179.7929,-12696954.2479,-12702178.6352,148950.1829,-12705085.8858,
68400.000,-3153.8969,-1434.9221,931.7307,-2633.8169,4386.9794,3927.6362,4459.1832,-2284.9626,4655.7862,-3950.5355,-171347.9579,-155177.3433,-163433.3520,-172786.1269,-169736.0236,-164586.1970,-171280.7186,-166795.0716,246382115.0684,246402405.7408,246399439.6202,246402276.3474,-167135.4471,246397975.3417,-3407.7633,6649.1150,-6217.4180,-6249.4264,-355.2980,1826.9354,-2959.9372,5008.3421,4391.9656,2969.4928,302096.4625,287997.8517,298846.9254,299168.5499,307480.6388,301884.1321,301294.7945,303621.6769,-88118162.0323,-88143701.9751,-88154621.2515,-88135297.1378,303529.6750,-88129425.6700,-4816.4750,1173.0981,2342.7054,-1327.4062,-5322.6351,-5134.2407,-4358.9725,-4178.4058,-2344.3079,4864.1445,148949.2362,149842.9420,148260.5484,155984.5892,151072.3445,140700.4804,148274.1295,151458.3430,-12760575.1568,-12786238.9109,-12749705.5520,-12757628.3228,149708.1069,-12754333.1404,
72000.000,4531.6946,-929.1679,1297.2724,3788.8364,-2502.1735,-6386.2310,-274.9053,759.9725,-5729.4421,5182.7580,-235265.9076,-221833.8686,-234923.4349,-242645.6296,-236857.6671,-235426.5233,-238766.0378,-237531.5837,260838408.9372,260860429.4971,260864815.5628,260857945.8306,-237149.6270,260855359.9960,-1939.1023,-4910.8162,5983.6058,4930.9990,4374.3463,1461.0095,4217.7746,-6863.8433,-2791.9081,-4606.7704,250830.7349,239139.1038,246524.2897,247225.5931,254115.6617,249807.9489,251274.4688,251489.7382,-21261892.6686,-21282892.0027,-21297007.4735,-21268886.4504,251820.0640,-21272788.5690,4509.3675,-4767.6485,2743.0923,-3020.2781,4709.9242,1461.6140,5444.6555,187.7714,-2417.2699,-385.3346,150195.2009,150367.4017,148277.0759,157158.1051,149102.0361,141002.8203,152516.7582,148724.1185,-12806961.3714,-12834908.3585,-12802626.1468,-12809379.4709,150451.4541,-12803596.6231,
75600.000,-4151.0100,4060.8889,-3619.9955,-4104.7910,895.2079,4693.6767,-3475.4908,1031.2746,4146.4696,-3832.6540,-290956.5612,-274071.2862,-291402.7754,-297205.8106,-289031.0757,-290762.3589,-289899.9052,-291601.1553,257476014.6100,257497731.4839,257510249.2117,257488032.8781,-291956.1240,257493797.3492,5242.2063,1761.0866,-1803.1206,-1142.2113,-6757.3512,-3257.6699,-5133.5748,5602.8352,-926.0041,3804.6966,189138.9645,175379.3564,178749.2824,179686.1610,182341.8832,181664.9563,187368.0666,185236.9023,47066185.9467,47049507.9115,47035988.8301,47063193.4949,184410.3406,47056131.9878,62.3525,5289.8628,-5361.8221,5430.0573,-1097.1989,3517.9962,-3033.4027,3900.4060,5317.8983,-4370.4839,152440.5526,150877.8495,148861.6544,157863.9325,150648.5989,141928.7375,151555.3098,152736.2505,-12853145.8912,-12883121.6521,-12855594.0667,-12854520.4889,151180.1245,-12852876.3193,
