sl_5_86400_20270818 Coordinates.csv
2027/08/18 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:45 2024,
Start: 2027/08/18 07:47:00.00, Stop: 2027/08/19 07:47:00.00,
TIME_UNITS,STARLINK-3691 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-2520 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3146.4760,1297.3735,-5435.6599,3311.5812,1171.4612,111303.5946,125902.0421,108457.9895,107687.9311,116220.6350,114007.4669,110831.7889,110238.6598,120566911.7443,120556959.1478,120540713.4541,120551511.8047,110427.4590,120547770.0691,4112.9979,4662.1303,-597.4242,2538.8556,5927.0958,-390998.1296,-379771.7489,-390747.8668,-390129.9862,-388782.1852,-388646.3878,-381133.4265,-385019.6548,250241358.4567,250250864.9150,250231828.3969,250231182.4760,-384942.8690,250238187.1223,-4588.1974,4964.3428,4239.9064,-5332.2395,-3351.1893,-50895.7423,-52140.9104,-49903.8562,-46725.0858,-44893.6114,-54834.5937,-58218.1398,-52085.0835,-39543041.6023,-39512633.1259,-39523685.9362,-39525898.4623,-50294.0710,-39536644.7688,
3600.000,1941.0026,-2452.3353,6302.6411,-5161.7093,-3064.7127,206645.9999,217022.0560,200716.0991,201122.9169,209975.4998,207446.7645,204543.0956,203634.0556,51617324.0239,51607354.2273,51599221.5023,51607775.9347,203892.6010,51599234.5874,-6576.6611,-6472.8259,-2478.3981,2046.5559,-6117.9382,-345783.3982,-337246.5064,-349856.8053,-348616.9530,-348571.7289,-347866.6436,-341855.8194,-344544.6348,272955820.8216,272970657.6632,272945861.3418,272950828.6098,-344816.2711,272952359.2999,891.6154,-528.4771,-1451.4733,3858.1893,-948.0998,-49506.1284,-50691.2637,-47240.6850,-47445.3815,-42454.8938,-50091.7382,-57754.2401,-46979.8377,-39600638.1530,-39568275.9336,-39575641.1584,-39583048.5724,-48734.6488,-39591796.7320,
7200.000,-164.2621,2200.9189,-4934.2790,4918.5685,3811.1061,281627.9579,294696.3959,280003.4939,282045.2633,290507.8250,285241.2683,285549.4259,284740.6768,-20869706.7820,-20882271.1850,-20880691.7457,-20878851.1937,284256.6300,-20886802.5251,6049.5790,5017.1693,4309.7423,-4579.2841,3434.2128,-280559.8395,-273402.5723,-286264.1002,-282851.6324,-285944.5068,-283679.4658,-280085.0114,-282620.4031,277029854.9822,277050249.1202,277023792.3156,277031989.3690,-282415.5116,277026639.5825,3335.0402,-4269.5899,-2251.7014,782.5283,4612.8241,-46622.8911,-49202.6344,-44974.1228,-48562.7874,-40477.8065,-45062.1796,-56617.8134,-48883.1045,-39657668.7593,-39624370.8967,-39629283.8339,-39642752.7380,-47171.4570,-39646955.3404,
10800.000,-2620.3621,-2275.4811,1472.6008,-1485.9011,-4257.9571,340664.6371,354058.2193,341160.7666,347273.6480,352613.0826,342771.8852,348488.4198,345396.5698,-91943377.0508,-91961123.6562,-91950294.4215,-91958270.7211,346322.8641,-91959795.2141,-3285.6975,-809.4470,-5001.9320,4537.6656,943.8075,-204117.7095,-192329.0476,-204150.9661,-198240.8875,-205006.7426,-200873.7379,-199645.8370,-201772.2067,262181764.3749,262206911.0046,262182643.6435,262187055.9528,-201755.7008,262179231.6866,-5497.2680,6495.0085,4547.6882,-4800.4190,-5360.4313,-43879.7311,-47662.0098,-43292.7939,-46068.4638,-38948.9139,-45311.7938,-54840.0591,-44053.9923,-39714012.1674,-39680823.5884,-39684379.4355,-39704221.4574,-45604.6183,-39702120.5748,
14400.000,5488.9016,3439.2739,2646.0000,-3474.6339,4378.3992,381018.9931,391431.7378,380266.7360,388933.9031,392250.9956,381292.6898,389101.3401,387081.6342,-156748558.8942,-156773698.8497,-156755463.6386,-156769125.0654,386073.3802,-156764790.0565,153.4373,-3499.2124,4953.0038,-3210.7109,-4622.6160,-114945.1324,-99220.3850,-108898.7275,-103263.5941,-111021.7046,-107065.9846,-105680.3326,-107709.1793,229422375.8484,229450477.2697,229431305.8921,229421149.6070,-108034.0827,229420748.3446,4194.1268,-4917.2584,-4057.9548,4828.1858,2667.5338,-41595.0972,-46047.1686,-42227.5045,-41977.7900,-37879.6110,-47407.2352,-52416.3670,-45463.4067,-39769592.0569,-39737561.1146,-39740641.5654,-39763207.1063,-44034.2558,-39757292.4158,
18000.000,-6625.7469,-4399.1880,-5551.0104,6523.5367,-3271.7028,398776.9426,404566.2861,394871.7906,404543.4625,406788.6085,396359.7606,404545.6094,399798.9892,-210857485.9944,-210891497.8096,-210868379.4024,-210875021.3506,400929.5229,-210874066.3743,1957.0177,5354.5508,-4003.4095,1566.6119,5836.3759,-17646.8334,-76.5658,-6690.9550,-1904.9274,-10088.4925,-6729.9610,-4339.1683,-8107.7133,180986193.7938,181014638.7654,181002271.2274,180976986.1935,-7294.8538,180985421.5515,-288.4219,386.0873,1051.1460,-888.2134,1699.9483,-39536.2123,-44314.4659,-41643.0196,-38444.7871,-37309.3126,-48546.2082,-49305.6230,-41293.5381,-39824381.9825,-39794526.3911,-39797804.3916,-39815328.1551,-42460.4931,-39812470.8442,
21600.000,4833.6155,3223.2387,6172.4412,-5543.1436,259.7381,392020.6888,392750.8352,384106.6415,393734.1226,395118.2930,386108.5131,393607.4333,390834.0956,-250572284.7564,-250615639.8503,-250590247.5893,-250583634.1115,389919.4916,-250589655.4257,-3140.1414,-4357.1373,1769.4758,761.9594,-4752.4167,81880.8877,98559.4953,95907.0706,99770.5808,91243.7280,94349.1157,97557.2343,95120.8464,120178945.5580,120204614.2470,120199604.7655,120169743.3165,93961.0337,120178719.3669,-3827.7280,4325.1778,2584.2782,-3811.6059,-5010.6047,-37617.9300,-42355.4175,-41274.3392,-35482.7227,-37315.2632,-48807.8452,-45423.2444,-41857.2934,-39878407.0851,-39851673.9882,-39855641.4514,-39864868.4224,-40883.4538,-39867655.8407,
25200.000,-832.5572,524.3194,-4863.4434,1673.2942,3729.4194,360584.1052,356258.5775,348688.9547,357471.6555,357554.2322,350778.9503,356776.8079,353111.9332,-273177678.3007,-273229693.6192,-273204292.5863,-273186348.4246,353742.0929,-273196069.3338,4068.8590,2344.9406,1667.9088,-3795.5602,2765.4328,177341.1179,189491.7543,192352.0311,195294.8003,186442.5247,189833.8932,192763.0090,187611.8407,51151930.0710,51171588.6800,51173572.1420,51148283.4911,189195.8660,51151762.4965,5518.4486,-6518.6401,-4644.7027,5336.0089,5102.5959,-35799.4023,-39759.9364,-40797.7503,-33023.4453,-38014.8913,-48322.9879,-40659.4300,-38652.8221,-39931742.4628,-39908967.1417,-39913963.7413,-39915337.8051,-39303.2624,-39922847.3860,
28800.000,-3174.5811,-4828.3330,2668.4218,2084.3413,-6542.4624,305998.5311,293395.4298,290856.9802,298224.8590,295166.8113,292386.3499,295981.5555,294896.9492,-277126597.6621,-277185444.6027,-277161704.2015,-277137858.5111,294722.4608,-277145967.5821,-4849.7876,-1231.9110,-5109.8243,5946.0833,-1023.9357,262531.8208,268753.9054,276495.4573,278524.1073,270048.7791,273540.8893,273246.6520,273965.6972,-21381417.3189,-21370685.9679,-21362659.2786,-21378711.2931,272257.7907,-21382064.1625,-3776.4577,4820.4844,3828.7169,-2473.5616,-1965.6982,-34057.4649,-36658.3384,-39917.6147,-31026.5272,-39111.8595,-47166.3612,-35610.2649,-38118.9453,-39984508.3056,-39966375.5951,-39972611.9674,-39967771.8959,-37720.0434,-39978045.4608,
