sl_100_86400_20270323 Coordinates.csv
2027/03/23 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:28 2024,
Start: 2027/03/23 07:47:00.00, Stop: 2027/03/24 07:47:00.00,
TIME_UNITS,STARLINK-31761 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-2731 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-31045 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-2731 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-2731 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,-4648.2125,5680.7934,511.6615,0.0000,1306.8223,0.0000,-826.5999,-605.7716,4295.4640,69.2473,0.0000,-5595.8696,3512.9487,3668.5902,-4748.2598,-3234.8176,-4947.0117,-4344.0617,4924.5295,1071.1951,1788.1517,-6560.4128,-4055.7176,-6300.5812,6407.4413,-5101.9065,-1915.0718,5718.1451,-5212.5279,-147.6430,5198.5851,-6103.6014,-6718.2909,-3410.8223,-3163.1998,714.2107,-7.0829,694.4679,1276.5697,-5746.8522,-5200.5697,-4698.3495,3964.6668,5510.9913,-5641.5478,185.4843,3068.5747,152.2934,5012.5405,-3104.3295,-4297.5063,1673.8658,-6179.5865,-476.8346,0.0000,801.1300,-5277.2347,6073.0648,1357.2713,-5491.5377,-3536.2486,2212.1751,5976.1873,-4638.7802,-4820.4687,687.8920,4592.7843,4977.8944,-264.7411,-6311.0583,-3110.9544,-871.9401,2814.9872,-5582.1582,-1988.8838,836.4728,-687.9013,5049.5531,-6513.0754,515.6858,6764.6420,2617.2086,-5320.3746,-1799.3688,2695.8213,3881.1326,3234.4950,3907.4068,5258.4285,-166.1612,-187.1642,-2318.6994,1883.9884,-2296.5315,4019.4758,-3146.1968,3835.4644,6235.0978,4131.6139,110294.9786,94812.1714,101319.3900,103159.9411,97001.8854,98953.4131,105822.1684,103481.7862,98301332.1177,98296431.4890,98299277.2563,98292012.4777,103898.7926,98291523.5434,0.0000,-174.0774,387.1931,6895.9871,0.0000,-6606.4869,0.0000,-6728.1872,5303.0002,2505.4452,-5731.7180,0.0000,-3401.2948,-3787.0641,5747.7610,-3384.2365,-3236.1247,-4675.4425,-2415.6802,-2437.1795,6209.0350,-3765.2250,-1648.1228,-3852.9288,44.7900,724.2047,-2238.0949,-4692.2785,-3842.3163,2809.3939,4519.0786,4029.1391,3205.0185,69.0691,-3655.1106,3906.8070,4033.3079,6906.3689,-6162.7381,-6747.8943,3158.7617,-622.4935,-4657.6682,-1904.6918,-3694.2964,1511.3132,4091.0587,-6222.1823,-6771.4979,-4365.1465,-4015.2988,-2221.3340,6457.6469,-1884.3685,6870.0258,0.0000,-4199.6635,73.7685,-1569.2525,-6385.7991,-575.5264,-4471.4978,-3567.3988,2594.9452,3046.2321,4113.5071,4081.2876,2548.3920,-3765.5310,-6741.4785,-472.1992,4237.0583,5076.3769,2515.4175,1210.8020,-6283.7695,-5467.9630,4396.9758,2845.1945,2093.0546,6790.8666,-551.8421,5013.8144,3111.3838,-6514.9011,-6354.8593,-4618.8834,6125.4784,852.8476,2783.3729,5961.6258,-5533.2437,-3735.3361,-6408.1019,6443.5280,-735.5776,-3257.1233,1417.9343,2528.2495,-2232.3862,-338919.0604,-371181.3928,-350768.1890,-350541.1754,-356603.7623,-355150.9198,-359765.6032,-356546.9607,-51662779.9001,-51635596.1517,-51648621.3649,-51639236.2631,-356342.7429,-51648421.5340,0.0000,-5115.7168,-3826.7022,-392.8619,0.0000,-1164.0882,0.0000,739.4992,4226.5006,-4562.8551,3887.1178,0.0000,2218.2987,-4636.1575,-671.5715,3768.2880,-5091.6872,1311.5852,4515.2090,-4247.2476,-2916.3946,-5516.1487,600.2129,-4054.8827,2845.2391,-2176.2079,4106.5131,-4722.0764,-545.1699,3559.3547,-5249.7049,-2142.7252,118.1282,1734.5030,-4656.9390,-4665.8223,-5614.2020,554.5527,3074.2704,-619.6678,2247.1323,4333.1909,-1983.5993,5295.6216,-2003.5449,-3625.8960,-5618.8650,-283.0368,-1492.6770,1967.5390,-4709.1389,-4913.3861,-1569.1638,-1494.2826,839.6582,0.0000,-5416.9779,-4493.1569,-2016.8967,2275.5489,3984.1633,-3944.2739,-5493.4723,-2395.8680,-3998.4575,2323.9942,5524.7344,-4492.3108,-2979.5794,-1591.4936,-2829.3737,-4476.1912,-4438.1426,-5818.5798,3722.1433,1787.6990,-4191.7657,5290.0071,-3783.6102,-939.8278,118.0833,-799.8286,-3898.6191,2926.2364,-1208.9579,-539.3222,-3379.9400,-1.8049,-5323.3418,3361.3116,3290.6091,-3955.9820,5308.1539,1520.8758,-998.0895,-5340.2426,-5225.6302,5592.6832,-1560.4388,-5072.5184,-57212.6195,-62179.7567,-60727.8588,-56689.2747,-55479.7229,-65672.5755,-68441.0629,-59015.6987,35532664.3552,35531191.3658,35505534.8482,35528220.0119,-60717.4615,35521940.0947,
3600.000,0.0000,5992.7856,-2829.0279,-2700.0916,0.0000,1298.6604,0.0000,2666.7026,-2956.7641,-6728.9403,2763.6314,0.0000,4557.0369,-4354.6934,-4448.5573,2623.0795,4689.4789,5308.1829,3580.1452,-4025.3664,-3652.3029,2241.9439,5795.8798,4134.8173,6419.6067,-6210.4775,4898.0490,5385.9294,-3779.1560,4972.4313,-3908.4526,-4517.5501,3955.5540,6130.1041,6122.3449,-593.9619,-2867.1167,-2173.1643,2688.6913,1221.3704,4560.1308,5896.6004,4421.2197,-3389.0341,-2282.2836,5234.4157,-1453.3050,-454.8771,2408.0507,-1689.3581,6043.8957,6733.8217,-3869.1355,3681.7345,-1708.8107,0.0000,3591.7005,5603.5878,-1706.5868,185.3393,6204.4796,5117.1143,905.7268,-5141.4779,612.7616,467.4660,-4746.8932,-6792.5455,-1229.4688,-1951.3278,4336.7455,-1277.8927,-3032.8559,1770.8866,5242.7923,4156.5835,3063.0350,-3571.1056,-4009.6401,3970.4865,-2382.1402,-4328.5678,-5592.4304,3925.2237,3194.7142,78.0328,32.8692,-4600.1533,-4131.9192,-6620.0162,-3623.3486,3631.9991,5039.0532,1496.2976,-156.8380,-2002.3601,6276.5416,-4872.4828,-6242.4241,-417.8905,190715.2622,184370.5357,188633.5262,189857.4239,182798.4967,185067.4389,191145.3445,189858.3345,108374397.4951,108366249.7258,108372717.4947,108358320.7985,189864.1372,108364063.9346,0.0000,-2834.7557,2999.7650,-5220.8421,0.0000,4619.1618,0.0000,4158.9930,-6038.8306,-398.4144,6309.0561,0.0000,163.3095,5405.2903,-3640.4977,41.4960,-1311.5153,1571.2601,-2865.1091,5454.1026,-3562.7040,5081.8879,-1290.2626,-382.0204,-2459.6233,2010.3801,-1884.3984,2823.5015,4485.1276,-4759.8477,-2936.0112,-749.5969,-3991.6519,-204.7456,233.4584,-6004.6752,80.3887,-5864.3867,4304.3149,6069.0722,-5034.6764,-3113.9071,1343.8704,5485.9874,4775.3517,-4440.1045,-6600.4293,5947.3580,4917.8273,5038.2898,1512.5357,233.1765,-3597.5203,-1906.1874,-6146.6892,0.0000,3894.2715,-3511.9740,4501.4458,6587.2207,-2756.1084,716.1108,5986.6337,805.6324,-5198.0647,-4134.9049,-3161.9054,-1050.0980,4098.3009,5532.0188,-2685.4482,-4074.3560,-5860.8704,493.4292,-4367.4893,3072.0361,4294.5158,-3471.0177,1093.0495,-3234.3644,-4660.7712,2434.1308,-3942.7922,-5500.4352,5133.8957,5813.0548,4173.7983,-3906.1716,4318.7019,-1236.0075,-3474.2987,5728.2387,204.7544,5073.5216,-5118.2473,5382.8225,1802.5823,-4813.1084,-833.6353,4667.8172,-300326.9143,-334337.5630,-312939.0135,-313976.1050,-319346.8332,-318198.7364,-321627.6733,-318528.9516,-24383897.1636,-24359000.6084,-24362190.5855,-24362936.3202,-318844.5282,-24368660.3870,0.0000,1946.9036,5469.1388,3656.0107,0.0000,4854.9839,0.0000,-4707.1029,-1119.8975,212.8009,-790.0203,0.0000,-5205.9169,-20.4511,-3735.2322,-6436.7502,4794.6874,-4178.8725,-4922.3171,1477.9268,4696.4469,4103.5961,3289.7969,5510.0625,763.8883,-1923.8701,-4526.1991,3299.7241,-3658.6294,630.7730,4896.7505,5173.7918,3986.2832,3235.1857,3001.0672,3243.5799,6318.3499,2977.5025,-4717.5880,-3041.0831,1395.4548,-1358.3244,5122.5937,-2435.3341,4462.6297,133.0057,1620.9275,3547.2013,4246.5145,-4459.1726,3001.4470,1443.4480,4365.4940,5163.3259,2723.2552,0.0000,4408.4312,2052.4592,4485.8698,2089.8103,-606.9748,4607.1247,3323.5326,4582.2995,4388.7222,-5323.0484,-3906.0314,691.4436,5421.2148,-3693.5046,4681.8204,5412.8076,1613.6386,6674.9124,-168.2363,-4472.1156,4495.4624,-4809.1948,5522.5346,4622.7287,-4366.8595,4682.1082,574.3080,966.4894,-3258.9219,3752.2339,5501.8000,3393.6914,2916.6305,1171.3491,-4615.9567,477.5645,-4712.0019,-4362.1286,4632.5377,3481.6745,2259.2157,-1100.3002,-2838.0385,5068.9797,-59055.2905,-63988.4784,-61223.5237,-60566.5637,-56141.3477,-64269.8688,-71309.5540,-64181.7170,35542063.0245,35548013.3534,35520472.1583,35543048.5967,-62380.9215,35533206.4599,
7200.000,0.0000,-5017.9007,-115.9448,4786.3909,0.0000,-4535.4254,0.0000,-4521.6313,4797.4203,4844.1612,-4390.8284,0.0000,-2877.6384,2952.9134,4041.2334,-1169.4647,-5082.2954,-4655.4386,-2123.3673,1999.9881,5875.6344,-4570.3813,-2353.1767,-4044.1927,-3947.5327,2819.8981,-3961.1411,-6883.8818,-273.7995,-2363.6526,6569.9463,3294.7669,328.1713,-2564.1901,-6272.9459,3387.1209,5362.2037,4302.5373,-5740.7142,-3944.1687,-1427.7690,-3790.6448,-3651.1949,1928.9469,-1818.1846,-2556.3562,1435.3513,-2999.7244,-5022.6152,-2407.9054,-6848.7501,-6066.0355,5472.8441,440.7505,3962.4142,0.0000,-6110.1748,-4208.1991,-3493.6761,-2289.1108,-3868.9802,-5836.4196,-2744.0364,3440.8151,3046.4373,4467.6341,6612.8531,5896.2702,-3089.2433,1487.7160,-1617.8326,5045.9988,4987.9011,-3398.5866,-2330.4492,-5493.8749,-6053.4605,6329.9020,2830.2065,304.5248,4310.8728,-4.6281,5974.3542,-396.2928,-4011.4243,-3551.7543,-4226.2823,5073.6552,2221.1102,4603.8265,6363.2227,-5063.6573,-6399.4291,-5008.7126,3618.8353,-130.4328,-6574.0240,2234.7648,3799.0029,-2454.0046,258932.1797,261536.6046,263975.9394,265023.6451,256621.6480,261396.8632,264048.8905,264007.2192,111021519.2299,111011675.1274,111015997.9902,111002217.2643,263662.5433,111010238.7409,0.0000,4079.7695,-6013.7867,1767.6569,0.0000,-1057.1493,0.0000,374.8820,3908.5390,-1867.3973,-4572.4543,0.0000,3900.9950,-4225.7957,-766.0658,4294.4782,4457.0800,2470.9464,6311.6968,-6285.4133,290.7259,-5182.1405,4429.5632,4394.8431,4121.3543,-4231.9185,5255.6202,-726.3089,-4129.7332,4740.0285,1542.6256,-3485.4195,4136.5050,1361.7145,2552.6286,5940.9566,-2881.1547,2715.5893,-1759.4190,-3140.5639,5323.1094,4971.6539,3051.8046,-6291.8316,-5199.0250,5369.7672,5947.6734,-4116.3077,-1761.5721,-4925.9304,815.5305,1396.1554,-623.2337,5607.8181,3266.0551,0.0000,-3150.7253,5254.6078,-5218.2888,-3990.4068,4575.5179,2807.6013,-6272.7163,-4472.3632,5914.8668,3342.8837,1995.7151,-690.3582,-4272.3810,-791.6686,5639.1344,3725.3509,3894.9869,-4892.2591,5356.6410,1308.9586,-2656.6914,2460.7264,-5010.2901,4337.4990,216.9312,-4499.5354,1267.0578,5404.2429,-1061.8645,-3690.3015,-3532.7621,-17.3989,-5802.5557,-1351.1486,274.5331,-3048.2672,2351.3382,-2248.3131,2440.1209,-6552.9793,-250.8279,5142.1577,-1997.7423,-6182.8841,-243252.2453,-276154.3967,-255211.0748,-258677.8975,-261779.5644,-260589.0551,-263539.2028,-261217.5219,4584047.2008,4605079.0839,4612075.1514,4598560.0821,-261005.0874,4599826.1451,0.0000,2430.2118,-3298.0750,-4689.8440,0.0000,-5004.8943,0.0000,5083.5080,-2859.5859,4297.3108,-2808.5925,0.0000,4925.6988,4636.4329,5469.7109,5327.9703,-1055.2525,4493.8988,910.8789,2154.5047,-3690.9063,-117.2436,-4585.3864,-3472.9502,-3914.5366,4509.9539,2149.1145,146.3871,5524.5937,-4446.8134,-1556.1907,-4986.2446,-5510.2469,-6305.6868,867.4059,454.6191,-3348.1059,-4710.5151,3440.8836,4693.3082,-4215.7303,-2690.6657,-5007.7498,-2049.5394,-4210.2783,3436.2659,3287.8495,-4725.7512,-4451.3900,4234.1611,558.2501,2949.6028,-4093.8679,-3514.0438,-4672.3528,0.0000,-560.1352,1628.9575,-1993.7714,-5167.8087,-3252.2664,-2471.4954,927.8492,-4047.2860,-1589.9851,3793.8326,-205.8088,3525.6358,-4476.4463,6713.3941,-3696.2766,-2883.8972,2467.0563,-3551.5579,-3533.2481,3830.1589,-2112.9965,1325.1840,-3844.7120,-5367.3252,5260.1107,-5146.4818,3126.9217,-4158.7515,5462.7376,-4664.6656,-4181.4494,-4722.4846,2374.4676,-4877.9297,2415.3612,3355.3972,1049.3509,4091.4583,-5362.9156,1481.5492,2110.6622,-4085.9664,5400.6426,-1874.2845,-60923.4857,-65768.1973,-62023.2241,-65079.4750,-57270.3801,-62292.9010,-73493.7597,-62325.3005,35550883.1848,35563410.7001,35536889.6076,35555261.2880,-64038.2372,35544467.8862,
