sl_100_86400_20270210 Coordinates.csv
2027/02/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:28 2024,
Start: 2027/02/10 07:47:00.00, Stop: 2027/02/11 07:47:00.00,
TIME_UNITS,STARLINK-32269 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-6284 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-32231 - X-Coordinate,STARLINK-3056 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-1484 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-6284 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-32231 - Y-Coordinate,STARLINK-3056 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-6284 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-32231 - Z-Coordinate,STARLINK-3056 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,835.2759,5782.3615,5442.3192,-3975.5514,-5677.4382,3700.2573,5960.8558,4867.7522,3421.3042,2212.0341,4816.3844,1946.7282,1204.8215,-5829.4005,5724.9802,-1116.7949,-5287.2902,3328.9914,-4515.8221,3498.6572,-3720.7324,-5931.0476,2123.8927,5936.4047,6056.3633,-3406.7877,182.5004,-2286.9798,-5997.7750,-4017.1217,4374.5398,-6364.9697,2164.7875,-3034.2556,5050.1386,6088.4286,-2931.3848,-4972.6877,4771.4168,4020.0329,-2236.9319,-589.7633,4624.8020,-4507.2784,-5158.1656,3449.8342,-3918.8165,-6568.1021,6240.9769,527.8748,-2506.5875,-977.6837,-4731.0600,-2756.9364,6096.7050,1843.6908,4558.2810,2440.1941,-6380.2811,3520.8340,-3920.9825,4226.0230,1993.1493,-5493.0567,2381.6656,6528.2140,-2727.4281,-5737.0175,-6708.8564,521.4876,-5770.2669,1700.6682,1967.1983,-979.0911,-66.2409,4413.3303,4909.6022,5552.0591,3814.4584,195.3416,3246.2724,2533.4201,-813.6357,4863.8456,-762.9641,6554.3960,-2922.9624,-3303.3561,-2027.0585,-3211.8505,-5473.3615,-4958.9509,-1220.9722,1166.5226,2887.7001,1019.4640,3305.8461,2618.2949,-4106.6231,3708.2701,103206.0068,88010.5463,96441.8799,98238.8664,89628.6401,92118.5385,94337.5947,94502.4945,15630162.2974,15645560.5072,15647274.3395,15625110.4453,95076.0520,15636468.4867,-5626.3035,-751.2484,4235.0418,-4082.8267,679.9520,5395.9150,-1873.0161,-1482.8220,-5973.9780,4617.3680,-2462.8085,3692.3631,-6356.8449,-2770.3448,738.3885,-6718.5433,3577.8322,3846.4041,1124.2651,-3266.5845,3032.5152,-535.8513,-5371.5890,1140.9460,-317.4739,4272.0197,6710.0672,4074.7925,-3459.4776,2167.9667,-1187.6811,-393.9219,-989.5092,-6129.8890,3048.9665,-2920.4143,-4909.1744,-439.3797,2666.2092,-4657.0471,-3565.4656,6610.0778,1640.1226,908.1621,299.3165,5386.5512,-2842.7464,1824.8507,2864.2107,-6217.6229,-5618.2483,5139.3061,-2986.2496,5175.1889,3125.1343,3780.4219,4497.4343,-3337.6026,1062.4722,-5356.2895,4228.1801,-4620.8520,6153.4741,-3605.5569,3908.6770,-1941.9724,-4245.4952,3059.2449,-778.4881,-5532.9007,-3825.9900,-6514.1909,-4689.4557,-4976.7314,5090.3124,-4154.2160,1915.5591,-3438.8363,-5388.6943,5090.0832,-3806.3726,-421.3565,6873.5320,-3940.9128,6180.4113,871.9844,5624.2595,-4494.3129,3454.4944,2669.7523,3421.1428,-3987.5135,5610.1735,4527.9091,4188.5807,6678.0192,-3979.1446,5572.0439,4685.4790,1585.1346,390606.8245,367420.8631,385557.2597,384478.3069,383783.4458,383686.0411,375685.3485,379877.3271,-98709555.7802,-98688810.6336,-98695578.5072,-98693423.9214,379569.8576,-98692350.2866,3766.7172,3671.1448,-593.5545,3713.7420,3879.9365,2224.9917,2895.5328,-4707.7509,-834.1448,4513.4126,4333.5056,5497.0449,2417.8718,2478.1549,3791.4275,-933.0818,2604.8207,-4725.4556,5100.5786,4958.7989,-4995.0550,3280.3350,-3832.1571,-3357.9609,-3320.2152,-4078.9048,1480.9533,4759.3047,-262.0279,-5196.7703,5192.8378,-2115.2049,6506.0719,790.0485,-3638.2722,-1635.9992,3876.5036,-4782.2509,4020.8874,3122.0248,-5495.3693,1995.7530,-4873.8992,-5055.4115,4603.8880,-2578.6449,4945.1531,1204.5683,676.1596,3023.4833,2990.1840,4527.1530,-4105.9018,-3702.9413,-425.2822,-5505.4379,-2488.2863,5418.0741,2030.5683,-2598.3525,-3820.2095,-2961.5558,2150.3851,-2191.5952,-5004.3605,1288.1844,-4735.9536,2452.7885,1440.2249,-3942.6254,523.2501,-1695.2342,-4728.1467,-4726.2810,-4695.6156,3220.8836,4432.6386,-1970.5236,-1435.2987,-4715.8168,-4584.4122,6431.0047,-190.6414,2776.5263,2971.9781,1804.2836,-2523.9465,-3666.2560,5680.4834,-5449.5206,-2493.9681,2539.2881,3867.4500,-5089.2750,-4714.2370,1445.7388,4290.7142,3024.5168,-3047.2679,5348.3307,30559.2776,30908.6643,29289.6556,33561.8686,34602.3416,24346.9131,21745.7365,31065.4182,24985381.8114,24991335.0026,24964240.4099,24979306.0619,29410.5198,24976349.4509,
3600.000,2882.9872,-3140.3448,-5059.0183,6490.3502,2484.9535,-4075.6621,-5679.2634,-3101.2578,-1084.4680,-5119.4115,-1696.2818,-5378.2089,2102.0301,4414.2001,-3257.5518,2620.9577,1620.7448,-6077.5850,4998.7906,816.7911,6653.2684,6326.3295,317.5805,-6830.3511,-6501.4484,-1193.9783,-2255.3065,-299.3339,6067.2001,464.5700,-4661.3998,3164.2534,-1247.7230,3829.0425,-6852.2209,-3689.5029,5079.9697,6471.9908,-3653.2726,-2989.4289,5369.6176,-1622.4942,-6745.4850,4959.1843,3870.4000,-4881.7224,6586.3669,4104.5739,-5839.0270,-1447.1133,3811.3129,-2386.2832,6793.8635,571.7577,-5230.0633,-5300.4858,-5725.0126,818.5574,5461.3938,-2202.8355,-180.3682,-557.3538,-4340.1119,4577.6246,-5921.5745,-5284.9350,4381.3360,5673.9964,4641.7231,2815.9933,2494.3728,-285.8546,1602.7784,4720.7639,-3734.8886,-2707.2597,-6869.5054,-4092.1943,-1482.0194,-4065.8215,-1714.4063,2644.4939,-1623.0251,-3787.7670,-1700.1518,-4654.0697,-855.4687,4072.2888,2312.2430,905.4377,4625.3097,5051.2510,-1444.8297,-4416.1215,-5935.0719,-2433.1064,1972.3168,-5096.3024,2432.1168,-5379.4664,-58.4349,-8541.5482,-839.9941,-341.3152,-9206.5906,-6719.9392,-4270.5237,-3126.4148,40722820.5663,40734102.8802,40742665.3091,40722084.1825,-3477.1509,40729057.5388,2945.2158,4020.3520,-1748.7741,2049.2323,-3319.8819,-1985.4860,3597.2172,5061.8552,6268.6954,-4498.5391,5106.4071,-1172.0722,4704.2223,-471.4920,2583.4734,5328.1651,-4039.2112,-1241.6543,-4360.3650,4529.3061,-1932.0246,-2433.1720,6889.8241,509.6867,2126.5293,-5165.8736,-4202.6534,-6658.9766,920.9283,-4792.7399,4612.5937,-2663.4691,5182.9250,3409.8384,-964.6477,8.7523,4687.6558,-2082.7053,2068.2121,6104.2888,681.5694,-6525.9751,507.3960,-4419.5633,-4184.0061,-4492.3746,1364.7600,-3743.8813,-915.1139,1841.0772,1654.0109,-6125.0283,746.0403,-6893.3430,-550.0531,-1396.6094,-3178.2952,6085.3223,-2881.4770,6302.1298,-4148.7404,4270.6302,-4910.2239,416.0439,-3041.1125,3814.4830,206.0331,-3130.7498,-1485.4083,6181.4291,3819.9892,3994.6432,5975.3891,3827.8099,-5065.6452,6296.2809,-133.4975,4707.6731,5627.5140,-4328.5787,6548.5527,-1530.9518,-5725.1643,5419.4858,-6658.7526,2347.7684,-4133.6559,-836.9854,-6303.6360,-6064.9263,-4786.4330,-59.2133,-6734.8089,-4968.1858,-1931.3653,-5783.0094,3941.1155,-4532.0469,-6475.9275,2918.0321,402740.9086,376478.6011,396451.7449,394778.5619,395138.7952,394646.8576,388030.2345,391152.5715,-91246998.6892,-91227070.6058,-91226185.1904,-91235039.3166,391005.8030,-91228709.5566,-5446.2884,-4644.2554,4379.2284,-93.1942,-5538.8807,-5223.7576,1508.3716,3566.1711,-2763.7210,-481.2926,-4382.2251,-4185.3075,-4609.6031,-5307.9661,-5523.9354,-3467.0905,-5356.6613,3105.6508,-1955.0001,-5145.2438,49.3443,578.3204,660.9818,-928.6644,-981.4572,4276.1093,-4956.0305,-411.6805,-3222.1629,4949.7383,-2158.8147,5282.7349,-4443.5550,-4600.8215,344.0456,5870.6741,195.1132,1213.3752,-5342.2884,1205.0125,4297.1581,1675.2847,1404.7919,1577.9138,-3940.1077,-1879.5616,-1669.1422,-4137.0569,3555.4471,-6535.0124,-5441.8589,-2181.9261,1181.5550,459.2441,4401.8911,4221.2722,-2076.4959,-2983.0797,2797.0135,-1798.1540,5518.6677,5413.2374,1878.1143,5171.0067,1268.3716,2355.3366,5337.3810,2497.9081,-4899.2903,486.5467,-5243.0465,5654.1731,3139.7175,3322.0319,2875.2873,441.7880,-571.7998,-2762.5542,-3433.1796,3580.7334,404.3365,-6234.0274,3530.5855,1791.3478,650.5533,-4459.8417,5347.8615,5207.8817,-1827.3444,3069.1562,-1883.4988,-4638.3016,-740.6131,1862.6562,3010.9882,2889.6075,-5089.4769,735.9700,-478.9590,-2748.9038,31779.9091,32421.5118,32110.4240,33011.4071,37281.0350,29022.6716,22154.3923,29276.7933,24990214.7231,25002656.0694,24976820.3621,24981184.2623,31053.9208,24983582.3500,
7200.000,-6095.7356,127.8415,3581.4312,-5677.5183,758.5648,4202.2342,2530.1345,1076.2769,-2207.1065,5194.5511,-1247.6337,6870.0871,-5336.1868,-2390.6837,654.5200,-3911.7764,2820.1105,6848.2902,-3699.9703,-4137.8113,-4869.9660,-3403.7735,-2446.4941,4662.1885,3961.0412,4839.6400,4645.0968,2544.0538,-4368.2811,2207.9220,3350.5138,1153.0003,1214.2394,-4210.1719,6013.6696,-1682.8089,-5012.8581,-5213.3433,2139.5614,255.6432,-6773.0388,3669.9600,5937.4947,-3168.2615,-2088.2998,4493.7345,-6396.9413,-248.1954,3399.0775,-929.1218,-4826.7529,4425.5760,-6327.5821,1690.3393,2753.9654,6905.3927,4487.6960,-2800.9253,-1166.9823,-547.2407,4267.5396,-3690.0524,5027.0744,-3079.7008,5763.2526,1892.3419,-5557.1967,-2440.4551,-1241.5065,-4586.8121,1069.7026,-2899.4944,-4023.7424,-6606.4964,5764.1821,-331.9115,5611.6494,-52.0648,-2644.6008,6306.4105,-679.3906,-6544.3904,4288.6389,357.7233,3663.2955,1401.7903,5048.5308,-3715.6152,-2039.7245,885.2977,-1426.3929,-4062.1747,3394.8152,5301.6863,6908.3606,3660.5807,-5842.3748,5428.7528,255.5929,4051.5327,-102658.5174,-103861.0829,-97879.6859,-99054.5509,-107539.8432,-103269.9016,-102961.9871,-101773.0227,63012528.3219,63020642.7719,63030305.4849,63019937.5275,-101662.2225,63018167.0351,-88.1484,-6394.7566,-2254.8115,1028.9569,5781.8665,-2428.0450,-4082.4418,-6840.4039,-4615.7740,2069.9693,-6585.8526,-710.2237,-2074.5562,4360.6841,-5765.0926,-1335.8874,4271.0467,-1064.3385,5301.5379,-5148.0303,-559.2311,4325.4307,-5795.5760,-2188.0799,-3243.6457,4639.2451,265.6735,4378.7349,2563.6197,6352.2356,-5581.2328,5486.5216,-6826.7864,1077.0891,-1379.9633,826.8641,-2303.1192,3301.9533,-5975.0823,-4972.8280,1343.1356,3968.9940,-1981.8685,5225.8830,6549.5842,1183.4134,225.5067,5249.0259,-2371.0866,3129.2338,2791.3482,5103.2269,1451.2995,5989.5279,-3303.9917,-382.1639,-176.2720,-5985.3912,3944.9879,-4697.2754,3921.2174,-3684.2719,999.1364,3679.2135,777.5643,-4848.0953,3176.0783,2451.0343,4344.1006,-3772.2536,68.9066,-562.6807,-5646.5629,-2089.6387,3765.8261,-5702.6034,-1560.1162,-4161.0203,-3100.1554,2877.1886,-5369.4508,207.0219,2728.7830,-4551.7556,4391.2384,-5414.8550,1910.5604,5272.3797,5884.7528,6653.1560,4488.0887,4307.5829,5321.6952,3630.9242,-284.9086,2232.8062,-3045.9544,1303.1109,5854.5954,-4780.6094,387668.5570,360914.4632,381710.9100,378355.3335,381186.8785,379174.9340,375092.4962,376958.3140,-77524812.4333,-77507609.5087,-77497135.8575,-77510046.6816,377281.8983,-77505547.8610,3065.2512,2567.2837,-5483.2266,-3614.8740,3705.6945,4911.9448,-4945.9831,-260.1392,4671.3495,-3928.4204,1779.0594,201.3166,3859.9382,4795.4305,3742.5949,5480.4703,4613.7383,355.6623,-2451.5727,1981.0864,4877.4909,-4003.3348,2897.3069,4599.8110,4631.3901,-1239.0369,5051.8076,-4358.2135,4719.4842,-1612.6220,-2294.9937,-3704.7616,-305.6265,5329.8753,3144.2427,-6689.5826,-4172.8837,3098.2323,2411.2275,-4787.2142,-445.2281,-4344.0252,2922.9655,3041.8492,838.7976,5083.2651,-2654.8786,4500.0578,-5524.1376,6106.5200,3958.8751,-1528.9797,2437.7727,3046.3625,-5354.3479,-363.2217,5185.1953,-1705.7481,-5397.0759,5032.5000,-3778.4908,-4563.3607,-4502.1448,-4999.9615,3472.6719,-4584.5516,-2629.9371,-6034.9082,5213.3919,3327.1959,6850.8999,-6283.3370,308.1023,95.0646,710.5219,-3818.2725,-3691.6888,5393.8446,5376.1267,-313.1196,4077.8466,2273.2792,-4706.6172,-5113.7278,-3873.2922,3954.9513,-4173.3943,-1711.1948,-3112.5171,1421.5360,5056.6888,3444.4384,-2858.5813,2524.0451,503.7504,-5425.2791,1353.9641,-3990.1432,3697.4993,-2395.2299,32973.1043,33907.6528,34645.2280,31768.5159,39480.9347,34319.7486,23241.0245,34429.7813,24994630.7928,25012636.8081,24990396.2520,24984871.8763,32694.4976,24990827.9339,
