sl_100_5400_20271117 Coordinates.csv
2027/11/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:17 2024,
Start: 2027/11/17 07:47:00.00, Stop: 2027/11/17 09:17:00.00,
TIME_UNITS,STARLINK-3659 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-5649 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-6324 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-5431 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-5649 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-6324 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-5649 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-6324 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2740.5743,-864.6581,-4754.7977,6392.9487,6630.9041,-6914.2380,-2177.0949,4651.5218,-204.9624,762.6164,0.0000,-5526.7872,6867.2478,-6313.4688,0.0000,4883.8192,-3566.1801,3021.3793,6771.5657,-4551.2400,-5910.2269,-5644.5183,3897.7985,2473.0530,-4663.9369,1852.6126,-4434.2935,-4592.6597,3780.3950,6258.8039,1425.2271,699.7604,6356.5716,-3875.6059,-3924.1286,2615.1118,3196.5868,2819.4197,5067.8267,864.5352,-2915.2395,5565.3080,-1041.5196,1556.0500,6004.7032,733.3386,-2787.8547,6772.2049,4715.1799,2798.4869,-1802.6866,-6806.1287,5966.8550,6837.8160,-3858.6107,6574.9726,3089.2690,851.9250,-5559.8371,882.4133,3126.0727,4081.3945,-5763.5247,-4455.6437,-4029.7128,-2463.3382,-6339.6769,1341.3907,-3681.4176,2749.7941,-5808.0604,2548.6653,-3684.5149,-4830.7659,-241.7259,-1676.5920,2430.4506,-3313.7820,5265.8990,0.0000,6612.3852,5689.6476,6120.4635,-2142.0199,-1158.0775,4716.2888,1356.7773,-2178.0434,-1093.9325,5883.9075,6573.6508,4606.2452,-5166.3890,-1586.1323,170.8370,2170.8343,-4726.5623,6890.9894,-2277.0807,3212.3231,-69642.9005,-91174.0729,-73589.6640,-73992.8712,-75154.6808,-75464.5419,-82886.4245,-79286.6936,688225.3801,673456.3729,695402.9170,710474.6964,-79136.7639,703806.2081,3400.4377,-5121.9472,51.8470,2580.1782,897.5901,-515.5348,6274.7128,-4595.6838,6557.3248,-6595.7739,0.0000,3877.8320,646.2895,884.7935,0.0000,-3117.2964,5898.8202,-5702.1809,-1138.0995,3093.1946,2099.5479,1995.9743,1443.9615,5558.2840,-2524.1457,4269.8444,-5138.7247,-1808.8612,1655.5135,2931.1861,-6543.7745,-2463.7828,1400.6242,2132.8176,3387.8307,5401.6665,6142.1990,-4641.8772,1464.4638,-4448.8276,4002.6079,2933.4708,4212.6760,4668.3663,3276.3280,-6486.8893,-3587.3555,-875.2460,-2744.8304,-6216.5677,4011.4207,171.0103,3390.4032,997.2999,-5532.1362,1708.8080,4313.5270,5166.2051,2532.2882,-4989.3083,-4463.0397,3389.5593,941.3577,3830.0955,2238.8602,-4659.0614,826.1729,-6087.9860,-3502.1161,3210.4962,-1049.5858,4354.9663,5838.5456,-1610.7216,-5038.5500,-4940.0639,-3355.6046,-5443.4961,1119.4172,0.0000,-85.9868,3039.6283,-1052.9706,4253.0232,4254.0123,-4788.0126,3902.7643,-950.4074,6273.9772,907.1664,-1534.4848,-4895.8771,-4565.5525,6098.0110,-4254.3165,2536.0837,-2355.1771,-228.1945,-6387.9809,-2697.2968,-339173.6547,-317751.9160,-326661.4400,-326909.0689,-318357.9714,-320451.7864,-323629.8793,-324549.0058,301941032.9498,301983171.0528,301952575.0588,301950143.8938,-324100.9681,301946550.1254,5341.8049,-4583.5432,4912.4227,-120.4718,-1737.0454,-170.2940,1938.6545,2419.4085,-2245.9792,-1902.8884,0.0000,1506.0497,-362.7117,2268.3326,0.0000,3641.1633,204.9859,-2462.0185,-497.4728,4189.1909,-2932.1066,-3342.8947,5506.3753,3284.3971,-4304.0276,-5144.7816,1446.7814,-4820.6451,5516.0093,-491.1472,1579.5746,6417.8406,2276.5529,5190.6919,-4539.6981,-3432.1920,-645.0967,-4282.7073,-4470.8358,-5150.0066,4804.4732,2554.2519,-5392.5710,-4760.9016,1083.6587,2263.2149,-4933.2513,-1073.8194,-4255.7088,-130.7734,-5339.3263,1007.2246,-1040.6478,64.1876,1474.6238,-1229.3124,4409.1260,4571.8851,3221.3872,4714.3304,-4286.2200,-4477.8247,3714.7589,3667.2871,5066.7905,4467.4144,2661.0558,-2776.3139,4653.3492,-5447.8733,3626.5805,-4692.1131,-524.6807,4536.3340,-4783.3603,4439.1968,-5537.7232,2756.2729,-4189.8924,0.0000,1973.3384,2541.8427,3011.4335,-4902.5127,5194.7402,-1529.7447,5456.1881,6516.0595,2476.7583,3445.0908,-1307.6154,1112.0649,-1084.5625,2827.4503,5184.4119,-6091.8704,-4323.5220,-447.9646,-1244.9726,-5490.9357,164586.5590,162274.6597,161513.5076,164159.6494,166359.6227,156600.2506,152841.7486,159167.8758,-135954813.4751,-135976710.0838,-135985695.5265,-135956579.0251,160878.8866,-135966820.9371,
300.000,-1403.3197,-2821.7977,-5325.3597,6547.2598,6036.0672,-6654.5707,-734.3294,4468.2699,1419.0016,-457.1405,0.0000,-4106.6763,6544.4584,-6382.9315,0.0000,3151.6416,-2390.8320,1425.5540,6356.8718,-3699.5919,-5598.9459,-5643.4479,4653.1169,3934.7068,-5812.2435,3792.3302,-5576.8741,-5814.7320,4499.5001,6493.7889,41.1688,911.5878,6874.9080,-2166.3834,-3324.3247,4103.3021,3501.2305,1278.3243,6142.6167,-1231.2387,-1875.2368,5595.0008,867.0462,2909.0790,6643.7702,-501.3148,-3698.6630,6006.2241,2914.1245,1536.9835,-135.4394,-6208.3409,5706.2115,6651.0188,-4891.1645,6250.8501,4779.4802,1887.3800,-4005.4288,-1264.9190,1673.9756,5508.8668,-4608.2412,-2606.9899,-3590.8626,-4336.9490,-5302.2324,-205.6674,-4839.5398,3987.9507,-5267.3225,3493.8872,-2176.9669,-5552.4667,-1140.2168,-3439.2445,575.3939,-4157.4621,5929.7996,0.0000,5765.2575,5874.1009,6312.7029,-780.1605,1003.8408,3319.0687,3379.9148,-2890.8532,139.7230,6612.8886,5632.7002,3677.8729,-5748.6782,-23.9111,-1929.4486,2361.8296,-6020.4616,6621.7132,-3415.2839,1488.8980,-62438.6347,-84583.0082,-66851.9787,-67282.4581,-68355.1858,-68696.6970,-76018.2295,-72259.6330,-5901998.0620,-5917456.0353,-5894793.5935,-5880030.3411,-72339.7005,-5886354.7512,4953.6428,-4228.3957,1885.3116,1350.9872,-453.9748,999.2221,6867.2152,-5343.8282,5835.9638,-6889.4708,0.0000,4766.2723,-590.0152,2197.8811,0.0000,-4188.7448,6269.1451,-5495.6157,-2285.4597,4848.8543,3752.6483,3484.4849,-553.7259,5436.5529,-873.7835,4017.4168,-4132.2336,-399.2944,-381.3214,1387.6684,-6083.9576,-226.2594,211.1147,3484.7921,5066.3160,5247.7720,5370.3090,-5877.6890,82.3830,-3928.0127,5542.2176,1070.6308,5000.1475,3066.3757,1906.9562,-6874.6509,-1615.3241,-2011.6919,-3552.2148,-6360.1639,5184.9494,1677.4467,3759.6225,-239.4495,-4864.2286,355.9504,3901.6092,6063.2096,3368.4961,-5082.6608,-5796.0967,1952.8671,2607.4011,4639.2116,4153.8922,-3864.0323,2354.7551,-5397.9335,-1675.5947,1416.7056,887.0988,2513.7458,6258.3026,355.1550,-3396.1337,-5026.3935,-4458.0624,-5518.5193,-745.4575,0.0000,-1348.0658,3672.4598,-2450.8924,5600.3978,3964.6648,-5142.9035,3178.7539,1120.4335,6794.2227,-407.1855,-2588.0955,-5693.5910,-3063.4180,5468.3421,-3573.8213,377.9090,-1197.0335,-1416.9715,-5960.5674,-4025.5018,-340554.2551,-319474.6755,-328359.0474,-328503.9902,-319926.5608,-322018.9070,-325220.5911,-325703.8340,301885260.9613,301926674.1387,301896169.0241,301894862.6184,-325698.8375,301890729.9917,4595.2958,-4706.5315,3854.0165,1680.3155,-3341.3535,-1684.8763,443.0939,346.3500,-3467.6318,-116.0424,0.0000,2871.1359,-2132.6452,495.3633,0.0000,4396.7999,-1599.5000,-3934.6410,1318.2939,3263.6909,-1578.8715,-1735.9971,5064.5241,1669.9926,-3478.0788,-4196.2900,-81.5135,-3691.3734,5203.2984,-1982.0007,3209.7432,6844.3471,518.2470,5447.1662,-3279.5872,-1845.8016,-2697.6730,-3413.4556,-3173.4335,-5487.7703,3659.6256,3691.7335,-4706.6633,-5386.7921,-459.4036,505.3083,-5356.4337,-2770.5795,-5174.0411,-1925.2037,-4576.6006,2446.1555,1202.4705,1853.4145,-329.5907,-2911.5986,3090.3102,2833.4821,4503.9498,4523.7648,-3414.5144,-3746.4425,4455.5387,4431.0690,4098.3175,3742.6790,3777.9457,-4171.9626,4609.0743,-5444.0785,4408.7265,-5380.9026,-2012.9280,3945.3666,-5957.3789,3140.1802,-5256.2739,708.4135,-3288.2392,0.0000,3541.3807,349.0548,1344.7463,-3837.9640,5448.9015,-3171.2523,5032.5023,6205.3827,736.7547,1855.5708,-2977.4790,-715.4036,-2508.2076,4215.0408,5338.9573,-6521.3493,-2981.4575,1363.4510,571.2971,-5415.1399,164543.5547,162224.6070,161574.6552,163957.2351,166407.7710,156799.6413,152692.0210,159075.6658,-135956125.3345,-135978157.5372,-135986980.5999,-135957945.7070,160841.6678,-135968073.4350,
600.000,27.1782,-4526.1847,-5382.4642,6050.4517,4853.8031,-5752.9889,775.7086,3839.0166,2936.0596,-1629.9011,0.0000,-2276.2075,5571.8443,-5775.5680,0.0000,1110.2405,-959.9422,-343.6375,5296.7544,-2518.7979,-4753.7650,-5079.0060,4993.7266,4991.7064,-6388.4886,5349.0406,-6181.1603,-6472.0254,4820.4980,6108.2906,-1380.6303,927.5063,6703.0993,-268.5763,-2427.0407,5169.1388,3483.3792,-357.6410,6619.5580,-3222.6491,-688.7754,5076.5027,2658.5808,4018.5718,6638.4605,-1680.1824,-4266.7249,4642.6531,831.3144,95.8896,1505.4040,-4998.3877,4833.2374,5803.6306,-5437.2740,5315.0957,5980.6031,2697.8947,-2051.2937,-3283.1409,90.3885,6420.0619,-3029.4939,-507.2830,-2831.7004,-5787.7876,-3762.1441,-1771.7539,-5557.7982,4877.5796,-4249.5127,4147.8748,-442.4626,-5740.1306,-1997.8253,-4830.3676,-1301.4292,-4570.2075,6012.0280,0.0000,4350.0263,5415.6225,5880.6688,621.3894,3074.0674,1568.0708,5068.4813,-3385.7376,1350.4470,6678.7606,4119.7036,2359.8738,-5804.5916,1579.7911,-3841.4310,2399.6637,-6696.3963,5689.7233,-4215.8163,-343.4279,-55207.8819,-77957.8983,-60085.5455,-60545.3782,-61525.2668,-61901.7808,-69117.6820,-65226.2886,-12489452.0216,-12505580.3701,-12482193.2384,-12467795.5970,-65510.4053,-12473743.7725,6034.7282,-2965.5228,3496.5714,-31.8436,-1795.8552,2433.3474,6789.9302,-5551.3600,4564.1046,-6493.9363,0.0000,5215.6066,-1791.3068,3271.7172,0.0000,-4880.5230,6019.5863,-4772.9137,-3216.6855,6130.4724,5030.1916,4602.2700,-2467.8793,4787.5195,835.8517,3416.0270,-2725.9718,1012.1248,-2354.2084,-306.9130,-5024.0071,2040.4020,-993.6264,4528.0386,6229.3540,4586.8621,4039.4232,-6554.2201,-1274.5235,-3067.2379,6533.9441,-923.9682,5335.6531,1181.1037,348.0816,-6577.1162,513.2331,-2979.2045,-4065.9502,-5852.8509,5877.1268,3041.0692,3705.1285,-1473.0995,-3707.3625,-1062.7996,3132.6226,6362.0600,3919.8020,-4725.2023,-6579.7725,360.8748,4055.1250,5040.8365,5638.5303,-2727.4330,3688.7029,-4175.8037,290.8934,-483.0320,2763.4956,436.2617,6081.3875,2261.5407,-1435.4516,-4628.8051,-5166.3213,-5037.2119,-2510.8484,0.0000,-2514.3997,3909.2394,-3590.1392,6387.6875,3325.5523,-5011.0208,2185.9854,3046.4779,6614.1092,-1659.8556,-3413.7102,-5903.2262,-1256.1213,4320.4778,-2563.8283,-1814.9973,51.2938,-2479.6740,-4930.6218,-5000.7440,-341780.7191,-321062.0030,-329913.0650,-329957.3240,-321353.3974,-323448.9178,-326665.7804,-326706.3601,301685668.7672,301726343.4185,301695945.1724,301695742.3937,-327154.2351,301691092.5847,3351.2243,-4325.7528,2366.5546,3298.0645,-4585.4186,-3019.3773,-1100.1973,-1763.1788,-4318.8112,1683.3557,0.0000,3926.7256,-3671.8927,-1334.5909,0.0000,4663.8904,-3230.1213,-4982.1165,2989.7791,1986.7649,-55.8458,63.0147,4074.3558,-124.5657,-2263.1875,-2800.2906,-1601.1259,-2161.6681,4324.8547,-3260.4050,4488.5040,6534.7683,-1296.4388,5093.5498,-1662.2179,-60.0818,-4464.3785,-2176.5183,-1533.8893,-5221.4781,2118.1131,4408.9675,-3515.6372,-5416.3111,-1953.1585,-1307.2471,-5149.0613,-4168.4330,-5537.0053,-3503.2848,-3321.7400,3617.3047,3317.0823,3442.1080,-2098.1155,-4278.6171,1436.2568,794.5921,5299.5596,3847.4691,-2177.5346,-2616.1378,4717.6997,4719.8269,2676.2690,2613.8470,4489.2593,-5100.6008,4063.3868,-4850.1014,4718.4561,-5485.0586,-3284.9748,2911.7150,-6501.3923,1493.3519,-4409.8687,-1414.9317,-2017.4966,0.0000,4725.1843,-1881.1065,-467.7638,-2345.2966,5090.9112,-4467.7859,4050.9376,5234.6089,-1085.5727,62.8257,-4321.0382,-2462.2969,-3668.7786,5146.6729,4865.9836,-6260.2315,-1305.0748,3027.2400,2325.3040,-4755.8457,164500.1663,162174.2075,161634.2927,163749.8569,166452.3833,157005.2087,152547.1880,159123.3318,-135957442.3135,-135979604.3687,-135988257.9628,-135959331.4431,160804.3345,-135969325.6499,
