sl_100_86400_20271014 Coordinates.csv
2027/10/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:26:59 2024,
Start: 2027/10/14 07:47:00.00, Stop: 2027/10/15 07:47:00.00,
TIME_UNITS,STARLINK-1610 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-1459 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-4121 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-3268 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-1679 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-30816 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-1459 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-4121 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-3268 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-1679 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-1459 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-4121 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-3268 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-1679 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1654.0686,-5145.5619,-3626.4742,-6213.1217,-3877.5191,5026.3002,-4973.6223,4960.1367,-993.5270,924.7824,4832.3138,4104.2464,0.0000,1347.8858,-5704.9761,-3542.1954,-2490.8478,5596.5935,1337.8247,3258.3725,6730.6672,5016.8657,-3596.4193,4932.6553,-4048.0245,-1858.8378,1394.8697,2747.4636,-221.6246,4601.5558,862.2554,978.6374,-889.1673,3311.5944,2788.8881,-110.5671,3870.2977,-1871.1078,3376.1862,3118.1765,1802.9845,-2538.2158,-3599.6212,4850.6819,6221.9018,-5996.3071,-5611.8954,-2865.2813,-2014.8986,-2872.0874,3610.9188,-3766.1053,1029.2174,-2399.5775,4014.0430,-3386.5471,-4875.9094,-5397.7810,3480.2469,-4858.4435,4372.9376,3244.8869,-4138.9341,563.0487,5130.9881,-6406.5115,4143.7162,-6413.7319,-4542.5239,4199.0001,-4004.8660,2716.4099,2660.6554,-5481.5838,-2761.1627,-5973.8225,2962.7423,-3590.9393,203.0741,5244.1905,5064.8265,-323.2196,-6461.9648,3746.9787,-1025.7752,4631.6254,-1781.1701,-5989.1700,5002.7057,6673.2520,4886.7060,-4772.6909,4918.2039,-1073.5824,-3668.3462,6856.7523,-5271.0052,2567.5898,-4642.0579,-971.4903,284687.2215,276035.7975,283087.8717,282435.6240,286146.8372,284759.9749,276792.5788,279019.6201,36463163.8880,36479894.2183,36478461.6477,36480028.1874,279683.6307,36475714.1199,-3827.5967,-4624.0863,-1801.4165,-2387.5600,174.3413,-1394.1830,4765.5655,2092.5215,-5488.3079,6642.0851,62.3031,-3427.2584,0.0000,-4349.6309,-3718.6346,-2121.1354,3351.0536,-3173.6667,-248.4873,3858.3855,-1084.7653,-1007.9698,2578.3831,3291.8972,3836.7586,-4732.6460,6758.9713,-4554.6574,4536.7094,4221.4826,-2336.7688,5091.9380,6250.2956,-4852.8775,4605.5437,6798.8899,-4027.0575,4398.3769,-4575.6569,-5812.4183,-5203.5294,-6022.3504,-3449.8991,-4030.7326,-2836.1307,1500.7605,-2718.1573,3642.8077,-4435.4604,-5211.0319,2939.2662,1716.2893,-5276.6030,4070.8028,-795.0580,5819.1532,1360.2164,1613.9743,2924.2254,2397.2376,5088.8988,2632.6529,-2402.0638,-5306.0372,-2861.5406,-1524.8967,3565.9188,893.9796,-755.8154,-1226.7378,5476.6763,-3411.6124,-4763.1444,-3998.9402,3219.3138,1207.3215,6118.4433,-4394.3929,6771.0193,-1018.9036,-4627.1230,-4126.3739,-1353.1240,4605.6094,-1168.6861,1847.8218,-4986.9201,2743.4769,314.0318,-1868.2541,2411.3075,501.4790,1939.7659,6575.5884,1910.5060,824.8704,-3143.5623,6236.9387,538.1522,-5958.7988,-276242.2533,-255990.3329,-279827.7217,-279922.3216,-272127.4756,-273770.2580,-272281.3320,-274954.1729,294648856.1698,294654366.6171,294682780.2794,294669692.1370,-274743.9418,294661719.6506,-5442.8803,435.1593,-5378.5488,1919.9807,5748.5405,4551.1312,539.4664,-4158.6264,-4132.9672,1754.8122,-4903.9090,4231.5911,0.0000,-5196.7595,1112.0373,-5514.8707,5482.0355,1822.9116,6797.4490,4761.5142,-1233.8166,4616.7635,-5309.2369,-3537.2138,-3813.5473,-4728.3776,-74.2230,4255.8079,5054.0509,3004.2779,6460.4408,-4598.1286,-2479.7830,-3628.9637,-4344.2048,1330.5855,-4081.7194,-4985.1162,-3852.3381,2069.5493,3827.6295,2264.7533,-4646.1753,-2842.7727,-253.8203,-3112.3473,-3002.9257,-5006.9116,4893.4906,-3111.4449,5134.3857,-5279.8672,4357.1306,4725.4809,5448.6520,-523.5473,-4771.3043,-3845.9493,-5205.5537,-4148.4385,1653.1157,5476.0673,-5075.5568,4371.8964,3624.6038,-2111.1302,4269.4598,2414.5634,4995.6874,5109.9869,-35.0824,-5382.8575,-4138.3189,199.9839,-5464.7015,-3417.4510,546.2251,-3973.6751,-1374.8247,-4374.7762,625.6170,5438.6542,1993.8753,3198.3179,-6734.2782,4621.6856,4455.2454,1790.3564,4719.3872,-210.9129,-4304.7066,-4960.7522,-4443.4706,-1771.2852,5522.4279,-573.8078,3145.9382,1587.2602,-5089.0878,3247.5610,42501.2776,43502.9972,43763.7059,46608.9240,48673.3509,38843.5264,35224.3712,44902.6659,-111552000.3049,-111583446.9427,-111574887.5839,-111558058.2046,43220.1956,-111561716.4313,
3600.000,1980.9438,5785.3349,5145.0062,6695.4284,196.2051,-4396.4760,2609.8260,-4662.1406,4056.5001,-3242.2487,-6111.8875,-2078.1871,0.0000,1403.9468,5803.4754,5516.6993,-495.4475,-3598.2967,-4227.6886,-4855.3664,-5677.8564,-1734.5931,2453.1221,-6532.9235,2800.9509,5286.3027,-2761.1028,1977.1309,-4278.1639,-6401.2204,-34.4859,-3571.2644,-1965.5684,-2140.3806,-4174.1920,-2433.7126,322.1684,-312.0169,-1124.8798,-993.6530,447.0886,3588.2520,4269.5649,-1174.9912,-3947.6271,3039.4719,4949.1981,-1958.9868,5065.2757,4007.8911,980.0552,2296.2210,3034.1837,-40.8698,-2743.4701,656.5493,6540.2625,4775.9698,-6444.4836,3598.7750,-5182.9953,-5359.0411,6632.3292,1585.2940,-4879.7006,4439.3982,-6580.5241,3462.1730,2896.7491,-4009.0843,1138.3171,1311.1020,1832.7916,5713.3262,269.7413,5958.4246,-4579.5595,5145.7765,-2095.3701,-1893.4854,-3035.5982,4729.5280,6452.4920,-5597.7844,-456.3432,-5468.7886,4969.6142,2531.3606,-2677.1031,-4704.2324,-4594.0147,2100.1057,-3619.5147,-1439.6630,1539.7874,-6078.1776,6540.4261,-4378.9291,2104.5654,3311.0348,339938.8719,331664.5980,341557.0344,341040.2893,346083.4578,343950.8757,337469.8424,340232.7872,-41097083.9665,-41078227.7941,-41089016.4567,-41087630.9175,339518.6042,-41085005.3431,5811.9128,2263.9045,-2881.8310,220.3716,-3032.8445,4852.5647,-5623.0601,2675.4250,5491.7087,-4299.6422,2835.8149,6397.1881,0.0000,6403.1321,1907.7677,-1653.2931,-6019.5894,4566.6509,-3684.5640,-4958.3534,3135.4808,4015.4175,-5963.1932,-2097.5158,-6069.3583,2849.2508,-4889.6828,3782.2102,-2461.5469,-2610.3438,-3127.9073,-5857.5206,-6271.6548,6531.6323,-559.7889,-4960.7522,4142.9269,-6701.3613,6753.9116,6639.1608,6614.3166,2768.0119,-1409.2626,4149.9867,3852.6052,-4044.1687,-1084.3901,-4404.5442,4458.3569,396.2224,-318.5225,-5947.3010,4479.7900,-6680.1082,5131.8420,-5330.1844,-2356.7677,-4854.2284,-1204.6199,-5718.3950,-3691.1704,1155.6746,696.7670,6702.0733,4859.9084,-1169.3088,-1567.9053,-2809.6275,-3928.2872,5205.5725,-5066.5099,4949.2905,3782.2073,804.6315,-6150.2600,-3644.7955,-3150.2148,588.4089,-4468.7157,3802.2320,5002.4322,3014.7256,-260.3152,-3353.9528,5822.5012,2588.7158,2360.7600,-4502.6187,3551.1606,3662.2401,-5147.4604,-4102.9779,2234.5536,-4467.2098,-5499.7278,1489.1931,1855.0396,-4946.6504,-4205.8407,2479.6918,-193259.6590,-177504.4025,-200964.5950,-199766.2564,-192492.9513,-194134.4211,-193173.0722,-194900.2074,294048144.1034,294050486.2607,294078032.0131,294066749.0118,-195399.7093,294060130.8285,3032.8132,3065.4231,3228.4463,1759.8060,-6249.0062,-2269.9544,3042.5230,4154.2539,1235.7476,-4375.0436,1389.1057,-1163.8750,0.0000,2162.5322,3204.8769,3762.4367,-3340.1930,3300.1422,-4093.5191,-238.7279,-2441.5254,-5338.3246,2465.5877,-742.0612,-957.3426,3469.6857,-4015.4870,-5321.3366,-4685.2368,510.2699,-6195.4745,934.5519,-1673.3444,-620.2613,5473.9917,-4190.0406,5516.4623,1610.7898,488.6736,1650.7259,1049.7306,-5232.5726,5107.5977,5396.7388,-4053.9448,4708.2123,4700.6629,4814.2532,-1506.0747,5358.9616,-6863.4451,2067.5668,-4329.2269,-380.7929,-3564.2947,-4098.7484,234.0522,331.9162,2161.1333,920.8988,2695.4330,-4190.4915,2022.2075,-516.2884,558.6176,5160.3723,-1561.7490,-5288.8003,-4741.1693,-1489.1068,4356.1220,4651.7202,5392.3109,3567.5077,3135.9060,192.8459,-3960.6873,4586.3726,4829.3374,5430.5035,3630.2649,-3923.7749,2423.3619,1715.3068,3684.5295,-3123.1439,-4213.8325,-4471.9730,-5267.4082,3526.8136,-797.2306,5123.7597,5425.6828,5039.2110,-3892.9968,-2984.4739,1181.1134,2084.0359,5045.7528,-5475.9737,44189.6657,44838.8287,46395.4377,45869.8417,51066.5441,43631.5735,35731.4313,43245.7158,-111593058.4882,-111621723.1747,-111620090.3439,-111607313.7414,44781.1493,-111604363.6131,
7200.000,-3847.0532,-4873.1161,-4175.6638,-4762.5325,2066.5853,2609.3120,1255.2871,3138.7970,-5366.7930,5349.2318,4709.6599,-673.3197,0.0000,-2904.2616,-3899.2195,-5719.2990,2371.1606,-1511.0711,3124.5250,3943.3796,2389.7462,-1159.7849,-973.9157,5205.9732,474.4349,-6890.8931,4075.1955,-5823.6420,6753.8183,5843.7033,-3013.6442,4363.0800,4213.8827,-166.9762,5277.4050,4985.3234,-4309.2290,1842.7538,-1470.6183,-1942.0642,-2786.6934,-4614.1531,-4210.3092,-3170.4467,-633.0929,418.1708,-3522.7113,5221.4433,-5612.3952,-4285.5496,-3102.4483,13.4391,-5998.2686,2339.7333,1119.3376,3512.0744,-4958.0621,-1859.7830,6521.9535,-810.4202,4352.6221,5917.6739,-6600.6072,-2882.6738,2283.8595,-1563.2199,6589.5687,391.2966,-1130.1769,1629.9061,3322.8094,-4013.9206,-5702.6037,-3693.8585,1422.5941,-3999.0393,5011.4836,-5801.6543,4433.4269,-1190.2622,-1028.0714,-6644.9267,-3643.1800,4296.4756,2965.9227,4245.3822,-6784.6310,1991.8173,552.2794,971.2503,1355.4259,153.1726,2301.8218,4562.8003,152.1964,3197.7409,-4949.2077,5038.0413,-10.7162,-5488.1835,374337.9077,365635.9389,377849.9607,376377.9960,383913.6887,378757.2531,376246.9459,376692.5321,-115857010.3854,-115834625.1095,-115853392.3446,-115848434.9740,377432.9934,-115844868.2387,-5466.6618,1443.3992,4971.0307,2485.7160,5882.6733,-6261.5716,4904.1837,-5963.2261,-3690.2155,778.6776,-3991.4805,-6194.0033,0.0000,-5853.1812,1545.7611,3804.7119,6402.7383,-3767.7010,6106.5354,3585.2108,-4585.7952,-6287.2604,6560.7271,-247.9387,4623.8181,-800.8339,848.8045,-2647.1453,466.9542,-130.8944,5848.1278,4261.3868,2882.0377,-5271.9269,-3129.6221,1737.0352,-4114.3893,6042.4754,-5891.0159,-5015.8578,-3519.2516,1496.7084,5082.2445,-4083.7699,-4121.1438,6026.6336,4837.1785,4267.8427,-2852.3952,4377.7792,-4279.6506,5980.7321,-3055.7767,4519.9239,-6654.4577,2419.3186,2076.1627,5595.0004,-375.3724,6074.2554,132.3558,-3535.8891,668.5489,-5072.1887,-4802.6820,4524.4720,-639.7508,4933.1143,6659.8848,-5545.5208,2822.8404,-5540.4898,-2557.3265,3497.2304,6668.0113,4798.9891,-1481.7448,2936.3304,722.9224,-6096.2724,-4000.5287,-1571.7274,2506.9633,-491.0506,-6012.4445,-5258.9423,249.5553,5291.5388,-6456.6242,-4991.9490,4149.8963,6605.4581,-5805.3811,1195.7165,6901.4064,-3948.6559,644.1345,1558.4927,6668.5278,1391.1788,-106337.2612,-87676.3738,-109334.5723,-105456.4232,-100451.8441,-103676.3448,-101197.2618,-104592.4308,273379943.7382,273380613.2441,273403246.9909,273387844.2760,-103635.2983,273390990.6886,1500.1094,-4718.9804,1759.8702,-4382.4259,3056.5348,-1420.5969,-4708.1945,-911.3743,2382.3437,4334.5082,3032.7941,-2795.7404,0.0000,2229.1802,-5486.7226,467.9881,-987.9994,-5322.2042,-1061.7204,-4462.3324,4599.9902,2579.1685,1922.0471,4514.4356,4887.6931,-152.1598,5494.8343,2352.8151,655.3330,-3735.0038,2185.8917,3274.0800,4452.6815,4442.3647,-3197.5342,4481.5699,-3517.2956,2773.2333,3193.0984,-4352.1246,-4996.7491,4922.6170,-1688.9279,-4600.5843,5416.1941,-3375.6134,-3476.5980,-1017.2058,-2856.8603,-2749.6780,4485.6311,3022.1839,1623.4503,-4347.1484,-1015.4333,5225.3700,4400.5786,3415.2363,2235.2937,2980.4707,-5374.4455,154.7288,2132.0041,-3698.6704,-4414.9251,-4995.4642,-2097.5828,4817.3162,777.9526,-3462.2149,-5202.3651,-1080.1976,-2798.1900,-4500.5652,1141.4750,3111.4412,4372.3798,-2385.1781,-5257.5868,-3016.8787,-5519.5112,-445.9432,-5301.3948,-5186.8046,1660.4070,-811.7823,1367.7580,3820.1279,2331.0081,-4715.9131,5386.8074,-1993.7500,-2948.7809,-5031.8807,-237.3529,4702.7185,-4769.6536,-4502.1572,-1803.4894,3865.5784,47320.3577,46170.3835,48590.7838,44850.1298,52994.0666,48549.4382,36900.0310,47707.4395,-111634823.3179,-111658942.6352,-111664647.0354,-111652959.2255,46338.3425,-111646985.2969,
