sl_5_86400_20270211 Coordinates.csv
2027/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 17:06:45 2024,
Start: 2027/02/11 07:47:00.00, Stop: 2027/02/12 07:47:00.00,
TIME_UNITS,STARLINK-5381 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-6097 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1709.1194,-4166.3970,3198.6822,6504.6857,113.8324,170956.5503,161074.3199,160293.7615,162102.8883,153505.7091,155995.9314,158354.1799,158592.1120,17862823.0792,17826679.6312,17874094.3437,17863518.3292,159025.0899,17865823.3889,4902.9273,5102.2301,3212.1802,-2111.4529,-5514.5745,359750.2725,349042.2192,354133.1799,353086.8102,352244.2586,352188.4679,344228.3062,349268.9493,-97961919.9732,-97969379.6784,-97948737.9009,-97937059.9935,348124.3881,-97944498.2019,-4587.7263,2184.5626,-5216.7251,-913.3348,-4195.0335,69965.4168,67915.4209,67660.2618,71926.9044,72971.1047,62717.2799,60112.2409,66418.0276,25163645.4936,25139038.9821,25138666.9750,25163989.7462,67778.4587,25153405.3473,
3600.000,-5168.5804,3923.2774,-6310.2960,-3953.7198,2992.1622,73663.4546,69190.5346,68930.4721,69452.1456,60581.8799,63076.7586,65639.9774,67258.4657,42685251.6028,42657361.7868,42700651.3499,42679893.9787,66381.9728,42688327.2533,-3958.3241,-4986.6067,-1708.4206,3252.3541,6102.4680,390493.6568,372587.5042,381965.8305,380303.5373,380512.8193,380061.5994,373490.0788,375411.5294,-89947020.2136,-89961804.5588,-89927587.0697,-89925150.2225,376478.3444,-89928557.5743,2355.9806,2800.7338,2219.2805,4615.8362,1329.9853,71158.6956,70544.2089,70373.0831,71268.1219,75541.1210,67286.0079,60413.6750,70405.5168,25169126.4699,25144390.4635,25150660.6594,25170992.5596,69313.9679,25160937.9477,
7200.000,6468.8869,-993.6581,6554.8124,-356.6924,-4654.9198,-28054.6506,-26840.6066,-26583.6765,-27706.7136,-36238.5741,-31930.7666,-31556.3163,-31626.5782,64570812.7993,64552376.0934,64585896.6286,64563096.2294,-30294.0374,64573425.0744,2093.6327,3043.9731,134.4461,-4338.0584,-4563.2955,395199.8433,373854.3889,385124.4659,381749.7582,384439.5758,382497.9222,378424.3365,381502.6114,-75761462.3224,-75780931.1856,-75734760.0739,-75745311.4578,380635.6238,-75741991.2485,1310.1027,-6164.3884,2166.7592,-5358.6164,2334.5547,72316.5288,72392.8620,72795.7564,69914.4319,77628.9408,72471.3756,61389.5393,69939.9804,25174089.4123,25149835.5156,25163998.6691,25175775.5704,70843.1694,25168482.8205,
10800.000,-5448.2737,-3434.8751,-4005.8796,3987.7068,5098.5274,-127270.9800,-119759.1798,-120060.2508,-125456.1098,-130751.0766,-121868.3452,-126897.3207,-123179.4340,82018029.9460,82009462.4209,82028281.1489,82012760.4088,-124794.1365,82019726.2823,893.4626,-1433.2211,2165.9988,4979.5433,1019.0198,373619.0710,351822.3435,363541.9423,357386.9468,363925.7253,359407.4593,358591.0529,359948.3854,-56380543.1520,-56401989.3393,-56348558.6283,-56369353.5724,360391.6817,-56360358.5272,-4186.2482,5849.0895,-5198.0840,2616.5485,-4581.6660,73439.1474,74002.4256,74688.6895,71326.4048,79248.8194,73375.0188,63001.9847,72919.8792,25178701.5148,25155386.2980,25178034.5339,25178792.9299,72365.9191,25176039.9485,
14400.000,3084.1443,6522.3865,457.1411,-5315.7431,-4739.2279,-217199.8230,-203740.8175,-205524.4779,-214043.3471,-216898.5315,-206462.7544,-214101.4200,-212855.8625,93830417.7079,93831424.1393,93833299.7012,93830869.1371,-211066.1053,93830950.2869,-4286.7701,1096.8951,-4837.1858,-4013.9135,3072.3476,327330.3330,307743.2240,318760.7745,312663.6562,320400.6331,315671.6287,315240.7727,317069.2171,-33135952.9705,-33156804.9617,-33103124.5576,-33124788.8533,317107.7014,-33115535.1069,4472.4403,-2106.9352,4899.1907,1792.2817,4001.4747,74527.6532,75498.6275,75952.5304,75398.5356,80390.0768,71114.3993,65249.8000,73536.8785,25183153.4864,25161055.7593,25191742.4777,25181003.5569,73882.0734,25183609.3142,
18000.000,-551.8248,-6233.4469,2203.4309,4616.6996,3598.3722,-291654.6385,-273602.0980,-277593.1978,-287465.7625,-289141.5576,-279004.8115,-287381.8533,-281925.8590,99198562.2858,99208242.9389,99194705.8620,99202426.5271,-283602.2375,99197952.9698,6602.8778,-908.5988,6373.3151,803.6143,-5838.1969,259664.6980,244488.2060,253775.7547,248513.3451,256744.0553,252624.3727,251253.3086,254187.8302,-7624303.5181,-7642278.3644,-7595528.0053,-7605626.5990,253618.6619,-7604192.5389,-2021.1202,-2925.8576,-1503.8921,-5068.7153,-979.2429,75585.9628,76926.9297,76654.7550,79033.7990,81013.7282,69722.9287,68167.8237,75339.0019,25187647.1991,25166857.8851,25204178.7970,25185204.3854,75391.4887,25191190.9004,
21600.000,-1708.6215,3047.1318,-3482.0177,-3181.6101,-1283.0257,-345450.0932,-325074.8684,-331777.2245,-341887.4168,-342766.7045,-333892.3558,-341842.0355,-339262.7089,97755622.8969,97772593.1150,97748300.1589,97754056.7980,-337791.0957,97754157.4905,-6496.7570,-699.0292,-5228.6107,3451.1587,6266.8298,175544.4064,166189.5674,172802.6325,168510.1231,177103.6397,173392.8509,171000.1138,173015.6243,18402526.5333,18389314.4491,18423964.2787,18429070.7660,174047.0680,18421871.9866,-1691.6007,6185.6040,-2876.5369,5045.9084,-2663.2460,76627.8832,78309.0729,77011.5449,82087.0046,81041.7068,69227.4380,71833.5314,77145.5670,25192382.6127,25172807.9858,25214891.2514,25195952.7054,76894.0216,25198784.6899,
25200.000,3725.1295,509.3086,4018.6874,1828.0612,-2049.3870,-374682.7783,-355071.5770,-364713.0199,-374220.3831,-374048.6894,-367219.3321,-373779.3183,-369210.7550,89602438.7991,89624949.9098,89596016.8554,89593596.2560,-370210.6213,89600592.1411,3889.8055,3758.4046,1520.0493,-6411.6702,-4696.1815,81382.7152,77926.3176,81008.2697,77717.3304,86588.3515,82805.2670,80213.9853,84856.6437,43157700.2136,43150661.9918,43171076.1924,43181789.6663,83534.6227,43176022.9189,4345.6621,-5817.6534,5398.3097,-1784.7210,4652.0978,77714.6013,79657.2604,77329.8134,84616.8105,80342.7869,69489.0605,76362.4592,77736.8450,25197544.8246,25178923.0408,25223897.3809,25210165.2181,78389.5291,25206390.6652,
28800.000,-5399.9206,-2312.1612,-4408.7829,-154.2261,5320.8402,-377383.1798,-361875.8361,-374340.4100,-382622.6294,-379968.1677,-376627.2828,-380698.5537,-379413.4850,75300513.6084,75326574.8215,75298946.7957,75290712.7377,-378843.9702,75298825.1244,-98.9793,-6239.6271,2831.2347,6366.5296,2296.2892,-13582.0824,-14618.3743,-15782.9370,-18051.4410,-9508.5084,-13343.7249,-13734.4828,-13593.1807,64942120.1219,64942134.6786,64949113.1469,64958279.1561,-12090.6483,64959431.4283,-4340.0942,1972.1849,-4506.4419,-2658.8110,-3799.2927,79376.6758,80979.1054,77924.9148,86663.5704,78948.3853,70424.2358,81506.8352,80697.2901,25203292.0810,25185222.1153,25231446.9986,25222587.4485,79877.8682,25214008.8092,
32400.000,5938.3640,2286.4267,4106.8966,-2339.2534,-6899.8966,-362794.5684,-345243.7094,-360035.3756,-366713.1906,-360196.2650,-361394.6636,-362232.5346,-363164.0578,55833357.7414,55860866.5602,55839183.6706,55828762.0723,-363204.4796,55832290.0723,-3155.6196,5819.0720,-5504.6451,-3653.3898,91.8604,-102333.4729,-105525.9634,-111411.4987,-112662.3278,-107340.0876,-108785.9854,-103759.4087,-105335.6759,82261082.8771,82268453.5686,82265022.6684,82270708.5538,-106690.2238,82277659.4712,1650.2314,3001.5297,722.3799,5354.8628,597.1553,82406.4617,82279.7398,79036.0919,88241.5403,80320.1096,71995.1249,82367.0641,80184.4586,25209745.5271,25191726.8771,25237842.9116,25232233.9803,81358.8964,25221639.1044,
36000.000,-4487.4534,-2130.3495,-2151.4657,5131.6652,5836.5275,-328619.1173,-306410.4789,-322686.8128,-327630.1683,-319905.1203,-322481.7826,-322945.8914,-324034.3800,32538847.8119,32565738.1004,32552727.2923,32542335.0515,-324362.0592,32538665.5671,4862.0078,-2201.7016,5550.1063,204.2478,-2267.3162,-188503.0012,-189019.8045,-199744.6703,-200056.2023,-197168.0545,-197237.1214,-189599.9714,-195406.9943,93926871.2093,93941301.6855,93931786.2149,93934835.3802,-194209.5906,93943182.3438,2039.0691,-6234.2719,3495.4314,-4613.4071,2953.7498,84844.9271,83562.8439,80762.3216,89340.0409,84349.6972,74200.5256,80063.9577,84124.4092,25216981.3609,25198462.2445,25243363.9852,25239315.0584,82832.4712,25229281.5336,
39600.000,1043.8316,3038.0395,-1525.2150,-6458.8506,-2646.6069,-273327.5652,-248003.7240,-264688.4067,-267971.4305,-259747.8158,-262487.6792,-263895.2243,-265432.0084,7017257.5773,7041668.9459,7037976.6093,7027676.5423,-264869.6606,7017957.9887,-5173.5391,-2410.2119,-3880.8443,2260.3056,4343.9899,-265028.7506,-259829.1526,-275074.5155,-274618.8339,-272907.7969,-272835.5713,-264464.4984,-268347.4129,99140232.3094,99160835.9282,99149922.0654,99151960.2382,-269066.0370,99156816.5656,-4489.1933,5747.1086,-5511.3424,865.9003,-4706.4549,86938.6121,84831.2028,83035.7510,89920.0882,87941.3161,77075.2858,78629.3065,82740.8780,25225025.8970,25205457.2099,25248245.7833,25244180.7546,84298.4508,25236936.0793,
