sl_100_5400_20270617 Coordinates.csv
2027/06/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:21 2024,
Start: 2027/06/17 07:47:00.00, Stop: 2027/06/17 09:17:00.00,
TIME_UNITS,STARLINK-31776 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-5805 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-30095 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-5140 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-31173 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-5805 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-30095 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-5140 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-5805 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-30095 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-5140 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3798.5721,-1525.9978,2739.9220,2977.7750,-4463.4432,-4310.6241,-5359.3182,640.0869,-3135.9352,1605.9156,5005.0109,-4803.8239,5814.4094,-5284.4070,5213.6030,-1774.7415,4874.4333,6240.0249,3436.4548,2615.7751,-6016.1274,-469.8185,-862.2797,-1656.5361,5692.4992,-4543.7462,-1534.1440,6346.5580,4295.0975,6651.1248,-4310.0648,-5511.5809,-4940.0263,-3857.8373,-3036.5127,-1750.6223,-2666.7799,0.0000,-89.5367,-864.0755,4749.4364,-3867.1669,2745.2194,-5518.8704,2653.4692,2620.2267,2672.0499,-2109.3057,2836.7035,4523.5776,1441.6823,4220.2303,-538.2792,-4447.2321,-1637.6086,2972.0508,2020.2690,306.8845,4028.7360,1066.8931,4221.7287,3591.5723,6434.6779,-792.5955,4692.7349,-1743.2438,-1198.2589,-2826.0114,727.9248,5571.5233,3503.5096,3307.4718,-890.7904,2461.2392,3262.0764,2998.1035,-2559.0310,-4688.6279,38.3455,-1012.5612,-3024.9886,5122.8292,5729.6994,-5919.0832,-4195.8042,-306.5901,-2804.3770,3512.9004,-24.5192,-2278.0810,4596.8305,2259.9365,322.4694,-6497.7720,6722.0497,3701.3485,-1006.4575,6717.9031,217.3587,-3760.4439,249571.9224,270410.3730,260172.2839,260265.7449,265642.4133,264557.2675,269677.9480,265707.7600,176689674.6909,176683680.4910,176709862.7390,176699243.1834,266126.3098,176694070.9960,3542.6950,-3847.9875,-4864.4937,-4278.7773,-224.4767,-507.2341,-2881.4393,-4842.2768,-2077.9448,-4757.6470,2109.5617,-1272.3836,3233.3173,431.2045,2138.6483,4562.8985,1385.5508,2956.0392,2573.3903,-6353.6913,-3247.0197,6578.6165,-5540.5618,-6352.8635,-686.5094,-3804.0383,-5031.3563,-2071.6118,654.0265,-977.8625,-2862.3419,-1257.4136,4688.2491,-5405.7076,-4475.6948,-6631.8761,3717.4481,0.0000,6259.6937,4698.3109,-3375.5395,-1836.4052,-5995.2129,1546.0073,-5650.1254,-3642.1931,5098.9799,6277.8345,-3108.9027,-1006.8954,-4175.5970,1767.2533,-6475.6190,3297.7481,-4688.1697,176.3408,6497.8282,6816.7839,2290.2279,5449.4407,-1600.6522,-4081.1835,-364.0197,5064.5583,-3051.8662,5250.3281,-6373.5007,-2995.5913,5825.9727,-1652.5597,4073.6184,-2956.4385,-6511.2972,3287.5192,-4517.6307,6210.7074,6030.3068,77.7093,5066.3132,5212.4835,-6149.1700,-765.0310,1501.9618,1218.9741,-61.0202,-5101.3071,6291.2622,-3308.1170,-4158.8937,-5051.6693,1229.0680,3987.4492,5015.5161,-1999.2198,-992.3134,-4455.0332,6409.1211,1490.7590,-6895.7324,4136.5224,-230223.7778,-234533.2678,-239888.3956,-238541.2152,-245307.0797,-243275.9696,-236859.8459,-239679.7574,126486944.1289,126470664.4072,126460395.4596,126470709.5901,-238395.3816,126469797.9731,-4400.6969,5527.0957,3985.6110,-4563.7934,-5267.5256,5372.2977,-3131.3933,4896.2159,-5850.5898,-4679.2708,-4352.1798,4836.4391,1293.5247,4454.8044,3982.3906,4852.9411,4722.9439,591.9550,5396.9128,936.4046,1143.0703,-2037.6023,3748.7700,1828.6560,3821.3997,3414.3886,4250.1113,1836.7222,-5196.5850,-1601.0814,4591.1730,-3878.3648,1345.6556,-1976.7586,4141.6514,818.9044,5086.0721,0.0000,2785.4651,4969.0787,-3721.5998,5411.9623,-2112.4928,-3868.7627,-3021.9520,5022.8951,-3840.7915,1875.9989,-5467.7873,-5129.0614,5308.4446,5210.2856,2051.1936,-4184.0508,4786.7543,6159.3751,-1240.4239,-992.6660,-5127.1454,4143.3074,5227.0291,4316.2408,2614.1153,-4560.7184,-4047.4906,3764.0010,-2510.7574,-5472.9981,-3477.1575,3400.4179,4375.2211,5273.5485,-1922.1424,5472.9390,-4063.8941,460.2849,2254.2287,-5040.7931,-4686.6678,-4415.8632,953.6515,4608.7712,3581.4009,3341.3654,5470.7891,4667.6206,-556.9136,4853.3668,5516.6682,-4159.8724,-4909.4106,-5157.4778,4749.0998,1101.2548,616.3873,3616.6743,2269.2033,624.4947,529.5950,3949.0346,-170891.8754,-173075.2498,-174257.8764,-170717.2379,-169144.6312,-179197.2402,-182323.0303,-175663.4770,25807396.2159,25777985.6599,25781271.0237,25791854.0556,-174480.5024,25797195.1172,
300.000,-1911.2951,-3436.4633,660.7083,1353.9657,-4995.1566,-3840.5763,-5091.0082,-1303.1840,-2539.2974,-495.8602,6238.6946,-3498.7324,6406.7547,-5307.1265,4735.2540,301.0702,5251.6069,6695.8310,4888.4516,1178.7956,-6661.4219,869.2438,-2430.9415,-3003.9554,6098.8135,-5008.0357,-3518.7586,5185.1636,4992.7177,6544.8230,-5014.5026,-4736.7840,-4552.0611,-5179.3939,-4689.3929,-2885.3059,-539.0684,0.0000,1563.5830,817.5471,2970.6971,-4181.1859,1366.7967,-5688.7217,750.8671,472.3245,4246.3683,-968.6648,927.2298,4639.6346,-306.0816,5278.4649,-2071.5648,-3533.3337,-3490.6000,1699.5390,3176.8665,1503.1601,4162.9060,2694.5903,3981.4633,1612.6222,5290.2832,1079.3419,2881.3445,-492.5284,-1687.6364,-4187.6743,2042.0961,4070.5212,5158.1152,2311.3868,-2160.0041,4043.8023,1318.4109,3979.3678,-779.7185,-5215.2989,2162.9773,446.7455,-3855.7745,4888.6494,6494.4747,-6126.4979,-4321.3071,-2391.0006,-1623.6280,2733.3314,-2170.7342,-4143.8829,4077.8777,4175.1891,2080.1841,-6393.5439,6297.9118,1724.4316,544.3778,6802.3663,-990.2789,-1779.0953,254307.7557,275601.8419,265102.3789,265282.7210,270607.9590,269547.1485,274566.6625,270693.9189,173888067.3198,173881753.0034,173908267.0010,173897061.5876,271078.6770,173892428.3489,4599.2809,-2827.6168,-5074.4766,-5545.0312,1722.9651,1616.9277,-1137.5206,-4036.5881,-46.9514,-5219.2694,1721.7894,100.6582,2151.3067,2456.5786,273.3659,4227.2641,-721.5822,1518.6628,1082.0803,-6808.2225,-1879.9171,5832.5228,-5886.0765,-5249.0392,-2220.9529,-1860.0271,-4663.6496,-3339.7371,-1274.0530,-2203.8941,-824.6779,496.7357,5186.2327,-4574.9828,-4116.9908,-6198.9320,4075.0102,0.0000,6524.1720,5613.0673,-3935.0859,320.5205,-6756.6463,3127.9446,-5592.3504,-4015.0026,4935.2693,6816.2113,-4157.1495,-2963.6875,-5213.9687,2840.9001,-5579.7267,5010.5074,-4713.2864,-1634.2099,6115.6386,6165.7720,152.5071,5771.1771,-3586.7748,-4835.5733,-1006.9355,4215.9164,-3730.2191,6285.1382,-5188.6367,-1296.6777,4536.5378,-2741.5436,2950.6372,-4720.1226,-6494.4469,1793.9719,-4506.2954,5489.9167,5941.3986,1949.4673,4698.3679,6155.3523,-5085.0563,-2826.9721,-132.8057,2679.8759,2057.1297,-4544.4441,6597.0955,-5033.6071,-4056.7482,-4527.7719,-835.0139,3484.5479,5544.6013,-371.8948,-2454.6568,-4944.8983,6805.4625,281.2246,-6729.5486,4796.0738,-224982.1035,-228779.2911,-234115.9773,-232843.6010,-239671.8902,-237642.5384,-231234.9656,-234299.9727,130319484.8078,130303204.2938,130293625.6481,130304032.1056,-232734.6910,130302415.9828,-4640.9881,5280.3006,4566.5990,-3926.3128,-4449.5214,5507.0238,-4430.3799,5460.9198,-6476.3220,-4429.6119,-2558.5158,5983.1248,-535.1169,3711.3929,5008.9990,5435.3748,4460.6975,-952.8350,4743.6715,-608.0892,-397.7807,-3590.5842,2229.7155,3137.7438,2319.4402,4267.9393,3408.6822,3143.3342,-4396.1936,201.6171,4693.0032,-4931.8838,-779.7168,-485.2511,2737.4917,-995.1262,5467.7123,0.0000,1401.0942,3919.0569,-4848.0542,5479.5888,-634.4796,-2378.5825,-4032.9415,5385.7430,-2343.1697,89.0948,-5428.7052,-4179.8198,4519.8750,3490.6921,3313.7193,-3249.6178,3632.9969,6420.4083,569.2544,-2700.2774,-5515.1128,2731.4957,4359.6982,4711.3560,4396.3210,-5305.1530,-5050.9248,2249.2855,-4314.1164,-5262.6910,-4670.9928,4606.4808,3566.5083,4459.2432,-133.6423,5220.5248,-5052.5323,-1351.0974,3473.4188,-4049.1593,-4569.4257,-3098.1966,2667.0416,4024.2745,2396.0961,1732.4409,4964.0373,4640.9689,1253.1739,3748.9229,5154.3090,-3214.2596,-5424.0902,-4246.1618,3573.0487,2527.6178,-940.3959,4380.6343,805.6733,-1190.8095,-1278.8872,4545.8557,-170944.6853,-173089.1307,-174198.0188,-170917.7271,-169089.9003,-179012.4107,-182486.9081,-175291.2487,25805207.7828,25776029.0340,25778752.1500,25789306.4917,-174522.0360,25794862.8706,
600.000,153.1289,-5028.0616,-1491.8226,-369.7323,-5072.0790,-3048.7215,-4341.0038,-3150.1948,-1766.4217,-2533.7012,6836.8205,-1884.3555,6322.9599,-4847.8944,3830.3467,2367.1038,5160.8891,6505.3650,5880.6328,-377.9238,-6662.0231,2160.0059,-3717.7492,-4075.2647,5907.2492,-5007.9700,-5127.1828,3519.4936,5203.5693,5783.9256,-5274.2026,-3519.4069,-3692.6821,-5994.7197,-5842.0377,-3742.5797,1640.1999,0.0000,3047.2473,2382.5903,891.5706,-4139.4806,-138.7293,-5310.9258,-1245.0123,-1721.8893,5384.0481,268.6778,-1043.8991,4337.7242,-1986.1501,5735.9338,-3424.4913,-2309.4720,-4975.9154,316.4715,4023.0115,2579.1958,3945.9715,4033.5373,3393.1717,-512.9571,3616.3398,2878.8324,784.0741,786.0650,-2063.0801,-5165.6245,3195.5639,2140.4117,6319.0643,1132.8853,-3205.8889,5249.1669,-776.3881,4577.5981,1098.6377,-5253.7505,4080.2735,1829.8378,-4331.7368,4220.0128,6636.9679,-5733.0700,-4069.1526,-4253.6507,-267.4662,1716.6450,-4096.5251,-5600.4872,3197.6649,5669.5246,3603.6633,-5668.1359,5230.2740,-432.5959,2033.2788,6210.4709,-2113.9885,379.1397,258934.7818,280662.4613,269915.7235,270182.9283,275454.3011,274419.1234,279336.0804,275598.7516,171003343.7210,170996708.6919,171023528.3249,171011689.0545,275910.6860,171007666.2503,5227.3379,-1580.7033,-4821.2505,-6294.6282,3472.2719,3595.4110,754.1292,-2882.8571,2018.9541,-5200.9078,1193.1867,1526.9271,835.7421,4229.9323,-1651.6074,3526.5214,-2745.7347,-74.5557,-472.2622,-6605.0679,-326.9535,4516.8445,-5615.5897,-3610.8102,-3510.4686,279.4893,-3841.4799,-4313.3385,-3037.3911,-3211.9925,1279.9381,2240.0791,5162.6214,-3303.2577,-3359.0580,-5143.5396,4077.5514,0.0000,6139.2049,5993.0790,-4158.5307,2437.0399,-6859.2649,4379.1757,-5026.9782,-4019.0481,4303.2488,6666.4502,-4843.6247,-4607.1813,-5768.0878,3646.4993,-4122.4841,6239.1490,-4303.6436,-3322.9084,5121.6972,4898.9577,-2003.3408,5543.8299,-5206.4004,-5168.7613,-1605.5639,2986.9480,-4094.5324,6633.3670,-3477.4538,493.4674,2796.7298,-3588.0901,1575.6147,-6021.8582,-5810.7585,163.7816,-4098.2675,4214.9526,5299.7268,3597.5268,3913.7653,6498.7060,-3505.2914,-4608.7878,-1733.5467,3856.7817,3956.4021,-3589.5941,6249.3974,-6243.4316,-3609.3307,-3594.6990,-2837.5302,2681.1661,5552.4987,1313.9350,-3675.9795,-4976.1014,6525.8944,-969.6323,-5895.0246,5017.4113,-219643.6448,-222917.7967,-228239.6758,-227040.1747,-233932.1524,-231900.1385,-225510.2841,-228695.3433,134089981.3738,134073685.6737,134064809.3685,134075268.7789,-226971.1908,134072987.8148,-4358.0447,4463.4032,4643.9523,-2868.2452,-3151.0567,5047.4707,-5237.6345,5438.5067,-6419.1919,-3692.3675,-494.1708,6491.7438,-2302.5239,2570.0563,5492.9188,5427.7558,3720.9274,-2395.5401,3576.0353,-2087.5616,-1896.0455,-4754.8732,451.9003,4093.3435,564.8638,4646.3627,2174.9777,4112.1801,-3092.7346,1982.4675,4290.2857,-5441.2249,-2822.0395,1058.3291,1024.9641,-2701.5339,5242.3896,0.0000,-138.5545,2443.1529,-5452.8187,4954.3852,911.7718,-631.7664,-4613.3803,5122.2609,-593.3218,-1707.5760,-4802.2560,-2779.9691,3243.1398,1398.4361,4202.8311,-1968.5068,2085.1126,5969.6544,2317.4658,-4114.4618,-5309.3456,1027.0572,3021.6361,4605.0944,5712.6650,-5465.9284,-5509.5473,467.2701,-5661.0640,-4470.2722,-5342.0029,5275.4171,2376.0273,3160.2512,1669.6919,4388.9578,-5493.5480,-3016.6306,4320.0918,-2615.6710,-3957.5227,-1445.2049,4092.9958,3009.9179,953.3012,-64.0106,3918.7658,4116.2211,2927.6262,2228.3271,4236.2127,-1924.1871,-5335.7880,-2874.6031,2012.2167,3677.8471,-2391.6359,4654.7940,-746.3654,-2877.4408,-2949.7528,4638.0158,-170997.6322,-173105.5974,-174138.6782,-171123.1164,-169038.5591,-178821.2524,-182645.5696,-174859.8531,25803014.4972,25774079.3740,25776237.4597,25786811.2331,-174563.4697,25792530.4492,
