sl_20_5400_20270417 Coordinates.csv
2027/04/17 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:54 2024,
Start: 2027/04/17 07:47:00.00, Stop: 2027/04/17 09:17:00.00,
TIME_UNITS,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-30515 - X-Coordinate,STARLINK-1761 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-31282 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-30515 - Y-Coordinate,STARLINK-1761 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-30515 - Z-Coordinate,STARLINK-1761 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3252.5317,4669.6084,0.0000,5361.1871,-1419.2151,5815.6878,-3161.3445,-4963.2765,-5577.0120,5604.3584,682.3820,-4513.3590,-3571.5588,-5196.4483,3460.7912,-3515.9084,869.1150,6335.2793,1824.6372,-3630.0604,358816.6003,376643.8670,362960.1983,364356.2853,360469.1011,361887.1195,369247.2267,365376.6555,136218029.8893,136246352.4155,136225467.5198,136233796.2970,366713.2188,136232926.9344,-2345.3186,-2832.5464,0.0000,735.3212,-4867.6257,3597.6342,-3004.7923,-3414.3778,-3590.8216,3339.3732,-4316.3488,-5179.9370,-4521.4969,-3238.8331,-3698.1006,-2175.5017,-3177.6934,-129.8599,5118.7009,5594.0936,-52940.7871,-68074.8314,-53259.1140,-53431.1986,-61340.8552,-59402.8061,-60070.1401,-58791.1728,18336724.0655,18316174.9052,18330639.8740,18351759.4031,-58028.5846,18343556.7815,5324.0835,3896.1529,0.0000,-4301.8845,-4720.0713,-1040.8644,-5364.7026,3422.3072,1970.8113,2151.5858,4970.5926,-300.3717,3658.4119,-2984.3565,4703.5088,5526.0804,6109.9924,-2617.3532,4325.1121,1394.5643,34806.2347,36254.7164,35740.8175,37151.5921,40841.6671,32135.5219,26079.6975,35682.7971,40737337.9404,40769689.2683,40765615.2408,40747825.2366,34794.2103,40749535.1783,
3000.000,-4264.3707,4390.4489,0.0000,6210.4416,-3386.7090,6139.3815,-4058.0392,-6211.3948,-6399.8927,6443.3376,-1186.4595,-5460.9102,-4045.3070,-6318.4115,1428.8559,-4506.8172,-1042.0450,6512.7710,2153.1803,-1976.0176,359957.6956,378045.8568,364226.3567,365629.2010,361633.3691,363113.6589,370334.3645,366869.8826,135788535.6460,135817545.9777,135796278.3610,135803721.5179,367876.2342,135803442.5443,-378.5924,-4461.9709,0.0000,-741.7582,-4011.3866,2013.5614,-1026.9634,-2158.5292,-2629.8703,2357.5993,-5103.4191,-3987.7321,-2698.9144,-1943.8691,-4077.3427,-257.2334,-2143.3186,-1767.8422,3388.3136,5894.9152,-45570.3640,-60249.0804,-45445.1088,-45735.0077,-53610.9419,-51672.7587,-52301.8565,-50985.6235,21311809.6470,21291226.3174,21305116.3815,21327079.4351,-50275.0413,21318565.0528,5109.3683,2419.2122,0.0000,-2942.1935,-4519.1142,-2473.6258,-5502.5112,2188.2284,194.6015,383.7331,4046.3491,1243.2356,4786.5124,-1638.5507,5394.2676,5221.6250,6519.0314,-1202.4548,5665.1146,2781.6976,34626.2495,36101.9608,35691.1217,36804.9551,40769.6625,32273.3153,25856.0289,35922.2375,40737727.6080,40769972.9270,40765882.1276,40748775.0851,34652.2649,40749955.8314,
3300.000,-4854.5556,3657.4222,0.0000,6456.2204,-5039.0769,5880.4621,-4609.5494,-6857.5211,-6586.4530,6626.6747,-2888.6228,-5874.0025,-4155.3765,-6792.4871,-746.8318,-5097.5930,-2891.7975,6041.2204,2338.0114,-100.9942,360952.2943,379283.9001,365331.1558,366745.6347,362635.0737,364187.4633,371256.8115,368274.3491,135294076.4719,135323781.7228,135302150.1944,135308671.9579,368875.2820,135308996.9848,1598.1655,-5590.9332,0.0000,-2115.3039,-2807.7593,215.5091,1028.8530,-714.4005,-1409.8976,1140.6745,-5348.7186,-2390.4594,-589.0493,-465.8779,-4112.6107,1654.0372,-965.3544,-3217.7092,1311.8972,5612.5470,-38177.6492,-52392.8723,-37610.1453,-38020.4251,-45857.4678,-43913.3811,-44513.5135,-43084.8557,24276883.3274,24256285.3067,24269593.4873,24292314.6590,-42498.2243,24283562.1148,4281.9900,657.0184,0.0000,-1264.9138,-3834.1931,-3640.0137,-5048.4881,719.6334,-1602.5790,-1426.3467,2627.4170,2650.3268,5378.8548,-107.7732,5504.1268,4352.5910,6236.2264,345.6343,6403.6647,3855.0664,34446.2544,35948.9622,35639.4232,36452.6000,40694.3363,32417.3732,25637.0758,36061.1840,40738122.6979,40770254.9178,40766143.1759,40749732.0052,34510.2947,40750376.3775,
3600.000,-4948.2247,2532.0291,0.0000,6063.9361,-6212.8361,5073.1379,-4755.5058,-6838.5033,-6126.6192,6143.1374,-4241.7960,-5722.0001,-3897.5307,-6569.7886,-2848.7012,-5220.1776,-4488.8192,4960.8883,2370.3114,1809.6522,361800.2433,380357.3336,366274.0806,367705.6832,363473.6828,365108.9138,372014.2693,369555.1813,134734884.8516,134765291.5635,134743314.9381,134748886.5071,369709.8970,134749822.7071,3369.4873,-6105.8075,0.0000,-3264.8802,-1367.0999,-1628.9348,2959.3741,792.0373,-33.3821,-207.3050,-5010.8517,-538.2107,1589.5119,1058.8867,-3801.7655,3372.0020,238.9438,-4347.2052,-897.9964,4784.4927,-30765.4608,-44509.6878,-29757.6615,-30291.6807,-38083.8686,-36127.2035,-36708.6252,-35099.1029,27230526.6098,27209933.6722,27222653.6799,27246048.1739,-34701.6018,27237129.6323,2940.9110,-1182.6577,0.0000,549.0970,-2738.2658,-4414.9163,-4051.0161,-826.0841,-3227.5090,-3079.7762,887.0997,3766.3948,5369.4095,1435.1630,5021.3922,3012.7405,5291.4211,1855.3898,6462.8308,4493.7749,34266.2734,35795.7276,35585.5501,36094.5497,40615.7056,32567.5138,25422.8035,36076.2846,40738523.2215,40770535.2699,40766398.5252,40750692.5112,34368.2997,40750796.8167,
3900.000,-4520.7866,1118.4637,0.0000,5063.1815,-6789.7054,3802.4097,-4469.9008,-6156.7013,-5074.7275,5049.6718,-5106.6017,-5028.8803,-3298.4874,-5673.9457,-4666.5413,-4849.1279,-5663.0461,3374.4603,2247.5864,3563.9390,362501.4609,381265.5679,367054.6844,368509.5613,364148.7405,365878.5663,372606.5121,370674.1148,134111224.2411,134142338.3735,134120035.4468,134124634.5555,370379.6877,134126183.1266,4746.3491,-5961.8498,0.0000,-4094.0052,180.9431,-3345.0686,4576.0259,2229.6109,1379.8147,-1567.2536,-4112.6131,1391.2188,3610.1974,2489.2055,-3170.1297,4733.0114,1357.3758,-5056.3164,-3015.2566,3501.0528,-23336.5993,-36603.0215,-21891.1041,-22553.1477,-30293.5905,-28316.6681,-28890.7064,-27045.7163,30171326.3772,30150758.5767,30162884.8005,30186869.0584,-26888.6514,30177854.6489,1246.8361,-2883.0720,0.0000,2303.6594,-1348.4410,-4715.4663,-2616.8068,-2283.3679,-4506.0368,-4395.4587,-961.7405,4468.9769,4759.2549,2815.8181,3997.9281,1346.8674,3784.4459,3159.4171,5836.3778,4626.0046,34086.3332,35642.2636,35529.3348,35730.8796,40533.7865,32723.4626,25213.1795,35954.2785,40738929.1878,40770814.0121,40766648.3131,40751653.4940,34226.2800,40751217.1488,
4200.000,-3602.8021,-445.9239,0.0000,3545.9692,-6708.9868,2194.8175,-3765.3196,-4879.5624,-3542.5929,3464.1213,-5401.1597,-3869.5847,-2413.1464,-4198.5664,-6018.6467,-4005.9481,-6284.1337,1437.1033,1973.8253,4982.5565,363055.9380,382008.0876,367672.5891,369157.6000,364659.8669,366497.1671,373033.3865,371593.1872,133423388.9436,133455215.8639,133432605.3879,133436215.8517,370884.3360,133438372.4994,5586.7066,-5186.6047,0.0000,-4538.1044,1698.7856,-4767.4257,5723.4402,3473.2437,2702.7431,-2815.4306,-2740.4539,3209.5323,5262.0443,3691.8964,-2268.6930,5611.9365,2293.1570,-5285.9529,-4823.3132,1895.1887,-15893.8446,-28676.3795,-14013.9263,-14809.3670,-22490.0882,-20484.1160,-21063.2704,-18948.0384,33097875.5695,33077353.2218,33088880.7193,33113372.9229,-19062.8583,33104330.2624,-596.9196,-4244.4771,0.0000,3808.8496,186.2784,-4509.5841,-899.9941,-3496.4383,-5301.6798,-5229.8837,-2693.1083,4681.0392,3616.4509,3878.1176,2543.7563,-464.7714,1875.0184,4113.2819,4590.3843,4236.9217,33906.4646,35488.5765,35470.6140,35361.7380,40448.5938,32884.8222,25008.1733,35693.4419,40739340.6034,40771091.1723,40766892.6750,40752612.2054,34084.2357,40751637.3740,
4500.000,-2278.7931,-2004.0341,0.0000,1658.0876,-5974.4424,405.8334,-2693.8528,-3132.5194,-1687.0701,1551.9182,-5108.4235,-2361.6654,-1319.8493,-2297.0712,-6770.3600,-2758.7804,-6276.5375,-659.1027,1560.1072,5917.1881,363463.7388,382584.4523,368127.4853,369650.2423,365006.7584,366965.6721,373294.8115,372278.4377,132671703.9705,132704248.4446,132681349.1047,132683960.3637,371223.5977,132686715.7827,5810.4664,-3874.8638,0.0000,-4569.0537,3052.9813,-5755.4737,6294.8145,4414.5913,3812.4983,-3834.3783,-1036.1756,4736.3300,6371.9380,4554.0741,-1170.4862,5933.8828,2973.1965,-5022.3927,-6137.4282,128.6690,-8439.9517,-20733.2784,-6129.5874,-7065.0783,-14676.8238,-12631.7743,-13229.8287,-10833.4826,36008773.8561,35988317.5215,35999242.0066,36024162.4750,-11227.7139,36015156.2987,-2369.1160,-5107.6381,0.0000,4901.9094,1700.9435,-3819.2367,914.1395,-4335.9893,-5529.7865,-5492.3675,-4095.9993,4379.2877,2068.6841,4502.1264,815.4449,-2226.1782,-233.9232,4611.5760,2856.6396,3370.2871,33726.7022,35334.6725,35409.2292,34987.3736,40360.1410,33051.0306,24807.7566,35303.7867,40739757.4722,40771366.7782,40767131.7441,40753566.2345,33942.1669,40752057.4921,
4800.000,-679.6757,-3394.6792,0.0000,-415.3575,-4654.5947,-1394.9396,-1344.0923,-1086.2264,306.1996,-491.3951,-4275.5860,-653.2808,-113.8765,-166.2996,-6847.9943,-1217.1542,-5629.0949,-2704.5034,1025.4123,6266.1877,363725.0023,382994.2960,368419.1330,369988.0333,365189.1873,367285.2658,373390.7781,372703.0820,131856524.8880,131889791.0713,131866621.4635,131868228.1351,371397.3022,131871568.4822,5406.8787,-2176.4062,0.0000,-4196.0231,4125.8949,-6207.4384,6242.3104,4971.0759,4601.2824,-4523.5748,818.0921,5817.0089,6823.2709,4993.4873,34.8364,5680.3670,3353.4943,-4297.3304,-6824.1201,-1624.1612,-977.6455,-12777.2438,1758.4491,674.7453,-6857.2645,-4761.7423,-5393.8886,-2731.0906,38902628.3066,38882258.7718,38892576.6032,38917848.0990,-3386.7143,38908939.9810,-3857.6093,-5372.0156,0.0000,5464.9120,3032.5814,-2718.2104,2629.2799,-4712.7814,-5166.0847,-5154.4089,-5000.2198,3596.6842,289.2002,4617.5054,-1000.7499,-3747.1802,-2318.0099,4599.4186,819.1123,2123.6494,33547.0853,35180.5575,35345.0269,34608.1722,40268.4405,33221.3072,24611.9030,34805.9724,40740179.7957,40771640.8570,40767365.6517,40754513.4797,33800.0737,40752477.5032,
5100.000,1030.3465,-4468.8950,0.0000,-2468.4365,-2876.2332,-3039.6059,165.8310,1060.3026,2241.1701,-2459.9537,-3006.2862,1091.3040,1100.4724,1974.1122,-6246.3467,477.7204,-4397.5050,-4492.9223,397.2412,5985.9984,363839.9430,383237.3277,368547.3610,370171.6010,365207.0023,367457.3799,373321.3499,372849.7369,130978237.6488,131012229.0781,130988807.6872,130989409.1355,371405.3528,130993316.4831,4433.5553,-278.5672,0.0000,-3462.9159,4825.7962,-6071.0412,5581.0928,5092.6928,4986.6430,-4809.0936,2619.5461,6338.5795,6568.7536,4966.1186,1247.9270,4889.3542,3421.0924,-3183.8892,-6815.4684,-3193.5595,6490.3839,-4811.8084,9646.7163,8404.8553,965.1182,3124.0181,2441.0474,5331.0738,41778054.0575,41757792.3173,41767500.4854,41793048.4460,4456.6415,41784296.5966,-4884.9394,-5006.8854,0.0000,5437.2723,4037.9654,-1324.5341,4059.7113,-4586.8233,-4249.1145,-4252.5939,-5296.5700,2418.9624,-1522.6911,4211.2770,-2709.2340,-4864.1425,-4155.8675,4078.3123,-1305.5514,637.5101,33367.6592,35026.2370,35277.8588,34224.7079,40173.5032,33394.5783,24420.5880,34229.1325,40740607.5727,40771913.4351,40767594.5270,40755452.1200,33657.9563,40752897.4073,
5400.000,2670.7259,-5105.5505,0.0000,-4294.9532,-811.8803,-4377.5721,1698.5509,3098.9377,3930.3907,-4158.0011,-1447.3181,2707.4722,2218.5923,3904.4271,-5028.7771,2165.9881,-2699.2226,-5842.4509,-288.3598,5096.8381,363808.8529,383313.3316,368512.0677,370201.6239,365060.1279,367483.7080,373086.6624,372711.4784,130037258.4093,130071977.9948,130048323.1735,130047923.0996,371247.7271,130052375.8679,3007.7965,1614.2366,0.0000,-2443.0553,5094.4101,-5349.9285,4386.5316,4766.2533,4920.1580,-4651.5932,4166.6361,6241.8456,5635.5566,4470.5421,2367.6147,3649.5297,3192.5099,-1789.2042,-6116.2624,-4430.9055,13961.4881,3159.4892,17531.7458,16119.6826,8786.8506,11023.6880,10271.4835,13328.3356,44633674.9747,44613542.2136,44622638.3275,44648391.0346,12298.8529,44639850.1595,-5329.1483,-4054.6723,0.0000,4822.0335,4609.1085,211.9101,5050.7404,-3971.4309,-2876.4281,-2884.9121,-4949.3587,975.3956,-3164.3182,3329.2377,-4126.4699,-5457.3694,-5553.0381,3105.9124,-3291.5106,-920.5271,33188.4755,34871.7167,35207.5824,33837.8127,40075.3391,33569.3789,24233.7892,33607.9907,40741040.7998,40772184.5388,40767818.4970,40756380.5856,33515.8147,40753317.2044,
